contig	color	chromosome
haplotype2-0000083	#D57533	chr13
haplotype2-0000084	#D57533	chr13
haplotype2-0000085	#737373	chr14
haplotype2-0000086	#D57533	chr13
haplotype2-0000087	#D57533	chr13
haplotype2-0000088	#737373	chr14
haplotype2-0000089	#D57533	chr13
haplotype2-0000090	#D57533	chr13
haplotype2-0000091	#D57533	chr13
haplotype2-0000092	#D57533	chr13
haplotype2-0000093	#E6B847	chr15
haplotype2-0000094	#D57533	chr13
haplotype2-0000095	#D57533	chr13
haplotype2-0000096	#737373	chr14
haplotype2-0000097	#9467BD	chrX
haplotype2-0000098	#D57533	chr13
haplotype2-0000099	#009E73	chr3
haplotype2-0000100	#737373	chr14
haplotype2-0000101	#D57533	chr13
haplotype2-0000102	#D57533	chr13
haplotype2-0000103	#D57533	chr13
haplotype2-0000104	#808080	chr21
haplotype2-0000105	#D57533	chr13
haplotype2-0000106	#E6B847	chr15
haplotype2-0000107	#D57533	chr13
haplotype2-0000108	#D57533	chr13
haplotype2-0000109	#E6B847	chr15
haplotype2-0000110	#D57533	chr13
haplotype2-0000111	#D57533	chr13
haplotype2-0000112	#737373	chr14
haplotype2-0000113	#D57533	chr13
haplotype2-0000114	#D55E00	chr6
haplotype2-0000115	#E6C47F	chr22
haplotype2-0000116	#00A880	chr10
haplotype2-0000117	#CC79A7	chr4
haplotype2-0000118	#D57533	chr13
haplotype2-0000119	#D57533	chr13
haplotype2-0000120	#D57533	chr13
haplotype2-0000121	#D57533	chr13
haplotype2-0000122	#D57533	chr13
haplotype2-0000123	#D57533	chr13
unassigned-0000124	#737373	chr14
unassigned-0000125	#737373	chr14
unassigned-0000126	#737373	chr14
unassigned-0000127	#E6B847	chr15
unassigned-0000128	#E6B847	chr15
unassigned-0000129	#737373	chr14
unassigned-0000130	#E6B847	chr15
unassigned-0000131	#737373	chr14
unassigned-0000132	#E6B847	chr15
unassigned-0000133	#808080	chr21
unassigned-0000134	#737373	chr14
unassigned-0000135	#00B28C	chr17
unassigned-0000136	#00B28C	chr17
unassigned-0000137	#E6B847	chr15
unassigned-0000138	#D57533	chr13
unassigned-0000139	#D57533	chr13
unassigned-0000140	#808080	chr21
unassigned-0000142	#D57533	chr13
unassigned-0000143	#808080	chr21
unassigned-0000144	#D57533	chr13
unassigned-0000145	#808080	chr21
unassigned-0000146	#808080	chr21
unassigned-0000147	#D57533	chr13
unassigned-0000148	#808080	chr21
unassigned-0000149	#808080	chr21
unassigned-0000153	#E6B847	chr15
unassigned-0000154	#737373	chr14
unassigned-0000155	#D57533	chr13
unassigned-0000156	#737373	chr14
unassigned-0000157	#737373	chr14
unassigned-0000158	#E6B847	chr15
unassigned-0000159	#D57533	chr13
unassigned-0000160	#D57533	chr13
unassigned-0000161	#D57533	chr13
unassigned-0000162	#737373	chr14
unassigned-0000164	#D57533	chr13
unassigned-0000165	#808080	chr21
unassigned-0000166	#D57533	chr13
unassigned-0000167	#D57533	chr13
unassigned-0000168	#737373	chr14
unassigned-0000169	#D57533	chr13
unassigned-0000170	#D57533	chr13
unassigned-0000171	#D57533	chr13
unassigned-0000172	#737373	chr14
unassigned-0000173	#D58C66	chr20
unassigned-0000176	#D57533	chr13
unassigned-0000178	#808080	chr21
unassigned-0000186	#E6B847	chr15
unassigned-0000187	#E6B847	chr15
unassigned-0000189	#808080	chr21
unassigned-0000190	#D57533	chr13
unassigned-0000191	#CCA0BF	chr18
unassigned-0000192	#338CC2	chr19
unassigned-0000193	#E69F00	chr1
unassigned-0000196	#737373	chr14
unassigned-0000197	#737373	chr14
unassigned-0000198	#737373	chr14
unassigned-0000199	#737373	chr14
unassigned-0000200	#737373	chr14
unassigned-0000201	#737373	chr14
unassigned-0000202	#737373	chr14
unassigned-0000203	#808080	chr21
unassigned-0000205	#D57533	chr13
unassigned-0000206	#737373	chr14
unassigned-0000207	#737373	chr14
unassigned-0000208	#737373	chr14
unassigned-0000209	#808080	chr21
unassigned-0000210	#D57533	chr13
unassigned-0000211	#808080	chr21
unassigned-0000212	#D57533	chr13
unassigned-0000213	#808080	chr21
unassigned-0000214	#D57533	chr13
unassigned-0000215	#D57533	chr13
unassigned-0000216	#E6B847	chr15
unassigned-0000217	#D57533	chr13
unassigned-0000218	#737373	chr14
unassigned-0000219	#D57533	chr13
unassigned-0000220	#737373	chr14
unassigned-0000221	#D57533	chr13
unassigned-0000222	#D57533	chr13
unassigned-0000223	#D57533	chr13
unassigned-0000225	#E6B847	chr15
unassigned-0000226	#E6B847	chr15
unassigned-0000227	#D57533	chr13
unassigned-0000228	#D57533	chr13
unassigned-0000229	#D57533	chr13
unassigned-0000230	#D57533	chr13
unassigned-0000231	#D57533	chr13
unassigned-0000232	#D57533	chr13
unassigned-0000233	#D57533	chr13
unassigned-0000234	#D57533	chr13
unassigned-0000235	#D57533	chr13
unassigned-0000236	#D57533	chr13
unassigned-0000237	#737373	chr14
unassigned-0000238	#D57533	chr13
unassigned-0000239	#E6B847	chr15
unassigned-0000240	#D57533	chr13
unassigned-0000241	#D57533	chr13
unassigned-0000242	#D57533	chr13
unassigned-0000243	#E6B847	chr15
unassigned-0000244	#D57533	chr13
unassigned-0000245	#D57533	chr13
unassigned-0000246	#D57533	chr13
unassigned-0000247	#E6B847	chr15
unassigned-0000248	#D57533	chr13
unassigned-0000249	#E6B847	chr15
unassigned-0000251	#D57533	chr13
unassigned-0000252	#808080	chr21
unassigned-0000253	#737373	chr14
unassigned-0000254	#E6C47F	chr22
unassigned-0000255	#808080	chr21
unassigned-0000256	#D57533	chr13
unassigned-0000257	#808080	chr21
unassigned-0000258	#D57533	chr13
unassigned-0000259	#D57533	chr13
unassigned-0000260	#E6B847	chr15
unassigned-0000261	#D57533	chr13
unassigned-0000262	#D57533	chr13
unassigned-0000263	#E6C47F	chr22
unassigned-0000264	#D57533	chr13
unassigned-0000265	#D57533	chr13
unassigned-0000266	#D57533	chr13
unassigned-0000267	#D57533	chr13
unassigned-0000268	#D57533	chr13
unassigned-0000269	#808080	chr21
unassigned-0000270	#D57533	chr13
unassigned-0000271	#00B28C	chr17
unassigned-0000272	#D57533	chr13
unassigned-0000273	#D57533	chr13
unassigned-0000274	#D57533	chr13
unassigned-0000275	#D57533	chr13
unassigned-0000276	#D57533	chr13
unassigned-0000277	#D57533	chr13
unassigned-0000278	#D57533	chr13
unassigned-0000279	#E6B847	chr15
unassigned-0000280	#D57533	chr13
unassigned-0000281	#D57533	chr13
unassigned-0000282	#D57533	chr13
unassigned-0000283	#D57533	chr13
unassigned-0000284	#808080	chr21
unassigned-0000287	#56B4E9	chr2
unassigned-0000289	#E6B847	chr15
unassigned-0000291	#808080	chr21
unassigned-0000292	#737373	chr14
unassigned-0000293	#808080	chr21
unassigned-0000294	#D57533	chr13
unassigned-0000296	#D57533	chr13
unassigned-0000297	#D57533	chr13
unassigned-0000298	#D57533	chr13
unassigned-0000299	#808080	chr21
unassigned-0000300	#808080	chr21
unassigned-0000301	#E6C47F	chr22
unassigned-0000302	#D57533	chr13
unassigned-0000303	#D57533	chr13
unassigned-0000304	#D57533	chr13
unassigned-0000305	#D57533	chr13
unassigned-0000306	#9467BD	chrX
unassigned-0000307	#D57533	chr13
unassigned-0000308	#E6B847	chr15
unassigned-0000310	#D57533	chr13
unassigned-0000311	#808080	chr21
unassigned-0000312	#737373	chr14
unassigned-0000313	#737373	chr14
unassigned-0000314	#E6B847	chr15
unassigned-0000315	#808080	chr21
unassigned-0000317	#D57533	chr13
unassigned-0000319	#D57533	chr13
unassigned-0000320	#D57533	chr13
unassigned-0000321	#808080	chr21
unassigned-0000322	#D57533	chr13
unassigned-0000323	#D57533	chr13
unassigned-0000324	#D57533	chr13
unassigned-0000325	#D57533	chr13
unassigned-0000326	#808080	chr21
unassigned-0000327	#808080	chr21
unassigned-0000328	#737373	chr14
unassigned-0000329	#737373	chr14
unassigned-0000330	#737373	chr14
unassigned-0000331	#737373	chr14
unassigned-0000333	#808080	chr21
unassigned-0000334	#737373	chr14
unassigned-0000335	#808080	chr21
unassigned-0000336	#737373	chr14
unassigned-0000337	#737373	chr14
unassigned-0000338	#737373	chr14
unassigned-0000339	#737373	chr14
unassigned-0000340	#808080	chr21
unassigned-0000341	#737373	chr14
unassigned-0000342	#737373	chr14
unassigned-0000343	#737373	chr14
unassigned-0000345	#D57533	chr13
unassigned-0000346	#D57533	chr13
unassigned-0000347	#D57533	chr13
unassigned-0000348	#D57533	chr13
unassigned-0000350	#737373	chr14
unassigned-0000351	#737373	chr14
unassigned-0000352	#737373	chr14
unassigned-0000353	#808080	chr21
unassigned-0000354	#737373	chr14
unassigned-0000355	#D57533	chr13
unassigned-0000356	#737373	chr14
unassigned-0000357	#D57533	chr13
unassigned-0000358	#D55E00	chr6
unassigned-0000359	#737373	chr14
unassigned-0000361	#737373	chr14
unassigned-0000362	#737373	chr14
unassigned-0000363	#808080	chr21
unassigned-0000364	#808080	chr21
unassigned-0000365	#737373	chr14
unassigned-0000366	#737373	chr14
unassigned-0000367	#D57533	chr13
unassigned-0000368	#737373	chr14
unassigned-0000369	#D57533	chr13
unassigned-0000370	#D57533	chr13
unassigned-0000371	#D57533	chr13
unassigned-0000372	#D57533	chr13
unassigned-0000373	#D57533	chr13
unassigned-0000374	#D57533	chr13
unassigned-0000376	#808080	chr21
unassigned-0000377	#737373	chr14
unassigned-0000378	#737373	chr14
unassigned-0000380	#D57533	chr13
unassigned-0000381	#D57533	chr13
unassigned-0000382	#808080	chr21
unassigned-0000383	#E6B847	chr15
unassigned-0000386	#808080	chr21
unassigned-0000387	#737373	chr14
unassigned-0000388	#D57533	chr13
unassigned-0000389	#D57533	chr13
unassigned-0000390	#D57533	chr13
unassigned-0000391	#808080	chr21
unassigned-0000392	#808080	chr21
unassigned-0000393	#D57533	chr13
unassigned-0000394	#737373	chr14
unassigned-0000395	#808080	chr21
unassigned-0000396	#D57533	chr13
unassigned-0000397	#D57533	chr13
unassigned-0000398	#D57533	chr13
unassigned-0000399	#808080	chr21
unassigned-0000401	#737373	chr14
unassigned-0000402	#D57533	chr13
unassigned-0000403	#D57533	chr13
unassigned-0000404	#D57533	chr13
unassigned-0000408	#737373	chr14
unassigned-0000409	#D57533	chr13
unassigned-0000410	#D57533	chr13
unassigned-0000411	#D57533	chr13
unassigned-0000412	#808080	chr21
unassigned-0000413	#E6B847	chr15
unassigned-0000414	#D57533	chr13
unassigned-0000415	#D57533	chr13
unassigned-0000416	#E6B847	chr15
unassigned-0000417	#808080	chr21
unassigned-0000418	#808080	chr21
unassigned-0000419	#E6C47F	chr22
unassigned-0000420	#737373	chr14
unassigned-0000422	#808080	chr21
unassigned-0000423	#D57533	chr13
unassigned-0000424	#737373	chr14
unassigned-0000425	#D57533	chr13
unassigned-0000429	#808080	chr21
unassigned-0000432	#808080	chr21
unassigned-0000433	#D57533	chr13
unassigned-0000434	#D57533	chr13
unassigned-0000435	#D57533	chr13
unassigned-0000436	#808080	chr21
unassigned-0000437	#808080	chr21
unassigned-0000438	#737373	chr14
unassigned-0000439	#737373	chr14
unassigned-0000440	#737373	chr14
unassigned-0000441	#D57533	chr13
unassigned-0000444	#E6B847	chr15
unassigned-0000449	#737373	chr14
unassigned-0000451	#D57533	chr13
unassigned-0000452	#737373	chr14
unassigned-0000455	#D57533	chr13
unassigned-0000456	#737373	chr14
unassigned-0000457	#D57533	chr13
unassigned-0000459	#D57533	chr13
unassigned-0000460	#D57533	chr13
unassigned-0000462	#D57533	chr13
unassigned-0000465	#808080	chr21
unassigned-0000466	#D57533	chr13
unassigned-0000467	#D57533	chr13
unassigned-0000469	#808080	chr21
unassigned-0000471	#737373	chr14
unassigned-0000472	#737373	chr14
unassigned-0000474	#D57533	chr13
unassigned-0000475	#808080	chr21
unassigned-0000477	#D57533	chr13
unassigned-0000481	#D57533	chr13
unassigned-0000483	#D57533	chr13
unassigned-0000485	#808080	chr21
unassigned-0000486	#D57533	chr13
unassigned-0000487	#D57533	chr13
unassigned-0000488	#D57533	chr13
unassigned-0000489	#D57533	chr13
unassigned-0000490	#D57533	chr13
unassigned-0000491	#737373	chr14
unassigned-0000492	#808080	chr21
unassigned-0000493	#CC8DB3	chr11
unassigned-0000494	#D57533	chr13
unassigned-0000496	#737373	chr14
unassigned-0000497	#338CC2	chr19
unassigned-0000499	#808080	chr21
unassigned-0000500	#D57533	chr13
unassigned-0000501	#737373	chr14
unassigned-0000502	#808080	chr21
unassigned-0000503	#737373	chr14
unassigned-0000504	#737373	chr14
unassigned-0000505	#737373	chr14
unassigned-0000507	#737373	chr14
unassigned-0000508	#E6B847	chr15
unassigned-0000509	#D57533	chr13
unassigned-0000510	#808080	chr21
unassigned-0000512	#808080	chr21
unassigned-0000513	#E6B847	chr15
unassigned-0000515	#D57533	chr13
unassigned-0000516	#D57533	chr13
unassigned-0000517	#E6B847	chr15
unassigned-0000518	#D57533	chr13
unassigned-0000519	#D57533	chr13
unassigned-0000520	#D57533	chr13
unassigned-0000521	#D57533	chr13
unassigned-0000522	#D57533	chr13
unassigned-0000523	#737373	chr14
unassigned-0000524	#808080	chr21
unassigned-0000525	#D57533	chr13
unassigned-0000526	#808080	chr21
unassigned-0000527	#D57533	chr13
unassigned-0000528	#737373	chr14
unassigned-0000529	#0072B2	chr5
unassigned-0000530	#737373	chr14
unassigned-0000531	#E6C47F	chr22
unassigned-0000532	#737373	chr14
unassigned-0000534	#808080	chr21
unassigned-0000535	#0072B2	chr5
unassigned-0000536	#0072B2	chr5
unassigned-0000537	#00B28C	chr17
unassigned-0000538	#E6B847	chr15
unassigned-0000539	#D57533	chr13
unassigned-0000541	#737373	chr14
unassigned-0000542	#737373	chr14
unassigned-0000543	#E6B847	chr15
unassigned-0000544	#E6B847	chr15
unassigned-0000545	#D57533	chr13
unassigned-0000546	#808080	chr21
unassigned-0000547	#D57533	chr13
unassigned-0000548	#CC79A7	chr4
unassigned-0000549	#009E73	chr3
unassigned-0000550	#D55E00	chr6
unassigned-0000552	#E6B847	chr15
unassigned-0000554	#D57533	chr13
unassigned-0000555	#D57533	chr13
unassigned-0000556	#E6B847	chr15
unassigned-0000557	#737373	chr14
unassigned-0000558	#737373	chr14
unassigned-0000559	#737373	chr14
unassigned-0000560	#D57533	chr13
unassigned-0000561	#D57533	chr13
unassigned-0000562	#D57533	chr13
unassigned-0000563	#D57533	chr13
unassigned-0000564	#737373	chr14
unassigned-0000565	#808080	chr21
unassigned-0000566	#D57533	chr13
unassigned-0000567	#D57533	chr13
unassigned-0000568	#808080	chr21
unassigned-0000569	#737373	chr14
unassigned-0000570	#737373	chr14
unassigned-0000571	#D57533	chr13
unassigned-0000572	#737373	chr14
unassigned-0000573	#737373	chr14
unassigned-0000574	#E6B847	chr15
unassigned-0000575	#E6B847	chr15
unassigned-0000576	#808080	chr21
unassigned-0000577	#737373	chr14
unassigned-0000578	#737373	chr14
unassigned-0000579	#D57533	chr13
unassigned-0000580	#E6C47F	chr22
unassigned-0000581	#737373	chr14
unassigned-0000582	#737373	chr14
unassigned-0000583	#737373	chr14
unassigned-0000585	#E6B847	chr15
unassigned-0000586	#D57533	chr13
unassigned-0000587	#D57533	chr13
unassigned-0000588	#737373	chr14
unassigned-0000590	#D57533	chr13
unassigned-0000591	#D57533	chr13
unassigned-0000592	#737373	chr14
unassigned-0000593	#E6B847	chr15
unassigned-0000594	#D57533	chr13
unassigned-0000595	#737373	chr14
unassigned-0000596	#808080	chr21
unassigned-0000597	#D57533	chr13
unassigned-0000598	#D57533	chr13
unassigned-0000599	#808080	chr21
unassigned-0000600	#737373	chr14
unassigned-0000601	#737373	chr14
unassigned-0000602	#808080	chr21
unassigned-0000603	#D57533	chr13
unassigned-0000606	#737373	chr14
unassigned-0000609	#737373	chr14
unassigned-0000610	#737373	chr14
unassigned-0000611	#808080	chr21
unassigned-0000612	#D57533	chr13
unassigned-0000613	#D57533	chr13
unassigned-0000615	#737373	chr14
unassigned-0000616	#D57533	chr13
unassigned-0000617	#D57533	chr13
unassigned-0000618	#808080	chr21
unassigned-0000619	#D57533	chr13
unassigned-0000620	#E6C47F	chr22
unassigned-0000621	#808080	chr21
unassigned-0000622	#D57533	chr13
unassigned-0000623	#808080	chr21
unassigned-0000624	#D57533	chr13
unassigned-0000625	#D57533	chr13
unassigned-0000626	#737373	chr14
unassigned-0000627	#737373	chr14
unassigned-0000628	#808080	chr21
unassigned-0000629	#D57533	chr13
unassigned-0000630	#D57533	chr13
unassigned-0000631	#D57533	chr13
unassigned-0000632	#D58C66	chr20
unassigned-0000633	#D57533	chr13
unassigned-0000634	#E6B847	chr15
unassigned-0000635	#737373	chr14
unassigned-0000637	#808080	chr21
unassigned-0000638	#D57533	chr13
unassigned-0000639	#737373	chr14
unassigned-0000640	#E6B847	chr15
unassigned-0000642	#808080	chr21
unassigned-0000643	#808080	chr21
unassigned-0000644	#808080	chr21
unassigned-0000645	#D57533	chr13
unassigned-0000646	#808080	chr21
unassigned-0000647	#808080	chr21
unassigned-0000648	#D57533	chr13
unassigned-0000649	#808080	chr21
unassigned-0000650	#808080	chr21
unassigned-0000651	#D57533	chr13
unassigned-0000652	#D57533	chr13
unassigned-0000653	#D57533	chr13
unassigned-0000654	#E6B847	chr15
unassigned-0000655	#D57533	chr13
unassigned-0000656	#D57533	chr13
unassigned-0000657	#D57533	chr13
unassigned-0000658	#D57533	chr13
unassigned-0000659	#D57533	chr13
unassigned-0000660	#D57533	chr13
unassigned-0000661	#737373	chr14
unassigned-0000662	#737373	chr14
unassigned-0000663	#737373	chr14
unassigned-0000665	#737373	chr14
unassigned-0000666	#737373	chr14
unassigned-0000667	#737373	chr14
unassigned-0000669	#E6B847	chr15
unassigned-0000670	#737373	chr14
unassigned-0000671	#808080	chr21
unassigned-0000672	#737373	chr14
unassigned-0000673	#737373	chr14
unassigned-0000674	#737373	chr14
unassigned-0000675	#737373	chr14
unassigned-0000676	#737373	chr14
unassigned-0000677	#737373	chr14
unassigned-0000678	#737373	chr14
unassigned-0000679	#737373	chr14
unassigned-0000680	#D57533	chr13
unassigned-0000681	#737373	chr14
unassigned-0000682	#D57533	chr13
unassigned-0000683	#737373	chr14
unassigned-0000684	#808080	chr21
unassigned-0000685	#808080	chr21
unassigned-0000686	#D57533	chr13
unassigned-0000687	#737373	chr14
unassigned-0000688	#E6C47F	chr22
unassigned-0000689	#737373	chr14
unassigned-0000690	#808080	chr21
unassigned-0000692	#D57533	chr13
unassigned-0000693	#E6B847	chr15
unassigned-0000694	#808080	chr21
unassigned-0000695	#737373	chr14
unassigned-0000696	#737373	chr14
unassigned-0000697	#737373	chr14
unassigned-0000698	#737373	chr14
unassigned-0000699	#737373	chr14
unassigned-0000700	#737373	chr14
unassigned-0000701	#E6C47F	chr22
unassigned-0000702	#737373	chr14
unassigned-0000703	#737373	chr14
unassigned-0000704	#737373	chr14
unassigned-0000705	#737373	chr14
unassigned-0000706	#737373	chr14
unassigned-0000707	#737373	chr14
unassigned-0000708	#808080	chr21
unassigned-0000709	#737373	chr14
unassigned-0000710	#737373	chr14
unassigned-0000711	#737373	chr14
unassigned-0000712	#808080	chr21
unassigned-0000713	#808080	chr21
unassigned-0000714	#CC8DB3	chr11
unassigned-0000715	#737373	chr14
unassigned-0000716	#737373	chr14
unassigned-0000717	#E6B847	chr15
