contig	color
contig-0000102	#17BECF	chrM
contig-0000103	#1A7FBA	chr12
contig-0000104	#17BECF	chrM
contig-0000105	#17BECF	chrM
contig-0000106	#17BECF	chrM
contig-0000107	#D57533	chr13
contig-0000108	#5699E9	chr9
contig-0000109	#D57533	chr13
contig-0000110	#1A7FBA	chr12
contig-0000111	#808080	chr21
contig-0000112	#D57533	chr13
contig-0000113	#808080	chr21
contig-0000114	#808080	chr21
contig-0000115	#808080	chr21
contig-0000116	#E6C47F	chr22
contig-0000117	#808080	chr21
contig-0000119	#737373	chr14
contig-0000120	#E6C47F	chr22
contig-0000121	#E6C47F	chr22
contig-0000122	#D57533	chr13
contig-0000123	#737373	chr14
contig-0000124	#737373	chr14
contig-0000125	#737373	chr14
contig-0000126	#0072B2	chr5
contig-0000127	#0072B2	chr5
contig-0000128	#1A7FBA	chr12
contig-0000129	#0072B2	chr5
contig-0000130	#0072B2	chr5
contig-0000132	#808080	chr21
contig-0000133	#808080	chr21
contig-0000137	#1A7FBA	chr12
contig-0000138	#D57533	chr13
contig-0000139	#D57533	chr13
contig-0000140	#D57533	chr13
contig-0000141	#D57533	chr13
contig-0000142	#D57533	chr13
contig-0000143	#1A7FBA	chr12
contig-0000144	#9467BD	chrX
contig-0000145	#9467BD	chrX
contig-0000146	#9467BD	chrX
contig-0000147	#808080	chr21
contig-0000148	#1A7FBA	chr12
contig-0000149	#808080	chr21
contig-0000150	#808080	chr21
contig-0000151	#808080	chr21
contig-0000152	#808080	chr21
contig-0000153	#808080	chr21
contig-0000154	#808080	chr21
contig-0000155	#808080	chr21
contig-0000156	#808080	chr21
contig-0000157	#808080	chr21
contig-0000158	#808080	chr21
contig-0000159	#1A7FBA	chr12
contig-0000160	#808080	chr21
contig-0000161	#E6C47F	chr22
contig-0000162	#808080	chr21
contig-0000163	#D57533	chr13
contig-0000164	#808080	chr21
contig-0000165	#E6C47F	chr22
contig-0000166	#E6B847	chr15
contig-0000167	#D57533	chr13
contig-0000168	#E6C47F	chr22
contig-0000169	#808080	chr21
contig-0000170	#808080	chr21
contig-0000171	#808080	chr21
contig-0000172	#D57533	chr13
contig-0000173	#9467BD	chrX
contig-0000174	#9467BD	chrX
contig-0000175	#9467BD	chrX
contig-0000176	#9467BD	chrX
contig-0000177	#E6C47F	chr22
contig-0000178	#9467BD	chrX
contig-0000179	#9467BD	chrX
contig-0000180	#E6C47F	chr22
contig-0000181	#E6C47F	chr22
contig-0000182	#9467BD	chrX
contig-0000183	#9467BD	chrX
contig-0000184	#9467BD	chrX
contig-0000185	#1A7FBA	chr12
contig-0000186	#9467BD	chrX
contig-0000187	#9467BD	chrX
contig-0000188	#9467BD	chrX
contig-0000189	#D57533	chr13
contig-0000190	#D57533	chr13
contig-0000191	#D57533	chr13
contig-0000192	#808080	chr21
contig-0000193	#D57533	chr13
contig-0000194	#808080	chr21
contig-0000195	#1A7FBA	chr12
contig-0000196	#808080	chr21
contig-0000197	#9467BD	chrX
contig-0000198	#9467BD	chrX
contig-0000199	#E69F00	chr1
contig-0000200	#E69F00	chr1
contig-0000201	#E69F00	chr1
contig-0000204	#D57533	chr13
contig-0000205	#808080	chr21
contig-0000206	#E6C47F	chr22
contig-0000207	#D57533	chr13
contig-0000208	#E6B847	chr15
contig-0000209	#D57533	chr13
contig-0000210	#808080	chr21
contig-0000211	#E6B847	chr15
contig-0000212	#808080	chr21
contig-0000213	#D57533	chr13
contig-0000214	#D57533	chr13
contig-0000215	#D57533	chr13
contig-0000216	#D57533	chr13
contig-0000217	#D57533	chr13
contig-0000218	#666666	chr7
contig-0000219	#808080	chr21
contig-0000220	#808080	chr21
contig-0000221	#D57533	chr13
contig-0000222	#D57533	chr13
contig-0000223	#D57533	chr13
contig-0000224	#D57533	chr13
contig-0000225	#D57533	chr13
contig-0000226	#D57533	chr13
contig-0000227	#666666	chr7
contig-0000228	#666666	chr7
contig-0000229	#D57533	chr13
contig-0000230	#D57533	chr13
contig-0000231	#D57533	chr13
contig-0000232	#E6C47F	chr22
contig-0000233	#D57533	chr13
contig-0000234	#D57533	chr13
contig-0000235	#D57533	chr13
contig-0000236	#D57533	chr13
contig-0000238	#D57533	chr13
contig-0000239	#E6B847	chr15
contig-0000240	#00B28C	chr17
contig-0000241	#00B28C	chr17
contig-0000242	#00B28C	chr17
contig-0000243	#00B28C	chr17
contig-0000244	#00B28C	chr17
contig-0000247	#D57533	chr13
contig-0000248	#D57533	chr13
contig-0000249	#D57533	chr13
contig-0000250	#D57533	chr13
contig-0000251	#D57533	chr13
contig-0000252	#D57533	chr13
contig-0000253	#737373	chr14
contig-0000255	#D57533	chr13
contig-0000257	#D57533	chr13
contig-0000258	#D57533	chr13
contig-0000259	#D57533	chr13
contig-0000260	#D57533	chr13
contig-0000261	#E6C47F	chr22
contig-0000262	#D57533	chr13
contig-0000263	#E69F00	chr1
contig-0000264	#E69F00	chr1
contig-0000265	#E69F00	chr1
contig-0000266	#E69F00	chr1
contig-0000267	#D57533	chr13
contig-0000268	#E69F00	chr1
contig-0000270	#808080	chr21
contig-0000271	#808080	chr21
contig-0000273	#1A7FBA	chr12
contig-0000274	#E6C47F	chr22
contig-0000275	#E6C47F	chr22
contig-0000276	#E6C47F	chr22
contig-0000277	#E6C47F	chr22
contig-0000278	#D57533	chr13
contig-0000279	#D57533	chr13
contig-0000280	#E6C47F	chr22
contig-0000281	#E69F00	chr1
contig-0000282	#D55E00	chr6
contig-0000284	#D57533	chr13
contig-0000285	#0072B2	chr5
contig-0000286	#D57533	chr13
contig-0000287	#D57533	chr13
contig-0000288	#E6C47F	chr22
contig-0000289	#E6B847	chr15
contig-0000290	#D57533	chr13
contig-0000291	#D57533	chr13
contig-0000292	#009E73	chr3
contig-0000293	#E6C47F	chr22
contig-0000294	#D57533	chr13
contig-0000296	#E69F00	chr1
contig-0000297	#E6C47F	chr22
contig-0000298	#E6C47F	chr22
contig-0000299	#D57533	chr13
contig-0000300	#009E73	chr3
contig-0000301	#D57533	chr13
contig-0000302	#D57533	chr13
contig-0000303	#D57533	chr13
contig-0000304	#D57533	chr13
contig-0000305	#D57533	chr13
contig-0000306	#E6C47F	chr22
contig-0000307	#D57533	chr13
contig-0000308	#E6C47F	chr22
contig-0000309	#009E73	chr3
contig-0000310	#D57533	chr13
contig-0000311	#808080	chr21
contig-0000312	#D57533	chr13
contig-0000313	#E6C47F	chr22
contig-0000314	#D57533	chr13
contig-0000315	#E6C47F	chr22
contig-0000316	#D57533	chr13
contig-0000317	#E69F00	chr1
contig-0000320	#D57533	chr13
contig-0000321	#737373	chr14
contig-0000323	#D57533	chr13
contig-0000325	#CC8DB3	chr11
contig-0000326	#CC8DB3	chr11
contig-0000327	#CC8DB3	chr11
contig-0000328	#E69F00	chr1
contig-0000329	#CC8DB3	chr11
contig-0000330	#CC8DB3	chr11
contig-0000331	#D57533	chr13
contig-0000332	#D57533	chr13
contig-0000333	#D57533	chr13
contig-0000334	#D57533	chr13
contig-0000335	#E69F00	chr1
contig-0000336	#56B4E9	chr2
contig-0000337	#56B4E9	chr2
contig-0000338	#56B4E9	chr2
contig-0000339	#D57533	chr13
contig-0000341	#D57533	chr13
contig-0000342	#E69F00	chr1
contig-0000343	#D57533	chr13
contig-0000344	#D57533	chr13
contig-0000345	#E69F00	chr1
contig-0000346	#E69F00	chr1
contig-0000347	#E69F00	chr1
contig-0000348	#E69F00	chr1
contig-0000349	#E69F00	chr1
contig-0000350	#CCA0BF	chr18
contig-0000351	#CCA0BF	chr18
contig-0000352	#E69F00	chr1
contig-0000353	#CCA0BF	chr18
contig-0000354	#CCA0BF	chr18
contig-0000355	#CCA0BF	chr18
contig-0000357	#D57533	chr13
contig-0000358	#D57533	chr13
contig-0000359	#D57533	chr13
contig-0000361	#1A7FBA	chr12
contig-0000365	#E6C47F	chr22
contig-0000366	#808080	chr21
contig-0000367	#808080	chr21
contig-0000368	#E6C47F	chr22
contig-0000369	#1A7FBA	chr12
contig-0000372	#808080	chr21
contig-0000373	#D57533	chr13
contig-0000376	#56B4E9	chr2
contig-0000377	#56B4E9	chr2
contig-0000378	#1A7FBA	chr12
contig-0000379	#E6C47F	chr22
contig-0000380	#808080	chr21
contig-0000381	#808080	chr21
contig-0000382	#E6C47F	chr22
contig-0000383	#00B28C	chr17
contig-0000384	#D57533	chr13
contig-0000385	#D57533	chr13
contig-0000386	#E6C47F	chr22
contig-0000387	#1A7FBA	chr12
contig-0000388	#1A7FBA	chr12
contig-0000389	#E69F00	chr1
contig-0000390	#E69F00	chr1
contig-0000391	#D57533	chr13
contig-0000392	#1A7FBA	chr12
contig-0000394	#808080	chr21
contig-0000395	#808080	chr21
contig-0000396	#D57533	chr13
contig-0000397	#D57533	chr13
contig-0000398	#9467BD	chrX
contig-0000399	#D57533	chr13
contig-0000400	#808080	chr21
contig-0000401	#E6B847	chr15
contig-0000402	#E6B847	chr15
contig-0000403	#E6B847	chr15
contig-0000404	#D57533	chr13
contig-0000405	#D57533	chr13
contig-0000406	#D57533	chr13
contig-0000407	#808080	chr21
contig-0000408	#D57533	chr13
contig-0000409	#D57533	chr13
contig-0000410	#808080	chr21
contig-0000411	#808080	chr21
contig-0000412	#D57533	chr13
contig-0000413	#D57533	chr13
contig-0000414	#00B28C	chr17
contig-0000415	#00B28C	chr17
contig-0000416	#00B28C	chr17
contig-0000417	#567DE9	chr16
contig-0000418	#567DE9	chr16
contig-0000419	#567DE9	chr16
contig-0000420	#D57533	chr13
contig-0000421	#567DE9	chr16
contig-0000422	#567DE9	chr16
contig-0000423	#56B4E9	chr2
contig-0000424	#56B4E9	chr2
contig-0000425	#56B4E9	chr2
contig-0000426	#56B4E9	chr2
contig-0000427	#56B4E9	chr2
contig-0000430	#E6C47F	chr22
contig-0000431	#D57533	chr13
contig-0000432	#808080	chr21
contig-0000433	#737373	chr14
contig-0000434	#E6AB23	chr8
contig-0000435	#E6AB23	chr8
contig-0000436	#00B28C	chr17
contig-0000437	#00B28C	chr17
contig-0000438	#00B28C	chr17
contig-0000439	#D57533	chr13
contig-0000440	#00B28C	chr17
contig-0000443	#808080	chr21
contig-0000444	#D57533	chr13
contig-0000445	#D57533	chr13
contig-0000446	#E6AB23	chr8
contig-0000447	#E6AB23	chr8
contig-0000448	#E6AB23	chr8
contig-0000449	#E6AB23	chr8
contig-0000450	#E6AB23	chr8
contig-0000451	#737373	chr14
contig-0000452	#737373	chr14
contig-0000453	#D57533	chr13
contig-0000454	#D57533	chr13
contig-0000455	#808080	chr21
contig-0000456	#338CC2	chr19
contig-0000457	#338CC2	chr19
contig-0000458	#56B4E9	chr2
contig-0000460	#D58C66	chr20
contig-0000461	#D58C66	chr20
contig-0000462	#338CC2	chr19
contig-0000463	#338CC2	chr19
contig-0000464	#338CC2	chr19
contig-0000465	#338CC2	chr19
contig-0000466	#56B4E9	chr2
contig-0000467	#338CC2	chr19
contig-0000468	#CC79A7	chr4
contig-0000469	#CC79A7	chr4
contig-0000470	#D57533	chr13
contig-0000471	#D57533	chr13
contig-0000472	#D57533	chr13
contig-0000473	#E6AB23	chr8
contig-0000474	#E6AB23	chr8
contig-0000475	#E6AB23	chr8
contig-0000476	#56B4E9	chr2
contig-0000477	#E6AB23	chr8
contig-0000478	#E6AB23	chr8
contig-0000479	#00B28C	chr17
contig-0000480	#00B28C	chr17
contig-0000481	#00B28C	chr17
contig-0000482	#00B28C	chr17
contig-0000483	#00B28C	chr17
contig-0000484	#56B4E9	chr2
contig-0000485	#00B28C	chr17
contig-0000486	#00B28C	chr17
contig-0000487	#567DE9	chr16
contig-0000488	#567DE9	chr16
contig-0000489	#808080	chr21
contig-0000490	#808080	chr21
contig-0000491	#808080	chr21
contig-0000492	#56B4E9	chr2
contig-0000495	#808080	chr21
contig-0000496	#808080	chr21
contig-0000497	#808080	chr21
contig-0000498	#808080	chr21
contig-0000499	#808080	chr21
contig-0000500	#666666	chr7
contig-0000501	#737373	chr14
contig-0000503	#808080	chr21
contig-0000504	#338CC2	chr19
contig-0000505	#338CC2	chr19
contig-0000506	#338CC2	chr19
contig-0000507	#338CC2	chr19
contig-0000508	#338CC2	chr19
contig-0000509	#E69F00	chr1
contig-0000510	#1A7FBA	chr12
contig-0000511	#1A7FBA	chr12
contig-0000512	#9467BD	chrX
contig-0000513	#9467BD	chrX
contig-0000514	#9467BD	chrX
contig-0000515	#9467BD	chrX
contig-0000516	#CC79A7	chr4
contig-0000517	#CC79A7	chr4
contig-0000518	#CC79A7	chr4
contig-0000519	#E69F00	chr1
contig-0000521	#808080	chr21
contig-0000524	#D57533	chr13
contig-0000525	#D57533	chr13
contig-0000526	#CC8DB3	chr11
contig-0000527	#CC8DB3	chr11
contig-0000528	#CC8DB3	chr11
contig-0000529	#E69F00	chr1
contig-0000530	#E6AB23	chr8
contig-0000531	#808080	chr21
contig-0000533	#CCA0BF	chr18
contig-0000534	#CCA0BF	chr18
contig-0000535	#CCA0BF	chr18
contig-0000536	#CCA0BF	chr18
contig-0000537	#CCA0BF	chr18
contig-0000538	#E69F00	chr1
contig-0000539	#808080	chr21
contig-0000540	#56B4E9	chr2
contig-0000541	#56B4E9	chr2
contig-0000542	#56B4E9	chr2
contig-0000543	#56B4E9	chr2
contig-0000544	#56B4E9	chr2
contig-0000545	#56B4E9	chr2
contig-0000546	#56B4E9	chr2
contig-0000548	#E69F00	chr1
contig-0000549	#D57533	chr13
contig-0000550	#00B28C	chr17
contig-0000551	#00B28C	chr17
contig-0000552	#00B28C	chr17
contig-0000553	#00B28C	chr17
contig-0000555	#808080	chr21
contig-0000556	#E69F00	chr1
contig-0000557	#D57533	chr13
contig-0000558	#D57533	chr13
contig-0000561	#808080	chr21
contig-0000562	#E6C47F	chr22
contig-0000564	#5699E9	chr9
contig-0000565	#E69F00	chr1
contig-0000566	#5699E9	chr9
contig-0000567	#5699E9	chr9
contig-0000568	#808080	chr21
contig-0000569	#E6C47F	chr22
contig-0000570	#808080	chr21
contig-0000571	#808080	chr21
contig-0000572	#808080	chr21
contig-0000573	#808080	chr21
contig-0000574	#808080	chr21
contig-0000575	#808080	chr21
contig-0000576	#666666	chr7
contig-0000577	#808080	chr21
contig-0000578	#808080	chr21
contig-0000579	#808080	chr21
contig-0000580	#808080	chr21
contig-0000581	#808080	chr21
contig-0000582	#D57533	chr13
contig-0000583	#D57533	chr13
contig-0000584	#D57533	chr13
contig-0000585	#CC8DB3	chr11
contig-0000586	#666666	chr7
contig-0000587	#CC8DB3	chr11
contig-0000588	#CC8DB3	chr11
contig-0000589	#808080	chr21
contig-0000590	#808080	chr21
contig-0000591	#808080	chr21
contig-0000593	#D57533	chr13
contig-0000594	#808080	chr21
contig-0000595	#D57533	chr13
contig-0000597	#666666	chr7
contig-0000600	#737373	chr14
contig-0000601	#737373	chr14
contig-0000602	#737373	chr14
contig-0000603	#CC8DB3	chr11
contig-0000604	#CC8DB3	chr11
contig-0000605	#E6C47F	chr22
contig-0000606	#5699E9	chr9
contig-0000607	#5699E9	chr9
contig-0000608	#D57533	chr13
contig-0000609	#666666	chr7
contig-0000610	#5699E9	chr9
contig-0000611	#5699E9	chr9
contig-0000612	#5699E9	chr9
contig-0000613	#5699E9	chr9
contig-0000614	#5699E9	chr9
contig-0000615	#56B4E9	chr2
contig-0000616	#56B4E9	chr2
contig-0000617	#56B4E9	chr2
contig-0000618	#56B4E9	chr2
contig-0000619	#56B4E9	chr2
contig-0000620	#666666	chr7
contig-0000621	#56B4E9	chr2
contig-0000622	#56B4E9	chr2
contig-0000623	#567DE9	chr16
contig-0000624	#567DE9	chr16
contig-0000625	#567DE9	chr16
contig-0000626	#567DE9	chr16
contig-0000627	#E6C47F	chr22
contig-0000628	#808080	chr21
contig-0000629	#D55E00	chr6
contig-0000630	#009E73	chr3
contig-0000631	#009E73	chr3
contig-0000632	#009E73	chr3
contig-0000633	#5699E9	chr9
contig-0000634	#5699E9	chr9
contig-0000635	#5699E9	chr9
contig-0000636	#D55E00	chr6
contig-0000637	#E6C47F	chr22
contig-0000638	#808080	chr21
contig-0000639	#E6C47F	chr22
contig-0000640	#737373	chr14
contig-0000641	#737373	chr14
contig-0000642	#737373	chr14
contig-0000643	#737373	chr14
contig-0000644	#D55E00	chr6
contig-0000645	#737373	chr14
contig-0000646	#D57533	chr13
contig-0000649	#CC8DB3	chr11
contig-0000650	#D57533	chr13
contig-0000651	#D57533	chr13
contig-0000653	#666666	chr7
contig-0000654	#808080	chr21
contig-0000655	#E69F00	chr1
contig-0000656	#E69F00	chr1
contig-0000657	#E69F00	chr1
contig-0000658	#D57533	chr13
contig-0000659	#666666	chr7
contig-0000660	#808080	chr21
contig-0000661	#D57533	chr13
contig-0000662	#D57533	chr13
contig-0000663	#D55E00	chr6
contig-0000664	#D55E00	chr6
contig-0000665	#D57533	chr13
contig-0000666	#808080	chr21
contig-0000667	#808080	chr21
contig-0000668	#666666	chr7
contig-0000669	#808080	chr21
contig-0000670	#56B4E9	chr2
contig-0000671	#56B4E9	chr2
contig-0000672	#56B4E9	chr2
contig-0000673	#D55E00	chr6
contig-0000676	#009E73	chr3
contig-0000677	#009E73	chr3
contig-0000678	#666666	chr7
contig-0000679	#009E73	chr3
contig-0000680	#009E73	chr3
contig-0000681	#009E73	chr3
contig-0000682	#D57533	chr13
contig-0000683	#E6C47F	chr22
contig-0000684	#D57533	chr13
contig-0000685	#D57533	chr13
contig-0000686	#D57533	chr13
contig-0000687	#808080	chr21
contig-0000688	#009E73	chr3
contig-0000689	#666666	chr7
contig-0000690	#009E73	chr3
contig-0000691	#009E73	chr3
contig-0000692	#CC79A7	chr4
contig-0000693	#CC79A7	chr4
contig-0000694	#CC79A7	chr4
contig-0000695	#CC79A7	chr4
contig-0000696	#CC79A7	chr4
contig-0000697	#CC79A7	chr4
contig-0000698	#CC79A7	chr4
contig-0000699	#D57533	chr13
contig-0000700	#737373	chr14
contig-0000701	#E6C47F	chr22
contig-0000703	#737373	chr14
contig-0000704	#737373	chr14
contig-0000705	#737373	chr14
contig-0000706	#737373	chr14
contig-0000707	#D55E00	chr6
contig-0000709	#56B4E9	chr2
contig-0000710	#56B4E9	chr2
contig-0000711	#56B4E9	chr2
contig-0000712	#E69F00	chr1
contig-0000713	#E69F00	chr1
contig-0000714	#E69F00	chr1
contig-0000715	#E69F00	chr1
contig-0000716	#E69F00	chr1
contig-0000717	#737373	chr14
contig-0000719	#D57533	chr13
contig-0000720	#666666	chr7
contig-0000721	#666666	chr7
contig-0000722	#737373	chr14
contig-0000723	#CC79A7	chr4
contig-0000724	#56B4E9	chr2
contig-0000725	#56B4E9	chr2
contig-0000726	#56B4E9	chr2
contig-0000727	#56B4E9	chr2
contig-0000728	#56B4E9	chr2
contig-0000729	#56B4E9	chr2
contig-0000730	#CC8DB3	chr11
contig-0000731	#737373	chr14
contig-0000732	#CC8DB3	chr11
contig-0000733	#CC8DB3	chr11
contig-0000734	#CC8DB3	chr11
contig-0000735	#808080	chr21
contig-0000737	#CC79A7	chr4
contig-0000738	#CC79A7	chr4
contig-0000739	#CC79A7	chr4
contig-0000740	#E6AB23	chr8
contig-0000741	#737373	chr14
contig-0000742	#E6B847	chr15
contig-0000743	#E6C47F	chr22
contig-0000744	#E6C47F	chr22
contig-0000745	#338CC2	chr19
contig-0000746	#D57533	chr13
contig-0000747	#D57533	chr13
contig-0000748	#D57533	chr13
contig-0000749	#737373	chr14
contig-0000750	#D57533	chr13
contig-0000752	#CCA0BF	chr18
contig-0000753	#CCA0BF	chr18
contig-0000754	#CCA0BF	chr18
contig-0000755	#808080	chr21
contig-0000756	#D57533	chr13
contig-0000757	#808080	chr21
contig-0000758	#E6C47F	chr22
contig-0000759	#737373	chr14
contig-0000760	#E6AB23	chr8
contig-0000761	#E6AB23	chr8
contig-0000762	#E6AB23	chr8
contig-0000763	#D57533	chr13
contig-0000764	#D57533	chr13
contig-0000766	#808080	chr21
contig-0000767	#56B4E9	chr2
contig-0000768	#808080	chr21
contig-0000769	#808080	chr21
contig-0000770	#D57533	chr13
contig-0000771	#D57533	chr13
contig-0000774	#56B4E9	chr2
contig-0000776	#E6AB23	chr8
contig-0000777	#E6B847	chr15
contig-0000778	#808080	chr21
contig-0000779	#808080	chr21
contig-0000780	#808080	chr21
contig-0000781	#E6C47F	chr22
contig-0000782	#D57533	chr13
contig-0000783	#808080	chr21
contig-0000784	#56B4E9	chr2
contig-0000785	#808080	chr21
contig-0000786	#808080	chr21
contig-0000787	#D57533	chr13
contig-0000788	#0072B2	chr5
contig-0000789	#0072B2	chr5
contig-0000790	#0072B2	chr5
contig-0000791	#808080	chr21
contig-0000792	#5699E9	chr9
contig-0000793	#5699E9	chr9
contig-0000794	#56B4E9	chr2
contig-0000795	#5699E9	chr9
contig-0000796	#00A880	chr10
contig-0000797	#00A880	chr10
contig-0000798	#00A880	chr10
contig-0000799	#00A880	chr10
contig-0000801	#1A7FBA	chr12
contig-0000802	#1A7FBA	chr12
contig-0000803	#1A7FBA	chr12
contig-0000804	#1A7FBA	chr12
contig-0000805	#56B4E9	chr2
contig-0000806	#1A7FBA	chr12
contig-0000807	#D57533	chr13
contig-0000809	#E69F00	chr1
contig-0000810	#E69F00	chr1
contig-0000811	#E69F00	chr1
contig-0000812	#E69F00	chr1
contig-0000813	#E69F00	chr1
contig-0000814	#56B4E9	chr2
contig-0000815	#808080	chr21
contig-0000816	#737373	chr14
contig-0000817	#E6C47F	chr22
contig-0000818	#D57533	chr13
contig-0000819	#5699E9	chr9
contig-0000820	#5699E9	chr9
contig-0000821	#737373	chr14
contig-0000822	#737373	chr14
contig-0000823	#737373	chr14
contig-0000824	#9467BD	chrX
contig-0000825	#56B4E9	chr2
contig-0000827	#D57533	chr13
contig-0000828	#E6C47F	chr22
contig-0000829	#E6B847	chr15
contig-0000830	#56B4E9	chr2
contig-0000831	#567DE9	chr16
contig-0000832	#567DE9	chr16
contig-0000833	#567DE9	chr16
contig-0000834	#567DE9	chr16
contig-0000835	#567DE9	chr16
contig-0000836	#5699E9	chr9
contig-0000837	#5699E9	chr9
contig-0000838	#5699E9	chr9
contig-0000839	#5699E9	chr9
contig-0000840	#5699E9	chr9
contig-0000841	#0072B2	chr5
contig-0000842	#D57533	chr13
contig-0000843	#E6B847	chr15
contig-0000844	#567DE9	chr16
contig-0000845	#567DE9	chr16
contig-0000846	#567DE9	chr16
contig-0000847	#E6C47F	chr22
contig-0000848	#D57533	chr13
contig-0000849	#D57533	chr13
contig-0000850	#E6B847	chr15
contig-0000851	#808080	chr21
contig-0000852	#0072B2	chr5
contig-0000853	#D57533	chr13
contig-0000855	#0072B2	chr5
contig-0000856	#0072B2	chr5
contig-0000857	#0072B2	chr5
contig-0000858	#0072B2	chr5
contig-0000859	#0072B2	chr5
contig-0000860	#D57533	chr13
contig-0000861	#00B28C	chr17
contig-0000862	#00B28C	chr17
contig-0000863	#00B28C	chr17
contig-0000864	#00B28C	chr17
contig-0000865	#E69F00	chr1
contig-0000866	#E69F00	chr1
contig-0000867	#E69F00	chr1
contig-0000868	#00B28C	chr17
contig-0000869	#808080	chr21
contig-0000870	#808080	chr21
contig-0000871	#56B4E9	chr2
contig-0000872	#D57533	chr13
contig-0000873	#E6B847	chr15
contig-0000874	#666666	chr7
contig-0000875	#666666	chr7
contig-0000876	#666666	chr7
contig-0000877	#D57533	chr13
contig-0000879	#808080	chr21
contig-0000880	#0072B2	chr5
contig-0000881	#808080	chr21
contig-0000883	#808080	chr21
contig-0000884	#009E73	chr3
contig-0000885	#009E73	chr3
contig-0000886	#009E73	chr3
contig-0000887	#009E73	chr3
contig-0000888	#009E73	chr3
contig-0000889	#0072B2	chr5
contig-0000892	#666666	chr7
contig-0000893	#666666	chr7
contig-0000894	#666666	chr7
contig-0000895	#0072B2	chr5
contig-0000896	#56B4E9	chr2
contig-0000897	#56B4E9	chr2
contig-0000898	#56B4E9	chr2
contig-0000899	#56B4E9	chr2
contig-0000900	#56B4E9	chr2
contig-0000901	#56B4E9	chr2
contig-0000902	#5699E9	chr9
contig-0000903	#5699E9	chr9
contig-0000904	#0072B2	chr5
contig-0000905	#5699E9	chr9
contig-0000906	#56B4E9	chr2
contig-0000907	#56B4E9	chr2
contig-0000909	#5699E9	chr9
contig-0000911	#338CC2	chr19
contig-0000912	#338CC2	chr19
contig-0000914	#0072B2	chr5
contig-0000915	#00B28C	chr17
contig-0000916	#00B28C	chr17
contig-0000917	#808080	chr21
contig-0000918	#808080	chr21
contig-0000919	#808080	chr21
contig-0000920	#808080	chr21
contig-0000921	#808080	chr21
contig-0000922	#808080	chr21
contig-0000923	#D55E00	chr6
contig-0000924	#666666	chr7
contig-0000925	#666666	chr7
contig-0000926	#666666	chr7
