Chromosome	Start	End	Methylated_allele	Name	Reference	All_CpGs_At_iDMR_CouldBeExaminedInBothHaplotypes	DifferentiallyMethylatedCpGs_HypermethylatedOnHP1	DifferentiallyMethylatedCpGs_HypermethylatedOnHP2	MeanDiffMethylationOf_DifferentiallyMethylatedCpGs_HypermethylatedOnHP1	MeanDiffMethylationOf_DifferentiallyMethylatedCpGs_HypermethylatedOnHP2	MethylationFrequency_HP1	MethylationFrequency_HP2	Included_Or_Ignored_For_PofO_Assignment
chr15	22160590	22161837	Maternal	SNRPN_intragenic_CpG29,PWRN3	Akbari,Court,Zink	53	39	0	0.45154	0	0.58926	0.26343	Included
chr15	22211722	22212175	Maternal	SNRPN_intragenic_CpG30	Akbari,Court	31	31	0	0.42477	0	0.5247	0.09993	Included
chr15	22310237	22311050	Paternal	PWRN1	Zink	8	0	0	0	0	0.54498	0.78597	Ignored:DidNotMeet_cpg_difference
chr15	22312618	22313135	Paternal	PWRN1	Zink	7	0	0	0	0	0.63735	0.85017	Ignored:DidNotMeet_cpg_difference
chr15	22505473	22506455	Paternal	PWRN1,SNRPN	Hernandez,Zink	14	0	14	0	0.36288	0.54708	0.90996	Included
chr15	22508944	22510547	Maternal	SNRPN_intragenic_CpG40,SNRPN	Akbari,Court,Hernandez,Joshi,Zink	81	77	0	0.57563	0	0.66247	0.10744	Included
chr15	22560068	22561411	Maternal	SNRPN	Akbari,Court,Hernandez,Joshi,Zink	22	14	0	0.70532	0	0.78544	0.28647	Included
chr15	22583384	22585283	Maternal	SNRPN,RP11-385H1.1	Akbari,Court,Hernandez,Joshi,Zink	78	76	0	0.42015	0	0.65692	0.23947	Included
chr15	22593074	22595820	Maternal	SNRPN	Joshi,Zink	38	19	0	0.47117	0	0.79856	0.48488	Included
chr15	22614163	22616870	Maternal	SNRPN	Akbari,Court,Hernandez,Joshi,Zink	89	57	0	0.46195	0	0.78628	0.50232	Included
chr15	22647266	22647904	Paternal	SNRPN,AC090602.2	Zink	8	0	0	0	0	0.78878	0.86379	Ignored:DidNotMeet_cpg_difference
chr15	22688234	22693913	Maternal	SNURF,SNRPN,RP11-701H24.9	Akbari,Court,Hernandez,Joshi,Zink	149	122	2	0.88348	0.35443	0.90778	0.20611	Included
chr15	22693914	22738212	Paternal	PWAR5,PWARSN,SNORD107,SNORD64,SNORD108,RP11-701H24.9,SNHG14	Akbari,Joshi,Zink,Akbari,Zink	385	1	34	0.53291	0.38593	0.78911	0.92817	Ignored:DidNotMeet_cpg_difference
chr15	22739217	22767775	Paternal	SNHG14	Akbari,Zink	209	0	40	0	0.41346	0.69796	0.92173	Included
chr15	22775157	22793910	Paternal	SNORD116Cluster,SNHG14	Akbari,Joshi,Zink,Akbari,Zink	217	0	4	0	0.40602	0.83089	0.9337	Ignored:DidNotMeet_cpg_difference
chr15	22796137	22837398	Paternal	SNORD116Cluster,SNHG14	Akbari,Joshi,Zink,Akbari,Zink	576	0	43	0	0.34394	0.79864	0.93404	Ignored:DidNotMeet_cpg_difference
chr15	22877695	22880669	Paternal	SNHG14	Akbari	17	0	8	0	0.46051	0.47278	0.80203	Included
chr15	22917914	22920700	Paternal	SNORD115Cluster	Joshi,Zink	49	0	0	0	0	0.82676	0.86518	Ignored:DidNotMeet_cpg_difference
chr15	27466585	27466749	Maternal	AC022613.1	Hernandez	17	1	0	0.18263	0	0.53037	0.35641	Ignored:DidNotMeet_cpg_difference
chr15	42830610	42830766	Maternal	SORD	Hernandez,Joshi,Zink	12	12	0	0.25192	0	0.42225	0.17033	Included
chr15	48716873	48717145	Maternal	AP4E1	Zink	19	0	0	0	0	0.52976	0.60627	Ignored:DidNotMeet_cpg_difference
chr15	60148414	60148894	Paternal	MIR6085	Akbari	19	0	0	0	0	0.51657	0.53608	Ignored:DidNotMeet_cpg_difference
chr15	78982358	78982976	Paternal	CFAP161	Akbari	44	0	0	0	0	0.50303	0.4616	Ignored:DidNotMeet_cpg_difference
chr15	96629415	96631475	Maternal	IGF1R	Akbari,Court,Hernandez,Joshi,Zink	70	67	0	0.69276	0	0.87606	0.20434	Included
chr16	811704	813589	Maternal	PRR25	Akbari,Zink	141	0	133	0	0.43627	0.15967	0.57379	Included
chr16	821900	823268	Maternal	PRR25	Akbari,Zink	83	0	74	0	0.3425	0.57612	0.8871	Included
chr16	3281461	3281826	Paternal	MEFV	Zink	34	34	0	0.34339	0	0.74031	0.39691	Included
chr16	3322511	3322654	Maternal	TIGD7	Joshi	19	0	0	0	0	0.66602	0.61433	Ignored:DidNotMeet_cpg_difference
chr16	3391703	3393524	Paternal	MTRNR2L4,LA16c-306E5.2	Akbari,Joshi,Zink	84	57	0	0.26868	0	0.55179	0.35591	Included
chr16	3441035	3441528	Paternal	LA16c-306E5.2	Zink	27	27	0	0.46877	0	0.76242	0.29366	Included
chr16	3458714	3468983	Maternal	ZNF597,LA16c-306E5.2	Akbari,Court,Hernandez,Joshi,Zink	130	0	47	0	0.51456	0.69215	0.94882	Included
chr16	3470097	3472038	Paternal	NAA60,ZNF597,LA16c-306E5.2	Akbari,Court,Hernandez,Joshi,Zink	78	74	0	0.81808	0	0.84579	0.06971	Included
chr17	4790606	4792558	Maternal	CHRNE,C17orf107	Akbari,Zink	139	0	121	0	0.38267	0.21188	0.56161	Included
chr18	47858673	47859226	Maternal	RP11-767C4.1	Zink	23	16	0	0.28596	0	0.59615	0.34261	Included
chr18	60172271	60172582	Maternal	NFE2L3P1	Akbari	42	42	0	0.32009	0	0.7181	0.39801	Included
chr18	79873008	79873927	Maternal	AC068473.4	Akbari,Hernandez	91	91	0	0.79081	0	0.92321	0.1324	Included
chr18	80423625	80425712	Maternal	ADNP2,PARD6G-AS1	Akbari,Zink	99	98	0	0.64175	0	0.73858	0.10123	Included
chr19	4770231	4771096	Maternal	MIR7-3HG	Akbari	56	0	53	0	0.2824	0.41939	0.69637	Included
chr19	17458059	17459138	Maternal	DDA1	Akbari	65	0	62	0	0.40531	0.30322	0.70167	Included
chr19	21220736	21221486	Maternal	ZNF714	Akbari	38	0	0	0	0	0.0176	0.01818	Ignored:DidNotMeet_cpg_difference
chr19	39096790	39096912	Paternal	AC092296.3	Akbari	20	0	0	0	0	0.16631	0.21039	Ignored:DidNotMeet_cpg_difference
chr19	41329684	41330758	Maternal	RYR1,AC067969.1	Zink	52	0	52	0	0.54295	0.35673	0.89968	Included
chr19	41345884	41346651	Maternal	RYR1	Akbari,Zink	26	0	12	0	0.19656	0.59546	0.76973	Included
chr19	56616549	56618747	Maternal	ZNF331	Akbari,Court,Hernandez,Zink	131	0	130	0	0.86562	0.10269	0.96186	Included
chr19	56632968	56635239	Maternal	ZNF331	Akbari,Court,Hernandez,Zink	124	0	110	0	0.86351	0.18963	0.96758	Included
chr19	59932193	59936971	Maternal	PEG3,MIMT1,ZIM2,PEG3	Akbari,Court,Hernandez,Zink	219	0	217	0	0.88612	0.05535	0.93555	Included
chr19	59959876	59960104	Maternal	MIMT1	Zink	20	0	20	0	0.28038	0.5447	0.82508	Included
chr19	61152004	61152621	Paternal	ZSCAN1	Zink	26	22	0	0.28997	0	0.57364	0.2946	Included
chr2	37542728	37543329	Maternal	AC007391.3	Akbari	27	27	0	0.69429	0	0.91986	0.22557	Included
chr2	39252404	39252862	Maternal	MAP4K3	Hernandez	54	0	0	0	0	0.61995	0.54782	Ignored:DidNotMeet_cpg_difference
chr2	95377831	95378577	Paternal	TEKT4,AC097374.2	Zink	56	0	0	0	0	0.63599	0.71496	Ignored:DidNotMeet_cpg_difference
chr2	130015734	130016047	Paternal	LOC151121	Joshi	37	0	37	0	0.25722	0.55196	0.80918	Included
chr2	131734853	131735206	Maternal	FAR2P4,KLF2P4,PLEKHB2	Zink	32	26	0	0.24575	0	0.63282	0.39928	Included
chr2	132265092	132265797	Paternal	C2orf27B	Joshi	91	0	29	0	0.17502	0.31926	0.44927	Included
chr2	206731612	206755969	Paternal	ZDBF2,GPR1-AS	Akbari,Court,Hernandez,Joshi,Zink	475	0	475	0	0.68014	0.21255	0.89269	Included
chr2	206758117	206759140	Paternal	ZDBF2	Akbari	16	0	16	0	0.55968	0.21388	0.77355	Included
chr2	209688185	209689718	Maternal	MEAF6P1	Zink	66	56	0	0.21944	0	0.90204	0.69643	Included
chr2	232838377	232838828	Maternal	ECEL1P3	Akbari,Zink	35	35	0	0.41596	0	0.55137	0.13542	Included
chr20	33270910	33272750	Maternal	HM13,MCTS2P	Akbari,Court,Hernandez,Joshi,Zink	60	50	0	0.81058	0	0.95343	0.25345	Included
chr20	35394117	35394664	Maternal	ACTL10,NECAB3	Akbari	51	51	0	0.32123	0	0.34769	0.02647	Included
chr20	39243846	39246355	Maternal	BLCAP,NNAT	Akbari,Court,Hernandez,Joshi,Zink	145	139	0	0.63949	0	0.96673	0.34885	Included
chr20	45246628	45249468	Maternal	L3MBTL1	Akbari,Court,Hernandez,Joshi,Zink	93	88	0	0.73072	0	0.91736	0.22578	Included
chr20	50153200	50154157	Maternal	RP1-66N13.1	Akbari,Zink	50	47	0	0.29681	0	0.90783	0.6203	Included
chr20	60619350	60630515	Paternal	GNAS,GNAS-AS1	Akbari,Court,Hernandez,Joshi,Zink	329	0	258	0	0.85657	0.25968	0.94326	Included
chr20	60633235	60639710	Maternal	GNAS-AS1,GNAS,GNAS-XL	Akbari,Court,Hernandez,Joshi,Zink	360	335	0	0.83741	0	0.89702	0.11477	Included
chr20	60671085	60673567	Maternal	GNAS_Ex1A,GNAS,LOC101927932	Akbari,Court,Hernandez,Joshi,Zink	243	242	0	0.82042	0	0.86039	0.04267	Included
chr20	61310202	61310679	Maternal	RP11-164D18.2	Zink	25	24	0	0.4226	0	0.78382	0.36999	Included
chr20	65030021	65030481	Maternal	AL096828.3	Akbari	16	0	0	0	0	0.36738	0.50257	Ignored:DidNotMeet_cpg_difference
chr20	65758266	65759319	Maternal	UCKL1	Akbari,Zink	96	94	0	0.23754	0	0.69188	0.45457	Included
chr21	12407958	12408119	Maternal	LIPI	Joshi	21	0	0	0	0	0.96602	0.91613	Ignored:DidNotMeet_cpg_difference
chr21	37770066	37771384	Maternal	WRB	Akbari,Court,Hernandez,Joshi,Zink	58	46	0	0.46205	0	0.92877	0.52827	Included
chr21	45047466	45048210	Maternal	PRMT2	Akbari,Zink	54	54	0	0.38828	0	0.92527	0.53699	Included
chr22	21798922	21799586	Paternal	RIMBP3	Akbari	64	0	0	0	0	0.47009	0.50533	Ignored:DidNotMeet_cpg_difference
chr22	32507282	32507589	Maternal	SLC5A1	Akbari	22	0	0	0	0	0.60417	0.64664	Ignored:DidNotMeet_cpg_difference
chr22	42160534	42162792	Maternal	NHP2L1,SNU13	Akbari,Court,Hernandez,Joshi,Zink	82	0	70	0	0.81607	0.20612	0.91381	Included
chr3	39514775	39515873	Maternal	MOBP	Akbari,Hernandez,Zink	57	0	57	0	0.61734	0.09617	0.71351	Included
chr3	195267123	195267736	Maternal	FGF12	Akbari,Zink	27	0	26	0	0.50559	0.09749	0.59392	Included
chr4	5980877	5981527	Maternal	C4orf50	Akbari	59	0	59	0	0.73302	0.12334	0.85636	Included
chr4	6078696	6079854	Maternal	JAKMIP1	Akbari,Hernandez,Joshi,Zink	78	0	78	0	0.59872	0.30447	0.90319	Included
chr4	17624235	17624518	Maternal	FAM184B	Zink	29	0	0	0	0	0.6784	0.80209	Ignored:DidNotMeet_cpg_difference
chr4	92028524	92029856	Maternal	NAP1L5,HERC3	Akbari,Court,Hernandez,Joshi,Zink	62	0	62	0	0.87684	0.08777	0.96461	Included
chr4	125236257	125237219	Maternal	TRPC3	Akbari,Hernandez,Zink	67	0	67	0	0.35699	0.33025	0.68724	Included
chr4	158113274	158113803	Maternal	RBM46	Hernandez	51	0	5	0	0.17475	0.47534	0.63179	Ignored:DidNotMeet_cpg_difference
chr4	173134512	173135071	Maternal	PTGES3P3	Akbari,Zink	31	0	0	0	0	0.43467	0.48197	Ignored:DidNotMeet_cpg_difference
chr5	561353	562753	Paternal	MIR4456	Akbari	115	0	85	0	0.24499	0.56733	0.78745	Included
chr5	37458597	37459310	Maternal	CPLANE1	Akbari	35	0	32	0	0.30341	0.60866	0.90159	Included
chr5	111236976	111237741	Maternal	TMEM232	Akbari	21	0	0	0	0	0.36571	0.20846	Ignored:DidNotMeet_cpg_difference
chr5	117967773	117967929	Maternal	LINC00992	Hernandez	5	0	0	0	0	0.06188	0.03871	Ignored:DidNotMeet_cpg_difference
chr5	136601303	136603696	Maternal	VTRNA2-1	Akbari,Hernandez,Joshi,Zink	87	0	0	0	0	0.13479	0.12816	Ignored:DidNotMeet_cpg_difference
chr5	138415651	138415958	Maternal	PKD2L2	Hernandez	38	0	0	0	0	0.06593	0.04429	Ignored:DidNotMeet_cpg_difference
chr5	138659249	138659851	Maternal	NME5	Akbari	21	0	17	0	0.21979	0.13381	0.33343	Included
chr6	3718149	3719860	Maternal	FAM50B,RP11-420L9.4	Akbari,Court,Hernandez,Joshi,Zink	110	0	110	0	0.69098	0.24259	0.93357	Included
chr6	29555331	29556045	Maternal	ZFP57	Hernandez	50	34	0	0.22643	0	0.91024	0.74132	Included
chr6	31425008	31425410	Maternal	LTA	Hernandez	16	0	0	0	0	0.76243	0.75066	Ignored:DidNotMeet_cpg_difference
chr6	145199421	145201738	Maternal	PLAGL1,HYMAI	Akbari,Court,Hernandez,Joshi,Zink	156	0	156	0	0.88247	0.07401	0.95647	Included
chr6	160184517	160185088	Paternal	RNU6-293P	Akbari	28	0	0	0	0	0.46469	0.44102	Ignored:DidNotMeet_cpg_difference
chr6	161251417	161252899	Maternal	IGF2R,AIRN	Akbari,Court,Hernandez,Joshi,Zink	107	0	107	0	0.60919	0.35541	0.9646	Included
chr6	169727799	169727970	Maternal	SMOC2	Joshi	8	0	0	0	0	0.52064	0.52093	Ignored:DidNotMeet_cpg_difference
chr6	171008085	171009630	Maternal	WDR27	Akbari,Court,Hernandez,Joshi,Zink	68	0	58	0	0.83395	0.21869	0.93675	Included
chr7	16980167	16981214	Maternal	RP11-455J15.1	Akbari,Zink	45	0	45	0	0.48149	0.35764	0.83913	Included
chr7	23626787	23627861	Maternal	RPS2P32	Akbari,Joshi,Zink	62	0	62	0	0.89663	0.05957	0.9562	Included
chr7	43014610	43015863	Maternal	AC010132.10	Akbari,Zink	58	0	38	0	0.25479	0.44224	0.67294	Included
chr7	50942206	50944802	Maternal	GRB10	Akbari,Court,Hernandez,Joshi,Zink	171	0	144	0	0.88686	0.1444	0.90764	Included
chr7	65134148	65134309	Maternal	AC092634.8	Akbari	16	0	0	0	0	0.05413	0.13766	Ignored:DidNotMeet_cpg_difference
chr7	95892113	95894859	Maternal	PEG10,SGCE	Akbari,Court,Hernandez,Joshi	122	0	121	0	0.86128	0.02777	0.88352	Included
chr7	131803479	131808268	Maternal	MEST,MESTIT1	Akbari,Court,Hernandez,Joshi,Zink	229	0	222	0	0.88673	0.06659	0.92903	Included
chr7	136139397	136139823	Maternal	CALD1	Zink	20	0	20	0	0.36769	0.56686	0.93455	Included
chr7	139976260	139977741	Maternal	SVOPL	Akbari,Hernandez,Joshi,Zink	89	0	89	0	0.72485	0.071	0.79585	Included
chr7	156246412	156247762	Maternal	HTR5A,HTR5A-AS1	Akbari,Court,Hernandez,Joshi,Zink	66	0	62	0	0.57813	0.29	0.8383	Included
chr8	2481367	2482359	Maternal	LOC101927815	Joshi	77	77	0	0.6231	0	0.67495	0.05185	Included
chr8	2487234	2487616	Maternal	LOC101927815	Akbari,Joshi	21	21	0	0.6033	0	0.64061	0.03731	Included
chr8	38023830	38025061	Maternal	ERLIN2,LOC728024,CXORF56_pseudogene	Akbari,Court,Hernandez,Joshi	41	41	0	0.74409	0	0.96012	0.21603	Included
chr8	39591596	39591695	Maternal	ADAM5P	Hernandez	12	0	0	0	0	0.75862	0.73515	Ignored:DidNotMeet_cpg_difference
chr8	61137435	61138271	Maternal	CHD7	Akbari,Joshi,Zink	57	55	0	0.3592	0	0.96383	0.61272	Included
chr8	95243985	95245657	Maternal	CDH17	Akbari,Zink	44	22	0	0.68233	0	0.89011	0.48067	Included
chr8	103653910	103655995	Maternal	KB-1980E6.3	Akbari,Zink	60	41	0	0.487	0	0.85811	0.48262	Included
chr8	141217642	141221375	Maternal	TRAPPC9,PEG13	Akbari,Court,Hernandez,Joshi,Zink	223	202	0	0.84189	0	0.94848	0.18055	Included
chr8	141468978	141469691	Maternal	TRAPPC9	Akbari,Joshi	53	0	0	0	0	0.86604	0.83047	Ignored:DidNotMeet_cpg_difference
chr8	144884219	144885051	Maternal	FAM83H	Akbari	116	0	0	0	0	0.65133	0.69606	Ignored:DidNotMeet_cpg_difference
chr9	41939693	41940117	Maternal	CDRT15P6	Akbari	22	0	0	0	0	0.04888	0.03403	Ignored:DidNotMeet_cpg_difference
chr9	104264526	104264928	Maternal	SPTLC1	Akbari	26	0	0	0	0	0.83748	0.8053	Ignored:DidNotMeet_cpg_difference
chr9	107482378	107483147	Maternal	FANCC,FANCC_Int1-DMR	Akbari,Hernandez	34	34	0	0.73238	0	0.9057	0.17332	Included
chr9	109746840	109747389	Maternal	TMOD1	Akbari	22	0	0	0	0	0.22883	0.15485	Ignored:DidNotMeet_cpg_difference
chr9	125287844	125289117	Maternal	AL449105.5	Hernandez	82	69	0	0.27418	0	0.63497	0.37765	Included
chr9	134423466	134424180	Maternal	LHX6	Akbari	63	0	0	0	0	0.88816	0.92222	Ignored:DidNotMeet_cpg_difference
chr9	149667453	149669193	Maternal	EXD3	Akbari,Zink	142	140	0	0.40055	0	0.95241	0.5552	Included
