contig	color	chromosome
unassigned-0000239	#808080	chr21
unassigned-0000240	#D57533	chr13
unassigned-0000241	#808080	chr21
unassigned-0000242	#E6B847	chr15
unassigned-0000243	#808080	chr21
unassigned-0000244	#808080	chr21
unassigned-0000245	#808080	chr21
unassigned-0000247	#D57533	chr13
unassigned-0000248	#E6B847	chr15
unassigned-0000249	#E6B847	chr15
unassigned-0000250	#009E73	chr3
unassigned-0000251	#009E73	chr3
unassigned-0000253	#D57533	chr13
unassigned-0000254	#737373	chr14
unassigned-0000256	#E69F00	chr1
unassigned-0000257	#56B4E9	chr2
unassigned-0000258	#CC79A7	chr4
unassigned-0000259	#CC79A7	chr4
unassigned-0000260	#737373	chr14
unassigned-0000263	#E6C47F	chr22
unassigned-0000264	#0072B2	chr5
unassigned-0000265	#808080	chr21
unassigned-0000266	#808080	chr21
unassigned-0000267	#808080	chr21
unassigned-0000269	#9467BD	chrX
unassigned-0000270	#9467BD	chrX
unassigned-0000271	#737373	chr14
unassigned-0000272	#737373	chr14
unassigned-0000273	#737373	chr14
unassigned-0000274	#00B28C	chr17
unassigned-0000275	#00B28C	chr17
unassigned-0000276	#00B28C	chr17
unassigned-0000277	#00B28C	chr17
unassigned-0000278	#00B28C	chr17
unassigned-0000279	#00B28C	chr17
unassigned-0000280	#00B28C	chr17
unassigned-0000281	#E69F00	chr1
unassigned-0000282	#E6AB23	chr8
unassigned-0000283	#D57533	chr13
unassigned-0000284	#E6B847	chr15
unassigned-0000285	#D58C66	chr20
unassigned-0000286	#D55E00	chr6
unassigned-0000287	#CC8DB3	chr11
unassigned-0000289	#338CC2	chr19
unassigned-0000290	#737373	chr14
unassigned-0000291	#E6C47F	chr22
unassigned-0000292	#737373	chr14
unassigned-0000293	#737373	chr14
unassigned-0000294	#808080	chr21
unassigned-0000295	#338CC2	chr19
unassigned-0000296	#009E73	chr3
unassigned-0000299	#E6B847	chr15
unassigned-0000300	#5699E9	chr9
unassigned-0000301	#1A7FBA	chr12
unassigned-0000302	#D57533	chr13
unassigned-0000303	#D57533	chr13
unassigned-0000304	#D57533	chr13
unassigned-0000305	#D57533	chr13
unassigned-0000306	#00A880	chr10
unassigned-0000307	#808080	chr21
unassigned-0000308	#E69F00	chr1
unassigned-0000309	#00B28C	chr17
unassigned-0000310	#808080	chr21
unassigned-0000311	#808080	chr21
unassigned-0000312	#737373	chr14
unassigned-0000313	#737373	chr14
unassigned-0000315	#CC79A7	chr4
unassigned-0000316	#E6AB23	chr8
unassigned-0000317	#E6AB23	chr8
unassigned-0000318	#E6C47F	chr22
unassigned-0000319	#E6C47F	chr22
unassigned-0000320	#D57533	chr13
unassigned-0000321	#808080	chr21
unassigned-0000323	#E6C47F	chr22
unassigned-0000325	#737373	chr14
unassigned-0000326	#D57533	chr13
unassigned-0000327	#D57533	chr13
unassigned-0000328	#D57533	chr13
unassigned-0000329	#808080	chr21
unassigned-0000330	#808080	chr21
unassigned-0000331	#808080	chr21
unassigned-0000332	#808080	chr21
unassigned-0000333	#808080	chr21
unassigned-0000334	#808080	chr21
unassigned-0000335	#56B4E9	chr2
unassigned-0000336	#D57533	chr13
unassigned-0000337	#E6B847	chr15
unassigned-0000338	#D57533	chr13
unassigned-0000339	#D57533	chr13
unassigned-0000340	#00B28C	chr17
unassigned-0000341	#E6B847	chr15
unassigned-0000342	#808080	chr21
unassigned-0000343	#D55E00	chr6
unassigned-0000344	#CC79A7	chr4
unassigned-0000345	#CC79A7	chr4
unassigned-0000346	#E6C47F	chr22
unassigned-0000347	#56B4E9	chr2
unassigned-0000348	#D57533	chr13
unassigned-0000349	#E69F00	chr1
unassigned-0000350	#E69F00	chr1
unassigned-0000351	#E6B847	chr15
unassigned-0000352	#E6B847	chr15
unassigned-0000354	#E6C47F	chr22
unassigned-0000356	#00B28C	chr17
unassigned-0000357	#00B28C	chr17
unassigned-0000358	#00B28C	chr17
unassigned-0000360	#E6C47F	chr22
unassigned-0000361	#E6AB23	chr8
unassigned-0000362	#808080	chr21
unassigned-0000363	#D57533	chr13
unassigned-0000364	#D57533	chr13
unassigned-0000365	#009E73	chr3
unassigned-0000366	#9467BD	chrX
unassigned-0000367	#D57533	chr13
unassigned-0000368	#E6C47F	chr22
unassigned-0000369	#737373	chr14
unassigned-0000371	#808080	chr21
unassigned-0000372	#E6B847	chr15
unassigned-0000373	#D57533	chr13
unassigned-0000374	#808080	chr21
unassigned-0000375	#808080	chr21
unassigned-0000377	#009E73	chr3
unassigned-0000379	#E6C47F	chr22
unassigned-0000380	#808080	chr21
unassigned-0000382	#808080	chr21
unassigned-0000383	#CC79A7	chr4
unassigned-0000384	#737373	chr14
unassigned-0000385	#737373	chr14
unassigned-0000386	#D57533	chr13
unassigned-0000387	#E6C47F	chr22
unassigned-0000388	#E6C47F	chr22
unassigned-0000389	#808080	chr21
unassigned-0000391	#567DE9	chr16
unassigned-0000392	#E6B847	chr15
unassigned-0000393	#808080	chr21
unassigned-0000394	#737373	chr14
unassigned-0000395	#1A7FBA	chr12
unassigned-0000396	#E6B847	chr15
unassigned-0000397	#E6C47F	chr22
unassigned-0000398	#808080	chr21
unassigned-0000399	#D57533	chr13
unassigned-0000400	#D57533	chr13
unassigned-0000401	#E6C47F	chr22
unassigned-0000403	#567DE9	chr16
unassigned-0000405	#E6B847	chr15
unassigned-0000406	#CC79A7	chr4
unassigned-0000410	#E6B847	chr15
unassigned-0000411	#009E73	chr3
unassigned-0000413	#D57533	chr13
unassigned-0000414	#D57533	chr13
unassigned-0000415	#D57533	chr13
unassigned-0000416	#808080	chr21
unassigned-0000417	#D57533	chr13
unassigned-0000418	#808080	chr21
unassigned-0000419	#808080	chr21
unassigned-0000420	#E6B847	chr15
unassigned-0000423	#D57533	chr13
unassigned-0000425	#D57533	chr13
unassigned-0000428	#D57533	chr13
unassigned-0000429	#E6C47F	chr22
unassigned-0000430	#D57533	chr13
unassigned-0000431	#E6B847	chr15
unassigned-0000432	#56B4E9	chr2
unassigned-0000438	#00B28C	chr17
unassigned-0000440	#666666	chr7
unassigned-0000441	#808080	chr21
unassigned-0000442	#808080	chr21
unassigned-0000444	#CCA0BF	chr18
unassigned-0000445	#CCA0BF	chr18
unassigned-0000446	#E69F00	chr1
unassigned-0000449	#CC8DB3	chr11
unassigned-0000450	#D57533	chr13
unassigned-0000451	#737373	chr14
unassigned-0000452	#737373	chr14
unassigned-0000453	#9467BD	chrX
unassigned-0000454	#E6C47F	chr22
unassigned-0000455	#E6B847	chr15
unassigned-0000456	#808080	chr21
unassigned-0000457	#808080	chr21
unassigned-0000458	#808080	chr21
unassigned-0000459	#808080	chr21
unassigned-0000460	#E6B847	chr15
unassigned-0000461	#808080	chr21
unassigned-0000462	#808080	chr21
unassigned-0000463	#808080	chr21
unassigned-0000464	#D57533	chr13
unassigned-0000465	#D57533	chr13
unassigned-0000466	#338CC2	chr19
unassigned-0000467	#D57533	chr13
unassigned-0000468	#D57533	chr13
unassigned-0000469	#E6C47F	chr22
unassigned-0000470	#E6B847	chr15
unassigned-0000471	#E6B847	chr15
unassigned-0000472	#E6B847	chr15
unassigned-0000473	#737373	chr14
unassigned-0000474	#E6C47F	chr22
unassigned-0000475	#E69F00	chr1
unassigned-0000476	#E6C47F	chr22
unassigned-0000477	#737373	chr14
unassigned-0000478	#E6B847	chr15
unassigned-0000479	#D57533	chr13
unassigned-0000480	#808080	chr21
unassigned-0000481	#808080	chr21
unassigned-0000482	#E6C47F	chr22
unassigned-0000483	#D57533	chr13
unassigned-0000484	#D57533	chr13
unassigned-0000485	#D57533	chr13
unassigned-0000486	#D57533	chr13
unassigned-0000487	#D57533	chr13
unassigned-0000488	#D57533	chr13
unassigned-0000489	#D57533	chr13
unassigned-0000490	#D57533	chr13
unassigned-0000491	#D57533	chr13
unassigned-0000492	#D57533	chr13
unassigned-0000493	#D57533	chr13
unassigned-0000494	#D57533	chr13
unassigned-0000497	#737373	chr14
unassigned-0000498	#737373	chr14
unassigned-0000499	#808080	chr21
unassigned-0000500	#808080	chr21
unassigned-0000501	#E6B847	chr15
unassigned-0000502	#D57533	chr13
unassigned-0000503	#D57533	chr13
unassigned-0000504	#E6C47F	chr22
unassigned-0000505	#D57533	chr13
unassigned-0000506	#D57533	chr13
unassigned-0000507	#CC79A7	chr4
unassigned-0000508	#1A7FBA	chr12
unassigned-0000509	#808080	chr21
unassigned-0000510	#737373	chr14
unassigned-0000511	#E6C47F	chr22
unassigned-0000512	#808080	chr21
unassigned-0000513	#D57533	chr13
unassigned-0000515	#E6AB23	chr8
unassigned-0000516	#E6B847	chr15
unassigned-0000517	#737373	chr14
unassigned-0000518	#737373	chr14
unassigned-0000519	#E6C47F	chr22
unassigned-0000520	#D57533	chr13
unassigned-0000521	#D57533	chr13
unassigned-0000524	#D57533	chr13
unassigned-0000525	#E6B847	chr15
unassigned-0000526	#9467BD	chrX
unassigned-0000527	#E6C47F	chr22
unassigned-0000528	#9467BD	chrX
unassigned-0000529	#D57533	chr13
unassigned-0000530	#D57533	chr13
unassigned-0000531	#808080	chr21
unassigned-0000532	#808080	chr21
unassigned-0000533	#808080	chr21
unassigned-0000534	#808080	chr21
unassigned-0000535	#D57533	chr13
unassigned-0000537	#808080	chr21
unassigned-0000538	#D57533	chr13
unassigned-0000539	#E6B847	chr15
unassigned-0000540	#E6B847	chr15
unassigned-0000541	#D57533	chr13
unassigned-0000542	#E6B847	chr15
unassigned-0000543	#808080	chr21
unassigned-0000544	#E6B847	chr15
unassigned-0000545	#E6B847	chr15
unassigned-0000546	#E6B847	chr15
unassigned-0000547	#E6B847	chr15
unassigned-0000548	#D57533	chr13
unassigned-0000549	#1A7FBA	chr12
unassigned-0000551	#D57533	chr13
unassigned-0000552	#D57533	chr13
unassigned-0000553	#D57533	chr13
unassigned-0000554	#D57533	chr13
unassigned-0000555	#808080	chr21
unassigned-0000556	#E6B847	chr15
unassigned-0000557	#E6B847	chr15
unassigned-0000558	#E6B847	chr15
unassigned-0000559	#E6B847	chr15
unassigned-0000560	#808080	chr21
unassigned-0000561	#808080	chr21
unassigned-0000564	#808080	chr21
unassigned-0000565	#808080	chr21
unassigned-0000569	#808080	chr21
unassigned-0000570	#808080	chr21
unassigned-0000571	#E6C47F	chr22
unassigned-0000572	#808080	chr21
unassigned-0000573	#737373	chr14
unassigned-0000575	#D57533	chr13
unassigned-0000576	#808080	chr21
unassigned-0000577	#D57533	chr13
unassigned-0000578	#D57533	chr13
unassigned-0000579	#D57533	chr13
unassigned-0000580	#808080	chr21
unassigned-0000583	#808080	chr21
unassigned-0000584	#808080	chr21
unassigned-0000585	#808080	chr21
unassigned-0000586	#808080	chr21
unassigned-0000587	#808080	chr21
unassigned-0000588	#808080	chr21
unassigned-0000589	#808080	chr21
unassigned-0000590	#808080	chr21
unassigned-0000591	#D57533	chr13
unassigned-0000592	#D57533	chr13
unassigned-0000593	#D57533	chr13
unassigned-0000594	#D57533	chr13
unassigned-0000595	#D57533	chr13
unassigned-0000596	#D57533	chr13
unassigned-0000598	#E6C47F	chr22
unassigned-0000599	#D57533	chr13
unassigned-0000600	#D57533	chr13
unassigned-0000601	#D57533	chr13
unassigned-0000602	#D57533	chr13
unassigned-0000603	#D57533	chr13
unassigned-0000604	#D57533	chr13
unassigned-0000605	#E6B847	chr15
unassigned-0000606	#E6B847	chr15
unassigned-0000607	#E6B847	chr15
unassigned-0000608	#808080	chr21
unassigned-0000609	#808080	chr21
unassigned-0000610	#808080	chr21
unassigned-0000611	#D57533	chr13
unassigned-0000612	#E6B847	chr15
unassigned-0000613	#737373	chr14
unassigned-0000614	#D57533	chr13
unassigned-0000615	#E6C47F	chr22
unassigned-0000616	#D57533	chr13
unassigned-0000617	#0072B2	chr5
unassigned-0000618	#E6C47F	chr22
unassigned-0000619	#D57533	chr13
unassigned-0000620	#009E73	chr3
unassigned-0000621	#D57533	chr13
unassigned-0000627	#E6B847	chr15
unassigned-0000628	#808080	chr21
unassigned-0000630	#009E73	chr3
unassigned-0000631	#E6B847	chr15
unassigned-0000632	#E6B847	chr15
unassigned-0000633	#E6B847	chr15
unassigned-0000634	#D57533	chr13
unassigned-0000635	#E6B847	chr15
unassigned-0000636	#D57533	chr13
unassigned-0000637	#D57533	chr13
unassigned-0000638	#D57533	chr13
unassigned-0000639	#D57533	chr13
unassigned-0000640	#D57533	chr13
unassigned-0000641	#567DE9	chr16
unassigned-0000642	#808080	chr21
unassigned-0000643	#808080	chr21
unassigned-0000644	#808080	chr21
unassigned-0000645	#808080	chr21
unassigned-0000646	#808080	chr21
unassigned-0000647	#808080	chr21
unassigned-0000648	#808080	chr21
unassigned-0000649	#808080	chr21
unassigned-0000650	#808080	chr21
unassigned-0000651	#808080	chr21
unassigned-0000652	#808080	chr21
unassigned-0000653	#E6AB23	chr8
unassigned-0000655	#808080	chr21
unassigned-0000656	#808080	chr21
unassigned-0000657	#D57533	chr13
unassigned-0000658	#808080	chr21
unassigned-0000659	#808080	chr21
unassigned-0000660	#808080	chr21
unassigned-0000661	#808080	chr21
unassigned-0000662	#808080	chr21
unassigned-0000663	#D57533	chr13
unassigned-0000664	#D57533	chr13
unassigned-0000665	#808080	chr21
unassigned-0000666	#00B28C	chr17
unassigned-0000667	#808080	chr21
unassigned-0000668	#D57533	chr13
unassigned-0000669	#CC8DB3	chr11
unassigned-0000670	#D57533	chr13
unassigned-0000673	#808080	chr21
unassigned-0000674	#808080	chr21
unassigned-0000675	#808080	chr21
unassigned-0000676	#E6B847	chr15
unassigned-0000677	#808080	chr21
unassigned-0000678	#808080	chr21
unassigned-0000679	#E69F00	chr1
unassigned-0000681	#E6B847	chr15
unassigned-0000682	#E69F00	chr1
unassigned-0000683	#1A7FBA	chr12
unassigned-0000684	#CC8DB3	chr11
unassigned-0000686	#E69F00	chr1
unassigned-0000687	#E6B847	chr15
unassigned-0000688	#D58C66	chr20
unassigned-0000689	#E6B847	chr15
unassigned-0000690	#D57533	chr13
unassigned-0000691	#D57533	chr13
unassigned-0000692	#D58C66	chr20
unassigned-0000694	#808080	chr21
unassigned-0000695	#808080	chr21
unassigned-0000696	#808080	chr21
unassigned-0000697	#009E73	chr3
unassigned-0000699	#E6C47F	chr22
unassigned-0000700	#D57533	chr13
unassigned-0000701	#666666	chr7
unassigned-0000702	#808080	chr21
unassigned-0000703	#D57533	chr13
unassigned-0000704	#E6B847	chr15
unassigned-0000705	#D57533	chr13
unassigned-0000706	#E6B847	chr15
unassigned-0000707	#E69F00	chr1
unassigned-0000708	#D57533	chr13
unassigned-0000710	#E69F00	chr1
unassigned-0000711	#E6B847	chr15
unassigned-0000712	#808080	chr21
unassigned-0000713	#D57533	chr13
unassigned-0000714	#D57533	chr13
unassigned-0000715	#D57533	chr13
unassigned-0000716	#D57533	chr13
unassigned-0000717	#56B4E9	chr2
unassigned-0000718	#56B4E9	chr2
