#Subpopulation order/codes: AFR=0	AMR=1	EAS=2	EUR=3	SAS=4
#chm	spos	epos	sgpos	egpos	n snps	T2T00.0	T2T00.1	T2T00_1.0	T2T00_1.1	T2T00_2.0	T2T00_2.1	T2T04.0	T2T04.1	T2T04_1.0	T2T04_1.1	T2T04_2.0	T2T04_2.1	T2T01.0	T2T01.1	T2T02.0	T2T02.1	T2T03.0	T2T03.1	T2T05.0	T2T05.1	T2T06.0	T2T06.1	T2T07.0	T2T07.1	T2T08.0	T2T08.1	T2T09.0	T2T09.1	T2T10.0	T2T10.1	T2T11.0	T2T11.1	T2T12.0	T2T12.1	T2T13.0	T2T13.1	T2T15.0	T2T15.1	T2T16.0	T2T16.1	T2T17.0	T2T17.1	T2T18.0	T2T18.1	T2T19.0	T2T19.1
chr1	23419140	24037534	49.23	50.11	20102	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	4	4	3	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	24037534	24817246	50.11	51.39	25587	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	3	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	24817246	31284095	51.39	59.22	207003	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	31284095	40341425	59.22	70.4	293019	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	3	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	40341425	40691192	70.4	70.73	10943	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	40691192	44370391	70.73	74.12	118490	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	44370391	59646890	74.12	89.4	488324	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	59646890	65607710	89.4	97.71	194105	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	65607710	68237647	97.71	100.75	88010	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	4	4	0	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	68237647	80727146	100.75	110.02	426251	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	80727146	87614498	110.02	118.45	223413	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	4	4	3	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	87614498	89902423	118.45	120.75	71866	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	4	2	3	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	89902423	94502720	120.75	124.98	143166	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	4	4	3	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	94502720	107203482	124.98	135.77	443061	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	3	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	107203482	115124274	135.77	146.54	247275	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	3	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	115124274	117592370	146.54	149.95	81736	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	1	3	4	4	3	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	117592370	118304986	149.95	150.34	23346	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	3	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	118304986	119598954	150.34	151.45	43675	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	3	1	3	3	3	3	3	3	2	2	3	3	3	3	3	2	3	3	2	2
chr1	119598954	122003291	151.45	152.19	20591	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	1	3	4	4	3	1	3	3	3	3	3	3	2	2	3	3	3	3	3	2	3	3	2	2
chr1	122003291	136749455	152.19	153.57	27312	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	1	1	4	4	3	1	3	3	3	3	3	3	2	2	3	3	3	3	3	2	3	3	2	2
chr1	136749455	147789355	153.57	155.71	59896	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	1	1	4	4	3	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	147789355	164037222	155.71	173.76	466233	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	4	3	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	164037222	164842547	173.76	175.32	29403	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	4	3	1	3	3	3	3	3	3	2	2	3	3	2	3	3	3	3	3	2	2
chr1	164842547	172050529	175.32	184.67	238149	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	4	3	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	172050529	175277037	184.67	187.26	100192	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	1	1	4	4	3	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	175277037	185560506	187.26	196.72	333070	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	4	3	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	185560506	187999277	196.72	198.65	88802	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	4	3	1	3	3	3	0	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	187999277	191975622	198.65	201.19	151009	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	4	3	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	191975622	200170912	201.19	207.12	280722	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	4	3	1	3	3	3	3	3	3	2	2	4	3	3	3	3	3	3	3	2	2
chr1	200170912	200826971	207.12	208.7	24062	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	4	3	1	3	3	3	3	3	3	2	2	0	3	3	3	3	3	3	3	2	2
chr1	200826971	201463812	208.7	210.04	21026	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	4	3	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	201463812	203274642	210.04	213.18	57154	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	1	1	4	4	3	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	4	2
chr1	203274642	203473773	213.18	213.82	6890	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	1	1	4	4	3	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	203473773	203976773	213.82	214.59	17102	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	1	0	4	4	3	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	203976773	205180897	214.59	216.59	40182	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	1	3	4	4	3	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	205180897	205318000	216.59	217.05	5142	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	1	3	4	4	1	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	205318000	207255540	217.05	219.09	53421	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	1	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	207255540	207708274	219.09	220.02	16622	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	3	3	3	3	1	3	4	4	1	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	207708274	208194032	220.02	221.03	17461	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	1	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	208194032	208308788	221.03	221.21	4148	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	1	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	208308788	219133100	221.21	235.07	371897	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	3	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	219133100	225535168	235.07	240.54	200981	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	3	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	225535168	228142553	240.54	242.08	77409	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	0	4	4	3	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	228142553	229680975	242.08	245.04	55630	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	3	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	229680975	229930726	245.04	245.6	8908	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	1	3	4	4	3	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	229930726	231157796	245.6	247.25	42018	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	1	3	4	4	1	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	231157796	231666121	247.25	248.38	16995	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	1	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	231666121	232013637	248.38	249.34	12501	3	3	3	3	3	3	0	3	3	3	0	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	1	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	232013637	232680566	249.34	250.68	23331	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	1	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	232680566	234429959	250.68	255.33	61503	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	4	4	1	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	234429959	237022228	255.33	261.68	89802	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	4	1	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	237022228	237947529	261.68	263.57	34142	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	4	3	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	237947529	239174502	263.57	265.33	47011	3	3	3	3	3	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	4	3	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	239174502	239811925	265.33	267.03	24540	3	3	3	3	3	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	239811925	240164417	267.03	269.01	13275	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	240164417	241115456	269.01	271.81	33424	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	2	3	3	3	3	2	2
chr1	241115456	241945717	271.81	274.04	27612	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	241945717	243572720	274.04	276.28	46473	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	1	1	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	243572720	244590033	276.28	279.7	35768	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	244590033	244957379	279.7	281.05	13610	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	1	1	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	244957379	245225682	281.05	281.93	10222	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr1	245225682	248378217	281.93	286.28	102772	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	3635	2725154	0.0	4.38	110576	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	2725154	4791225	4.38	8.94	85324	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	4791225	6469150	8.94	12.52	72821	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	6469150	6825601	12.52	13.58	15147	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	6825601	7846713	13.58	15.93	40046	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	7846713	9973861	15.93	20.87	82390	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	9973861	10976474	20.87	23.7	42096	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	2	3	3	3	3	3	2	2
chr2	10976474	12074143	23.7	26.34	42583	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	4	4	1	1	3	3	3	3	3	3	2	2	3	3	2	3	3	3	3	3	2	2
chr2	12074143	12491142	26.34	27.04	16051	3	3	3	3	3	3	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	3	3	1	4	4	1	1	3	3	3	3	3	3	2	2	3	3	2	3	3	3	3	3	2	2
chr2	12491142	13021349	27.04	28.23	19411	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	4	4	1	1	3	3	3	3	3	3	2	2	3	3	2	3	3	3	3	3	2	2
chr2	13021349	13514311	28.23	28.71	19620	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	4	4	1	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	13514311	13814896	28.71	29.06	12149	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	13814896	15722041	29.06	31.07	74215	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	15722041	17994948	31.07	34.85	84864	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	17994948	18499444	34.85	35.67	19639	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	18499444	19525738	35.67	36.74	36491	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	2	3	3	2	2
chr2	19525738	19894189	36.74	37.35	15326	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	2	3	3	2	2
chr2	19894189	20534918	37.35	38.34	24523	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	20534918	28639788	38.34	46.54	292961	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	1	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	28639788	29276634	46.54	47.24	24541	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	3	3	3	3	3	3	4	4	1	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	29276634	30081327	47.24	48.59	32056	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	0	3	3	3	3	3	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	30081327	35389421	48.59	56.79	219297	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	35389421	35902809	56.79	57.55	22061	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	4	4	1	3	3	3	3	3	3	3	4	2	3	3	3	3	3	3	3	3	2	2
chr2	35902809	36715363	57.55	59.01	34938	3	2	2	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	4	4	1	3	3	3	3	3	3	3	4	2	3	3	3	3	3	3	3	3	2	2
chr2	36715363	37457796	59.01	60.15	31104	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	1	4	4	1	3	3	3	3	3	3	3	4	2	3	3	3	3	3	3	3	3	2	2
chr2	37457796	38664044	60.15	62.48	52822	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	38664044	44888145	62.48	70.82	272156	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	44888145	45080801	70.82	71.4	8393	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	45080801	45793252	71.4	73.3	30329	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	1	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	45793252	45821477	73.3	73.46	1206	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	45821477	45875157	73.46	73.7	2472	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	45875157	46698058	73.7	75.55	35414	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	1	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	46698058	47688590	75.55	77.92	44186	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	47688590	49338006	77.92	79.94	70601	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	49338006	51847861	79.94	82.81	116027	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	1	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	51847861	53630754	82.81	85.69	82203	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
