sample	chromosome	haplotype	contig	start	end	length	strand
T2T00_1	chr11	haplotype2	haplotype2-0000059	47779638	59077605	11297967	+
T2T00_1	chr12	haplotype1	haplotype1-0000001	94344998	100302369	5957371	-
T2T00_1	chr12	haplotype2	haplotype2-0000049	94347464	101053944	6706480	-
T2T00_1	chr13	haplotype1	haplotype1-0000016	95043033	107038747	11995714	-
T2T00_1	chr13	haplotype2	haplotype2-0000065	95081209	108279575	13198366	-
T2T00_1	chr15	haplotype1	haplotype1-0000013	7274276	13908356	6634080	+
T2T00_1	chr16	haplotype1	haplotype1-0000021	51438015	60221440	8783425	-
T2T00_1	chr16	haplotype2	haplotype2-0000072	56063766	62109513	6045747	-
T2T00_1	chr18	haplotype2	haplotype2-0000056	58697090	67419407	8722317	-
T2T00_1	chr19	haplotype2	haplotype2-0000055	23515368	30162734	6647366	+
T2T00_1	chr2	haplotype1	haplotype1-0000018	91455081	95327508	3872427	+
T2T00_1	chr2	haplotype2	haplotype2-0000068	91469315	96017945	4548630	+
T2T00_1	chr20	haplotype1	haplotype1-0000012	32826921	39651962	6825041	-
T2T00_1	chr20	haplotype2	haplotype2-0000062	33335834	42594399	9258565	-
T2T00_1	chr21	haplotype1	haplotype1-0000020	32764981	39787354	7022373	-
T2T00_1	chr21	haplotype2	haplotype2-0000070	32773934	43174495	10400561	-
T2T00_1	chr22	haplotype1	haplotype1-0000019	3097619	15169853	12072234	+
T2T00_1	chr22	haplotype2	haplotype2-0000051	1	9702427	9702426	+
T2T00_1	chr4	haplotype1	haplotype1-0000003	137451316	143244468	5793152	-
T2T00_1	chr4	haplotype2	haplotype2-0000078	48829136	54422252	5593116	+
T2T00_1	chr5	haplotype1	haplotype1-0000014	45159750	53216507	8056757	+
T2T00_1	chr5	haplotype2	haplotype2-0000064	45120531	52615132	7494601	+
T2T00_1	chr6	haplotype1	haplotype1-0000025	108271913	114600797	6328884	-
T2T00_1	chr9	haplotype1	haplotype1-0000005	39124963	47900839	8775876	+
T2T00_1	chr9	haplotype2	haplotype2-0000052	39143535	47980271	8836736	+
T2T00_1	chrX	haplotype2	haplotype2-0000073	92081605	98199043	6117438	-
T2T00_2	chr16	haplotype1	haplotype1-0000038	53965482	60737662	6772180	-
T2T00_2	chr19	haplotype1	haplotype1-0000015	30439824	39194020	8754196	-
T2T00_2	chr21	haplotype2	haplotype2-0000414	32953027	36031879	3078852	-
T2T00_2	chr9	haplotype1	haplotype1-0000026	91265108	94783670	3518562	-
T2T01	chr10	haplotype2	haplotype2-0000071	38079793	43603437	5523644	+
T2T01	chr11	haplotype1	haplotype1-0000016	47767545	55916611	8149066	+
T2T01	chr12	haplotype2	haplotype2-0000066	94457483	100590001	6132518	-
T2T01	chr13	haplotype2	haplotype2-0000059	95118012	105796236	10678224	-
T2T01	chr2	haplotype1	haplotype1-0000005	91198912	95835057	4636145	+
T2T01	chr2	haplotype2	haplotype2-0000052	91116551	95425747	4309196	+
T2T01	chr21	haplotype1	haplotype1-0000014	32791921	39020031	6228110	-
T2T01	chr21	haplotype2	haplotype2-0000064	1	5275830	5275829	+
T2T01	chr5	haplotype1	haplotype1-0000001	130094091	135699121	5605030	-
T2T01	chr5	haplotype2	haplotype2-0000048	130107264	137008847	6901583	-
T2T01	chr7	haplotype1	haplotype1-0000006	57061870	65388877	8327007	+
T2T01	chr7	haplotype2	haplotype2-0000053	57119589	64700847	7581258	+
T2T01	chr9	haplotype1	haplotype1-0000007	39135464	48227023	9091559	+
T2T01	chr9	haplotype2	haplotype2-0000054	93126772	102898706	9771934	-
T2T02	chr19	haplotype1	haplotype1-0000002	23314045	29060057	5746012	+
T2T02	chr2	haplotype1	haplotype1-0000027	146396466	151401861	5005395	-
T2T02	chr2	haplotype2	haplotype2-0000100	146570273	151506119	4935846	-
T2T02	chr7	haplotype2	haplotype2-0000117	56306696	64579131	8272435	+
T2T02	chr9	haplotype1	haplotype1-0000005	884972	4213110	3328138	+
T2T02	chrY	haplotype1	haplotype1-0000023	9308795	11822867	2514072	+
T2T03	chr1	haplotype1	haplotype1-0000015	121081409	127038010	5956601	-
T2T03	chr10	haplotype1	haplotype1-0000011	92369637	97338644	4969007	-
T2T03	chr11	haplotype1	haplotype1-0000023	47866755	58275935	10409180	+
T2T03	chr12	haplotype2	haplotype2-0000042	94380027	100087380	5707353	-
T2T03	chr13	haplotype1	haplotype1-0000006	136590217	144034600	7444383	-
T2T03	chr13	haplotype1	haplotype1-0000006	95029526	103452032	8422506	-
T2T03	chr13	haplotype2	haplotype2-0000041	94947477	106270363	11322886	-
T2T03	chr16	haplotype1	haplotype1-0000022	52111746	61342926	9231180	-
T2T03	chr17	haplotype2	haplotype2-0000054	22320645	28821107	6500462	+
T2T03	chr19	haplotype2	haplotype2-0000056	30495117	38125256	7630139	-
T2T03	chr2	haplotype1	haplotype1-0000013	146630490	151130555	4500065	-
T2T03	chr2	haplotype2	haplotype2-0000049	146653836	151031492	4377656	-
T2T03	chr20	haplotype1	haplotype1-0000003	25254554	33124526	7869972	+
T2T03	chr20	haplotype2	haplotype2-0000039	33251984	41433019	8181035	-
T2T03	chr22	haplotype1	haplotype1-0000009	33257439	41555590	8298151	-
T2T03	chr22	haplotype2	haplotype2-0000044	33241777	41957659	8715882	-
T2T03	chr4	haplotype1	haplotype1-0000014	137144324	142438338	5294014	-
T2T03	chr4	haplotype2	haplotype2-0000057	137348008	144955068	7607060	-
T2T03	chr9	haplotype1	haplotype1-0000017	86596099	96933133	10337034	-
T2T03	chr9	haplotype2	haplotype2-0000052	93873642	102232237	8358595	-
T2T04	chr13	haplotype1	haplotype1-0000016	95045819	104180990	9135171	-
T2T04	chr2	haplotype1	haplotype1-0000001	146590895	150871646	4280751	-
T2T04	chr2	haplotype2	haplotype2-0000069	146626488	150853045	4226557	-
T2T04	chr9	haplotype2	haplotype2-0000077	39153984	48562762	9408778	+
T2T04	chrY	haplotype1	haplotype1-0000013	40163319	42872264	2708945	-
T2T04_1	chr2	haplotype1	haplotype1-0000022	146774632	151001376	4226744	-
T2T04_1	chr2	haplotype2	haplotype2-0000104	91285878	95856292	4570414	+
T2T04_1	chr9	haplotype1	haplotype1-0000014	39544639	48006585	8461946	+
T2T04_1	chr9	haplotype2	haplotype2-0000126	86387840	95793546	9405706	-
T2T04_1	chrY	haplotype1	haplotype1-0000009	26407774	29116953	2709179	-
T2T04_2	chr2	haplotype1	haplotype1-0000007	146640093	151064409	4424316	-
T2T04_2	chr2	haplotype2	haplotype2-0000208	146840431	151121975	4281544	-
T2T05	chr1	haplotype2	haplotype2-0000058	120648640	127821450	7172810	+
T2T05	chr10	haplotype1	haplotype1-0000024	91807284	97809873	6002589	-
T2T05	chr10	haplotype2	haplotype2-0000064	92034742	97272296	5237554	-
T2T05	chr11	haplotype1	haplotype1-0000025	47780564	55913867	8133303	+
T2T05	chr11	haplotype2	haplotype2-0000065	47878170	56658300	8780130	+
T2T05	chr12	haplotype2	haplotype2-0000061	33430088	38861204	5431116	+
T2T05	chr13	haplotype1	haplotype1-0000013	95029531	103665002	8635471	-
T2T05	chr14	haplotype1	haplotype1-0000011	87365615	92981992	5616377	-
T2T05	chr14	haplotype2	haplotype2-0000052	88019831	101147601	13127770	-
T2T05	chr15	haplotype1	haplotype1-0000005	81075742	86710739	5634997	-
T2T05	chr16	haplotype1	haplotype1-0000014	55471959	63638253	8166294	-
T2T05	chr19	haplotype1	haplotype1-0000007	30360348	38557184	8196836	-
T2T05	chr19	haplotype2	haplotype2-0000039	23316582	30596579	7279997	+
T2T05	chr2	haplotype1	haplotype1-0000020	91339115	95691709	4352594	+
T2T05	chr2	haplotype2	haplotype2-0000060	91370132	95854927	4484795	+
T2T05	chr21	haplotype1	haplotype1-0000009	1	6275509	6275508	+
T2T05	chr21	haplotype2	haplotype2-0000047	32764859	43388760	10623901	-
T2T05	chr22	haplotype1	haplotype1-0000023	33376614	45170812	11794198	-
T2T05	chr4	haplotype1	haplotype1-0000022	48782937	54697632	5914695	+
T2T05	chr4	haplotype2	haplotype2-0000062	48744212	54406138	5661926	+
T2T05	chr5	haplotype1	haplotype1-0000017	45308733	53129579	7820846	+
T2T05	chr5	haplotype2	haplotype2-0000057	45223458	53116522	7893064	+
T2T05	chr7	haplotype1	haplotype1-0000001	57034348	65562360	8528012	+
T2T05	chr7	haplotype2	haplotype2-0000038	57176586	64772360	7595774	+
T2T05	chr8	haplotype1	haplotype1-0000010	98529035	103597613	5068578	-
T2T05	chr8	haplotype2	haplotype2-0000049	98507497	103830566	5323069	-
T2T05	chr9	haplotype1	haplotype1-0000016	39129015	48979510	9850495	+
T2T05	chr9	haplotype2	haplotype2-0000056	39115316	48928038	9812722	+
T2T05	chrY	haplotype1	haplotype1-0000015	9077572	11505993	2428421	+
T2T06	chr10	haplotype1	haplotype1-0000016	38090543	43140381	5049838	+
T2T06	chr10	haplotype2	haplotype2-0000063	38077406	43859592	5782186	+
T2T06	chr12	haplotype1	haplotype1-0000010	94331753	98195848	3864095	-
T2T06	chr13	haplotype1	haplotype1-0000011	95001051	102158984	7157933	-
T2T06	chr13	haplotype2	haplotype2-0000059	94950757	106606459	11655702	-
T2T06	chr14	haplotype1	haplotype1-0000014	88433402	101746640	13313238	-
T2T06	chr14	haplotype2	haplotype2-0000061	87773096	100846744	13073648	-
T2T06	chr16	haplotype1	haplotype1-0000006	50070962	58395522	8324560	-
T2T06	chr19	haplotype1	haplotype1-0000012	23347080	29103115	5756035	+
T2T06	chr2	haplotype1	haplotype1-0000015	91371650	95614415	4242765	+
T2T06	chr2	haplotype2	haplotype2-0000062	91036432	95762106	4725674	+
T2T06	chr21	haplotype1	haplotype1-0000018	1	3596245	3596244	+
T2T06	chr21	haplotype2	haplotype2-0000065	415648	7035177	6619529	+
T2T06	chr22	haplotype1	haplotype1-0000008	1	11969636	11969635	+
T2T06	chr22	haplotype2	haplotype2-0000055	1916712	11862819	9946107	+
T2T06	chr5	haplotype2	haplotype2-0000064	130248429	138039087	7790658	-
T2T06	chr6	haplotype1	haplotype1-0000019	57473460	65467616	7994156	+
T2T06	chr9	haplotype1	haplotype1-0000024	84503458	95460981	10957523	-
T2T06	chr9	haplotype2	haplotype2-0000072	85821342	95003351	9182009	-
T2T06	chrY	haplotype1	haplotype1-0000005	35500515	38288455	2787940	-
T2T07	chr10	haplotype1	haplotype1-0000016	92553963	97905277	5351314	-
T2T07	chr14	haplotype2	haplotype2-0000117	87364840	97730702	10365862	-
T2T07	chr19	haplotype2	haplotype2-0000146	23523870	31557199	8033329	+
T2T07	chr2	haplotype1	haplotype1-0000009	146623183	151694616	5071433	-
T2T07	chr2	haplotype2	haplotype2-0000126	146618955	151192259	4573304	-
T2T07	chr5	haplotype1	haplotype1-0000029	45232049	53194757	7962708	+
T2T07	chr9	haplotype1	haplotype1-0000020	85497279	95558961	10061682	-
T2T08	chr10	haplotype1	haplotype1-0000007	38052843	43119016	5066173	+
T2T08	chr11	haplotype2	haplotype2-0000064	47720985	58339639	10618654	+
T2T08	chr12	haplotype2	haplotype2-0000041	33339574	38647296	5307722	+
T2T08	chr13	haplotype1	haplotype1-0000017	95009360	103864495	8855135	-
T2T08	chr13	haplotype2	haplotype2-0000057	94991564	106023852	11032288	-
T2T08	chr14	haplotype1	haplotype1-0000005	88121407	95496164	7374757	-
T2T08	chr14	haplotype2	haplotype2-0000044	230681	9832614	9601933	+
T2T08	chr2	haplotype1	haplotype1-0000011	91164055	95786117	4622062	+
T2T08	chr2	haplotype2	haplotype2-0000052	91371825	95874808	4502983	+
T2T08	chr21	haplotype2	haplotype2-0000061	32757850	40059667	7301817	-
T2T08	chr4	haplotype1	haplotype1-0000004	49549320	54159814	4610494	+
T2T08	chr5	haplotype1	haplotype1-0000020	45292223	52860863	7568640	+
T2T08	chr7	haplotype1	haplotype1-0000012	95627534	103535288	7907754	-
T2T08	chr9	haplotype1	haplotype1-0000010	39524708	49272191	9747483	+
T2T08	chr9	haplotype2	haplotype2-0000053	90578820	98935242	8356422	-
T2T09	chr10	haplotype2	haplotype2-0000096	91478355	96598668	5120313	-
T2T09	chr2	haplotype1	haplotype1-0000017	146573971	150254958	3680987	-
T2T09	chr2	haplotype2	haplotype2-0000098	146619309	152036449	5417140	-
T2T09	chr21	haplotype1	haplotype1-0000023	339552	7192802	6853250	+
T2T09	chr21	haplotype2	haplotype2-0000103	1	3392364	3392363	+
T2T09	chr7	haplotype1	haplotype1-0000025	95483473	104053058	8569585	-
T2T09	chr7	haplotype2	haplotype2-0000115	95601591	104217313	8615722	-
T2T09	chr9	haplotype1	haplotype1-0000011	85014539	92177642	7163103	-
T2T09	chr9	haplotype2	haplotype2-0000092	87693734	97779426	10085692	-
T2T09	chrY	haplotype1	haplotype1-0000018	9068904	11606555	2537651	+
T2T10	chr2	haplotype1	haplotype1-0000030	91665082	96383646	4718564	+
T2T10	chr2	haplotype2	haplotype2-0000193	91344785	95918630	4573845	+
T2T11	chr1	haplotype1	haplotype1-0000023	120830199	129550882	8720683	+
T2T11	chr1	haplotype2	haplotype2-0000201	120647370	128920017	8272647	+
T2T11	chr10	haplotype1	haplotype1-0000012	91645110	97188452	5543342	-
T2T11	chr12	haplotype1	haplotype1-0000019	94417745	100064031	5646286	-
T2T11	chr12	haplotype2	haplotype2-0000198	94367196	100178559	5811363	-
T2T11	chr13	haplotype2	haplotype2-0000176	95040898	102957256	7916358	-
T2T11	chr14	haplotype2	haplotype2-0000180	89585369	100048721	10463352	-
T2T11	chr2	haplotype1	haplotype1-0000010	146573319	151362727	4789408	-
T2T11	chr2	haplotype2	haplotype2-0000187	146634651	151553846	4919195	-
T2T11	chr21	haplotype1	haplotype1-0000006	1	5138276	5138275	+
T2T11	chr21	haplotype2	haplotype2-0000179	32766626	40094418	7327792	-
T2T11	chr22	haplotype1	haplotype1-0000011	456941	12174681	11717740	+
T2T11	chr22	haplotype2	haplotype2-0000207	1	11712749	11712748	+
T2T11	chr5	haplotype2	haplotype2-0000173	45373896	53274529	7900633	+
T2T11	chr9	haplotype1	haplotype1-0000001	85164872	96123741	10958869	-
T2T11	chr9	haplotype2	haplotype2-0000202	90179103	99339848	9160745	-
T2T11	chrX	haplotype2	haplotype2-0000186	56773753	62658486	5884733	+
T2T12	chr1	haplotype1	haplotype1-0000024	121286571	128095124	6808553	+
T2T12	chr1	haplotype2	haplotype2-0000060	120382905	129248395	8865490	+
T2T12	chr10	haplotype1	haplotype1-0000004	38116649	43680870	5564221	+
T2T12	chr10	haplotype2	haplotype2-0000042	38102558	42912071	4809513	+
T2T12	chr11	haplotype1	haplotype1-0000008	47763894	56565676	8801782	+
T2T12	chr11	haplotype2	haplotype2-0000049	78901810	86573315	7671505	-
T2T12	chr12	haplotype1	haplotype1-0000015	33401232	41137039	7735807	+
T2T12	chr12	haplotype2	haplotype2-0000053	33399269	39561636	6162367	+
T2T12	chr13	haplotype1	haplotype1-0000019	95026281	108724823	13698542	-
T2T12	chr13	haplotype2	haplotype2-0000057	95057621	105139778	10082157	-
T2T12	chr14	haplotype2	haplotype2-0000058	89586652	95500925	5914273	-
T2T12	chr15	haplotype1	haplotype1-0000023	81381395	91890715	10509320	-
T2T12	chr15	haplotype2	haplotype2-0000059	3571954	13300035	9728081	+
T2T12	chr16	haplotype1	haplotype1-0000017	32051008	40371891	8320883	+
T2T12	chr16	haplotype2	haplotype2-0000055	32204149	40675671	8471522	+
T2T12	chr19	haplotype1	haplotype1-0000014	30405434	36231659	5826225	-
T2T12	chr19	haplotype2	haplotype2-0000052	30406031	38352363	7946332	-
T2T12	chr2	haplotype1	haplotype1-0000013	91429391	95956737	4527346	+
T2T12	chr2	haplotype2	haplotype2-0000051	91425494	95838302	4412808	+
T2T12	chr20	haplotype2	haplotype2-0000038	25323064	32837766	7514702	+
T2T12	chr21	haplotype1	haplotype1-0000018	424640	8222453	7797813	+
T2T12	chr21	haplotype2	haplotype2-0000056	32773092	42190978	9417886	-
T2T12	chr22	haplotype1	haplotype1-0000012	33250145	47207074	13956929	-
T2T12	chr22	haplotype2	haplotype2-0000048	33411924	41789397	8377473	-
T2T12	chr4	haplotype1	haplotype1-0000002	137603056	142552380	4949324	-
T2T12	chr4	haplotype2	haplotype2-0000041	137166818	141910964	4744146	-
T2T12	chr5	haplotype2	haplotype2-0000045	45227078	53148513	7921435	+
T2T12	chr6	haplotype1	haplotype1-0000001	57457366	64007874	6550508	+
T2T12	chr7	haplotype1	haplotype1-0000021	95527484	103467027	7939543	-
T2T12	chr7	haplotype2	haplotype2-0000040	95509688	103143426	7633738	-
T2T12	chr8	haplotype1	haplotype1-0000011	42501696	48167087	5665391	+
T2T12	chr9	haplotype1	haplotype1-0000010	85410023	92431869	7021846	-
T2T12	chr9	haplotype2	haplotype2-0000046	88132628	96711659	8579031	-
T2T12	chrX	haplotype1	haplotype1-0000016	92045851	98056744	6010893	-
T2T12	chrX	haplotype2	haplotype2-0000054	92128287	97734651	5606364	-
T2T13	chr13	haplotype1	haplotype1-0000026	95041175	105848725	10807550	-
T2T13	chr13	haplotype2	haplotype2-0000085	94997011	102399992	7402981	-
T2T13	chr14	haplotype1	haplotype1-0000027	88786729	96077098	7290369	-
T2T13	chr14	haplotype2	haplotype2-0000087	88055304	95792749	7737445	-
T2T13	chr16	haplotype1	haplotype1-0000022	49974284	58797482	8823198	-
T2T13	chr16	haplotype2	haplotype2-0000084	31974152	39305488	7331336	+
T2T13	chr18	haplotype2	haplotype2-0000088	58380137	63786035	5405898	-
T2T13	chr19	haplotype2	haplotype2-0000080	30569309	37770157	7200848	-
T2T13	chr2	haplotype1	haplotype1-0000025	146595492	151043305	4447813	-
T2T13	chr2	haplotype2	haplotype2-0000067	91130572	95281445	4150873	+
T2T13	chr21	haplotype1	haplotype1-0000001	1	6957637	6957636	+
T2T13	chr21	haplotype2	haplotype2-0000061	1	6643301	6643300	+
T2T13	chr22	haplotype1	haplotype1-0000002	33188892	48578067	15389175	-
T2T13	chr22	haplotype2	haplotype2-0000074	33413044	47947314	14534270	-
T2T13	chr3	haplotype2	haplotype2-0000077	89313438	96539736	7226298	+
T2T13	chr5	haplotype2	haplotype2-0000071	45649239	52765790	7116551	+
T2T13	chr8	haplotype2	haplotype2-0000068	42214347	47590200	5375853	+
T2T13	chr9	haplotype1	haplotype1-0000019	14546440	23531602	8985162	-
T2T13	chrX	haplotype1	haplotype1-0000003	56833689	63198813	6365124	+
T2T13	chrX	haplotype2	haplotype2-0000062	56727986	62898556	6170570	+
T2T15	chr1	haplotype1	haplotype1-0000022	127974605	135023875	7049270	-
T2T15	chr1	haplotype2	haplotype2-0000060	120463002	127229511	6766509	+
T2T15	chr10	haplotype1	haplotype1-0000003	38017206	43240873	5223667	+
T2T15	chr10	haplotype2	haplotype2-0000056	38049590	43508926	5459336	+
T2T15	chr11	haplotype1	haplotype1-0000007	78846954	87112943	8265989	-
T2T15	chr11	haplotype2	haplotype2-0000053	78851548	86683815	7832267	-
T2T15	chr12	haplotype1	haplotype1-0000014	94441007	100353253	5912246	-
T2T15	chr12	haplotype2	haplotype2-0000064	94352866	99887775	5534909	-
T2T15	chr13	haplotype1	haplotype1-0000001	95021725	102283610	7261885	-
T2T15	chr14	haplotype1	haplotype1-0000006	1	11674682	11674681	+
T2T15	chr15	haplotype1	haplotype1-0000021	82083607	89464083	7380476	-
T2T15	chr15	haplotype2	haplotype2-0000071	81109578	89108298	7998720	-
T2T15	chr16	haplotype2	haplotype2-0000068	32225439	41007644	8782205	+
T2T15	chr17	haplotype1	haplotype1-0000017	22361338	25959888	3598550	+
T2T15	chr19	haplotype1	haplotype1-0000015	30580784	37726004	7145220	-
T2T15	chr19	haplotype2	haplotype2-0000065	30620715	37630131	7009416	-
T2T15	chr2	haplotype1	haplotype1-0000009	91366222	95994541	4628319	+
T2T15	chr2	haplotype2	haplotype2-0000059	91288610	96027480	4738870	+
T2T15	chr20	haplotype1	haplotype1-0000005	25399659	33328515	7928856	+
T2T15	chr20	haplotype2	haplotype2-0000050	33381315	41507551	8126236	-
T2T15	chr21	haplotype1	haplotype1-0000002	1	6758304	6758303	+
T2T15	chr21	haplotype2	haplotype2-0000055	1	4768314	4768313	+
T2T15	chr22	haplotype1	haplotype1-0000024	33179937	43756645	10576708	-
T2T15	chr22	haplotype2	haplotype2-0000048	33266106	47085363	13819257	-
T2T15	chr3	haplotype2	haplotype2-0000066	89107534	96506112	7398578	+
T2T15	chr4	haplotype1	haplotype1-0000008	48932038	54859099	5927061	+
T2T15	chr5	haplotype1	haplotype1-0000004	130363443	136711642	6348199	-
T2T15	chr6	haplotype1	haplotype1-0000011	57498239	63597494	6099255	+
T2T15	chr7	haplotype1	haplotype1-0000010	95621765	103528099	7906334	-
T2T15	chr8	haplotype2	haplotype2-0000063	41426485	47257034	5830549	+
T2T15	chr9	haplotype1	haplotype1-0000019	88780254	97539435	8759181	-
T2T15	chr9	haplotype2	haplotype2-0000069	90046887	99729935	9683048	-
T2T15	chrX	haplotype1	haplotype1-0000020	92179642	97852822	5673180	-
T2T15	chrX	haplotype2	haplotype2-0000070	92168271	98327194	6158923	-
T2T16	chr11	haplotype1	haplotype1-0000007	47732731	55830111	8097380	+
T2T16	chr11	haplotype2	haplotype2-0000080	47832216	55050771	7218555	+
T2T16	chr12	haplotype2	haplotype2-0000096	33312719	37234028	3921309	+
T2T16	chr13	haplotype1	haplotype1-0000025	481911	7556859	7074948	+
T2T16	chr13	haplotype2	haplotype2-0000101	95025837	105655054	10629217	-
T2T16	chr14	haplotype1	haplotype1-0000012	1730869	9260988	7530119	+
T2T16	chr17	haplotype1	haplotype1-0000006	55755309	61376428	5621119	-
T2T16	chr19	haplotype1	haplotype1-0000013	23484753	30173089	6688336	+
T2T16	chr19	haplotype2	haplotype2-0000090	23459907	31158994	7699087	+
T2T16	chr2	haplotype1	haplotype1-0000010	146693732	151320848	4627116	-
T2T16	chr2	haplotype2	haplotype2-0000085	146566933	151131781	4564848	-
T2T16	chr21	haplotype1	haplotype1-0000023	455684	7517186	7061502	+
T2T16	chr21	haplotype2	haplotype2-0000099	1	6059065	6059064	+
T2T16	chr4	haplotype1	haplotype1-0000008	137475450	143925489	6450039	-
T2T16	chr5	haplotype1	haplotype1-0000024	45266167	53269668	8003501	+
T2T16	chr5	haplotype2	haplotype2-0000100	45102923	51596439	6493516	+
T2T16	chr9	haplotype1	haplotype1-0000011	86131339	96524722	10393383	-
T2T16	chr9	haplotype2	haplotype2-0000087	87153563	97053730	9900167	-
T2T17	chr1	haplotype1	haplotype1-0000015	123481192	133037090	9555898	-
T2T17	chr1	haplotype2	haplotype2-0000067	120965439	129530039	8564600	+
T2T17	chr10	haplotype1	haplotype1-0000013	38049644	43656869	5607225	+
T2T17	chr10	haplotype2	haplotype2-0000077	38254267	43011786	4757519	+
T2T17	chr11	haplotype1	haplotype1-0000009	47760285	56094298	8334013	+
T2T17	chr11	haplotype2	haplotype2-0000073	47834865	55814883	7980018	+
T2T17	chr12	haplotype1	haplotype1-0000010	94343601	100012164	5668563	-
T2T17	chr12	haplotype2	haplotype2-0000074	94399353	100530054	6130701	-
T2T17	chr13	haplotype1	haplotype1-0000004	94985660	108521854	13536194	-
T2T17	chr13	haplotype2	haplotype2-0000065	95004147	102471578	7467431	-
T2T17	chr14	haplotype1	haplotype1-0000014	88130392	99309177	11178785	-
T2T17	chr14	haplotype2	haplotype2-0000078	88102144	102144430	14042286	-
T2T17	chr15	haplotype1	haplotype1-0000011	2827410	9554293	6726883	+
T2T17	chr15	haplotype2	haplotype2-0000075	5780790	12513966	6733176	+
T2T17	chr16	haplotype1	haplotype1-0000021	31756280	40002889	8246609	+
T2T17	chr16	haplotype2	haplotype2-0000081	32774529	39679631	6905102	+
T2T17	chr17	haplotype1	haplotype1-0000001	55605783	61611760	6005977	-
T2T17	chr17	haplotype2	haplotype2-0000061	56296658	63175530	6878872	-
T2T17	chr18	haplotype2	haplotype2-0000063	58376458	63687238	5310780	-
T2T17	chr19	haplotype1	haplotype1-0000012	30606097	38830627	8224530	-
T2T17	chr19	haplotype2	haplotype2-0000076	30474816	40388433	9913617	-
T2T17	chr2	haplotype1	haplotype1-0000007	146597600	151092226	4494626	-
T2T17	chr2	haplotype2	haplotype2-0000071	146567824	151326805	4758981	-
T2T17	chr20	haplotype2	haplotype2-0000080	25327196	32540529	7213333	+
T2T17	chr21	haplotype1	haplotype1-0000023	32768265	42676859	9908594	-
T2T17	chr21	haplotype2	haplotype2-0000068	32774274	42406464	9632190	-
T2T17	chr22	haplotype1	haplotype1-0000022	33600949	46289782	12688833	-
T2T17	chr22	haplotype2	haplotype2-0000082	33520950	45529974	12009024	-
T2T17	chr3	haplotype1	haplotype1-0000006	103509595	111271251	7761656	-
T2T17	chr3	haplotype2	haplotype2-0000069	103849972	111512195	7662223	-
T2T17	chr5	haplotype1	haplotype1-0000002	45329277	50787269	5457992	+
T2T17	chr5	haplotype2	haplotype2-0000062	45389139	52537101	7147962	+
