contig	color
contig-0000409	#00A880	chr10
contig-0000410	#00B28C	chr17
contig-0000411	#00B28C	chr17
contig-0000412	#00B28C	chr17
contig-0000413	#00B28C	chr17
contig-0000414	#00B28C	chr17
contig-0000415	#E69F00	chr1
contig-0000416	#666666	chr7
contig-0000417	#666666	chr7
contig-0000418	#666666	chr7
contig-0000419	#666666	chr7
contig-0000420	#666666	chr7
contig-0000421	#5699E9	chr9
contig-0000422	#5699E9	chr9
contig-0000423	#5699E9	chr9
contig-0000424	#5699E9	chr9
contig-0000425	#5699E9	chr9
contig-0000426	#E6B847	chr15
contig-0000427	#E6B847	chr15
contig-0000428	#E6B847	chr15
contig-0000429	#567DE9	chr16
contig-0000430	#567DE9	chr16
contig-0000431	#567DE9	chr16
contig-0000432	#567DE9	chr16
contig-0000433	#567DE9	chr16
contig-0000434	#CC8DB3	chr11
contig-0000435	#D58C66	chr20
contig-0000436	#D58C66	chr20
contig-0000437	#D58C66	chr20
contig-0000438	#808080	chr21
contig-0000439	#56B4E9	chr2
contig-0000440	#56B4E9	chr2
contig-0000441	#56B4E9	chr2
contig-0000442	#56B4E9	chr2
contig-0000443	#56B4E9	chr2
contig-0000444	#00A880	chr10
contig-0000445	#00A880	chr10
contig-0000446	#00A880	chr10
contig-0000447	#808080	chr21
contig-0000448	#00A880	chr10
contig-0000449	#00A880	chr10
contig-0000450	#CC8DB3	chr11
contig-0000451	#CC8DB3	chr11
contig-0000452	#CC8DB3	chr11
contig-0000453	#CC8DB3	chr11
contig-0000454	#CC8DB3	chr11
contig-0000455	#CCA0BF	chr18
contig-0000456	#CCA0BF	chr18
contig-0000457	#CCA0BF	chr18
contig-0000458	#CCA0BF	chr18
contig-0000459	#CCA0BF	chr18
contig-0000460	#E6C47F	chr22
contig-0000461	#D57533	chr13
contig-0000462	#D57533	chr13
contig-0000463	#D57533	chr13
contig-0000464	#D57533	chr13
contig-0000465	#D57533	chr13
contig-0000466	#D57533	chr13
contig-0000467	#D57533	chr13
contig-0000468	#E6B847	chr15
contig-0000469	#56B4E9	chr2
contig-0000470	#56B4E9	chr2
contig-0000471	#56B4E9	chr2
contig-0000472	#737373	chr14
contig-0000473	#808080	chr21
contig-0000474	#808080	chr21
contig-0000475	#808080	chr21
contig-0000476	#808080	chr21
contig-0000477	#808080	chr21
contig-0000478	#E6B847	chr15
contig-0000479	#00A880	chr10
contig-0000480	#00A880	chr10
contig-0000481	#00A880	chr10
contig-0000482	#CCA0BF	chr18
contig-0000483	#CCA0BF	chr18
contig-0000484	#CCA0BF	chr18
contig-0000485	#CCA0BF	chr18
contig-0000486	#CCA0BF	chr18
contig-0000488	#CCA0BF	chr18
contig-0000489	#CCA0BF	chr18
contig-0000490	#338CC2	chr19
contig-0000491	#338CC2	chr19
contig-0000492	#338CC2	chr19
contig-0000493	#338CC2	chr19
contig-0000494	#338CC2	chr19
contig-0000495	#5699E9	chr9
contig-0000496	#5699E9	chr9
contig-0000497	#5699E9	chr9
contig-0000498	#E69F00	chr1
contig-0000499	#00B28C	chr17
contig-0000500	#5699E9	chr9
contig-0000501	#5699E9	chr9
contig-0000502	#56B4E9	chr2
contig-0000503	#17BECF	chrM
contig-0000504	#17BECF	chrM
contig-0000505	#E69F00	chr1
contig-0000506	#E69F00	chr1
contig-0000507	#E69F00	chr1
contig-0000508	#D55E00	chr6
contig-0000509	#D55E00	chr6
contig-0000510	#00B28C	chr17
contig-0000511	#D55E00	chr6
contig-0000512	#D55E00	chr6
contig-0000513	#D55E00	chr6
contig-0000514	#0072B2	chr5
contig-0000515	#0072B2	chr5
contig-0000516	#0072B2	chr5
contig-0000517	#0072B2	chr5
contig-0000518	#0072B2	chr5
contig-0000519	#0072B2	chr5
contig-0000520	#0072B2	chr5
contig-0000521	#CC8DB3	chr11
contig-0000522	#CC8DB3	chr11
contig-0000523	#CC8DB3	chr11
contig-0000524	#CC79A7	chr4
contig-0000525	#CC79A7	chr4
contig-0000526	#CC79A7	chr4
contig-0000527	#CC79A7	chr4
contig-0000528	#CC79A7	chr4
contig-0000529	#009E73	chr3
contig-0000530	#009E73	chr3
contig-0000531	#00B28C	chr17
contig-0000532	#009E73	chr3
contig-0000533	#009E73	chr3
contig-0000534	#009E73	chr3
contig-0000535	#009E73	chr3
contig-0000536	#009E73	chr3
contig-0000537	#E6B847	chr15
contig-0000538	#E6B847	chr15
contig-0000539	#E6B847	chr15
contig-0000540	#E6B847	chr15
contig-0000541	#00B28C	chr17
contig-0000542	#1A7FBA	chr12
contig-0000543	#1A7FBA	chr12
contig-0000544	#1A7FBA	chr12
contig-0000545	#D58C66	chr20
contig-0000546	#D58C66	chr20
contig-0000547	#D58C66	chr20
contig-0000548	#1A7FBA	chr12
contig-0000549	#1A7FBA	chr12
contig-0000550	#1A7FBA	chr12
contig-0000551	#E6AB23	chr8
contig-0000552	#1A7FBA	chr12
contig-0000553	#1A7FBA	chr12
contig-0000554	#0072B2	chr5
contig-0000555	#0072B2	chr5
contig-0000556	#0072B2	chr5
contig-0000557	#0072B2	chr5
contig-0000558	#0072B2	chr5
contig-0000559	#E6AB23	chr8
contig-0000560	#1A7FBA	chr12
contig-0000561	#1A7FBA	chr12
contig-0000562	#1A7FBA	chr12
contig-0000563	#1A7FBA	chr12
contig-0000564	#1A7FBA	chr12
contig-0000565	#1A7FBA	chr12
contig-0000566	#1A7FBA	chr12
contig-0000567	#5699E9	chr9
contig-0000568	#E6AB23	chr8
contig-0000569	#5699E9	chr9
contig-0000570	#5699E9	chr9
contig-0000571	#5699E9	chr9
contig-0000572	#5699E9	chr9
contig-0000573	#E69F00	chr1
contig-0000574	#666666	chr7
contig-0000575	#D58C66	chr20
contig-0000576	#D58C66	chr20
contig-0000577	#338CC2	chr19
contig-0000578	#338CC2	chr19
contig-0000579	#338CC2	chr19
contig-0000580	#338CC2	chr19
contig-0000581	#56B4E9	chr2
contig-0000582	#56B4E9	chr2
contig-0000583	#56B4E9	chr2
contig-0000584	#56B4E9	chr2
contig-0000585	#56B4E9	chr2
contig-0000586	#E6C47F	chr22
contig-0000587	#CC79A7	chr4
contig-0000588	#CC79A7	chr4
contig-0000589	#CC79A7	chr4
contig-0000590	#CC79A7	chr4
contig-0000591	#CC79A7	chr4
contig-0000592	#E69F00	chr1
contig-0000593	#E69F00	chr1
contig-0000594	#E69F00	chr1
contig-0000595	#E6AB23	chr8
contig-0000596	#E6AB23	chr8
contig-0000597	#E6AB23	chr8
contig-0000598	#E6AB23	chr8
contig-0000599	#E6AB23	chr8
contig-0000600	#E6AB23	chr8
contig-0000601	#E6AB23	chr8
contig-0000602	#D57533	chr13
contig-0000603	#D57533	chr13
contig-0000604	#D57533	chr13
contig-0000605	#737373	chr14
contig-0000606	#D55E00	chr6
contig-0000607	#D55E00	chr6
contig-0000608	#D55E00	chr6
contig-0000609	#D55E00	chr6
contig-0000610	#D55E00	chr6
contig-0000611	#D57533	chr13
contig-0000612	#D57533	chr13
contig-0000613	#E6AB23	chr8
contig-0000614	#E6AB23	chr8
contig-0000615	#E6AB23	chr8
contig-0000616	#567DE9	chr16
contig-0000617	#567DE9	chr16
contig-0000618	#567DE9	chr16
contig-0000619	#567DE9	chr16
contig-0000620	#567DE9	chr16
contig-0000621	#E6AB23	chr8
contig-0000622	#E6AB23	chr8
contig-0000623	#E6AB23	chr8
contig-0000624	#808080	chr21
contig-0000625	#808080	chr21
contig-0000626	#17BECF	chrM
contig-0000627	#17BECF	chrM
contig-0000628	#17BECF	chrM
contig-0000629	#56B4E9	chr2
contig-0000630	#56B4E9	chr2
contig-0000631	#56B4E9	chr2
contig-0000632	#CC8DB3	chr11
contig-0000633	#CC8DB3	chr11
contig-0000634	#CC8DB3	chr11
contig-0000635	#D55E00	chr6
contig-0000636	#D55E00	chr6
contig-0000637	#D55E00	chr6
contig-0000638	#E6C47F	chr22
contig-0000639	#00B28C	chr17
contig-0000640	#00B28C	chr17
contig-0000641	#00B28C	chr17
contig-0000642	#00B28C	chr17
contig-0000643	#00B28C	chr17
contig-0000644	#00B28C	chr17
contig-0000645	#00B28C	chr17
contig-0000646	#D57533	chr13
contig-0000647	#808080	chr21
contig-0000648	#D55E00	chr6
contig-0000649	#D55E00	chr6
contig-0000650	#D55E00	chr6
contig-0000651	#D55E00	chr6
contig-0000652	#D55E00	chr6
contig-0000653	#D55E00	chr6
contig-0000654	#E69F00	chr1
contig-0000655	#E69F00	chr1
contig-0000656	#E69F00	chr1
contig-0000657	#E69F00	chr1
contig-0000658	#00B28C	chr17
contig-0000659	#00B28C	chr17
contig-0000660	#00B28C	chr17
contig-0000661	#D55E00	chr6
contig-0000662	#D55E00	chr6
contig-0000663	#D55E00	chr6
contig-0000664	#CC79A7	chr4
contig-0000665	#CC79A7	chr4
contig-0000666	#CC79A7	chr4
contig-0000667	#0072B2	chr5
contig-0000668	#0072B2	chr5
contig-0000669	#0072B2	chr5
contig-0000670	#0072B2	chr5
contig-0000671	#0072B2	chr5
contig-0000672	#56B4E9	chr2
contig-0000673	#808080	chr21
contig-0000674	#56B4E9	chr2
contig-0000675	#56B4E9	chr2
contig-0000676	#56B4E9	chr2
contig-0000677	#56B4E9	chr2
contig-0000678	#D58C66	chr20
contig-0000679	#D58C66	chr20
contig-0000680	#D58C66	chr20
contig-0000682	#E6C47F	chr22
contig-0000683	#E6C47F	chr22
contig-0000684	#E69F00	chr1
contig-0000685	#E6C47F	chr22
contig-0000686	#E6C47F	chr22
contig-0000687	#E6C47F	chr22
contig-0000688	#E69F00	chr1
contig-0000689	#E69F00	chr1
contig-0000690	#E69F00	chr1
contig-0000691	#E69F00	chr1
contig-0000692	#E69F00	chr1
contig-0000693	#E69F00	chr1
contig-0000694	#D57533	chr13
contig-0000695	#E69F00	chr1
contig-0000696	#1A7FBA	chr12
contig-0000697	#1A7FBA	chr12
contig-0000698	#1A7FBA	chr12
contig-0000699	#1A7FBA	chr12
contig-0000700	#1A7FBA	chr12
contig-0000701	#5699E9	chr9
contig-0000702	#5699E9	chr9
contig-0000703	#5699E9	chr9
contig-0000704	#5699E9	chr9
contig-0000705	#00B28C	chr17
contig-0000706	#009E73	chr3
contig-0000707	#009E73	chr3
contig-0000708	#009E73	chr3
contig-0000709	#009E73	chr3
contig-0000710	#009E73	chr3
contig-0000712	#737373	chr14
contig-0000713	#009E73	chr3
contig-0000714	#009E73	chr3
contig-0000715	#009E73	chr3
contig-0000716	#009E73	chr3
contig-0000717	#009E73	chr3
contig-0000718	#009E73	chr3
contig-0000719	#009E73	chr3
contig-0000720	#009E73	chr3
contig-0000721	#009E73	chr3
contig-0000722	#009E73	chr3
contig-0000723	#009E73	chr3
contig-0000724	#009E73	chr3
contig-0000725	#56B4E9	chr2
contig-0000726	#0072B2	chr5
contig-0000727	#0072B2	chr5
contig-0000728	#0072B2	chr5
contig-0000729	#0072B2	chr5
contig-0000730	#0072B2	chr5
contig-0000731	#9467BD	chrX
contig-0000732	#9467BD	chrX
contig-0000733	#9467BD	chrX
contig-0000734	#567DE9	chr16
contig-0000736	#567DE9	chr16
contig-0000737	#567DE9	chr16
contig-0000738	#CC8DB3	chr11
contig-0000739	#CC8DB3	chr11
contig-0000740	#CC8DB3	chr11
contig-0000741	#CC8DB3	chr11
contig-0000742	#56B4E9	chr2
contig-0000743	#56B4E9	chr2
contig-0000744	#56B4E9	chr2
contig-0000745	#D55E00	chr6
contig-0000746	#808080	chr21
contig-0000747	#D55E00	chr6
contig-0000748	#D55E00	chr6
contig-0000749	#0072B2	chr5
contig-0000750	#0072B2	chr5
contig-0000751	#0072B2	chr5
contig-0000752	#0072B2	chr5
contig-0000753	#0072B2	chr5
contig-0000754	#0072B2	chr5
contig-0000755	#0072B2	chr5
contig-0000756	#00B28C	chr17
contig-0000757	#00B28C	chr17
contig-0000758	#00B28C	chr17
contig-0000759	#00B28C	chr17
contig-0000760	#00B28C	chr17
contig-0000761	#00B28C	chr17
contig-0000762	#00B28C	chr17
contig-0000763	#00B28C	chr17
contig-0000764	#00B28C	chr17
contig-0000765	#00B28C	chr17
contig-0000766	#5699E9	chr9
contig-0000767	#D57533	chr13
contig-0000768	#5699E9	chr9
contig-0000769	#5699E9	chr9
contig-0000770	#5699E9	chr9
contig-0000771	#E6AB23	chr8
contig-0000772	#E6AB23	chr8
contig-0000773	#E6AB23	chr8
contig-0000774	#D57533	chr13
contig-0000775	#D57533	chr13
contig-0000776	#D57533	chr13
contig-0000777	#D57533	chr13
contig-0000778	#E69F00	chr1
contig-0000779	#D57533	chr13
contig-0000780	#CC8DB3	chr11
contig-0000781	#CC8DB3	chr11
contig-0000782	#CC8DB3	chr11
contig-0000783	#56B4E9	chr2
contig-0000784	#00A880	chr10
contig-0000785	#00A880	chr10
contig-0000786	#00A880	chr10
contig-0000787	#00A880	chr10
contig-0000788	#D57533	chr13
contig-0000789	#00A880	chr10
contig-0000790	#CC8DB3	chr11
contig-0000791	#E69F00	chr1
contig-0000792	#E69F00	chr1
contig-0000793	#E69F00	chr1
contig-0000794	#E69F00	chr1
contig-0000795	#E69F00	chr1
contig-0000796	#0072B2	chr5
contig-0000797	#0072B2	chr5
contig-0000798	#0072B2	chr5
contig-0000799	#D57533	chr13
contig-0000800	#0072B2	chr5
contig-0000801	#0072B2	chr5
contig-0000802	#CC8DB3	chr11
contig-0000803	#009E73	chr3
contig-0000804	#009E73	chr3
contig-0000805	#009E73	chr3
contig-0000806	#D55E00	chr6
contig-0000807	#D55E00	chr6
contig-0000808	#D55E00	chr6
contig-0000809	#CC79A7	chr4
contig-0000810	#CC79A7	chr4
contig-0000811	#CC79A7	chr4
contig-0000812	#CC79A7	chr4
contig-0000813	#CC79A7	chr4
contig-0000814	#5699E9	chr9
contig-0000815	#D55E00	chr6
contig-0000816	#D55E00	chr6
contig-0000817	#00A880	chr10
contig-0000818	#00A880	chr10
contig-0000819	#00A880	chr10
contig-0000820	#00A880	chr10
contig-0000821	#00A880	chr10
contig-0000823	#00A880	chr10
contig-0000824	#00A880	chr10
contig-0000825	#666666	chr7
contig-0000826	#666666	chr7
contig-0000827	#666666	chr7
contig-0000828	#CC79A7	chr4
contig-0000829	#CC79A7	chr4
contig-0000830	#CC79A7	chr4
contig-0000831	#CC79A7	chr4
contig-0000832	#CC79A7	chr4
contig-0000833	#CC79A7	chr4
contig-0000834	#E6B847	chr15
contig-0000835	#E6AB23	chr8
contig-0000836	#E6AB23	chr8
contig-0000837	#E6AB23	chr8
contig-0000838	#009E73	chr3
contig-0000839	#009E73	chr3
contig-0000840	#009E73	chr3
contig-0000841	#009E73	chr3
contig-0000842	#009E73	chr3
contig-0000843	#666666	chr7
contig-0000844	#737373	chr14
contig-0000845	#737373	chr14
contig-0000846	#737373	chr14
contig-0000847	#0072B2	chr5
contig-0000848	#567DE9	chr16
contig-0000849	#567DE9	chr16
contig-0000850	#567DE9	chr16
contig-0000851	#D57533	chr13
contig-0000852	#666666	chr7
contig-0000854	#E6B847	chr15
contig-0000855	#E6B847	chr15
contig-0000856	#E6B847	chr15
contig-0000857	#E6B847	chr15
contig-0000858	#E6B847	chr15
contig-0000859	#E6B847	chr15
contig-0000860	#E6B847	chr15
contig-0000861	#1A7FBA	chr12
contig-0000862	#666666	chr7
contig-0000863	#1A7FBA	chr12
contig-0000864	#1A7FBA	chr12
contig-0000866	#009E73	chr3
contig-0000867	#009E73	chr3
