contig	color	chromosome
unassigned-0000438	#808080	chr21
unassigned-0000439	#808080	chr21
unassigned-0000440	#808080	chr21
unassigned-0000441	#E69F00	chr1
unassigned-0000442	#D57533	chr13
unassigned-0000443	#808080	chr21
unassigned-0000444	#D57533	chr13
unassigned-0000445	#D57533	chr13
unassigned-0000446	#E6B847	chr15
unassigned-0000447	#737373	chr14
unassigned-0000448	#E6B847	chr15
unassigned-0000449	#D57533	chr13
unassigned-0000450	#808080	chr21
unassigned-0000451	#E6C47F	chr22
unassigned-0000453	#567DE9	chr16
unassigned-0000454	#737373	chr14
unassigned-0000455	#737373	chr14
unassigned-0000456	#CCA0BF	chr18
unassigned-0000457	#E6C47F	chr22
unassigned-0000458	#737373	chr14
unassigned-0000459	#D55E00	chr6
unassigned-0000460	#D55E00	chr6
unassigned-0000462	#E69F00	chr1
unassigned-0000463	#D57533	chr13
unassigned-0000464	#E6B847	chr15
unassigned-0000465	#D57533	chr13
unassigned-0000466	#D57533	chr13
unassigned-0000467	#D57533	chr13
unassigned-0000468	#D57533	chr13
unassigned-0000469	#D57533	chr13
unassigned-0000470	#D57533	chr13
unassigned-0000471	#D57533	chr13
unassigned-0000472	#D57533	chr13
unassigned-0000474	#E6C47F	chr22
unassigned-0000476	#56B4E9	chr2
unassigned-0000477	#808080	chr21
unassigned-0000478	#737373	chr14
unassigned-0000479	#D57533	chr13
unassigned-0000480	#808080	chr21
unassigned-0000481	#808080	chr21
unassigned-0000483	#808080	chr21
unassigned-0000484	#808080	chr21
unassigned-0000485	#808080	chr21
unassigned-0000486	#808080	chr21
unassigned-0000487	#737373	chr14
unassigned-0000488	#E69F00	chr1
unassigned-0000489	#E69F00	chr1
unassigned-0000490	#737373	chr14
unassigned-0000491	#808080	chr21
unassigned-0000493	#808080	chr21
unassigned-0000495	#D57533	chr13
unassigned-0000496	#D57533	chr13
unassigned-0000497	#CCA0BF	chr18
unassigned-0000498	#E6B847	chr15
unassigned-0000499	#808080	chr21
unassigned-0000500	#808080	chr21
unassigned-0000501	#808080	chr21
unassigned-0000502	#E6B847	chr15
unassigned-0000503	#808080	chr21
unassigned-0000504	#CC8DB3	chr11
unassigned-0000505	#00B28C	chr17
unassigned-0000506	#E6C47F	chr22
unassigned-0000507	#808080	chr21
unassigned-0000508	#808080	chr21
unassigned-0000509	#E6AB23	chr8
unassigned-0000510	#D57533	chr13
unassigned-0000511	#808080	chr21
unassigned-0000512	#808080	chr21
unassigned-0000513	#808080	chr21
unassigned-0000514	#808080	chr21
unassigned-0000516	#E6C47F	chr22
unassigned-0000517	#D57533	chr13
unassigned-0000518	#E6C47F	chr22
unassigned-0000519	#737373	chr14
unassigned-0000520	#D57533	chr13
unassigned-0000521	#E6B847	chr15
unassigned-0000522	#E6B847	chr15
unassigned-0000523	#E6B847	chr15
unassigned-0000524	#E6B847	chr15
unassigned-0000525	#E6B847	chr15
unassigned-0000526	#808080	chr21
unassigned-0000527	#E6B847	chr15
unassigned-0000528	#E6B847	chr15
unassigned-0000532	#E69F00	chr1
unassigned-0000535	#E6B847	chr15
unassigned-0000536	#737373	chr14
unassigned-0000537	#E6C47F	chr22
unassigned-0000538	#808080	chr21
unassigned-0000539	#808080	chr21
unassigned-0000543	#E69F00	chr1
unassigned-0000545	#737373	chr14
unassigned-0000546	#E6B847	chr15
unassigned-0000547	#808080	chr21
unassigned-0000548	#E6C47F	chr22
unassigned-0000549	#CCA0BF	chr18
unassigned-0000551	#808080	chr21
unassigned-0000552	#E6C47F	chr22
unassigned-0000553	#D57533	chr13
unassigned-0000555	#D55E00	chr6
unassigned-0000558	#E6C47F	chr22
unassigned-0000559	#D57533	chr13
unassigned-0000561	#808080	chr21
unassigned-0000562	#808080	chr21
unassigned-0000563	#5699E9	chr9
unassigned-0000564	#808080	chr21
unassigned-0000565	#808080	chr21
unassigned-0000566	#808080	chr21
unassigned-0000567	#737373	chr14
unassigned-0000568	#808080	chr21
unassigned-0000569	#808080	chr21
unassigned-0000570	#808080	chr21
unassigned-0000571	#737373	chr14
unassigned-0000572	#E6C47F	chr22
unassigned-0000575	#E6C47F	chr22
unassigned-0000576	#D57533	chr13
unassigned-0000579	#E6C47F	chr22
unassigned-0000580	#737373	chr14
unassigned-0000581	#737373	chr14
unassigned-0000582	#808080	chr21
unassigned-0000583	#808080	chr21
unassigned-0000584	#808080	chr21
unassigned-0000585	#737373	chr14
unassigned-0000586	#D57533	chr13
unassigned-0000587	#D57533	chr13
unassigned-0000588	#E6B847	chr15
unassigned-0000589	#D57533	chr13
unassigned-0000590	#D57533	chr13
unassigned-0000591	#E6C47F	chr22
unassigned-0000592	#D57533	chr13
unassigned-0000594	#D57533	chr13
unassigned-0000595	#E6C47F	chr22
unassigned-0000596	#D57533	chr13
unassigned-0000597	#808080	chr21
unassigned-0000598	#D57533	chr13
unassigned-0000601	#D57533	chr13
unassigned-0000603	#E6C47F	chr22
unassigned-0000604	#E6C47F	chr22
unassigned-0000605	#808080	chr21
unassigned-0000606	#E6B847	chr15
unassigned-0000608	#808080	chr21
unassigned-0000609	#808080	chr21
unassigned-0000612	#E6B847	chr15
unassigned-0000613	#808080	chr21
unassigned-0000614	#808080	chr21
unassigned-0000616	#E6B847	chr15
unassigned-0000618	#808080	chr21
unassigned-0000619	#D58C66	chr20
unassigned-0000620	#E6C47F	chr22
unassigned-0000621	#D57533	chr13
unassigned-0000622	#D57533	chr13
unassigned-0000623	#D57533	chr13
unassigned-0000624	#E6C47F	chr22
unassigned-0000625	#E6B847	chr15
unassigned-0000627	#CC8DB3	chr11
unassigned-0000628	#D57533	chr13
unassigned-0000629	#E6C47F	chr22
unassigned-0000630	#D57533	chr13
unassigned-0000631	#E6C47F	chr22
unassigned-0000632	#D57533	chr13
unassigned-0000633	#E6C47F	chr22
unassigned-0000634	#E6C47F	chr22
unassigned-0000635	#737373	chr14
unassigned-0000636	#E6C47F	chr22
unassigned-0000638	#666666	chr7
unassigned-0000639	#D57533	chr13
unassigned-0000640	#D57533	chr13
unassigned-0000641	#E6C47F	chr22
unassigned-0000642	#E6AB23	chr8
unassigned-0000643	#E6B847	chr15
unassigned-0000644	#E69F00	chr1
unassigned-0000645	#E69F00	chr1
unassigned-0000646	#56B4E9	chr2
unassigned-0000647	#56B4E9	chr2
unassigned-0000648	#E69F00	chr1
unassigned-0000649	#E69F00	chr1
unassigned-0000650	#D55E00	chr6
unassigned-0000651	#D55E00	chr6
unassigned-0000652	#CC79A7	chr4
unassigned-0000653	#009E73	chr3
unassigned-0000654	#666666	chr7
unassigned-0000655	#CC79A7	chr4
unassigned-0000656	#9467BD	chrX
unassigned-0000657	#CC8DB3	chr11
unassigned-0000658	#737373	chr14
unassigned-0000659	#D55E00	chr6
unassigned-0000660	#D55E00	chr6
unassigned-0000661	#D55E00	chr6
unassigned-0000662	#CC79A7	chr4
unassigned-0000663	#737373	chr14
unassigned-0000664	#567DE9	chr16
unassigned-0000665	#567DE9	chr16
unassigned-0000666	#009E73	chr3
unassigned-0000667	#E6C47F	chr22
unassigned-0000668	#E6B847	chr15
unassigned-0000671	#E69F00	chr1
unassigned-0000672	#D57533	chr13
unassigned-0000673	#D57533	chr13
unassigned-0000674	#9467BD	chrX
unassigned-0000675	#CCA0BF	chr18
unassigned-0000676	#E69F00	chr1
unassigned-0000677	#E69F00	chr1
unassigned-0000678	#D57533	chr13
unassigned-0000679	#CCA0BF	chr18
unassigned-0000680	#567DE9	chr16
unassigned-0000681	#CCA0BF	chr18
unassigned-0000682	#CCA0BF	chr18
unassigned-0000683	#CCA0BF	chr18
unassigned-0000684	#1A7FBA	chr12
unassigned-0000685	#E69F00	chr1
unassigned-0000686	#E6C47F	chr22
unassigned-0000687	#0072B2	chr5
unassigned-0000688	#808080	chr21
unassigned-0000689	#56B4E9	chr2
unassigned-0000691	#0072B2	chr5
unassigned-0000692	#D55E00	chr6
unassigned-0000693	#D55E00	chr6
unassigned-0000694	#D55E00	chr6
unassigned-0000695	#D55E00	chr6
unassigned-0000696	#D55E00	chr6
unassigned-0000698	#56B4E9	chr2
unassigned-0000699	#9467BD	chrX
unassigned-0000700	#808080	chr21
unassigned-0000701	#808080	chr21
unassigned-0000702	#808080	chr21
unassigned-0000703	#808080	chr21
unassigned-0000704	#808080	chr21
unassigned-0000705	#808080	chr21
unassigned-0000706	#808080	chr21
unassigned-0000707	#808080	chr21
unassigned-0000708	#808080	chr21
unassigned-0000709	#0072B2	chr5
unassigned-0000710	#D58C66	chr20
unassigned-0000711	#D58C66	chr20
unassigned-0000712	#D58C66	chr20
unassigned-0000713	#0072B2	chr5
unassigned-0000714	#0072B2	chr5
unassigned-0000715	#0072B2	chr5
unassigned-0000716	#E6C47F	chr22
unassigned-0000718	#D57533	chr13
unassigned-0000719	#808080	chr21
unassigned-0000720	#D57533	chr13
unassigned-0000721	#808080	chr21
unassigned-0000722	#009E73	chr3
unassigned-0000723	#D57533	chr13
unassigned-0000724	#E6B847	chr15
unassigned-0000725	#56B4E9	chr2
unassigned-0000726	#E6B847	chr15
unassigned-0000727	#D55E00	chr6
unassigned-0000728	#D57533	chr13
unassigned-0000729	#666666	chr7
unassigned-0000730	#D57533	chr13
unassigned-0000731	#E6B847	chr15
unassigned-0000732	#D55E00	chr6
unassigned-0000733	#808080	chr21
unassigned-0000734	#E6B847	chr15
unassigned-0000735	#E6B847	chr15
unassigned-0000736	#E69F00	chr1
unassigned-0000737	#CCA0BF	chr18
unassigned-0000738	#D55E00	chr6
unassigned-0000739	#9467BD	chrX
unassigned-0000740	#808080	chr21
unassigned-0000741	#56B4E9	chr2
unassigned-0000742	#56B4E9	chr2
unassigned-0000743	#009E73	chr3
unassigned-0000744	#E69F00	chr1
unassigned-0000745	#E69F00	chr1
unassigned-0000746	#CC79A7	chr4
unassigned-0000747	#5699E9	chr9
unassigned-0000748	#CC8DB3	chr11
unassigned-0000749	#5699E9	chr9
unassigned-0000750	#567DE9	chr16
unassigned-0000751	#CC79A7	chr4
unassigned-0000752	#D57533	chr13
unassigned-0000753	#D57533	chr13
unassigned-0000754	#E6AB23	chr8
unassigned-0000755	#E6AB23	chr8
unassigned-0000756	#E6AB23	chr8
unassigned-0000757	#E6AB23	chr8
unassigned-0000758	#E6AB23	chr8
unassigned-0000759	#808080	chr21
unassigned-0000760	#D57533	chr13
unassigned-0000761	#808080	chr21
unassigned-0000762	#5699E9	chr9
unassigned-0000763	#9467BD	chrX
unassigned-0000764	#56B4E9	chr2
unassigned-0000765	#56B4E9	chr2
unassigned-0000766	#D55E00	chr6
unassigned-0000767	#56B4E9	chr2
unassigned-0000768	#D55E00	chr6
unassigned-0000769	#D55E00	chr6
unassigned-0000770	#D58C66	chr20
unassigned-0000771	#666666	chr7
unassigned-0000772	#56B4E9	chr2
unassigned-0000773	#E6AB23	chr8
