contig_name	contig_length_bp	haplotype	primary_chrom	aligned_bp	satellite_bp	satellite_fraction	classification
haplotype1-0000041	41321	haplotype1	chr7	41269	0	0	non_satellite
haplotype1-0000042	53241	haplotype1	chr17	53914	53914	1	satellite
haplotype1-0000043	36359	haplotype1	chr4	36372	0	0	non_satellite
haplotype1-0000044	38518	haplotype1	chr15	269640	38520	0.142857	non_satellite
haplotype1-0000045	15912	haplotype1	chr3	15912	0	0	non_satellite
haplotype1-0000046	12203	haplotype1	chr1	12204	0	0	non_satellite
haplotype1-0000047	79273	haplotype1	chrY	158484	3654	0.023056	non_satellite
haplotype1-0000048	304806	haplotype1	chr12	154778	154778	1	satellite
haplotype1-0000049	62920	haplotype1	chr8	62927	0	0	non_satellite
unassigned-0000935	143913	unassigned	chr21	44251	44251	1	satellite
unassigned-0000977	27941	unassigned	chr2	30037	0	0	non_satellite
unassigned-0000662	155045	unassigned	chr10	155083	0	0	non_satellite
unassigned-0000978	18686	unassigned	chr18	18689	0	0	non_satellite
unassigned-0000979	67897	unassigned	chr15	67872	0	0	non_satellite
unassigned-0000938	154815	unassigned	chr2	495631	202377	0.408322	non_satellite
unassigned-0000665	32255	unassigned	chr19	32260	0	0	non_satellite
unassigned-0000310	30749	unassigned	chr2	30728	0	0	non_satellite
unassigned-0000667	104767	unassigned	chr13	111410	111410	1	satellite
unassigned-0000353	118981	unassigned	chr21	100629	100629	1	satellite
unassigned-0000312	75333	unassigned	chr14	150918	75459	0.5	satellite
unassigned-0000313	27792	unassigned	chr18	27791	0	0	non_satellite
unassigned-0000396	88085	unassigned	chr2	88066	0	0	non_satellite
unassigned-0000355	69498	unassigned	chr11	69464	0	0	non_satellite
haplotype2-0000160	162839	haplotype2	chr15	541023	150111	0.277458	non_satellite
haplotype2-0000161	184753	haplotype2	chr11	184788	0	0	non_satellite
haplotype2-0000162	40623	haplotype2	chr1	40738	40738	1	satellite
haplotype2-0000163	64862	haplotype2	chr1	64863	64863	1	satellite
haplotype2-0000123	31775	haplotype2	chr14	26079	0	0	non_satellite
haplotype2-0000166	462545	haplotype2	chr5	20820	20820	1	satellite
haplotype2-0000125	45114	haplotype2	chr7	45110	0	0	non_satellite
haplotype2-0000167	149738	haplotype2	chr15	149754	0	0	non_satellite
haplotype2-0000126	93681	haplotype2	chr7	93667	0	0	non_satellite
haplotype2-0000127	124149	haplotype2	chr3	124154	0	0	non_satellite
haplotype2-0000169	273730	haplotype2	chr5	44690	44690	1	satellite
unassigned-0001040	68307	unassigned	chr19	68197	0	0	non_satellite
unassigned-0001000	215148	unassigned	chr13	822399	212939	0.258924	non_satellite
unassigned-0001042	174320	unassigned	chr12	173372	0	0	non_satellite
unassigned-0001001	203968	unassigned	chr13	1540040	192505	0.125	non_satellite
unassigned-0001043	126243	unassigned	chr13	116062	0	0	non_satellite
unassigned-0001002	3899217	unassigned	chr13	14678021	2890637	0.196936	non_satellite
unassigned-0001003	546278	unassigned	chr15	5440978	558292	0.102609	non_satellite
unassigned-0001004	211907	unassigned	chr13	940562	209762	0.223018	non_satellite
unassigned-0001006	132962	unassigned	chr14	244736	122368	0.5	satellite
unassigned-0001048	23017	unassigned	chr6	23019	0	0	non_satellite
unassigned-0001007	260888	unassigned	chr11	260916	0	0	non_satellite
unassigned-0001009	76760	unassigned	chr6	76487	0	0	non_satellite
unassigned-0000780	19748	unassigned	chr20	19628	0	0	non_satellite
unassigned-0000781	54608	unassigned	chr16	145314	72657	0.5	satellite
unassigned-0000741	40900	unassigned	chr15	39935	39935	1	satellite
unassigned-0000782	91869	unassigned	chr16	110102	110102	1	satellite
unassigned-0000742	23254	unassigned	chr15	23252	23252	1	satellite
unassigned-0000701	25876	unassigned	chr3	25872	0	0	non_satellite
unassigned-0000783	97635	unassigned	chr1	97622	97622	1	satellite
unassigned-0000743	75674	unassigned	chr16	322036	89736	0.278652	non_satellite
unassigned-0000702	37876	unassigned	chr1	37858	0	0	non_satellite
unassigned-0000784	34362	unassigned	chr12	34267	0	0	non_satellite
unassigned-0000785	40103	unassigned	chrY	40079	191	0.00476559	non_satellite
unassigned-0000744	56019	unassigned	chr5	56072	0	0	non_satellite
unassigned-0000703	210139	unassigned	chr15	206183	206183	1	satellite
unassigned-0000745	197750	unassigned	chr15	12813	12813	1	satellite
unassigned-0000471	89780	unassigned	chr21	88745	88745	1	satellite
unassigned-0000473	205585	unassigned	chr17	205612	0	0	non_satellite
unassigned-0000432	88909	unassigned	chr13	46014	46014	1	satellite
unassigned-0000788	12878	unassigned	chr1	12848	0	0	non_satellite
unassigned-0000474	111948	unassigned	chr17	111914	0	0	non_satellite
unassigned-0000433	70182	unassigned	chr21	37889	37889	1	satellite
unassigned-0000789	29161	unassigned	chr4	29168	0	0	non_satellite
unassigned-0000749	193888	unassigned	chr15	861078	229111	0.266075	non_satellite
unassigned-0000434	273067	unassigned	chr2	273418	0	0	non_satellite
unassigned-0000437	31924	unassigned	chr17	31851	0	0	non_satellite
unassigned-0000438	29999	unassigned	chr17	29978	0	0	non_satellite
unassigned-0000439	55730	unassigned	chr17	55640	0	0	non_satellite
unassigned-0000820	81607	unassigned	chr18	81608	0	0	non_satellite
unassigned-0000821	139721	unassigned	chr18	139745	0	0	non_satellite
unassigned-0000822	29905	unassigned	chr18	29898	0	0	non_satellite
unassigned-0000864	28684	unassigned	chr13	28715	28715	1	satellite
unassigned-0000823	106429	unassigned	chr11	106448	0	0	non_satellite
unassigned-0000824	49319	unassigned	chr4	49316	0	0	non_satellite
unassigned-0000866	89119	unassigned	chr2	89080	0	0	non_satellite
unassigned-0000825	70681	unassigned	chr12	68949	0	0	non_satellite
unassigned-0000826	25698	unassigned	chr16	25672	0	0	non_satellite
unassigned-0000594	157330	unassigned	chr10	157084	0	0	non_satellite
unassigned-0000827	23282	unassigned	chr7	23259	0	0	non_satellite
unassigned-0000828	16390	unassigned	chr14	16359	16359	1	satellite
unassigned-0000240	45672	unassigned	chr2	45133	0	0	non_satellite
unassigned-0000829	128332	unassigned	chr14	128318	0	0	non_satellite
unassigned-0000200	56937	unassigned	chr12	56928	0	0	non_satellite
unassigned-0000598	140914	unassigned	chr10	140932	0	0	non_satellite
unassigned-0000284	10985	unassigned	chr13	10895	10895	1	satellite
unassigned-0000202	83390	unassigned	chr11	89489	89489	1	satellite
unassigned-0000285	11643	unassigned	chr13	11571	11571	1	satellite
unassigned-0000519	70893	unassigned	chr21	49654	49654	1	satellite
unassigned-0000204	50078	unassigned	chr16	50099	0	0	non_satellite
unassigned-0000205	128218	unassigned	chr2	128191	0	0	non_satellite
unassigned-0000288	113965	unassigned	chr14	226860	113430	0.5	satellite
unassigned-0000209	125310	unassigned	chr15	125322	0	0	non_satellite
haplotype2-0000095	1751651	haplotype2	chr5	414220	414220	1	satellite
haplotype1-0000052	228191	haplotype1	chr15	528264	176088	0.333333	non_satellite
haplotype1-0000053	141029	haplotype1	chr15	762090	127015	0.166667	non_satellite
haplotype2-0000099	99373	haplotype2	chr18	99392	0	0	non_satellite
haplotype1-0000054	140168	haplotype1	chr4	136842	0	0	non_satellite
haplotype1-0000055	34822	haplotype1	chr1	34791	34791	1	satellite
haplotype1-0000056	53324	haplotype1	chr15	53198	0	0	non_satellite
haplotype1-0000057	256005	haplotype1	chr17	255195	0	0	non_satellite
haplotype1-0000058	86888	haplotype1	chr4	83167	0	0	non_satellite
unassigned-0000980	111772	unassigned	chr2	558895	111779	0.2	non_satellite
unassigned-0000981	55198	unassigned	chr10	55056	0	0	non_satellite
unassigned-0000940	99447	unassigned	chr13	103948	103948	1	satellite
unassigned-0000900	27207	unassigned	chr9	27154	0	0	non_satellite
unassigned-0000941	45070	unassigned	chr9	45026	45026	1	satellite
unassigned-0000942	31901	unassigned	chr9	31873	31873	1	satellite
unassigned-0000944	12432	unassigned	chr2	12437	0	0	non_satellite
unassigned-0000903	131062	unassigned	chr21	131196	131196	1	satellite
unassigned-0000630	47829	unassigned	chr1	47779	47779	1	satellite
unassigned-0000987	195430	unassigned	chr17	159041	0	0	non_satellite
unassigned-0000905	110118	unassigned	chr13	115701	115701	1	satellite
unassigned-0000988	26963	unassigned	chr17	26928	0	0	non_satellite
unassigned-0000673	77925	unassigned	chr13	82320	82320	1	satellite
unassigned-0000949	35623	unassigned	chr12	35632	0	0	non_satellite
unassigned-0000634	81544	unassigned	chr10	81565	0	0	non_satellite
unassigned-0000909	91276	unassigned	chr13	95794	95794	1	satellite
unassigned-0000677	32292	unassigned	chr7	32364	0	0	non_satellite
unassigned-0000638	35047	unassigned	chr18	35056	0	0	non_satellite
unassigned-0000639	68066	unassigned	chr10	68054	0	0	non_satellite
unassigned-0000325	48939	unassigned	chr21	14592	14592	1	satellite
unassigned-0000366	29411	unassigned	chr15	29374	0	0	non_satellite
unassigned-0000326	94210	unassigned	chr21	31272	31272	1	satellite
haplotype2-0000170	249417	haplotype2	chr5	54778	54778	1	satellite
haplotype2-0000130	110131	haplotype2	chr15	26514	13257	0.5	satellite
haplotype2-0000172	223914	haplotype2	chr14	4253093	223847	0.0526316	non_satellite
haplotype2-0000173	90360	haplotype2	chr14	360876	90219	0.25	non_satellite
haplotype2-0000132	336848	haplotype2	chr5	10670	10670	1	satellite
haplotype2-0000174	75624	haplotype2	chr14	302376	75594	0.25	non_satellite
haplotype2-0000133	361067	haplotype2	chr5	10670	10670	1	satellite
haplotype2-0000175	305782	haplotype2	chr14	3588673	305745	0.0851972	non_satellite
haplotype2-0000177	41178	haplotype2	chr22	41192	0	0	non_satellite
haplotype2-0000178	55857	haplotype2	chr17	55825	0	0	non_satellite
haplotype2-0000137	19752	haplotype2	chr1	19765	19765	1	satellite
haplotype2-0000179	79202	haplotype2	chr17	79214	0	0	non_satellite
haplotype2-0000138	70700	haplotype2	chr1	70681	70681	1	satellite
haplotype2-0000139	31848	haplotype2	chr6	31847	0	0	non_satellite
unassigned-0001051	79715	unassigned	chr2	79770	0	0	non_satellite
unassigned-0001010	32406	unassigned	chr16	30687	30687	1	satellite
unassigned-0001052	51000	unassigned	chr4	51002	0	0	non_satellite
unassigned-0001014	129814	unassigned	chr6	390312	130104	0.333333	non_satellite
unassigned-0001015	43674	unassigned	chr20	43698	0	0	non_satellite
unassigned-0001057	68909	unassigned	chr20	67783	0	0	non_satellite
unassigned-0001016	36911	unassigned	chr1	36870	0	0	non_satellite
unassigned-0001059	111237	unassigned	chr2	111248	0	0	non_satellite
unassigned-0001018	187376	unassigned	chr16	183202	0	0	non_satellite
unassigned-0001019	39740	unassigned	chr15	39741	0	0	non_satellite
unassigned-0000790	74775	unassigned	chr21	74383	0	0	non_satellite
unassigned-0000791	139228	unassigned	chr15	1531068	139188	0.0909091	non_satellite
unassigned-0000751	103861	unassigned	chr21	102855	102855	1	satellite
unassigned-0000711	222248	unassigned	chr15	442492	229312	0.518229	satellite
unassigned-0000794	70646	unassigned	chr20	68194	68194	1	satellite
unassigned-0000712	614161	unassigned	chr15	1152739	600169	0.520646	satellite
unassigned-0000795	30279	unassigned	chr20	30276	30276	1	satellite
unassigned-0000480	58748	unassigned	chr13	58731	58731	1	satellite
unassigned-0000796	163989	unassigned	chr15	537132	179044	0.333333	non_satellite
unassigned-0000481	85502	unassigned	chr17	78872	0	0	non_satellite
unassigned-0000797	187961	unassigned	chr15	527064	175688	0.333333	non_satellite
unassigned-0000400	36942	unassigned	chr14	74104	37052	0.5	satellite
unassigned-0000798	47056	unassigned	chr16	47083	0	0	non_satellite
unassigned-0000758	169002	unassigned	chr7	168977	0	0	non_satellite
unassigned-0000486	27465	unassigned	chr13	24211	24211	1	satellite
unassigned-0000487	94094	unassigned	chr17	55596	0	0	non_satellite
unassigned-0000447	39548	unassigned	chr13	39586	39586	1	satellite
unassigned-0000409	122363	unassigned	chr17	107706	0	0	non_satellite
unassigned-0000830	106955	unassigned	chr14	214208	107104	0.5	satellite
unassigned-0000831	26076	unassigned	chr17	26080	0	0	non_satellite
unassigned-0000832	83499	unassigned	chr17	83522	0	0	non_satellite
unassigned-0000874	45313	unassigned	chr4	45307	0	0	non_satellite
unassigned-0000833	117618	unassigned	chr4	117619	0	0	non_satellite
unassigned-0000875	18398	unassigned	chr4	18380	0	0	non_satellite
unassigned-0000834	10862	unassigned	chr8	10835	0	0	non_satellite
unassigned-0000835	43935	unassigned	chr17	43859	0	0	non_satellite
unassigned-0000561	105318	unassigned	chr21	134220	134220	1	satellite
unassigned-0000836	32639	unassigned	chr17	32643	0	0	non_satellite
unassigned-0000878	235812	unassigned	chr15	803709	226820	0.282217	non_satellite
unassigned-0000563	78978	unassigned	chr13	83479	83479	1	satellite
unassigned-0000879	250519	unassigned	chr15	1388574	252813	0.182067	non_satellite
unassigned-0000565	70191	unassigned	chr13	68547	68547	1	satellite
unassigned-0000292	48095	unassigned	chr15	47905	47905	1	satellite
unassigned-0000210	50527	unassigned	chr17	46811	0	0	non_satellite
unassigned-0000211	65065	unassigned	chr21	26341	26341	1	satellite
unassigned-0000527	34283	unassigned	chr21	11085	11085	1	satellite
unassigned-0000212	35024	unassigned	chr11	35016	0	0	non_satellite
unassigned-0000569	69057	unassigned	chr8	69483	0	0	non_satellite
unassigned-0000254	73210	unassigned	chr21	26341	26341	1	satellite
unassigned-0000213	10045	unassigned	chr11	10016	0	0	non_satellite
unassigned-0000255	81355	unassigned	chr13	76953	76953	1	satellite
unassigned-0000214	50956	unassigned	chr11	50931	0	0	non_satellite
unassigned-0000256	82274	unassigned	chr13	59733	59733	1	satellite
unassigned-0000215	17062	unassigned	chr4	16941	0	0	non_satellite
unassigned-0000216	135799	unassigned	chr21	64395	64395	1	satellite
unassigned-0000219	50950	unassigned	chr20	50944	0	0	non_satellite
haplotype1-0000062	139174	haplotype1	chr9	139181	139181	1	satellite
haplotype1-0000063	183831	haplotype1	chr9	183811	183811	1	satellite
haplotype1-0000065	104239	haplotype1	chr2	103989	0	0	non_satellite
haplotype1-0000024	47018	haplotype1	chr16	47047	0	0	non_satellite
haplotype1-0000066	123542	haplotype1	chr2	123559	0	0	non_satellite
haplotype1-0000025	84305	haplotype1	chr16	84327	0	0	non_satellite
haplotype1-0000067	136546	haplotype1	chr15	42391	42391	1	satellite
haplotype1-0000068	200240	haplotype1	chr7	200243	0	0	non_satellite
haplotype1-0000069	69024	haplotype1	chr1	69024	69024	1	satellite
haplotype1-0000028	229196	haplotype1	chr15	229180	0	0	non_satellite
haplotype1-0000029	36768	haplotype1	chr5	32796	0	0	non_satellite
unassigned-0000990	73877	unassigned	chr2	438078	73013	0.166667	non_satellite
unassigned-0000991	67792	unassigned	chr17	67725	0	0	non_satellite
unassigned-0000951	55182	unassigned	chr9	55137	55137	1	satellite
unassigned-0000992	40640	unassigned	chr17	40627	0	0	non_satellite
unassigned-0000993	81214	unassigned	chr21	44251	44251	1	satellite
unassigned-0000952	67857	unassigned	chr7	67859	0	0	non_satellite
unassigned-0000953	31593	unassigned	chr17	31564	0	0	non_satellite
unassigned-0000994	24665	unassigned	chr21	24300	0	0	non_satellite
unassigned-0000954	24740	unassigned	chr18	24736	24736	1	satellite
unassigned-0000680	216130	unassigned	chr15	216143	0	0	non_satellite
unassigned-0000955	90014	unassigned	chr18	89899	89899	1	satellite
unassigned-0000956	51845	unassigned	chr22	51845	0	0	non_satellite
unassigned-0000915	66318	unassigned	chr14	131636	65818	0.5	satellite
unassigned-0000916	25735	unassigned	chr9	25722	25722	1	satellite
unassigned-0000957	32900	unassigned	chr15	32866	0	0	non_satellite
unassigned-0000683	21468	unassigned	chr1	21430	0	0	non_satellite
unassigned-0000998	33041	unassigned	chr3	33045	0	0	non_satellite
unassigned-0000999	82327	unassigned	chr16	87141	87141	1	satellite
unassigned-0000685	13502	unassigned	chr8	13479	0	0	non_satellite
unassigned-0000603	70195	unassigned	chr13	74546	74546	1	satellite
unassigned-0000331	118259	unassigned	chr9	118238	0	0	non_satellite
unassigned-0000605	18984	unassigned	chr7	18979	0	0	non_satellite
unassigned-0000647	72375	unassigned	chr13	76968	76968	1	satellite
unassigned-0000373	123201	unassigned	chr6	123180	123180	1	satellite
unassigned-0000332	193595	unassigned	chr21	133840	133840	1	satellite
unassigned-0000689	144010	unassigned	chr7	144060	0	0	non_satellite
unassigned-0000374	80001	unassigned	chr6	79958	79958	1	satellite
unassigned-0000375	49110	unassigned	chr6	49093	49093	1	satellite
unassigned-0000376	25019	unassigned	chr6	24974	24974	1	satellite
unassigned-0000609	110380	unassigned	chr16	119321	0	0	non_satellite
unassigned-0000336	26677	unassigned	chr20	26694	0	0	non_satellite
unassigned-0000337	53450	unassigned	chr20	53414	0	0	non_satellite
unassigned-0000379	14404	unassigned	chr7	14405	0	0	non_satellite
haplotype2-0000180	245851	haplotype2	chr5	145536	145536	1	satellite
haplotype2-0000181	176441	haplotype2	chr5	27952	27952	1	satellite
haplotype2-0000140	909844	haplotype2	chr11	909771	0	0	non_satellite
haplotype2-0000182	206761	haplotype2	chr5	155132	155132	1	satellite
haplotype2-0000141	269663	haplotype2	chr14	2163552	270444	0.125	non_satellite
haplotype2-0000183	481625	haplotype2	chr5	153586	153586	1	satellite
haplotype2-0000142	232400	haplotype2	chr14	932128	233032	0.25	non_satellite
haplotype2-0000184	456529	haplotype2	chr5	82521	82521	1	satellite
haplotype2-0000143	436713	haplotype2	chr14	5684107	437239	0.0769231	non_satellite
haplotype2-0000102	79715	haplotype2	chr5	17595	17595	1	satellite
haplotype2-0000185	187656	haplotype2	chr5	50192	50192	1	satellite
haplotype2-0000144	97534	haplotype2	chr14	877887	97543	0.111111	non_satellite
haplotype2-0000103	68072	haplotype2	chr18	67762	0	0	non_satellite
haplotype2-0000186	338495	haplotype2	chr2	338473	0	0	non_satellite
haplotype2-0000145	26089	haplotype2	chr1	26099	26099	1	satellite
haplotype2-0000104	20743	haplotype2	chr4	20654	0	0	non_satellite
haplotype2-0000187	175066	haplotype2	chr7	175049	0	0	non_satellite
haplotype2-0000105	129426	haplotype2	chr16	519807	144796	0.278557	non_satellite
haplotype2-0000188	55877	haplotype2	chr22	55877	55877	1	satellite
haplotype2-0000147	70833	haplotype2	chr15	375126	85131	0.22694	non_satellite
haplotype2-0000189	49503	haplotype2	chr8	49481	0	0	non_satellite
haplotype2-0000148	224747	haplotype2	chr11	224783	0	0	non_satellite
haplotype2-0000149	706624	haplotype2	chr5	133814	133814	1	satellite
haplotype2-0000108	192652	haplotype2	chr12	188141	0	0	non_satellite
haplotype2-0000109	201996	haplotype2	chr12	197899	0	0	non_satellite
unassigned-0001060	36404	unassigned	chr17	36349	0	0	non_satellite
unassigned-0001061	100761	unassigned	chr11	100771	0	0	non_satellite
unassigned-0001020	158190	unassigned	chr15	158198	0	0	non_satellite
unassigned-0001062	85405	unassigned	chr11	85394	0	0	non_satellite
unassigned-0001021	80659	unassigned	chr15	80677	0	0	non_satellite
unassigned-0001063	149214	unassigned	chr3	149229	0	0	non_satellite
unassigned-0001064	60039	unassigned	chr16	60046	0	0	non_satellite
unassigned-0001065	94027	unassigned	chr2	94017	0	0	non_satellite
unassigned-0001024	10992	unassigned	chr11	10971	0	0	non_satellite
unassigned-0001066	73539	unassigned	chr2	73488	0	0	non_satellite
unassigned-0001025	102139	unassigned	chr2	102161	0	0	non_satellite
unassigned-0001067	39008	unassigned	chr2	38872	0	0	non_satellite
unassigned-0001026	51240	unassigned	chr11	51212	0	0	non_satellite
unassigned-0001068	55456	unassigned	chr15	55459	0	0	non_satellite
unassigned-0001028	22248	unassigned	chr3	22229	0	0	non_satellite
unassigned-0001029	69483	unassigned	chr5	69396	0	0	non_satellite
unassigned-0000490	22193	unassigned	chr12	22182	0	0	non_satellite
unassigned-0000491	27231	unassigned	chr13	24211	24211	1	satellite
unassigned-0000450	68680	unassigned	chr13	73099	73099	1	satellite
unassigned-0000410	124677	unassigned	chr13	258256	129128	0.5	satellite
unassigned-0000493	37567	unassigned	chr14	75528	37764	0.5	satellite
unassigned-0000411	47332	unassigned	chr13	47322	47322	1	satellite
unassigned-0000767	175710	unassigned	chr7	175717	0	0	non_satellite
unassigned-0000495	105700	unassigned	chr21	16966	16966	1	satellite
unassigned-0000728	108425	unassigned	chr15	216842	108421	0.5	satellite
unassigned-0000729	258131	unassigned	chr15	1929914	264162	0.136878	non_satellite
unassigned-0000455	13361	unassigned	chr11	13008	0	0	non_satellite
unassigned-0000415	257631	unassigned	chr15	468858	254230	0.542232	satellite
unassigned-0000416	62676	unassigned	chr17	62680	0	0	non_satellite
unassigned-0000418	28574	unassigned	chr11	27678	27678	1	satellite
