contig	color
haplotype2-0000141	#00B28C	chr17
haplotype2-0000142	#CC8DB3	chr11
haplotype2-0000143	#338CC2	chr19
haplotype2-0000144	#E6AB23	chr8
haplotype2-0000145	#5699E9	chr9
haplotype2-0000146	#56B4E9	chr2
haplotype2-0000147	#338CC2	chr19
haplotype2-0000148	#5699E9	chr9
haplotype2-0000149	#E6C47F	chr22
haplotype2-0000150	#E6C47F	chr22
haplotype2-0000151	#E6C47F	chr22
haplotype2-0000152	#E6C47F	chr22
haplotype2-0000153	#E6C47F	chr22
haplotype2-0000154	#E6C47F	chr22
haplotype2-0000155	#E6C47F	chr22
haplotype2-0000156	#E6C47F	chr22
haplotype2-0000157	#E6C47F	chr22
haplotype2-0000158	#E6C47F	chr22
haplotype2-0000159	#E6C47F	chr22
haplotype2-0000160	#E6C47F	chr22
haplotype2-0000161	#D57533	chr13
haplotype2-0000162	#E6C47F	chr22
haplotype2-0000163	#D57533	chr13
haplotype2-0000164	#808080	chr21
haplotype2-0000165	#737373	chr14
haplotype2-0000166	#567DE9	chr16
haplotype2-0000167	#5699E9	chr9
haplotype2-0000168	#5699E9	chr9
haplotype2-0000169	#5699E9	chr9
haplotype2-0000170	#D57533	chr13
haplotype2-0000171	#5699E9	chr9
haplotype2-0000172	#5699E9	chr9
haplotype2-0000173	#5699E9	chr9
haplotype2-0000174	#5699E9	chr9
haplotype2-0000175	#5699E9	chr9
haplotype2-0000176	#D57533	chr13
haplotype2-0000177	#808080	chr21
haplotype2-0000178	#338CC2	chr19
haplotype2-0000179	#338CC2	chr19
haplotype2-0000180	#338CC2	chr19
haplotype2-0000181	#E6C47F	chr22
haplotype2-0000182	#D57533	chr13
haplotype2-0000183	#D57533	chr13
haplotype2-0000184	#D57533	chr13
haplotype2-0000185	#D57533	chr13
unassigned-0000187	#E6C47F	chr22
unassigned-0000188	#D58C66	chr20
unassigned-0000189	#808080	chr21
unassigned-0000191	#808080	chr21
unassigned-0000192	#808080	chr21
unassigned-0000193	#E6B847	chr15
unassigned-0000194	#E6B847	chr15
unassigned-0000195	#808080	chr21
unassigned-0000196	#808080	chr21
unassigned-0000197	#00B28C	chr17
unassigned-0000198	#808080	chr21
unassigned-0000199	#808080	chr21
unassigned-0000200	#CC79A7	chr4
unassigned-0000201	#808080	chr21
unassigned-0000202	#E6C47F	chr22
unassigned-0000203	#808080	chr21
unassigned-0000204	#E6C47F	chr22
unassigned-0000205	#E6C47F	chr22
unassigned-0000206	#737373	chr14
unassigned-0000207	#808080	chr21
unassigned-0000208	#D57533	chr13
unassigned-0000209	#E6C47F	chr22
unassigned-0000210	#808080	chr21
unassigned-0000212	#D57533	chr13
unassigned-0000213	#D57533	chr13
unassigned-0000214	#D57533	chr13
unassigned-0000215	#D57533	chr13
unassigned-0000216	#808080	chr21
unassigned-0000217	#D57533	chr13
unassigned-0000218	#E6C47F	chr22
unassigned-0000219	#808080	chr21
unassigned-0000220	#808080	chr21
unassigned-0000221	#5699E9	chr9
unassigned-0000222	#009E73	chr3
unassigned-0000223	#CC79A7	chr4
unassigned-0000224	#E6C47F	chr22
unassigned-0000225	#D57533	chr13
unassigned-0000226	#CC79A7	chr4
unassigned-0000227	#D57533	chr13
unassigned-0000229	#E6C47F	chr22
unassigned-0000230	#D57533	chr13
unassigned-0000231	#00B28C	chr17
unassigned-0000232	#808080	chr21
unassigned-0000234	#009E73	chr3
unassigned-0000235	#00B28C	chr17
unassigned-0000236	#009E73	chr3
unassigned-0000237	#009E73	chr3
unassigned-0000238	#009E73	chr3
unassigned-0000239	#567DE9	chr16
unassigned-0000240	#CC8DB3	chr11
unassigned-0000241	#5699E9	chr9
unassigned-0000242	#E6C47F	chr22
unassigned-0000243	#E6C47F	chr22
unassigned-0000244	#808080	chr21
unassigned-0000245	#808080	chr21
unassigned-0000246	#E6C47F	chr22
unassigned-0000247	#808080	chr21
unassigned-0000248	#808080	chr21
unassigned-0000249	#808080	chr21
unassigned-0000250	#808080	chr21
unassigned-0000251	#567DE9	chr16
unassigned-0000252	#808080	chr21
unassigned-0000253	#D57533	chr13
unassigned-0000254	#808080	chr21
unassigned-0000255	#808080	chr21
unassigned-0000256	#D57533	chr13
unassigned-0000258	#808080	chr21
unassigned-0000259	#808080	chr21
unassigned-0000260	#009E73	chr3
unassigned-0000261	#808080	chr21
unassigned-0000262	#808080	chr21
unassigned-0000263	#808080	chr21
unassigned-0000264	#D57533	chr13
unassigned-0000265	#E6C47F	chr22
unassigned-0000266	#CCA0BF	chr18
unassigned-0000267	#E6C47F	chr22
unassigned-0000268	#808080	chr21
unassigned-0000269	#808080	chr21
unassigned-0000272	#567DE9	chr16
unassigned-0000291	#D57533	chr13
unassigned-0000294	#808080	chr21
unassigned-0000295	#D57533	chr13
unassigned-0000296	#D57533	chr13
unassigned-0000297	#808080	chr21
unassigned-0000298	#E6C47F	chr22
unassigned-0000299	#D57533	chr13
unassigned-0000300	#00B28C	chr17
unassigned-0000301	#D57533	chr13
unassigned-0000302	#D57533	chr13
unassigned-0000303	#D57533	chr13
unassigned-0000304	#D57533	chr13
unassigned-0000305	#D57533	chr13
unassigned-0000306	#D57533	chr13
unassigned-0000307	#737373	chr14
unassigned-0000308	#737373	chr14
unassigned-0000309	#D57533	chr13
unassigned-0000310	#D57533	chr13
unassigned-0000311	#D57533	chr13
unassigned-0000312	#808080	chr21
unassigned-0000313	#00A880	chr10
unassigned-0000314	#808080	chr21
unassigned-0000315	#808080	chr21
unassigned-0000316	#808080	chr21
unassigned-0000317	#808080	chr21
unassigned-0000318	#808080	chr21
unassigned-0000319	#737373	chr14
unassigned-0000320	#808080	chr21
unassigned-0000321	#808080	chr21
unassigned-0000322	#808080	chr21
unassigned-0000323	#808080	chr21
unassigned-0000324	#808080	chr21
unassigned-0000325	#808080	chr21
unassigned-0000326	#808080	chr21
unassigned-0000327	#808080	chr21
unassigned-0000328	#808080	chr21
unassigned-0000329	#808080	chr21
unassigned-0000330	#808080	chr21
unassigned-0000331	#808080	chr21
unassigned-0000332	#E6C47F	chr22
unassigned-0000333	#808080	chr21
unassigned-0000334	#808080	chr21
unassigned-0000335	#808080	chr21
unassigned-0000336	#737373	chr14
unassigned-0000337	#808080	chr21
unassigned-0000338	#808080	chr21
unassigned-0000339	#D57533	chr13
unassigned-0000340	#D57533	chr13
unassigned-0000341	#D57533	chr13
unassigned-0000342	#D57533	chr13
unassigned-0000343	#D58C66	chr20
unassigned-0000344	#9467BD	chrX
unassigned-0000345	#9467BD	chrX
unassigned-0000346	#9467BD	chrX
unassigned-0000347	#9467BD	chrX
unassigned-0000348	#9467BD	chrX
unassigned-0000349	#E6B847	chr15
unassigned-0000350	#E6B847	chr15
unassigned-0000352	#E6B847	chr15
unassigned-0000353	#00B28C	chr17
unassigned-0000354	#00B28C	chr17
unassigned-0000355	#E6B847	chr15
unassigned-0000356	#00B28C	chr17
unassigned-0000357	#E6C47F	chr22
unassigned-0000358	#E6C47F	chr22
unassigned-0000359	#808080	chr21
unassigned-0000360	#E6B847	chr15
unassigned-0000361	#D57533	chr13
unassigned-0000362	#D55E00	chr6
unassigned-0000363	#00B28C	chr17
unassigned-0000365	#338CC2	chr19
unassigned-0000366	#E6C47F	chr22
unassigned-0000367	#D57533	chr13
unassigned-0000368	#D57533	chr13
unassigned-0000369	#E6C47F	chr22
unassigned-0000370	#E6C47F	chr22
unassigned-0000371	#E6C47F	chr22
unassigned-0000372	#E6C47F	chr22
unassigned-0000373	#D57533	chr13
unassigned-0000374	#009E73	chr3
unassigned-0000375	#9467BD	chrX
unassigned-0000379	#D57533	chr13
unassigned-0000380	#D57533	chr13
unassigned-0000381	#D57533	chr13
unassigned-0000382	#D57533	chr13
unassigned-0000383	#D57533	chr13
unassigned-0000384	#808080	chr21
unassigned-0000385	#E6C47F	chr22
unassigned-0000386	#D57533	chr13
unassigned-0000387	#D57533	chr13
unassigned-0000388	#D57533	chr13
unassigned-0000389	#D57533	chr13
unassigned-0000390	#D57533	chr13
unassigned-0000391	#D57533	chr13
unassigned-0000392	#D57533	chr13
unassigned-0000393	#D57533	chr13
unassigned-0000394	#D57533	chr13
unassigned-0000398	#17BECF	chrM
unassigned-0000399	#17BECF	chrM
unassigned-0000400	#17BECF	chrM
unassigned-0000401	#17BECF	chrM
unassigned-0000402	#17BECF	chrM
unassigned-0000404	#D57533	chr13
unassigned-0000406	#D57533	chr13
unassigned-0000409	#1A7FBA	chr12
unassigned-0000410	#D57533	chr13
unassigned-0000411	#D57533	chr13
unassigned-0000412	#D57533	chr13
unassigned-0000413	#D57533	chr13
unassigned-0000414	#D57533	chr13
unassigned-0000415	#E69F00	chr1
unassigned-0000416	#E69F00	chr1
unassigned-0000417	#D57533	chr13
unassigned-0000418	#E69F00	chr1
unassigned-0000419	#D57533	chr13
unassigned-0000420	#D57533	chr13
unassigned-0000422	#808080	chr21
unassigned-0000423	#808080	chr21
unassigned-0000424	#808080	chr21
unassigned-0000425	#808080	chr21
unassigned-0000426	#E6C47F	chr22
unassigned-0000427	#009E73	chr3
unassigned-0000428	#009E73	chr3
unassigned-0000429	#808080	chr21
unassigned-0000430	#808080	chr21
unassigned-0000431	#808080	chr21
unassigned-0000432	#808080	chr21
unassigned-0000433	#808080	chr21
unassigned-0000434	#808080	chr21
unassigned-0000435	#808080	chr21
unassigned-0000436	#808080	chr21
unassigned-0000437	#E6C47F	chr22
unassigned-0000438	#808080	chr21
unassigned-0000439	#808080	chr21
unassigned-0000440	#666666	chr7
unassigned-0000442	#808080	chr21
unassigned-0000443	#D57533	chr13
unassigned-0000446	#D57533	chr13
unassigned-0000448	#D57533	chr13
unassigned-0000449	#D57533	chr13
unassigned-0000454	#808080	chr21
unassigned-0000455	#808080	chr21
unassigned-0000456	#CC8DB3	chr11
unassigned-0000457	#E6B847	chr15
unassigned-0000459	#808080	chr21
unassigned-0000461	#808080	chr21
unassigned-0000462	#808080	chr21
unassigned-0000463	#808080	chr21
unassigned-0000464	#808080	chr21
unassigned-0000465	#808080	chr21
unassigned-0000466	#808080	chr21
unassigned-0000467	#808080	chr21
unassigned-0000469	#808080	chr21
unassigned-0000470	#D57533	chr13
unassigned-0000471	#808080	chr21
unassigned-0000472	#808080	chr21
unassigned-0000474	#D57533	chr13
unassigned-0000476	#808080	chr21
unassigned-0000478	#808080	chr21
unassigned-0000479	#56B4E9	chr2
unassigned-0000480	#808080	chr21
unassigned-0000482	#E69F00	chr1
unassigned-0000483	#00B28C	chr17
unassigned-0000484	#808080	chr21
unassigned-0000486	#808080	chr21
unassigned-0000487	#D57533	chr13
unassigned-0000488	#808080	chr21
unassigned-0000489	#808080	chr21
unassigned-0000490	#808080	chr21
unassigned-0000491	#808080	chr21
unassigned-0000492	#808080	chr21
unassigned-0000493	#808080	chr21
unassigned-0000497	#808080	chr21
unassigned-0000498	#808080	chr21
unassigned-0000502	#808080	chr21
unassigned-0000503	#808080	chr21
unassigned-0000505	#E6B847	chr15
unassigned-0000508	#E6C47F	chr22
unassigned-0000509	#808080	chr21
unassigned-0000510	#808080	chr21
unassigned-0000511	#808080	chr21
unassigned-0000512	#808080	chr21
unassigned-0000513	#808080	chr21
unassigned-0000514	#D57533	chr13
unassigned-0000515	#D57533	chr13
unassigned-0000519	#D57533	chr13
unassigned-0000523	#808080	chr21
unassigned-0000524	#D57533	chr13
unassigned-0000527	#E69F00	chr1
unassigned-0000530	#808080	chr21
unassigned-0000531	#808080	chr21
unassigned-0000533	#808080	chr21
unassigned-0000534	#808080	chr21
unassigned-0000535	#E6C47F	chr22
unassigned-0000536	#E6C47F	chr22
unassigned-0000538	#808080	chr21
