Chromosome	Start	End	Methylated_allele	Name	Reference	All_CpGs_At_iDMR_CouldBeExaminedInBothHaplotypes	DifferentiallyMethylatedCpGs_HypermethylatedOnHP1	DifferentiallyMethylatedCpGs_HypermethylatedOnHP2	MeanDiffMethylationOf_DifferentiallyMethylatedCpGs_HypermethylatedOnHP1	MeanDiffMethylationOf_DifferentiallyMethylatedCpGs_HypermethylatedOnHP2	MethylationFrequency_HP1	MethylationFrequency_HP2	Included_Or_Ignored_For_PofO_Assignment
chr15	21296256	21301762	Maternal	MIR4508,MKRN3	Akbari,Court,Hernandez,Joshi	109	0	25	0	0.41112	0.76482	0.84044	Included
chr15	21341062	21343880	Paternal	MKRN3	Zink	14	0	0	0	0	0.77844	0.65308	Ignored:DidNotMeet_cpg_difference
chr15	21363464	21363638	Maternal	MKRN3	Zink	10	0	10	0	0.34022	0.27454	0.61477	Included
chr15	21368503	21368715	Maternal	MKRN3	Zink	8	0	0	0	0	0.73355	0.90225	Ignored:DidNotMeet_cpg_difference
chr15	21377299	21377524	Maternal	MAGEL2	Zink	6	0	4	0	0.33482	0.29972	0.58881	Included
chr15	21381510	21383473	Maternal	MAGEL2	Akbari,Court,Hernandez,Joshi,Zink	64	0	56	0	0.67613	0.27761	0.88536	Included
chr15	21420762	21422619	Maternal	NDN	Akbari,Court,Hernandez,Joshi,Zink	117	0	110	0	0.57305	0.17568	0.72149	Included
chr15	21532265	21532875	Maternal	RNU6-741P	Zink	22	0	0	0	0	0.63311	0.7963	Ignored:DidNotMeet_cpg_difference
chr15	21563910	21564305	Paternal	RNU6-741P	Zink	6	0	0	0	0	0.8459	0.69519	Ignored:DidNotMeet_cpg_difference
chr15	21589212	21590074	Maternal	RP11-484P15.1	Zink	9	0	7	0	0.44459	0.1142	0.53212	Included
chr15	21591584	21596455	Maternal	RP11-484P15.1	Akbari,Zink,Zink	84	0	37	0	0.39722	0.51834	0.70034	Included
chr15	21603570	21604377	Maternal	RP11-484P15.1	Akbari,Zink	36	0	33	0	0.49388	0.1602	0.63883	Included
chr15	21611867	21613067	Maternal	RP11-484P15.1	Akbari,Zink	40	0	34	0	0.37835	0.13759	0.48493	Included
chr15	21617488	21617845	Paternal	RP11-484P15.1	Zink	11	0	0	0	0	0.88146	0.75339	Ignored:DidNotMeet_cpg_difference
chr15	21630697	21633011	Maternal	PWRN4,RP11-484P15.1	Akbari,Joshi,Zink	58	0	29	0	0.41322	0.57687	0.78405	Included
chr15	21648478	21650220	Paternal	RP11-484P15.1	Zink	11	5	0	0.39442	0	0.82015	0.58175	Included
chr15	21674147	21675281	Paternal	RP11-484P15.1	Zink	12	0	0	0	0	0.75277	0.64345	Ignored:DidNotMeet_cpg_difference
chr15	21743102	21743985	Paternal	PWRN4	Zink	7	0	0	0	0	0.68872	0.54205	Ignored:DidNotMeet_cpg_difference
chr15	21763297	21763709	Paternal	PWRN4	Zink	5	0	0	0	0	0.84574	0.65183	Ignored:DidNotMeet_cpg_difference
chr15	21784164	21785579	Paternal	PWRN4	Zink	12	1	0	0.3552	0	0.84938	0.59644	Ignored:DidNotMeet_cpg_difference
chr15	21835134	21836136	Maternal	SNRPN_intragenic_CpG32,PWRN2	Akbari,Court,Zink	46	0	39	0	0.2461	0.2125	0.45244	Included
chr15	21890432	21891180	Paternal	PWRN2	Zink	8	0	0	0	0	0.75202	0.65666	Ignored:DidNotMeet_cpg_difference
chr15	21897209	21897954	Paternal	PWRN2	Zink	8	0	0	0	0	0.70854	0.60593	Ignored:DidNotMeet_cpg_difference
chr15	21908292	21909250	Paternal	PWRN2	Zink	9	5	0	0.34803	0	0.78496	0.52071	Included
chr15	22008923	22009869	Paternal	RP11-580I1.2	Zink	10	0	0	0	0	0.83107	0.59675	Ignored:DidNotMeet_cpg_difference
chr15	22160590	22161837	Maternal	SNRPN_intragenic_CpG29,PWRN3	Akbari,Court,Zink	53	0	45	0	0.44468	0.14592	0.55697	Included
chr15	22211722	22212175	Maternal	SNRPN_intragenic_CpG30	Akbari,Court	31	0	31	0	0.31243	0.16753	0.47996	Included
chr15	22310237	22311050	Paternal	PWRN1	Zink	8	0	0	0	0	0.77416	0.57003	Ignored:DidNotMeet_cpg_difference
chr15	22312618	22313135	Paternal	PWRN1	Zink	7	1	0	0.34333	0	0.77424	0.60689	Included
chr15	22505473	22506455	Paternal	PWRN1,SNRPN	Hernandez,Zink	14	2	0	0.38736	0	0.86561	0.68417	Included
chr15	22508944	22510547	Maternal	SNRPN_intragenic_CpG40,SNRPN	Akbari,Court,Hernandez,Joshi,Zink	81	0	76	0	0.50903	0.14158	0.6269	Included
chr15	22560068	22561411	Maternal	SNRPN	Akbari,Court,Hernandez,Joshi,Zink	22	0	16	0	0.65213	0.28109	0.78889	Included
chr15	22583384	22585283	Maternal	SNRPN,RP11-385H1.1	Akbari,Court,Hernandez,Joshi,Zink	77	0	75	0	0.49542	0.20989	0.6978	Included
chr15	22593074	22595820	Maternal	SNRPN	Joshi,Zink	39	0	28	0	0.59844	0.36404	0.84268	Included
chr15	22614163	22616870	Maternal	SNRPN	Akbari,Court,Hernandez,Joshi,Zink	86	0	43	0	0.46993	0.49945	0.75909	Included
chr15	22647266	22647904	Paternal	SNRPN,AC090602.2	Zink	8	0	0	0	0	0.87318	0.75856	Ignored:DidNotMeet_cpg_difference
chr15	22688234	22693913	Maternal	SNURF,SNRPN,RP11-701H24.9	Akbari,Court,Hernandez,Joshi,Zink	149	0	122	0	0.89009	0.19989	0.90836	Included
chr15	22693914	22738212	Paternal	PWAR5,PWARSN,SNORD107,SNORD64,SNORD108,RP11-701H24.9,SNHG14	Akbari,Joshi,Zink,Akbari,Zink	386	24	1	0.44144	0.3884	0.92177	0.78099	Ignored:DidNotMeet_cpg_difference
chr15	22739217	22767775	Paternal	SNHG14	Akbari,Zink	209	40	0	0.37912	0	0.91422	0.71325	Included
chr15	22775157	22793910	Paternal	SNORD116Cluster,SNHG14	Akbari,Joshi,Zink,Akbari,Zink	217	3	0	0.45836	0	0.93206	0.8306	Ignored:DidNotMeet_cpg_difference
chr15	22796137	22837398	Paternal	SNORD116Cluster,SNHG14	Akbari,Joshi,Zink,Akbari,Zink	576	22	0	0.34826	0	0.93064	0.79364	Ignored:DidNotMeet_cpg_difference
chr15	22877695	22880669	Paternal	SNHG14	Akbari	16	2	0	0.36023	0	0.7462	0.43967	Included
chr15	22917914	22920700	Paternal	SNORD115Cluster	Joshi,Zink	49	0	0	0	0	0.87712	0.85047	Ignored:DidNotMeet_cpg_difference
chr15	27466585	27466749	Maternal	AC022613.1	Hernandez	17	0	0	0	0	0.44735	0.59868	Ignored:DidNotMeet_cpg_difference
chr15	42830610	42830766	Maternal	SORD	Hernandez,Joshi,Zink	12	0	12	0	0.25808	0.08868	0.34676	Included
chr15	48716873	48717145	Maternal	AP4E1	Zink	19	0	19	0	0.29283	0.59733	0.89015	Included
chr15	60148414	60148894	Paternal	MIR6085	Akbari	19	19	0	0.40513	0	0.55247	0.14734	Included
chr15	78982358	78982976	Paternal	CFAP161	Akbari	44	0	0	0	0	0.20298	0.16121	Ignored:DidNotMeet_cpg_difference
chr15	96629415	96631475	Maternal	IGF1R	Akbari,Court,Hernandez,Joshi,Zink	70	0	67	0	0.74381	0.20202	0.92222	Included
chr16	811704	813589	Maternal	PRR25	Akbari,Zink	141	0	114	0	0.50862	0.19067	0.62127	Included
chr16	821900	823268	Maternal	PRR25	Akbari,Zink	83	0	72	0	0.32089	0.55798	0.84753	Included
chr16	3281461	3281826	Paternal	MEFV	Zink	34	0	0	0	0	0.79231	0.63986	Ignored:DidNotMeet_cpg_difference
chr16	3322511	3322654	Maternal	TIGD7	Joshi	19	0	0	0	0	0.70671	0.68502	Ignored:DidNotMeet_cpg_difference
chr16	3391703	3393524	Paternal	MTRNR2L4,LA16c-306E5.2	Akbari,Joshi,Zink	84	56	0	0.41463	0	0.64488	0.36538	Included
chr16	3441035	3441528	Paternal	LA16c-306E5.2	Zink	27	11	0	0.21944	0	0.73171	0.52605	Included
chr16	3458714	3468983	Maternal	ZNF597,LA16c-306E5.2	Akbari,Court,Hernandez,Joshi,Zink	131	0	56	0	0.65746	0.59179	0.95024	Included
chr16	3470097	3472038	Paternal	NAA60,ZNF597,LA16c-306E5.2	Akbari,Court,Hernandez,Joshi,Zink	78	73	0	0.84625	0	0.86842	0.07065	Included
chr17	4790606	4792558	Maternal	CHRNE,C17orf107	Akbari,Zink	139	0	8	0	0.19387	0.35636	0.48239	Ignored:DidNotMeet_cpg_difference
chr18	47858673	47859226	Maternal	RP11-767C4.1	Zink	23	0	0	0	0	0.41129	0.48016	Ignored:DidNotMeet_cpg_difference
chr18	60172271	60172582	Maternal	NFE2L3P1	Akbari	42	0	0	0	0	0.56727	0.59189	Ignored:DidNotMeet_cpg_difference
chr18	79873008	79873927	Maternal	AC068473.4	Akbari,Hernandez	91	0	91	0	0.68589	0.15576	0.84165	Included
chr18	80423625	80425712	Maternal	ADNP2,PARD6G-AS1	Akbari,Zink	99	0	95	0	0.52534	0.1089	0.62006	Included
chr19	4770231	4771096	Maternal	MIR7-3HG	Akbari	56	0	0	0	0	0.76804	0.63527	Ignored:DidNotMeet_cpg_difference
chr19	17458059	17459138	Maternal	DDA1	Akbari	65	64	0	0.58975	0	0.76096	0.17641	Included
chr19	21220736	21221486	Maternal	ZNF714	Akbari	38	38	0	0.6303	0	0.65518	0.02488	Included
chr19	39096790	39096912	Paternal	AC092296.3	Akbari	20	0	0	0	0	0.22196	0.24775	Ignored:DidNotMeet_cpg_difference
chr19	41329684	41330758	Maternal	RYR1,AC067969.1	Zink	52	52	0	0.45734	0	0.92505	0.46771	Included
chr19	41345884	41346651	Maternal	RYR1	Akbari,Zink	26	0	0	0	0	0.75625	0.65131	Ignored:DidNotMeet_cpg_difference
chr19	56616549	56618747	Maternal	ZNF331	Akbari,Court,Hernandez,Zink	132	127	0	0.87762	0	0.97228	0.12312	Included
chr19	56632968	56635239	Maternal	ZNF331	Akbari,Court,Hernandez,Zink	124	109	0	0.87058	0	0.97562	0.20125	Included
chr19	59932193	59936971	Maternal	PEG3,MIMT1,ZIM2,PEG3	Akbari,Court,Hernandez,Zink	219	218	0	0.80433	0	0.9062	0.10445	Included
chr19	59959876	59960104	Maternal	MIMT1	Zink	20	4	0	0.20153	0	0.66988	0.4836	Included
chr19	61152004	61152621	Paternal	ZSCAN1	Zink	26	0	24	0	0.54518	0.16508	0.68873	Included
chr2	37542728	37543329	Maternal	AC007391.3	Akbari	27	27	0	0.30408	0	0.96528	0.6612	Included
chr2	39252404	39252862	Maternal	MAP4K3	Hernandez	54	0	0	0	0	0.78865	0.89646	Ignored:DidNotMeet_cpg_difference
chr2	95377831	95378577	Paternal	TEKT4,AC097374.2	Zink	54	0	41	0	0.25178	0.59274	0.8233	Included
chr2	130015734	130016047	Paternal	LOC151121	Joshi	37	0	0	0	0	0.62177	0.62786	Ignored:DidNotMeet_cpg_difference
chr2	131734853	131735206	Maternal	FAR2P4,KLF2P4,PLEKHB2	Zink	32	0	0	0	0	0.6316	0.52663	Ignored:DidNotMeet_cpg_difference
chr2	132265092	132265797	Paternal	C2orf27B	Joshi	91	0	0	0	0	0.53308	0.50185	Ignored:DidNotMeet_cpg_difference
chr2	206731612	206755969	Paternal	ZDBF2,GPR1-AS	Akbari,Court,Hernandez,Joshi,Zink	475	0	474	0	0.6626	0.24439	0.90642	Included
chr2	206758117	206759140	Paternal	ZDBF2	Akbari	16	0	16	0	0.4656	0.24641	0.71201	Included
chr2	209688185	209689718	Maternal	MEAF6P1	Zink	65	52	0	0.19758	0	0.89407	0.70993	Included
chr2	232838377	232838828	Maternal	ECEL1P3	Akbari,Zink	35	35	0	0.40667	0	0.58055	0.17388	Included
chr20	33270910	33272750	Maternal	HM13,MCTS2P	Akbari,Court,Hernandez,Joshi,Zink	60	47	0	0.58253	0	0.92873	0.44508	Included
chr20	35394117	35394664	Maternal	ACTL10,NECAB3	Akbari	51	0	0	0	0	0.13313	0.03572	Ignored:DidNotMeet_cpg_difference
chr20	39243846	39246355	Maternal	BLCAP,NNAT	Akbari,Court,Hernandez,Joshi,Zink	145	139	0	0.54679	0	0.9744	0.44545	Included
chr20	45246628	45249468	Maternal	L3MBTL1	Akbari,Court,Hernandez,Joshi,Zink	93	88	0	0.91984	0	0.96592	0.09616	Included
chr20	50153200	50154157	Maternal	RP1-66N13.1	Akbari,Zink	49	0	0	0	0	0.9181	0.87675	Ignored:DidNotMeet_cpg_difference
chr20	60619350	60630515	Paternal	GNAS,GNAS-AS1	Akbari,Court,Hernandez,Joshi,Zink	331	0	260	0	0.85926	0.2588	0.95614	Included
chr20	60633235	60639710	Maternal	GNAS-AS1,GNAS,GNAS-XL	Akbari,Court,Hernandez,Joshi,Zink	362	337	0	0.80898	0	0.89198	0.13483	Included
chr20	60671085	60673567	Maternal	GNAS_Ex1A,GNAS,LOC101927932	Akbari,Court,Hernandez,Joshi,Zink	243	242	0	0.84263	0	0.88654	0.04651	Included
chr20	61310202	61310679	Maternal	RP11-164D18.2	Zink	25	19	0	0.32503	0	0.72125	0.42484	Included
chr20	65030021	65030481	Maternal	AL096828.3	Akbari	16	0	0	0	0	0.41412	0.38403	Ignored:DidNotMeet_cpg_difference
chr20	65758266	65759319	Maternal	UCKL1	Akbari,Zink	96	0	0	0	0	0.58671	0.56159	Ignored:DidNotMeet_cpg_difference
chr21	12407958	12408119	Maternal	LIPI	Joshi	21	0	0	0	0	0.94044	0.96044	Ignored:DidNotMeet_cpg_difference
chr21	37770066	37771384	Maternal	WRB	Akbari,Court,Hernandez,Joshi,Zink	58	0	56	0	0.47507	0.47855	0.94254	Included
chr21	45047466	45048210	Maternal	PRMT2	Akbari,Zink	54	0	21	0	0.20022	0.50567	0.68937	Included
chr22	21798922	21799586	Paternal	RIMBP3	Akbari	64	0	0	0	0	0.61067	0.54495	Ignored:DidNotMeet_cpg_difference
chr22	32507282	32507589	Maternal	SLC5A1	Akbari	22	22	0	0.35111	0	0.82078	0.46967	Included
chr22	42160534	42162792	Maternal	NHP2L1,SNU13	Akbari,Court,Hernandez,Joshi,Zink	82	72	0	0.69762	0	0.83669	0.21712	Included
chr3	39514775	39515873	Maternal	MOBP	Akbari,Hernandez,Zink	57	0	57	0	0.34528	0.23826	0.58354	Included
chr3	195267123	195267736	Maternal	FGF12	Akbari,Zink	27	0	0	0	0	0.60116	0.76261	Ignored:DidNotMeet_cpg_difference
chr4	5980877	5981527	Maternal	C4orf50	Akbari	59	0	59	0	0.59958	0.18533	0.78491	Included
chr4	6078696	6079854	Maternal	JAKMIP1	Akbari,Hernandez,Joshi,Zink	78	0	74	0	0.3261	0.59146	0.90742	Included
chr4	17624235	17624518	Maternal	FAM184B	Zink	29	0	29	0	0.20104	0.74369	0.94472	Included
chr4	92028524	92029856	Maternal	NAP1L5,HERC3	Akbari,Court,Hernandez,Joshi,Zink	62	0	61	0	0.8912	0.097	0.97764	Included
chr4	125236257	125237219	Maternal	TRPC3	Akbari,Hernandez,Zink	67	0	67	0	0.60779	0.30563	0.91342	Included
chr4	158113274	158113803	Maternal	RBM46	Hernandez	51	0	0	0	0	0.78746	0.7846	Ignored:DidNotMeet_cpg_difference
chr4	173134512	173135071	Maternal	PTGES3P3	Akbari,Zink	31	0	28	0	0.24613	0.31029	0.55183	Included
chr5	561353	562753	Paternal	MIR4456	Akbari	99	0	1	0	0.13717	0.69863	0.7102	Ignored:DidNotMeet_cpg_difference
chr5	37458597	37459310	Maternal	CPLANE1	Akbari	35	31	0	0.23483	0	0.92423	0.6958	Included
chr5	111236976	111237741	Maternal	TMEM232	Akbari	21	0	0	0	0	0.15308	0.25521	Ignored:DidNotMeet_cpg_difference
chr5	117967773	117967929	Maternal	LINC00992	Hernandez	5	0	0	0	0	0.06293	0.1624	Ignored:DidNotMeet_cpg_difference
chr5	136601303	136603696	Maternal	VTRNA2-1	Akbari,Hernandez,Joshi,Zink	86	82	0	0.76937	0	0.91344	0.17284	Included
chr5	138415651	138415958	Maternal	PKD2L2	Hernandez	38	0	0	0	0	0.04713	0.09125	Ignored:DidNotMeet_cpg_difference
chr5	138659249	138659851	Maternal	NME5	Akbari	21	0	0	0	0	0.50834	0.3157	Ignored:DidNotMeet_cpg_difference
chr6	3718149	3719860	Maternal	FAM50B,RP11-420L9.4	Akbari,Court,Hernandez,Joshi,Zink	110	0	110	0	0.70863	0.25874	0.96737	Included
chr6	29555331	29556045	Maternal	ZFP57	Hernandez	50	0	31	0	0.17427	0.79352	0.93098	Included
chr6	31425008	31425410	Maternal	LTA	Hernandez	16	0	0	0	0	0.78023	0.62747	Ignored:DidNotMeet_cpg_difference
chr6	145199421	145201738	Maternal	PLAGL1,HYMAI	Akbari,Court,Hernandez,Joshi,Zink	156	0	156	0	0.86991	0.0921	0.96202	Included
chr6	160184517	160185088	Paternal	RNU6-293P	Akbari	28	0	0	0	0	0.56234	0.7101	Ignored:DidNotMeet_cpg_difference
chr6	161251417	161252899	Maternal	IGF2R,AIRN	Akbari,Court,Hernandez,Joshi,Zink	107	0	106	0	0.50883	0.46842	0.97464	Included
chr6	169727799	169727970	Maternal	SMOC2	Joshi	8	0	0	0	0	0.58582	0.565	Ignored:DidNotMeet_cpg_difference
chr6	171008085	171009630	Maternal	WDR27	Akbari,Court,Hernandez,Joshi,Zink	68	0	58	0	0.85937	0.22673	0.96863	Included
chr7	16980167	16981214	Maternal	RP11-455J15.1	Akbari,Zink	46	0	44	0	0.34235	0.43026	0.76774	Included
chr7	23626787	23627861	Maternal	RPS2P32	Akbari,Joshi,Zink	62	0	62	0	0.77795	0.10168	0.87963	Included
chr7	43014610	43015863	Maternal	AC010132.10	Akbari,Zink	58	0	58	0	0.3716	0.20066	0.57226	Included
chr7	50942206	50944802	Maternal	GRB10	Akbari,Court,Hernandez,Joshi,Zink	171	0	143	0	0.89952	0.16731	0.92429	Included
chr7	65134148	65134309	Maternal	AC092634.8	Akbari	16	0	0	0	0	0.28394	0.15267	Ignored:DidNotMeet_cpg_difference
chr7	95892113	95894859	Maternal	PEG10,SGCE	Akbari,Court,Hernandez,Joshi	122	95	0	0.3166	0	0.72011	0.42857	Included
chr7	131803479	131808268	Maternal	MEST,MESTIT1	Akbari,Court,Hernandez,Joshi,Zink	229	0	222	0	0.88088	0.08581	0.94586	Included
chr7	136139397	136139823	Maternal	CALD1	Zink	20	0	20	0	0.2912	0.6345	0.9257	Included
chr7	139976260	139977741	Maternal	SVOPL	Akbari,Hernandez,Joshi,Zink	89	0	87	0	0.54035	0.08994	0.62197	Included
chr7	156246412	156247762	Maternal	HTR5A,HTR5A-AS1	Akbari,Court,Hernandez,Joshi,Zink	66	0	58	0	0.36457	0.45511	0.78942	Included
chr8	2481367	2482359	Maternal	LOC101927815	Joshi	77	77	0	0.63726	0	0.72515	0.08789	Included
chr8	2487234	2487616	Maternal	LOC101927815	Akbari,Joshi	21	21	0	0.80347	0	0.8342	0.03073	Included
chr8	38023830	38025061	Maternal	ERLIN2,LOC728024,CXORF56_pseudogene	Akbari,Court,Hernandez,Joshi	41	41	0	0.63807	0	0.7985	0.16042	Included
chr8	39591596	39591695	Maternal	ADAM5P	Hernandez	12	0	0	0	0	0.64164	0.73445	Ignored:DidNotMeet_cpg_difference
chr8	61137435	61138271	Maternal	CHD7	Akbari,Joshi,Zink	57	56	0	0.47405	0	0.97427	0.50482	Included
chr8	95243985	95245657	Maternal	CDH17	Akbari,Zink	44	25	0	0.6496	0	0.93049	0.50547	Included
chr8	103653910	103655995	Maternal	KB-1980E6.3	Akbari,Zink	60	36	0	0.47826	0	0.67637	0.34605	Included
chr8	141217642	141221375	Maternal	TRAPPC9,PEG13	Akbari,Court,Hernandez,Joshi,Zink	223	202	0	0.81872	0	0.96843	0.21983	Included
chr8	141468978	141469691	Maternal	TRAPPC9	Akbari,Joshi	53	48	0	0.19319	0	0.88353	0.69092	Included
chr8	144884219	144885051	Maternal	FAM83H	Akbari	116	0	0	0	0	0.72899	0.70819	Ignored:DidNotMeet_cpg_difference
chr9	41939693	41940117	Maternal	CDRT15P6	Akbari	22	0	0	0	0	0.1452	0.13332	Ignored:DidNotMeet_cpg_difference
chr9	104264526	104264928	Maternal	SPTLC1	Akbari	26	0	0	0	0	0.74733	0.7473	Ignored:DidNotMeet_cpg_difference
chr9	107482378	107483147	Maternal	FANCC,FANCC_Int1-DMR	Akbari,Hernandez	34	34	0	0.7984	0	0.92916	0.13076	Included
chr9	109746840	109747389	Maternal	TMOD1	Akbari	22	0	22	0	0.36	0.24404	0.60405	Included
chr9	125287844	125289117	Maternal	AL449105.5	Hernandez	82	0	0	0	0	0.33558	0.41729	Ignored:DidNotMeet_cpg_difference
chr9	134423466	134424180	Maternal	LHX6	Akbari	63	0	0	0	0	0.9609	0.93243	Ignored:DidNotMeet_cpg_difference
chr9	149667453	149669193	Maternal	EXD3	Akbari,Zink	142	131	0	0.18806	0	0.95857	0.77662	Included
