metric	value	haplotype	asm_method	asm_name	source	chromosome
insertions_length_0_50	890715	both	phased_hifiasm	T2T00_hifiasm_ont	stat	NA
insertions_length_50_100	6978	both	phased_hifiasm	T2T00_hifiasm_ont	stat	NA
insertions_length_100_300	7042	both	phased_hifiasm	T2T00_hifiasm_ont	stat	NA
insertions_length_300_400	3972	both	phased_hifiasm	T2T00_hifiasm_ont	stat	NA
insertions_length_400_1000	3379	both	phased_hifiasm	T2T00_hifiasm_ont	stat	NA
insertions_length_1000_inf	4904	both	phased_hifiasm	T2T00_hifiasm_ont	stat	NA
deletions_length_0_50	896632	both	phased_hifiasm	T2T00_hifiasm_ont	stat	NA
deletions_length_50_100	7084	both	phased_hifiasm	T2T00_hifiasm_ont	stat	NA
deletions_length_100_300	6569	both	phased_hifiasm	T2T00_hifiasm_ont	stat	NA
deletions_length_300_400	4031	both	phased_hifiasm	T2T00_hifiasm_ont	stat	NA
deletions_length_400_1000	4500	both	phased_hifiasm	T2T00_hifiasm_ont	stat	NA
deletions_length_1000_inf	4647	both	phased_hifiasm	T2T00_hifiasm_ont	stat	NA
mapped_sequences_n	64	haplotype1	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
primary_alignments_n	12273	haplotype1	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
secondary_alignments_n	1319	haplotype1	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
primary_alignments_long_cigar_n	0	haplotype1	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
bases_in_mapped_sequences	2930877383	haplotype1	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
bases_mapped	2904792186	haplotype1	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
substitutions	3903354	haplotype1	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
insertions_length_0_50	354226	haplotype1	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
insertions_length_50_100	3602	haplotype1	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
insertions_length_100_300	3109	haplotype1	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
insertions_length_300_400	1991	haplotype1	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
insertions_length_400_1000	1733	haplotype1	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
insertions_length_1000_inf	2095	haplotype1	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
deletions_length_0_50	400481	haplotype1	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
deletions_length_50_100	3649	haplotype1	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
deletions_length_100_300	3344	haplotype1	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
deletions_length_300_400	2007	haplotype1	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
deletions_length_400_1000	2103	haplotype1	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
deletions_length_1000_inf	2082	haplotype1	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
mapped_sequences_n	46	haplotype2	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
primary_alignments_n	13400	haplotype2	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
secondary_alignments_n	1278	haplotype2	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
primary_alignments_long_cigar_n	0	haplotype2	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
bases_in_mapped_sequences	3066400719	haplotype2	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
bases_mapped	3035844811	haplotype2	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
substitutions	4180049	haplotype2	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
insertions_length_0_50	363389	haplotype2	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
insertions_length_50_100	3374	haplotype2	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
insertions_length_100_300	3957	haplotype2	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
insertions_length_300_400	2083	haplotype2	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
insertions_length_400_1000	1872	haplotype2	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
insertions_length_1000_inf	2944	haplotype2	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
deletions_length_0_50	411229	haplotype2	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
deletions_length_50_100	3445	haplotype2	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
deletions_length_100_300	3174	haplotype2	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
deletions_length_300_400	2049	haplotype2	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
deletions_length_400_1000	2315	haplotype2	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
deletions_length_1000_inf	2652	haplotype2	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
mapped_sequences_n	3234	both	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
primary_alignments_n	32514	both	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
secondary_alignments_n	13686	both	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
primary_alignments_long_cigar_n	0	both	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
bases_in_mapped_sequences	6409235630	both	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
bases_mapped	6362254236	both	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
substitutions	9195849	both	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
insertions_length_0_50	775230	both	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
insertions_length_50_100	7723	both	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
insertions_length_100_300	8391	both	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
insertions_length_300_400	5380	both	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
insertions_length_400_1000	4591	both	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
insertions_length_1000_inf	5888	both	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
deletions_length_0_50	875611	both	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
deletions_length_50_100	7723	both	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
deletions_length_100_300	7755	both	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
deletions_length_300_400	5372	both	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
deletions_length_400_1000	6592	both	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
deletions_length_1000_inf	5699	both	phased_hifiasm	T2T00_hifiasm_herro	stat	NA
mapped_sequences_n	105	haplotype1	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
primary_alignments_n	14714	haplotype1	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
secondary_alignments_n	1436	haplotype1	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
primary_alignments_long_cigar_n	0	haplotype1	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
bases_in_mapped_sequences	3089276672	haplotype1	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
bases_mapped	3056186305	haplotype1	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
substitutions	4472361	haplotype1	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
insertions_length_0_50	455405	haplotype1	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
insertions_length_50_100	3619	haplotype1	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
insertions_length_100_300	3160	haplotype1	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
insertions_length_300_400	2244	haplotype1	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
insertions_length_400_1000	1893	haplotype1	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
insertions_length_1000_inf	2858	haplotype1	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
deletions_length_0_50	458808	haplotype1	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
deletions_length_50_100	3740	haplotype1	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
deletions_length_100_300	3446	haplotype1	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
deletions_length_300_400	2289	haplotype1	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
deletions_length_400_1000	2415	haplotype1	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
deletions_length_1000_inf	2699	haplotype1	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
mapped_sequences_n	101	haplotype2	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
primary_alignments_n	14790	haplotype2	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
secondary_alignments_n	1297	haplotype2	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
primary_alignments_long_cigar_n	0	haplotype2	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
bases_in_mapped_sequences	2980397029	haplotype2	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
bases_mapped	2950180683	haplotype2	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
substitutions	4180912	haplotype2	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
insertions_length_0_50	448802	haplotype2	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
insertions_length_50_100	3684	haplotype2	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
insertions_length_100_300	4286	haplotype2	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
insertions_length_300_400	2132	haplotype2	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
insertions_length_400_1000	1868	haplotype2	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
insertions_length_1000_inf	2754	haplotype2	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
deletions_length_0_50	451683	haplotype2	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
deletions_length_50_100	3601	haplotype2	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
deletions_length_100_300	3476	haplotype2	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
deletions_length_300_400	2053	haplotype2	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
deletions_length_400_1000	2456	haplotype2	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
deletions_length_1000_inf	2561	haplotype2	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
mapped_sequences_n	755	both	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
primary_alignments_n	26914	both	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
secondary_alignments_n	4801	both	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
primary_alignments_long_cigar_n	0	both	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
bases_in_mapped_sequences	6015433235	both	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
bases_mapped	5967047215	both	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
substitutions	8205855	both	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
insertions_length_0_50	893088	both	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
insertions_length_50_100	6989	both	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
insertions_length_100_300	7269	both	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
insertions_length_300_400	4069	both	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
insertions_length_400_1000	3455	both	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
insertions_length_1000_inf	5003	both	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
deletions_length_0_50	900333	both	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
deletions_length_50_100	7048	both	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
deletions_length_100_300	6671	both	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
deletions_length_300_400	4196	both	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
deletions_length_400_1000	4544	both	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
deletions_length_1000_inf	4749	both	phased_hifiasm	T2T00_hifiasm_trio	stat	NA
mapped_sequences_n	39	haplotype1	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
primary_alignments_n	16880	haplotype1	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
secondary_alignments_n	1184	haplotype1	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
primary_alignments_long_cigar_n	0	haplotype1	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
bases_in_mapped_sequences	3046847286	haplotype1	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
bases_mapped	3013218811	haplotype1	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
substitutions	4159768	haplotype1	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
insertions_length_0_50	410215	haplotype1	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
insertions_length_50_100	3732	haplotype1	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
insertions_length_100_300	3180	haplotype1	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
insertions_length_300_400	1885	haplotype1	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
insertions_length_400_1000	1908	haplotype1	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
insertions_length_1000_inf	1824	haplotype1	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
deletions_length_0_50	446875	haplotype1	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
deletions_length_50_100	3911	haplotype1	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
deletions_length_100_300	3424	haplotype1	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
deletions_length_300_400	1747	haplotype1	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
deletions_length_400_1000	1803	haplotype1	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
deletions_length_1000_inf	1944	haplotype1	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
mapped_sequences_n	32	haplotype2	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
primary_alignments_n	14076	haplotype2	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
secondary_alignments_n	991	haplotype2	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
primary_alignments_long_cigar_n	0	haplotype2	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
bases_in_mapped_sequences	2943335624	haplotype2	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
bases_mapped	2906561994	haplotype2	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
substitutions	4032682	haplotype2	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
insertions_length_0_50	403943	haplotype2	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
insertions_length_50_100	3716	haplotype2	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
insertions_length_100_300	3094	haplotype2	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
insertions_length_300_400	1864	haplotype2	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
insertions_length_400_1000	1929	haplotype2	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
insertions_length_1000_inf	2509	haplotype2	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
deletions_length_0_50	436521	haplotype2	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
deletions_length_50_100	3707	haplotype2	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
deletions_length_100_300	3400	haplotype2	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
deletions_length_300_400	1821	haplotype2	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
deletions_length_400_1000	1988	haplotype2	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
deletions_length_1000_inf	2348	haplotype2	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
mapped_sequences_n	370	both	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
primary_alignments_n	30250	both	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
secondary_alignments_n	4901	both	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
primary_alignments_long_cigar_n	0	both	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
bases_in_mapped_sequences	6009229115	both	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
bases_mapped	5947454055	both	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
substitutions	8144601	both	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
insertions_length_0_50	820700	both	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
insertions_length_50_100	7174	both	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
insertions_length_100_300	6141	both	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
insertions_length_300_400	3744	both	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
insertions_length_400_1000	3949	both	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
insertions_length_1000_inf	4356	both	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
deletions_length_0_50	891844	both	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
deletions_length_50_100	7573	both	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
deletions_length_100_300	6824	both	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
deletions_length_300_400	3596	both	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
deletions_length_400_1000	3841	both	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
deletions_length_1000_inf	4260	both	phased_hifiasm	T2T04_hifiasm_trio	stat	NA
mapped_sequences_n	87	haplotype1	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
primary_alignments_n	12830	haplotype1	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
secondary_alignments_n	1301	haplotype1	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
primary_alignments_long_cigar_n	0	haplotype1	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
bases_in_mapped_sequences	3039093532	haplotype1	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
bases_mapped	3014201856	haplotype1	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
substitutions	3969933	haplotype1	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
insertions_length_0_50	446214	haplotype1	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
insertions_length_50_100	3400	haplotype1	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
insertions_length_100_300	2934	haplotype1	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
insertions_length_300_400	1945	haplotype1	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
insertions_length_400_1000	1636	haplotype1	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
insertions_length_1000_inf	2370	haplotype1	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
deletions_length_0_50	449421	haplotype1	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
deletions_length_50_100	3355	haplotype1	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
deletions_length_100_300	3302	haplotype1	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
deletions_length_300_400	1988	haplotype1	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
deletions_length_400_1000	2129	haplotype1	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
deletions_length_1000_inf	2198	haplotype1	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
mapped_sequences_n	85	haplotype2	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
primary_alignments_n	13743	haplotype2	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
secondary_alignments_n	1266	haplotype2	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
primary_alignments_long_cigar_n	0	haplotype2	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
bases_in_mapped_sequences	2941756249	haplotype2	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
bases_mapped	2907896125	haplotype2	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
substitutions	4101761	haplotype2	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
insertions_length_0_50	441169	haplotype2	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
insertions_length_50_100	3663	haplotype2	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
insertions_length_100_300	4157	haplotype2	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
insertions_length_300_400	2034	haplotype2	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
insertions_length_400_1000	1769	haplotype2	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
insertions_length_1000_inf	2614	haplotype2	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
deletions_length_0_50	443794	haplotype2	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
deletions_length_50_100	3696	haplotype2	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
deletions_length_100_300	3426	haplotype2	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
deletions_length_300_400	1997	haplotype2	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
deletions_length_400_1000	2253	haplotype2	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
deletions_length_1000_inf	2448	haplotype2	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
mapped_sequences_n	672	both	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
primary_alignments_n	26362	both	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
secondary_alignments_n	3714	both	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
primary_alignments_long_cigar_n	0	both	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
bases_in_mapped_sequences	6003286187	both	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
bases_mapped	5954784437	both	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
substitutions	8113403	both	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
insertions_length_0_50	890715	both	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
insertions_length_50_100	6978	both	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
insertions_length_100_300	7042	both	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
insertions_length_300_400	3972	both	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
insertions_length_400_1000	3379	both	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
insertions_length_1000_inf	4904	both	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
deletions_length_0_50	896632	both	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
deletions_length_50_100	7084	both	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
deletions_length_100_300	6569	both	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
deletions_length_300_400	4031	both	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
deletions_length_400_1000	4500	both	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
deletions_length_1000_inf	4647	both	phased_hifiasm	T2T00_hifiasm_porec	stat	NA
mapped_sequences_n	37	haplotype1	phased_hifiasm	T2T04_hifiasm_porec	stat	NA
primary_alignments_n	13184	haplotype1	phased_hifiasm	T2T04_hifiasm_porec	stat	NA
secondary_alignments_n	1164	haplotype1	phased_hifiasm	T2T04_hifiasm_porec	stat	NA
primary_alignments_long_cigar_n	0	haplotype1	phased_hifiasm	T2T04_hifiasm_porec	stat	NA
bases_in_mapped_sequences	3094480541	haplotype1	phased_hifiasm	T2T04_hifiasm_porec	stat	NA
bases_mapped	3061126852	haplotype1	phased_hifiasm	T2T04_hifiasm_porec	stat	NA
substitutions	4057708	haplotype1	phased_hifiasm	T2T04_hifiasm_porec	stat	NA
insertions_length_0_50	417980	haplotype1	phased_hifiasm	T2T04_hifiasm_porec	stat	NA
insertions_length_50_100	3568	haplotype1	phased_hifiasm	T2T04_hifiasm_porec	stat	NA
insertions_length_100_300	2974	haplotype1	phased_hifiasm	T2T04_hifiasm_porec	stat	NA
