metric	value	haplotype	asm_method	asm_name	source	chromosome
Number of substitutions	125978	haplotype2	phased_verkko	published_chr19_duplex15x	stat	NA
Number of insertions in [0,50)	14129	haplotype2	phased_verkko	published_chr19_duplex15x	stat	NA
Number of insertions in [50,100)	73	haplotype2	phased_verkko	published_chr19_duplex15x	stat	NA
Number of insertions in [100,300)	92	haplotype2	phased_verkko	published_chr19_duplex15x	stat	NA
Number of insertions in [300,400)	264	haplotype2	phased_verkko	published_chr19_duplex15x	stat	NA
Number of insertions in [400,1000)	90	haplotype2	phased_verkko	published_chr19_duplex15x	stat	NA
Number of insertions in [1000,inf)	121	haplotype2	phased_verkko	published_chr19_duplex15x	stat	NA
Number of deletions in [0,50)	19627	haplotype2	phased_verkko	published_chr19_duplex15x	stat	NA
Number of deletions in [50,100)	78	haplotype2	phased_verkko	published_chr19_duplex15x	stat	NA
Number of deletions in [100,300)	92	haplotype2	phased_verkko	published_chr19_duplex15x	stat	NA
Number of deletions in [300,400)	234	haplotype2	phased_verkko	published_chr19_duplex15x	stat	NA
Number of deletions in [400,1000)	71	haplotype2	phased_verkko	published_chr19_duplex15x	stat	NA
Number of deletions in [1000,inf)	96	haplotype2	phased_verkko	published_chr19_duplex15x	stat	NA
Number of mapped sequences	20	haplotype1	phased_gfase	published_chr19_duplex20x	stat	NA
Number of primary alignments	843	haplotype1	phased_gfase	published_chr19_duplex20x	stat	NA
Number of secondary alignments	74	haplotype1	phased_gfase	published_chr19_duplex20x	stat	NA
Number of primary alignments with >65535 CIGAR operations	0	haplotype1	phased_gfase	published_chr19_duplex20x	stat	NA
Number of bases in mapped sequences	62068706	haplotype1	phased_gfase	published_chr19_duplex20x	stat	NA
Number of mapped bases	61422662	haplotype1	phased_gfase	published_chr19_duplex20x	stat	NA
Number of substitutions	205140	haplotype1	phased_gfase	published_chr19_duplex20x	stat	NA
Number of insertions in [0,50)	15114	haplotype1	phased_gfase	published_chr19_duplex20x	stat	NA
Number of insertions in [50,100)	75	haplotype1	phased_gfase	published_chr19_duplex20x	stat	NA
Number of insertions in [100,300)	72	haplotype1	phased_gfase	published_chr19_duplex20x	stat	NA
Number of insertions in [300,400)	177	haplotype1	phased_gfase	published_chr19_duplex20x	stat	NA
Number of insertions in [400,1000)	45	haplotype1	phased_gfase	published_chr19_duplex20x	stat	NA
Number of insertions in [1000,inf)	35	haplotype1	phased_gfase	published_chr19_duplex20x	stat	NA
Number of deletions in [0,50)	20003	haplotype1	phased_gfase	published_chr19_duplex20x	stat	NA
Number of deletions in [50,100)	79	haplotype1	phased_gfase	published_chr19_duplex20x	stat	NA
Number of deletions in [100,300)	87	haplotype1	phased_gfase	published_chr19_duplex20x	stat	NA
Number of deletions in [300,400)	205	haplotype1	phased_gfase	published_chr19_duplex20x	stat	NA
Number of deletions in [400,1000)	43	haplotype1	phased_gfase	published_chr19_duplex20x	stat	NA
Number of deletions in [1000,inf)	57	haplotype1	phased_gfase	published_chr19_duplex20x	stat	NA
Number of mapped sequences	20	haplotype2	phased_gfase	published_chr19_duplex20x	stat	NA
Number of primary alignments	401	haplotype2	phased_gfase	published_chr19_duplex20x	stat	NA
Number of secondary alignments	52	haplotype2	phased_gfase	published_chr19_duplex20x	stat	NA
Number of primary alignments with >65535 CIGAR operations	0	haplotype2	phased_gfase	published_chr19_duplex20x	stat	NA
Number of bases in mapped sequences	61954103	haplotype2	phased_gfase	published_chr19_duplex20x	stat	NA
Number of mapped bases	61621013	haplotype2	phased_gfase	published_chr19_duplex20x	stat	NA
Number of substitutions	134502	haplotype2	phased_gfase	published_chr19_duplex20x	stat	NA
Number of insertions in [0,50)	13941	haplotype2	phased_gfase	published_chr19_duplex20x	stat	NA
Number of insertions in [50,100)	75	haplotype2	phased_gfase	published_chr19_duplex20x	stat	NA
Number of insertions in [100,300)	85	haplotype2	phased_gfase	published_chr19_duplex20x	stat	NA
Number of insertions in [300,400)	273	haplotype2	phased_gfase	published_chr19_duplex20x	stat	NA
Number of insertions in [400,1000)	77	haplotype2	phased_gfase	published_chr19_duplex20x	stat	NA
Number of insertions in [1000,inf)	103	haplotype2	phased_gfase	published_chr19_duplex20x	stat	NA
Number of deletions in [0,50)	18931	haplotype2	phased_gfase	published_chr19_duplex20x	stat	NA
Number of deletions in [50,100)	73	haplotype2	phased_gfase	published_chr19_duplex20x	stat	NA
Number of deletions in [100,300)	89	haplotype2	phased_gfase	published_chr19_duplex20x	stat	NA
Number of deletions in [300,400)	231	haplotype2	phased_gfase	published_chr19_duplex20x	stat	NA
Number of deletions in [400,1000)	64	haplotype2	phased_gfase	published_chr19_duplex20x	stat	NA
Number of deletions in [1000,inf)	65	haplotype2	phased_gfase	published_chr19_duplex20x	stat	NA
Number of mapped sequences	3	haplotype1	phased_verkko	published_chr19_duplex20x	stat	NA
Number of primary alignments	718	haplotype1	phased_verkko	published_chr19_duplex20x	stat	NA
Number of secondary alignments	50	haplotype1	phased_verkko	published_chr19_duplex20x	stat	NA
Number of primary alignments with >65535 CIGAR operations	0	haplotype1	phased_verkko	published_chr19_duplex20x	stat	NA
Number of bases in mapped sequences	61000989	haplotype1	phased_verkko	published_chr19_duplex20x	stat	NA
Number of mapped bases	60409229	haplotype1	phased_verkko	published_chr19_duplex20x	stat	NA
Number of substitutions	202787	haplotype1	phased_verkko	published_chr19_duplex20x	stat	NA
Number of insertions in [0,50)	12337	haplotype1	phased_verkko	published_chr19_duplex20x	stat	NA
Number of insertions in [50,100)	71	haplotype1	phased_verkko	published_chr19_duplex20x	stat	NA
Number of insertions in [100,300)	73	haplotype1	phased_verkko	published_chr19_duplex20x	stat	NA
Number of insertions in [300,400)	195	haplotype1	phased_verkko	published_chr19_duplex20x	stat	NA
Number of insertions in [400,1000)	46	haplotype1	phased_verkko	published_chr19_duplex20x	stat	NA
Number of insertions in [1000,inf)	30	haplotype1	phased_verkko	published_chr19_duplex20x	stat	NA
Number of deletions in [0,50)	16110	haplotype1	phased_verkko	published_chr19_duplex20x	stat	NA
Number of deletions in [50,100)	83	haplotype1	phased_verkko	published_chr19_duplex20x	stat	NA
Number of deletions in [100,300)	85	haplotype1	phased_verkko	published_chr19_duplex20x	stat	NA
Number of deletions in [300,400)	202	haplotype1	phased_verkko	published_chr19_duplex20x	stat	NA
Number of deletions in [400,1000)	42	haplotype1	phased_verkko	published_chr19_duplex20x	stat	NA
Number of deletions in [1000,inf)	52	haplotype1	phased_verkko	published_chr19_duplex20x	stat	NA
Number of mapped sequences	1	haplotype2	phased_verkko	published_chr19_duplex20x	stat	NA
Number of primary alignments	319	haplotype2	phased_verkko	published_chr19_duplex20x	stat	NA
Number of secondary alignments	50	haplotype2	phased_verkko	published_chr19_duplex20x	stat	NA
Number of primary alignments with >65535 CIGAR operations	0	haplotype2	phased_verkko	published_chr19_duplex20x	stat	NA
Number of bases in mapped sequences	60932316	haplotype2	phased_verkko	published_chr19_duplex20x	stat	NA
Number of mapped bases	60675765	haplotype2	phased_verkko	published_chr19_duplex20x	stat	NA
Number of substitutions	132766	haplotype2	phased_verkko	published_chr19_duplex20x	stat	NA
Number of insertions in [0,50)	11970	haplotype2	phased_verkko	published_chr19_duplex20x	stat	NA
Number of insertions in [50,100)	72	haplotype2	phased_verkko	published_chr19_duplex20x	stat	NA
Number of insertions in [100,300)	78	haplotype2	phased_verkko	published_chr19_duplex20x	stat	NA
Number of insertions in [300,400)	268	haplotype2	phased_verkko	published_chr19_duplex20x	stat	NA
Number of insertions in [400,1000)	81	haplotype2	phased_verkko	published_chr19_duplex20x	stat	NA
Number of insertions in [1000,inf)	98	haplotype2	phased_verkko	published_chr19_duplex20x	stat	NA
Number of deletions in [0,50)	15717	haplotype2	phased_verkko	published_chr19_duplex20x	stat	NA
Number of deletions in [50,100)	75	haplotype2	phased_verkko	published_chr19_duplex20x	stat	NA
Number of deletions in [100,300)	84	haplotype2	phased_verkko	published_chr19_duplex20x	stat	NA
Number of deletions in [300,400)	225	haplotype2	phased_verkko	published_chr19_duplex20x	stat	NA
Number of deletions in [400,1000)	63	haplotype2	phased_verkko	published_chr19_duplex20x	stat	NA
Number of deletions in [1000,inf)	66	haplotype2	phased_verkko	published_chr19_duplex20x	stat	NA
Number of mapped sequences	9	haplotype1	phased_gfase	published_chr19_duplex25x	stat	NA
Number of primary alignments	339	haplotype1	phased_gfase	published_chr19_duplex25x	stat	NA
Number of secondary alignments	51	haplotype1	phased_gfase	published_chr19_duplex25x	stat	NA
Number of primary alignments with >65535 CIGAR operations	0	haplotype1	phased_gfase	published_chr19_duplex25x	stat	NA
Number of bases in mapped sequences	61142889	haplotype1	phased_gfase	published_chr19_duplex25x	stat	NA
Number of mapped bases	60883414	haplotype1	phased_gfase	published_chr19_duplex25x	stat	NA
Number of substitutions	132568	haplotype1	phased_gfase	published_chr19_duplex25x	stat	NA
Number of insertions in [0,50)	12028	haplotype1	phased_gfase	published_chr19_duplex25x	stat	NA
Number of insertions in [50,100)	85	haplotype1	phased_gfase	published_chr19_duplex25x	stat	NA
Number of insertions in [100,300)	89	haplotype1	phased_gfase	published_chr19_duplex25x	stat	NA
Number of insertions in [300,400)	290	haplotype1	phased_gfase	published_chr19_duplex25x	stat	NA
Number of insertions in [400,1000)	85	haplotype1	phased_gfase	published_chr19_duplex25x	stat	NA
Number of insertions in [1000,inf)	101	haplotype1	phased_gfase	published_chr19_duplex25x	stat	NA
Number of deletions in [0,50)	16091	haplotype1	phased_gfase	published_chr19_duplex25x	stat	NA
Number of deletions in [50,100)	76	haplotype1	phased_gfase	published_chr19_duplex25x	stat	NA
Number of deletions in [100,300)	87	haplotype1	phased_gfase	published_chr19_duplex25x	stat	NA
Number of deletions in [300,400)	231	haplotype1	phased_gfase	published_chr19_duplex25x	stat	NA
Number of deletions in [400,1000)	58	haplotype1	phased_gfase	published_chr19_duplex25x	stat	NA
Number of deletions in [1000,inf)	66	haplotype1	phased_gfase	published_chr19_duplex25x	stat	NA
Number of mapped sequences	8	haplotype2	phased_gfase	published_chr19_duplex25x	stat	NA
Number of primary alignments	723	haplotype2	phased_gfase	published_chr19_duplex25x	stat	NA
Number of secondary alignments	51	haplotype2	phased_gfase	published_chr19_duplex25x	stat	NA
Number of primary alignments with >65535 CIGAR operations	0	haplotype2	phased_gfase	published_chr19_duplex25x	stat	NA
Number of bases in mapped sequences	61113262	haplotype2	phased_gfase	published_chr19_duplex25x	stat	NA
Number of mapped bases	60580410	haplotype2	phased_gfase	published_chr19_duplex25x	stat	NA
Number of substitutions	204707	haplotype2	phased_gfase	published_chr19_duplex25x	stat	NA
Number of insertions in [0,50)	12023	haplotype2	phased_gfase	published_chr19_duplex25x	stat	NA
Number of insertions in [50,100)	74	haplotype2	phased_gfase	published_chr19_duplex25x	stat	NA
Number of insertions in [100,300)	71	haplotype2	phased_gfase	published_chr19_duplex25x	stat	NA
Number of insertions in [300,400)	187	haplotype2	phased_gfase	published_chr19_duplex25x	stat	NA
Number of insertions in [400,1000)	48	haplotype2	phased_gfase	published_chr19_duplex25x	stat	NA
Number of insertions in [1000,inf)	30	haplotype2	phased_gfase	published_chr19_duplex25x	stat	NA
Number of deletions in [0,50)	15842	haplotype2	phased_gfase	published_chr19_duplex25x	stat	NA
Number of deletions in [50,100)	83	haplotype2	phased_gfase	published_chr19_duplex25x	stat	NA
Number of deletions in [100,300)	83	haplotype2	phased_gfase	published_chr19_duplex25x	stat	NA
Number of deletions in [300,400)	221	haplotype2	phased_gfase	published_chr19_duplex25x	stat	NA
Number of deletions in [400,1000)	42	haplotype2	phased_gfase	published_chr19_duplex25x	stat	NA
Number of deletions in [1000,inf)	48	haplotype2	phased_gfase	published_chr19_duplex25x	stat	NA
Number of mapped sequences	1	haplotype1	phased_verkko	published_chr19_duplex25x	stat	NA
Number of primary alignments	718	haplotype1	phased_verkko	published_chr19_duplex25x	stat	NA
Number of secondary alignments	50	haplotype1	phased_verkko	published_chr19_duplex25x	stat	NA
Number of primary alignments with >65535 CIGAR operations	0	haplotype1	phased_verkko	published_chr19_duplex25x	stat	NA
Number of bases in mapped sequences	61326655	haplotype1	phased_verkko	published_chr19_duplex25x	stat	NA
Number of mapped bases	60779919	haplotype1	phased_verkko	published_chr19_duplex25x	stat	NA
Number of substitutions	204103	haplotype1	phased_verkko	published_chr19_duplex25x	stat	NA
Number of insertions in [0,50)	12015	haplotype1	phased_verkko	published_chr19_duplex25x	stat	NA
Number of insertions in [50,100)	77	haplotype1	phased_verkko	published_chr19_duplex25x	stat	NA
Number of insertions in [100,300)	75	haplotype1	phased_verkko	published_chr19_duplex25x	stat	NA
Number of insertions in [300,400)	192	haplotype1	phased_verkko	published_chr19_duplex25x	stat	NA
Number of insertions in [400,1000)	47	haplotype1	phased_verkko	published_chr19_duplex25x	stat	NA
Number of insertions in [1000,inf)	30	haplotype1	phased_verkko	published_chr19_duplex25x	stat	NA
Number of deletions in [0,50)	15792	haplotype1	phased_verkko	published_chr19_duplex25x	stat	NA
Number of deletions in [50,100)	85	haplotype1	phased_verkko	published_chr19_duplex25x	stat	NA
Number of deletions in [100,300)	82	haplotype1	phased_verkko	published_chr19_duplex25x	stat	NA
Number of deletions in [300,400)	206	haplotype1	phased_verkko	published_chr19_duplex25x	stat	NA
Number of deletions in [400,1000)	42	haplotype1	phased_verkko	published_chr19_duplex25x	stat	NA
Number of deletions in [1000,inf)	48	haplotype1	phased_verkko	published_chr19_duplex25x	stat	NA
Number of mapped sequences	1	haplotype2	phased_verkko	published_chr19_duplex25x	stat	NA
Number of primary alignments	303	haplotype2	phased_verkko	published_chr19_duplex25x	stat	NA
Number of secondary alignments	50	haplotype2	phased_verkko	published_chr19_duplex25x	stat	NA
Number of primary alignments with >65535 CIGAR operations	0	haplotype2	phased_verkko	published_chr19_duplex25x	stat	NA
Number of bases in mapped sequences	61373015	haplotype2	phased_verkko	published_chr19_duplex25x	stat	NA
Number of mapped bases	61010041	haplotype2	phased_verkko	published_chr19_duplex25x	stat	NA
Number of substitutions	126606	haplotype2	phased_verkko	published_chr19_duplex25x	stat	NA
Number of insertions in [0,50)	11606	haplotype2	phased_verkko	published_chr19_duplex25x	stat	NA
Number of insertions in [50,100)	83	haplotype2	phased_verkko	published_chr19_duplex25x	stat	NA
Number of insertions in [100,300)	95	haplotype2	phased_verkko	published_chr19_duplex25x	stat	NA
Number of insertions in [300,400)	249	haplotype2	phased_verkko	published_chr19_duplex25x	stat	NA
Number of insertions in [400,1000)	80	haplotype2	phased_verkko	published_chr19_duplex25x	stat	NA
Number of insertions in [1000,inf)	105	haplotype2	phased_verkko	published_chr19_duplex25x	stat	NA
Number of deletions in [0,50)	15386	haplotype2	phased_verkko	published_chr19_duplex25x	stat	NA
Number of deletions in [50,100)	77	haplotype2	phased_verkko	published_chr19_duplex25x	stat	NA
Number of deletions in [100,300)	87	haplotype2	phased_verkko	published_chr19_duplex25x	stat	NA
Number of deletions in [300,400)	234	haplotype2	phased_verkko	published_chr19_duplex25x	stat	NA
Number of deletions in [400,1000)	52	haplotype2	phased_verkko	published_chr19_duplex25x	stat	NA
Number of deletions in [1000,inf)	67	haplotype2	phased_verkko	published_chr19_duplex25x	stat	NA
Number of mapped sequences	15	haplotype1	phased_gfase	published_chr19_combined35x	stat	NA
Number of primary alignments	794	haplotype1	phased_gfase	published_chr19_combined35x	stat	NA
Number of secondary alignments	55	haplotype1	phased_gfase	published_chr19_combined35x	stat	NA
Number of primary alignments with >65535 CIGAR operations	0	haplotype1	phased_gfase	published_chr19_combined35x	stat	NA
Number of bases in mapped sequences	62324541	haplotype1	phased_gfase	published_chr19_combined35x	stat	NA
Number of mapped bases	61766987	haplotype1	phased_gfase	published_chr19_combined35x	stat	NA
Number of substitutions	206238	haplotype1	phased_gfase	published_chr19_combined35x	stat	NA
Number of insertions in [0,50)	12680	haplotype1	phased_gfase	published_chr19_combined35x	stat	NA
Number of insertions in [50,100)	73	haplotype1	phased_gfase	published_chr19_combined35x	stat	NA
Number of insertions in [100,300)	78	haplotype1	phased_gfase	published_chr19_combined35x	stat	NA
Number of insertions in [300,400)	201	haplotype1	phased_gfase	published_chr19_combined35x	stat	NA
Number of insertions in [400,1000)	49	haplotype1	phased_gfase	published_chr19_combined35x	stat	NA
Number of insertions in [1000,inf)	33	haplotype1	phased_gfase	published_chr19_combined35x	stat	NA
Number of deletions in [0,50)	15223	haplotype1	phased_gfase	published_chr19_combined35x	stat	NA
Number of deletions in [50,100)	85	haplotype1	phased_gfase	published_chr19_combined35x	stat	NA
Number of deletions in [100,300)	86	haplotype1	phased_gfase	published_chr19_combined35x	stat	NA
Number of deletions in [300,400)	216	haplotype1	phased_gfase	published_chr19_combined35x	stat	NA
Number of deletions in [400,1000)	43	haplotype1	phased_gfase	published_chr19_combined35x	stat	NA
Number of deletions in [1000,inf)	49	haplotype1	phased_gfase	published_chr19_combined35x	stat	NA
Number of mapped sequences	16	haplotype2	phased_gfase	published_chr19_combined35x	stat	NA
Number of primary alignments	327	haplotype2	phased_gfase	published_chr19_combined35x	stat	NA
Number of secondary alignments	90	haplotype2	phased_gfase	published_chr19_combined35x	stat	NA
Number of primary alignments with >65535 CIGAR operations	0	haplotype2	phased_gfase	published_chr19_combined35x	stat	NA
Number of bases in mapped sequences	61641935	haplotype2	phased_gfase	published_chr19_combined35x	stat	NA
Number of mapped bases	61369020	haplotype2	phased_gfase	published_chr19_combined35x	stat	NA
Number of substitutions	135649	haplotype2	phased_gfase	published_chr19_combined35x	stat	NA
Number of insertions in [0,50)	11237	haplotype2	phased_gfase	published_chr19_combined35x	stat	NA
Number of insertions in [50,100)	69	haplotype2	phased_gfase	published_chr19_combined35x	stat	NA
Number of insertions in [100,300)	86	haplotype2	phased_gfase	published_chr19_combined35x	stat	NA
Number of insertions in [300,400)	286	haplotype2	phased_gfase	published_chr19_combined35x	stat	NA
Number of insertions in [400,1000)	86	haplotype2	phased_gfase	published_chr19_combined35x	stat	NA
Number of insertions in [1000,inf)	99	haplotype2	phased_gfase	published_chr19_combined35x	stat	NA
Number of deletions in [0,50)	13056	haplotype2	phased_gfase	published_chr19_combined35x	stat	NA
Number of deletions in [50,100)	77	haplotype2	phased_gfase	published_chr19_combined35x	stat	NA
Number of deletions in [100,300)	88	haplotype2	phased_gfase	published_chr19_combined35x	stat	NA
Number of deletions in [300,400)	224	haplotype2	phased_gfase	published_chr19_combined35x	stat	NA
Number of deletions in [400,1000)	63	haplotype2	phased_gfase	published_chr19_combined35x	stat	NA
Number of deletions in [1000,inf)	71	haplotype2	phased_gfase	published_chr19_combined35x	stat	NA
Number of mapped sequences	4	haplotype1	phased_verkko	published_chr19_combined35x	stat	NA
Number of primary alignments	313	haplotype1	phased_verkko	published_chr19_combined35x	stat	NA
Number of secondary alignments	167	haplotype1	phased_verkko	published_chr19_combined35x	stat	NA
Number of primary alignments with >65535 CIGAR operations	0	haplotype1	phased_verkko	published_chr19_combined35x	stat	NA
Number of bases in mapped sequences	61224283	haplotype1	phased_verkko	published_chr19_combined35x	stat	NA
Number of mapped bases	60968674	haplotype1	phased_verkko	published_chr19_combined35x	stat	NA
Number of substitutions	132813	haplotype1	phased_verkko	published_chr19_combined35x	stat	NA
Number of insertions in [0,50)	10973	haplotype1	phased_verkko	published_chr19_combined35x	stat	NA
Number of insertions in [50,100)	72	haplotype1	phased_verkko	published_chr19_combined35x	stat	NA
Number of insertions in [100,300)	86	haplotype1	phased_verkko	published_chr19_combined35x	stat	NA
Number of insertions in [300,400)	279	haplotype1	phased_verkko	published_chr19_combined35x	stat	NA
Number of insertions in [400,1000)	87	haplotype1	phased_verkko	published_chr19_combined35x	stat	NA
Number of insertions in [1000,inf)	101	haplotype1	phased_verkko	published_chr19_combined35x	stat	NA
Number of deletions in [0,50)	12580	haplotype1	phased_verkko	published_chr19_combined35x	stat	NA
Number of deletions in [50,100)	78	haplotype1	phased_verkko	published_chr19_combined35x	stat	NA
Number of deletions in [100,300)	88	haplotype1	phased_verkko	published_chr19_combined35x	stat	NA
Number of deletions in [300,400)	236	haplotype1	phased_verkko	published_chr19_combined35x	stat	NA
Number of deletions in [400,1000)	63	haplotype1	phased_verkko	published_chr19_combined35x	stat	NA
Number of deletions in [1000,inf)	66	haplotype1	phased_verkko	published_chr19_combined35x	stat	NA
Number of mapped sequences	1	haplotype2	phased_verkko	published_chr19_combined35x	stat	NA
Number of primary alignments	696	haplotype2	phased_verkko	published_chr19_combined35x	stat	NA
Number of secondary alignments	50	haplotype2	phased_verkko	published_chr19_combined35x	stat	NA
Number of primary alignments with >65535 CIGAR operations	0	haplotype2	phased_verkko	published_chr19_combined35x	stat	NA
Number of bases in mapped sequences	61247972	haplotype2	phased_verkko	published_chr19_combined35x	stat	NA
Number of mapped bases	60653269	haplotype2	phased_verkko	published_chr19_combined35x	stat	NA
Number of substitutions	199385	haplotype2	phased_verkko	published_chr19_combined35x	stat	NA
Number of insertions in [0,50)	11431	haplotype2	phased_verkko	published_chr19_combined35x	stat	NA
Number of insertions in [50,100)	76	haplotype2	phased_verkko	published_chr19_combined35x	stat	NA
Number of insertions in [100,300)	75	haplotype2	phased_verkko	published_chr19_combined35x	stat	NA
Number of insertions in [300,400)	184	haplotype2	phased_verkko	published_chr19_combined35x	stat	NA
Number of insertions in [400,1000)	45	haplotype2	phased_verkko	published_chr19_combined35x	stat	NA
Number of insertions in [1000,inf)	31	haplotype2	phased_verkko	published_chr19_combined35x	stat	NA
Number of deletions in [0,50)	13169	haplotype2	phased_verkko	published_chr19_combined35x	stat	NA
Number of deletions in [50,100)	86	haplotype2	phased_verkko	published_chr19_combined35x	stat	NA
Number of deletions in [100,300)	84	haplotype2	phased_verkko	published_chr19_combined35x	stat	NA
Number of deletions in [300,400)	188	haplotype2	phased_verkko	published_chr19_combined35x	stat	NA
Number of deletions in [400,1000)	47	haplotype2	phased_verkko	published_chr19_combined35x	stat	NA
Number of deletions in [1000,inf)	52	haplotype2	phased_verkko	published_chr19_combined35x	stat	NA
