metric	value	haplotype	asm_method	asm_name	source	chromosome
Number of deletions in [400,1000)	1553	haplotype2	phased_verkko	TUE_01	stat	NA
Number of deletions in [1000,inf)	2079	haplotype2	phased_verkko	TUE_01	stat	NA
Number of mapped sequences	105	haplotype1	phased_verkko	TUE_02	stat	NA
Number of primary alignments	13276	haplotype1	phased_verkko	TUE_02	stat	NA
Number of secondary alignments	3254	haplotype1	phased_verkko	TUE_02	stat	NA
Number of primary alignments with >65535 CIGAR operations	0	haplotype1	phased_verkko	TUE_02	stat	NA
Number of bases in mapped sequences	2913928273	haplotype1	phased_verkko	TUE_02	stat	NA
Number of mapped bases	2887133220	haplotype1	phased_verkko	TUE_02	stat	NA
Number of substitutions	3870712	haplotype1	phased_verkko	TUE_02	stat	NA
Number of insertions in [0,50)	358534	haplotype1	phased_verkko	TUE_02	stat	NA
Number of insertions in [50,100)	3500	haplotype1	phased_verkko	TUE_02	stat	NA
Number of insertions in [100,300)	2952	haplotype1	phased_verkko	TUE_02	stat	NA
Number of insertions in [300,400)	1947	haplotype1	phased_verkko	TUE_02	stat	NA
Number of insertions in [400,1000)	1703	haplotype1	phased_verkko	TUE_02	stat	NA
Number of insertions in [1000,inf)	2252	haplotype1	phased_verkko	TUE_02	stat	NA
Number of deletions in [0,50)	410209	haplotype1	phased_verkko	TUE_02	stat	NA
Number of deletions in [50,100)	3602	haplotype1	phased_verkko	TUE_02	stat	NA
Number of deletions in [100,300)	3200	haplotype1	phased_verkko	TUE_02	stat	NA
Number of deletions in [300,400)	1881	haplotype1	phased_verkko	TUE_02	stat	NA
Number of deletions in [400,1000)	2686	haplotype1	phased_verkko	TUE_02	stat	NA
Number of deletions in [1000,inf)	2075	haplotype1	phased_verkko	TUE_02	stat	NA
Number of mapped sequences	80	haplotype2	phased_verkko	TUE_02	stat	NA
Number of primary alignments	12534	haplotype2	phased_verkko	TUE_02	stat	NA
Number of secondary alignments	1573	haplotype2	phased_verkko	TUE_02	stat	NA
Number of primary alignments with >65535 CIGAR operations	0	haplotype2	phased_verkko	TUE_02	stat	NA
Number of bases in mapped sequences	3057718649	haplotype2	phased_verkko	TUE_02	stat	NA
Number of mapped bases	3029594507	haplotype2	phased_verkko	TUE_02	stat	NA
Number of substitutions	4116899	haplotype2	phased_verkko	TUE_02	stat	NA
Number of insertions in [0,50)	372037	haplotype2	phased_verkko	TUE_02	stat	NA
Number of insertions in [50,100)	3386	haplotype2	phased_verkko	TUE_02	stat	NA
Number of insertions in [100,300)	3974	haplotype2	phased_verkko	TUE_02	stat	NA
Number of insertions in [300,400)	1983	haplotype2	phased_verkko	TUE_02	stat	NA
Number of insertions in [400,1000)	1592	haplotype2	phased_verkko	TUE_02	stat	NA
Number of insertions in [1000,inf)	2708	haplotype2	phased_verkko	TUE_02	stat	NA
Number of deletions in [0,50)	428466	haplotype2	phased_verkko	TUE_02	stat	NA
Number of deletions in [50,100)	3380	haplotype2	phased_verkko	TUE_02	stat	NA
Number of deletions in [100,300)	3167	haplotype2	phased_verkko	TUE_02	stat	NA
Number of deletions in [300,400)	2031	haplotype2	phased_verkko	TUE_02	stat	NA
Number of deletions in [400,1000)	2037	haplotype2	phased_verkko	TUE_02	stat	NA
Number of deletions in [1000,inf)	2517	haplotype2	phased_verkko	TUE_02	stat	NA
Length	2940517220	haplotype1	phased_verkko	TUE_01	asmstat	NA
l_cov	2739304298	haplotype1	phased_verkko	TUE_01	asmstat	NA
Rcov	0.8787	haplotype1	phased_verkko	TUE_01	asmstat	NA
Rdup	0.0397	haplotype1	phased_verkko	TUE_01	asmstat	NA
Qcov	0.9726	haplotype1	phased_verkko	TUE_01	asmstat	NA
NG75	56431148	haplotype1	phased_verkko	TUE_01	asmstat	NA
NG50	93738178	haplotype1	phased_verkko	TUE_01	asmstat	NA
NGA50	2655912	haplotype1	phased_verkko	TUE_01	asmstat	NA
AUNGA	3561077	haplotype1	phased_verkko	TUE_01	asmstat	NA
#breaks	8065	haplotype1	phased_verkko	TUE_01	asmstat	NA
bp(10000,0)	2878	haplotype1	phased_verkko	TUE_01	asmstat	NA
bp(10000,10k)	1082	haplotype1	phased_verkko	TUE_01	asmstat	NA
Length	3078219692	haplotype2	phased_verkko	TUE_01	asmstat	NA
l_cov	2877612117	haplotype2	phased_verkko	TUE_01	asmstat	NA
Rcov	0.9231	haplotype2	phased_verkko	TUE_01	asmstat	NA
Rdup	0.032799999999999996	haplotype2	phased_verkko	TUE_01	asmstat	NA
Qcov	0.9682	haplotype2	phased_verkko	TUE_01	asmstat	NA
NG75	51611241	haplotype2	phased_verkko	TUE_01	asmstat	NA
NG50	96177761	haplotype2	phased_verkko	TUE_01	asmstat	NA
NGA50	2823992	haplotype2	phased_verkko	TUE_01	asmstat	NA
AUNGA	3692523	haplotype2	phased_verkko	TUE_01	asmstat	NA
#breaks	11790	haplotype2	phased_verkko	TUE_01	asmstat	NA
bp(10000,0)	2523	haplotype2	phased_verkko	TUE_01	asmstat	NA
bp(10000,10k)	754	haplotype2	phased_verkko	TUE_01	asmstat	NA
Length	2913928273	haplotype1	phased_verkko	TUE_02	asmstat	NA
l_cov	2792252098	haplotype1	phased_verkko	TUE_02	asmstat	NA
Rcov	0.8956999999999999	haplotype1	phased_verkko	TUE_02	asmstat	NA
Rdup	0.01	haplotype1	phased_verkko	TUE_02	asmstat	NA
Qcov	0.9691	haplotype1	phased_verkko	TUE_02	asmstat	NA
NG75	95025024	haplotype1	phased_verkko	TUE_02	asmstat	NA
NG50	136652049	haplotype1	phased_verkko	TUE_02	asmstat	NA
NGA50	3238214	haplotype1	phased_verkko	TUE_02	asmstat	NA
AUNGA	4086838	haplotype1	phased_verkko	TUE_02	asmstat	NA
#breaks	12848	haplotype1	phased_verkko	TUE_02	asmstat	NA
bp(10000,0)	2747	haplotype1	phased_verkko	TUE_02	asmstat	NA
bp(10000,10k)	992	haplotype1	phased_verkko	TUE_02	asmstat	NA
Length	3057718649	haplotype2	phased_verkko	TUE_02	asmstat	NA
l_cov	2933389082	haplotype2	phased_verkko	TUE_02	asmstat	NA
Rcov	0.941	haplotype2	phased_verkko	TUE_02	asmstat	NA
Rdup	0.0084	haplotype2	phased_verkko	TUE_02	asmstat	NA
Qcov	0.9681000000000001	haplotype2	phased_verkko	TUE_02	asmstat	NA
NG75	107541059	haplotype2	phased_verkko	TUE_02	asmstat	NA
NG50	145923981	haplotype2	phased_verkko	TUE_02	asmstat	NA
NGA50	3545442	haplotype2	phased_verkko	TUE_02	asmstat	NA
AUNGA	4510287	haplotype2	phased_verkko	TUE_02	asmstat	NA
#breaks	12453	haplotype2	phased_verkko	TUE_02	asmstat	NA
bp(10000,0)	2868	haplotype2	phased_verkko	TUE_02	asmstat	NA
bp(10000,10k)	920	haplotype2	phased_verkko	TUE_02	asmstat	NA
ref.full_sgl	36118	haplotype1	phased_verkko	TUE_01	asmgene	NA
asm.full_sgl	32299	haplotype1	phased_verkko	TUE_01	asmgene	NA
ref.full_dup	0	haplotype1	phased_verkko	TUE_01	asmgene	NA
asm.full_dup	1083	haplotype1	phased_verkko	TUE_01	asmgene	NA
ref.frag	0	haplotype1	phased_verkko	TUE_01	asmgene	NA
asm.frag	42	haplotype1	phased_verkko	TUE_01	asmgene	NA
ref.part50+	0	haplotype1	phased_verkko	TUE_01	asmgene	NA
asm.part50+	56	haplotype1	phased_verkko	TUE_01	asmgene	NA
ref.part10+	0	haplotype1	phased_verkko	TUE_01	asmgene	NA
asm.part10+	35	haplotype1	phased_verkko	TUE_01	asmgene	NA
ref.part10-	0	haplotype1	phased_verkko	TUE_01	asmgene	NA
asm.part10-	2603	haplotype1	phased_verkko	TUE_01	asmgene	NA
ref.dup_cnt	1468	haplotype1	phased_verkko	TUE_01	asmgene	NA
asm.dup_cnt	1179	haplotype1	phased_verkko	TUE_01	asmgene	NA
ref.dup_sum	4509	haplotype1	phased_verkko	TUE_01	asmgene	NA
asm.dup_sum	3973	haplotype1	phased_verkko	TUE_01	asmgene	NA
ref.full_sgl	36118	haplotype2	phased_verkko	TUE_01	asmgene	NA
asm.full_sgl	33777	haplotype2	phased_verkko	TUE_01	asmgene	NA
ref.full_dup	0	haplotype2	phased_verkko	TUE_01	asmgene	NA
asm.full_dup	974	haplotype2	phased_verkko	TUE_01	asmgene	NA
ref.frag	0	haplotype2	phased_verkko	TUE_01	asmgene	NA
asm.frag	31	haplotype2	phased_verkko	TUE_01	asmgene	NA
ref.part50+	0	haplotype2	phased_verkko	TUE_01	asmgene	NA
asm.part50+	61	haplotype2	phased_verkko	TUE_01	asmgene	NA
ref.part10+	0	haplotype2	phased_verkko	TUE_01	asmgene	NA
asm.part10+	22	haplotype2	phased_verkko	TUE_01	asmgene	NA
ref.part10-	0	haplotype2	phased_verkko	TUE_01	asmgene	NA
asm.part10-	1253	haplotype2	phased_verkko	TUE_01	asmgene	NA
ref.dup_cnt	1468	haplotype2	phased_verkko	TUE_01	asmgene	NA
asm.dup_cnt	1088	haplotype2	phased_verkko	TUE_01	asmgene	NA
ref.dup_sum	4509	haplotype2	phased_verkko	TUE_01	asmgene	NA
asm.dup_sum	3693	haplotype2	phased_verkko	TUE_01	asmgene	NA
ref.full_sgl	36118	haplotype1	phased_verkko	TUE_02	asmgene	NA
asm.full_sgl	34189	haplotype1	phased_verkko	TUE_02	asmgene	NA
ref.full_dup	0	haplotype1	phased_verkko	TUE_02	asmgene	NA
asm.full_dup	98	haplotype1	phased_verkko	TUE_02	asmgene	NA
ref.frag	0	haplotype1	phased_verkko	TUE_02	asmgene	NA
asm.frag	1	haplotype1	phased_verkko	TUE_02	asmgene	NA
ref.part50+	0	haplotype1	phased_verkko	TUE_02	asmgene	NA
asm.part50+	21	haplotype1	phased_verkko	TUE_02	asmgene	NA
ref.part10+	0	haplotype1	phased_verkko	TUE_02	asmgene	NA
asm.part10+	5	haplotype1	phased_verkko	TUE_02	asmgene	NA
ref.part10-	0	haplotype1	phased_verkko	TUE_02	asmgene	NA
asm.part10-	1804	haplotype1	phased_verkko	TUE_02	asmgene	NA
ref.dup_cnt	1468	haplotype1	phased_verkko	TUE_02	asmgene	NA
asm.dup_cnt	1219	haplotype1	phased_verkko	TUE_02	asmgene	NA
ref.dup_sum	4509	haplotype1	phased_verkko	TUE_02	asmgene	NA
asm.dup_sum	4164	haplotype1	phased_verkko	TUE_02	asmgene	NA
ref.full_sgl	36118	haplotype2	phased_verkko	TUE_02	asmgene	NA
asm.full_sgl	35523	haplotype2	phased_verkko	TUE_02	asmgene	NA
ref.full_dup	0	haplotype2	phased_verkko	TUE_02	asmgene	NA
asm.full_dup	94	haplotype2	phased_verkko	TUE_02	asmgene	NA
ref.frag	0	haplotype2	phased_verkko	TUE_02	asmgene	NA
asm.frag	2	haplotype2	phased_verkko	TUE_02	asmgene	NA
ref.part50+	0	haplotype2	phased_verkko	TUE_02	asmgene	NA
asm.part50+	18	haplotype2	phased_verkko	TUE_02	asmgene	NA
ref.part10+	0	haplotype2	phased_verkko	TUE_02	asmgene	NA
asm.part10+	3	haplotype2	phased_verkko	TUE_02	asmgene	NA
ref.part10-	0	haplotype2	phased_verkko	TUE_02	asmgene	NA
asm.part10-	478	haplotype2	phased_verkko	TUE_02	asmgene	NA
ref.dup_cnt	1468	haplotype2	phased_verkko	TUE_02	asmgene	NA
asm.dup_cnt	1126	haplotype2	phased_verkko	TUE_02	asmgene	NA
ref.dup_sum	4509	haplotype2	phased_verkko	TUE_02	asmgene	NA
asm.dup_sum	3791	haplotype2	phased_verkko	TUE_02	asmgene	NA
variants	385189	both	phased_verkko	TUE_01	whatshap_stats	chr1
phased	262539	both	phased_verkko	TUE_01	whatshap_stats	chr1
unphased	10122	both	phased_verkko	TUE_01	whatshap_stats	chr1
singletons	0	both	phased_verkko	TUE_01	whatshap_stats	chr1
blocks	1	both	phased_verkko	TUE_01	whatshap_stats	chr1
variant_per_block_median	262539	both	phased_verkko	TUE_01	whatshap_stats	chr1
variant_per_block_avg	262539	both	phased_verkko	TUE_01	whatshap_stats	chr1
variant_per_block_min	262539	both	phased_verkko	TUE_01	whatshap_stats	chr1
variant_per_block_max	262539	both	phased_verkko	TUE_01	whatshap_stats	chr1
variant_per_block_sum	262539	both	phased_verkko	TUE_01	whatshap_stats	chr1
bp_per_block_median	248381038	both	phased_verkko	TUE_01	whatshap_stats	chr1
bp_per_block_avg	248381038	both	phased_verkko	TUE_01	whatshap_stats	chr1
bp_per_block_min	248381038	both	phased_verkko	TUE_01	whatshap_stats	chr1
bp_per_block_max	248381038	both	phased_verkko	TUE_01	whatshap_stats	chr1
bp_per_block_sum	248381038	both	phased_verkko	TUE_01	whatshap_stats	chr1
heterozygous_variants	272661	both	phased_verkko	TUE_01	whatshap_stats	chr1
heterozygous_snvs	214544	both	phased_verkko	TUE_01	whatshap_stats	chr1
phased_snvs	205885	both	phased_verkko	TUE_01	whatshap_stats	chr1
phased_fraction	0.9628769791059228	both	phased_verkko	TUE_01	whatshap_stats	chr1
phased_snvs_fraction	0.959639980610038	both	phased_verkko	TUE_01	whatshap_stats	chr1
block_n50	248381038	both	phased_verkko	TUE_01	whatshap_stats	chr1
variants	360329	both	phased_verkko	TUE_01	whatshap_stats	chr2
phased	239207	both	phased_verkko	TUE_01	whatshap_stats	chr2
unphased	2466	both	phased_verkko	TUE_01	whatshap_stats	chr2
singletons	0	both	phased_verkko	TUE_01	whatshap_stats	chr2
blocks	1	both	phased_verkko	TUE_01	whatshap_stats	chr2
variant_per_block_median	239207	both	phased_verkko	TUE_01	whatshap_stats	chr2
variant_per_block_avg	239207	both	phased_verkko	TUE_01	whatshap_stats	chr2
variant_per_block_min	239207	both	phased_verkko	TUE_01	whatshap_stats	chr2
variant_per_block_max	239207	both	phased_verkko	TUE_01	whatshap_stats	chr2
variant_per_block_sum	239207	both	phased_verkko	TUE_01	whatshap_stats	chr2
bp_per_block_median	242689813	both	phased_verkko	TUE_01	whatshap_stats	chr2
bp_per_block_avg	242689813	both	phased_verkko	TUE_01	whatshap_stats	chr2
bp_per_block_min	242689813	both	phased_verkko	TUE_01	whatshap_stats	chr2
bp_per_block_max	242689813	both	phased_verkko	TUE_01	whatshap_stats	chr2
bp_per_block_sum	242689813	both	phased_verkko	TUE_01	whatshap_stats	chr2
heterozygous_variants	241673	both	phased_verkko	TUE_01	whatshap_stats	chr2
heterozygous_snvs	187623	both	phased_verkko	TUE_01	whatshap_stats	chr2
phased_snvs	185589	both	phased_verkko	TUE_01	whatshap_stats	chr2
phased_fraction	0.9897961294807448	both	phased_verkko	TUE_01	whatshap_stats	chr2
phased_snvs_fraction	0.9891591116227756	both	phased_verkko	TUE_01	whatshap_stats	chr2
block_n50	242689813	both	phased_verkko	TUE_01	whatshap_stats	chr2
variants	332584	both	phased_verkko	TUE_01	whatshap_stats	chr3
phased	228580	both	phased_verkko	TUE_01	whatshap_stats	chr3
unphased	777	both	phased_verkko	TUE_01	whatshap_stats	chr3
singletons	0	both	phased_verkko	TUE_01	whatshap_stats	chr3
blocks	1	both	phased_verkko	TUE_01	whatshap_stats	chr3
variant_per_block_median	228580	both	phased_verkko	TUE_01	whatshap_stats	chr3
variant_per_block_avg	228580	both	phased_verkko	TUE_01	whatshap_stats	chr3
variant_per_block_min	228580	both	phased_verkko	TUE_01	whatshap_stats	chr3
variant_per_block_max	228580	both	phased_verkko	TUE_01	whatshap_stats	chr3
variant_per_block_sum	228580	both	phased_verkko	TUE_01	whatshap_stats	chr3
bp_per_block_median	201085707	both	phased_verkko	TUE_01	whatshap_stats	chr3
bp_per_block_avg	201085707	both	phased_verkko	TUE_01	whatshap_stats	chr3
bp_per_block_min	201085707	both	phased_verkko	TUE_01	whatshap_stats	chr3
bp_per_block_max	201085707	both	phased_verkko	TUE_01	whatshap_stats	chr3
bp_per_block_sum	201085707	both	phased_verkko	TUE_01	whatshap_stats	chr3
heterozygous_variants	229357	both	phased_verkko	TUE_01	whatshap_stats	chr3
heterozygous_snvs	183181	both	phased_verkko	TUE_01	whatshap_stats	chr3
phased_snvs	182543	both	phased_verkko	TUE_01	whatshap_stats	chr3
phased_fraction	0.9966122682106934	both	phased_verkko	TUE_01	whatshap_stats	chr3
phased_snvs_fraction	0.9965171060317392	both	phased_verkko	TUE_01	whatshap_stats	chr3
block_n50	201085707	both	phased_verkko	TUE_01	whatshap_stats	chr3
variants	339727	both	phased_verkko	TUE_01	whatshap_stats	chr4
phased	228971	both	phased_verkko	TUE_01	whatshap_stats	chr4
unphased	6893	both	phased_verkko	TUE_01	whatshap_stats	chr4
singletons	0	both	phased_verkko	TUE_01	whatshap_stats	chr4
blocks	1	both	phased_verkko	TUE_01	whatshap_stats	chr4
variant_per_block_median	228971	both	phased_verkko	TUE_01	whatshap_stats	chr4
variant_per_block_avg	228971	both	phased_verkko	TUE_01	whatshap_stats	chr4
variant_per_block_min	228971	both	phased_verkko	TUE_01	whatshap_stats	chr4
variant_per_block_max	228971	both	phased_verkko	TUE_01	whatshap_stats	chr4
variant_per_block_sum	228971	both	phased_verkko	TUE_01	whatshap_stats	chr4
bp_per_block_median	193546458	both	phased_verkko	TUE_01	whatshap_stats	chr4
bp_per_block_avg	193546458	both	phased_verkko	TUE_01	whatshap_stats	chr4
bp_per_block_min	193546458	both	phased_verkko	TUE_01	whatshap_stats	chr4
bp_per_block_max	193546458	both	phased_verkko	TUE_01	whatshap_stats	chr4
bp_per_block_sum	193546458	both	phased_verkko	TUE_01	whatshap_stats	chr4
heterozygous_variants	235864	both	phased_verkko	TUE_01	whatshap_stats	chr4
heterozygous_snvs	190285	both	phased_verkko	TUE_01	whatshap_stats	chr4
phased_snvs	183722	both	phased_verkko	TUE_01	whatshap_stats	chr4
phased_fraction	0.970775531662314	both	phased_verkko	TUE_01	whatshap_stats	chr4
phased_snvs_fraction	0.965509630291405	both	phased_verkko	TUE_01	whatshap_stats	chr4
block_n50	193546458	both	phased_verkko	TUE_01	whatshap_stats	chr4
variants	297918	both	phased_verkko	TUE_01	whatshap_stats	chr5
phased	175080	both	phased_verkko	TUE_01	whatshap_stats	chr5
unphased	51947	both	phased_verkko	TUE_01	whatshap_stats	chr5
singletons	0	both	phased_verkko	TUE_01	whatshap_stats	chr5
blocks	1	both	phased_verkko	TUE_01	whatshap_stats	chr5
variant_per_block_median	175080	both	phased_verkko	TUE_01	whatshap_stats	chr5
variant_per_block_avg	175080	both	phased_verkko	TUE_01	whatshap_stats	chr5
variant_per_block_min	175080	both	phased_verkko	TUE_01	whatshap_stats	chr5
variant_per_block_max	175080	both	phased_verkko	TUE_01	whatshap_stats	chr5
variant_per_block_sum	175080	both	phased_verkko	TUE_01	whatshap_stats	chr5
bp_per_block_median	182040455	both	phased_verkko	TUE_01	whatshap_stats	chr5
bp_per_block_avg	182040455	both	phased_verkko	TUE_01	whatshap_stats	chr5
bp_per_block_min	182040455	both	phased_verkko	TUE_01	whatshap_stats	chr5
bp_per_block_max	182040455	both	phased_verkko	TUE_01	whatshap_stats	chr5
bp_per_block_sum	182040455	both	phased_verkko	TUE_01	whatshap_stats	chr5
heterozygous_variants	227027	both	phased_verkko	TUE_01	whatshap_stats	chr5
heterozygous_snvs	180548	both	phased_verkko	TUE_01	whatshap_stats	chr5
phased_snvs	138646	both	phased_verkko	TUE_01	whatshap_stats	chr5
phased_fraction	0.7711858060935484	both	phased_verkko	TUE_01	whatshap_stats	chr5
phased_snvs_fraction	0.7679176728626183	both	phased_verkko	TUE_01	whatshap_stats	chr5
block_n50	182040455	both	phased_verkko	TUE_01	whatshap_stats	chr5
variants	304283	both	phased_verkko	TUE_01	whatshap_stats	chr6
phased	204380	both	phased_verkko	TUE_01	whatshap_stats	chr6
unphased	5575	both	phased_verkko	TUE_01	whatshap_stats	chr6
singletons	0	both	phased_verkko	TUE_01	whatshap_stats	chr6
blocks	1	both	phased_verkko	TUE_01	whatshap_stats	chr6
variant_per_block_median	204380	both	phased_verkko	TUE_01	whatshap_stats	chr6
variant_per_block_avg	204380	both	phased_verkko	TUE_01	whatshap_stats	chr6
variant_per_block_min	204380	both	phased_verkko	TUE_01	whatshap_stats	chr6
variant_per_block_max	204380	both	phased_verkko	TUE_01	whatshap_stats	chr6
variant_per_block_sum	204380	both	phased_verkko	TUE_01	whatshap_stats	chr6
bp_per_block_median	172109442	both	phased_verkko	TUE_01	whatshap_stats	chr6
bp_per_block_avg	172109442	both	phased_verkko	TUE_01	whatshap_stats	chr6
bp_per_block_min	172109442	both	phased_verkko	TUE_01	whatshap_stats	chr6
bp_per_block_max	172109442	both	phased_verkko	TUE_01	whatshap_stats	chr6
bp_per_block_sum	172109442	both	phased_verkko	TUE_01	whatshap_stats	chr6
heterozygous_variants	209955	both	phased_verkko	TUE_01	whatshap_stats	chr6
heterozygous_snvs	167903	both	phased_verkko	TUE_01	whatshap_stats	chr6
phased_snvs	162940	both	phased_verkko	TUE_01	whatshap_stats	chr6
phased_fraction	0.9734466909575862	both	phased_verkko	TUE_01	whatshap_stats	chr6
phased_snvs_fraction	0.97044126668374	both	phased_verkko	TUE_01	whatshap_stats	chr6
block_n50	172109442	both	phased_verkko	TUE_01	whatshap_stats	chr6
variants	283229	both	phased_verkko	TUE_01	whatshap_stats	chr7
phased	200436	both	phased_verkko	TUE_01	whatshap_stats	chr7
unphased	450	both	phased_verkko	TUE_01	whatshap_stats	chr7
singletons	0	both	phased_verkko	TUE_01	whatshap_stats	chr7
blocks	1	both	phased_verkko	TUE_01	whatshap_stats	chr7
variant_per_block_median	200436	both	phased_verkko	TUE_01	whatshap_stats	chr7
variant_per_block_avg	200436	both	phased_verkko	TUE_01	whatshap_stats	chr7
variant_per_block_min	200436	both	phased_verkko	TUE_01	whatshap_stats	chr7
variant_per_block_max	200436	both	phased_verkko	TUE_01	whatshap_stats	chr7
variant_per_block_sum	200436	both	phased_verkko	TUE_01	whatshap_stats	chr7
bp_per_block_median	160561912	both	phased_verkko	TUE_01	whatshap_stats	chr7
bp_per_block_avg	160561912	both	phased_verkko	TUE_01	whatshap_stats	chr7
bp_per_block_min	160561912	both	phased_verkko	TUE_01	whatshap_stats	chr7
bp_per_block_max	160561912	both	phased_verkko	TUE_01	whatshap_stats	chr7
bp_per_block_sum	160561912	both	phased_verkko	TUE_01	whatshap_stats	chr7
heterozygous_variants	200886	both	phased_verkko	TUE_01	whatshap_stats	chr7
heterozygous_snvs	159077	both	phased_verkko	TUE_01	whatshap_stats	chr7
phased_snvs	158890	both	phased_verkko	TUE_01	whatshap_stats	chr7
phased_fraction	0.9977599235387234	both	phased_verkko	TUE_01	whatshap_stats	chr7
phased_snvs_fraction	0.9988244686535452	both	phased_verkko	TUE_01	whatshap_stats	chr7
block_n50	160561912	both	phased_verkko	TUE_01	whatshap_stats	chr7
variants	132471	both	phased_verkko	TUE_01	whatshap_stats	chrX
phased	132404	both	phased_verkko	TUE_01	whatshap_stats	chrX
unphased	67	both	phased_verkko	TUE_01	whatshap_stats	chrX
singletons	0	both	phased_verkko	TUE_01	whatshap_stats	chrX
blocks	1	both	phased_verkko	TUE_01	whatshap_stats	chrX
variant_per_block_median	132404	both	phased_verkko	TUE_01	whatshap_stats	chrX
variant_per_block_avg	132404	both	phased_verkko	TUE_01	whatshap_stats	chrX
variant_per_block_min	132404	both	phased_verkko	TUE_01	whatshap_stats	chrX
variant_per_block_max	132404	both	phased_verkko	TUE_01	whatshap_stats	chrX
variant_per_block_sum	132404	both	phased_verkko	TUE_01	whatshap_stats	chrX
bp_per_block_median	154148330	both	phased_verkko	TUE_01	whatshap_stats	chrX
bp_per_block_avg	154148330	both	phased_verkko	TUE_01	whatshap_stats	chrX
bp_per_block_min	154148330	both	phased_verkko	TUE_01	whatshap_stats	chrX
bp_per_block_max	154148330	both	phased_verkko	TUE_01	whatshap_stats	chrX
bp_per_block_sum	154148330	both	phased_verkko	TUE_01	whatshap_stats	chrX
heterozygous_variants	132471	both	phased_verkko	TUE_01	whatshap_stats	chrX
heterozygous_snvs	97501	both	phased_verkko	TUE_01	whatshap_stats	chrX
phased_snvs	97492	both	phased_verkko	TUE_01	whatshap_stats	chrX
phased_fraction	0.9994942289255762	both	phased_verkko	TUE_01	whatshap_stats	chrX
phased_snvs_fraction	0.9999076932544282	both	phased_verkko	TUE_01	whatshap_stats	chrX
block_n50	154148330	both	phased_verkko	TUE_01	whatshap_stats	chrX
variants	221766	both	phased_verkko	TUE_01	whatshap_stats	chr9
phased	157352	both	phased_verkko	TUE_01	whatshap_stats	chr9
unphased	4738	both	phased_verkko	TUE_01	whatshap_stats	chr9
singletons	0	both	phased_verkko	TUE_01	whatshap_stats	chr9
blocks	1	both	phased_verkko	TUE_01	whatshap_stats	chr9
variant_per_block_median	157352	both	phased_verkko	TUE_01	whatshap_stats	chr9
