contig_name	contig_length_bp	haplotype	primary_chrom	aligned_bp	satellite_bp	satellite_fraction	classification
haplotype2-0000069	717164	haplotype2	chr7	1260557	683681	0.542364	satellite
unassigned-0000293	76310	unassigned	chr14	151394	75697	0.5	satellite
unassigned-0000294	105689	unassigned	chr14	208770	104385	0.5	satellite
unassigned-0000082	69255	unassigned	chr13	70626	70626	1	satellite
unassigned-0000544	96689	unassigned	chr7	96692	0	0	non_satellite
unassigned-0000545	77366	unassigned	chr7	77357	0	0	non_satellite
unassigned-0000331	112718	unassigned	chr13	117062	117062	1	satellite
unassigned-0000333	146724	unassigned	chr21	181361	147655	0.81415	satellite
unassigned-0000109	121620	unassigned	chr13	127816	127816	1	satellite
unassigned-0000337	5414671	unassigned	chr14	16910971	2976987	0.176039	non_satellite
unassigned-0000350	114773	unassigned	chr13	111781	111781	1	satellite
unassigned-0000125	96686	unassigned	chr13	105081	105081	1	satellite
unassigned-0000127	161636	unassigned	chr9	161230	0	0	non_satellite
unassigned-0000142	179250	unassigned	chr13	176241	176241	1	satellite
unassigned-0000371	290806	unassigned	chr22	17773	17773	1	satellite
unassigned-0000148	423004	unassigned	chr14	1276421	465661	0.364818	non_satellite
unassigned-0000377	111500	unassigned	chr13	72023	72023	1	satellite
unassigned-0000164	114766	unassigned	chr13	20947	20947	1	satellite
unassigned-0000201	94096	unassigned	chr13	93955	93955	1	satellite
unassigned-0000416	257772	unassigned	chr22	391235	300126	0.767125	satellite
unassigned-0000202	87873	unassigned	chr13	88485	88485	1	satellite
unassigned-0000204	76395	unassigned	chr22	74025	74025	1	satellite
unassigned-0000205	107900	unassigned	chr13	112816	112816	1	satellite
unassigned-0000433	116560	unassigned	chr13	113608	113608	1	satellite
unassigned-0000222	127274	unassigned	chr13	132979	132979	1	satellite
unassigned-0000452	105669	unassigned	chr5	148267	0	0	non_satellite
unassigned-0000453	77737	unassigned	chr22	73990	73990	1	satellite
unassigned-0000454	90300	unassigned	chr14	131064	92058	0.70239	satellite
unassigned-0000455	120497	unassigned	chr14	181752	122194	0.672312	satellite
unassigned-0000456	92439	unassigned	chr15	34710	34710	1	satellite
unassigned-0000457	327377	unassigned	chr14	3327547	358363	0.107696	non_satellite
unassigned-0000472	73952	unassigned	chr13	23374	23374	1	satellite
unassigned-0000473	105696	unassigned	chr13	112629	112629	1	satellite
haplotype1-0000032	248216	haplotype1	chr16	250047	0	0	non_satellite
haplotype1-0000019	2889188	haplotype1	chr15	11329675	2272491	0.200579	non_satellite
haplotype1-0000033	149308	haplotype1	chr16	149303	0	0	non_satellite
haplotype1-0000034	262837	haplotype1	chr16	262856	0	0	non_satellite
unassigned-0000490	172953	unassigned	chr13	29753	29753	1	satellite
haplotype1-0000035	178533	haplotype1	chr16	178509	0	0	non_satellite
haplotype1-0000036	377791	haplotype1	chr5	377767	0	0	non_satellite
haplotype1-0000037	239733	haplotype1	chr5	238198	0	0	non_satellite
unassigned-0000513	167199	unassigned	chr22	1543230	171470	0.111111	non_satellite
haplotype2-0000070	226339	haplotype2	chr6	226614	226614	1	satellite
haplotype1-0000038	93304	haplotype1	chr5	93034	0	0	non_satellite
haplotype2-0000071	218055	haplotype2	chr6	217152	217152	1	satellite
haplotype1-0000039	350889	haplotype1	chr5	438510	0	0	non_satellite
haplotype2-0000072	513050	haplotype2	chr6	190814	190814	1	satellite
haplotype2-0000073	382525	haplotype2	chr6	401434	401434	1	satellite
unassigned-0000530	128696	unassigned	chr5	128700	0	0	non_satellite
haplotype2-0000074	276555	haplotype2	chr6	436219	436219	1	satellite
haplotype2-0000075	227907	haplotype2	chr6	126206	126206	1	satellite
haplotype2-0000076	348489	haplotype2	chr6	395688	395688	1	satellite
haplotype2-0000077	356506	haplotype2	chr6	728857	728857	1	satellite
unassigned-0000288	197329	unassigned	chr13	202096	202096	1	satellite
unassigned-0000321	89048	unassigned	chr13	93323	93323	1	satellite
unassigned-0000289	116596	unassigned	chr13	131684	131684	1	satellite
