contig_name	contig_length_bp	haplotype	primary_chrom	aligned_bp	satellite_bp	satellite_fraction	classification
unassigned-0001034	32443	unassigned	chr10	32453	0	0	non_satellite
unassigned-0001076	41496	unassigned	chrX	41468	0	0	non_satellite
unassigned-0001035	30695	unassigned	chr18	30670	0	0	non_satellite
unassigned-0001309	28410	unassigned	chr12	28429	0	0	non_satellite
unassigned-0001077	28271	unassigned	chr22	28264	0	0	non_satellite
unassigned-0001036	67751	unassigned	chr14	67762	0	0	non_satellite
unassigned-0001038	43793	unassigned	chr5	43783	0	0	non_satellite
unassigned-0001079	43015	unassigned	chr14	42984	0	0	non_satellite
unassigned-0000771	140308	unassigned	chr20	775640	173435	0.223602	non_satellite
unassigned-0000772	135196	unassigned	chr20	758990	168349	0.221807	non_satellite
unassigned-0000773	48161	unassigned	chr1	48162	0	0	non_satellite
unassigned-0000775	44145	unassigned	chr13	39779	39779	1	satellite
unassigned-0000460	29244	unassigned	chr16	29235	0	0	non_satellite
unassigned-0000735	67670	unassigned	chr2	67634	0	0	non_satellite
unassigned-0000777	71030	unassigned	chr5	70988	0	0	non_satellite
unassigned-0000736	112423	unassigned	chr2	112390	0	0	non_satellite
unassigned-0000421	24575	unassigned	chr16	24574	0	0	non_satellite
unassigned-0000737	174596	unassigned	chr5	174578	0	0	non_satellite
unassigned-0000422	56756	unassigned	chr16	56712	0	0	non_satellite
unassigned-0000779	122697	unassigned	chrX	122681	0	0	non_satellite
unassigned-0000739	154868	unassigned	chr12	156595	0	0	non_satellite
unassigned-0000426	40136	unassigned	chr7	39981	0	0	non_satellite
unassigned-0000468	76859	unassigned	chr3	76871	0	0	non_satellite
unassigned-0000469	32681	unassigned	chr3	32686	0	0	non_satellite
haplotype2-0000270	105231	haplotype2	chr3	105222	0	0	non_satellite
haplotype2-0000230	4593262	haplotype2	chr22	62192943	4685704	0.0753414	non_satellite
haplotype2-0000271	129381	haplotype2	chr10	129410	0	0	non_satellite
haplotype2-0000272	238953	haplotype2	chr11	236093	0	0	non_satellite
haplotype2-0000273	263408	haplotype2	chr22	2635120	263512	0.1	non_satellite
haplotype2-0000233	85825	haplotype2	chr2	85643	0	0	non_satellite
haplotype2-0000274	551244	haplotype2	chr16	551535	0	0	non_satellite
haplotype2-0000275	40809	haplotype2	chr8	47092	47092	1	satellite
haplotype2-0000234	75524	haplotype2	chr8	74091	74091	1	satellite
haplotype2-0000276	28679	haplotype2	chr8	26994	26994	1	satellite
unassigned-0001460	68972	unassigned	chr1	68901	0	0	non_satellite
haplotype2-0000277	497687	haplotype2	chr8	500161	500161	1	satellite
haplotype2-0000236	48182	haplotype2	chr7	48132	0	0	non_satellite
haplotype2-0000237	150823	haplotype2	chr11	301670	150835	0.5	satellite
unassigned-0001421	37562	unassigned	chr16	37554	0	0	non_satellite
unassigned-0001422	442936	unassigned	chrX	455777	0	0	non_satellite
haplotype2-0000279	558311	haplotype2	chr22	290898	290898	1	satellite
haplotype2-0000238	126884	haplotype2	chr19	126890	0	0	non_satellite
haplotype2-0000239	159409	haplotype2	chr9	159441	0	0	non_satellite
unassigned-0001424	412143	unassigned	chrX	412163	0	0	non_satellite
unassigned-0001465	101425	unassigned	chr5	93566	0	0	non_satellite
unassigned-0001150	48696	unassigned	chr1	48678	0	0	non_satellite
unassigned-0001191	35893	unassigned	chr12	35916	0	0	non_satellite
unassigned-0001110	46914	unassigned	chr16	46947	0	0	non_satellite
unassigned-0001466	45138	unassigned	chr15	45102	0	0	non_satellite
unassigned-0001425	51910	unassigned	chr10	51888	0	0	non_satellite
unassigned-0001151	51789	unassigned	chr1	51655	0	0	non_satellite
unassigned-0001467	52726	unassigned	chrX	52716	52716	1	satellite
unassigned-0001193	102419	unassigned	chr20	102467	0	0	non_satellite
unassigned-0001152	26578	unassigned	chr2	26533	0	0	non_satellite
unassigned-0001111	60567	unassigned	chr16	60579	0	0	non_satellite
unassigned-0001426	45511	unassigned	chr10	45512	0	0	non_satellite
unassigned-0001194	84486	unassigned	chr20	84485	0	0	non_satellite
unassigned-0001112	129349	unassigned	chr16	129598	0	0	non_satellite
unassigned-0001427	22897	unassigned	chr10	22873	0	0	non_satellite
unassigned-0001113	72437	unassigned	chrX	72417	0	0	non_satellite
unassigned-0001154	76602	unassigned	chr4	76605	0	0	non_satellite
unassigned-0001195	78505	unassigned	chr12	78500	0	0	non_satellite
unassigned-0001429	91276	unassigned	chr1	91996	91996	1	satellite
unassigned-0001156	101573	unassigned	chr15	289011	96337	0.333333	non_satellite
unassigned-0001117	57431	unassigned	chr17	57414	0	0	non_satellite
unassigned-0001118	73057	unassigned	chr17	79609	0	0	non_satellite
unassigned-0001119	25875	unassigned	chr17	25060	0	0	non_satellite
unassigned-0000890	37657	unassigned	chr1	37653	0	0	non_satellite
unassigned-0000892	103966	unassigned	chr7	103652	0	0	non_satellite
unassigned-0000810	53883	unassigned	chr5	53851	0	0	non_satellite
unassigned-0000893	38758	unassigned	chr7	38758	0	0	non_satellite
unassigned-0000811	47556	unassigned	chr22	179176	44794	0.25	non_satellite
unassigned-0000894	151729	unassigned	chr9	1214008	151751	0.125	non_satellite
unassigned-0000812	64927	unassigned	chr5	64927	0	0	non_satellite
unassigned-0000814	132262	unassigned	chr5	132265	0	0	non_satellite
unassigned-0000855	87316	unassigned	chr22	63927	63927	1	satellite
unassigned-0000540	32382	unassigned	chr14	64794	32397	0.5	satellite
unassigned-0000500	25297	unassigned	chr7	25293	0	0	non_satellite
unassigned-0000856	25879	unassigned	chr17	25666	0	0	non_satellite
unassigned-0000541	211552	unassigned	chr14	2115780	211578	0.1	non_satellite
unassigned-0000816	21339	unassigned	chr9	21256	21256	1	satellite
unassigned-0000501	43928	unassigned	chr7	43896	0	0	non_satellite
unassigned-0000857	41293	unassigned	chr17	41276	0	0	non_satellite
unassigned-0000542	44592	unassigned	chr14	44620	44620	1	satellite
unassigned-0000817	54835	unassigned	chr9	54808	54808	1	satellite
unassigned-0000899	84093	unassigned	chr2	84060	0	0	non_satellite
unassigned-0000543	42513	unassigned	chr14	84976	42488	0.5	satellite
unassigned-0000859	122829	unassigned	chr1	122841	0	0	non_satellite
unassigned-0000544	31187	unassigned	chr14	31187	31187	1	satellite
unassigned-0000819	48195	unassigned	chr13	46089	46089	1	satellite
unassigned-0000545	66421	unassigned	chr14	132792	66396	0.5	satellite
unassigned-0000588	32838	unassigned	chr11	32801	0	0	non_satellite
unassigned-0000547	108269	unassigned	chr14	216612	108306	0.5	satellite
unassigned-0000506	74025	unassigned	chr11	73959	0	0	non_satellite
unassigned-0000548	49824	unassigned	chr1	49672	0	0	non_satellite
unassigned-0000549	78532	unassigned	chr1	78532	0	0	non_satellite
unassigned-0000508	46464	unassigned	chr1	46460	0	0	non_satellite
haplotype2-0000310	69506	haplotype2	chr6	69316	69316	1	satellite
haplotype2-0000311	136234	haplotype2	chr5	138938	0	0	non_satellite
haplotype2-0000312	411938	haplotype2	chr16	8653470	412070	0.047619	non_satellite
haplotype2-0000313	84621	haplotype2	chr7	84349	0	0	non_satellite
haplotype2-0000314	191011	haplotype2	chr22	199827	184714	0.92437	satellite
unassigned-0001580	86862	unassigned	chr13	82274	82274	1	satellite
haplotype2-0000315	83978	haplotype2	chr9	83856	0	0	non_satellite
unassigned-0001540	64902	unassigned	chr17	54709	0	0	non_satellite
unassigned-0001500	127631	unassigned	chr7	122221	0	0	non_satellite
haplotype2-0000316	34745	haplotype2	chr7	34789	0	0	non_satellite
unassigned-0001541	70758	unassigned	chr16	70735	0	0	non_satellite
unassigned-0001501	56552	unassigned	chr22	56522	56522	1	satellite
unassigned-0001583	83649	unassigned	chr13	66024	66024	1	satellite
unassigned-0001502	25995	unassigned	chr22	25956	25956	1	satellite
haplotype1-0000080	498918	haplotype1	chr13	226962	226962	1	satellite
unassigned-0001503	140471	unassigned	chr22	140696	140696	1	satellite
unassigned-0001270	47556	unassigned	chr22	179176	44794	0.25	non_satellite
haplotype2-0000319	301780	haplotype2	chr19	253251	0	0	non_satellite
haplotype1-0000040	35029	haplotype1	chr16	31388	31388	1	satellite
unassigned-0001586	32373	unassigned	chr14	63390	31695	0.5	satellite
unassigned-0001231	30987	unassigned	chrX	30998	0	0	non_satellite
haplotype1-0000042	81634	haplotype1	chr7	81623	0	0	non_satellite
unassigned-0001505	210890	unassigned	chr5	210544	0	0	non_satellite
unassigned-0001587	60393	unassigned	chr13	56947	56947	1	satellite
unassigned-0001546	25186	unassigned	chr1	25157	0	0	non_satellite
unassigned-0001273	73557	unassigned	chr22	220773	73591	0.333333	non_satellite
haplotype1-0000084	81797	haplotype1	chr17	119065	0	0	non_satellite
unassigned-0001548	188477	unassigned	chr5	188474	0	0	non_satellite
unassigned-0001274	112638	unassigned	chr5	112647	0	0	non_satellite
unassigned-0001507	62756	unassigned	chr3	62724	0	0	non_satellite
unassigned-0001233	37776	unassigned	chr22	37766	0	0	non_satellite
haplotype1-0000085	24584	haplotype1	chr17	24665	0	0	non_satellite
haplotype1-0000044	207730	haplotype1	chr16	622641	207547	0.333333	non_satellite
unassigned-0001508	122931	unassigned	chrX	159279	0	0	non_satellite
unassigned-0001549	132602	unassigned	chr3	132612	132612	1	satellite
unassigned-0001234	17889	unassigned	chr22	17863	0	0	non_satellite
unassigned-0001509	143723	unassigned	chr6	143732	143732	1	satellite
unassigned-0001276	95059	unassigned	chr17	95058	0	0	non_satellite
haplotype1-0000087	50912	haplotype1	chr17	51087	0	0	non_satellite
haplotype1-0000046	44500	haplotype1	chr16	44493	0	0	non_satellite
haplotype1-0000005	1654581	haplotype1	chr14	3886037	913041	0.234954	non_satellite
haplotype1-0000047	146778	haplotype1	chr2	146789	0	0	non_satellite
unassigned-0001277	38499	unassigned	chr16	38479	0	0	non_satellite
haplotype1-0000048	115392	haplotype1	chr20	115425	0	0	non_satellite
unassigned-0001238	20243	unassigned	chr3	20229	0	0	non_satellite
haplotype1-0000049	110986	haplotype1	chr21	221924	110962	0.5	satellite
unassigned-0000973	182911	unassigned	chr7	182923	182923	1	satellite
unassigned-0000974	108668	unassigned	chr7	108694	108694	1	satellite
unassigned-0000975	175418	unassigned	chr7	175436	175436	1	satellite
unassigned-0000660	52404	unassigned	chr1	52414	0	0	non_satellite
unassigned-0000935	127275	unassigned	chr3	127182	0	0	non_satellite
unassigned-0000976	29279	unassigned	chr1	29276	29276	1	satellite
unassigned-0000661	74295	unassigned	chr1	74296	0	0	non_satellite
unassigned-0000621	26253	unassigned	chr4	26233	0	0	non_satellite
unassigned-0000936	112602	unassigned	chr3	112613	0	0	non_satellite
unassigned-0000662	128614	unassigned	chr1	124999	0	0	non_satellite
unassigned-0000937	71967	unassigned	chr21	432060	72010	0.166667	non_satellite
unassigned-0000978	34741	unassigned	chr17	34688	0	0	non_satellite
unassigned-0000663	93427	unassigned	chr1	86079	0	0	non_satellite
unassigned-0000979	103364	unassigned	chrX	103326	0	0	non_satellite
unassigned-0000938	101393	unassigned	chr2	101400	0	0	non_satellite
unassigned-0000664	17145	unassigned	chr1	17128	0	0	non_satellite
unassigned-0000350	57248	unassigned	chr21	23723	23723	1	satellite
unassigned-0000665	40015	unassigned	chr20	39985	39985	1	satellite
unassigned-0000666	70114	unassigned	chr9	70130	0	0	non_satellite
unassigned-0000352	33331	unassigned	chrX	33300	0	0	non_satellite
unassigned-0000667	85167	unassigned	chr9	85160	0	0	non_satellite
unassigned-0000393	144519	unassigned	chr6	143492	0	0	non_satellite
unassigned-0000668	96751	unassigned	chr9	96722	0	0	non_satellite
unassigned-0000394	141392	unassigned	chr6	140371	0	0	non_satellite
unassigned-0000669	39501	unassigned	chr9	39471	0	0	non_satellite
unassigned-0000395	210587	unassigned	chr6	209863	0	0	non_satellite
unassigned-0000396	26919	unassigned	chr19	26926	0	0	non_satellite
unassigned-0000397	80664	unassigned	chr21	403230	80646	0.2	non_satellite
unassigned-0000398	51233	unassigned	chr16	51235	0	0	non_satellite
unassigned-0000358	20698	unassigned	chr22	20666	20666	1	satellite
unassigned-0001622	37049	unassigned	chr21	74090	37045	0.5	satellite
unassigned-0001664	24249	unassigned	chr2	48378	24189	0.5	satellite
haplotype1-0000160	713971	haplotype1	chr14	840532	666816	0.793326	satellite
unassigned-0001390	115150	unassigned	chr14	320556	106852	0.333333	non_satellite
unassigned-0001391	77775	unassigned	chr13	47014	47014	1	satellite
unassigned-0001350	343189	unassigned	chr1	333550	0	0	non_satellite
haplotype1-0000121	172152	haplotype1	chrX	172163	0	0	non_satellite
haplotype1-0000162	648701	haplotype1	chr3	648893	0	0	non_satellite
unassigned-0001392	49297	unassigned	chr13	10317	10317	1	satellite
unassigned-0001625	58140	unassigned	chr1	57988	0	0	non_satellite
unassigned-0001351	126240	unassigned	chr1	126186	0	0	non_satellite
unassigned-0001310	39223	unassigned	chr12	39203	0	0	non_satellite
unassigned-0001393	62078	unassigned	chr2	186258	62086	0.333333	non_satellite
unassigned-0001626	25810	unassigned	chr13	25803	25803	1	satellite
unassigned-0001353	33440	unassigned	chrX	33405	0	0	non_satellite
unassigned-0001668	89437	unassigned	chr22	178682	89341	0.5	satellite
unassigned-0001394	63395	unassigned	chr2	190818	63606	0.333333	non_satellite
haplotype1-0000164	112208	haplotype1	chr18	107340	107340	1	satellite
unassigned-0001627	73231	unassigned	chr13	220743	73581	0.333333	non_satellite
unassigned-0001080	27186	unassigned	chr2	27186	0	0	non_satellite
unassigned-0001354	91865	unassigned	chr15	92184	0	0	non_satellite
haplotype1-0000125	78155	haplotype1	chr7	156318	78159	0.5	satellite
unassigned-0001629	111122	unassigned	chr13	15458	15458	1	satellite
unassigned-0001315	26284	unassigned	chr7	26303	0	0	non_satellite
haplotype1-0000127	500158	haplotype1	chr3	17315	17315	1	satellite
unassigned-0001001	69788	unassigned	chr2	69769	0	0	non_satellite
unassigned-0001083	73571	unassigned	chr14	73595	0	0	non_satellite
unassigned-0001043	245781	unassigned	chr8	245794	0	0	non_satellite
unassigned-0001317	83213	unassigned	chr7	83148	0	0	non_satellite
unassigned-0001399	194445	unassigned	chr15	1162386	193731	0.166667	non_satellite
haplotype1-0000128	85398	haplotype1	chr1	85411	0	0	non_satellite
unassigned-0001358	24759	unassigned	chr15	24649	0	0	non_satellite
unassigned-0001002	125509	unassigned	chr15	125832	0	0	non_satellite
unassigned-0001318	24586	unassigned	chr7	24565	0	0	non_satellite
unassigned-0001044	158544	unassigned	chr6	158385	0	0	non_satellite
haplotype1-0000129	80427	haplotype1	chr22	108413	108413	1	satellite
unassigned-0001045	112380	unassigned	chr6	112380	0	0	non_satellite
unassigned-0001004	155217	unassigned	chr16	1497708	166412	0.111111	non_satellite
unassigned-0001046	41361	unassigned	chrX	41363	0	0	non_satellite
unassigned-0001005	92626	unassigned	chr16	555756	92626	0.166667	non_satellite
unassigned-0001047	119043	unassigned	chr9	119050	0	0	non_satellite
unassigned-0001048	63862	unassigned	chr9	63849	0	0	non_satellite
unassigned-0001089	114058	unassigned	chr1	114055	0	0	non_satellite
unassigned-0001049	87907	unassigned	chr9	87868	0	0	non_satellite
unassigned-0001009	88325	unassigned	chr1	88340	0	0	non_satellite
unassigned-0000781	46726	unassigned	chr13	46553	46553	1	satellite
unassigned-0000782	100068	unassigned	chr14	200654	100327	0.5	satellite
unassigned-0000742	122402	unassigned	chr14	240146	120073	0.5	satellite
unassigned-0000701	103645	unassigned	chr13	107813	107813	1	satellite
unassigned-0000470	214895	unassigned	chr7	336677	208049	0.617948	satellite
unassigned-0000471	76795	unassigned	chr3	76700	0	0	non_satellite
unassigned-0000705	51065	unassigned	chr4	51055	0	0	non_satellite
unassigned-0000706	273948	unassigned	chr9	268560	0	0	non_satellite
unassigned-0000707	110248	unassigned	chr9	110248	0	0	non_satellite
unassigned-0000474	100943	unassigned	chr13	100774	100774	1	satellite
unassigned-0000789	45007	unassigned	chr13	44916	44916	1	satellite
unassigned-0000434	90566	unassigned	chr19	90550	0	0	non_satellite
unassigned-0000475	53633	unassigned	chr13	49127	49127	1	satellite
unassigned-0000435	101892	unassigned	chr3	101862	101862	1	satellite
unassigned-0000709	63905	unassigned	chr13	65253	65253	1	satellite
unassigned-0000436	17517	unassigned	chr3	34970	17485	0.5	satellite
unassigned-0000437	143006	unassigned	chr3	551548	137887	0.25	non_satellite
unassigned-0000438	46488	unassigned	chr3	80766	40383	0.5	satellite
unassigned-0000439	35749	unassigned	chr3	35717	35717	1	satellite
haplotype2-0000280	266591	haplotype2	chr16	266568	0	0	non_satellite
haplotype2-0000281	122906	haplotype2	chr13	122879	0	0	non_satellite
haplotype2-0000240	392989	haplotype2	chr13	3149744	393718	0.125	non_satellite
haplotype2-0000282	28802	haplotype2	chr16	28813	0	0	non_satellite
haplotype2-0000241	72274	haplotype2	chr1	65544	0	0	non_satellite
haplotype2-0000283	139004	haplotype2	chr22	140407	140407	1	satellite
unassigned-0001700	34951	unassigned	chr13	34917	0	0	non_satellite
haplotype2-0000201	967413	haplotype2	chr16	967995	0	0	non_satellite
unassigned-0001701	86426	unassigned	chr10	86369	0	0	non_satellite
unassigned-0001470	70052	unassigned	chr15	101702	101702	1	satellite
unassigned-0001430	206446	unassigned	chr2	1130455	259747	0.229772	non_satellite
haplotype2-0000246	1340182	haplotype2	chr12	915155	915155	1	satellite
unassigned-0001471	42507	unassigned	chr15	41988	41988	1	satellite
haplotype2-0000247	1174386	haplotype2	chr12	296433	296433	1	satellite
unassigned-0001472	102882	unassigned	chr15	100475	100475	1	satellite
haplotype2-0000289	86169	haplotype2	chr18	93564	93564	1	satellite
unassigned-0001473	116446	unassigned	chr15	233392	116696	0.5	satellite
haplotype2-0000207	1568212	haplotype2	chr14	3992059	868618	0.217586	non_satellite
haplotype2-0000249	98987	haplotype2	chr16	98852	0	0	non_satellite
unassigned-0001474	167729	unassigned	chr15	296528	165408	0.557816	satellite
unassigned-0001475	55671	unassigned	chr15	87323	87323	1	satellite
unassigned-0001160	47540	unassigned	chr10	47528	0	0	non_satellite
unassigned-0001476	180326	unassigned	chrX	180326	0	0	non_satellite
unassigned-0001161	30597	unassigned	chr10	30573	0	0	non_satellite
unassigned-0001120	53137	unassigned	chr14	106120	53060	0.5	satellite
unassigned-0001121	148712	unassigned	chr9	148716	148716	1	satellite
unassigned-0001162	57869	unassigned	chr22	115738	57869	0.5	satellite
unassigned-0001477	201906	unassigned	chr10	201579	0	0	non_satellite
unassigned-0001478	101165	unassigned	chrX	101390	0	0	non_satellite
unassigned-0001122	115705	unassigned	chr8	115566	0	0	non_satellite
unassigned-0001163	98166	unassigned	chr3	97999	0	0	non_satellite
unassigned-0001123	28837	unassigned	chr18	28825	0	0	non_satellite
unassigned-0001479	96944	unassigned	chr15	257716	108698	0.421774	non_satellite
unassigned-0001164	92498	unassigned	chr16	92203	0	0	non_satellite
unassigned-0001124	63317	unassigned	chr6	63291	0	0	non_satellite
unassigned-0001165	188498	unassigned	chr22	458739	199537	0.434968	non_satellite
unassigned-0001166	51207	unassigned	chr8	51738	0	0	non_satellite
unassigned-0001125	159725	unassigned	chr15	473940	157980	0.333333	non_satellite
unassigned-0001167	65913	unassigned	chr8	65932	0	0	non_satellite
unassigned-0001126	429866	unassigned	chr15	6010091	436047	0.0725525	non_satellite
unassigned-0001168	30905	unassigned	chr2	30903	0	0	non_satellite
