contig	color
contig-0000129	#E6C47F	chr22
contig-0000130	#E6B847	chr15
contig-0000131	#338CC2	chr19
contig-0000132	#9467BD	chrX
contig-0000133	#E6C47F	chr22
contig-0000134	#737373	chr14
contig-0000135	#567DE9	chr16
contig-0000136	#567DE9	chr16
contig-0000137	#567DE9	chr16
contig-0000138	#0072B2	chr5
contig-0000139	#0072B2	chr5
contig-0000140	#0072B2	chr5
contig-0000141	#E69F00	chr1
contig-0000142	#56B4E9	chr2
contig-0000143	#56B4E9	chr2
contig-0000144	#56B4E9	chr2
contig-0000145	#338CC2	chr19
contig-0000146	#CC8DB3	chr11
contig-0000147	#D55E00	chr6
contig-0000148	#D55E00	chr6
contig-0000149	#D55E00	chr6
contig-0000150	#E6C47F	chr22
contig-0000151	#E6C47F	chr22
contig-0000152	#00B28C	chr17
contig-0000153	#00B28C	chr17
contig-0000154	#737373	chr14
contig-0000155	#00B28C	chr17
contig-0000156	#D57533	chr13
contig-0000157	#56B4E9	chr2
contig-0000158	#56B4E9	chr2
contig-0000159	#56B4E9	chr2
contig-0000160	#D57533	chr13
contig-0000161	#567DE9	chr16
contig-0000162	#567DE9	chr16
contig-0000163	#567DE9	chr16
contig-0000164	#1A7FBA	chr12
contig-0000165	#1A7FBA	chr12
contig-0000166	#E6C47F	chr22
contig-0000167	#D57533	chr13
contig-0000168	#D57533	chr13
contig-0000169	#009E73	chr3
contig-0000170	#D57533	chr13
contig-0000171	#E6B847	chr15
contig-0000172	#E6C47F	chr22
contig-0000173	#D57533	chr13
contig-0000174	#D57533	chr13
contig-0000175	#D57533	chr13
contig-0000176	#E6C47F	chr22
contig-0000177	#737373	chr14
contig-0000178	#737373	chr14
contig-0000179	#567DE9	chr16
contig-0000180	#5699E9	chr9
contig-0000181	#5699E9	chr9
contig-0000182	#5699E9	chr9
contig-0000183	#737373	chr14
contig-0000184	#E6B847	chr15
contig-0000185	#E6B847	chr15
contig-0000186	#56B4E9	chr2
contig-0000187	#0072B2	chr5
contig-0000188	#0072B2	chr5
contig-0000189	#0072B2	chr5
contig-0000190	#666666	chr7
contig-0000191	#00B28C	chr17
contig-0000192	#00B28C	chr17
contig-0000193	#00B28C	chr17
contig-0000194	#567DE9	chr16
contig-0000195	#D57533	chr13
contig-0000196	#E6B847	chr15
contig-0000197	#808080	chr21
contig-0000198	#D57533	chr13
contig-0000199	#808080	chr21
contig-0000200	#737373	chr14
contig-0000201	#808080	chr21
contig-0000202	#808080	chr21
contig-0000203	#D57533	chr13
contig-0000204	#0072B2	chr5
contig-0000205	#9467BD	chrX
contig-0000206	#9467BD	chrX
contig-0000207	#E6B847	chr15
contig-0000208	#E6B847	chr15
contig-0000209	#E6B847	chr15
contig-0000210	#56B4E9	chr2
contig-0000211	#D57533	chr13
contig-0000212	#D57533	chr13
contig-0000213	#D57533	chr13
contig-0000214	#737373	chr14
contig-0000215	#E69F00	chr1
contig-0000216	#00A880	chr10
contig-0000217	#00A880	chr10
contig-0000218	#00A880	chr10
contig-0000219	#5699E9	chr9
contig-0000220	#00B28C	chr17
contig-0000221	#D57533	chr13
contig-0000222	#D57533	chr13
contig-0000223	#808080	chr21
contig-0000224	#E6C47F	chr22
contig-0000225	#E69F00	chr1
contig-0000226	#009E73	chr3
contig-0000227	#00B28C	chr17
contig-0000228	#E6C47F	chr22
contig-0000229	#5699E9	chr9
contig-0000230	#0072B2	chr5
contig-0000231	#808080	chr21
contig-0000232	#E6C47F	chr22
contig-0000233	#567DE9	chr16
contig-0000234	#567DE9	chr16
contig-0000235	#567DE9	chr16
contig-0000236	#9467BD	chrX
contig-0000237	#9467BD	chrX
contig-0000238	#D57533	chr13
contig-0000239	#D57533	chr13
contig-0000240	#E6C47F	chr22
contig-0000241	#808080	chr21
contig-0000242	#E6C47F	chr22
contig-0000243	#E6C47F	chr22
contig-0000244	#D57533	chr13
contig-0000245	#E6C47F	chr22
contig-0000246	#808080	chr21
contig-0000247	#808080	chr21
contig-0000248	#808080	chr21
contig-0000249	#808080	chr21
contig-0000250	#808080	chr21
contig-0000251	#808080	chr21
contig-0000252	#808080	chr21
contig-0000253	#CC8DB3	chr11
contig-0000254	#E6C47F	chr22
contig-0000255	#808080	chr21
contig-0000256	#808080	chr21
contig-0000257	#808080	chr21
contig-0000258	#808080	chr21
contig-0000259	#808080	chr21
contig-0000260	#D57533	chr13
contig-0000261	#737373	chr14
contig-0000262	#808080	chr21
contig-0000263	#D58C66	chr20
contig-0000264	#D58C66	chr20
contig-0000265	#D58C66	chr20
contig-0000266	#E6C47F	chr22
contig-0000267	#E6C47F	chr22
contig-0000268	#E6C47F	chr22
contig-0000269	#808080	chr21
contig-0000270	#E6C47F	chr22
contig-0000271	#E6C47F	chr22
contig-0000272	#E6C47F	chr22
contig-0000273	#E6C47F	chr22
contig-0000274	#D57533	chr13
contig-0000275	#808080	chr21
contig-0000276	#D57533	chr13
contig-0000277	#D57533	chr13
contig-0000278	#5699E9	chr9
contig-0000279	#E6C47F	chr22
contig-0000280	#808080	chr21
contig-0000281	#808080	chr21
contig-0000282	#D57533	chr13
contig-0000283	#D57533	chr13
contig-0000284	#D57533	chr13
contig-0000285	#808080	chr21
contig-0000286	#D57533	chr13
contig-0000287	#808080	chr21
contig-0000288	#808080	chr21
contig-0000289	#808080	chr21
contig-0000290	#808080	chr21
contig-0000291	#808080	chr21
contig-0000292	#E6B847	chr15
contig-0000293	#D57533	chr13
contig-0000294	#808080	chr21
contig-0000295	#808080	chr21
contig-0000296	#737373	chr14
contig-0000297	#737373	chr14
contig-0000298	#E6B847	chr15
contig-0000299	#D57533	chr13
contig-0000300	#D57533	chr13
contig-0000301	#D57533	chr13
contig-0000302	#D57533	chr13
contig-0000303	#D57533	chr13
contig-0000304	#D57533	chr13
contig-0000305	#D57533	chr13
contig-0000306	#D57533	chr13
contig-0000307	#D57533	chr13
contig-0000308	#808080	chr21
contig-0000309	#808080	chr21
contig-0000310	#808080	chr21
contig-0000311	#E6B847	chr15
contig-0000312	#E6B847	chr15
contig-0000313	#E6C47F	chr22
contig-0000314	#E6B847	chr15
contig-0000315	#808080	chr21
contig-0000316	#737373	chr14
contig-0000317	#E6B847	chr15
contig-0000318	#737373	chr14
contig-0000319	#0072B2	chr5
contig-0000320	#D57533	chr13
contig-0000321	#E6B847	chr15
contig-0000322	#808080	chr21
contig-0000323	#808080	chr21
contig-0000324	#808080	chr21
contig-0000325	#808080	chr21
contig-0000326	#E6C47F	chr22
contig-0000327	#808080	chr21
contig-0000328	#808080	chr21
contig-0000329	#D57533	chr13
contig-0000330	#808080	chr21
contig-0000331	#E6C47F	chr22
contig-0000332	#E6B847	chr15
contig-0000333	#E6B847	chr15
contig-0000334	#808080	chr21
contig-0000335	#D57533	chr13
contig-0000336	#D57533	chr13
contig-0000337	#D57533	chr13
contig-0000338	#E6C47F	chr22
contig-0000339	#CC79A7	chr4
contig-0000340	#E69F00	chr1
contig-0000341	#D57533	chr13
contig-0000342	#E6B847	chr15
contig-0000343	#E6B847	chr15
contig-0000344	#E6B847	chr15
contig-0000345	#E6C47F	chr22
contig-0000346	#808080	chr21
contig-0000347	#00B28C	chr17
contig-0000348	#00B28C	chr17
contig-0000349	#00B28C	chr17
contig-0000350	#E6C47F	chr22
contig-0000351	#D58C66	chr20
contig-0000352	#E6C47F	chr22
contig-0000353	#808080	chr21
contig-0000354	#E6C47F	chr22
contig-0000355	#808080	chr21
contig-0000356	#808080	chr21
contig-0000357	#808080	chr21
contig-0000358	#E6B847	chr15
contig-0000359	#8C564B	chrY
contig-0000360	#8C564B	chrY
contig-0000361	#E6C47F	chr22
contig-0000362	#808080	chr21
contig-0000363	#808080	chr21
contig-0000364	#808080	chr21
contig-0000365	#E6C47F	chr22
contig-0000366	#D57533	chr13
contig-0000367	#00B28C	chr17
contig-0000368	#E6C47F	chr22
contig-0000369	#808080	chr21
contig-0000370	#D57533	chr13
contig-0000371	#808080	chr21
contig-0000372	#808080	chr21
contig-0000373	#808080	chr21
contig-0000374	#E6B847	chr15
contig-0000375	#D57533	chr13
contig-0000376	#E6AB23	chr8
contig-0000377	#E6AB23	chr8
contig-0000378	#E6AB23	chr8
contig-0000379	#D57533	chr13
contig-0000380	#D57533	chr13
contig-0000381	#D57533	chr13
contig-0000382	#808080	chr21
contig-0000383	#D57533	chr13
contig-0000384	#9467BD	chrX
contig-0000386	#808080	chr21
contig-0000387	#CC8DB3	chr11
contig-0000388	#5699E9	chr9
contig-0000389	#E6C47F	chr22
contig-0000390	#009E73	chr3
contig-0000391	#009E73	chr3
contig-0000392	#009E73	chr3
contig-0000393	#009E73	chr3
contig-0000394	#009E73	chr3
contig-0000395	#808080	chr21
contig-0000396	#D57533	chr13
contig-0000397	#E6C47F	chr22
contig-0000398	#808080	chr21
contig-0000399	#D57533	chr13
contig-0000400	#D57533	chr13
contig-0000401	#D57533	chr13
contig-0000402	#D57533	chr13
contig-0000403	#D57533	chr13
contig-0000404	#808080	chr21
contig-0000405	#D57533	chr13
contig-0000406	#666666	chr7
contig-0000407	#D57533	chr13
contig-0000408	#E6B847	chr15
contig-0000409	#D57533	chr13
contig-0000410	#E6C47F	chr22
contig-0000411	#E6C47F	chr22
contig-0000412	#E6C47F	chr22
contig-0000413	#E6C47F	chr22
contig-0000414	#9467BD	chrX
contig-0000415	#9467BD	chrX
contig-0000416	#9467BD	chrX
contig-0000417	#9467BD	chrX
contig-0000419	#808080	chr21
contig-0000420	#808080	chr21
contig-0000421	#808080	chr21
contig-0000422	#808080	chr21
contig-0000423	#808080	chr21
contig-0000424	#E6B847	chr15
contig-0000425	#D57533	chr13
contig-0000426	#D57533	chr13
contig-0000427	#808080	chr21
contig-0000428	#D57533	chr13
contig-0000429	#808080	chr21
contig-0000430	#D57533	chr13
contig-0000431	#D57533	chr13
contig-0000432	#00A880	chr10
contig-0000433	#00A880	chr10
contig-0000434	#00A880	chr10
contig-0000435	#00A880	chr10
contig-0000436	#00A880	chr10
contig-0000437	#E6C47F	chr22
contig-0000438	#E6C47F	chr22
contig-0000439	#E6B847	chr15
contig-0000440	#D57533	chr13
contig-0000441	#D57533	chr13
contig-0000442	#D57533	chr13
contig-0000444	#E6B847	chr15
contig-0000445	#808080	chr21
contig-0000446	#E6C47F	chr22
contig-0000447	#009E73	chr3
contig-0000448	#009E73	chr3
contig-0000449	#009E73	chr3
contig-0000450	#009E73	chr3
contig-0000451	#009E73	chr3
contig-0000453	#E6C47F	chr22
contig-0000454	#808080	chr21
contig-0000455	#808080	chr21
contig-0000456	#E6C47F	chr22
contig-0000457	#808080	chr21
contig-0000458	#E6C47F	chr22
contig-0000459	#808080	chr21
contig-0000460	#808080	chr21
contig-0000461	#D57533	chr13
contig-0000462	#D57533	chr13
contig-0000463	#808080	chr21
contig-0000464	#808080	chr21
contig-0000465	#808080	chr21
contig-0000466	#666666	chr7
contig-0000467	#666666	chr7
contig-0000468	#666666	chr7
contig-0000469	#666666	chr7
contig-0000470	#CC8DB3	chr11
contig-0000471	#666666	chr7
contig-0000472	#808080	chr21
contig-0000473	#808080	chr21
contig-0000474	#808080	chr21
contig-0000475	#808080	chr21
contig-0000476	#D57533	chr13
contig-0000477	#808080	chr21
contig-0000478	#E6B847	chr15
contig-0000479	#808080	chr21
contig-0000480	#808080	chr21
contig-0000481	#E6B847	chr15
contig-0000482	#D57533	chr13
contig-0000483	#808080	chr21
contig-0000484	#808080	chr21
contig-0000485	#E6B847	chr15
contig-0000486	#808080	chr21
contig-0000487	#E6C47F	chr22
contig-0000488	#808080	chr21
contig-0000489	#808080	chr21
contig-0000490	#E6C47F	chr22
contig-0000491	#808080	chr21
contig-0000492	#808080	chr21
contig-0000493	#808080	chr21
contig-0000494	#E6C47F	chr22
contig-0000495	#808080	chr21
contig-0000496	#808080	chr21
contig-0000497	#338CC2	chr19
contig-0000498	#737373	chr14
contig-0000499	#CC79A7	chr4
contig-0000500	#CC79A7	chr4
contig-0000501	#CC79A7	chr4
contig-0000502	#CC79A7	chr4
contig-0000503	#CC79A7	chr4
contig-0000504	#D57533	chr13
contig-0000505	#D57533	chr13
contig-0000506	#E6B847	chr15
contig-0000507	#E6C47F	chr22
contig-0000508	#D57533	chr13
contig-0000509	#E6C47F	chr22
contig-0000510	#808080	chr21
contig-0000511	#D57533	chr13
contig-0000512	#737373	chr14
contig-0000513	#D57533	chr13
contig-0000514	#CC79A7	chr4
contig-0000515	#CC79A7	chr4
contig-0000516	#E6C47F	chr22
contig-0000517	#808080	chr21
contig-0000518	#808080	chr21
contig-0000519	#D57533	chr13
contig-0000520	#E6C47F	chr22
contig-0000521	#E6C47F	chr22
contig-0000522	#D57533	chr13
contig-0000523	#737373	chr14
contig-0000524	#737373	chr14
contig-0000525	#808080	chr21
contig-0000526	#808080	chr21
contig-0000528	#808080	chr21
contig-0000529	#808080	chr21
contig-0000530	#808080	chr21
contig-0000531	#737373	chr14
contig-0000532	#E6B847	chr15
contig-0000533	#D57533	chr13
contig-0000534	#D57533	chr13
contig-0000535	#808080	chr21
contig-0000536	#D57533	chr13
contig-0000537	#737373	chr14
contig-0000538	#E6C47F	chr22
contig-0000539	#808080	chr21
contig-0000540	#808080	chr21
contig-0000541	#808080	chr21
contig-0000542	#808080	chr21
contig-0000543	#808080	chr21
contig-0000544	#E6B847	chr15
contig-0000545	#808080	chr21
contig-0000546	#808080	chr21
contig-0000547	#808080	chr21
contig-0000548	#808080	chr21
contig-0000549	#D57533	chr13
contig-0000550	#737373	chr14
contig-0000551	#E6B847	chr15
contig-0000552	#CC8DB3	chr11
contig-0000553	#808080	chr21
contig-0000554	#D57533	chr13
contig-0000555	#808080	chr21
contig-0000556	#E6C47F	chr22
contig-0000557	#E69F00	chr1
contig-0000558	#E69F00	chr1
contig-0000559	#E69F00	chr1
contig-0000560	#E69F00	chr1
contig-0000561	#E69F00	chr1
contig-0000562	#CC8DB3	chr11
contig-0000563	#9467BD	chrX
contig-0000564	#D57533	chr13
contig-0000565	#808080	chr21
contig-0000566	#CC8DB3	chr11
contig-0000567	#808080	chr21
contig-0000568	#808080	chr21
contig-0000569	#808080	chr21
contig-0000570	#808080	chr21
contig-0000571	#CC8DB3	chr11
contig-0000572	#D57533	chr13
contig-0000573	#D57533	chr13
contig-0000574	#E6C47F	chr22
contig-0000575	#CC8DB3	chr11
contig-0000576	#D57533	chr13
contig-0000577	#E6C47F	chr22
contig-0000578	#D57533	chr13
contig-0000579	#E6B847	chr15
contig-0000580	#E6AB23	chr8
contig-0000581	#E6AB23	chr8
contig-0000582	#E6AB23	chr8
contig-0000583	#E6AB23	chr8
contig-0000584	#E6AB23	chr8
contig-0000585	#D57533	chr13
contig-0000586	#808080	chr21
contig-0000587	#808080	chr21
contig-0000588	#D57533	chr13
contig-0000589	#737373	chr14
contig-0000590	#D57533	chr13
contig-0000591	#D57533	chr13
contig-0000592	#D57533	chr13
contig-0000593	#737373	chr14
contig-0000594	#808080	chr21
contig-0000595	#808080	chr21
contig-0000596	#D57533	chr13
contig-0000597	#808080	chr21
contig-0000598	#D57533	chr13
contig-0000599	#808080	chr21
contig-0000600	#808080	chr21
contig-0000601	#808080	chr21
contig-0000602	#808080	chr21
contig-0000603	#808080	chr21
contig-0000604	#808080	chr21
contig-0000605	#808080	chr21
contig-0000606	#D57533	chr13
contig-0000607	#808080	chr21
contig-0000608	#808080	chr21
contig-0000609	#808080	chr21
contig-0000610	#737373	chr14
contig-0000611	#808080	chr21
contig-0000612	#808080	chr21
contig-0000613	#E6C47F	chr22
contig-0000614	#808080	chr21
contig-0000615	#737373	chr14
contig-0000616	#808080	chr21
contig-0000617	#E6B847	chr15
contig-0000618	#808080	chr21
contig-0000619	#808080	chr21
contig-0000620	#D57533	chr13
contig-0000621	#808080	chr21
contig-0000622	#D57533	chr13
contig-0000623	#D57533	chr13
contig-0000624	#808080	chr21
contig-0000625	#E6C47F	chr22
contig-0000626	#808080	chr21
contig-0000627	#D57533	chr13
contig-0000628	#808080	chr21
contig-0000629	#D57533	chr13
contig-0000630	#808080	chr21
contig-0000631	#E6B847	chr15
contig-0000632	#E6C47F	chr22
contig-0000633	#E6C47F	chr22
contig-0000634	#E6C47F	chr22
contig-0000635	#E6C47F	chr22
contig-0000636	#E6C47F	chr22
contig-0000637	#E6C47F	chr22
contig-0000638	#E6C47F	chr22
contig-0000639	#E6C47F	chr22
contig-0000640	#E6C47F	chr22
contig-0000641	#E6C47F	chr22
contig-0000642	#E6B847	chr15
contig-0000643	#808080	chr21
contig-0000644	#D57533	chr13
contig-0000645	#338CC2	chr19
contig-0000646	#D57533	chr13
contig-0000647	#E6C47F	chr22
contig-0000649	#0072B2	chr5
contig-0000650	#0072B2	chr5
contig-0000651	#0072B2	chr5
contig-0000652	#0072B2	chr5
contig-0000653	#0072B2	chr5
contig-0000654	#737373	chr14
contig-0000655	#737373	chr14
contig-0000656	#737373	chr14
contig-0000657	#737373	chr14
contig-0000658	#737373	chr14
contig-0000659	#E6C47F	chr22
contig-0000660	#808080	chr21
contig-0000661	#D57533	chr13
contig-0000662	#D57533	chr13
contig-0000663	#D57533	chr13
contig-0000664	#D57533	chr13
contig-0000665	#808080	chr21
contig-0000667	#D57533	chr13
contig-0000668	#737373	chr14
contig-0000669	#737373	chr14
contig-0000671	#E69F00	chr1
contig-0000672	#E69F00	chr1
contig-0000673	#E69F00	chr1
contig-0000674	#E69F00	chr1
contig-0000675	#E69F00	chr1
contig-0000676	#E69F00	chr1
contig-0000677	#E69F00	chr1
contig-0000678	#E69F00	chr1
contig-0000679	#1A7FBA	chr12
contig-0000680	#1A7FBA	chr12
contig-0000681	#1A7FBA	chr12
contig-0000682	#1A7FBA	chr12
contig-0000683	#1A7FBA	chr12
contig-0000684	#1A7FBA	chr12
contig-0000685	#1A7FBA	chr12
contig-0000686	#1A7FBA	chr12
contig-0000687	#666666	chr7
contig-0000688	#666666	chr7
contig-0000689	#666666	chr7
contig-0000690	#CC8DB3	chr11
contig-0000691	#CC8DB3	chr11
contig-0000692	#CC8DB3	chr11
contig-0000693	#CC8DB3	chr11
contig-0000694	#CC8DB3	chr11
contig-0000695	#00B28C	chr17
contig-0000696	#00B28C	chr17
contig-0000697	#E6C47F	chr22
contig-0000698	#00B28C	chr17
contig-0000699	#00B28C	chr17
contig-0000700	#00B28C	chr17
contig-0000701	#567DE9	chr16
contig-0000702	#567DE9	chr16
contig-0000703	#567DE9	chr16
contig-0000704	#567DE9	chr16
contig-0000705	#567DE9	chr16
contig-0000706	#D57533	chr13
contig-0000707	#D58C66	chr20
contig-0000708	#D58C66	chr20
contig-0000709	#D58C66	chr20
contig-0000710	#D58C66	chr20
contig-0000711	#D58C66	chr20
contig-0000712	#666666	chr7
contig-0000713	#666666	chr7
contig-0000714	#5699E9	chr9
contig-0000715	#5699E9	chr9
contig-0000716	#5699E9	chr9
contig-0000717	#5699E9	chr9
contig-0000718	#5699E9	chr9
contig-0000719	#CC8DB3	chr11
contig-0000720	#CC8DB3	chr11
contig-0000721	#CC8DB3	chr11
contig-0000722	#D55E00	chr6
contig-0000723	#D55E00	chr6
contig-0000724	#D55E00	chr6
contig-0000725	#D55E00	chr6
contig-0000726	#D55E00	chr6
contig-0000727	#CC8DB3	chr11
contig-0000728	#CC8DB3	chr11
contig-0000729	#CC8DB3	chr11
contig-0000730	#56B4E9	chr2
contig-0000731	#56B4E9	chr2
contig-0000732	#56B4E9	chr2
contig-0000733	#56B4E9	chr2
contig-0000734	#56B4E9	chr2
contig-0000735	#56B4E9	chr2
contig-0000736	#56B4E9	chr2
contig-0000737	#56B4E9	chr2
contig-0000738	#56B4E9	chr2
contig-0000739	#56B4E9	chr2
contig-0000740	#1A7FBA	chr12
contig-0000741	#808080	chr21
contig-0000742	#808080	chr21
contig-0000743	#808080	chr21
contig-0000744	#808080	chr21
contig-0000745	#CCA0BF	chr18
contig-0000746	#CCA0BF	chr18
contig-0000747	#CCA0BF	chr18
contig-0000748	#CCA0BF	chr18
contig-0000749	#CCA0BF	chr18
contig-0000750	#737373	chr14
contig-0000751	#E6C47F	chr22
contig-0000752	#338CC2	chr19
contig-0000753	#338CC2	chr19
contig-0000754	#338CC2	chr19
contig-0000755	#338CC2	chr19
contig-0000756	#56B4E9	chr2
contig-0000757	#56B4E9	chr2
contig-0000758	#56B4E9	chr2
contig-0000759	#56B4E9	chr2
contig-0000760	#56B4E9	chr2
contig-0000761	#56B4E9	chr2
contig-0000762	#56B4E9	chr2
contig-0000763	#56B4E9	chr2
contig-0000764	#56B4E9	chr2
contig-0000765	#56B4E9	chr2
contig-0000766	#56B4E9	chr2
contig-0000767	#56B4E9	chr2
contig-0000768	#E69F00	chr1
contig-0000769	#E69F00	chr1
contig-0000770	#E69F00	chr1
contig-0000771	#E69F00	chr1
contig-0000772	#E69F00	chr1
contig-0000773	#D55E00	chr6
contig-0000774	#D55E00	chr6
contig-0000775	#D55E00	chr6
contig-0000776	#0072B2	chr5
contig-0000777	#0072B2	chr5
contig-0000778	#0072B2	chr5
contig-0000779	#0072B2	chr5
contig-0000780	#0072B2	chr5
contig-0000781	#0072B2	chr5
contig-0000782	#0072B2	chr5
contig-0000783	#0072B2	chr5
contig-0000784	#CC8DB3	chr11
contig-0000785	#CC8DB3	chr11
contig-0000786	#CC8DB3	chr11
contig-0000787	#CC79A7	chr4
contig-0000788	#CC79A7	chr4
contig-0000789	#CC79A7	chr4
contig-0000790	#CC79A7	chr4
contig-0000791	#CC79A7	chr4
contig-0000792	#CC79A7	chr4
contig-0000793	#CC79A7	chr4
contig-0000794	#1A7FBA	chr12
contig-0000795	#1A7FBA	chr12
contig-0000796	#1A7FBA	chr12
contig-0000797	#1A7FBA	chr12
contig-0000798	#1A7FBA	chr12
contig-0000799	#CC79A7	chr4
contig-0000800	#CC79A7	chr4
contig-0000801	#CC79A7	chr4
contig-0000802	#CC79A7	chr4
contig-0000803	#CC79A7	chr4
contig-0000804	#D57533	chr13
contig-0000805	#D57533	chr13
contig-0000806	#D57533	chr13
contig-0000807	#D57533	chr13
contig-0000808	#D57533	chr13
contig-0000809	#D57533	chr13
contig-0000810	#D57533	chr13
contig-0000811	#D57533	chr13
contig-0000812	#D57533	chr13
contig-0000813	#808080	chr21
contig-0000814	#D58C66	chr20
contig-0000815	#D58C66	chr20
contig-0000816	#D58C66	chr20
contig-0000817	#D58C66	chr20
contig-0000818	#D58C66	chr20
contig-0000819	#1A7FBA	chr12
contig-0000820	#1A7FBA	chr12
contig-0000821	#1A7FBA	chr12
contig-0000822	#338CC2	chr19
contig-0000823	#338CC2	chr19
contig-0000824	#E6B847	chr15
contig-0000825	#E6B847	chr15
contig-0000826	#E6B847	chr15
contig-0000827	#009E73	chr3
contig-0000828	#009E73	chr3
contig-0000829	#009E73	chr3
contig-0000830	#56B4E9	chr2
contig-0000831	#56B4E9	chr2
contig-0000832	#56B4E9	chr2
contig-0000833	#E6AB23	chr8
contig-0000834	#E6AB23	chr8
contig-0000835	#E6AB23	chr8
contig-0000836	#D55E00	chr6
contig-0000837	#D55E00	chr6
contig-0000838	#D55E00	chr6
contig-0000840	#CC8DB3	chr11
contig-0000841	#CC8DB3	chr11
contig-0000842	#CC8DB3	chr11
contig-0000843	#D55E00	chr6
contig-0000844	#D55E00	chr6
contig-0000845	#D55E00	chr6
contig-0000846	#D55E00	chr6
contig-0000847	#D55E00	chr6
contig-0000848	#0072B2	chr5
