chrom	gap_start	gap_end	gap_type	gap_size	strand	nearest_gene_chrom	nearest_gene_start	nearest_gene_end	nearest_gene_name	distance
chr3	8670508	8671106	N_region_windowed	7500	-	chr3	8610752	8673128	SSUH2	0
chr6	60074504	60172480	N_region_windowed	100000	+	chr6	61453180	61713085	PRIM2BP	1280701
chr7	2858928	2866428	N_region_windowed	7500	+	chr7	1928870	2346389	MAD1L1	512540
chr7	2938626	2946128	N_region_windowed	7500	+	chr7	3415528	4385763	SDK1	469401
chr8	87935975	87936835	N_region_windowed	7500	-	chr8	87987206	88551974	CNBD1	50372
chr9	41957693	42056417	N_region_windowed	100000	-	chr9	41999685	42001974	MYO5BP1	0
chr9	41957693	42056417	N_region_windowed	100000	-	chr9	42013775	42014502	CDK2AP2P1	0
chr9	41957693	42056417	N_region_windowed	100000	-	chr9	42014971	42015421	PTGER4P1	0
chr9	41957693	42056417	N_region_windowed	100000	-	chr9	42020851	42024868	LOC105376060	0
chr9	41957693	42056417	N_region_windowed	100000	-	chr9	42020851	42026704	LOC107986999	0
chr9	41957693	42056417	N_region_windowed	100000	-	chr9	42048369	42056193	LOC124902162	0
chr9	64170053	64187451	N_region_windowed	18474	-	chr9	76811316	76812270	SNX18P15	12623866
chr9	64492911	64565313	N_region_windowed	100000	-	chr9	76811316	76812270	SNX18P15	12246004
chr9	68070434	68147570	N_region_windowed	66692	+	chr9	76811316	76812270	SNX18P15	8663747
chr9	71357390	71448265	N_region_windowed	100000	+	chr9	76811316	76812270	SNX18P15	5363052
chr9	71723311	71792122	N_region_windowed	65580	+	chr9	76811316	76812270	SNX18P15	5019195
chr9	71788571	71790081	N_region_windowed	1500	+	chr9	76811316	76812270	SNX18P15	5021236
chr9	72773351	72877282	N_region_windowed	100000	+	chr9	76811316	76812270	SNX18P15	3934035
chr9	72991078	72992548	N_region_windowed	1500	+	chr9	76811316	76812270	SNX18P15	3818769
chr9	73145128	73252335	N_region_windowed	100000	+	chr9	76811316	76812270	SNX18P15	3558982
chr9	73504976	73582436	N_region_windowed	65710	+	chr9	76811316	76812270	SNX18P15	3228881
chr9	74725103	74731403	N_region_windowed	6310	+	chr9	76811316	76812270	SNX18P15	2079914
chr9	75119626	75182061	N_region_windowed	62246	+	chr9	76811316	76812270	SNX18P15	1629256
chr9	82785786	82787295	N_region_windowed	1500	+	chr9	82695846	83597417	TRPM3	0
chr9	83227389	83320847	N_region_windowed	100000	-	chr9	82695846	83597417	TRPM3	0
chrX	113983058	114005216	N_region	7500	-	chrX	114111177	114112582	EEF1GP5	105962
chrY	9744673	9844687	N_region_windowed	100000	+	chrY	9747119	9752805	FAM197Y2	0
chrY	9744673	9844687	N_region_windowed	100000	+	chrY	9755328	9758125	TSPY10	0
chrY	9744673	9844687	N_region_windowed	100000	+	chrY	9767396	9773082	FAM197Y2	0
chrY	9744673	9844687	N_region_windowed	100000	+	chrY	9775605	9778403	TSPY10	0
chrY	9744673	9844687	N_region_windowed	100000	+	chrY	9787696	9793390	FAM197Y2	0
chrY	9744673	9844687	N_region_windowed	100000	+	chrY	9795913	9798710	TSPY10P	0
chrY	9744673	9844687	N_region_windowed	100000	+	chrY	9808027	9813632	FAM197Y3	0
chrY	9744673	9844687	N_region_windowed	100000	+	chrY	9816241	9819038	TSPY10	0
chrY	9744673	9844687	N_region_windowed	100000	+	chrY	9828347	9833940	FAM197Y3	0
chrY	9744673	9844687	N_region_windowed	100000	+	chrY	9836552	9839365	TSPY9	0
chrY	11579785	11679791	N_region_windowed	100000	+	chrY	11561739	11607031	SLC9B1P1	0
chrY	11579785	11679791	N_region_windowed	100000	+	chrY	11617013	11618856	ACTR3BP1	0
chrY	11579785	11679791	N_region_windowed	100000	+	chrY	11633893	11640219	CHEK2P1	0
chrY	11579785	11679791	N_region_windowed	100000	+	chrY	11666764	11666911	MTND1P12	0
