Chromosome	Start	End	Methylated_allele	Name	Reference	All_CpGs_At_iDMR_CouldBeExaminedInBothHaplotypes	DifferentiallyMethylatedCpGs_HypermethylatedOnHP1	DifferentiallyMethylatedCpGs_HypermethylatedOnHP2	MeanDiffMethylationOf_DifferentiallyMethylatedCpGs_HypermethylatedOnHP1	MeanDiffMethylationOf_DifferentiallyMethylatedCpGs_HypermethylatedOnHP2	MethylationFrequency_HP1	MethylationFrequency_HP2	Included_Or_Ignored_For_PofO_Assignment
chr15	22160590	22161837	Maternal	SNRPN_intragenic_CpG29,PWRN3	Akbari,Court,Zink	53	0	42	0	0.49208	0.27478	0.6566	Included
chr15	22211722	22212175	Maternal	SNRPN_intragenic_CpG30	Akbari,Court	31	0	31	0	0.44013	0.16019	0.60032	Included
chr15	22310237	22311050	Paternal	PWRN1	Zink	8	0	0	0	0	0.81026	0.52558	Ignored:DidNotMeet_cpg_difference
chr15	22312618	22313135	Paternal	PWRN1	Zink	7	1	0	0.3278	0	0.85208	0.64676	Included
chr15	22505473	22506455	Paternal	PWRN1,SNRPN	Hernandez,Zink	14	1	0	0.40219	0	0.83119	0.59778	Ignored:DidNotMeet_cpg_difference
chr15	22508944	22510547	Maternal	SNRPN_intragenic_CpG40,SNRPN	Akbari,Court,Hernandez,Joshi,Zink	81	0	77	0	0.58813	0.1347	0.70358	Included
chr15	22560068	22561411	Maternal	SNRPN	Akbari,Court,Hernandez,Joshi,Zink	22	0	14	0	0.65375	0.33316	0.79938	Included
chr15	22583384	22585283	Maternal	SNRPN,RP11-385H1.1	Akbari,Court,Hernandez,Joshi,Zink	76	0	74	0	0.4076	0.20501	0.60917	Included
chr15	22593074	22595820	Maternal	SNRPN	Joshi,Zink	37	0	24	0	0.39186	0.50713	0.8138	Included
chr15	22614163	22616870	Maternal	SNRPN	Akbari,Court,Hernandez,Joshi,Zink	86	2	41	0.29266	0.37201	0.51595	0.68777	Included
chr15	22647266	22647904	Paternal	SNRPN,AC090602.2	Zink	8	0	0	0	0	0.8852	0.71964	Ignored:DidNotMeet_cpg_difference
chr15	22688234	22693913	Maternal	SNURF,SNRPN,RP11-701H24.9	Akbari,Court,Hernandez,Joshi,Zink	149	0	122	0	0.88646	0.19881	0.90946	Included
chr15	22693914	22738212	Paternal	PWAR5,PWARSN,SNORD107,SNORD64,SNORD108,RP11-701H24.9,SNHG14	Akbari,Joshi,Zink,Akbari,Zink	384	32	1	0.36476	0.48441	0.93197	0.7983	Ignored:DidNotMeet_cpg_difference
chr15	22739217	22767775	Paternal	SNHG14	Akbari,Zink	207	38	0	0.38495	0	0.9257	0.72512	Included
chr15	22775157	22793910	Paternal	SNORD116Cluster,SNHG14	Akbari,Joshi,Zink,Akbari,Zink	215	5	0	0.39386	0	0.93082	0.84558	Ignored:DidNotMeet_cpg_difference
chr15	22796137	22837398	Paternal	SNORD116Cluster,SNHG14	Akbari,Joshi,Zink,Akbari,Zink	575	30	0	0.322	0	0.92042	0.80047	Ignored:DidNotMeet_cpg_difference
chr15	22877695	22880669	Paternal	SNHG14	Akbari	16	3	0	0.36787	0	0.76704	0.48895	Included
chr15	22917914	22920700	Paternal	SNORD115Cluster	Joshi,Zink	49	0	0	0	0	0.87754	0.83599	Ignored:DidNotMeet_cpg_difference
chr15	27466585	27466749	Maternal	AC022613.1	Hernandez	17	0	0	0	0	0.4238	0.31615	Ignored:DidNotMeet_cpg_difference
chr15	42830610	42830766	Maternal	SORD	Hernandez,Joshi,Zink	12	0	0	0	0	0.32073	0.45032	Ignored:DidNotMeet_cpg_difference
chr15	48716873	48717145	Maternal	AP4E1	Zink	19	0	19	0	0.2741	0.46139	0.73549	Included
chr15	60148414	60148894	Paternal	MIR6085	Akbari	19	0	0	0	0	0.20756	0.12364	Ignored:DidNotMeet_cpg_difference
chr15	78982358	78982976	Paternal	CFAP161	Akbari	44	0	0	0	0	0.1776	0.16935	Ignored:DidNotMeet_cpg_difference
chr15	96629415	96631475	Maternal	IGF1R	Akbari,Court,Hernandez,Joshi,Zink	70	0	67	0	0.59337	0.17408	0.74605	Included
chr16	811704	813589	Maternal	PRR25	Akbari,Zink	141	0	0	0	0	0.15023	0.17569	Ignored:DidNotMeet_cpg_difference
chr16	821900	823268	Maternal	PRR25	Akbari,Zink	83	0	71	0	0.29011	0.59676	0.8531	Included
chr16	3281461	3281826	Paternal	MEFV	Zink	34	31	0	0.22895	0	0.65525	0.42939	Included
chr16	3322511	3322654	Maternal	TIGD7	Joshi	19	0	0	0	0	0.54756	0.56009	Ignored:DidNotMeet_cpg_difference
chr16	3391703	3393524	Paternal	MTRNR2L4,LA16c-306E5.2	Akbari,Joshi,Zink	84	57	0	0.36002	0	0.60185	0.3509	Included
chr16	3441035	3441528	Paternal	LA16c-306E5.2	Zink	27	0	0	0	0	0.57209	0.40383	Ignored:DidNotMeet_cpg_difference
chr16	3458714	3468983	Maternal	ZNF597,LA16c-306E5.2	Akbari,Court,Hernandez,Joshi,Zink	130	0	52	0	0.68767	0.61483	0.94772	Included
chr16	3470097	3472038	Paternal	NAA60,ZNF597,LA16c-306E5.2	Akbari,Court,Hernandez,Joshi,Zink	78	73	0	0.81471	0	0.8389	0.07474	Included
chr17	4790606	4792558	Maternal	CHRNE,C17orf107	Akbari,Zink	139	0	136	0	0.31834	0.18025	0.49556	Included
chr18	47858673	47859226	Maternal	RP11-767C4.1	Zink	23	0	0	0	0	0.36792	0.50752	Ignored:DidNotMeet_cpg_difference
chr18	60172271	60172582	Maternal	NFE2L3P1	Akbari	42	0	42	0	0.37393	0.32192	0.69585	Included
chr18	79873008	79873927	Maternal	AC068473.4	Akbari,Hernandez	91	0	91	0	0.62995	0.12875	0.7587	Included
chr18	80423625	80425712	Maternal	ADNP2,PARD6G-AS1	Akbari,Zink	99	0	98	0	0.80945	0.10986	0.91296	Included
chr19	4770231	4771096	Maternal	MIR7-3HG	Akbari	56	31	0	0.31917	0	0.696	0.45628	Included
chr19	17458059	17459138	Maternal	DDA1	Akbari	65	15	0	0.17135	0	0.50722	0.35303	Included
chr19	21220736	21221486	Maternal	ZNF714	Akbari	38	0	38	0	0.32569	0.03034	0.35602	Included
chr19	39096790	39096912	Paternal	AC092296.3	Akbari	20	0	0	0	0	0.16043	0.21903	Ignored:DidNotMeet_cpg_difference
chr19	41329684	41330758	Maternal	RYR1,AC067969.1	Zink	52	52	0	0.49899	0	0.89139	0.3924	Included
chr19	41345884	41346651	Maternal	RYR1	Akbari,Zink	26	21	0	0.31823	0	0.79761	0.51087	Included
chr19	56616549	56618747	Maternal	ZNF331	Akbari,Court,Hernandez,Zink	133	130	0	0.85648	0	0.94164	0.1024	Included
chr19	56632968	56635239	Maternal	ZNF331	Akbari,Court,Hernandez,Zink	123	111	0	0.84095	0	0.93871	0.17396	Included
chr19	59932193	59936971	Maternal	PEG3,MIMT1,ZIM2,PEG3	Akbari,Court,Hernandez,Zink	219	219	0	0.87111	0	0.92815	0.05704	Included
chr19	59959876	59960104	Maternal	MIMT1	Zink	19	19	0	0.42322	0	0.84466	0.42144	Included
chr19	61152004	61152621	Paternal	ZSCAN1	Zink	26	0	24	0	0.59691	0.21137	0.77993	Included
chr2	37542728	37543329	Maternal	AC007391.3	Akbari	27	0	26	0	0.22077	0.71754	0.93771	Included
chr2	39252404	39252862	Maternal	MAP4K3	Hernandez	54	37	0	0.22168	0	0.75315	0.56707	Included
chr2	95377831	95378577	Paternal	TEKT4,AC097374.2	Zink	56	0	0	0	0	0.71169	0.75825	Ignored:DidNotMeet_cpg_difference
chr2	130015734	130016047	Paternal	LOC151121	Joshi	37	0	0	0	0	0.74057	0.78967	Ignored:DidNotMeet_cpg_difference
chr2	131734853	131735206	Maternal	FAR2P4,KLF2P4,PLEKHB2	Zink	32	0	0	0	0	0.44799	0.41623	Ignored:DidNotMeet_cpg_difference
chr2	132265092	132265797	Paternal	C2orf27B	Joshi	91	19	0	0.17835	0	0.59102	0.462	Included
chr2	206731612	206755969	Paternal	ZDBF2,GPR1-AS	Akbari,Court,Hernandez,Joshi,Zink	475	475	0	0.68102	0	0.88828	0.20726	Included
chr2	206758117	206759140	Paternal	ZDBF2	Akbari	16	16	0	0.44043	0	0.65809	0.21765	Included
chr2	209688185	209689718	Maternal	MEAF6P1	Zink	66	0	59	0	0.40082	0.51092	0.88975	Included
chr2	232838377	232838828	Maternal	ECEL1P3	Akbari,Zink	35	0	35	0	0.79125	0.09666	0.88791	Included
chr20	33270910	33272750	Maternal	HM13,MCTS2P	Akbari,Court,Hernandez,Joshi,Zink	60	0	50	0	0.8183	0.24294	0.95332	Included
chr20	35394117	35394664	Maternal	ACTL10,NECAB3	Akbari	51	0	28	0	0.17453	0.01855	0.15826	Included
chr20	39243846	39246355	Maternal	BLCAP,NNAT	Akbari,Court,Hernandez,Joshi,Zink	145	0	140	0	0.60038	0.33918	0.92276	Included
chr20	45246628	45249468	Maternal	L3MBTL1	Akbari,Court,Hernandez,Joshi,Zink	93	0	88	0	0.88464	0.09855	0.93581	Included
chr20	50153200	50154157	Maternal	RP1-66N13.1	Akbari,Zink	50	0	43	0	0.26906	0.64845	0.90247	Included
chr20	60619350	60630515	Paternal	GNAS,GNAS-AS1	Akbari,Court,Hernandez,Joshi,Zink	331	265	0	0.86304	0	0.93659	0.23079	Included
chr20	60633235	60639710	Maternal	GNAS-AS1,GNAS,GNAS-XL	Akbari,Court,Hernandez,Joshi,Zink	362	0	338	0	0.84173	0.10876	0.90191	Included
chr20	60671085	60673567	Maternal	GNAS_Ex1A,GNAS,LOC101927932	Akbari,Court,Hernandez,Joshi,Zink	243	0	242	0	0.81389	0.0287	0.84001	Included
chr20	61310202	61310679	Maternal	RP11-164D18.2	Zink	25	0	24	0	0.38813	0.34707	0.72681	Included
chr20	65030021	65030481	Maternal	AL096828.3	Akbari	16	0	0	0	0	0.30921	0.38544	Ignored:DidNotMeet_cpg_difference
chr20	65758266	65759319	Maternal	UCKL1	Akbari,Zink	96	0	96	0	0.5185	0.2956	0.81409	Included
chr21	12407958	12408119	Maternal	LIPI	Joshi	21	0	0	0	0	0.95302	0.95033	Ignored:DidNotMeet_cpg_difference
chr21	37770066	37771384	Maternal	WRB	Akbari,Court,Hernandez,Joshi,Zink	58	57	0	0.55686	0	0.93233	0.3832	Included
chr21	45047466	45048210	Maternal	PRMT2	Akbari,Zink	54	0	0	0	0	0.77545	0.74938	Ignored:DidNotMeet_cpg_difference
chr22	21798922	21799586	Paternal	RIMBP3	Akbari	64	31	0	0.17894	0	0.69336	0.54294	Included
chr22	32507282	32507589	Maternal	SLC5A1	Akbari	22	0	0	0	0	0.31117	0.3734	Ignored:DidNotMeet_cpg_difference
chr22	42160534	42162792	Maternal	NHP2L1,SNU13	Akbari,Court,Hernandez,Joshi,Zink	82	70	0	0.81855	0	0.92037	0.20624	Included
chr3	39514775	39515873	Maternal	MOBP	Akbari,Hernandez,Zink	57	57	0	0.56052	0	0.63136	0.07084	Included
chr3	195267123	195267736	Maternal	FGF12	Akbari,Zink	28	0	0	0	0	0.60759	0.66561	Ignored:DidNotMeet_cpg_difference
chr4	5980877	5981527	Maternal	C4orf50	Akbari	59	0	59	0	0.52976	0.30343	0.83319	Included
chr4	6078696	6079854	Maternal	JAKMIP1	Akbari,Hernandez,Joshi,Zink	78	0	73	0	0.41359	0.50891	0.90831	Included
chr4	17624235	17624518	Maternal	FAM184B	Zink	29	0	29	0	0.28437	0.60441	0.88878	Included
chr4	92028524	92029856	Maternal	NAP1L5,HERC3	Akbari,Court,Hernandez,Joshi,Zink	62	0	60	0	0.8751	0.09261	0.94635	Included
chr4	125236257	125237219	Maternal	TRPC3	Akbari,Hernandez,Zink	67	0	65	0	0.3332	0.58846	0.9169	Included
chr4	158113274	158113803	Maternal	RBM46	Hernandez	51	0	0	0	0	0.65692	0.59911	Ignored:DidNotMeet_cpg_difference
chr4	173134512	173135071	Maternal	PTGES3P3	Akbari,Zink	31	0	29	0	0.22513	0.30126	0.52296	Included
chr5	561353	562753	Paternal	MIR4456	Akbari	128	0	0	0	0	0.89429	0.9204	Ignored:DidNotMeet_cpg_difference
chr5	37458597	37459310	Maternal	CPLANE1	Akbari	35	35	0	0.33538	0	0.96213	0.62675	Included
chr5	111236976	111237741	Maternal	TMEM232	Akbari	21	0	0	0	0	0.11278	0.2155	Ignored:DidNotMeet_cpg_difference
chr5	117967773	117967929	Maternal	LINC00992	Hernandez	5	0	0	0	0	0.06324	0.0465	Ignored:DidNotMeet_cpg_difference
chr5	136601303	136603696	Maternal	VTRNA2-1	Akbari,Hernandez,Joshi,Zink	87	83	0	0.726	0	0.82561	0.13202	Included
chr5	138415651	138415958	Maternal	PKD2L2	Hernandez	38	0	0	0	0	0.03359	0.11395	Ignored:DidNotMeet_cpg_difference
chr5	138659249	138659851	Maternal	NME5	Akbari	21	1	0	0.18119	0	0.73059	0.5534	Ignored:DidNotMeet_cpg_difference
chr6	3718149	3719860	Maternal	FAM50B,RP11-420L9.4	Akbari,Court,Hernandez,Joshi,Zink	110	110	0	0.72189	0	0.94953	0.22764	Included
chr6	29555331	29556045	Maternal	ZFP57	Hernandez	50	0	0	0	0	0.92262	0.90816	Ignored:DidNotMeet_cpg_difference
chr6	31425008	31425410	Maternal	LTA	Hernandez	16	0	0	0	0	0.50599	0.3757	Ignored:DidNotMeet_cpg_difference
chr6	145199421	145201738	Maternal	PLAGL1,HYMAI	Akbari,Court,Hernandez,Joshi,Zink	156	155	0	0.86062	0	0.94674	0.09023	Included
chr6	160184517	160185088	Paternal	RNU6-293P	Akbari	28	0	28	0	0.3372	0.43471	0.77191	Included
chr6	161251417	161252899	Maternal	IGF2R,AIRN	Akbari,Court,Hernandez,Joshi,Zink	106	106	0	0.64578	0	0.95248	0.3067	Included
chr6	169727799	169727970	Maternal	SMOC2	Joshi	8	0	0	0	0	0.65291	0.73575	Ignored:DidNotMeet_cpg_difference
chr6	171008085	171009630	Maternal	WDR27	Akbari,Court,Hernandez,Joshi,Zink	69	60	0	0.81896	0	0.94706	0.22498	Included
chr7	16980167	16981214	Maternal	RP11-455J15.1	Akbari,Zink	46	0	44	0	0.48299	0.35441	0.82583	Included
chr7	23626787	23627861	Maternal	RPS2P32	Akbari,Joshi,Zink	62	0	62	0	0.87482	0.0451	0.91991	Included
chr7	43014610	43015863	Maternal	AC010132.10	Akbari,Zink	57	0	57	0	0.6321	0.16326	0.79536	Included
chr7	50942206	50944802	Maternal	GRB10	Akbari,Court,Hernandez,Joshi,Zink	171	0	149	0	0.86386	0.13649	0.90252	Included
chr7	65134148	65134309	Maternal	AC092634.8	Akbari	16	0	0	0	0	0.04275	0.05816	Ignored:DidNotMeet_cpg_difference
chr7	95892113	95894859	Maternal	PEG10,SGCE	Akbari,Court,Hernandez,Joshi	122	0	121	0	0.85359	0.02677	0.87337	Included
chr7	131803479	131808268	Maternal	MEST,MESTIT1	Akbari,Court,Hernandez,Joshi,Zink	229	0	221	0	0.812	0.11104	0.89551	Included
chr7	136139397	136139823	Maternal	CALD1	Zink	20	0	15	0	0.25561	0.67578	0.90615	Included
chr7	139976260	139977741	Maternal	SVOPL	Akbari,Hernandez,Joshi,Zink	89	0	89	0	0.77071	0.07515	0.84586	Included
chr7	156246412	156247762	Maternal	HTR5A,HTR5A-AS1	Akbari,Court,Hernandez,Joshi,Zink	66	0	60	0	0.48808	0.32298	0.77318	Included
chr8	2481367	2482359	Maternal	LOC101927815	Joshi	77	77	0	0.42566	0	0.46188	0.03621	Included
chr8	2487234	2487616	Maternal	LOC101927815	Akbari,Joshi	20	20	0	0.32376	0	0.35972	0.03595	Included
chr8	38023830	38025061	Maternal	ERLIN2,LOC728024,CXORF56_pseudogene	Akbari,Court,Hernandez,Joshi	41	41	0	0.67149	0	0.82172	0.15024	Included
chr8	39591596	39591695	Maternal	ADAM5P	Hernandez	12	12	0	0.32186	0	0.88084	0.55899	Included
chr8	61137435	61138271	Maternal	CHD7	Akbari,Joshi,Zink	57	57	0	0.63618	0	0.95216	0.31598	Included
chr8	95243985	95245657	Maternal	CDH17	Akbari,Zink	44	22	0	0.62658	0	0.86181	0.48435	Included
chr8	103653910	103655995	Maternal	KB-1980E6.3	Akbari,Zink	60	49	0	0.5102	0	0.78235	0.33942	Included
chr8	141217642	141221375	Maternal	TRAPPC9,PEG13	Akbari,Court,Hernandez,Joshi,Zink	223	199	0	0.82416	0	0.94684	0.20531	Included
chr8	141468978	141469691	Maternal	TRAPPC9	Akbari,Joshi	53	0	0	0	0	0.52741	0.63253	Ignored:DidNotMeet_cpg_difference
chr8	144884219	144885051	Maternal	FAM83H	Akbari	116	116	0	0.31486	0	0.59353	0.27867	Included
chr9	41939693	41940117	Maternal	CDRT15P6	Akbari	22	0	0	0	0	0.2207	0.11412	Ignored:DidNotMeet_cpg_difference
chr9	104264526	104264928	Maternal	SPTLC1	Akbari	26	0	0	0	0	0.90717	0.8394	Ignored:DidNotMeet_cpg_difference
chr9	107482378	107483147	Maternal	FANCC,FANCC_Int1-DMR	Akbari,Hernandez	34	34	0	0.71309	0	0.89283	0.17974	Included
chr9	109746840	109747389	Maternal	TMOD1	Akbari	22	1	0	0.1653	0	0.4019	0.23681	Ignored:DidNotMeet_cpg_difference
chr9	125287844	125289117	Maternal	AL449105.5	Hernandez	82	0	0	0	0	0.19892	0.20608	Ignored:DidNotMeet_cpg_difference
chr9	134423466	134424180	Maternal	LHX6	Akbari	63	0	0	0	0	0.25304	0.20464	Ignored:DidNotMeet_cpg_difference
chr9	149667453	149669193	Maternal	EXD3	Akbari,Zink	142	38	0	0.13604	0	0.93354	0.81906	Included
