contig	color
contig-0000117	#D57533	chr13
contig-0000118	#D57533	chr13
contig-0000119	#808080	chr21
contig-0000121	#808080	chr21
contig-0000122	#808080	chr21
contig-0000123	#808080	chr21
contig-0000124	#808080	chr21
contig-0000125	#808080	chr21
contig-0000126	#808080	chr21
contig-0000127	#808080	chr21
contig-0000129	#E6C47F	chr22
contig-0000130	#E6B847	chr15
contig-0000131	#D57533	chr13
contig-0000132	#E6C47F	chr22
contig-0000133	#808080	chr21
contig-0000134	#808080	chr21
contig-0000135	#D57533	chr13
contig-0000136	#808080	chr21
contig-0000137	#737373	chr14
contig-0000141	#E6C47F	chr22
contig-0000142	#D57533	chr13
contig-0000143	#808080	chr21
contig-0000146	#D57533	chr13
contig-0000147	#737373	chr14
contig-0000148	#D57533	chr13
contig-0000149	#D57533	chr13
contig-0000150	#D57533	chr13
contig-0000151	#D57533	chr13
contig-0000152	#D57533	chr13
contig-0000153	#CC8DB3	chr11
contig-0000154	#D57533	chr13
contig-0000155	#D57533	chr13
contig-0000156	#D57533	chr13
contig-0000157	#D57533	chr13
contig-0000158	#D57533	chr13
contig-0000159	#E6C47F	chr22
contig-0000160	#E6B847	chr15
contig-0000161	#808080	chr21
contig-0000162	#737373	chr14
contig-0000163	#CC8DB3	chr11
contig-0000165	#737373	chr14
contig-0000166	#E6C47F	chr22
contig-0000167	#E6C47F	chr22
contig-0000168	#808080	chr21
contig-0000169	#E6B847	chr15
contig-0000170	#D57533	chr13
contig-0000171	#D57533	chr13
contig-0000172	#00B28C	chr17
contig-0000173	#CC8DB3	chr11
contig-0000174	#D57533	chr13
contig-0000175	#D57533	chr13
contig-0000176	#D57533	chr13
contig-0000177	#D57533	chr13
contig-0000178	#D57533	chr13
contig-0000180	#737373	chr14
contig-0000181	#737373	chr14
contig-0000182	#737373	chr14
contig-0000183	#E69F00	chr1
contig-0000184	#D57533	chr13
contig-0000185	#D57533	chr13
contig-0000186	#D57533	chr13
contig-0000187	#D57533	chr13
contig-0000188	#338CC2	chr19
contig-0000190	#808080	chr21
contig-0000192	#E69F00	chr1
contig-0000194	#0072B2	chr5
contig-0000195	#0072B2	chr5
contig-0000196	#0072B2	chr5
contig-0000197	#0072B2	chr5
contig-0000198	#0072B2	chr5
contig-0000199	#9467BD	chrX
contig-0000200	#9467BD	chrX
contig-0000201	#9467BD	chrX
contig-0000202	#E69F00	chr1
contig-0000203	#9467BD	chrX
contig-0000204	#9467BD	chrX
contig-0000205	#9467BD	chrX
contig-0000206	#9467BD	chrX
contig-0000207	#338CC2	chr19
contig-0000208	#338CC2	chr19
contig-0000210	#E69F00	chr1
contig-0000211	#338CC2	chr19
contig-0000212	#338CC2	chr19
contig-0000213	#567DE9	chr16
contig-0000214	#567DE9	chr16
contig-0000215	#567DE9	chr16
contig-0000216	#E6AB23	chr8
contig-0000217	#E69F00	chr1
contig-0000218	#E6AB23	chr8
contig-0000219	#D57533	chr13
contig-0000220	#D57533	chr13
contig-0000221	#E6C47F	chr22
contig-0000222	#E6C47F	chr22
contig-0000223	#737373	chr14
contig-0000224	#E6B847	chr15
contig-0000225	#E6C47F	chr22
contig-0000226	#737373	chr14
contig-0000227	#E6B847	chr15
contig-0000228	#E6C47F	chr22
contig-0000229	#E6B847	chr15
contig-0000232	#808080	chr21
contig-0000233	#00A880	chr10
contig-0000234	#D57533	chr13
contig-0000235	#00A880	chr10
contig-0000236	#00A880	chr10
contig-0000237	#00A880	chr10
contig-0000238	#00A880	chr10
contig-0000239	#9467BD	chrX
contig-0000240	#9467BD	chrX
contig-0000241	#9467BD	chrX
contig-0000242	#9467BD	chrX
contig-0000243	#9467BD	chrX
contig-0000244	#D57533	chr13
contig-0000245	#9467BD	chrX
contig-0000246	#9467BD	chrX
contig-0000247	#9467BD	chrX
contig-0000248	#9467BD	chrX
contig-0000249	#9467BD	chrX
contig-0000250	#E6C47F	chr22
contig-0000251	#E69F00	chr1
contig-0000252	#808080	chr21
contig-0000253	#737373	chr14
contig-0000254	#D57533	chr13
contig-0000255	#E6C47F	chr22
contig-0000256	#00B28C	chr17
contig-0000257	#E6C47F	chr22
contig-0000258	#D57533	chr13
contig-0000259	#D57533	chr13
contig-0000260	#D57533	chr13
contig-0000261	#0072B2	chr5
contig-0000262	#0072B2	chr5
contig-0000263	#0072B2	chr5
contig-0000264	#0072B2	chr5
contig-0000265	#0072B2	chr5
contig-0000266	#0072B2	chr5
contig-0000267	#00B28C	chr17
contig-0000268	#00B28C	chr17
contig-0000271	#00B28C	chr17
contig-0000273	#D55E00	chr6
contig-0000274	#D57533	chr13
contig-0000277	#808080	chr21
contig-0000278	#808080	chr21
contig-0000279	#D57533	chr13
contig-0000280	#D55E00	chr6
contig-0000281	#D57533	chr13
contig-0000282	#D57533	chr13
contig-0000283	#D57533	chr13
contig-0000284	#D57533	chr13
contig-0000285	#D57533	chr13
contig-0000286	#E6B847	chr15
contig-0000287	#E6B847	chr15
contig-0000288	#D55E00	chr6
contig-0000289	#E6C47F	chr22
contig-0000290	#808080	chr21
contig-0000291	#808080	chr21
contig-0000292	#D57533	chr13
contig-0000293	#E6C47F	chr22
contig-0000294	#D57533	chr13
contig-0000295	#D57533	chr13
contig-0000296	#D57533	chr13
contig-0000297	#D57533	chr13
contig-0000298	#D57533	chr13
contig-0000299	#D57533	chr13
contig-0000300	#D57533	chr13
contig-0000301	#D57533	chr13
contig-0000302	#737373	chr14
contig-0000305	#D57533	chr13
contig-0000306	#D57533	chr13
contig-0000307	#D57533	chr13
contig-0000308	#D57533	chr13
contig-0000309	#808080	chr21
contig-0000310	#D57533	chr13
contig-0000312	#808080	chr21
contig-0000313	#737373	chr14
contig-0000314	#E6B847	chr15
contig-0000315	#E6C47F	chr22
contig-0000316	#808080	chr21
contig-0000317	#D57533	chr13
contig-0000318	#D57533	chr13
contig-0000319	#808080	chr21
contig-0000320	#0072B2	chr5
contig-0000321	#808080	chr21
contig-0000323	#808080	chr21
contig-0000324	#808080	chr21
contig-0000326	#D57533	chr13
contig-0000327	#0072B2	chr5
contig-0000329	#E6B847	chr15
contig-0000330	#E6C47F	chr22
contig-0000331	#E6C47F	chr22
contig-0000332	#E6B847	chr15
contig-0000335	#9467BD	chrX
contig-0000336	#0072B2	chr5
contig-0000337	#808080	chr21
contig-0000338	#808080	chr21
contig-0000339	#808080	chr21
contig-0000340	#808080	chr21
contig-0000341	#808080	chr21
contig-0000342	#808080	chr21
contig-0000343	#808080	chr21
contig-0000344	#808080	chr21
contig-0000345	#0072B2	chr5
contig-0000346	#808080	chr21
contig-0000347	#D57533	chr13
contig-0000348	#E6C47F	chr22
contig-0000349	#D57533	chr13
contig-0000350	#9467BD	chrX
contig-0000352	#737373	chr14
contig-0000353	#737373	chr14
contig-0000356	#0072B2	chr5
contig-0000357	#E6C47F	chr22
contig-0000358	#D57533	chr13
contig-0000359	#E6C47F	chr22
contig-0000362	#808080	chr21
contig-0000363	#E6C47F	chr22
contig-0000364	#00B28C	chr17
contig-0000365	#00B28C	chr17
contig-0000366	#00B28C	chr17
contig-0000367	#D57533	chr13
contig-0000369	#E6C47F	chr22
contig-0000370	#D57533	chr13
contig-0000371	#D57533	chr13
contig-0000372	#D57533	chr13
contig-0000373	#D57533	chr13
contig-0000374	#E6C47F	chr22
contig-0000375	#CC79A7	chr4
contig-0000376	#CC79A7	chr4
contig-0000377	#CC79A7	chr4
contig-0000378	#CC79A7	chr4
contig-0000379	#CC79A7	chr4
contig-0000380	#E6B847	chr15
contig-0000381	#00B28C	chr17
contig-0000382	#808080	chr21
contig-0000383	#CC79A7	chr4
contig-0000384	#CC79A7	chr4
contig-0000385	#808080	chr21
contig-0000386	#808080	chr21
contig-0000387	#808080	chr21
contig-0000388	#808080	chr21
contig-0000390	#00B28C	chr17
contig-0000391	#737373	chr14
contig-0000392	#808080	chr21
contig-0000393	#808080	chr21
contig-0000394	#808080	chr21
contig-0000395	#808080	chr21
contig-0000396	#CC79A7	chr4
contig-0000397	#CC79A7	chr4
contig-0000398	#CC79A7	chr4
contig-0000399	#00B28C	chr17
contig-0000400	#CC79A7	chr4
contig-0000401	#CC79A7	chr4
contig-0000403	#D57533	chr13
contig-0000404	#00B28C	chr17
contig-0000405	#E6C47F	chr22
contig-0000406	#E6C47F	chr22
contig-0000407	#E6C47F	chr22
contig-0000408	#E6C47F	chr22
contig-0000409	#D57533	chr13
contig-0000410	#E6C47F	chr22
contig-0000412	#9467BD	chrX
contig-0000413	#9467BD	chrX
contig-0000414	#00B28C	chr17
contig-0000417	#D57533	chr13
contig-0000418	#D57533	chr13
contig-0000419	#E6C47F	chr22
contig-0000420	#E6C47F	chr22
contig-0000421	#E6C47F	chr22
contig-0000422	#9467BD	chrX
contig-0000423	#666666	chr7
contig-0000424	#E6C47F	chr22
contig-0000425	#808080	chr21
contig-0000426	#808080	chr21
contig-0000427	#808080	chr21
contig-0000428	#E6C47F	chr22
contig-0000429	#808080	chr21
contig-0000430	#D57533	chr13
contig-0000431	#666666	chr7
contig-0000434	#E6B847	chr15
contig-0000435	#E6B847	chr15
contig-0000436	#E6B847	chr15
contig-0000438	#808080	chr21
contig-0000439	#D57533	chr13
contig-0000440	#D57533	chr13
contig-0000441	#666666	chr7
contig-0000442	#D57533	chr13
contig-0000443	#D57533	chr13
contig-0000444	#D57533	chr13
contig-0000445	#D57533	chr13
contig-0000446	#D57533	chr13
contig-0000447	#E6B847	chr15
contig-0000448	#E6B847	chr15
contig-0000449	#E6B847	chr15
contig-0000450	#D57533	chr13
contig-0000451	#666666	chr7
contig-0000452	#D57533	chr13
contig-0000453	#D57533	chr13
contig-0000454	#E6B847	chr15
contig-0000455	#D57533	chr13
contig-0000456	#CC79A7	chr4
contig-0000458	#D57533	chr13
contig-0000459	#808080	chr21
contig-0000460	#737373	chr14
contig-0000461	#808080	chr21
contig-0000462	#737373	chr14
contig-0000463	#D57533	chr13
contig-0000467	#D57533	chr13
contig-0000468	#E6C47F	chr22
contig-0000469	#E6C47F	chr22
contig-0000470	#D57533	chr13
contig-0000471	#D57533	chr13
contig-0000472	#D58C66	chr20
contig-0000473	#D58C66	chr20
contig-0000474	#D58C66	chr20
contig-0000475	#D58C66	chr20
contig-0000476	#D58C66	chr20
contig-0000477	#808080	chr21
contig-0000478	#737373	chr14
contig-0000479	#E6C47F	chr22
contig-0000480	#737373	chr14
contig-0000481	#E6B847	chr15
contig-0000483	#666666	chr7
contig-0000484	#666666	chr7
contig-0000485	#9467BD	chrX
contig-0000486	#9467BD	chrX
contig-0000487	#E6C47F	chr22
contig-0000488	#9467BD	chrX
contig-0000490	#E6C47F	chr22
contig-0000491	#D57533	chr13
contig-0000493	#808080	chr21
contig-0000494	#E6B847	chr15
contig-0000495	#D57533	chr13
contig-0000496	#E6B847	chr15
contig-0000497	#E6C47F	chr22
contig-0000498	#D57533	chr13
contig-0000499	#D57533	chr13
contig-0000500	#D57533	chr13
contig-0000501	#D57533	chr13
contig-0000502	#D57533	chr13
contig-0000504	#D57533	chr13
contig-0000505	#E6C47F	chr22
contig-0000506	#D57533	chr13
contig-0000507	#D57533	chr13
contig-0000508	#CC79A7	chr4
contig-0000509	#CC79A7	chr4
contig-0000510	#9467BD	chrX
contig-0000511	#9467BD	chrX
contig-0000513	#009E73	chr3
contig-0000514	#E6C47F	chr22
contig-0000515	#808080	chr21
contig-0000516	#808080	chr21
contig-0000517	#808080	chr21
contig-0000518	#808080	chr21
contig-0000519	#E6C47F	chr22
contig-0000520	#E6C47F	chr22
contig-0000521	#E6C47F	chr22
contig-0000522	#E6C47F	chr22
contig-0000523	#E6C47F	chr22
contig-0000524	#E6C47F	chr22
contig-0000525	#E69F00	chr1
contig-0000526	#D57533	chr13
contig-0000527	#D57533	chr13
contig-0000528	#D57533	chr13
contig-0000529	#D57533	chr13
contig-0000530	#D57533	chr13
contig-0000531	#D57533	chr13
contig-0000532	#D57533	chr13
contig-0000534	#D57533	chr13
contig-0000535	#D57533	chr13
contig-0000536	#D57533	chr13
contig-0000537	#00B28C	chr17
contig-0000539	#D57533	chr13
contig-0000540	#D57533	chr13
contig-0000541	#E6B847	chr15
contig-0000542	#D57533	chr13
contig-0000543	#808080	chr21
contig-0000544	#808080	chr21
contig-0000545	#E6C47F	chr22
contig-0000546	#D57533	chr13
contig-0000547	#E6B847	chr15
contig-0000549	#D57533	chr13
contig-0000550	#9467BD	chrX
contig-0000551	#9467BD	chrX
contig-0000552	#9467BD	chrX
contig-0000553	#E6C47F	chr22
contig-0000554	#E6C47F	chr22
contig-0000555	#E6C47F	chr22
contig-0000556	#E6C47F	chr22
contig-0000557	#D57533	chr13
contig-0000558	#E6C47F	chr22
contig-0000559	#D57533	chr13
contig-0000560	#808080	chr21
contig-0000561	#E6C47F	chr22
contig-0000562	#808080	chr21
contig-0000563	#808080	chr21
contig-0000564	#D57533	chr13
contig-0000565	#D57533	chr13
contig-0000566	#D57533	chr13
contig-0000567	#56B4E9	chr2
contig-0000568	#56B4E9	chr2
contig-0000569	#56B4E9	chr2
contig-0000570	#56B4E9	chr2
contig-0000571	#56B4E9	chr2
contig-0000572	#737373	chr14
contig-0000573	#808080	chr21
contig-0000574	#E6C47F	chr22
contig-0000575	#D57533	chr13
contig-0000576	#D57533	chr13
contig-0000577	#E6C47F	chr22
contig-0000578	#E6C47F	chr22
contig-0000579	#00B28C	chr17
contig-0000580	#D57533	chr13
contig-0000581	#737373	chr14
contig-0000582	#808080	chr21
contig-0000585	#338CC2	chr19
contig-0000586	#009E73	chr3
contig-0000587	#D57533	chr13
contig-0000588	#D57533	chr13
contig-0000589	#D57533	chr13
contig-0000590	#D57533	chr13
contig-0000591	#D57533	chr13
contig-0000592	#737373	chr14
contig-0000593	#D57533	chr13
contig-0000594	#E6B847	chr15
contig-0000595	#737373	chr14
contig-0000596	#E6B847	chr15
contig-0000597	#D57533	chr13
contig-0000598	#D57533	chr13
contig-0000600	#E69F00	chr1
contig-0000602	#808080	chr21
contig-0000603	#808080	chr21
contig-0000604	#1A7FBA	chr12
contig-0000605	#E6C47F	chr22
contig-0000606	#E6C47F	chr22
contig-0000607	#E6C47F	chr22
contig-0000610	#E6B847	chr15
contig-0000611	#808080	chr21
contig-0000612	#00B28C	chr17
contig-0000613	#00B28C	chr17
contig-0000614	#00B28C	chr17
contig-0000615	#D57533	chr13
contig-0000616	#00B28C	chr17
contig-0000617	#00B28C	chr17
contig-0000618	#00B28C	chr17
contig-0000619	#00B28C	chr17
contig-0000620	#E6C47F	chr22
contig-0000621	#E69F00	chr1
contig-0000622	#E69F00	chr1
contig-0000623	#E69F00	chr1
contig-0000624	#D57533	chr13
contig-0000625	#666666	chr7
contig-0000626	#666666	chr7
contig-0000627	#666666	chr7
contig-0000628	#666666	chr7
contig-0000629	#666666	chr7
contig-0000630	#666666	chr7
contig-0000631	#E6B847	chr15
contig-0000632	#D57533	chr13
contig-0000633	#D57533	chr13
contig-0000634	#D57533	chr13
contig-0000635	#D57533	chr13
contig-0000636	#1A7FBA	chr12
contig-0000637	#1A7FBA	chr12
contig-0000638	#1A7FBA	chr12
contig-0000639	#1A7FBA	chr12
contig-0000640	#D57533	chr13
contig-0000641	#1A7FBA	chr12
contig-0000644	#D57533	chr13
contig-0000645	#808080	chr21
contig-0000646	#808080	chr21
contig-0000647	#737373	chr14
contig-0000648	#D57533	chr13
contig-0000650	#D57533	chr13
contig-0000651	#D57533	chr13
contig-0000653	#338CC2	chr19
contig-0000654	#338CC2	chr19
contig-0000655	#338CC2	chr19
contig-0000656	#338CC2	chr19
contig-0000657	#D57533	chr13
contig-0000658	#338CC2	chr19
contig-0000659	#338CC2	chr19
contig-0000660	#737373	chr14
contig-0000661	#808080	chr21
contig-0000662	#808080	chr21
contig-0000663	#808080	chr21
contig-0000664	#D57533	chr13
contig-0000665	#E6C47F	chr22
contig-0000666	#D57533	chr13
contig-0000667	#808080	chr21
contig-0000668	#E6C47F	chr22
contig-0000669	#808080	chr21
contig-0000670	#808080	chr21
contig-0000671	#808080	chr21
contig-0000672	#808080	chr21
contig-0000673	#808080	chr21
contig-0000674	#009E73	chr3
contig-0000675	#D57533	chr13
contig-0000676	#808080	chr21
contig-0000677	#808080	chr21
contig-0000678	#808080	chr21
contig-0000679	#808080	chr21
contig-0000680	#808080	chr21
contig-0000681	#808080	chr21
contig-0000684	#E6AB23	chr8
contig-0000685	#808080	chr21
contig-0000686	#D57533	chr13
contig-0000687	#E6C47F	chr22
contig-0000690	#808080	chr21
contig-0000691	#808080	chr21
contig-0000693	#0072B2	chr5
contig-0000694	#D57533	chr13
contig-0000695	#808080	chr21
contig-0000696	#E6B847	chr15
contig-0000697	#808080	chr21
contig-0000699	#E6C47F	chr22
contig-0000702	#D57533	chr13
contig-0000703	#D57533	chr13
contig-0000704	#808080	chr21
contig-0000705	#737373	chr14
contig-0000706	#808080	chr21
contig-0000707	#808080	chr21
contig-0000708	#E6AB23	chr8
contig-0000709	#E6AB23	chr8
contig-0000710	#E6AB23	chr8
contig-0000711	#E6AB23	chr8
contig-0000712	#E6AB23	chr8
contig-0000713	#E6C47F	chr22
contig-0000714	#808080	chr21
contig-0000715	#737373	chr14
contig-0000716	#E6C47F	chr22
contig-0000717	#D55E00	chr6
contig-0000720	#D57533	chr13
contig-0000721	#E6B847	chr15
contig-0000722	#737373	chr14
contig-0000723	#808080	chr21
contig-0000725	#737373	chr14
contig-0000726	#D57533	chr13
contig-0000728	#567DE9	chr16
contig-0000729	#737373	chr14
contig-0000730	#567DE9	chr16
contig-0000731	#567DE9	chr16
contig-0000732	#567DE9	chr16
contig-0000733	#567DE9	chr16
contig-0000735	#E6B847	chr15
contig-0000737	#D57533	chr13
contig-0000738	#D57533	chr13
contig-0000739	#737373	chr14
contig-0000741	#E6B847	chr15
contig-0000742	#808080	chr21
contig-0000743	#808080	chr21
contig-0000744	#808080	chr21
contig-0000745	#808080	chr21
contig-0000746	#E6B847	chr15
contig-0000747	#D57533	chr13
contig-0000748	#D57533	chr13
contig-0000751	#E69F00	chr1
contig-0000752	#E69F00	chr1
contig-0000753	#E69F00	chr1
contig-0000756	#0072B2	chr5
contig-0000757	#808080	chr21
contig-0000758	#808080	chr21
contig-0000759	#CCA0BF	chr18
contig-0000760	#CCA0BF	chr18
contig-0000761	#CCA0BF	chr18
contig-0000762	#CCA0BF	chr18
contig-0000763	#CCA0BF	chr18
contig-0000764	#CCA0BF	chr18
contig-0000765	#CCA0BF	chr18
contig-0000766	#CCA0BF	chr18
contig-0000767	#E69F00	chr1
contig-0000768	#808080	chr21
contig-0000769	#E6C47F	chr22
contig-0000770	#808080	chr21
contig-0000771	#1A7FBA	chr12
contig-0000772	#1A7FBA	chr12
contig-0000773	#1A7FBA	chr12
contig-0000774	#E6B847	chr15
contig-0000775	#E6B847	chr15
contig-0000776	#D57533	chr13
contig-0000777	#E69F00	chr1
contig-0000778	#D57533	chr13
contig-0000779	#E6C47F	chr22
contig-0000780	#E6C47F	chr22
contig-0000781	#E6C47F	chr22
contig-0000783	#D57533	chr13
contig-0000784	#D57533	chr13
contig-0000785	#D57533	chr13
contig-0000786	#D57533	chr13
contig-0000787	#D57533	chr13
contig-0000788	#E69F00	chr1
contig-0000789	#9467BD	chrX
contig-0000790	#9467BD	chrX
contig-0000791	#9467BD	chrX
contig-0000792	#CC8DB3	chr11
contig-0000793	#CC8DB3	chr11
contig-0000794	#E69F00	chr1
contig-0000795	#CC8DB3	chr11
contig-0000796	#00B28C	chr17
contig-0000798	#E69F00	chr1
contig-0000800	#808080	chr21
contig-0000801	#808080	chr21
contig-0000803	#737373	chr14
contig-0000804	#737373	chr14
contig-0000805	#808080	chr21
contig-0000806	#E6C47F	chr22
contig-0000808	#009E73	chr3
contig-0000809	#D57533	chr13
contig-0000810	#D57533	chr13
contig-0000811	#D57533	chr13
contig-0000814	#E6B847	chr15
contig-0000815	#737373	chr14
contig-0000816	#D57533	chr13
contig-0000817	#009E73	chr3
contig-0000818	#D57533	chr13
contig-0000819	#D57533	chr13
contig-0000823	#D57533	chr13
contig-0000824	#D57533	chr13
contig-0000825	#E6C47F	chr22
contig-0000827	#009E73	chr3
contig-0000828	#00A880	chr10
contig-0000829	#00A880	chr10
contig-0000830	#00A880	chr10
contig-0000831	#00A880	chr10
contig-0000832	#00A880	chr10
contig-0000833	#737373	chr14
contig-0000834	#808080	chr21
contig-0000835	#808080	chr21
contig-0000836	#808080	chr21
contig-0000837	#009E73	chr3
contig-0000838	#E6C47F	chr22
contig-0000840	#00B28C	chr17
contig-0000843	#009E73	chr3
contig-0000844	#D55E00	chr6
contig-0000845	#D55E00	chr6
contig-0000846	#E69F00	chr1
contig-0000847	#808080	chr21
contig-0000848	#D57533	chr13
contig-0000849	#808080	chr21
contig-0000850	#E6C47F	chr22
contig-0000851	#D57533	chr13
contig-0000852	#009E73	chr3
contig-0000853	#5699E9	chr9
contig-0000854	#666666	chr7
contig-0000857	#D57533	chr13
contig-0000858	#D57533	chr13
contig-0000861	#808080	chr21
contig-0000862	#808080	chr21
contig-0000863	#5699E9	chr9
contig-0000864	#808080	chr21
contig-0000865	#808080	chr21
contig-0000867	#E6C47F	chr22
contig-0000868	#E6C47F	chr22
contig-0000869	#D57533	chr13
contig-0000870	#808080	chr21
contig-0000871	#808080	chr21
contig-0000872	#808080	chr21
contig-0000873	#808080	chr21
contig-0000874	#5699E9	chr9
contig-0000875	#737373	chr14
contig-0000876	#D57533	chr13
contig-0000878	#9467BD	chrX
contig-0000880	#D57533	chr13
contig-0000881	#D57533	chr13
contig-0000882	#D57533	chr13
contig-0000884	#D57533	chr13
contig-0000885	#D57533	chr13
contig-0000886	#1A7FBA	chr12
contig-0000887	#E6AB23	chr8
contig-0000888	#E6AB23	chr8
contig-0000889	#E6AB23	chr8
contig-0000890	#E6AB23	chr8
contig-0000891	#D57533	chr13
contig-0000892	#E6C47F	chr22
contig-0000893	#D57533	chr13
contig-0000894	#737373	chr14
contig-0000895	#E6C47F	chr22
contig-0000896	#E6B847	chr15
contig-0000898	#E6C47F	chr22
contig-0000899	#E6C47F	chr22
contig-0000900	#E6C47F	chr22
contig-0000901	#D57533	chr13
contig-0000902	#D57533	chr13
contig-0000903	#E6C47F	chr22
contig-0000904	#E6C47F	chr22
contig-0000905	#00B28C	chr17
contig-0000906	#00B28C	chr17
contig-0000907	#00B28C	chr17
contig-0000908	#CCA0BF	chr18
contig-0000909	#CCA0BF	chr18
contig-0000910	#CCA0BF	chr18
contig-0000911	#CCA0BF	chr18
contig-0000912	#CCA0BF	chr18
contig-0000913	#808080	chr21
contig-0000914	#E6AB23	chr8
contig-0000915	#E6AB23	chr8
contig-0000916	#E6AB23	chr8
contig-0000917	#E6AB23	chr8
contig-0000919	#D57533	chr13
contig-0000921	#808080	chr21
contig-0000923	#009E73	chr3
contig-0000925	#D57533	chr13
contig-0000926	#E6C47F	chr22
contig-0000927	#E6C47F	chr22
contig-0000928	#D57533	chr13
contig-0000929	#E6C47F	chr22
contig-0000930	#E6C47F	chr22
contig-0000931	#808080	chr21
contig-0000932	#D57533	chr13
contig-0000933	#D57533	chr13
contig-0000934	#D57533	chr13
contig-0000936	#CC79A7	chr4
contig-0000937	#CC79A7	chr4
contig-0000938	#CC79A7	chr4
contig-0000939	#D57533	chr13
contig-0000940	#CC79A7	chr4
contig-0000941	#CC79A7	chr4
contig-0000942	#737373	chr14
contig-0000943	#D57533	chr13
contig-0000944	#D57533	chr13
contig-0000945	#D57533	chr13
contig-0000946	#D57533	chr13
contig-0000947	#D57533	chr13
contig-0000948	#009E73	chr3
contig-0000949	#D57533	chr13
contig-0000950	#E6B847	chr15
contig-0000951	#E6B847	chr15
contig-0000952	#E6B847	chr15
contig-0000953	#E6B847	chr15
contig-0000954	#E6B847	chr15
contig-0000957	#5699E9	chr9
contig-0000958	#5699E9	chr9
contig-0000959	#D57533	chr13
contig-0000960	#737373	chr14
contig-0000961	#808080	chr21
contig-0000963	#009E73	chr3
contig-0000964	#009E73	chr3
contig-0000965	#009E73	chr3
contig-0000966	#009E73	chr3
contig-0000967	#009E73	chr3
contig-0000970	#D57533	chr13
contig-0000971	#E6AB23	chr8
contig-0000972	#D57533	chr13
contig-0000973	#808080	chr21
contig-0000974	#808080	chr21
contig-0000975	#D57533	chr13
contig-0000976	#D57533	chr13
contig-0000977	#D57533	chr13
contig-0000978	#CC79A7	chr4
contig-0000979	#CC79A7	chr4
contig-0000981	#D57533	chr13
contig-0000982	#D57533	chr13
contig-0000983	#808080	chr21
contig-0000984	#D57533	chr13
contig-0000985	#E6C47F	chr22
contig-0000986	#E6B847	chr15
