Chromosome	Start	End	Methylated_allele	Name	Reference	All_CpGs_At_iDMR_CouldBeExaminedInBothHaplotypes	DifferentiallyMethylatedCpGs_HypermethylatedOnHP1	DifferentiallyMethylatedCpGs_HypermethylatedOnHP2	MeanDiffMethylationOf_DifferentiallyMethylatedCpGs_HypermethylatedOnHP1	MeanDiffMethylationOf_DifferentiallyMethylatedCpGs_HypermethylatedOnHP2	MethylationFrequency_HP1	MethylationFrequency_HP2	Included_Or_Ignored_For_PofO_Assignment
chr14	94961427	94961490	Paternal	DLK1	Joshi,Zink	7	0	7	0	0.31836	0.19458	0.51295	Included
chr14	95042558	95046625	Paternal	IG-DMR,MEG3,MEG3/DLK1	Akbari,Court,Hernandez,Zink	96	0	35	0	0.53602	0.5405	0.78762	Included
chr14	95058592	95063118	Paternal	MEG3,AL117190.1	Akbari,Court,Hernandez,Joshi,Zink	246	0	211	0	0.73858	0.22817	0.87937	Included
chr14	95135834	95136700	Maternal	MEG8,SNHG23	Zink	26	9	0	0.34698	0	0.28541	0.15981	Included
chr14	95139591	95140676	Maternal	MEG8,SNHG23	Akbari,Court,Hernandez,Zink	52	49	0	0.68703	0	0.75735	0.09623	Included
chr14	100719510	100719614	Maternal	IGHV3-37	Hernandez	0	0	0	0	0	0	0	Ignored:No_CpG
chr15	21296256	21301762	Maternal	MIR4508,MKRN3	Akbari,Court,Hernandez,Joshi	109	26	2	0.59649	0.39292	0.76642	0.62683	Included
chr15	21341062	21343880	Paternal	MKRN3	Zink	14	0	0	0	0	0.28638	0.37778	Ignored:DidNotMeet_cpg_difference
chr15	21363464	21363638	Maternal	MKRN3	Zink	10	7	0	0.34644	0	0.67375	0.33	Included
chr15	21368503	21368715	Maternal	MKRN3	Zink	8	0	0	0	0	0.76981	0.85285	Ignored:DidNotMeet_cpg_difference
chr15	21377299	21377524	Maternal	MAGEL2	Zink	6	0	0	0	0	0.37349	0.1427	Ignored:DidNotMeet_cpg_difference
chr15	21381510	21383473	Maternal	MAGEL2	Akbari,Court,Hernandez,Joshi,Zink	64	58	0	0.68137	0	0.84322	0.20297	Included
chr15	21420762	21422619	Maternal	NDN	Akbari,Court,Hernandez,Joshi,Zink	116	107	0	0.63166	0	0.75795	0.16996	Included
chr15	21532265	21532875	Maternal	RNU6-741P	Zink	22	21	0	0.40232	0	0.54191	0.14663	Included
chr15	21563910	21564305	Paternal	RNU6-741P	Zink	6	0	0	0	0	0.44966	0.43169	Ignored:DidNotMeet_cpg_difference
chr15	21589212	21590074	Maternal	RP11-484P15.1	Zink	9	1	0	0.38022	0	0.17548	0.02859	Included
chr15	21591584	21596455	Maternal	RP11-484P15.1	Akbari,Zink,Zink	84	29	0	0.49201	0	0.59065	0.36299	Included
chr15	21603570	21604377	Maternal	RP11-484P15.1	Akbari,Zink	36	34	0	0.4679	0	0.61072	0.14963	Included
chr15	21611867	21613067	Maternal	RP11-484P15.1	Akbari,Zink	40	0	0	0	0	0.20084	0.16143	Ignored:DidNotMeet_cpg_difference
chr15	21617488	21617845	Paternal	RP11-484P15.1	Zink	11	0	0	0	0	0.51151	0.58203	Ignored:DidNotMeet_cpg_difference
chr15	21630697	21633011	Maternal	PWRN4,RP11-484P15.1	Akbari,Joshi,Zink	59	29	0	0.64176	0	0.78555	0.46536	Included
chr15	21648478	21650220	Paternal	RP11-484P15.1	Zink	11	0	0	0	0	0.4351	0.4135	Ignored:DidNotMeet_cpg_difference
chr15	21674147	21675281	Paternal	RP11-484P15.1	Zink	12	0	0	0	0	0.43355	0.34347	Ignored:DidNotMeet_cpg_difference
chr15	21743102	21743985	Paternal	PWRN4	Zink	7	0	0	0	0	0.17465	0.25815	Ignored:DidNotMeet_cpg_difference
chr15	21763297	21763709	Paternal	PWRN4	Zink	5	0	0	0	0	0.32371	0.32095	Ignored:DidNotMeet_cpg_difference
chr15	21784164	21785579	Paternal	PWRN4	Zink	12	0	7	0	0.48495	0.26757	0.60441	Included
chr15	21835134	21836136	Maternal	SNRPN_intragenic_CpG32,PWRN2	Akbari,Court,Zink	46	3	0	0.38704	0	0.35841	0.21078	Ignored:DidNotMeet_cpg_difference
chr15	21890432	21891180	Paternal	PWRN2	Zink	8	0	0	0	0	0.48384	0.38706	Ignored:DidNotMeet_cpg_difference
chr15	21897209	21897954	Paternal	PWRN2	Zink	8	0	0	0	0	0.45739	0.42887	Ignored:DidNotMeet_cpg_difference
chr15	21908292	21909250	Paternal	PWRN2	Zink	9	0	1	0	0.48951	0.09967	0.30956	Included
chr15	22008923	22009869	Paternal	RP11-580I1.2	Zink	10	0	0	0	0	0.41835	0.32979	Ignored:DidNotMeet_cpg_difference
chr15	22160590	22161837	Maternal	SNRPN_intragenic_CpG29,PWRN3	Akbari,Court,Zink	51	51	0	0.69718	0	0.8011	0.10392	Included
chr15	22211722	22212175	Maternal	SNRPN_intragenic_CpG30	Akbari,Court	31	31	0	0.43137	0	0.52194	0.09057	Included
chr15	22310237	22311050	Paternal	PWRN1	Zink	8	0	0	0	0	0.38183	0.31693	Ignored:DidNotMeet_cpg_difference
chr15	22312618	22313135	Paternal	PWRN1	Zink	6	0	1	0	0.35433	0.14571	0.40883	Included
chr15	22505473	22506455	Paternal	PWRN1,SNRPN	Hernandez,Zink	14	0	0	0	0	0.5584	0.65893	Ignored:DidNotMeet_cpg_difference
chr15	22508944	22510547	Maternal	SNRPN_intragenic_CpG40,SNRPN	Akbari,Court,Hernandez,Joshi,Zink	81	76	0	0.64188	0	0.70398	0.08567	Included
chr15	22560068	22561411	Maternal	SNRPN	Akbari,Court,Hernandez,Joshi,Zink	22	14	0	0.53352	0	0.55391	0.18235	Included
chr15	22583384	22585283	Maternal	SNRPN,RP11-385H1.1	Akbari,Court,Hernandez,Joshi,Zink	77	68	0	0.47562	0	0.725	0.27565	Included
chr15	22593074	22595820	Maternal	SNRPN	Joshi,Zink	38	16	1	0.54922	0.36355	0.66563	0.39594	Included
chr15	22614163	22616870	Maternal	SNRPN	Akbari,Court,Hernandez,Joshi,Zink	86	46	0	0.60037	0	0.78365	0.47825	Included
chr15	22647266	22647904	Paternal	SNRPN,AC090602.2	Zink	8	0	0	0	0	0.45132	0.61401	Ignored:DidNotMeet_cpg_difference
chr15	22688234	22693913	Maternal	SNURF,SNRPN,RP11-701H24.9	Akbari,Court,Hernandez,Joshi,Zink	149	120	15	0.84406	0.36281	0.81084	0.18352	Included
chr15	22693914	22738212	Paternal	PWAR5,PWARSN,SNORD107,SNORD64,SNORD108,RP11-701H24.9,SNHG14	Akbari,Joshi,Zink,Akbari,Zink	385	0	240	0	0.46756	0.5738	0.94552	Included
chr15	22739217	22767775	Paternal	SNHG14	Akbari,Zink	210	0	154	0	0.49861	0.49823	0.93948	Included
chr15	22775157	22793910	Paternal	SNORD116Cluster,SNHG14	Akbari,Joshi,Zink,Akbari,Zink	216	0	53	0	0.41533	0.66949	0.88206	Included
chr15	22796137	22837398	Paternal	SNORD116Cluster,SNHG14	Akbari,Joshi,Zink,Akbari,Zink	576	0	265	0	0.41221	0.58999	0.89117	Included
chr15	22877695	22880669	Paternal	SNHG14	Akbari	17	0	0	0	0	0.22953	0.34078	Ignored:DidNotMeet_cpg_difference
chr15	22917914	22920700	Paternal	SNORD115Cluster	Joshi,Zink	49	0	0	0	0	0.66723	0.71001	Ignored:DidNotMeet_cpg_difference
chr15	27466585	27466749	Maternal	AC022613.1	Hernandez	17	17	0	0.33694	0	0.55235	0.21541	Included
chr15	42830610	42830766	Maternal	SORD	Hernandez,Joshi,Zink	12	0	0	0	0	0.08792	0.08768	Ignored:DidNotMeet_cpg_difference
chr15	48716873	48717145	Maternal	AP4E1	Zink	19	0	0	0	0	0.80856	0.81188	Ignored:DidNotMeet_cpg_difference
chr15	60148414	60148894	Paternal	MIR6085	Akbari	19	0	0	0	0	0.04606	0.05092	Ignored:DidNotMeet_cpg_difference
chr15	78982358	78982976	Paternal	CFAP161	Akbari	44	0	44	0	0.67616	0.07841	0.75458	Included
chr15	96629415	96631475	Maternal	IGF1R	Akbari,Court,Hernandez,Joshi,Zink	70	66	0	0.74892	0	0.77693	0.06762	Included
chr16	811704	813589	Maternal	PRR25	Akbari,Zink	141	134	0	0.62543	0	0.71097	0.11399	Included
chr16	821900	823268	Maternal	PRR25	Akbari,Zink	83	73	0	0.64024	0	0.79797	0.21989	Included
chr16	3281461	3281826	Paternal	MEFV	Zink	33	0	33	0	0.54672	0.19201	0.73873	Included
chr16	3322511	3322654	Maternal	TIGD7	Joshi	19	0	0	0	0	0.76132	0.66591	Ignored:DidNotMeet_cpg_difference
chr16	3391703	3393524	Paternal	MTRNR2L4,LA16c-306E5.2	Akbari,Joshi,Zink	84	0	20	0	0.39345	0.23927	0.40011	Included
chr16	3441035	3441528	Paternal	LA16c-306E5.2	Zink	27	0	0	0	0	0.55541	0.52361	Ignored:DidNotMeet_cpg_difference
chr16	3458714	3468983	Maternal	ZNF597,LA16c-306E5.2	Akbari,Court,Hernandez,Joshi,Zink	130	73	0	0.67007	0	0.94422	0.50423	Included
chr16	3470097	3472038	Paternal	NAA60,ZNF597,LA16c-306E5.2	Akbari,Court,Hernandez,Joshi,Zink	78	2	73	0.42385	0.79702	0.07329	0.79975	Included
chr17	4790606	4792558	Maternal	CHRNE,C17orf107	Akbari,Zink	139	64	0	0.77697	0	0.42767	0.06149	Included
chr18	47858673	47859226	Maternal	RP11-767C4.1	Zink	23	2	0	0.25931	0	0.43345	0.31564	Ignored:DidNotMeet_cpg_difference
chr18	60172271	60172582	Maternal	NFE2L3P1	Akbari	42	42	0	0.57291	0	0.94456	0.37165	Included
chr18	79873008	79873927	Maternal	AC068473.4	Akbari,Hernandez	91	91	0	0.62149	0	0.83201	0.21051	Included
chr18	80423625	80425712	Maternal	ADNP2,PARD6G-AS1	Akbari,Zink	99	48	0	0.75888	0	0.46783	0.08306	Included
chr19	4770231	4771096	Maternal	MIR7-3HG	Akbari	56	29	0	0.72471	0	0.82647	0.41624	Included
chr19	17458059	17459138	Maternal	DDA1	Akbari	65	65	0	0.8376	0	0.90992	0.07232	Included
chr19	21220736	21221486	Maternal	ZNF714	Akbari	38	38	0	0.9216	0	0.93992	0.01832	Included
chr19	39096790	39096912	Paternal	AC092296.3	Akbari	20	0	10	0	0.28785	0.26562	0.48752	Included
chr19	41329684	41330758	Maternal	RYR1,AC067969.1	Zink	52	33	0	0.56355	0	0.8202	0.46254	Included
chr19	41345884	41346651	Maternal	RYR1	Akbari,Zink	26	0	0	0	0	0.69507	0.76365	Ignored:DidNotMeet_cpg_difference
chr19	56616549	56618747	Maternal	ZNF331	Akbari,Court,Hernandez,Zink	133	125	0	0.83968	0	0.8946	0.09881	Included
chr19	56632968	56635239	Maternal	ZNF331	Akbari,Court,Hernandez,Zink	124	106	0	0.82306	0	0.88552	0.18635	Included
chr19	59932193	59936971	Maternal	PEG3,MIMT1,ZIM2,PEG3	Akbari,Court,Hernandez,Zink	219	216	0	0.78428	0	0.89247	0.11462	Included
chr19	59959876	59960104	Maternal	MIMT1	Zink	20	0	0	0	0	0.74672	0.69672	Ignored:DidNotMeet_cpg_difference
chr19	61152004	61152621	Paternal	ZSCAN1	Zink	26	0	10	0	0.24748	0.15196	0.38699	Included
chr2	37542728	37543329	Maternal	AC007391.3	Akbari	27	0	0	0	0	0.89481	0.90999	Ignored:DidNotMeet_cpg_difference
chr2	39252404	39252862	Maternal	MAP4K3	Hernandez	54	0	0	0	0	0.89818	0.83393	Ignored:DidNotMeet_cpg_difference
chr2	95377831	95378577	Paternal	TEKT4,AC097374.2	Zink	54	43	0	0.27001	0	0.3672	0.13455	Included
chr2	130015734	130016047	Paternal	LOC151121	Joshi	37	0	0	0	0	0.87325	0.78286	Ignored:DidNotMeet_cpg_difference
chr2	131734853	131735206	Maternal	FAR2P4,KLF2P4,PLEKHB2	Zink	32	32	0	0.55311	0	0.8481	0.29499	Included
chr2	132265092	132265797	Paternal	C2orf27B	Joshi	91	0	13	0	0.23973	0.40637	0.596	Included
chr2	206731612	206755969	Paternal	ZDBF2,GPR1-AS	Akbari,Court,Hernandez,Joshi,Zink	475	0	420	0	0.64711	0.21206	0.8049	Included
chr2	206758117	206759140	Paternal	ZDBF2	Akbari	16	0	3	0	0.48762	0.18134	0.31845	Included
chr2	209688185	209689718	Maternal	MEAF6P1	Zink	66	1	0	0.31829	0	0.8053	0.78178	Ignored:DidNotMeet_cpg_difference
chr2	232838377	232838828	Maternal	ECEL1P3	Akbari,Zink	35	0	0	0	0	0.17802	0.08724	Ignored:DidNotMeet_cpg_difference
chr20	33270910	33272750	Maternal	HM13,MCTS2P	Akbari,Court,Hernandez,Joshi,Zink	60	50	0	0.85384	0	0.94909	0.20453	Included
chr20	35394117	35394664	Maternal	ACTL10,NECAB3	Akbari	51	51	0	0.9045	0	0.91962	0.01512	Included
chr20	39243846	39246355	Maternal	BLCAP,NNAT	Akbari,Court,Hernandez,Joshi,Zink	145	112	0	0.79662	0	0.9425	0.31336	Included
chr20	45246628	45249468	Maternal	L3MBTL1	Akbari,Court,Hernandez,Joshi,Zink	92	0	0	0	0	0.37702	0.4116	Ignored:DidNotMeet_cpg_difference
chr20	50153200	50154157	Maternal	RP1-66N13.1	Akbari,Zink	50	22	0	0.496	0	0.91263	0.64161	Included
chr20	60619350	60630515	Paternal	GNAS,GNAS-AS1	Akbari,Court,Hernandez,Joshi,Zink	329	0	287	0	0.84176	0.16952	0.92589	Included
chr20	60633235	60639710	Maternal	GNAS-AS1,GNAS,GNAS-XL	Akbari,Court,Hernandez,Joshi,Zink	360	294	1	0.79605	0.3628	0.76636	0.10732	Included
chr20	60671085	60673567	Maternal	GNAS_Ex1A,GNAS,LOC101927932	Akbari,Court,Hernandez,Joshi,Zink	243	216	0	0.8515	0	0.78667	0.02129	Included
chr20	61310202	61310679	Maternal	RP11-164D18.2	Zink	25	0	0	0	0	0.70529	0.59671	Ignored:DidNotMeet_cpg_difference
chr20	65030021	65030481	Maternal	AL096828.3	Akbari	17	17	0	0.55566	0	0.59954	0.04388	Included
chr20	65758266	65759319	Maternal	UCKL1	Akbari,Zink	96	95	0	0.65473	0	0.90223	0.25154	Included
chr21	12407958	12408119	Maternal	LIPI	Joshi	21	0	0	0	0	0.94019	0.95162	Ignored:DidNotMeet_cpg_difference
chr21	37770066	37771384	Maternal	WRB	Akbari,Court,Hernandez,Joshi,Zink	58	40	0	0.52027	0	0.93506	0.51476	Included
chr21	45047466	45048210	Maternal	PRMT2	Akbari,Zink	54	54	0	0.67849	0	0.93165	0.25316	Included
chr22	21798922	21799586	Paternal	RIMBP3	Akbari	64	9	0	0.21583	0	0.5208	0.36162	Included
chr22	32507282	32507589	Maternal	SLC5A1	Akbari	22	22	0	0.53996	0	0.59168	0.05171	Included
chr22	42160534	42162792	Maternal	NHP2L1,SNU13	Akbari,Court,Hernandez,Joshi,Zink	82	79	0	0.8723	0	0.95322	0.10964	Included
chr3	39514775	39515873	Maternal	MOBP	Akbari,Hernandez,Zink	57	0	57	0	0.68333	0.05094	0.73427	Included
chr3	195267123	195267736	Maternal	FGF12	Akbari,Zink	27	0	26	0	0.71957	0.03734	0.73998	Included
chr4	5980877	5981527	Maternal	C4orf50	Akbari	59	59	0	0.84849	0	0.90656	0.05807	Included
chr4	6078696	6079854	Maternal	JAKMIP1	Akbari,Hernandez,Joshi,Zink	78	75	0	0.72639	0	0.91743	0.21517	Included
chr4	17624235	17624518	Maternal	FAM184B	Zink	29	0	0	0	0	0.94603	0.93191	Ignored:DidNotMeet_cpg_difference
chr4	92028524	92029856	Maternal	NAP1L5,HERC3	Akbari,Court,Hernandez,Joshi,Zink	62	58	0	0.8885	0	0.91711	0.07133	Included
chr4	125236257	125237219	Maternal	TRPC3	Akbari,Hernandez,Zink	67	67	0	0.59467	0	0.87346	0.27879	Included
chr4	158113274	158113803	Maternal	RBM46	Hernandez	51	50	0	0.48904	0	0.87938	0.39588	Included
chr4	173134512	173135071	Maternal	PTGES3P3	Akbari,Zink	31	31	0	0.66939	0	0.72301	0.05361	Included
chr5	561353	562753	Paternal	MIR4456	Akbari	106	0	106	0	0.49616	0.35955	0.85571	Included
chr5	37458597	37459310	Maternal	CPLANE1	Akbari	35	0	0	0	0	0.97602	0.94312	Ignored:DidNotMeet_cpg_difference
chr5	111236976	111237741	Maternal	TMEM232	Akbari	21	21	0	0.84735	0	0.93885	0.0915	Included
chr5	117967773	117967929	Maternal	LINC00992	Hernandez	5	0	0	0	0	0.03059	0.01564	Ignored:DidNotMeet_cpg_difference
chr5	136601303	136603696	Maternal	VTRNA2-1	Akbari,Hernandez,Joshi,Zink	87	83	0	0.72283	0	0.82032	0.13552	Included
chr5	138415651	138415958	Maternal	PKD2L2	Hernandez	38	0	0	0	0	0.01658	0.02757	Ignored:DidNotMeet_cpg_difference
chr5	138659249	138659851	Maternal	NME5	Akbari	21	21	0	0.83853	0	0.86837	0.02983	Included
chr6	3718149	3719860	Maternal	FAM50B,RP11-420L9.4	Akbari,Court,Hernandez,Joshi,Zink	110	103	0	0.83955	0	0.95917	0.16574	Included
chr6	29555331	29556045	Maternal	ZFP57	Hernandez	51	0	0	0	0	0.70412	0.71885	Ignored:DidNotMeet_cpg_difference
chr6	31425008	31425410	Maternal	LTA	Hernandez	16	0	0	0	0	0.01569	0.01349	Ignored:DidNotMeet_cpg_difference
chr6	145199421	145201738	Maternal	PLAGL1,HYMAI	Akbari,Court,Hernandez,Joshi,Zink	156	153	0	0.85053	0	0.94516	0.10867	Included
chr6	160184517	160185088	Paternal	RNU6-293P	Akbari	28	0	28	0	0.74041	0.01993	0.76034	Included
chr6	161251417	161252899	Maternal	IGF2R,AIRN	Akbari,Court,Hernandez,Joshi,Zink	107	81	0	0.55476	0	0.97474	0.53082	Included
chr6	169727799	169727970	Maternal	SMOC2	Joshi	8	0	0	0	0	0.7744	0.73818	Ignored:DidNotMeet_cpg_difference
chr6	171008085	171009630	Maternal	WDR27	Akbari,Court,Hernandez,Joshi,Zink	69	58	0	0.84825	0	0.9592	0.24063	Included
chr7	16980167	16981214	Maternal	RP11-455J15.1	Akbari,Zink	46	0	44	0	0.71148	0.08266	0.77553	Included
chr7	23626787	23627861	Maternal	RPS2P32	Akbari,Joshi,Zink	62	0	62	0	0.92242	0.01649	0.93891	Included
chr7	43014610	43015863	Maternal	AC010132.10	Akbari,Zink	58	0	55	0	0.49265	0.05983	0.54173	Included
chr7	50942206	50944802	Maternal	GRB10	Akbari,Court,Hernandez,Joshi,Zink	171	0	141	0	0.84358	0.19562	0.89497	Included
chr7	65134148	65134309	Maternal	AC092634.8	Akbari	16	0	0	0	0	0.06045	0.05309	Ignored:DidNotMeet_cpg_difference
chr7	95892113	95894859	Maternal	PEG10,SGCE	Akbari,Court,Hernandez,Joshi	122	0	121	0	0.86589	0.0357	0.89379	Included
chr7	131803479	131808268	Maternal	MEST,MESTIT1	Akbari,Court,Hernandez,Joshi,Zink	229	5	200	0.52639	0.82777	0.16567	0.88042	Included
chr7	136139397	136139823	Maternal	CALD1	Zink	20	0	0	0	0	0.84795	0.82336	Ignored:DidNotMeet_cpg_difference
chr7	139976260	139977741	Maternal	SVOPL	Akbari,Hernandez,Joshi,Zink	89	0	89	0	0.84303	0.03411	0.87714	Included
chr7	156246412	156247762	Maternal	HTR5A,HTR5A-AS1	Akbari,Court,Hernandez,Joshi,Zink	66	0	59	0	0.4593	0.37281	0.79124	Included
chr8	2481367	2482359	Maternal	LOC101927815	Joshi	77	77	0	0.82392	0	0.84032	0.0164	Included
chr8	2487234	2487616	Maternal	LOC101927815	Akbari,Joshi	21	21	0	0.8423	0	0.85557	0.01328	Included
chr8	38023830	38025061	Maternal	ERLIN2,LOC728024,CXORF56_pseudogene	Akbari,Court,Hernandez,Joshi	41	39	0	0.81169	0	0.94858	0.16424	Included
chr8	39591596	39591695	Maternal	ADAM5P	Hernandez	12	0	0	0	0	0.84205	0.73191	Ignored:DidNotMeet_cpg_difference
chr8	61137435	61138271	Maternal	CHD7	Akbari,Joshi,Zink	56	54	0	0.58424	0	0.89551	0.3217	Included
chr8	95243985	95245657	Maternal	CDH17	Akbari,Zink	44	9	0	0.31321	0	0.5967	0.42847	Included
chr8	103653910	103655995	Maternal	KB-1980E6.3	Akbari,Zink	59	38	0	0.7255	0	0.72324	0.2048	Included
chr8	141217642	141221375	Maternal	TRAPPC9,PEG13	Akbari,Court,Hernandez,Joshi,Zink	223	194	0	0.85204	0	0.92511	0.17918	Included
chr8	141468978	141469691	Maternal	TRAPPC9	Akbari,Joshi	53	53	0	0.44603	0	0.88234	0.43631	Included
chr8	144884219	144885051	Maternal	FAM83H	Akbari	116	69	0	0.40999	0	0.82498	0.57774	Included
chr9	41939693	41940117	Maternal	CDRT15P6	Akbari	22	7	0	0.3007	0	0.17205	0.0201	Included
chr9	104264526	104264928	Maternal	SPTLC1	Akbari	26	0	0	0	0	0.96475	0.92708	Ignored:DidNotMeet_cpg_difference
chr9	107482378	107483147	Maternal	FANCC,FANCC_Int1-DMR	Akbari,Hernandez	34	34	0	0.93502	0	0.97286	0.03784	Included
chr9	109746840	109747389	Maternal	TMOD1	Akbari	22	22	0	0.74434	0	0.78459	0.04025	Included
chr9	125287844	125289117	Maternal	AL449105.5	Hernandez	82	70	0	0.36242	0	0.58776	0.26162	Included
chr9	134423466	134424180	Maternal	LHX6	Akbari	63	63	0	0.72345	0	0.89687	0.17343	Included
chr9	149667453	149669193	Maternal	EXD3	Akbari,Zink	142	0	0	0	0	0.94139	0.90734	Ignored:DidNotMeet_cpg_difference
