contig	color
contig-0000188	#CC79A7	chr4
contig-0000189	#CC79A7	chr4
contig-0000190	#567DE9	chr16
contig-0000191	#567DE9	chr16
contig-0000192	#567DE9	chr16
contig-0000193	#E6AB23	chr8
contig-0000194	#E6AB23	chr8
contig-0000195	#567DE9	chr16
contig-0000196	#E6AB23	chr8
contig-0000197	#E6AB23	chr8
contig-0000198	#E6AB23	chr8
contig-0000199	#808080	chr21
contig-0000200	#808080	chr21
contig-0000201	#808080	chr21
contig-0000202	#808080	chr21
contig-0000203	#808080	chr21
contig-0000204	#808080	chr21
contig-0000205	#D55E00	chr6
contig-0000206	#338CC2	chr19
contig-0000207	#D55E00	chr6
contig-0000208	#D55E00	chr6
contig-0000209	#D55E00	chr6
contig-0000210	#D55E00	chr6
contig-0000211	#D55E00	chr6
contig-0000212	#D55E00	chr6
contig-0000213	#CC8DB3	chr11
contig-0000214	#CC8DB3	chr11
contig-0000215	#CC8DB3	chr11
contig-0000216	#CC8DB3	chr11
contig-0000217	#338CC2	chr19
contig-0000218	#D55E00	chr6
contig-0000219	#D55E00	chr6
contig-0000220	#E6AB23	chr8
contig-0000221	#E6AB23	chr8
contig-0000222	#E6AB23	chr8
contig-0000224	#1A7FBA	chr12
contig-0000225	#1A7FBA	chr12
contig-0000226	#1A7FBA	chr12
contig-0000227	#338CC2	chr19
contig-0000228	#56B4E9	chr2
contig-0000229	#56B4E9	chr2
contig-0000230	#56B4E9	chr2
contig-0000231	#CC8DB3	chr11
contig-0000232	#CC8DB3	chr11
contig-0000233	#CC8DB3	chr11
contig-0000234	#CCA0BF	chr18
contig-0000235	#CCA0BF	chr18
contig-0000236	#D55E00	chr6
contig-0000237	#D55E00	chr6
contig-0000238	#808080	chr21
contig-0000239	#D55E00	chr6
contig-0000240	#D55E00	chr6
contig-0000241	#D55E00	chr6
contig-0000242	#D55E00	chr6
contig-0000243	#D55E00	chr6
contig-0000244	#D57533	chr13
contig-0000245	#666666	chr7
contig-0000246	#666666	chr7
contig-0000247	#666666	chr7
contig-0000248	#666666	chr7
contig-0000249	#E69F00	chr1
contig-0000250	#666666	chr7
contig-0000251	#D55E00	chr6
contig-0000252	#E69F00	chr1
contig-0000253	#E69F00	chr1
contig-0000254	#E69F00	chr1
contig-0000255	#0072B2	chr5
contig-0000256	#CCA0BF	chr18
contig-0000257	#CCA0BF	chr18
contig-0000258	#CCA0BF	chr18
contig-0000259	#CCA0BF	chr18
contig-0000260	#E69F00	chr1
contig-0000261	#CCA0BF	chr18
contig-0000262	#00B28C	chr17
contig-0000263	#00B28C	chr17
contig-0000264	#00B28C	chr17
contig-0000265	#D55E00	chr6
contig-0000266	#D55E00	chr6
contig-0000267	#D55E00	chr6
contig-0000268	#D55E00	chr6
contig-0000269	#CC79A7	chr4
contig-0000270	#CC79A7	chr4
contig-0000271	#E69F00	chr1
contig-0000272	#CC79A7	chr4
contig-0000273	#D58C66	chr20
contig-0000274	#D58C66	chr20
contig-0000275	#D58C66	chr20
contig-0000276	#D58C66	chr20
contig-0000277	#D58C66	chr20
contig-0000278	#D58C66	chr20
contig-0000279	#E69F00	chr1
contig-0000280	#E69F00	chr1
contig-0000281	#E69F00	chr1
contig-0000282	#E69F00	chr1
contig-0000283	#E69F00	chr1
contig-0000284	#009E73	chr3
contig-0000285	#009E73	chr3
contig-0000286	#009E73	chr3
contig-0000287	#009E73	chr3
contig-0000288	#009E73	chr3
contig-0000289	#1A7FBA	chr12
contig-0000290	#D57533	chr13
contig-0000291	#D57533	chr13
contig-0000292	#808080	chr21
contig-0000293	#D57533	chr13
contig-0000294	#D57533	chr13
contig-0000295	#D57533	chr13
contig-0000296	#D57533	chr13
contig-0000297	#D57533	chr13
contig-0000298	#D57533	chr13
contig-0000299	#D57533	chr13
contig-0000300	#D57533	chr13
contig-0000301	#E6B847	chr15
contig-0000302	#00B28C	chr17
contig-0000303	#808080	chr21
contig-0000304	#00B28C	chr17
contig-0000305	#00B28C	chr17
contig-0000306	#00B28C	chr17
contig-0000307	#00B28C	chr17
contig-0000308	#00B28C	chr17
contig-0000309	#00B28C	chr17
contig-0000310	#666666	chr7
contig-0000311	#666666	chr7
contig-0000312	#666666	chr7
contig-0000313	#00B28C	chr17
contig-0000314	#737373	chr14
contig-0000315	#00B28C	chr17
contig-0000316	#00B28C	chr17
contig-0000317	#00B28C	chr17
contig-0000318	#56B4E9	chr2
contig-0000319	#56B4E9	chr2
contig-0000320	#56B4E9	chr2
contig-0000321	#56B4E9	chr2
contig-0000322	#56B4E9	chr2
contig-0000323	#00B28C	chr17
contig-0000324	#00B28C	chr17
contig-0000325	#737373	chr14
contig-0000326	#0072B2	chr5
contig-0000327	#0072B2	chr5
contig-0000328	#0072B2	chr5
contig-0000329	#0072B2	chr5
contig-0000330	#009E73	chr3
contig-0000331	#009E73	chr3
contig-0000332	#009E73	chr3
contig-0000333	#009E73	chr3
contig-0000334	#009E73	chr3
contig-0000335	#009E73	chr3
contig-0000336	#808080	chr21
contig-0000337	#009E73	chr3
contig-0000338	#009E73	chr3
contig-0000339	#338CC2	chr19
contig-0000340	#338CC2	chr19
contig-0000341	#338CC2	chr19
contig-0000342	#338CC2	chr19
contig-0000343	#338CC2	chr19
contig-0000344	#CC8DB3	chr11
contig-0000345	#E6C47F	chr22
contig-0000346	#CC8DB3	chr11
contig-0000347	#CC8DB3	chr11
contig-0000348	#E6B847	chr15
contig-0000349	#E6B847	chr15
contig-0000350	#737373	chr14
contig-0000351	#737373	chr14
contig-0000352	#737373	chr14
contig-0000353	#737373	chr14
contig-0000354	#E69F00	chr1
contig-0000355	#E69F00	chr1
contig-0000356	#808080	chr21
contig-0000357	#E69F00	chr1
contig-0000358	#E69F00	chr1
contig-0000359	#E69F00	chr1
contig-0000360	#5699E9	chr9
contig-0000361	#5699E9	chr9
contig-0000362	#5699E9	chr9
contig-0000363	#5699E9	chr9
contig-0000364	#5699E9	chr9
contig-0000365	#5699E9	chr9
contig-0000366	#5699E9	chr9
contig-0000367	#5699E9	chr9
contig-0000368	#0072B2	chr5
contig-0000369	#0072B2	chr5
contig-0000370	#0072B2	chr5
contig-0000371	#00B28C	chr17
contig-0000372	#338CC2	chr19
contig-0000373	#338CC2	chr19
contig-0000374	#338CC2	chr19
contig-0000375	#808080	chr21
contig-0000376	#00B28C	chr17
contig-0000377	#00B28C	chr17
contig-0000378	#00B28C	chr17
contig-0000379	#00B28C	chr17
contig-0000380	#5699E9	chr9
contig-0000381	#5699E9	chr9
contig-0000382	#5699E9	chr9
contig-0000383	#5699E9	chr9
contig-0000384	#5699E9	chr9
contig-0000385	#009E73	chr3
contig-0000386	#D57533	chr13
contig-0000387	#E6C47F	chr22
contig-0000388	#E6C47F	chr22
contig-0000389	#D58C66	chr20
contig-0000390	#D58C66	chr20
contig-0000391	#D58C66	chr20
contig-0000392	#56B4E9	chr2
contig-0000393	#E6B847	chr15
contig-0000394	#E6C47F	chr22
contig-0000395	#56B4E9	chr2
contig-0000396	#56B4E9	chr2
contig-0000397	#56B4E9	chr2
contig-0000398	#56B4E9	chr2
contig-0000399	#D57533	chr13
contig-0000400	#D57533	chr13
contig-0000401	#D57533	chr13
contig-0000402	#D57533	chr13
contig-0000403	#338CC2	chr19
contig-0000404	#338CC2	chr19
contig-0000405	#E6B847	chr15
contig-0000406	#338CC2	chr19
contig-0000407	#338CC2	chr19
contig-0000408	#338CC2	chr19
contig-0000409	#338CC2	chr19
contig-0000410	#CC8DB3	chr11
contig-0000411	#CC8DB3	chr11
contig-0000412	#00B28C	chr17
contig-0000413	#00B28C	chr17
contig-0000414	#00B28C	chr17
contig-0000415	#D55E00	chr6
contig-0000416	#D57533	chr13
contig-0000417	#D55E00	chr6
contig-0000418	#D55E00	chr6
contig-0000419	#D55E00	chr6
contig-0000420	#D55E00	chr6
contig-0000421	#009E73	chr3
contig-0000422	#CC79A7	chr4
contig-0000423	#CC79A7	chr4
contig-0000424	#CC79A7	chr4
contig-0000425	#CC79A7	chr4
contig-0000426	#D57533	chr13
contig-0000427	#CC79A7	chr4
contig-0000428	#CC79A7	chr4
contig-0000429	#CC79A7	chr4
contig-0000430	#567DE9	chr16
contig-0000431	#D55E00	chr6
contig-0000432	#D55E00	chr6
contig-0000433	#D55E00	chr6
contig-0000434	#D55E00	chr6
contig-0000435	#D55E00	chr6
contig-0000436	#9467BD	chrX
contig-0000437	#00A880	chr10
contig-0000438	#00A880	chr10
contig-0000439	#00A880	chr10
contig-0000440	#00A880	chr10
contig-0000441	#00A880	chr10
contig-0000442	#00A880	chr10
contig-0000443	#00A880	chr10
contig-0000444	#00A880	chr10
contig-0000445	#00A880	chr10
contig-0000446	#00A880	chr10
contig-0000447	#D57533	chr13
contig-0000448	#009E73	chr3
contig-0000449	#009E73	chr3
contig-0000450	#D55E00	chr6
contig-0000451	#D55E00	chr6
contig-0000452	#D55E00	chr6
contig-0000453	#D55E00	chr6
contig-0000454	#E6AB23	chr8
contig-0000455	#E6AB23	chr8
contig-0000456	#E6AB23	chr8
contig-0000457	#737373	chr14
contig-0000458	#D57533	chr13
contig-0000459	#0072B2	chr5
contig-0000460	#0072B2	chr5
contig-0000461	#0072B2	chr5
contig-0000462	#0072B2	chr5
contig-0000463	#0072B2	chr5
contig-0000464	#567DE9	chr16
contig-0000465	#567DE9	chr16
contig-0000466	#567DE9	chr16
contig-0000467	#CC8DB3	chr11
contig-0000468	#CC8DB3	chr11
contig-0000469	#E6C47F	chr22
contig-0000470	#CC8DB3	chr11
contig-0000471	#CC8DB3	chr11
contig-0000472	#0072B2	chr5
contig-0000473	#D58C66	chr20
contig-0000474	#1A7FBA	chr12
contig-0000475	#009E73	chr3
contig-0000476	#009E73	chr3
contig-0000477	#00A880	chr10
contig-0000478	#D57533	chr13
contig-0000479	#009E73	chr3
contig-0000480	#009E73	chr3
contig-0000481	#E6AB23	chr8
contig-0000482	#D55E00	chr6
contig-0000483	#56B4E9	chr2
contig-0000484	#56B4E9	chr2
contig-0000485	#56B4E9	chr2
contig-0000486	#CC79A7	chr4
contig-0000487	#D58C66	chr20
contig-0000488	#56B4E9	chr2
contig-0000489	#808080	chr21
contig-0000490	#56B4E9	chr2
contig-0000491	#56B4E9	chr2
contig-0000492	#56B4E9	chr2
contig-0000493	#56B4E9	chr2
contig-0000494	#56B4E9	chr2
contig-0000495	#56B4E9	chr2
contig-0000496	#5699E9	chr9
contig-0000497	#5699E9	chr9
contig-0000498	#5699E9	chr9
contig-0000499	#5699E9	chr9
contig-0000500	#D57533	chr13
contig-0000501	#808080	chr21
contig-0000502	#5699E9	chr9
contig-0000503	#5699E9	chr9
contig-0000504	#56B4E9	chr2
contig-0000505	#00B28C	chr17
contig-0000506	#00B28C	chr17
contig-0000507	#00B28C	chr17
contig-0000508	#56B4E9	chr2
contig-0000509	#00B28C	chr17
contig-0000510	#D55E00	chr6
contig-0000511	#808080	chr21
contig-0000512	#D55E00	chr6
contig-0000513	#D55E00	chr6
contig-0000514	#E6B847	chr15
contig-0000515	#E6B847	chr15
contig-0000516	#E6B847	chr15
contig-0000517	#CCA0BF	chr18
contig-0000518	#CCA0BF	chr18
contig-0000519	#CCA0BF	chr18
contig-0000520	#1A7FBA	chr12
contig-0000521	#1A7FBA	chr12
contig-0000522	#1A7FBA	chr12
contig-0000523	#1A7FBA	chr12
contig-0000524	#1A7FBA	chr12
contig-0000525	#E6C47F	chr22
contig-0000526	#E6C47F	chr22
contig-0000527	#E6C47F	chr22
contig-0000528	#E6C47F	chr22
contig-0000529	#E6C47F	chr22
contig-0000530	#E6C47F	chr22
contig-0000531	#E6C47F	chr22
contig-0000532	#E6C47F	chr22
contig-0000533	#E6C47F	chr22
contig-0000534	#D57533	chr13
contig-0000535	#E6C47F	chr22
contig-0000536	#E6C47F	chr22
contig-0000537	#56B4E9	chr2
contig-0000538	#56B4E9	chr2
contig-0000539	#56B4E9	chr2
contig-0000540	#5699E9	chr9
contig-0000541	#5699E9	chr9
contig-0000542	#808080	chr21
contig-0000543	#1A7FBA	chr12
contig-0000544	#1A7FBA	chr12
contig-0000545	#1A7FBA	chr12
contig-0000546	#1A7FBA	chr12
contig-0000547	#1A7FBA	chr12
contig-0000548	#D55E00	chr6
contig-0000549	#D57533	chr13
contig-0000550	#D57533	chr13
contig-0000551	#D57533	chr13
contig-0000552	#808080	chr21
contig-0000553	#CCA0BF	chr18
contig-0000554	#CCA0BF	chr18
contig-0000555	#CCA0BF	chr18
contig-0000556	#CCA0BF	chr18
contig-0000557	#CCA0BF	chr18
contig-0000558	#CCA0BF	chr18
contig-0000559	#E6B847	chr15
contig-0000560	#009E73	chr3
contig-0000561	#808080	chr21
contig-0000562	#E6C47F	chr22
contig-0000563	#E6AB23	chr8
contig-0000564	#E6AB23	chr8
contig-0000565	#E6AB23	chr8
contig-0000566	#CCA0BF	chr18
contig-0000567	#CCA0BF	chr18
contig-0000568	#CCA0BF	chr18
contig-0000569	#0072B2	chr5
contig-0000570	#1A7FBA	chr12
contig-0000571	#E69F00	chr1
contig-0000572	#E69F00	chr1
contig-0000573	#D57533	chr13
contig-0000574	#E69F00	chr1
contig-0000575	#E69F00	chr1
contig-0000576	#E69F00	chr1
contig-0000577	#00A880	chr10
contig-0000578	#00A880	chr10
contig-0000579	#00A880	chr10
contig-0000580	#D55E00	chr6
contig-0000581	#0072B2	chr5
contig-0000582	#CC8DB3	chr11
contig-0000583	#CC8DB3	chr11
contig-0000584	#D57533	chr13
contig-0000585	#CC8DB3	chr11
contig-0000586	#CC8DB3	chr11
contig-0000587	#CC8DB3	chr11
contig-0000588	#737373	chr14
contig-0000589	#1A7FBA	chr12
contig-0000590	#E69F00	chr1
contig-0000591	#E6AB23	chr8
contig-0000592	#E6AB23	chr8
contig-0000593	#E6AB23	chr8
contig-0000594	#E6AB23	chr8
contig-0000595	#E6B847	chr15
contig-0000596	#E6AB23	chr8
contig-0000597	#338CC2	chr19
contig-0000598	#00B28C	chr17
contig-0000599	#CC79A7	chr4
contig-0000600	#CC79A7	chr4
contig-0000601	#CC79A7	chr4
contig-0000602	#E69F00	chr1
contig-0000603	#56B4E9	chr2
contig-0000604	#56B4E9	chr2
contig-0000605	#56B4E9	chr2
contig-0000606	#808080	chr21
contig-0000607	#CC79A7	chr4
contig-0000608	#CC79A7	chr4
contig-0000609	#00B28C	chr17
contig-0000610	#00B28C	chr17
contig-0000611	#00B28C	chr17
contig-0000612	#E69F00	chr1
contig-0000613	#56B4E9	chr2
contig-0000614	#00A880	chr10
contig-0000615	#00A880	chr10
contig-0000616	#D57533	chr13
contig-0000617	#338CC2	chr19
contig-0000618	#338CC2	chr19
contig-0000619	#338CC2	chr19
contig-0000620	#338CC2	chr19
contig-0000621	#D55E00	chr6
contig-0000622	#666666	chr7
contig-0000623	#666666	chr7
contig-0000624	#666666	chr7
contig-0000625	#D57533	chr13
contig-0000626	#808080	chr21
contig-0000627	#808080	chr21
contig-0000628	#808080	chr21
contig-0000629	#808080	chr21
contig-0000630	#5699E9	chr9
contig-0000631	#5699E9	chr9
contig-0000632	#5699E9	chr9
contig-0000633	#808080	chr21
contig-0000634	#567DE9	chr16
contig-0000635	#567DE9	chr16
contig-0000636	#D57533	chr13
contig-0000637	#00A880	chr10
contig-0000638	#666666	chr7
contig-0000639	#666666	chr7
contig-0000640	#666666	chr7
contig-0000641	#CC8DB3	chr11
contig-0000642	#00A880	chr10
contig-0000643	#00A880	chr10
contig-0000644	#00A880	chr10
contig-0000645	#0072B2	chr5
contig-0000646	#D57533	chr13
contig-0000647	#0072B2	chr5
contig-0000648	#0072B2	chr5
contig-0000651	#567DE9	chr16
contig-0000652	#567DE9	chr16
contig-0000653	#567DE9	chr16
contig-0000654	#567DE9	chr16
contig-0000655	#CCA0BF	chr18
contig-0000656	#D57533	chr13
contig-0000657	#00A880	chr10
contig-0000659	#CC79A7	chr4
contig-0000660	#CC79A7	chr4
contig-0000661	#E6AB23	chr8
contig-0000662	#00A880	chr10
contig-0000664	#CC79A7	chr4
contig-0000665	#56B4E9	chr2
contig-0000666	#808080	chr21
contig-0000668	#567DE9	chr16
contig-0000669	#567DE9	chr16
contig-0000670	#567DE9	chr16
contig-0000671	#567DE9	chr16
contig-0000672	#567DE9	chr16
contig-0000673	#567DE9	chr16
contig-0000676	#E6B847	chr15
contig-0000677	#5699E9	chr9
contig-0000678	#5699E9	chr9
contig-0000679	#00A880	chr10
contig-0000680	#00A880	chr10
contig-0000683	#338CC2	chr19
contig-0000684	#338CC2	chr19
contig-0000685	#338CC2	chr19
contig-0000686	#E69F00	chr1
contig-0000687	#E6C47F	chr22
contig-0000688	#E69F00	chr1
contig-0000689	#E69F00	chr1
contig-0000690	#D58C66	chr20
contig-0000691	#D58C66	chr20
contig-0000692	#D58C66	chr20
contig-0000695	#0072B2	chr5
contig-0000696	#0072B2	chr5
contig-0000697	#0072B2	chr5
contig-0000698	#E6B847	chr15
contig-0000699	#0072B2	chr5
contig-0000700	#00B28C	chr17
contig-0000701	#56B4E9	chr2
contig-0000702	#56B4E9	chr2
contig-0000703	#56B4E9	chr2
contig-0000704	#338CC2	chr19
contig-0000705	#338CC2	chr19
contig-0000706	#808080	chr21
contig-0000707	#808080	chr21
contig-0000708	#808080	chr21
contig-0000710	#5699E9	chr9
contig-0000712	#D57533	chr13
contig-0000713	#CCA0BF	chr18
contig-0000714	#00B28C	chr17
contig-0000717	#5699E9	chr9
contig-0000718	#338CC2	chr19
contig-0000719	#338CC2	chr19
contig-0000722	#737373	chr14
contig-0000723	#D57533	chr13
contig-0000726	#CCA0BF	chr18
contig-0000727	#CCA0BF	chr18
contig-0000728	#CCA0BF	chr18
contig-0000729	#E69F00	chr1
contig-0000730	#808080	chr21
contig-0000731	#8C564B	chrY
contig-0000732	#8C564B	chrY
contig-0000733	#8C564B	chrY
contig-0000734	#8C564B	chrY
contig-0000735	#00B28C	chr17
contig-0000736	#00B28C	chr17
contig-0000737	#00B28C	chr17
contig-0000738	#E69F00	chr1
contig-0000739	#808080	chr21
contig-0000740	#737373	chr14
contig-0000741	#808080	chr21
contig-0000742	#E6B847	chr15
contig-0000743	#808080	chr21
contig-0000744	#808080	chr21
contig-0000745	#808080	chr21
contig-0000746	#808080	chr21
contig-0000747	#808080	chr21
contig-0000748	#E69F00	chr1
contig-0000749	#E6C47F	chr22
contig-0000750	#D58C66	chr20
contig-0000751	#E6C47F	chr22
contig-0000752	#D57533	chr13
contig-0000753	#D57533	chr13
contig-0000754	#D57533	chr13
contig-0000755	#D57533	chr13
contig-0000756	#D57533	chr13
contig-0000757	#0072B2	chr5
contig-0000758	#0072B2	chr5
contig-0000759	#0072B2	chr5
contig-0000760	#E6B847	chr15
contig-0000761	#0072B2	chr5
contig-0000762	#0072B2	chr5
contig-0000763	#808080	chr21
contig-0000764	#808080	chr21
contig-0000765	#808080	chr21
contig-0000766	#808080	chr21
contig-0000767	#808080	chr21
contig-0000768	#808080	chr21
contig-0000769	#808080	chr21
contig-0000770	#808080	chr21
contig-0000771	#E6B847	chr15
contig-0000772	#808080	chr21
contig-0000773	#808080	chr21
contig-0000774	#808080	chr21
contig-0000775	#808080	chr21
contig-0000776	#808080	chr21
contig-0000777	#808080	chr21
contig-0000778	#E6C47F	chr22
contig-0000779	#E6C47F	chr22
contig-0000780	#808080	chr21
contig-0000781	#E6C47F	chr22
contig-0000782	#CCA0BF	chr18
contig-0000783	#E6B847	chr15
contig-0000784	#808080	chr21
contig-0000785	#808080	chr21
contig-0000786	#808080	chr21
contig-0000787	#00A880	chr10
contig-0000788	#D57533	chr13
contig-0000789	#D57533	chr13
contig-0000790	#8C564B	chrY
contig-0000791	#E69F00	chr1
contig-0000792	#8C564B	chrY
contig-0000793	#8C564B	chrY
contig-0000794	#E6B847	chr15
contig-0000795	#E6B847	chr15
contig-0000796	#808080	chr21
contig-0000797	#808080	chr21
contig-0000798	#808080	chr21
contig-0000799	#808080	chr21
contig-0000800	#E69F00	chr1
contig-0000801	#808080	chr21
contig-0000802	#808080	chr21
contig-0000803	#808080	chr21
contig-0000804	#808080	chr21
contig-0000805	#808080	chr21
contig-0000806	#808080	chr21
contig-0000807	#E6C47F	chr22
contig-0000808	#808080	chr21
contig-0000809	#808080	chr21
contig-0000810	#808080	chr21
contig-0000811	#E69F00	chr1
contig-0000812	#808080	chr21
contig-0000813	#808080	chr21
contig-0000814	#808080	chr21
contig-0000815	#808080	chr21
contig-0000816	#808080	chr21
contig-0000817	#0072B2	chr5
contig-0000818	#0072B2	chr5
contig-0000820	#56B4E9	chr2
contig-0000821	#56B4E9	chr2
contig-0000822	#56B4E9	chr2
contig-0000823	#56B4E9	chr2
contig-0000824	#56B4E9	chr2
contig-0000825	#0072B2	chr5
contig-0000826	#0072B2	chr5
contig-0000827	#D57533	chr13
contig-0000828	#D57533	chr13
contig-0000829	#D57533	chr13
contig-0000830	#E6C47F	chr22
contig-0000831	#808080	chr21
contig-0000832	#E6B847	chr15
contig-0000833	#E6C47F	chr22
contig-0000834	#E6C47F	chr22
contig-0000835	#E6C47F	chr22
contig-0000836	#808080	chr21
contig-0000837	#D57533	chr13
contig-0000838	#E6B847	chr15
contig-0000839	#E6B847	chr15
contig-0000840	#E6B847	chr15
contig-0000841	#E6B847	chr15
contig-0000842	#E6B847	chr15
contig-0000843	#E6B847	chr15
contig-0000844	#56B4E9	chr2
contig-0000845	#56B4E9	chr2
contig-0000846	#E6C47F	chr22
contig-0000847	#808080	chr21
contig-0000848	#808080	chr21
contig-0000849	#808080	chr21
contig-0000850	#808080	chr21
