Chromosome	Start	End	Methylated_allele	Name	Reference	All_CpGs_At_iDMR_CouldBeExaminedInBothHaplotypes	DifferentiallyMethylatedCpGs_HypermethylatedOnHP1	DifferentiallyMethylatedCpGs_HypermethylatedOnHP2	MeanDiffMethylationOf_DifferentiallyMethylatedCpGs_HypermethylatedOnHP1	MeanDiffMethylationOf_DifferentiallyMethylatedCpGs_HypermethylatedOnHP2	MethylationFrequency_HP1	MethylationFrequency_HP2	Included_Or_Ignored_For_PofO_Assignment
chr15	22647266	22647904	Paternal	SNRPN,AC090602.2	Zink	8	0	0	0	0	0.74914	0.85775	Ignored:DidNotMeet_cpg_difference
chr15	22688234	22693913	Maternal	SNURF,SNRPN,RP11-701H24.9	Akbari,Court,Hernandez,Joshi,Zink	149	122	0	0.88474	0	0.91192	0.20008	Included
chr15	22693914	22738212	Paternal	PWAR5,PWARSN,SNORD107,SNORD64,SNORD108,RP11-701H24.9,SNHG14	Akbari,Joshi,Zink,Akbari,Zink	385	1	10	0.39989	0.50962	0.77633	0.90836	Ignored:DidNotMeet_cpg_difference
chr15	22739217	22767775	Paternal	SNHG14	Akbari,Zink	210	0	32	0	0.39726	0.71435	0.90531	Included
chr15	22775157	22793910	Paternal	SNORD116Cluster,SNHG14	Akbari,Joshi,Zink,Akbari,Zink	215	0	9	0	0.46479	0.81791	0.92733	Ignored:DidNotMeet_cpg_difference
chr15	22796137	22837398	Paternal	SNORD116Cluster,SNHG14	Akbari,Joshi,Zink,Akbari,Zink	574	0	25	0	0.32969	0.78773	0.91163	Ignored:DidNotMeet_cpg_difference
chr15	22877695	22880669	Paternal	SNHG14	Akbari	17	0	1	0	0.48461	0.51755	0.71837	Ignored:DidNotMeet_cpg_difference
chr15	22917914	22920700	Paternal	SNORD115Cluster	Joshi,Zink	49	0	0	0	0	0.84781	0.87104	Ignored:DidNotMeet_cpg_difference
chr15	27466585	27466749	Maternal	AC022613.1	Hernandez	17	0	0	0	0	0.49741	0.35484	Ignored:DidNotMeet_cpg_difference
chr15	42830610	42830766	Maternal	SORD	Hernandez,Joshi,Zink	12	0	0	0	0	0.40325	0.29048	Ignored:DidNotMeet_cpg_difference
chr15	48716873	48717145	Maternal	AP4E1	Zink	19	19	0	0.36584	0	0.90312	0.53728	Included
chr15	60148414	60148894	Paternal	MIR6085	Akbari	19	17	0	0.3182	0	0.6514	0.33274	Included
chr15	78982358	78982976	Paternal	CFAP161	Akbari	44	44	0	0.44092	0	0.7529	0.31197	Included
chr15	96629415	96631475	Maternal	IGF1R	Akbari,Court,Hernandez,Joshi,Zink	70	67	0	0.6432	0	0.78855	0.16488	Included
chr16	811704	813589	Maternal	PRR25	Akbari,Zink	141	130	0	0.36429	0	0.50505	0.15821	Included
chr16	821900	823268	Maternal	PRR25	Akbari,Zink	83	77	0	0.51434	0	0.89525	0.40806	Included
chr16	3281461	3281826	Paternal	MEFV	Zink	34	0	29	0	0.23917	0.54245	0.77434	Included
chr16	3322511	3322654	Maternal	TIGD7	Joshi	19	0	0	0	0	0.53247	0.56317	Ignored:DidNotMeet_cpg_difference
chr16	3391703	3393524	Paternal	MTRNR2L4,LA16c-306E5.2	Akbari,Joshi,Zink	84	0	56	0	0.37173	0.36438	0.61543	Included
chr16	3441035	3441528	Paternal	LA16c-306E5.2	Zink	27	0	0	0	0	0.49467	0.65215	Ignored:DidNotMeet_cpg_difference
chr16	3458714	3468983	Maternal	ZNF597,LA16c-306E5.2	Akbari,Court,Hernandez,Joshi,Zink	131	47	0	0.47118	0	0.93062	0.68759	Included
chr16	3470097	3472038	Paternal	NAA60,ZNF597,LA16c-306E5.2	Akbari,Court,Hernandez,Joshi,Zink	78	0	73	0	0.82855	0.09399	0.87556	Included
chr17	4790606	4792558	Maternal	CHRNE,C17orf107	Akbari,Zink	139	26	0	0.22744	0	0.34327	0.22347	Included
chr18	47858673	47859226	Maternal	RP11-767C4.1	Zink	23	0	2	0	0.25568	0.36887	0.55778	Ignored:DidNotMeet_cpg_difference
chr18	60172271	60172582	Maternal	NFE2L3P1	Akbari	42	0	42	0	0.53321	0.34994	0.88315	Included
chr18	79873008	79873927	Maternal	AC068473.4	Akbari,Hernandez	91	0	91	0	0.80707	0.09564	0.90271	Included
chr18	80423625	80425712	Maternal	ADNP2,PARD6G-AS1	Akbari,Zink	99	0	98	0	0.66159	0.10024	0.7566	Included
chr19	4770231	4771096	Maternal	MIR7-3HG	Akbari	56	0	27	0	0.24215	0.50272	0.6445	Included
chr19	17458059	17459138	Maternal	DDA1	Akbari	65	0	62	0	0.35071	0.19847	0.54173	Included
chr19	21220736	21221486	Maternal	ZNF714	Akbari	38	0	38	0	0.35244	0.29691	0.64935	Included
chr19	39096790	39096912	Paternal	AC092296.3	Akbari	20	0	0	0	0	0.21194	0.17486	Ignored:DidNotMeet_cpg_difference
chr19	41329684	41330758	Maternal	RYR1,AC067969.1	Zink	52	0	52	0	0.45561	0.40618	0.86178	Included
chr19	41345884	41346651	Maternal	RYR1	Akbari,Zink	26	0	16	0	0.26266	0.51895	0.72628	Included
chr19	56616549	56618747	Maternal	ZNF331	Akbari,Court,Hernandez,Zink	132	0	130	0	0.86588	0.10713	0.96147	Included
chr19	56632968	56635239	Maternal	ZNF331	Akbari,Court,Hernandez,Zink	124	0	112	0	0.85113	0.18323	0.96093	Included
chr19	59932193	59936971	Maternal	PEG3,MIMT1,ZIM2,PEG3	Akbari,Court,Hernandez,Zink	219	0	219	0	0.86653	0.05722	0.92375	Included
chr19	59959876	59960104	Maternal	MIMT1	Zink	20	0	14	0	0.22305	0.61159	0.81591	Included
chr19	61152004	61152621	Paternal	ZSCAN1	Zink	26	26	0	0.52983	0	0.70542	0.17559	Included
chr2	37542728	37543329	Maternal	AC007391.3	Akbari	27	0	27	0	0.51026	0.45378	0.96404	Included
chr2	39252404	39252862	Maternal	MAP4K3	Hernandez	54	0	0	0	0	0.65229	0.67367	Ignored:DidNotMeet_cpg_difference
chr2	95377831	95378577	Paternal	TEKT4,AC097374.2	Zink	54	0	0	0	0	0.46294	0.61182	Ignored:DidNotMeet_cpg_difference
chr2	130015734	130016047	Paternal	LOC151121	Joshi	37	0	0	0	0	0.4868	0.49484	Ignored:DidNotMeet_cpg_difference
chr2	131734853	131735206	Maternal	FAR2P4,KLF2P4,PLEKHB2	Zink	32	0	27	0	0.23349	0.37206	0.60089	Included
chr2	132265092	132265797	Paternal	C2orf27B	Joshi	91	53	0	0.19193	0	0.38633	0.21986	Included
chr2	206731612	206755969	Paternal	ZDBF2,GPR1-AS	Akbari,Court,Hernandez,Joshi,Zink	475	471	0	0.65542	0	0.90626	0.25413	Included
chr2	206758117	206759140	Paternal	ZDBF2	Akbari	16	16	0	0.56061	0	0.78466	0.22404	Included
chr2	209688185	209689718	Maternal	MEAF6P1	Zink	66	0	0	0	0	0.89912	0.89508	Ignored:DidNotMeet_cpg_difference
chr2	232838377	232838828	Maternal	ECEL1P3	Akbari,Zink	35	0	35	0	0.49061	0.10508	0.59569	Included
chr20	33270910	33272750	Maternal	HM13,MCTS2P	Akbari,Court,Hernandez,Joshi,Zink	60	0	47	0	0.68813	0.23655	0.80291	Included
chr20	35394117	35394664	Maternal	ACTL10,NECAB3	Akbari	51	0	51	0	0.53098	0.03383	0.5648	Included
chr20	39243846	39246355	Maternal	BLCAP,NNAT	Akbari,Court,Hernandez,Joshi,Zink	145	0	139	0	0.63856	0.33089	0.94701	Included
chr20	45246628	45249468	Maternal	L3MBTL1	Akbari,Court,Hernandez,Joshi,Zink	93	0	88	0	0.89607	0.09534	0.94595	Included
chr20	50153200	50154157	Maternal	RP1-66N13.1	Akbari,Zink	50	0	40	0	0.2764	0.67359	0.92367	Included
chr20	60619350	60630515	Paternal	GNAS,GNAS-AS1	Akbari,Court,Hernandez,Joshi,Zink	331	260	0	0.8744	0	0.92796	0.22875	Included
chr20	60633235	60639710	Maternal	GNAS-AS1,GNAS,GNAS-XL	Akbari,Court,Hernandez,Joshi,Zink	362	0	336	0	0.81458	0.10993	0.8733	Included
chr20	60671085	60673567	Maternal	GNAS_Ex1A,GNAS,LOC101927932	Akbari,Court,Hernandez,Joshi,Zink	243	0	242	0	0.82212	0.04061	0.85996	Included
chr20	61310202	61310679	Maternal	RP11-164D18.2	Zink	25	0	23	0	0.36736	0.40169	0.75509	Included
chr20	65030021	65030481	Maternal	AL096828.3	Akbari	17	0	0	0	0	0.30905	0.30558	Ignored:DidNotMeet_cpg_difference
chr20	65758266	65759319	Maternal	UCKL1	Akbari,Zink	96	0	96	0	0.68819	0.12499	0.81318	Included
chr21	12407958	12408119	Maternal	LIPI	Joshi	21	0	0	0	0	0.95287	0.9622	Ignored:DidNotMeet_cpg_difference
chr21	37770066	37771384	Maternal	WRB	Akbari,Court,Hernandez,Joshi,Zink	59	58	0	0.53654	0	0.92192	0.39244	Included
chr21	45047466	45048210	Maternal	PRMT2	Akbari,Zink	54	54	0	0.57943	0	0.92554	0.3461	Included
chr22	21798922	21799586	Paternal	RIMBP3	Akbari	64	0	0	0	0	0.34527	0.45409	Ignored:DidNotMeet_cpg_difference
chr22	32507282	32507589	Maternal	SLC5A1	Akbari	22	0	18	0	0.25213	0.46375	0.7104	Included
chr22	42160534	42162792	Maternal	NHP2L1,SNU13	Akbari,Court,Hernandez,Joshi,Zink	81	0	69	0	0.80992	0.21168	0.91137	Included
chr3	39514775	39515873	Maternal	MOBP	Akbari,Hernandez,Zink	57	0	57	0	0.63661	0.11152	0.74813	Included
chr3	195267123	195267736	Maternal	FGF12	Akbari,Zink	28	0	28	0	0.63278	0.19201	0.82479	Included
chr4	5980877	5981527	Maternal	C4orf50	Akbari	59	59	0	0.46795	0	0.8212	0.35325	Included
chr4	6078696	6079854	Maternal	JAKMIP1	Akbari,Hernandez,Joshi,Zink	78	73	0	0.40264	0	0.89177	0.50524	Included
chr4	17624235	17624518	Maternal	FAM184B	Zink	29	0	0	0	0	0.78583	0.73808	Ignored:DidNotMeet_cpg_difference
chr4	92028524	92029856	Maternal	NAP1L5,HERC3	Akbari,Court,Hernandez,Joshi,Zink	62	61	0	0.86567	0	0.95016	0.09496	Included
chr4	125236257	125237219	Maternal	TRPC3	Akbari,Hernandez,Zink	67	6	0	0.15762	0	0.89694	0.76298	Ignored:DidNotMeet_cpg_difference
chr4	158113274	158113803	Maternal	RBM46	Hernandez	51	0	0	0	0	0.73123	0.69672	Ignored:DidNotMeet_cpg_difference
chr4	173134512	173135071	Maternal	PTGES3P3	Akbari,Zink	31	0	8	0	0.28307	0.21157	0.33945	Included
chr5	561353	562753	Paternal	MIR4456	Akbari	136	0	9	0	0.16151	0.7023	0.83172	Ignored:DidNotMeet_cpg_difference
chr5	37458597	37459310	Maternal	CPLANE1	Akbari	35	35	0	0.61154	0	0.95201	0.34047	Included
chr5	111236976	111237741	Maternal	TMEM232	Akbari	21	0	0	0	0	0.54553	0.40437	Ignored:DidNotMeet_cpg_difference
chr5	117967773	117967929	Maternal	LINC00992	Hernandez	5	0	0	0	0	0.29424	0.12615	Ignored:DidNotMeet_cpg_difference
chr5	136601303	136603696	Maternal	VTRNA2-1	Akbari,Hernandez,Joshi,Zink	87	80	0	0.6867	0	0.76815	0.12606	Included
chr5	138415651	138415958	Maternal	PKD2L2	Hernandez	38	0	0	0	0	0.04307	0.06504	Ignored:DidNotMeet_cpg_difference
chr5	138659249	138659851	Maternal	NME5	Akbari	21	0	0	0	0	0.71262	0.75577	Ignored:DidNotMeet_cpg_difference
chr6	3718149	3719860	Maternal	FAM50B,RP11-420L9.4	Akbari,Court,Hernandez,Joshi,Zink	110	0	110	0	0.69581	0.23803	0.93385	Included
chr6	29555331	29556045	Maternal	ZFP57	Hernandez	51	51	0	0.39113	0	0.92404	0.53291	Included
chr6	31425008	31425410	Maternal	LTA	Hernandez	16	0	0	0	0	0.75846	0.71051	Ignored:DidNotMeet_cpg_difference
chr6	145199421	145201738	Maternal	PLAGL1,HYMAI	Akbari,Court,Hernandez,Joshi,Zink	156	0	156	0	0.87675	0.07158	0.94833	Included
chr6	160184517	160185088	Paternal	RNU6-293P	Akbari	28	0	0	0	0	0.38298	0.40831	Ignored:DidNotMeet_cpg_difference
chr6	161251417	161252899	Maternal	IGF2R,AIRN	Akbari,Court,Hernandez,Joshi,Zink	107	0	106	0	0.57755	0.37444	0.94831	Included
chr6	169727799	169727970	Maternal	SMOC2	Joshi	8	0	0	0	0	0.65533	0.49629	Ignored:DidNotMeet_cpg_difference
chr6	171008085	171009630	Maternal	WDR27	Akbari,Court,Hernandez,Joshi,Zink	69	0	62	0	0.83895	0.20286	0.96274	Included
chr7	16980167	16981214	Maternal	RP11-455J15.1	Akbari,Zink	46	45	0	0.56805	0	0.80674	0.24437	Included
chr7	23626787	23627861	Maternal	RPS2P32	Akbari,Joshi,Zink	62	62	0	0.83821	0	0.89475	0.05654	Included
chr7	43014610	43015863	Maternal	AC010132.10	Akbari,Zink	58	58	0	0.5857	0	0.77826	0.19256	Included
chr7	50942206	50944802	Maternal	GRB10	Akbari,Court,Hernandez,Joshi,Zink	170	153	0	0.85381	0	0.91221	0.12851	Included
chr7	65134148	65134309	Maternal	AC092634.8	Akbari	16	0	0	0	0	0.34999	0.22564	Ignored:DidNotMeet_cpg_difference
chr7	95892113	95894859	Maternal	PEG10,SGCE	Akbari,Court,Hernandez,Joshi	122	121	0	0.82851	0	0.85751	0.03557	Included
chr7	131803479	131808268	Maternal	MEST,MESTIT1	Akbari,Court,Hernandez,Joshi,Zink	229	221	0	0.86001	0	0.90354	0.07249	Included
chr7	136139397	136139823	Maternal	CALD1	Zink	20	20	0	0.28679	0	0.93081	0.64402	Included
chr7	139976260	139977741	Maternal	SVOPL	Akbari,Hernandez,Joshi,Zink	89	89	0	0.87435	0	0.92867	0.05433	Included
chr7	156246412	156247762	Maternal	HTR5A,HTR5A-AS1	Akbari,Court,Hernandez,Joshi,Zink	66	60	0	0.46321	0	0.77087	0.34491	Included
chr8	2481367	2482359	Maternal	LOC101927815	Joshi	77	77	0	0.84849	0	0.92458	0.07609	Included
chr8	2487234	2487616	Maternal	LOC101927815	Akbari,Joshi	20	20	0	0.77013	0	0.7987	0.02857	Included
chr8	38023830	38025061	Maternal	ERLIN2,LOC728024,CXORF56_pseudogene	Akbari,Court,Hernandez,Joshi	41	41	0	0.80062	0	0.95537	0.15475	Included
chr8	39591596	39591695	Maternal	ADAM5P	Hernandez	12	0	0	0	0	0.45258	0.55128	Ignored:DidNotMeet_cpg_difference
chr8	61137435	61138271	Maternal	CHD7	Akbari,Joshi,Zink	57	57	0	0.57804	0	0.95875	0.38071	Included
chr8	95243985	95245657	Maternal	CDH17	Akbari,Zink	44	27	0	0.69958	0	0.93659	0.45599	Included
chr8	103653910	103655995	Maternal	KB-1980E6.3	Akbari,Zink	60	24	0	0.44442	0	0.72066	0.52758	Included
chr8	141217642	141221375	Maternal	TRAPPC9,PEG13	Akbari,Court,Hernandez,Joshi,Zink	223	202	0	0.80976	0	0.91966	0.1822	Included
chr8	141468978	141469691	Maternal	TRAPPC9	Akbari,Joshi	53	53	0	0.49931	0	0.84575	0.34644	Included
chr8	144884219	144885051	Maternal	FAM83H	Akbari	116	116	0	0.32242	0	0.80158	0.47916	Included
chr9	41939693	41940117	Maternal	CDRT15P6	Akbari	22	0	0	0	0	0.07295	0.12807	Ignored:DidNotMeet_cpg_difference
chr9	104264526	104264928	Maternal	SPTLC1	Akbari	26	0	0	0	0	0.83639	0.9224	Ignored:DidNotMeet_cpg_difference
chr9	107482378	107483147	Maternal	FANCC,FANCC_Int1-DMR	Akbari,Hernandez	34	0	34	0	0.87507	0.08302	0.95809	Included
chr9	109746840	109747389	Maternal	TMOD1	Akbari	22	0	0	0	0	0.48093	0.55225	Ignored:DidNotMeet_cpg_difference
chr9	125287844	125289117	Maternal	AL449105.5	Hernandez	82	0	0	0	0	0.32944	0.41118	Ignored:DidNotMeet_cpg_difference
chr9	134423466	134424180	Maternal	LHX6	Akbari	63	63	0	0.74158	0	0.89058	0.14899	Included
chr9	149667453	149669193	Maternal	EXD3	Akbari,Zink	142	0	131	0	0.30842	0.64743	0.94281	Included
