read_id	filename	runid	sample_name	read_length	mean_quality	channel	read_number	start_time
e90efba5-e4ca-409f-822a-b901b3d424d4;6f64a7cc-0238-4163-9844-a61f80be1b36	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	26473	32.55	0	0	
5fea0e56-8ab1-462b-875f-9d3460077fbc;553b0ff2-7988-41b0-9354-4bce7434284b	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	23275	37.57	0	0	
e4cc8d87-4919-48ce-8c5d-2eec2388348a;f1164e86-b67b-414e-ac6d-c86cfb464b7f	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	25955	30.00	0	0	
272281d5-08b3-433c-bfd9-d73bea141822;1f01496c-af9e-450f-b85b-1ab6d6af02ac	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	49499	33.76	0	0	
ebf78439-ba32-471d-a7c1-38f317815757;117dbab8-f22d-4721-b92c-84c2cf1a16b1	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	39983	36.42	0	0	
913e2da9-5e30-47a5-9549-39e144dc1185;fe7f9e05-1c91-4677-8454-2d7041a0ffab	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	27528	33.23	0	0	
00e274e5-1538-40e7-af2a-3de81cf3b789;815cdb5b-4fb5-4d6c-9a03-fbf3fc7ff6ce	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	22313	29.17	0	0	
3c859b0f-00f5-4877-aab7-66e0abee2a6c;0a38eaae-3fca-493c-b376-cab801443138	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	30046	38.57	0	0	
b3aeef32-be24-4c8e-a471-5f2314e7062f;88c22af4-e6fd-4f94-bf9e-560a61ca3611	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	25918	36.66	0	0	
af293e2d-1f0a-4c54-85d0-c3b1912dad9c;6d35fdf3-11de-4ddc-a559-72fce3166cb9	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	28094	28.82	0	0	
328776a7-6fed-439d-a524-fbb10d10dae8;719fbec6-12e7-4391-9d1c-54ed1e9ac68a	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	36005	38.73	0	0	
3f6551ac-fe73-4441-8663-7b93dbe10197;b552249b-db66-46b7-be5d-39d9bbfad886	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	18304	35.09	0	0	
e753508c-6a06-445b-a809-5957dbfcae6f;256ebd77-4091-439f-a696-eb13835905dd	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	39811	35.98	0	0	
9a3ca7d0-ef02-4b25-9713-0ae603710f08;20beb88d-eeff-41b5-b65c-4d9c3a8b5d94	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	49895	34.60	0	0	
8f3b37c0-4b15-4fb9-9d5d-51bb26d09e69;013c39e4-d3f9-4544-9aac-7f35f5c987be	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	32557	31.82	0	0	
0e99e805-dfa8-4a61-af52-2cfc2f442350;4a590cad-7bf7-42de-a80a-25c084e3a777	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	40372	30.20	0	0	
0b2d669b-d5ca-4964-be7c-34f6b8b7f7e7;d041cfaa-05c8-4be7-aeb1-57538c7f00d4	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	51519	35.43	0	0	
c5844593-b9c2-48dc-b3d7-29331a05f146;743874e2-fbce-41af-9921-77121fe347cd	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	30197	38.89	0	0	
616b045a-1f2a-434e-b5a7-1549471a6cef;9c019859-6ec0-477b-a51b-0e9d7c8716d1	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	25994	33.57	0	0	
a9080c2d-300c-4720-a125-67314145e4f4;0d3b9d08-879b-4649-baba-c4dbab835690	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	54902	35.28	0	0	
a66c3486-2f9e-4959-a481-fdcd809c5902;eda93280-aba3-432c-8f03-57f5accd877f	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	47740	40.22	0	0	
5b747396-92b1-430a-8597-ea7e2ca1987c;b567e697-0cb1-4df9-bea0-dbb1e5d2a00b	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	16519	38.75	0	0	
72804d68-643c-49b2-a9fc-a8cdc6354717;1eb5a3f8-4dbf-4cd5-ac5b-e609efced110	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	28545	35.30	0	0	
bdaaf5db-3ee0-4a55-b996-3124b64f3f1b;ee645c75-f131-4263-8a21-1fc837fdf180	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	23016	36.30	0	0	
5d3c24c3-5e73-4aba-839b-571ce27b16c1;9059a2c0-ff67-4b84-b35b-7457fa31816c	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	22700	34.65	0	0	
437aca88-9b21-468a-a475-4114b03111df;24ca9911-909c-4409-a848-90b1dc96d0f0	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	19709	36.40	0	0	
0746e6bd-117b-46f2-a230-c760dab5a32c;0c98e2d6-2992-4d37-9247-302987ce4e02	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	16544	29.38	0	0	
4365af8e-9393-4fa7-ba14-a61f5f8601dd;98e024d9-91ee-4a26-ab31-22ce3f7f03c1	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	40193	38.94	0	0	
220903f8-e88d-43aa-823b-b217653e2b7c;d0ef20f9-37c0-4e01-901c-406170ab5f92	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	50718	37.22	0	0	
add0517a-3641-47d0-bb54-6f2792a83c70;246e4e6c-92d1-46e4-824f-16b59825166a	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	14046	35.98	0	0	
b3149ae2-7ef4-4b44-82a2-2738caceaf3c;70614345-f7b3-472d-826b-1a1588aa3ada	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	32566	37.12	0	0	
c5ce24cb-ee53-40b2-9477-cfd2ca72c70f;1b231158-3dad-4b30-be51-35eb28611072	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	19250	31.92	0	0	
4c4d0ad8-b9f3-4bdb-8477-a7d49e47a73c;55b57429-68d6-4636-8388-8c0f73100803	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	26565	29.51	0	0	
16fd19bd-10b1-4725-9e3c-cff8b2c59e38;5a357d77-7cad-44aa-affc-99a3439c7fb5	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	25307	38.16	0	0	
68d1400a-64a7-48e5-b891-0bf48b7f137c;e3ca0452-0c61-4269-8e98-0e935cc6e2ac	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	19755	35.83	0	0	
36357a29-c307-46dd-9627-15a7ba3c6473;6cf1bc3e-9c08-484d-955b-88bdeda109ca	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	26354	35.49	0	0	
1e8d64f3-665c-4be8-91b9-8f62bc3bcee3;e612f615-28b4-49a8-96c1-06261f5d9a2e	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	12929	35.69	0	0	
d61a61b8-64ab-4bce-b9f1-5ead40719acb;dc68877e-bcec-4495-940c-83d94204712b	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	7153	24.13	0	0	
74ae4a88-b265-49cb-85ef-c888dc3eded7;4ab0bc0e-a024-46b2-bd7c-b482ebd22727	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	58440	39.22	0	0	
3bb08f0a-77e0-428a-b34e-8212cdd4186e;68c984b7-f4a5-4aca-9299-45e137a2e3af	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	10035	34.22	0	0	
38ef97a6-54bc-4f7e-bae1-54877ca43132;0f95489d-5621-45e4-b3d0-74d07777abac	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	17866	19.14	0	0	
3f531048-cd11-4b6a-89a6-f63880556d06;f7246516-403b-48de-8671-2c36ceb91f25	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	39094	36.01	0	0	
d87268b6-9562-40a2-b794-73bba4054b73;b96c6f83-c2df-4347-ac33-bdd79a568f97	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	20874	37.82	0	0	
0a370e4d-645d-4dc1-90e0-2adfe4ff72ef;b0d933f6-0a30-450b-b65f-d58f988eea22	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	42717	24.15	0	0	
099368b0-11d4-44a7-9984-854859dd02c0;85232cb3-abb5-44e4-9423-be305a6a7cf6	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	27051	39.51	0	0	
9b3495a6-98b5-4a10-bc66-71b793171bb4;bff72320-f59c-4a47-b5cf-00707e32a452	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	5315	30.07	0	0	
6bfa3793-34b4-4618-90aa-eae61674c9e8;e5218eed-5128-4950-9238-f36fa80a3855	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	36206	37.47	0	0	
33b96f46-2a29-4697-9a24-ecd1f59e704e;57b9a100-9f1e-48ae-914f-136257792038	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	29054	34.13	0	0	
d341c24c-41b9-4343-a3e3-55eaa7e51046;4c044f0f-fe39-4952-a373-c659809469ec	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	43060	36.41	0	0	
d3c915ae-adbb-49ae-a028-7c6d789d1e6f;36d4d6ff-0dc5-43c0-b887-e16fb9b6bff7	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	5436	13.43	0	0	
e737a20a-fc5a-4c20-bb50-031e8ee44092;5fe1e74f-d2e9-491c-909c-615552c3358e	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	45666	40.10	0	0	
9d753e85-d8bb-4af3-9507-ad551542724e;0438537a-6d0a-4be8-8ff3-2d7444ffe405	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	36700	38.30	0	0	
6d8a4c94-ae6d-41f7-85b7-83ae68ee4239;d4991b6f-b58e-49f7-aa04-fc3d36db7cc1	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	22338	30.60	0	0	
5c09575b-ab8f-4762-8720-596195fbc0d3;1594f7d5-f8a9-46c2-8849-dd0969b2265d	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	11534	36.57	0	0	
fc918dd4-327e-43d0-8f28-47807603152a;16949b71-cbe8-4d7c-88c5-ee0146516c1a	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	10695	28.09	0	0	
8992b9cd-5b6e-478d-ba7b-d55fdcd73519;560b6123-0e10-4172-ad1d-869da1a38ee6	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	1149	28.75	0	0	
4b89a101-5944-44fa-83c2-cec4ddc52c12;22f12396-de49-4d0d-a362-b9575e745b34	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	53919	20.20	0	0	
063f4af2-8d18-40f2-94a6-533a40b73e68;410cbed6-6d64-46ad-98ce-9674c35146da	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	24241	26.10	0	0	
6fe7e1f9-53ec-48cb-9bea-db97118e5b64;3ecee5c8-91eb-4555-9e55-de7489a4830b	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	8347	25.88	0	0	
49e6676d-9667-4a7b-ac18-cc0b5437acdd;d0dcfba9-aeb2-4ba8-a7ad-4b8a659ec5e4	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	23763	37.87	0	0	
da04e304-8862-4932-a6bb-a8f423c73f61;145807b2-90e0-4837-b497-3e2459a05d26	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	23647	36.65	0	0	
f5643e01-c723-4f58-b21e-debd8aaf487c;864808a5-7255-43f3-b12a-07d7a0c70342	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	14636	36.88	0	0	
2cbc6ded-9df6-4e8c-83a5-eefc9ac52546;f27a3cc9-2632-4f62-bf4a-835feec76a17	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	29631	34.84	0	0	
16b28839-9396-4f25-af69-e7e3ae711c16;e7172830-992b-4c5b-be35-c0a0f65fd2bf	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	23119	32.92	0	0	
994b20d2-2d2f-4176-a49c-5d3d5d11fd53;8fa99bcd-e828-4e29-815b-bed63d17208f	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	9043	36.89	0	0	
88938a21-34c4-466c-a9af-b4155e2513b7;5ae5900c-1713-4170-897a-63fc9345d1f8	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	20406	35.74	0	0	
8cce1700-eebe-4300-b53a-1c565184829b;c52f5e5e-8725-44b8-82db-f83aaff226a3	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	17840	37.71	0	0	
d1422ab8-79ac-4aac-8085-6d42b50f5416;d1b2e4f7-4831-41ff-9ceb-e97a3e870137	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	20891	39.37	0	0	
d9efaf81-f49e-4609-bb86-6e42c06fa5e7;1daca1e7-200f-4e6f-9b8b-8fe312aeabb6	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	9915	35.13	0	0	
476da4f7-5ab6-43d6-9be4-75e77e4baec7;d2fe23b4-f686-4887-ad15-36813b7e2a09	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	10236	31.90	0	0	
a917afe4-64fc-49da-80bb-52beada198ec;383fd539-2e76-401e-88b9-7642dbd76d17	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	13603	35.45	0	0	
2ceb6230-4d45-4472-bd1f-0e5e3b5f81a2;e7e1ed55-61e6-4567-a804-82204d42b92f	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	22439	28.61	0	0	
35786bcd-aa19-440d-81e7-8272cb24b15a;b22300d7-7467-4fdd-aece-140feca930ae	assembly/input/published/published.HQ_duplex.chr19.fastq.gz		published_HQ_duplex.chr19	16368	39.20	0	0	
