[1] "input_matrix_matrix"
WARNING:tensorflow:From /opt/venv/lib/python3.7/site-packages/tensorflow_core/python/keras/initializers.py:119: calling RandomUniform.__init__ (from tensorflow.python.ops.init_ops) with dtype is deprecated and will be removed in a future version.
Instructions for updating:
Call initializer instance with the dtype argument instead of passing it to the constructor
WARNING:tensorflow:From /opt/venv/lib/python3.7/site-packages/tensorflow_core/python/ops/resource_variable_ops.py:1630: calling BaseResourceVariable.__init__ (from tensorflow.python.ops.resource_variable_ops) with constraint is deprecated and will be removed in a future version.
Instructions for updating:
If using Keras pass *_constraint arguments to layers.
Loss: 0.0016080221394076943
Loss: 0.0016005986835807562
Loss: 0.001595970126800239
Loss: 0.0015962342731654644
Loss: 0.0015991923864930868
Loss: 0.0016026829835027456
Loss: 0.0016041398048400879
Loss: 0.0016050199046730995
Loss: 0.0016052414430305362
Loss: 0.0016070596175268292
Loss: 0.0016101503279060125
Loss: 0.0016136548947542906
Loss: 0.0016161336097866297
Loss: 0.0016158277867361903
Loss: 0.0016113092424347997
Loss: 0.0016056172316893935
Loss: 0.0016021737828850746
Loss: 0.0016028538811951876
Loss: 0.0016059097833931446
Loss: 0.0016067861579358578
Loss: 0.0016070159617811441
Loss: 0.0016038352623581886
Loss: 0.0016010130057111382
Loss: 0.0016001134645193815
Loss: 0.0016034155851230025
Loss: 0.001609831117093563
Loss: 0.0016164060216397047
Loss: 0.0016223961720243096
Loss: 0.001626215991564095
Loss: 0.0016269136685878038
Loss: 0.0016293517546728253
Loss: 0.001625020056962967
Loss: 0.0016208880115300417
Loss: 0.0016127958660945296
Loss: 0.0016042033676058054
Loss: 0.001599788316525519
Loss: 0.0016057799803093076
Loss: 0.0016161645762622356
Loss: 0.0016193578485399485
Loss: 0.001613618340343237
Loss: 0.001602161442860961
Loss: 0.0015966189093887806
Loss: 0.0015996755100786686
Loss: 0.0016052169958129525
Loss: 0.001605889410711825
Loss: 0.0016009638784453273
Loss: 0.001598475850187242
Loss: 0.001601995318196714
Loss: 0.0016058492474257946
Loss: 0.0016065221279859543
Loss: 0.0016001220792531967
Loss: 0.0015961029566824436
Loss: 0.0015969632659107447
Loss: 0.0015991941327229142
Loss: 0.0015994386048987508
Loss: 0.0015974261332303286
Loss: 0.001595407840795815
Loss: 0.00159584847278893
Loss: 0.0015981887700036168
Loss: 0.0016011426923796535
Loss: 0.0016029233811423182
Loss: 0.0016072966391220689
Loss: 0.0016157753998413682
Loss: 0.001622984535060823
Loss: 0.001636211178265512
Loss: 0.0016311588697135448
Loss: 0.0016291049541905522
Loss: 0.0016119368374347687
Loss: 0.001599394716322422
Loss: 0.001595664070919156
Loss: 0.0016020637704059482
Loss: 0.001610831473954022
Loss: 0.0016123061068356037
Loss: 0.001608321676030755
Loss: 0.0015992086846381426
Loss: 0.0015966783976182342
Loss: 0.0016000933246687055
Loss: 0.0016043770592659712
Loss: 0.001606184639967978
Loss: 0.0016045660013332963
Loss: 0.0016019019531086087
Loss: 0.0016012449050322175
Loss: 0.0016030877595767379
Loss: 0.001605332363396883
Loss: 0.0016035076696425676
Loss: 0.0016015272121876478
Loss: 0.0015976378927007318
Loss: 0.0015954561531543732
Loss: 0.0015970749082043767
Loss: 0.001601673662662506
Loss: 0.0016063933726400137
Loss: 0.0016090994467958808
Loss: 0.001609256025403738
Loss: 0.001609856728464365
Loss: 0.0016084220260381699
Loss: 0.0016086481045931578
Loss: 0.0016077933833003044
Loss: 0.00160564377438277
Loss: 0.0016015148721635342
Loss: 0.0015962185570970178
Loss: 0.0015929745277389884
Loss: 0.0015929945511743426
Loss: 0.0015954449772834778
Loss: 0.0015989132225513458
Loss: 0.0016009407117962837
Loss: 0.0016005614306777716
Loss: 0.0015979334712028503
Loss: 0.0015953733818605542
Loss: 0.0015942580066621304
Loss: 0.0015945917693898082
Loss: 0.0015960148302838206
Loss: 0.0015974160050973296
Loss: 0.0015974441776052117
Loss: 0.0015971390530467033
Loss: 0.0015962776960805058
Loss: 0.0015954739646986127
Loss: 0.001595321693457663
Loss: 0.0015955615090206265
Loss: 0.0015964815393090248
Loss: 0.0015982341719791293
Loss: 0.001600563176907599
Loss: 0.001603617100045085
Loss: 0.0016087687108665705
Loss: 0.001615716377273202
Loss: 0.0016226195730268955
Loss: 0.0016244860598817468
Loss: 0.001623607357032597
Loss: 0.0016155019402503967
Loss: 0.0016097911866381764
Loss: 0.001613600761629641
Loss: 0.0016210343455895782
Loss: 0.0016384284244850278
Loss: 0.0016418341547250748
Loss: 0.0016537487972527742
Loss: 0.0016299576964229345
Loss: 0.0016118489438667893
Loss: 0.0016146122943609953
Loss: 0.0016300262650474906
Loss: 0.0016334656393155456
Loss: 0.0016223677666857839
Loss: 0.0016008679522201419
Loss: 0.001597862457856536
Loss: 0.001621345290914178
Loss: 0.001621253788471222
Loss: 0.0016047892859205604
Loss: 0.0015998337185010314
Loss: 0.001606680336408317
Loss: 0.0016206495929509401
Loss: 0.0016231456538662314
Loss: 0.001626137993298471
Loss: 0.001649803714826703
Loss: 0.0016695240046828985
Loss: 0.0016784756444394588
Loss: 0.0016541151562705636
Loss: 0.0016104262322187424
Loss: 0.001610135193914175
Loss: 0.001622445764951408
Loss: 0.0016276404494419694
Loss: 0.001632175175473094
Loss: 0.0016320482827723026
Loss: 0.001623342977836728
Loss: 0.0016096190083771944
Loss: 0.001607965212315321
Loss: 0.0016226088628172874
Loss: 0.0016280555864796042
Loss: 0.0016071752179414034
Loss: 0.0015977303264662623
Loss: 0.001606989768333733
Loss: 0.001611965475603938
Loss: 0.001604443066753447
Loss: 0.0015984431374818087
Loss: 0.0016040712362155318
Loss: 0.0016034895088523626
Loss: 0.001594451372511685
Loss: 0.0015959840966388583
Loss: 0.0016006382647901773
Loss: 0.0015980565221980214
Loss: 0.0015951687237247825
Loss: 0.0015961765311658382
Loss: 0.0015974075067788363
Loss: 0.0015964534832164645
Loss: 0.0015931155066937208
Loss: 0.001593185355886817
Loss: 0.0015975229907780886
Loss: 0.0015962773468345404
Loss: 0.0015937717398628592
Loss: 0.00159549992531538
Loss: 0.0015961312456056476
Loss: 0.0015966271748766303
Loss: 0.0015964764170348644
Loss: 0.0015947564970701933
Loss: 0.001596395275555551
Loss: 0.0015958889853209257
Loss: 0.0015939752338454127
Loss: 0.001593358931131661
Loss: 0.00159208825789392
Loss: 0.0015916632255539298
Loss: 0.0015913055976852775
Loss: 0.0015899253776296973
Loss: 0.0015902960440143943
Loss: 0.0015908194473013282
Loss: 0.001590681727975607
Loss: 0.0015908157220110297
Loss: 0.0015910436632111669
Loss: 0.0015914710238575935
Loss: 0.0015921704471111298
Loss: 0.0015923073515295982
Loss: 0.0015926824416965246
Loss: 0.0015934085240587592
Loss: 0.0015944340266287327
Loss: 0.0015953840920701623
Loss: 0.00159710762090981
Loss: 0.0015987831866368651
Loss: 0.0016015723813325167
Loss: 0.001602456090040505
Loss: 0.0016065459931269288
Loss: 0.0016049211844801903
Loss: 0.0016050620470196009
Loss: 0.001600754912942648
Loss: 0.0015950208762660623
Loss: 0.0015909102512523532
Loss: 0.0015896689146757126
Loss: 0.0015906307380646467
Loss: 0.0015935725532472134
Loss: 0.0015971678076311946
Loss: 0.0016006635269150138
Loss: 0.0016045115189626813
Loss: 0.0016037171008065343
Loss: 0.0016033430583775043
Loss: 0.0015980807365849614
Loss: 0.0015936193522065878
Loss: 0.0015902286395430565
Loss: 0.0015890187351033092
Loss: 0.0015892940573394299
Loss: 0.0015907661290839314
Loss: 0.0015929522924125195
Loss: 0.0015949762891978025
Loss: 0.0015975636197254062
Loss: 0.0015989681705832481
Loss: 0.001600970746949315
Loss: 0.0016008721431717277
Loss: 0.0016011085826903582
Loss: 0.0015989778330549598
Loss: 0.0015970140229910612
Loss: 0.001594514586031437
Loss: 0.001591776846908033
Loss: 0.0015895916149020195
Loss: 0.0015886382898315787
Loss: 0.0015888880006968975
Loss: 0.0015898054698482156
Loss: 0.0015913656679913402
Loss: 0.0015933729009702802
Loss: 0.0015957001596689224
Loss: 0.0015970653621479869
Loss: 0.001599454553797841
Loss: 0.0016003092750906944
Loss: 0.0016021555056795478
Loss: 0.0016008365200832486
Loss: 0.0016003967029973865
Loss: 0.001597213326022029
Loss: 0.0015959070296958089
Loss: 0.0015951836248859763
Loss: 0.00159646722022444
Loss: 0.0016008141683414578
Loss: 0.0016077680047601461
Loss: 0.0016198467928916216
Loss: 0.001624235068447888
Loss: 0.0016261785058304667
Loss: 0.0016081307549029589
Loss: 0.0015934492694213986
Loss: 0.0015940566081553698
Loss: 0.001605381490662694
Loss: 0.001618319540284574
Loss: 0.0016137806233018637
Loss: 0.001609288388863206
Loss: 0.001608396298252046
Loss: 0.0016132433665916324
Loss: 0.0016243576537817717
Loss: 0.0016192295588552952
Loss: 0.0016085964161902666
Loss: 0.0015968375373631716
Loss: 0.0015920446021482348
Loss: 0.0015956072602421045
Loss: 0.0015992106636986136
Loss: 0.001598776550963521
Loss: 0.0015953097026795149
Loss: 0.0015931922243908048
Loss: 0.0015953846741467714
Loss: 0.0015984663041308522
Loss: 0.0016001033363863826
Loss: 0.001595600275322795
Loss: 0.0015924298204481602
Loss: 0.0015931087546050549
Loss: 0.0015949587104842067
Loss: 0.0015960111049935222
Loss: 0.001593833090737462
Loss: 0.001591007225215435
Loss: 0.0015902118757367134
Loss: 0.0015917968703433871
Loss: 0.0015947010833770037
Loss: 0.0015956433489918709
Loss: 0.0015959121519699693
Loss: 0.001595867215655744
Loss: 0.00159791752230376
Loss: 0.0016041493508964777
Loss: 0.001608165679499507
Loss: 0.0016125576803460717
Loss: 0.0016073592705652118
Loss: 0.0016031363047659397
Loss: 0.0015964056365191936
Loss: 0.001592547632753849
Loss: 0.001592034357599914
Loss: 0.00159280130174011
Loss: 0.0015946425264701247
Loss: 0.0015968353254720569
Loss: 0.0015993475681170821
Loss: 0.0016018395544961095
Loss: 0.0016043888172134757
Loss: 0.0016046210657805204
Loss: 0.001600920339114964
Loss: 0.0015962222823873162
Loss: 0.0015916223637759686
Loss: 0.001588968327268958
Loss: 0.0015882090665400028
Loss: 0.001589499181136489
Loss: 0.00159177603200078
Loss: 0.0015925820916891098
Loss: 0.0015925674233585596
Loss: 0.0015916158445179462
Loss: 0.001589713036082685
Loss: 0.0015894275857135653
Loss: 0.0015903474995866418
Loss: 0.0015910848742350936
Loss: 0.0015926759224385023
Loss: 0.0015946412459015846
Loss: 0.0015952811809256673
Loss: 0.0015963061014190316
Loss: 0.001596893765963614
Loss: 0.0015991652617231011
Loss: 0.0016018309397622943
Loss: 0.0016084413509815931
Loss: 0.0016113632591441274
Loss: 0.001616101711988449
Loss: 0.001613379456102848
Loss: 0.0016080952482298017
Loss: 0.0016041812486946583
Loss: 0.0015978470910340548
Loss: 0.0015945191262289882
Loss: 0.0015971134416759014
Loss: 0.0016064250376075506
Loss: 0.0016134158940985799
Loss: 0.0016190694877877831
Loss: 0.0016108447453007102
Loss: 0.0015990030951797962
Loss: 0.001591661013662815
Loss: 0.0015908456407487392
Loss: 0.0015937699936330318
Loss: 0.0015971931861713529
Loss: 0.0015963733894750476
Loss: 0.001594044268131256
Loss: 0.0015941377496346831
Loss: 0.0015933249378576875
Loss: 0.0015933997929096222
Loss: 0.0015915089752525091
Loss: 0.0015890963841229677
Loss: 0.001588040147908032
Loss: 0.0015890407375991344
Loss: 0.0015903125749900937
Loss: 0.0015914507675915956
Loss: 0.0015917466953396797
Loss: 0.0015899023273959756
Loss: 0.001590117928571999
Loss: 0.0015915707917883992
Loss: 0.0015948773361742496
Loss: 0.0016001308104023337
Loss: 0.0016038946341723204
Loss: 0.0016058995388448238
Loss: 0.0016071177087724209
Loss: 0.0016060404013842344
Loss: 0.001607275102287531
Loss: 0.0016026193043217063
Loss: 0.001602526637725532
Loss: 0.0015983727062121034
Loss: 0.0015946411294862628
Loss: 0.0015930404188111424
Loss: 0.0015939273871481419
Loss: 0.0015968028455972672
Loss: 0.0015998128801584244
Loss: 0.001601594383828342
Loss: 0.0015975491842254996
Loss: 0.001594225293956697
Loss: 0.001592058571986854
Loss: 0.0015944489277899265
Loss: 0.001599606010131538
Loss: 0.0016000779578462243
Loss: 0.0015992766711860895
Loss: 0.0015954439295455813
Loss: 0.0015929447254166007
Loss: 0.001591224456205964
Loss: 0.0015906646149232984
Loss: 0.0015895223477855325
Loss: 0.0015876409597694874
Loss: 0.00158694910351187
Loss: 0.0015879541169852018
Loss: 0.0015900263097137213
Loss: 0.0015927156200632453
Loss: 0.0015943768667057157
Loss: 0.001596650923602283
Loss: 0.001596607151441276
Loss: 0.0016004121862351894
Loss: 0.0016047365497797728
Loss: 0.0016140247462317348
Loss: 0.0016240756958723068
Loss: 0.0016319775022566319
Loss: 0.0016292426735162735
Loss: 0.0016170882154256105
Loss: 0.0016011350089684129
Loss: 0.0015931598609313369
Loss: 0.0015955514973029494
Loss: 0.0016026165103539824
Loss: 0.001606216188520193
Loss: 0.0016038274625316262
Loss: 0.0016025056829676032
Loss: 0.0015992604894563556
Loss: 0.0015982779441401362
Loss: 0.0015943583566695452
Loss: 0.0015942887403070927
Loss: 0.0015972908586263657
Loss: 0.0015972823603078723
Training model using conversion value 1.0.
Loss: 0.07232705503702164
Loss: 0.06982837617397308
Loss: 0.06612273305654526
Loss: 0.06025269627571106
Loss: 0.05442669242620468
Loss: 0.0457659550011158
Loss: 0.03567344695329666
Loss: 0.025516290217638016
Loss: 0.017251459881663322
Loss: 0.01534938532859087
Loss: 0.020342979580163956
Loss: 0.020258743315935135
Loss: 0.016229821369051933
Loss: 0.014055890962481499
Loss: 0.014317871071398258
Loss: 0.015379554592072964
Loss: 0.015790458768606186
Loss: 0.015103655867278576
Loss: 0.01390162855386734
Loss: 0.01312855165451765
Loss: 0.01325264386832714
Loss: 0.013767964206635952
Loss: 0.013758108951151371
Loss: 0.013128350488841534
Loss: 0.012549669481813908
Loss: 0.01246215682476759
Loss: 0.012676586396992207
Loss: 0.012740853242576122
Loss: 0.012483322061598301
Loss: 0.01211883407086134
Loss: 0.011962268501520157
Loss: 0.012070625089108944
Loss: 0.012159815989434719
Loss: 0.012031102553009987
Loss: 0.011799748055636883
Loss: 0.011691980995237827
Loss: 0.01172543503344059
Loss: 0.011737314984202385
Loss: 0.011614907532930374
Loss: 0.011434524320065975
Loss: 0.011328359134495258
Loss: 0.011295664124190807
Loss: 0.011221769265830517
Loss: 0.01104782149195671
Loss: 0.010859650559723377
Loss: 0.010725509375333786
Loss: 0.010620170272886753
Loss: 0.010404376313090324
Loss: 0.01010951679199934
Loss: 0.00983446929603815
Loss: 0.009543685242533684
Loss: 0.009133455343544483
Loss: 0.008630874566733837
Loss: 0.008103064261376858
Loss: 0.007520252838730812
Loss: 0.006874337792396545
Loss: 0.006256137974560261
Loss: 0.005785053595900536
Loss: 0.0055105313658714294
Loss: 0.005485689267516136
Loss: 0.005726042203605175
Loss: 0.005949100945144892
Loss: 0.005936010740697384
Loss: 0.005671409424394369
Loss: 0.005324491299688816
Loss: 0.005096650682389736
Loss: 0.005000373814254999
Loss: 0.005028659477829933
Loss: 0.005114870145916939
Loss: 0.005104240495711565
Loss: 0.004993754904717207
Loss: 0.0048949928022921085
Loss: 0.004842768888920546
Loss: 0.004809890873730183
Loss: 0.004805787466466427
Loss: 0.004822473507374525
Loss: 0.004818582907319069
Loss: 0.00480152852833271
Loss: 0.004768015816807747
Loss: 0.0047165402211248875
Loss: 0.00468269782140851
Loss: 0.00468110479414463
Loss: 0.004683888051658869
Loss: 0.004673325456678867
Loss: 0.004662041086703539
Loss: 0.004651060327887535
Loss: 0.004630529321730137
Loss: 0.0046093761920928955
Loss: 0.004600501153618097
Loss: 0.004600562620908022
Loss: 0.004597391001880169
Loss: 0.004587758798152208
Loss: 0.004575732164084911
Loss: 0.004563455004245043
Loss: 0.004554606042802334
Loss: 0.004549755714833736
Loss: 0.004546585027128458
Loss: 0.0045455810613930225
Loss: 0.004539757966995239
Loss: 0.0045293597504496574
Loss: 0.004522956907749176
Loss: 0.004520014859735966
Loss: 0.004516839515417814
Loss: 0.0045136273838579655
Loss: 0.004508772864937782
Loss: 0.004503319039940834
Loss: 0.004499800968915224
Loss: 0.004497635178267956
Loss: 0.004495276603847742
Loss: 0.004492721986025572
Loss: 0.00448904512450099
Loss: 0.004485372919589281
Loss: 0.00448177894577384
Loss: 0.004478581249713898
Loss: 0.004475863184779882
Loss: 0.004472414497286081
Loss: 0.004469189327210188
Loss: 0.004466522019356489
Loss: 0.004463728051632643
Loss: 0.004460940137505531
Loss: 0.004458126146346331
Loss: 0.004455730319023132
Loss: 0.004453214351087809
Loss: 0.0044506872072815895
Loss: 0.00444800266996026
Loss: 0.004445394966751337
Loss: 0.004443010315299034
Loss: 0.004440710414201021
Loss: 0.004438592586666346
Loss: 0.004436255432665348
Loss: 0.004434030503034592
Loss: 0.004431635141372681
Loss: 0.004429442808032036
Loss: 0.0044271331280469894
Loss: 0.004424576181918383
Loss: 0.0044223046861588955
Loss: 0.004419866017997265
Loss: 0.004417384043335915
Loss: 0.0044149006716907024
Loss: 0.0044121877290308475
Loss: 0.004409668501466513
Loss: 0.004407266620546579
Loss: 0.0044046430848538876
Loss: 0.004402116406708956
Loss: 0.004399522207677364
Loss: 0.004396747797727585
Loss: 0.004394185729324818
Loss: 0.004390871152281761
Loss: 0.0043881735764443874
Loss: 0.004385101608932018
Loss: 0.0043818834237754345
Loss: 0.004378241486847401
Loss: 0.0043748607859015465
Loss: 0.0043709552846848965
Loss: 0.00436696270480752
Loss: 0.004362592939287424
Loss: 0.004357947502285242
Loss: 0.0043527474626898766
Loss: 0.004346987698227167
Loss: 0.004340778570622206
Loss: 0.004333708435297012
Loss: 0.004325788468122482
Loss: 0.004316740203648806
Loss: 0.004306371323764324
Loss: 0.004294516984373331
Loss: 0.004280504304915667
Loss: 0.004264002200216055
Loss: 0.0042440216057002544
Loss: 0.004219177644699812
Loss: 0.0041883233934640884
Loss: 0.004149924963712692
Loss: 0.004105939529836178
Loss: 0.004055676516145468
Loss: 0.003996133804321289
Loss: 0.003925212658941746
Loss: 0.003843216458335519
Loss: 0.003750620875507593
Loss: 0.003642392111942172
Loss: 0.0035282436292618513
Loss: 0.0034244321286678314
Loss: 0.003347408026456833
Loss: 0.003322737058624625
Loss: 0.0033397332299500704
Loss: 0.0033377704676240683
Loss: 0.0033000404946506023
Loss: 0.0032531442120671272
Loss: 0.003224092535674572
Loss: 0.0032232876401394606
Loss: 0.003211344825103879
Loss: 0.0031922529451549053
Loss: 0.003183259628713131
Loss: 0.003180887084454298
Loss: 0.0031917179003357887
Loss: 0.003210082184523344
Loss: 0.0032286650966852903
Loss: 0.0031844722107052803
Loss: 0.0031127987895160913
Loss: 0.003089704317972064
Loss: 0.003123745322227478
Loss: 0.003115209052339196
Loss: 0.0030518644489347935
Loss: 0.0030504469759762287
Loss: 0.003060033777728677
Loss: 0.003020942909643054
Loss: 0.0030163468327373266
Loss: 0.0030220896005630493
Loss: 0.0029872816521674395
Loss: 0.00297837657853961
Loss: 0.0029743309132754803
Loss: 0.0029493262991309166
Loss: 0.002942001447081566
Loss: 0.0029377129394561052
Loss: 0.0029160769190639257
Loss: 0.0029006924014538527
Loss: 0.0028959892224520445
Loss: 0.0028780573047697544
Loss: 0.0028585484251379967
Loss: 0.0028501413762569427
Loss: 0.002839311258867383
Loss: 0.0028210009913891554
Loss: 0.0028036118019372225
Loss: 0.0027952915988862514
Loss: 0.0027814707718789577
Loss: 0.002765191486105323
Loss: 0.0027460979763418436
Loss: 0.0027327528223395348
Loss: 0.0027192258276045322
Loss: 0.0027046850882470608
Loss: 0.002686635823920369
Loss: 0.002670569345355034
Loss: 0.0026544888969510794
Loss: 0.0026410152204334736
Loss: 0.0026259685400873423
Loss: 0.0026113817002624273
Loss: 0.002594523597508669
Loss: 0.0025783327873796225
Loss: 0.002562708454206586
Loss: 0.002548348857089877
Loss: 0.0025338977575302124
Loss: 0.002520362613722682
Loss: 0.0025068558752536774
Loss: 0.0024957014247775078
Loss: 0.002488215919584036
Loss: 0.00248828181065619
Loss: 0.0024910883512347937
Loss: 0.002496570348739624
Loss: 0.002475970657542348
Loss: 0.002444898709654808
Loss: 0.0024122928734868765
Loss: 0.0024046306498348713
Loss: 0.0024119543377310038
Loss: 0.002400384983047843
Loss: 0.002377919154241681
Loss: 0.002364150946959853
Loss: 0.0023647991474717855
Loss: 0.0023623043671250343
Loss: 0.002344468841329217
Loss: 0.002328465459868312
Loss: 0.0023234947584569454
Loss: 0.002321309642866254
Loss: 0.002314829034730792
Loss: 0.0023010994773358107
Loss: 0.002285589464008808
Loss: 0.0022736822720617056
Loss: 0.0022671781480312347
Loss: 0.002263627713546157
Loss: 0.002256719395518303
Loss: 0.002246087184175849
Loss: 0.0022317178081721067
Loss: 0.002219134010374546
Loss: 0.0022096221800893545
Loss: 0.0022025310900062323
Loss: 0.0021961722522974014
Loss: 0.0021903738379478455
Loss: 0.002182666677981615
Loss: 0.0021718929056078196
Loss: 0.002159161027520895
Loss: 0.0021450798958539963
Loss: 0.0021320926025509834
Loss: 0.002121541416272521
Loss: 0.002112908521667123
Loss: 0.0021046847105026245
Loss: 0.002094842726364732
Loss: 0.0020840754732489586
Loss: 0.0020721047185361385
Loss: 0.0020594242960214615
Loss: 0.0020467578433454037
Loss: 0.0020350900012999773
Loss: 0.002023948822170496
Loss: 0.0020124875009059906
Loss: 0.002001750748604536
Loss: 0.001990928780287504
Loss: 0.0019805224146693945
Loss: 0.0019706019666045904
Loss: 0.0019613774493336678
Loss: 0.0019524090457707644
Loss: 0.001943896058946848
Loss: 0.0019356445409357548
Loss: 0.001927460078150034
Loss: 0.0019200611859560013
Loss: 0.0019141521770507097
Loss: 0.0019121728837490082
Loss: 0.001927907345816493
Loss: 0.002003102097660303
Loss: 0.0022339955903589725
Loss: 0.0023726385552436113
Loss: 0.0020955188665539026
Loss: 0.001974517945200205
Loss: 0.002222805516794324
Loss: 0.0019254692597314715
Loss: 0.0020626147743314505
Loss: 0.00199047545902431
Loss: 0.001918662223033607
Loss: 0.002005593152716756
Loss: 0.001876003690995276
Loss: 0.001989582786336541
Loss: 0.0018714067991822958
Loss: 0.0019272263161838055
Loss: 0.0018916645785793662
Loss: 0.0018663548398762941
Loss: 0.0019163930555805564
Loss: 0.001830834662541747
Loss: 0.0018847840838134289
Loss: 0.0018377634696662426
Loss: 0.0018435787642374635
Loss: 0.00185038719791919
Loss: 0.0018157949671149254
Loss: 0.001841300749219954
Loss: 0.0018100924789905548
Loss: 0.0018158931052312255
Loss: 0.0018213046714663506
Loss: 0.0017940839752554893
Loss: 0.001818229677155614
Loss: 0.0017970643239095807
Loss: 0.001791074639186263
Loss: 0.0018005123129114509
Loss: 0.001783708925358951
Loss: 0.00177739595528692
Loss: 0.001786828855983913
Loss: 0.0017713259439915419
Loss: 0.0017703331541270018
Loss: 0.001775746000930667
Loss: 0.0017662354512140155
Loss: 0.0017599385464563966
Loss: 0.0017640144797042012
Loss: 0.0017609340138733387
Loss: 0.0017549562035128474
Loss: 0.0017528814496472478
Loss: 0.0017544121947139502
Loss: 0.0017529334872961044
Loss: 0.001748374430462718
Loss: 0.001747202011756599
Loss: 0.0017485852586105466
Loss: 0.001746255555190146
Loss: 0.001742663560435176
Loss: 0.001741060521453619
Loss: 0.001741393469274044
Loss: 0.0017402746016159654
Loss: 0.001738365855999291
Loss: 0.0017358355689793825
Loss: 0.001734748831950128
Loss: 0.0017350768903270364
Loss: 0.0017356585012748837
Loss: 0.001734318444505334
Loss: 0.0017321291379630566
Loss: 0.0017301064217463136
Loss: 0.001728129107505083
Loss: 0.0017266992945224047
Loss: 0.0017256656428799033
Loss: 0.001724863308481872
Loss: 0.001724391826428473
Loss: 0.0017241520108655095
Loss: 0.0017239643493667245
Loss: 0.0017227570060640574
Loss: 0.0017218473367393017
Loss: 0.001721097738482058
Loss: 0.001720490283332765
Loss: 0.001720008789561689
Loss: 0.0017204073956236243
Loss: 0.0017206744523718953
Loss: 0.001722511718980968
Loss: 0.0017240294255316257
Loss: 0.0017269282834604383
Loss: 0.001729663577862084
Loss: 0.0017315918812528253
Loss: 0.0017283472698181868
Loss: 0.0017245039343833923
Loss: 0.0017200784059241414
Loss: 0.0017164164455607533
Loss: 0.0017113469075411558
Loss: 0.0017083080019801855
Loss: 0.0017069632885977626
Loss: 0.001706731622107327
Loss: 0.0017069337191060185
Loss: 0.0017092038178816438
Loss: 0.001715681399218738
Loss: 0.001730523188598454
Loss: 0.001759393373504281
Loss: 0.0017778691835701466
Loss: 0.0017908357549458742
Loss: 0.0017482165712863207
Loss: 0.0017119408585131168
Loss: 0.001707758754491806
Loss: 0.001730997464619577
Loss: 0.0017518391832709312
Loss: 0.0017368582775816321
Loss: 0.0017147886101156473
Loss: 0.0017005723202601075
Loss: 0.0017049346351996064
Loss: 0.0017194676911458373
Loss: 0.0017248159274458885
Loss: 0.0017218862194567919
Loss: 0.0017081471160054207
Loss: 0.0016988740535452962
Loss: 0.0016959639033302665
Loss: 0.0016987565904855728
Loss: 0.0017049815505743027
Loss: 0.0017111067427322268
Loss: 0.0017187055200338364
Loss: 0.0017217331333085895
Loss: 0.0017230706289410591
Loss: 0.001716042635962367
Loss: 0.0017065859865397215
Loss: 0.0016960393404588103
Loss: 0.0016921133501455188
Loss: 0.0016955481842160225
Loss: 0.0017024459084495902
Loss: 0.001709970529191196
Loss: 0.0017114731017500162
Loss: 0.0017117903335019946
Loss: 0.0017055465141311288
Loss: 0.0016985874390229583
Loss: 0.0016908396501094103
Loss: 0.0016880378825590014
Loss: 0.0016911656130105257
Loss: 0.001696847379207611
Loss: 0.0017050884198397398
Loss: 0.0017138231778517365
Loss: 0.0017232396639883518
Loss: 0.0017245167400687933
Loss: 0.0017162247095257044
Loss: 0.0017007041024044156
Loss: 0.0016889317193999887
Loss: 0.0016851779073476791
Loss: 0.0016873199492692947
Loss: 0.0016916356980800629
Loss: 0.0016951889265328646
Loss: 0.001698106643743813
Loss: 0.0016967339906841516
Loss: 0.001693811034783721
Loss: 0.0016883043572306633
Loss: 0.0016846569487825036
Loss: 0.001682829111814499
Loss: 0.001681761466898024
Loss: 0.0016808848595246673
Loss: 0.0016804259503260255
Loss: 0.001680376473814249
Loss: 0.001680630026385188
Loss: 0.0016812311951071024
Loss: 0.0016830916283652186
Loss: 0.0016907393001019955
Loss: 0.001706199487671256
Loss: 0.0017322085332125425
Loss: 0.0017530806362628937
Loss: 0.001767094829119742
Loss: 0.0017315897857770324
Loss: 0.0016907250974327326
Loss: 0.0016830615932121873
Loss: 0.0017025605775415897
Loss: 0.0017197588458657265
Loss: 0.0017076143994927406
Loss: 0.0016883640782907605
Loss: 0.0016778912395238876
Loss: 0.001684542978182435
Loss: 0.0016978479688987136
Loss: 0.001699364511296153
Loss: 0.001689731958322227
Loss: 0.0016778908902779222
Loss: 0.001675678649917245
Loss: 0.0016828072257339954
Loss: 0.0016893333522602916
Loss: 0.0016895117005333304
Loss: 0.0016840731259435415
Loss: 0.001678767497651279
Loss: 0.00167382275685668
Loss: 0.0016717732651159167
Loss: 0.0016728548798710108
Loss: 0.0016754401149228215
Loss: 0.0016783394385129213
Loss: 0.0016795347910374403
Loss: 0.0016817074501886964
Loss: 0.0016818060539662838
Loss: 0.0016823542537167668
Loss: 0.001678137923590839
Loss: 0.0016748736379668117
Loss: 0.0016715415986254811
Loss: 0.0016686870949342847
Loss: 0.001667759264819324
Loss: 0.0016685057198628783
Loss: 0.0016696433303877711
Loss: 0.0016705607995390892
Loss: 0.0016714740777388215
Loss: 0.0016717356629669666
Loss: 0.0016736462712287903
Loss: 0.0016756154363974929
Loss: 0.0016820490127429366
Loss: 0.001687489333562553
