Chromosome	Start	End	Methylated_allele	Name	Reference	All_CpGs_At_iDMR_CouldBeExaminedInBothHaplotypes	DifferentiallyMethylatedCpGs_HypermethylatedOnHP1	DifferentiallyMethylatedCpGs_HypermethylatedOnHP2	MeanDiffMethylationOf_DifferentiallyMethylatedCpGs_HypermethylatedOnHP1	MeanDiffMethylationOf_DifferentiallyMethylatedCpGs_HypermethylatedOnHP2	MethylationFrequency_HP1	MethylationFrequency_HP2	Included_Or_Ignored_For_PofO_Assignment
chr14	100719510	100719614	Maternal	IGHV3-37	Hernandez	10	0	0	0	0	0.7042	0.66198	Ignored:DidNotMeet_cpg_difference
chr15	21296256	21301762	Maternal	MIR4508,MKRN3	Akbari,Court,Hernandez,Joshi	109	0	25	0	0.49734	0.73276	0.85205	Included
chr15	21341062	21343880	Paternal	MKRN3	Zink	14	0	0	0	0	0.84091	0.65342	Ignored:DidNotMeet_cpg_difference
chr15	21363464	21363638	Maternal	MKRN3	Zink	10	0	10	0	0.39056	0.16055	0.55111	Included
chr15	21368503	21368715	Maternal	MKRN3	Zink	8	0	0	0	0	0.75222	0.89757	Ignored:DidNotMeet_cpg_difference
chr15	21377299	21377524	Maternal	MAGEL2	Zink	6	0	0	0	0	0.27193	0.41877	Ignored:DidNotMeet_cpg_difference
chr15	21381510	21383473	Maternal	MAGEL2	Akbari,Court,Hernandez,Joshi,Zink	64	0	58	0	0.69409	0.23726	0.88737	Included
chr15	21420762	21422619	Maternal	NDN	Akbari,Court,Hernandez,Joshi,Zink	117	0	109	0	0.59183	0.14848	0.70531	Included
chr15	21532265	21532875	Maternal	RNU6-741P	Zink	22	0	3	0	0.23193	0.6077	0.81206	Included
chr15	21563910	21564305	Paternal	RNU6-741P	Zink	6	0	0	0	0	0.83053	0.62201	Ignored:DidNotMeet_cpg_difference
chr15	21589212	21590074	Maternal	RP11-484P15.1	Zink	9	0	4	0	0.30594	0.15752	0.42517	Included
chr15	21591584	21596455	Maternal	RP11-484P15.1	Akbari,Zink,Zink	84	0	33	0	0.37121	0.56543	0.73745	Included
chr15	21603570	21604377	Maternal	RP11-484P15.1	Akbari,Zink	36	0	36	0	0.51743	0.13086	0.64829	Included
chr15	21611867	21613067	Maternal	RP11-484P15.1	Akbari,Zink	40	0	33	0	0.358	0.15295	0.46782	Included
chr15	21617488	21617845	Paternal	RP11-484P15.1	Zink	11	0	0	0	0	0.89973	0.72463	Ignored:DidNotMeet_cpg_difference
chr15	21630697	21633011	Maternal	PWRN4,RP11-484P15.1	Akbari,Joshi,Zink	58	0	28	0	0.2945	0.60937	0.74816	Included
chr15	21648478	21650220	Paternal	RP11-484P15.1	Zink	11	0	0	0	0	0.83042	0.6102	Ignored:DidNotMeet_cpg_difference
chr15	21674147	21675281	Paternal	RP11-484P15.1	Zink	12	1	0	0.28256	0	0.85796	0.59981	Ignored:DidNotMeet_cpg_difference
chr15	21743102	21743985	Paternal	PWRN4	Zink	7	3	0	0.42035	0	0.77539	0.43865	Included
chr15	21763297	21763709	Paternal	PWRN4	Zink	5	0	0	0	0	0.81961	0.63087	Ignored:DidNotMeet_cpg_difference
chr15	21784164	21785579	Paternal	PWRN4	Zink	12	4	0	0.52783	0	0.88171	0.58673	Included
chr15	21835134	21836136	Maternal	SNRPN_intragenic_CpG32,PWRN2	Akbari,Court,Zink	46	0	39	0	0.3459	0.19373	0.50852	Included
chr15	21890432	21891180	Paternal	PWRN2	Zink	7	0	0	0	0	0.82345	0.5871	Ignored:DidNotMeet_cpg_difference
chr15	21897209	21897954	Paternal	PWRN2	Zink	8	0	0	0	0	0.84145	0.59409	Ignored:DidNotMeet_cpg_difference
chr15	21908292	21909250	Paternal	PWRN2	Zink	9	6	0	0.37394	0	0.81202	0.45128	Included
chr15	22008923	22009869	Paternal	RP11-580I1.2	Zink	10	5	0	0.36459	0	0.87263	0.56263	Included
chr15	22160590	22161837	Maternal	SNRPN_intragenic_CpG29,PWRN3	Akbari,Court,Zink	53	0	37	0	0.40085	0.27401	0.55013	Included
chr15	22211722	22212175	Maternal	SNRPN_intragenic_CpG30	Akbari,Court	31	0	31	0	0.3977	0.15194	0.54964	Included
chr15	22310237	22311050	Paternal	PWRN1	Zink	8	1	0	0.33017	0	0.80029	0.53225	Included
chr15	22312618	22313135	Paternal	PWRN1	Zink	7	4	0	0.49012	0	0.82069	0.42047	Included
chr15	22505473	22506455	Paternal	PWRN1,SNRPN	Hernandez,Zink	14	0	0	0	0	0.86892	0.695	Ignored:DidNotMeet_cpg_difference
chr15	22508944	22510547	Maternal	SNRPN_intragenic_CpG40,SNRPN	Akbari,Court,Hernandez,Joshi,Zink	81	0	75	0	0.48504	0.15195	0.60492	Included
chr15	22560068	22561411	Maternal	SNRPN	Akbari,Court,Hernandez,Joshi,Zink	22	0	18	0	0.61816	0.27059	0.78951	Included
chr15	22583384	22585283	Maternal	SNRPN,RP11-385H1.1	Akbari,Court,Hernandez,Joshi,Zink	78	0	77	0	0.43713	0.16616	0.60068	Included
chr15	22593074	22595820	Maternal	SNRPN	Joshi,Zink	38	0	20	0	0.57262	0.42484	0.83108	Included
chr15	22614163	22616870	Maternal	SNRPN	Akbari,Court,Hernandez,Joshi,Zink	86	0	39	0	0.261	0.53571	0.67165	Included
chr15	22647266	22647904	Paternal	SNRPN,AC090602.2	Zink	8	0	0	0	0	0.88509	0.76712	Ignored:DidNotMeet_cpg_difference
chr15	22688234	22693913	Maternal	SNURF,SNRPN,RP11-701H24.9	Akbari,Court,Hernandez,Joshi,Zink	149	0	122	0	0.8968	0.20772	0.9217	Included
chr15	22693914	22738212	Paternal	PWAR5,PWARSN,SNORD107,SNORD64,SNORD108,RP11-701H24.9,SNHG14	Akbari,Joshi,Zink,Akbari,Zink	385	32	1	0.38973	0.41776	0.9432	0.80112	Ignored:DidNotMeet_cpg_difference
chr15	22739217	22767775	Paternal	SNHG14	Akbari,Zink	210	60	0	0.39882	0	0.94077	0.72734	Included
chr15	22775157	22793910	Paternal	SNORD116Cluster,SNHG14	Akbari,Joshi,Zink,Akbari,Zink	217	3	0	0.41518	0	0.93737	0.83753	Ignored:DidNotMeet_cpg_difference
chr15	22796137	22837398	Paternal	SNORD116Cluster,SNHG14	Akbari,Joshi,Zink,Akbari,Zink	555	40	0	0.34598	0	0.93076	0.79345	Ignored:DidNotMeet_cpg_difference
chr15	22877695	22880669	Paternal	SNHG14	Akbari	16	5	0	0.3593	0	0.72399	0.50152	Included
chr15	22917914	22920700	Paternal	SNORD115Cluster	Joshi,Zink	49	0	0	0	0	0.90484	0.83693	Ignored:DidNotMeet_cpg_difference
chr15	27466585	27466749	Maternal	AC022613.1	Hernandez	17	5	0	0.20665	0	0.7112	0.52348	Included
chr15	42830610	42830766	Maternal	SORD	Hernandez,Joshi,Zink	12	0	11	0	0.2158	0.09113	0.30538	Included
chr15	48716873	48717145	Maternal	AP4E1	Zink	19	0	17	0	0.23789	0.6623	0.89197	Included
chr15	60148414	60148894	Paternal	MIR6085	Akbari	19	0	0	0	0	0.65378	0.54533	Ignored:DidNotMeet_cpg_difference
chr15	78982358	78982976	Paternal	CFAP161	Akbari	44	44	0	0.27671	0	0.58376	0.30705	Included
chr15	96629415	96631475	Maternal	IGF1R	Akbari,Court,Hernandez,Joshi,Zink	70	0	67	0	0.69841	0.1654	0.84174	Included
chr16	811704	813589	Maternal	PRR25	Akbari,Zink	141	116	0	0.29035	0	0.42144	0.15838	Included
chr16	821900	823268	Maternal	PRR25	Akbari,Zink	83	74	0	0.34896	0	0.87143	0.54841	Included
chr16	3281461	3281826	Paternal	MEFV	Zink	34	0	0	0	0	0.56863	0.70567	Ignored:DidNotMeet_cpg_difference
chr16	3322511	3322654	Maternal	TIGD7	Joshi	19	0	1	0	0.17473	0.54604	0.72136	Ignored:DidNotMeet_cpg_difference
chr16	3391703	3393524	Paternal	MTRNR2L4,LA16c-306E5.2	Akbari,Joshi,Zink	82	0	50	0	0.22122	0.37486	0.53202	Included
chr16	3441035	3441528	Paternal	LA16c-306E5.2	Zink	27	0	19	0	0.25676	0.45248	0.6989	Included
chr16	3458714	3468983	Maternal	ZNF597,LA16c-306E5.2	Akbari,Court,Hernandez,Joshi,Zink	129	49	0	0.69111	0	0.94623	0.61761	Included
chr16	3470097	3472038	Paternal	NAA60,ZNF597,LA16c-306E5.2	Akbari,Court,Hernandez,Joshi,Zink	78	0	73	0	0.85231	0.0713	0.87272	Included
chr17	4790606	4792558	Maternal	CHRNE,C17orf107	Akbari,Zink	139	0	59	0	0.23053	0.25816	0.41035	Included
chr18	47858673	47859226	Maternal	RP11-767C4.1	Zink	23	0	10	0	0.24466	0.33536	0.55548	Included
chr18	60172271	60172582	Maternal	NFE2L3P1	Akbari	42	0	0	0	0	0.44099	0.52329	Ignored:DidNotMeet_cpg_difference
chr18	79873008	79873927	Maternal	AC068473.4	Akbari,Hernandez	91	0	91	0	0.83978	0.07737	0.91715	Included
chr18	80423625	80425712	Maternal	ADNP2,PARD6G-AS1	Akbari,Zink	99	0	93	0	0.70526	0.13019	0.80235	Included
chr19	4770231	4771096	Maternal	MIR7-3HG	Akbari	56	56	0	0.36354	0	0.76031	0.39677	Included
chr19	17458059	17459138	Maternal	DDA1	Akbari	65	61	0	0.49699	0	0.59087	0.11134	Included
chr19	21220736	21221486	Maternal	ZNF714	Akbari	38	0	0	0	0	0.05154	0.02153	Ignored:DidNotMeet_cpg_difference
chr19	39096790	39096912	Paternal	AC092296.3	Akbari	20	0	0	0	0	0.23696	0.23962	Ignored:DidNotMeet_cpg_difference
chr19	41329684	41330758	Maternal	RYR1,AC067969.1	Zink	52	25	0	0.19972	0	0.91127	0.77421	Included
chr19	41345884	41346651	Maternal	RYR1	Akbari,Zink	26	21	0	0.38338	0	0.78304	0.43279	Included
chr19	56616549	56618747	Maternal	ZNF331	Akbari,Court,Hernandez,Zink	133	131	0	0.87131	0	0.95866	0.09901	Included
chr19	56632968	56635239	Maternal	ZNF331	Akbari,Court,Hernandez,Zink	124	110	0	0.85244	0	0.95033	0.18621	Included
chr19	59932193	59936971	Maternal	PEG3,MIMT1,ZIM2,PEG3	Akbari,Court,Hernandez,Zink	219	218	0	0.84284	0	0.93756	0.09727	Included
chr19	59959876	59960104	Maternal	MIMT1	Zink	20	14	0	0.20532	0	0.84031	0.64205	Included
chr19	61152004	61152621	Paternal	ZSCAN1	Zink	26	0	20	0	0.34749	0.26812	0.5856	Included
chr2	37542728	37543329	Maternal	AC007391.3	Akbari	27	0	27	0	0.46139	0.46891	0.93029	Included
chr2	39252404	39252862	Maternal	MAP4K3	Hernandez	54	0	0	0	0	0.81081	0.70092	Ignored:DidNotMeet_cpg_difference
chr2	95377831	95378577	Paternal	TEKT4,AC097374.2	Zink	54	0	0	0	0	0.5503	0.63826	Ignored:DidNotMeet_cpg_difference
chr2	130015734	130016047	Paternal	LOC151121	Joshi	37	0	3	0	0.17318	0.65873	0.81689	Ignored:DidNotMeet_cpg_difference
chr2	131734853	131735206	Maternal	FAR2P4,KLF2P4,PLEKHB2	Zink	32	0	14	0	0.21509	0.48041	0.6772	Included
chr2	132265092	132265797	Paternal	C2orf27B	Joshi	91	91	0	0.22233	0	0.51123	0.2889	Included
chr2	206731612	206755969	Paternal	ZDBF2,GPR1-AS	Akbari,Court,Hernandez,Joshi,Zink	475	470	0	0.64369	0	0.90798	0.26835	Included
chr2	206758117	206759140	Paternal	ZDBF2	Akbari	16	13	0	0.44271	0	0.63662	0.22842	Included
chr2	209688185	209689718	Maternal	MEAF6P1	Zink	66	0	52	0	0.24299	0.68982	0.91265	Included
chr2	232838377	232838828	Maternal	ECEL1P3	Akbari,Zink	35	0	27	0	0.24113	0.13986	0.35999	Included
chr20	33270910	33272750	Maternal	HM13,MCTS2P	Akbari,Court,Hernandez,Joshi,Zink	60	0	50	0	0.83738	0.23844	0.96367	Included
chr20	35394117	35394664	Maternal	ACTL10,NECAB3	Akbari	51	0	48	0	0.20711	0.03355	0.23715	Included
chr20	39243846	39246355	Maternal	BLCAP,NNAT	Akbari,Court,Hernandez,Joshi,Zink	145	0	140	0	0.74347	0.22873	0.95128	Included
chr20	45246628	45249468	Maternal	L3MBTL1	Akbari,Court,Hernandez,Joshi,Zink	93	0	88	0	0.88011	0.11389	0.94709	Included
chr20	50153200	50154157	Maternal	RP1-66N13.1	Akbari,Zink	50	0	4	0	0.16211	0.76653	0.91819	Ignored:DidNotMeet_cpg_difference
chr20	60619350	60630515	Paternal	GNAS,GNAS-AS1	Akbari,Court,Hernandez,Joshi,Zink	331	259	0	0.85515	0	0.94513	0.26099	Included
chr20	60633235	60639710	Maternal	GNAS-AS1,GNAS,GNAS-XL	Akbari,Court,Hernandez,Joshi,Zink	362	0	337	0	0.84618	0.13678	0.92871	Included
chr20	60671085	60673567	Maternal	GNAS_Ex1A,GNAS,LOC101927932	Akbari,Court,Hernandez,Joshi,Zink	243	0	242	0	0.80667	0.04394	0.84792	Included
chr20	61310202	61310679	Maternal	RP11-164D18.2	Zink	25	0	0	0	0	0.62816	0.69013	Ignored:DidNotMeet_cpg_difference
chr20	65030021	65030481	Maternal	AL096828.3	Akbari	16	0	0	0	0	0.40546	0.34263	Ignored:DidNotMeet_cpg_difference
chr20	65758266	65759319	Maternal	UCKL1	Akbari,Zink	96	0	0	0	0	0.70541	0.66204	Ignored:DidNotMeet_cpg_difference
chr21	12407958	12408119	Maternal	LIPI	Joshi	21	0	0	0	0	0.95599	0.95996	Ignored:DidNotMeet_cpg_difference
chr21	37770066	37771384	Maternal	WRB	Akbari,Court,Hernandez,Joshi,Zink	59	0	58	0	0.59793	0.35364	0.94323	Included
chr21	45047466	45048210	Maternal	PRMT2	Akbari,Zink	54	0	0	0	0	0.61365	0.70305	Ignored:DidNotMeet_cpg_difference
chr22	21798922	21799586	Paternal	RIMBP3	Akbari	64	0	0	0	0	0.4818	0.37244	Ignored:DidNotMeet_cpg_difference
chr22	32507282	32507589	Maternal	SLC5A1	Akbari	22	0	0	0	0	0.69197	0.53295	Ignored:DidNotMeet_cpg_difference
chr22	42160534	42162792	Maternal	NHP2L1,SNU13	Akbari,Court,Hernandez,Joshi,Zink	82	70	0	0.81914	0	0.94176	0.23253	Included
chr3	39514775	39515873	Maternal	MOBP	Akbari,Hernandez,Zink	57	0	0	0	0	0.1381	0.0852	Ignored:DidNotMeet_cpg_difference
chr3	195267123	195267736	Maternal	FGF12	Akbari,Zink	28	0	0	0	0	0.32858	0.37205	Ignored:DidNotMeet_cpg_difference
chr4	5980877	5981527	Maternal	C4orf50	Akbari	59	46	0	0.19957	0	0.40969	0.21598	Included
chr4	6078696	6079854	Maternal	JAKMIP1	Akbari,Hernandez,Joshi,Zink	78	75	0	0.50574	0	0.91591	0.42407	Included
chr4	17624235	17624518	Maternal	FAM184B	Zink	29	0	0	0	0	0.89693	0.78674	Ignored:DidNotMeet_cpg_difference
chr4	92028524	92029856	Maternal	NAP1L5,HERC3	Akbari,Court,Hernandez,Joshi,Zink	62	61	0	0.88518	0	0.96877	0.09433	Included
chr4	125236257	125237219	Maternal	TRPC3	Akbari,Hernandez,Zink	67	67	0	0.47577	0	0.94116	0.4654	Included
chr4	158113274	158113803	Maternal	RBM46	Hernandez	51	0	0	0	0	0.67138	0.60751	Ignored:DidNotMeet_cpg_difference
chr4	173134512	173135071	Maternal	PTGES3P3	Akbari,Zink	31	31	0	0.32996	0	0.69452	0.36455	Included
chr5	561353	562753	Paternal	MIR4456	Akbari	96	7	0	0.40298	0	0.4907	0.44498	Ignored:DidNotMeet_cpg_difference
chr5	37458597	37459310	Maternal	CPLANE1	Akbari	35	28	0	0.19363	0	0.96349	0.7799	Included
chr5	111236976	111237741	Maternal	TMEM232	Akbari	21	0	0	0	0	0.2281	0.1473	Ignored:DidNotMeet_cpg_difference
chr5	117967773	117967929	Maternal	LINC00992	Hernandez	5	0	0	0	0	0.27838	0.22853	Ignored:DidNotMeet_cpg_difference
chr5	136601303	136603696	Maternal	VTRNA2-1	Akbari,Hernandez,Joshi,Zink	87	84	0	0.81448	0	0.91077	0.1188	Included
chr5	138415651	138415958	Maternal	PKD2L2	Hernandez	38	0	0	0	0	0.09989	0.04285	Ignored:DidNotMeet_cpg_difference
chr5	138659249	138659851	Maternal	NME5	Akbari	21	19	0	0.4311	0	0.63307	0.21998	Included
chr6	3718149	3719860	Maternal	FAM50B,RP11-420L9.4	Akbari,Court,Hernandez,Joshi,Zink	110	0	110	0	0.71356	0.21987	0.93342	Included
chr6	29555331	29556045	Maternal	ZFP57	Hernandez	51	0	0	0	0	0.8308	0.85907	Ignored:DidNotMeet_cpg_difference
chr6	31425008	31425410	Maternal	LTA	Hernandez	16	0	0	0	0	0.63369	0.59356	Ignored:DidNotMeet_cpg_difference
chr6	145199421	145201738	Maternal	PLAGL1,HYMAI	Akbari,Court,Hernandez,Joshi,Zink	156	0	156	0	0.88584	0.07679	0.96263	Included
chr6	160184517	160185088	Paternal	RNU6-293P	Akbari	28	0	0	0	0	0.5517	0.55221	Ignored:DidNotMeet_cpg_difference
chr6	161251417	161252899	Maternal	IGF2R,AIRN	Akbari,Court,Hernandez,Joshi,Zink	107	0	106	0	0.57895	0.38996	0.96528	Included
chr6	169727799	169727970	Maternal	SMOC2	Joshi	8	0	0	0	0	0.67025	0.56013	Ignored:DidNotMeet_cpg_difference
chr6	171008085	171009630	Maternal	WDR27	Akbari,Court,Hernandez,Joshi,Zink	69	0	59	0	0.6595	0.26652	0.83811	Included
chr7	16980167	16981214	Maternal	RP11-455J15.1	Akbari,Zink	46	0	0	0	0	0.53686	0.58073	Ignored:DidNotMeet_cpg_difference
chr7	23626787	23627861	Maternal	RPS2P32	Akbari,Joshi,Zink	62	0	62	0	0.84161	0.06867	0.91027	Included
chr7	43014610	43015863	Maternal	AC010132.10	Akbari,Zink	58	0	58	0	0.32273	0.28551	0.60823	Included
chr7	50942206	50944802	Maternal	GRB10	Akbari,Court,Hernandez,Joshi,Zink	170	0	161	0	0.81147	0.1423	0.91804	Included
chr7	65134148	65134309	Maternal	AC092634.8	Akbari	16	0	0	0	0	0.12515	0.13485	Ignored:DidNotMeet_cpg_difference
chr7	95892113	95894859	Maternal	PEG10,SGCE	Akbari,Court,Hernandez,Joshi	122	0	121	0	0.86524	0.02937	0.88824	Included
chr7	131803479	131808268	Maternal	MEST,MESTIT1	Akbari,Court,Hernandez,Joshi,Zink	229	0	222	0	0.86768	0.08888	0.93461	Included
chr7	136139397	136139823	Maternal	CALD1	Zink	20	0	0	0	0	0.82301	0.94436	Ignored:DidNotMeet_cpg_difference
chr7	139976260	139977741	Maternal	SVOPL	Akbari,Hernandez,Joshi,Zink	89	0	89	0	0.77156	0.08869	0.86025	Included
chr7	156246412	156247762	Maternal	HTR5A,HTR5A-AS1	Akbari,Court,Hernandez,Joshi,Zink	66	0	61	0	0.52385	0.28425	0.77946	Included
chr8	2481367	2482359	Maternal	LOC101927815	Joshi	76	0	76	0	0.50354	0.119	0.62253	Included
chr8	2487234	2487616	Maternal	LOC101927815	Akbari,Joshi	19	0	19	0	0.57827	0.05571	0.63398	Included
chr8	38023830	38025061	Maternal	ERLIN2,LOC728024,CXORF56_pseudogene	Akbari,Court,Hernandez,Joshi	41	0	41	0	0.69334	0.23745	0.93078	Included
chr8	39591596	39591695	Maternal	ADAM5P	Hernandez	12	0	0	0	0	0.70668	0.55603	Ignored:DidNotMeet_cpg_difference
chr8	61137435	61138271	Maternal	CHD7	Akbari,Joshi,Zink	57	0	54	0	0.39875	0.50945	0.89354	Included
chr8	95243985	95245657	Maternal	CDH17	Akbari,Zink	44	0	0	0	0	0.83132	0.79407	Ignored:DidNotMeet_cpg_difference
chr8	103653910	103655995	Maternal	KB-1980E6.3	Akbari,Zink	59	0	38	0	0.47746	0.31842	0.68212	Included
chr8	141217642	141221375	Maternal	TRAPPC9,PEG13	Akbari,Court,Hernandez,Joshi,Zink	223	0	205	0	0.83188	0.18489	0.95801	Included
chr8	141468978	141469691	Maternal	TRAPPC9	Akbari,Joshi	53	0	0	0	0	0.88735	0.80269	Ignored:DidNotMeet_cpg_difference
chr8	144884219	144885051	Maternal	FAM83H	Akbari	116	0	0	0	0	0.68329	0.62286	Ignored:DidNotMeet_cpg_difference
chr9	41939693	41940117	Maternal	CDRT15P6	Akbari	22	0	0	0	0	0.16263	0.07153	Ignored:DidNotMeet_cpg_difference
chr9	104264526	104264928	Maternal	SPTLC1	Akbari	26	0	0	0	0	0.75175	0.87304	Ignored:DidNotMeet_cpg_difference
chr9	107482378	107483147	Maternal	FANCC,FANCC_Int1-DMR	Akbari,Hernandez	34	34	0	0.76599	0	0.89321	0.12722	Included
chr9	109746840	109747389	Maternal	TMOD1	Akbari	22	0	0	0	0	0.49913	0.52691	Ignored:DidNotMeet_cpg_difference
chr9	125287844	125289117	Maternal	AL449105.5	Hernandez	82	0	66	0	0.25368	0.31256	0.55043	Included
chr9	134423466	134424180	Maternal	LHX6	Akbari	63	0	0	0	0	0.92316	0.83486	Ignored:DidNotMeet_cpg_difference
chr9	149667453	149669193	Maternal	EXD3	Akbari,Zink	142	128	0	0.4735	0	0.93432	0.49203	Included
