sample	method	haplotype	contig	switch_position	from_type	to_type	from_kmer_count	to_kmer_count	from_block_length	to_block_length	chr	ref_position	strand
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000007	69482366	maternal	paternal	96	6	179447	28585	chr10	70041877.0	+
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000007	69522391	paternal	maternal	6	30	28585	34733	chr10	70081930.0	+
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000007	115196099	paternal	maternal	5	476	60180	872995	chr10	115788069.0	+
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000008	48440165	maternal	paternal	514	13	2716998	61260	chr5	45428248.0	+
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000008	48537202	paternal	maternal	13	127	61260	392886	chr5	45525315.0	+
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000008	49223659	paternal	maternal	7	5	61441	53646	chr5	46211981.0	+
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000008	49278470	maternal	paternal	5	6	53646	29790	chr5	46266809.0	+
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000008	50097992	maternal	paternal	30	11	104310	41557	chr5	47086581.0	+
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000008	50142664	paternal	maternal	11	63	41557	32278	chr5	47131267.0	+
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000008	50756089	paternal	maternal	5	33	7380	107028	chr5	47744879.0	+
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000008	50864043	maternal	paternal	33	11	107028	44617	chr5	47852866.0	+
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000008	50911775	paternal	maternal	11	5	44617	5264	chr5	47900612.0	+
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000008	101227382	maternal	paternal	118	6	264896	24767	chr5	98231562.0	+
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000008	101258825	paternal	maternal	6	158	24767	211469	chr5	98263014.0	+
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000008	176642174	paternal	maternal	5	455	6312	500081	chr5	173669350.0	+
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000009	36420299	maternal	paternal	121	5	64680	18471	chr6	36516808.0	+
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000009	36444967	paternal	maternal	5	6	18471	70615	chr6	36541489.0	+
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000011	6062106	paternal	maternal	5	52	106641	158480	chr1	2070433.0	+
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000011	24721533	paternal	maternal	6	12	128805	93925	chr1	20872112.0	+
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000011	29074809	paternal	maternal	5	5	40370	37219	chr1	25258576.0	+
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000011	36014800	maternal	paternal	15	5	204692	26282	chr1	32251475.0	+
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000011	39234750	maternal	paternal	30	5	156656	122155	chr1	35495972.0	+
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000011	92820660	maternal	paternal	15	7	191510	20422	chr1	89490399.0	+
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000011	92843583	paternal	maternal	7	137	20422	373278	chr1	89513497.0	+
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000011	131853000	maternal	paternal	1296	12	2033457	38855	chr1	128820306.0	+
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000011	131908283	paternal	maternal	12	980	38855	1442336	chr1	128876010.0	+
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000011	134231591	paternal	maternal	5	1033	9728	1447003	chr1	131217030.0	+
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000011	139790354	paternal	maternal	6	142	1107	463644	chr1	136818171.0	+
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000011	230554140	maternal	paternal	18	6	292639	51398	chr1	228273903.0	+
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000011	230680239	paternal	maternal	6	19	51398	424796	chr1	228400964.0	+
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000016	96729210	paternal	maternal	15	12	24091	21841	chr13	17107567.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000016	96917817	paternal	maternal	8	5	14818	19881	chr13	16922175.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000016	97535884	maternal	paternal	17	6	61787	27976	chr13	16300226.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000019	75943827	maternal	paternal	7	5	310944	10014	chr12	57373357.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000020	57113916	paternal	maternal	6	107	119569	261799	chr3	144036764.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000020	105065440	paternal	maternal	7	16	2605	11227	chr3	96326810.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000020	105150276	paternal	maternal	10	5	8198	51318	chr3	96201859.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000020	105261691	paternal	maternal	14	16	18156	11227	chr3	96130522.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000020	105488153	paternal	maternal	13	23	6063	255497	chr3	95659701.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000020	106541543	maternal	paternal	261	10	757598	19257	chr3	94842397.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000020	107501003	maternal	paternal	29	9	169247	14988	chr3	93887025.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000020	109174350	paternal	maternal	14	15	246400	50624	chr3	92177720.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000020	109240577	maternal	paternal	15	23	50624	39104	chr3	92123003.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000020	109286992	paternal	maternal	23	14	39104	20028	chr3	92095658.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000020	109537471	maternal	paternal	19	19	71597	17635	chr3	91847526.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000020	109595826	paternal	maternal	7	9	6145	24808	chr3	91781985.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000020	109722568	maternal	paternal	38	13	67302	11624	chr3	91668406.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000020	191415500	maternal	paternal	32	6	33988	1768	chr3	9969914.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000020	191424312	paternal	maternal	6	39	1768	122546	chr3	9840299.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000022	109736119	maternal	paternal	6	6	118779	198066	chr4	83678301.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000022	109950619	paternal	maternal	6	145	198066	510626	chr4	83151190.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000022	141092825	paternal	maternal	5	1172	2081	740402	chr4	51776180.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000022	143361548	paternal	maternal	7	8	20656	48829	chr4	50198878.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000022	143419038	maternal	paternal	8	9	48829	26899	chr4	50163314.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000022	143628843	paternal	maternal	12	6	23950	3555	chr4	49976835.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000022	143687216	maternal	paternal	6	5	3828	7162	chr4	49914849.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000022	143701043	paternal	maternal	5	140	7162	416919	chr4	49491225.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000023	945048	maternal	paternal	24	5	138508	32140	chr15	98750071.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000023	981608	paternal	maternal	5	20	32140	13181	chr15	98732471.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000023	29775795	maternal	paternal	7	9	90021	104133	chr15	69849144.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000023	29884632	paternal	maternal	9	12	104133	107415	chr15	69737032.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000023	46542996	paternal	maternal	5	19	34324	273676	chr15	52913463.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000023	87222218	maternal	paternal	515	6	243117	3858	chr15	12506594.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000023	87226635	paternal	maternal	6	569	3858	474127	chr15	12031938.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000023	91955888	maternal	paternal	5	6	9920	8956	chr15	7768123.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000023	91965730	paternal	maternal	6	8	8956	139300	chr15	7627946.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype1-0000023	92197745	paternal	maternal	5	222	15534	547502	chr15	6987769.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000068	34109432	paternal	maternal	12	34	16448	150740	chr21	10839981.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000068	34610241	paternal	maternal	10	8	42821	56949	chr21	10433112.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000068	34678284	maternal	paternal	8	9	56949	4987	chr21	10417037.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000068	34709435	paternal	maternal	9	204	4987	341531	chr21	10049476.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000071	93723582	maternal	paternal	26	16	33820	29488	chrX	60639871.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000071	94454459	paternal	maternal	5	145	8312	357424	chrX	59580981.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000071	94998978	paternal	maternal	6	11	10330	65968	chrX	59327899.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000074	58838910	paternal	maternal	6	8	63781	166683	chr18	21479450.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000074	60225006	maternal	paternal	46	7	810008	4941	chr18	20252697.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000074	60249970	paternal	maternal	7	87	4941	886045	chr18	19344853.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000074	61151362	maternal	paternal	87	7	886045	32171	chr18	19297242.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000074	61402937	maternal	paternal	30	6	33545	88531	chr18	18988703.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000074	62573724	maternal	paternal	15	8	172110	68507	chr18	17835685.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000074	62718711	paternal	maternal	5	26	6648	268474	chr18	17490055.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000074	63311132	maternal	paternal	12	6	194067	648	chr18	17164824.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000074	63673986	maternal	paternal	16	25	162927	33413	chr18	16768430.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000074	63757281	paternal	maternal	8	79	16886	910417	chr18	15806249.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000080	46891701	maternal	paternal	30	7	524845	194185	chr7	113587862.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000080	47152109	paternal	maternal	7	23	194185	55734	chr7	113465856.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000080	97415786	paternal	maternal	10	6	26285	766	chr7	63236716.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000080	97794856	paternal	maternal	5	6	4808	4122	chr7	62854134.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000080	97800523	maternal	paternal	6	6	4122	2106	chr7	62850482.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000080	97930271	paternal	maternal	10	5	27629	2920	chr7	62719867.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000080	98028073	maternal	paternal	7	6	2839	3522	chr7	62621423.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000080	98107296	maternal	paternal	8	5	8899	10276	chr7	62535411.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000080	98420209	paternal	maternal	14	5	27165	1021	chr7	62231629.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000080	99138382	maternal	paternal	5	7	7453	21363	chr7	61492814.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000080	99298560	paternal	maternal	18	7	37132	7715	chr7	61346224.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000080	99555453	paternal	maternal	7	77	24969	328828	chr7	60767983.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000080	100313563	maternal	paternal	10	5	41389	14999	chr7	60323521.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000080	100342170	paternal	maternal	5	19	14999	43472	chr7	60266418.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000080	104639676	paternal	maternal	6	31	41130	80554	chr7	55930066.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000082	120687978	paternal	maternal	5	142	81313	150951	chr8	25834956.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000083	47903633	paternal	maternal	8	6	49332	42888	chr11	47903372.0	+
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000085	37187058	maternal	paternal	5	5	5568	7539	chr20	29000405.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000085	37639746	maternal	paternal	6	5	16394	18884	chr20	28536270.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000089	16196373	maternal	paternal	202	6	202144	4761	chr16	16599427.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000089	16243566	paternal	maternal	12	6	13207	77622	chr16	16479323.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000091	27833939	maternal	paternal	171	5	176707	27057	chr19	33853638.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000091	27911404	paternal	maternal	5	10	27057	195177	chr19	33607989.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000091	40540141	maternal	paternal	54	5	154240	25191	chr19	21145986.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000093	44491767	maternal	paternal	54	5	181615	1893	chr16	51581544.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000093	44550332	paternal	maternal	8	6	28399	3546	chr16	51521096.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000093	44863529	maternal	paternal	34	14	116081	23531	chr16	51186641.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000093	44991952	maternal	paternal	5	7	19411	18209	chr16	51063070.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000093	45394893	maternal	paternal	7	6	38633	20228	chr16	50656563.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000093	45417650	paternal	maternal	6	70	20228	344626	chr16	50308082.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000093	52664112	maternal	paternal	70	6	238890	7457	chr16	43372393.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000093	55040758	maternal	paternal	79	8	565379	7875	chr16	40986248.0	-
T2T04	verkko_pofo	haplotype1	T2T04#1#haplotype2-0000093	56020629	paternal	maternal	8	10	29581	97521	chr16	39912645.0	-
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000002	44472511	maternal	paternal	8	40	124576	328856	chr7	43965324.0	+
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000002	62106064	maternal	paternal	5	8	8136	4407	chr7	61609520.0	+
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000002	74775016	paternal	maternal	21	5	213497	9207	chr7	74286119.0	+
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000002	99739189	paternal	maternal	23	5	38215	7018	chr7	99265361.0	+
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000002	99781516	maternal	paternal	5	5	7018	8613	chr7	99307713.0	+
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000002	102763450	paternal	maternal	5	5	14607	147227	chr7	102291447.0	+
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000002	102938519	maternal	paternal	5	7	147227	7159	chr7	102466622.0	+
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000002	132090516	paternal	maternal	33	5	125426	15286	chr7	131636215.0	+
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000002	132106058	maternal	paternal	5	6	15286	18810	chr7	131651766.0	+
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000002	142203111	paternal	maternal	40	6	175339	38174	chr7	141754913.0	+
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000002	142255528	maternal	paternal	6	22	38174	53367	chr7	141807362.0	+
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000006	63486857	paternal	maternal	7	11	9443	28399	chr18	16862914.0	-
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000006	63535893	maternal	paternal	11	29	28399	104151	chr18	16738503.0	-
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000006	74597356	paternal	maternal	121	5	439184	82065	chr18	5732461.0	-
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000006	74690885	maternal	paternal	5	5	82065	12068	chr18	5709000.0	-
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000006	76686382	paternal	maternal	10	6	20110	20228	chr18	3711393.0	-
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000010	21695264	paternal	maternal	5	5	39901	38195	chr8	124528695.0	-
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000010	21742833	maternal	paternal	5	6	38195	69366	chr8	124449944.0	-
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000010	100573177	paternal	maternal	29	14	130279	48564	chr8	45629768.0	-
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000010	100739084	paternal	maternal	11	5	67821	19222	chr8	45493185.0	-
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000010	101414980	paternal	maternal	29	6	42652	23519	chr8	44812900.0	-
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000012	20711226	paternal	maternal	58	5	39957	10599	chr22	25224545.0	+
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000012	34255145	maternal	paternal	5	28	80333	152370	chr22	38773225.0	+
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000015	28423239	paternal	maternal	12	7	159836	72139	chr20	37696629.0	-
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000017	87741464	paternal	maternal	30	5	43240	73632	chr11	47096889.0	-
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000017	87827277	maternal	paternal	5	20	73632	245351	chr11	46838345.0	-
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000017	101951885	paternal	maternal	19	6	32643	132377	chr11	32771662.0	-
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000017	133888497	maternal	paternal	7	176	49169	153089	chr11	688783.0	-
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000018	12168006	paternal	maternal	59	5	54456	22876	chr16	12039287.0	+
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000018	12197386	maternal	paternal	5	217	22876	289839	chr16	12068647.0	+
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000018	13791812	paternal	maternal	208	5	108240	17151	chr16	13661992.0	+
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000018	13813223	maternal	paternal	5	8	17151	90132	chr16	13683389.0	+
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000018	33175017	paternal	maternal	61	17	655894	144730	chr16	33032061.0	+
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000021	8862452	maternal	paternal	19	10	281548	112215	chr19	52678540.0	-
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000021	10634745	paternal	maternal	81	5	89683	47348	chr19	50968261.0	-
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000021	10683210	maternal	paternal	5	8	47348	21696	chr19	50945410.0	-
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000021	44040980	paternal	maternal	15	5	13394	20961	chr19	17532650.0	-
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000021	44075475	maternal	paternal	5	6	20961	13450	chr19	17505621.0	-
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000021	50885186	maternal	paternal	5	5	6750	11007	chr19	10686981.0	-
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000024	44494467	maternal	paternal	5	5	3546	16456	chr16	51729564.0	-
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000024	55878251	paternal	maternal	66	6	357263	34013	chr16	40299440.0	-
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000024	55953254	maternal	paternal	6	8	34013	16371	chr16	40241935.0	-
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000028	149880	paternal	maternal	6	7	12990	12544	chr8	44901225.0	+
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype1-0000051	35503	maternal	paternal	6	8	7323	37923	chr21	86609.0	-
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype2-0000069	36226599	maternal	paternal	7	28	83936	101641	chr2	206357794.0	-
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype2-0000069	64848867	maternal	paternal	5	17	48475	74372	chr2	177762930.0	-
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype2-0000069	71326263	paternal	maternal	27	6	112170	36640	chr2	171323297.0	-
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype2-0000069	72406771	paternal	maternal	45	5	81279	7213	chr2	170272221.0	-
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype2-0000069	72416506	maternal	paternal	5	91	7213	228997	chr2	170040703.0	-
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype2-0000069	165338163	maternal	paternal	5	111	33740	244510	chr2	77103973.0	-
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype2-0000069	195108867	maternal	paternal	5	67	29390	38128	chr2	47539792.0	-
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype2-0000069	214867513	paternal	maternal	73	5	79373	27337	chr2	27792030.0	-
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype2-0000069	214901709	maternal	paternal	5	20	27337	127341	chr2	27657831.0	-
T2T04	verkko_pofo	haplotype2	T2T04#2#haplotype2-0000070	5289998	paternal	maternal	30	6	158309	60875	chr17	6072946.0	+
