sample	method	haplotype	contig	switch_position	from_type	to_type	from_kmer_count	to_kmer_count	from_block_length	to_block_length	chr	ref_position	strand
T2T04	verkko_trio	haplotype1	mat-0000008	123544	maternal	paternal	9	13	5977	29744	chr17	26294650.0	+
T2T04	verkko_trio	haplotype1	mat-0000008	239896	maternal	paternal	6	14	28552	40330	chr17	26410050.0	+
T2T04	verkko_trio	haplotype1	mat-0000008	315754	paternal	maternal	14	1352	40330	1634927	chr17	26485288.0	+
T2T04	verkko_trio	haplotype1	mat-0000008	11557608	maternal	paternal	31	5	44960	9814	chr17	37635194.0	+
T2T04	verkko_trio	haplotype1	mat-0000008	48285091	maternal	paternal	78	5	46220	35284	chr17	74062279.0	+
T2T04	verkko_trio	haplotype1	mat-0000009	69482366	maternal	paternal	96	6	179447	28585	chr10	70041877.0	+
T2T04	verkko_trio	haplotype1	mat-0000009	69522391	paternal	maternal	6	30	28585	34733	chr10	70081930.0	+
T2T04	verkko_trio	haplotype1	mat-0000009	115196099	paternal	maternal	5	476	60180	872995	chr10	115788069.0	+
T2T04	verkko_trio	haplotype1	mat-0000011	3099420	paternal	maternal	8	10	35119	38566	chr14	97941070.0	-
T2T04	verkko_trio	haplotype1	mat-0000011	32110871	maternal	paternal	88	5	131077	61686	chr14	68989635.0	-
T2T04	verkko_trio	haplotype1	mat-0000011	89537374	maternal	paternal	41	44	428106	36574	chr14	11752605.0	-
T2T04	verkko_trio	haplotype1	mat-0000011	89651005	paternal	maternal	34	7	56078	50918	chr14	11624996.0	-
T2T04	verkko_trio	haplotype1	mat-0000011	89886376	maternal	paternal	7	11	6411	38325	chr14	11402856.0	-
T2T04	verkko_trio	haplotype1	mat-0000011	90203929	paternal	maternal	19	8	63439	81561	chr14	11043100.0	-
T2T04	verkko_trio	haplotype1	mat-0000011	90291723	maternal	paternal	8	14	81561	29428	chr14	11007541.0	-
T2T04	verkko_trio	haplotype1	mat-0000011	90489470	maternal	paternal	6	21	43853	57363	chr14	10782506.0	-
T2T04	verkko_trio	haplotype1	mat-0000012	58838910	paternal	maternal	6	8	63781	166683	chr18	21479450.0	-
T2T04	verkko_trio	haplotype1	mat-0000012	60225006	maternal	paternal	46	7	810008	4941	chr18	20252697.0	-
T2T04	verkko_trio	haplotype1	mat-0000012	60249970	paternal	maternal	7	87	4941	886045	chr18	19344853.0	-
T2T04	verkko_trio	haplotype1	mat-0000012	61151362	maternal	paternal	87	7	886045	32171	chr18	19297242.0	-
T2T04	verkko_trio	haplotype1	mat-0000012	61402937	maternal	paternal	30	6	33545	88531	chr18	18988703.0	-
T2T04	verkko_trio	haplotype1	mat-0000012	62573724	maternal	paternal	15	8	172110	68507	chr18	17835685.0	-
T2T04	verkko_trio	haplotype1	mat-0000012	62718711	paternal	maternal	5	26	6648	268474	chr18	17490055.0	-
T2T04	verkko_trio	haplotype1	mat-0000012	63311132	maternal	paternal	12	6	194067	648	chr18	17164824.0	-
T2T04	verkko_trio	haplotype1	mat-0000012	63673986	maternal	paternal	16	25	162927	33413	chr18	16768430.0	-
T2T04	verkko_trio	haplotype1	mat-0000012	63757281	paternal	maternal	8	79	16886	910417	chr18	15806249.0	-
T2T04	verkko_trio	haplotype1	mat-0000013	34109432	paternal	maternal	12	34	16448	150740	chr21	10839981.0	-
T2T04	verkko_trio	haplotype1	mat-0000013	34610241	paternal	maternal	10	8	42821	56949	chr21	10433112.0	-
T2T04	verkko_trio	haplotype1	mat-0000013	34678284	maternal	paternal	8	9	56949	4987	chr21	10417037.0	-
T2T04	verkko_trio	haplotype1	mat-0000013	34709435	paternal	maternal	9	204	4987	341531	chr21	10049476.0	-
T2T04	verkko_trio	haplotype1	mat-0000014	36420288	maternal	paternal	121	5	64680	18471	chr6	36291011.0	+
T2T04	verkko_trio	haplotype1	mat-0000014	36444956	paternal	maternal	5	6	18471	70615	chr6	36315677.0	+
T2T04	verkko_trio	haplotype1	mat-0000015	513921	maternal	paternal	12	5	145439	37816	chr17	507946.0	+
T2T04	verkko_trio	haplotype1	mat-0000015	24193229	maternal	paternal	923	11	1027852	150362	chr17	24208852.0	+
T2T04	verkko_trio	haplotype1	mat-0000015	24788616	maternal	paternal	7	10	21948	27205	chr17	24804782.0	+
T2T04	verkko_trio	haplotype1	mat-0000016	86431664	maternal	paternal	455	6	401743	13301	chr9	47236564.0	-
T2T04	verkko_trio	haplotype1	mat-0000016	86449711	paternal	maternal	6	10	13301	26413	chr9	47205419.0	-
T2T04	verkko_trio	haplotype1	mat-0000016	86632156	maternal	paternal	6	5	5884	7718	chr9	47041739.0	-
T2T04	verkko_trio	haplotype1	mat-0000016	86640247	paternal	maternal	5	7	7718	19821	chr9	47021554.0	-
T2T04	verkko_trio	haplotype1	mat-0000016	87068323	maternal	paternal	5	5	17638	3282	chr9	46610194.0	-
T2T04	verkko_trio	haplotype1	mat-0000016	87072398	paternal	maternal	5	96	3282	152208	chr9	46457259.0	-
T2T04	verkko_trio	haplotype1	mat-0000020	510919	maternal	paternal	5	5	5568	7539	chr20	28374739.0	-
T2T04	verkko_trio	haplotype1	mat-0000020	963607	maternal	paternal	6	5	16394	18884	chr20	27910206.0	-
T2T04	verkko_trio	haplotype1	mat-0000021	945048	maternal	paternal	24	5	138508	32140	chr15	98750071.0	-
T2T04	verkko_trio	haplotype1	mat-0000021	981608	paternal	maternal	5	20	32140	13181	chr15	98732471.0	-
T2T04	verkko_trio	haplotype1	mat-0000021	29775795	maternal	paternal	7	9	90021	104133	chr15	69849144.0	-
T2T04	verkko_trio	haplotype1	mat-0000021	29884632	paternal	maternal	9	12	104133	107415	chr15	69737032.0	-
T2T04	verkko_trio	haplotype1	mat-0000021	46542996	paternal	maternal	5	19	34324	273676	chr15	52913463.0	-
T2T04	verkko_trio	haplotype1	mat-0000021	87222218	maternal	paternal	515	6	243117	3858	chr15	12506594.0	-
T2T04	verkko_trio	haplotype1	mat-0000021	87226635	paternal	maternal	6	569	3858	474127	chr15	12031938.0	-
T2T04	verkko_trio	haplotype1	mat-0000021	91955888	maternal	paternal	5	6	9920	8956	chr15	7768123.0	-
T2T04	verkko_trio	haplotype1	mat-0000021	92200296	paternal	maternal	5	9	15534	42651	chr15	7490038.0	-
T2T04	verkko_trio	haplotype1	mat-0000022	6062106	paternal	maternal	5	52	106641	158480	chr1	2070433.0	+
T2T04	verkko_trio	haplotype1	mat-0000022	24721533	paternal	maternal	6	12	128805	93925	chr1	20872112.0	+
T2T04	verkko_trio	haplotype1	mat-0000022	29074809	paternal	maternal	5	5	40370	37219	chr1	25258576.0	+
T2T04	verkko_trio	haplotype1	mat-0000022	36014800	maternal	paternal	15	5	204692	26282	chr1	32251475.0	+
T2T04	verkko_trio	haplotype1	mat-0000022	39234750	maternal	paternal	30	5	156656	122155	chr1	35495972.0	+
T2T04	verkko_trio	haplotype1	mat-0000022	92820660	maternal	paternal	15	7	191510	20422	chr1	89490399.0	+
T2T04	verkko_trio	haplotype1	mat-0000022	92843583	paternal	maternal	7	137	20422	373278	chr1	89513497.0	+
T2T04	verkko_trio	haplotype1	mat-0000022	131853000	maternal	paternal	1296	12	2033457	38855	chr1	128820306.0	+
T2T04	verkko_trio	haplotype1	mat-0000022	131908283	paternal	maternal	12	980	38855	1442336	chr1	128876010.0	+
T2T04	verkko_trio	haplotype1	mat-0000022	134231591	paternal	maternal	5	1033	9728	1447003	chr1	131217030.0	+
T2T04	verkko_trio	haplotype1	mat-0000022	139790354	paternal	maternal	6	142	1107	463644	chr1	136818171.0	+
T2T04	verkko_trio	haplotype1	mat-0000024	96729190	paternal	maternal	15	12	24091	21841	chr13	17107567.0	-
T2T04	verkko_trio	haplotype1	mat-0000024	96917797	paternal	maternal	8	5	14818	19881	chr13	16922175.0	-
T2T04	verkko_trio	haplotype1	mat-0000024	97535864	maternal	paternal	17	6	61787	27976	chr13	16300226.0	-
T2T04	verkko_trio	haplotype1	mat-0000025	8369076	maternal	paternal	454	5	500081	6312	chr5	173634782.0	-
T2T04	verkko_trio	haplotype1	mat-0000025	134033056	maternal	paternal	5	11	5264	44617	chr5	47894167.0	-
T2T04	verkko_trio	haplotype1	mat-0000025	134078599	paternal	maternal	11	33	44617	107028	chr5	47786180.0	-
T2T04	verkko_trio	haplotype1	mat-0000025	134193458	maternal	paternal	33	5	107028	7380	chr5	47770965.0	-
T2T04	verkko_trio	haplotype1	mat-0000025	134802167	maternal	paternal	63	11	32278	41557	chr5	47127883.0	-
T2T04	verkko_trio	haplotype1	mat-0000025	134844650	paternal	maternal	11	30	41557	104310	chr5	47022614.0	-
T2T04	verkko_trio	haplotype1	mat-0000025	135664411	paternal	maternal	6	5	29790	53646	chr5	46253283.0	-
T2T04	verkko_trio	haplotype1	mat-0000025	135719747	maternal	paternal	5	7	53646	61441	chr5	46190133.0	-
T2T04	verkko_trio	haplotype1	mat-0000025	136440291	maternal	paternal	127	13	392886	61260	chr5	45469550.0	-
T2T04	verkko_trio	haplotype1	mat-0000025	136514553	paternal	maternal	13	513	61260	2716997	chr5	42738719.0	-
T2T04	verkko_trio	haplotype1	mat-0000027	2290539	paternal	maternal	12	6	13207	77622	chr16	16142394.0	-
T2T04	verkko_trio	haplotype1	mat-0000029	75943827	maternal	paternal	7	5	310944	10014	chr12	57373357.0	-
T2T04	verkko_trio	haplotype1	mat-0000031	57113916	paternal	maternal	6	107	119569	261799	chr3	143940211.0	-
T2T04	verkko_trio	haplotype1	mat-0000031	105065440	paternal	maternal	7	16	2605	11227	chr3	96230253.0	-
T2T04	verkko_trio	haplotype1	mat-0000031	105150276	paternal	maternal	10	5	8198	51318	chr3	96105302.0	-
T2T04	verkko_trio	haplotype1	mat-0000031	105261691	paternal	maternal	14	16	18156	11227	chr3	96033965.0	-
T2T04	verkko_trio	haplotype1	mat-0000031	105488153	paternal	maternal	13	23	6063	255497	chr3	95563144.0	-
T2T04	verkko_trio	haplotype1	mat-0000031	106541543	maternal	paternal	261	10	757598	19257	chr3	94745840.0	-
T2T04	verkko_trio	haplotype1	mat-0000031	107501003	maternal	paternal	29	9	169247	14988	chr3	93790468.0	-
T2T04	verkko_trio	haplotype1	mat-0000031	109077809	paternal	maternal	13	14	149858	50623	chr3	92177723.0	-
T2T04	verkko_trio	haplotype1	mat-0000031	109144035	maternal	paternal	14	23	50623	39104	chr3	92123005.0	-
T2T04	verkko_trio	haplotype1	mat-0000031	109190450	paternal	maternal	23	14	39104	20028	chr3	92095661.0	-
T2T04	verkko_trio	haplotype1	mat-0000031	109440929	maternal	paternal	19	19	71597	17635	chr3	91847528.0	-
T2T04	verkko_trio	haplotype1	mat-0000031	109499284	paternal	maternal	7	9	6145	24808	chr3	91781988.0	-
T2T04	verkko_trio	haplotype1	mat-0000031	109626026	maternal	paternal	38	13	67302	11624	chr3	91668409.0	-
T2T04	verkko_trio	haplotype1	mat-0000031	191318957	maternal	paternal	32	6	33988	1768	chr3	9969911.0	-
T2T04	verkko_trio	haplotype1	mat-0000031	191327769	paternal	maternal	6	39	1768	122546	chr3	9840297.0	-
T2T04	verkko_trio	haplotype1	mat-0000032	27992891	maternal	paternal	171	5	176707	27057	chr19	33853638.0	-
T2T04	verkko_trio	haplotype1	mat-0000032	28070356	paternal	maternal	5	10	27057	195177	chr19	33607989.0	-
T2T04	verkko_trio	haplotype1	mat-0000032	40699093	maternal	paternal	54	5	154240	25191	chr19	21145986.0	-
T2T04	verkko_trio	haplotype1	mat-0000033	109736118	maternal	paternal	6	6	118779	198066	chr4	83678301.0	-
T2T04	verkko_trio	haplotype1	mat-0000033	109950618	paternal	maternal	6	145	198066	510626	chr4	83151190.0	-
T2T04	verkko_trio	haplotype1	mat-0000033	141092824	paternal	maternal	5	1172	2081	740402	chr4	51776180.0	-
T2T04	verkko_trio	haplotype1	mat-0000033	143361547	paternal	maternal	7	8	20656	48829	chr4	50198878.0	-
T2T04	verkko_trio	haplotype1	mat-0000033	143419037	maternal	paternal	8	9	48829	26899	chr4	50163314.0	-
T2T04	verkko_trio	haplotype1	mat-0000033	143628842	paternal	maternal	12	6	23950	3555	chr4	49976835.0	-
T2T04	verkko_trio	haplotype1	mat-0000033	143687215	maternal	paternal	6	5	3828	7162	chr4	49914849.0	-
T2T04	verkko_trio	haplotype1	mat-0000033	143701042	paternal	maternal	5	140	7162	416919	chr4	49491225.0	-
T2T04	verkko_trio	haplotype1	mat-0000036	44491767	maternal	paternal	54	5	181615	1893	chr16	51581544.0	-
T2T04	verkko_trio	haplotype1	mat-0000036	44550332	paternal	maternal	8	6	28399	3546	chr16	51521096.0	-
T2T04	verkko_trio	haplotype1	mat-0000036	44863529	maternal	paternal	34	14	116081	23531	chr16	51186641.0	-
T2T04	verkko_trio	haplotype1	mat-0000036	44991952	maternal	paternal	5	7	19411	18209	chr16	51063070.0	-
T2T04	verkko_trio	haplotype1	mat-0000036	45394893	maternal	paternal	7	6	38633	20228	chr16	50656563.0	-
T2T04	verkko_trio	haplotype1	mat-0000036	45417650	paternal	maternal	6	70	20228	344626	chr16	50308082.0	-
T2T04	verkko_trio	haplotype1	mat-0000036	52664112	maternal	paternal	70	6	238890	7457	chr16	43372393.0	-
T2T04	verkko_trio	haplotype1	mat-0000036	55040758	maternal	paternal	79	8	565379	7875	chr16	40986248.0	-
T2T04	verkko_trio	haplotype1	mat-0000036	55366045	paternal	maternal	17	10	58473	97521	chr16	40569729.0	-
T2T04	verkko_trio	haplotype2	pat-0000697	36226599	maternal	paternal	7	28	83936	101641	chr2	206357794.0	-
T2T04	verkko_trio	haplotype2	pat-0000697	64848867	maternal	paternal	5	17	48475	74372	chr2	177762930.0	-
T2T04	verkko_trio	haplotype2	pat-0000697	71326263	paternal	maternal	27	6	112170	36640	chr2	171323297.0	-
T2T04	verkko_trio	haplotype2	pat-0000697	72406771	paternal	maternal	45	5	81279	7213	chr2	170272221.0	-
T2T04	verkko_trio	haplotype2	pat-0000697	72416506	maternal	paternal	5	91	7213	228997	chr2	170040703.0	-
T2T04	verkko_trio	haplotype2	pat-0000697	165338153	maternal	paternal	5	111	33740	244510	chr2	77103983.0	-
T2T04	verkko_trio	haplotype2	pat-0000697	195108857	maternal	paternal	5	67	29390	38128	chr2	47539802.0	-
T2T04	verkko_trio	haplotype2	pat-0000697	214867503	paternal	maternal	73	5	79373	27337	chr2	27792040.0	-
T2T04	verkko_trio	haplotype2	pat-0000697	214901699	maternal	paternal	5	20	27337	127341	chr2	27657841.0	-
T2T04	verkko_trio	haplotype2	pat-0000698	5289998	paternal	maternal	30	6	158309	60875	chr17	6072946.0	+
T2T04	verkko_trio	haplotype2	pat-0000698	9249376	paternal	maternal	34	5	17313	8555	chr17	10032742.0	+
T2T04	verkko_trio	haplotype2	pat-0000698	9260079	maternal	paternal	5	8	8555	53836	chr17	10043446.0	+
T2T04	verkko_trio	haplotype2	pat-0000698	17190633	paternal	maternal	67	7	153360	37706	chr17	17974838.0	+
T2T04	verkko_trio	haplotype2	pat-0000698	17232018	maternal	paternal	7	29	37706	238698	chr17	18016227.0	+
T2T04	verkko_trio	haplotype2	pat-0000698	29711020	maternal	paternal	6	23	37603	85197	chr17	30496547.0	+
T2T04	verkko_trio	haplotype2	pat-0000698	31550582	maternal	paternal	5	173	100932	225331	chr17	32336303.0	+
T2T04	verkko_trio	haplotype2	pat-0000698	43757609	paternal	maternal	10	6	8658	114895	chr17	44544620.0	+
T2T04	verkko_trio	haplotype2	pat-0000698	51231067	paternal	maternal	8	5	96119	21735	chr17	52018867.0	+
T2T04	verkko_trio	haplotype2	pat-0000698	62290284	paternal	maternal	27	7	43480	87912	chr17	63079252.0	+
T2T04	verkko_trio	haplotype2	pat-0000698	71748144	paternal	maternal	60	8	82334	398463	chr17	72538111.0	+
T2T04	verkko_trio	haplotype2	pat-0000698	74506563	maternal	paternal	7	71	24756	115561	chr17	75296821.0	+
T2T04	verkko_trio	haplotype2	pat-0000698	75605029	paternal	maternal	106	5	317679	28352	chr17	76395403.0	+
T2T04	verkko_trio	haplotype2	pat-0000698	75644124	maternal	paternal	5	102	28352	97476	chr17	76434502.0	+
T2T04	verkko_trio	haplotype2	pat-0000698	82299380	paternal	maternal	84	8	162087	40885	chr17	83090461.0	+
T2T04	verkko_trio	haplotype2	pat-0000698	82350182	maternal	paternal	8	15	40885	49444	chr17	83141269.0	+
T2T04	verkko_trio	haplotype2	pat-0000699	3075156	paternal	maternal	33	6	162863	28070	chr15	6478575.0	+
T2T04	verkko_trio	haplotype2	pat-0000699	3626903	paternal	maternal	64	5	408473	34490	chr15	7030384.0	+
T2T04	verkko_trio	haplotype2	pat-0000699	12395898	paternal	maternal	6	6	1928	25075	chr15	15800357.0	+
T2T04	verkko_trio	haplotype2	pat-0000699	12772259	maternal	paternal	5	9	11539	89789	chr15	16176760.0	+
T2T04	verkko_trio	haplotype2	pat-0000699	17378054	maternal	paternal	5	7	53049	111500	chr15	20783069.0	+
T2T04	verkko_trio	haplotype2	pat-0000699	39003046	maternal	paternal	6	22	70032	198894	chr15	42410474.0	+
T2T04	verkko_trio	haplotype2	pat-0000700	19624917	maternal	paternal	5	30	85419	153048	chr10	114827833.0	-
T2T04	verkko_trio	haplotype2	pat-0000700	36069899	paternal	maternal	15	5	20036	17797	chr10	98535573.0	-
T2T04	verkko_trio	haplotype2	pat-0000700	39287862	maternal	paternal	6	5	54071	30182	chr10	95308685.0	-
T2T04	verkko_trio	haplotype2	pat-0000700	39343087	paternal	maternal	5	5	30182	86083	chr10	95197679.0	-
T2T04	verkko_trio	haplotype2	pat-0000700	39434989	maternal	paternal	5	150	86083	306754	chr10	94885440.0	-
T2T04	verkko_trio	haplotype2	pat-0000702	16048098	maternal	paternal	5	7	80004	21199	chr14	84933249.0	-
T2T04	verkko_trio	haplotype2	pat-0000702	43044897	maternal	paternal	12	12	98501	42143	chr14	57920690.0	-
T2T04	verkko_trio	haplotype2	pat-0000702	90211966	maternal	paternal	12	15	60587	66460	chr14	10738358.0	-
T2T04	verkko_trio	haplotype2	pat-0000703	63486857	paternal	maternal	7	11	9443	28399	chr18	16862914.0	-
T2T04	verkko_trio	haplotype2	pat-0000703	63535893	maternal	paternal	11	29	28399	104151	chr18	16738503.0	-
T2T04	verkko_trio	haplotype2	pat-0000703	74597356	paternal	maternal	121	5	439184	82065	chr18	5732461.0	-
T2T04	verkko_trio	haplotype2	pat-0000703	74690885	maternal	paternal	5	5	82065	12068	chr18	5709000.0	-
T2T04	verkko_trio	haplotype2	pat-0000703	76686382	paternal	maternal	10	6	20110	20228	chr18	3711393.0	-
T2T04	verkko_trio	haplotype2	pat-0000704	44168448	maternal	paternal	8	40	124576	328856	chr7	43764456.0	+
T2T04	verkko_trio	haplotype2	pat-0000704	61802001	maternal	paternal	5	8	8136	4407	chr7	61438843.0	+
T2T04	verkko_trio	haplotype2	pat-0000704	74261266	paternal	maternal	21	5	213497	9207	chr7	73926960.0	+
T2T04	verkko_trio	haplotype2	pat-0000704	99225447	paternal	maternal	23	5	38215	7018	chr7	98948950.0	+
T2T04	verkko_trio	haplotype2	pat-0000704	99267774	maternal	paternal	5	5	7018	8613	chr7	98991375.0	+
T2T04	verkko_trio	haplotype2	pat-0000704	102249708	paternal	maternal	5	5	14607	147227	chr7	101980215.0	+
T2T04	verkko_trio	haplotype2	pat-0000704	102424777	maternal	paternal	5	7	147227	7159	chr7	102155689.0	+
T2T04	verkko_trio	haplotype2	pat-0000704	131597603	paternal	maternal	33	5	125426	15286	chr7	131396070.0	+
T2T04	verkko_trio	haplotype2	pat-0000704	131613145	maternal	paternal	5	6	15286	18810	chr7	131411648.0	+
T2T04	verkko_trio	haplotype2	pat-0000704	141710198	paternal	maternal	40	6	175339	38174	chr7	141532083.0	+
T2T04	verkko_trio	haplotype2	pat-0000704	141762615	maternal	paternal	6	22	38174	53367	chr7	141584621.0	+
T2T04	verkko_trio	haplotype2	pat-0000706	13554711	paternal	maternal	31	5	66630	21359	chr9	29399894.0	+
T2T04	verkko_trio	haplotype2	pat-0000706	13606604	maternal	paternal	5	125	21359	119942	chr9	29451751.0	+
T2T04	verkko_trio	haplotype2	pat-0000706	26159870	paternal	maternal	13	7	231272	35873	chr9	41996273.0	+
T2T04	verkko_trio	haplotype2	pat-0000706	26201438	maternal	paternal	7	59	35873	30098	chr9	42037812.0	+
T2T04	verkko_trio	haplotype2	pat-0000706	34469129	maternal	paternal	6	12	68243	115937	chr9	50299744.0	+
T2T04	verkko_trio	haplotype2	pat-0000706	44773801	paternal	maternal	9	5	119672	41691	chr9	60597237.0	+
T2T04	verkko_trio	haplotype2	pat-0000706	73811063	maternal	paternal	5	11	61639	41973	chr9	89614272.0	+
T2T04	verkko_trio	haplotype2	pat-0000706	88191604	paternal	maternal	60	5	65750	81443	chr9	103984796.0	+
T2T04	verkko_trio	haplotype2	pat-0000706	88273186	maternal	paternal	5	209	81443	221999	chr9	104066321.0	+
T2T04	verkko_trio	haplotype2	pat-0000706	125245460	paternal	maternal	5	9	79721	11530	chr9	141012840.0	+
T2T04	verkko_trio	haplotype2	pat-0000707	8280698	paternal	maternal	80	6	131793	257273	chr6	7644436.0	+
T2T04	verkko_trio	haplotype2	pat-0000707	8549611	maternal	paternal	6	36	257273	289578	chr6	7913389.0	+
T2T04	verkko_trio	haplotype2	pat-0000707	33379000	maternal	paternal	9	40	44808	62526	chr6	32746431.0	+
T2T04	verkko_trio	haplotype2	pat-0000707	38107420	paternal	maternal	5	5	4587	64474	chr6	37475547.0	+
T2T04	verkko_trio	haplotype2	pat-0000707	38180458	maternal	paternal	5	132	64474	121926	chr6	37548596.0	+
T2T04	verkko_trio	haplotype2	pat-0000707	42913655	paternal	maternal	84	5	196871	36938	chr6	42282489.0	+
T2T04	verkko_trio	haplotype2	pat-0000707	131413466	paternal	maternal	144	5	339639	72771	chr6	130795323.0	+
T2T04	verkko_trio	haplotype2	pat-0000707	131489752	maternal	paternal	5	15	72771	73554	chr6	130871620.0	+
T2T04	verkko_trio	haplotype2	pat-0000708	72965219	maternal	paternal	5	33	18400	195111	chr3	127050602.0	-
T2T04	verkko_trio	haplotype2	pat-0000708	75583843	paternal	maternal	39	5	30918	72263	chr3	124555117.0	-
T2T04	verkko_trio	haplotype2	pat-0000708	75780577	maternal	paternal	5	222	72263	139418	chr3	124291259.0	-
T2T04	verkko_trio	haplotype2	pat-0000708	93854253	paternal	maternal	472	5	725176	4792	chr3	106354302.0	-
T2T04	verkko_trio	haplotype2	pat-0000708	93859124	maternal	paternal	5	541	4792	407604	chr3	105946666.0	-
T2T04	verkko_trio	haplotype2	pat-0000708	151070653	maternal	paternal	5	5	3413	64731	chr3	49084644.0	-
T2T04	verkko_trio	haplotype2	pat-0000708	184861404	maternal	paternal	5	5	17861	14392	chr3	15348168.0	-
T2T04	verkko_trio	haplotype2	pat-0000712	17959923	paternal	maternal	58	5	39957	10599	chr22	25224545.0	+
T2T04	verkko_trio	haplotype2	pat-0000712	31503831	maternal	paternal	5	28	80333	152370	chr22	38773214.0	+
T2T04	verkko_trio	haplotype2	pat-0000715	42089844	paternal	maternal	8	7	114812	39990	chr5	140285875.0	-
T2T04	verkko_trio	haplotype2	pat-0000716	12168006	paternal	maternal	59	5	54456	22876	chr16	12143064.0	+
T2T04	verkko_trio	haplotype2	pat-0000716	12197386	maternal	paternal	5	217	22876	289839	chr16	12172445.0	+
T2T04	verkko_trio	haplotype2	pat-0000716	13791812	paternal	maternal	208	5	108240	17151	chr16	13766912.0	+
T2T04	verkko_trio	haplotype2	pat-0000716	13813223	maternal	paternal	5	8	17151	90132	chr16	13788324.0	+
T2T04	verkko_trio	haplotype2	pat-0000717	29544483	paternal	maternal	5	5	49490	213681	chr1	25239849.0	+
T2T04	verkko_trio	haplotype2	pat-0000717	29782995	maternal	paternal	5	87	213681	260472	chr1	25480747.0	+
T2T04	verkko_trio	haplotype2	pat-0000717	45973522	paternal	maternal	9	7	64431	108032	chr1	41833259.0	+
T2T04	verkko_trio	haplotype2	pat-0000717	93415006	paternal	maternal	7	6	83511	6651	chr1	89749392.0	+
T2T04	verkko_trio	haplotype2	pat-0000717	93445048	maternal	paternal	6	64	6651	122940	chr1	89779735.0	+
T2T04	verkko_trio	haplotype2	pat-0000717	93715766	paternal	maternal	58	8	94978	86274	chr1	90053161.0	+
T2T04	verkko_trio	haplotype2	pat-0000717	93840177	maternal	paternal	8	14	86274	222052	chr1	90178817.0	+
T2T04	verkko_trio	haplotype2	pat-0000717	144974218	paternal	maternal	3455	5	5065743	6141	chr1	141824451.0	+
T2T04	verkko_trio	haplotype2	pat-0000717	144983132	maternal	paternal	5	169	6141	340441	chr1	141833454.0	+
T2T04	verkko_trio	haplotype2	pat-0000717	157718060	maternal	paternal	5	6	79676	58511	chr1	154695794.0	+
T2T04	verkko_trio	haplotype2	pat-0000717	183332106	paternal	maternal	6	6	1975	71506	chr1	180566107.0	+
