sample	method	haplotype	contig	switch_position	from_type	to_type	from_kmer_count	to_kmer_count	from_block_length	to_block_length	chr	ref_position	strand
T2T00	hifiasm_trio	haplotype1	h1tg000005l	8330513	paternal	maternal	11	17	4831	27977	chr9	46297591.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000006l	15009309	paternal	maternal	7	9	44215	19405	chr6	13973918.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000006l	35830172	paternal	maternal	71	5	80694	16049	chr6	34845597.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000006l	41684415	paternal	maternal	17	5	47513	956	chr6	40714129.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000006l	41688206	maternal	paternal	5	5	956	64789	chr6	40717929.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000006l	57130942	paternal	maternal	6	28	33765	167630	chr6	56198355.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000006l	68314681	paternal	maternal	5	49	54711	236464	chr6	67409389.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000006l	108360232	maternal	paternal	6	6	44441	19305	chr6	107552677.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000006l	115680298	maternal	paternal	20	5	19407	12910	chr6	114890609.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000006l	125734639	paternal	maternal	5	130	30175	112471	chr6	124969489.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000006l	127749764	maternal	paternal	73	5	150695	8712	chr6	126989532.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000006l	140296262	paternal	maternal	5	184	41089	98063	chr6	139566651.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000006l	140609352	maternal	paternal	13	5	179014	98528	chr6	139880505.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000006l	165539684	maternal	paternal	170	6	159953	35926	chr6	164871683.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000007l	8050378	maternal	paternal	50	5	202715	47236	chr3	193247878.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000007l	8140615	paternal	maternal	5	10	47236	90250	chr3	193114505.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000007l	10322532	paternal	maternal	8	162	28827	254598	chr3	190766103.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000007l	31490072	maternal	paternal	6	5	71599	16350	chr3	169817740.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000007l	31533562	paternal	maternal	5	7	16350	34923	chr3	169755620.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000007l	65126275	paternal	maternal	5	8	10837	116938	chr3	136050208.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000008l	20338173	paternal	maternal	53	14	173171	8617	chr4	31032395.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000008l	20351394	maternal	paternal	14	80	8617	133854	chr4	31045608.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000008l	30804643	paternal	maternal	5	11	28033	33342	chr4	41492127.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000008l	41750656	maternal	paternal	20	5	31974	452	chr4	52431092.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000008l	41753428	paternal	maternal	5	14	452	27096	chr4	52433862.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000008l	42661601	maternal	paternal	24	17	73245	58667	chr4	53341451.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000008l	42768555	paternal	maternal	17	24	58667	64910	chr4	53448336.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000008l	48620164	paternal	maternal	6	33	14272	42344	chr4	59296178.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000008l	50875116	maternal	paternal	6	6	30271	1889	chr4	61549678.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000008l	50894797	paternal	maternal	6	5	1889	35191	chr4	61569346.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000008l	59234673	maternal	paternal	254	5	189305	6174	chr4	69903853.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000008l	59241598	paternal	maternal	5	334	6174	178174	chr4	69910773.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000008l	75984313	paternal	maternal	5	9	56829	78044	chr4	86642709.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000008l	80862559	paternal	maternal	5	8	58932	75797	chr4	91517814.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000008l	136142530	maternal	paternal	54	8	142396	86935	chr4	146762195.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000008l	136259819	paternal	maternal	8	999	86935	478322	chr4	146879408.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000008l	145331093	paternal	maternal	7	14	92570	47165	chr4	155944842.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000010l	15223828	maternal	paternal	5	5	11036	36807	chr8	102675469.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000010l	15265307	paternal	maternal	5	24	36807	26507	chr8	102716953.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000011l	11412000	maternal	paternal	8	5	52390	30198	chr5	80137035.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000011l	60415079	maternal	paternal	10	5	125255	137293	chr5	129103800.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000011l	81538528	maternal	paternal	20	150	27337	95352	chr5	150211595.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000011l	81651810	paternal	maternal	150	53	95352	54649	chr5	150324793.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000011l	88976443	maternal	paternal	65	5	48624	39907	chr5	157643998.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000011l	97617169	maternal	paternal	8	7	66258	79790	chr5	166278321.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000011l	112476471	paternal	maternal	6	46	14820	37698	chr5	181126611.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000012l	3781298	maternal	paternal	7	5	64175	36718	chr15	72771560.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000012l	3989861	maternal	paternal	6	5	54494	13559	chr15	72586249.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000012l	34138356	maternal	paternal	85	5	45760	16574	chr15	42449776.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000012l	35287691	maternal	paternal	6	14	25448	13497	chr15	41304090.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000012l	49096078	paternal	maternal	7	5	29883	44838	chr15	27471265.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000013l	13761246	maternal	paternal	5	5	331482	8735	chr10	119226313.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000013l	28166462	maternal	paternal	33	6	14067	70572	chr10	104760035.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000013l	33054410	paternal	maternal	8	5	200677	48326	chr10	99894594.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000013l	34776736	maternal	paternal	11	5	55821	14977	chr10	98205707.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000014l	17774174	maternal	paternal	24	5	165594	22741	chr2	17763136.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000014l	17798963	paternal	maternal	5	16	22741	69317	chr2	17787931.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000014l	25047857	maternal	paternal	17	5	49598	13962	chr2	25038496.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000014l	25063359	paternal	maternal	5	6	13962	9779	chr2	25054002.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000014l	25741867	maternal	paternal	9	5	7484	18281	chr2	25732666.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000014l	25777465	paternal	maternal	5	5	18281	56966	chr2	25768272.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000014l	33303608	maternal	paternal	231	5	211091	21296	chr2	33296150.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000014l	74065638	paternal	maternal	5	64	73013	109509	chr2	74067577.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000014l	97249284	maternal	paternal	5	5	46359	40617	chr2	97256568.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000015l	2566486	maternal	paternal	8	6	25329	27159	chr20	2583383.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000015l	12873893	paternal	maternal	5	65	5969	108182	chr20	12891711.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000015l	30451567	maternal	paternal	48	6	374756	7322	chr20	30470956.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000015l	30495746	paternal	maternal	6	8	7322	71663	chr20	30515139.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000016l	16020065	paternal	maternal	5	5	63703	265959	chr7	15949648.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000017l	27051421	maternal	paternal	11	7	144215	122268	chr11	90274966.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000017l	27181073	paternal	maternal	7	9	122268	222387	chr11	90045104.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000017l	39267961	paternal	maternal	5	6	30878	47886	chr11	78127991.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000017l	53803678	maternal	paternal	6	6	18993	38511	chr11	63595885.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000017l	57592395	maternal	paternal	6	5	47109	42746	chr11	59801428.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000017l	57659717	paternal	maternal	5	21	42746	107623	chr11	59669177.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000017l	67201011	maternal	paternal	72	5	53678	1708	chr11	50230054.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000018l	3125880	maternal	paternal	432	6	470757	64710	chr21	40565220.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000018l	3191130	paternal	maternal	6	51	64710	94314	chr21	40470383.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000019l	11032597	paternal	maternal	5	10	51953	12452	chr7	55946071.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000019l	22945926	paternal	maternal	7	5	38825	36580	chr7	44005341.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000020l	1647923	maternal	paternal	181	5	122843	48059	chr9	100559633.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000020l	35041899	maternal	paternal	61	42	188643	81955	chr9	133950875.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000020l	35126581	paternal	maternal	42	44	81955	34689	chr9	134035550.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000020l	36485693	paternal	maternal	5	21	17511	180632	chr9	135394551.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000021l	4676658	maternal	paternal	7	6	101217	33257	chr17	65501704.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000021l	9003088	paternal	maternal	5	6	27956	128894	chr17	69822253.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000021l	16878382	maternal	paternal	9	7	41391	58806	chr17	77686844.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000021l	16971298	paternal	maternal	7	71	58806	50266	chr17	77779634.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000022l	36153528	maternal	paternal	9	5	5903	13838	chrX	118262458.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000022l	44650173	maternal	paternal	10	5	151044	57164	chrX	109729757.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000022l	46915804	maternal	paternal	13	5	155481	14779	chrX	107508404.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000022l	113724577	maternal	paternal	94	6	85581	26578	chrX	40744720.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000023l	15346	maternal	paternal	33	91	12219	497744	chr1	132048810.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000023l	3779616	paternal	maternal	114	21	211677	30412	chr1	128731876.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000023l	3835923	maternal	paternal	6	263	12229	295226	chr1	128408807.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000023l	4134965	paternal	maternal	263	14	295226	27762	chr1	128377038.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000023l	4236525	maternal	paternal	30	52	63241	76312	chr1	128226017.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000023l	4319271	paternal	maternal	52	18	76312	49356	chr1	128169889.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000023l	4370144	maternal	paternal	18	45	49356	70362	chr1	128097574.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000023l	4698562	paternal	maternal	120	16	130796	13850	chr1	127824019.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000023l	4718328	maternal	paternal	16	19	13850	60815	chr1	127756883.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000023l	4805036	maternal	paternal	8	291	4840	153122	chr1	127576782.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000023l	8016481	paternal	maternal	241	6	166360	2925	chr1	124496967.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000023l	8738816	paternal	maternal	72	6	43100	5258	chr1	123767904.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000024l	1226477	paternal	maternal	5	10	70311	103599	chr7	68847611.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000024l	1384656	paternal	maternal	5	7	22065	29601	chr7	69005828.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000024l	28357608	paternal	maternal	10	6	133895	119862	chr7	95985314.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000024l	32917644	maternal	paternal	11	5	98342	4406	chr7	100546455.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000024l	59509801	maternal	paternal	424	5	518162	27255	chr7	127145054.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000024l	62774229	maternal	paternal	14	5	24319	7333	chr7	130410273.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000024l	62781545	paternal	maternal	5	6	7333	21734	chr7	130417590.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000024l	62958965	paternal	maternal	5	8	30418	135090	chr7	130595053.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000024l	79228173	paternal	maternal	168	6	256247	25863	chr7	146868203.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000024l	79268073	maternal	paternal	6	5	25863	4334	chr7	146908112.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000024l	81700537	paternal	maternal	98	5	148774	14757	chr7	149341166.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000024l	81781419	maternal	paternal	5	25	14757	73314	chr7	149422067.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000025l	28488709	maternal	paternal	5	80	8353	71306	chr1	62198420.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000025l	40332300	paternal	maternal	122	5	205934	2808	chr1	74047211.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000025l	40337186	maternal	paternal	5	33	2808	85077	chr1	74052099.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000025l	74399461	maternal	paternal	134	5	260151	52720	chr1	108129331.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000025l	74456174	paternal	maternal	5	52	52720	30886	chr1	108186069.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000025l	79039589	maternal	paternal	21	6	9375	891	chr1	112771496.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000025l	85453389	maternal	paternal	5	6	41371	64745	chr1	119188113.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000025l	96285042	maternal	paternal	18	5	22355	6003	chr1	130024522.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000025l	96296383	paternal	maternal	5	8	6003	4581	chr1	130035868.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000025l	96345281	paternal	maternal	5	6	3423	6347	chr1	130084787.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000025l	122107862	maternal	paternal	5	5	30976	42277	chr1	155858681.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000025l	144435992	maternal	paternal	42	5	91299	103324	chr1	178196615.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000025l	144540047	paternal	maternal	5	6	103324	18953	chr1	178300716.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000025l	181484068	paternal	maternal	8	8	35269	35051	chr1	215260959.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000025l	208590516	paternal	maternal	6	99	3902	102658	chr1	242379309.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000026l	14815497	maternal	paternal	54	7	19316	91946	chr10	13114323.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000026l	29162678	maternal	paternal	93	5	183947	64354	chr10	27462456.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000026l	29229530	paternal	maternal	5	45	64354	105537	chr10	27529313.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000026l	70339392	maternal	paternal	27	5	551952	29533	chr10	68641904.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000026l	70386647	paternal	maternal	5	18	29533	57317	chr10	68689162.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000026l	76213537	paternal	maternal	7	5	46010	66975	chr10	74516439.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000026l	76974968	maternal	paternal	11	5	26025	31282	chr10	75277920.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000027l	2539295	maternal	paternal	165	6	125627	30520	chr2	240163189.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000027l	2594412	paternal	maternal	6	6	30520	61100	chr2	240077452.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000027l	9841318	paternal	maternal	6	20	22341	44800	chr2	232843403.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000027l	46068501	maternal	paternal	13	5	83567	10196	chr2	196633591.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000027l	46087091	paternal	maternal	5	10	10196	61721	chr2	196563443.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000027l	46199782	paternal	maternal	5	21	20438	195410	chr2	196316946.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000027l	90578109	paternal	maternal	5	35	245116	68095	chr2	152044864.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000030l	84019563	maternal	paternal	15	7	61631	104338	chr13	29467089.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000030l	84133396	paternal	maternal	7	49	104338	107316	chr13	29350332.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000031l	9554073	maternal	paternal	68	5	63663	9754	chr1	12879158.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000032l	2889020	maternal	paternal	165	5	84080	91144	chr19	15939380.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000032l	2990465	paternal	maternal	5	11	91144	38883	chr19	16040783.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000032l	3417019	paternal	maternal	6	5	15887	59989	chr19	16467159.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000032l	6262462	maternal	paternal	6	5	33009	23028	chr19	19311418.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000032l	7110999	maternal	paternal	11	8	45203	63960	chr19	20159602.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000032l	19286355	maternal	paternal	22	5	7904	16722	chr19	32329892.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000032l	19311827	paternal	maternal	5	10	16722	19236	chr19	32355354.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000032l	33446000	paternal	maternal	9	92	63611	57817	chr19	46483646.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000032l	42313267	maternal	paternal	43	6	105475	37390	chr19	55347223.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000032l	42404754	paternal	maternal	6	8	37390	11910	chr19	55438672.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000033l	16795426	paternal	maternal	6	106	33032	140479	chr9	16789386.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000034l	7317338	maternal	paternal	77	5	76137	13079	chr12	6924581.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000034l	7344395	paternal	maternal	5	180	13079	310447	chr12	6951637.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000034l	19407157	paternal	maternal	5	54	8260	273528	chr12	19013866.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000034l	29672628	maternal	paternal	135	6	349297	1846	chr12	29278884.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000034l	31184536	maternal	paternal	393	7	304415	26451	chr12	30790726.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000034l	31217691	paternal	maternal	7	13	26451	29133	chr12	30823879.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000034l	44167665	maternal	paternal	125	6	163659	61928	chr12	43773282.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000034l	50648662	maternal	paternal	5	6	24106	50118	chr12	50253993.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000034l	56914052	paternal	maternal	5	123	16722	173646	chr12	56519106.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000034l	67531333	maternal	paternal	50	6	86874	115632	chr12	67135918.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000034l	77189790	maternal	paternal	5	5	31715	33307	chr12	76793949.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000034l	77234413	paternal	maternal	5	18	33307	61770	chr12	76838570.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000034l	89819606	maternal	paternal	5	7	38310	106374	chr12	89423208.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000034l	93799503	maternal	paternal	7	5	38688	33930	chr12	93402929.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000034l	104566458	maternal	paternal	31	5	108703	27591	chr12	104169409.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000034l	119996035	maternal	paternal	31	6	66802	54751	chr12	119598305.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000034l	122130843	paternal	maternal	12	11	59142	32368	chr12	121733019.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000035l	6524269	maternal	paternal	6	5	51566	51320	chr18	37177691.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000035l	22772514	maternal	paternal	15	5	183482	9093	chr18	21087237.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000035l	33874826	maternal	paternal	46	5	58264	22301	chr18	10050981.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000035l	34143438	paternal	maternal	6	8	105995	17496	chr18	9789055.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000036l	12069944	paternal	maternal	5	8	31476	27563	chr11	17072323.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000037l	76176005	maternal	paternal	10	5	28278	8689	chr3	53108954.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000037l	76195645	paternal	maternal	5	43	8689	298702	chr3	52799140.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000037l	83416296	maternal	paternal	7	89	59758	126353	chr3	45747164.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000038l	7363297	maternal	paternal	10	5	6585	3367	chr16	41770620.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000038l	7367395	paternal	maternal	5	10	3367	6585	chr16	41763299.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000038l	25766178	paternal	maternal	5	8	68606	81239	chr16	23277538.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000038l	30436907	paternal	maternal	6	10	51767	14681	chr16	18670296.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000038l	30527693	maternal	paternal	65	6	49375	4811	chr16	18589326.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000038l	32715668	maternal	paternal	14	5	70426	13181	chr16	16391515.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000038l	32744819	paternal	maternal	5	6	13181	100446	chr16	16275022.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000039l	142069	paternal	maternal	132	6	131836	2494	chrY	62288355.0	-
T2T00	hifiasm_trio	haplotype1	h1tg000040l	7807300	maternal	paternal	9	6	42133	9455	chr11	12578360.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000040l	7819248	paternal	maternal	6	9	9455	78773	chr11	12590302.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000041l	4063897	paternal	maternal	6	16	22981	87156	chr17	23082499.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000041l	6920937	maternal	paternal	16	7	772599	35721	chr17	25936561.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000041l	6974750	paternal	maternal	7	19	35721	295923	chr17	25990318.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000041l	7519363	maternal	paternal	11	6	55058	3041	chr17	26534363.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000041l	7561953	maternal	paternal	15	6	23669	4309	chr17	26576909.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000041l	14664912	paternal	maternal	5	187	21018	318271	chr17	33672464.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000041l	26161933	paternal	maternal	8	15	98820	24397	chr17	45157501.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000041l	27196748	maternal	paternal	10	5	122153	58945	chr17	46191238.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000041l	27272876	paternal	maternal	5	6	58945	171692	chr17	46267286.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000041l	28493779	maternal	paternal	15	6	145534	94861	chr17	47486917.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000041l	28628051	paternal	maternal	6	101	94861	247048	chr17	47621049.0	+
T2T00	hifiasm_trio	haplotype1	h1tg000041l	29381766	maternal	paternal	5	5	31664	30374	chr17	48373978.0	+
