sample	method	haplotype	contig	switch_position	from_type	to_type	from_kmer_count	to_kmer_count	from_block_length	to_block_length	chr	ref_position	strand
T2T00	verkko_porec	haplotype1	haplotype1-0000001	127588929	maternal	paternal	14	263	27762	295226	chr1	127163330.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000001	127887680	paternal	maternal	263	6	295226	12229	chr1	127462084.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000001	127946855	maternal	paternal	21	114	30412	211678	chr1	127521260.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000001	132517677	paternal	maternal	76	15	177837	9556	chr1	132092137.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000001	132529077	maternal	paternal	15	6	9556	14467	chr1	132103537.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000001	133035118	paternal	maternal	84	12	71690	14138	chr1	132609584.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000001	133059048	maternal	paternal	12	23	14138	42692	chr1	132633514.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000001	133103871	paternal	maternal	23	5	42692	9099	chr1	132678338.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000001	133141059	maternal	paternal	5	5	9099	11095	chr1	132715526.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000001	133306680	maternal	paternal	5	118	7709	307977	chr1	132881149.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000001	134406812	maternal	paternal	6	5	7927	14182	chr1	133981294.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000001	134491311	maternal	paternal	9	6	11480	8504	chr1	134065794.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000001	136239757	maternal	paternal	8	143	8234	87530	chr1	135814261.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000001	136960923	maternal	paternal	5	78	16794	76673	chr1	136535436.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000001	137138223	maternal	paternal	8	234	13562	158905	chr1	136712738.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000001	137303221	paternal	maternal	234	8	158905	6906	chr1	136877738.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000001	137769945	maternal	paternal	6	28	10285	59394	chr1	137344467.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000001	138168581	paternal	maternal	6	15	26559	41040	chr1	137743108.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000001	138211577	maternal	paternal	15	19	41040	48170	chr1	137786105.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000001	138358420	maternal	paternal	8	9	22508	16311	chr1	137932949.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000001	138586085	maternal	paternal	7	56	1479	63002	chr1	138160617.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000001	138652805	paternal	maternal	56	6	63002	2755	chr1	138227338.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000001	145496138	maternal	paternal	5	27	47969	282576	chr1	145070753.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000001	176807323	paternal	maternal	7	5	57827	14051	chr1	176382312.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000001	176829410	maternal	paternal	5	41	14051	117057	chr1	176404399.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000001	198738770	paternal	maternal	105	7	214081	76048	chr1	198314021.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000001	215662012	maternal	paternal	10	5	3041	20477	chr1	215237465.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000001	242469763	paternal	maternal	8	5	65256	21159	chr1	242045537.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000002	59877516	paternal	maternal	168	7	527585	5006	chr18	20673370.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000002	62891824	maternal	paternal	8	135	13665	232146	chr18	17434630.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000003	116349	paternal	maternal	36	6	36306	86624	chr21	44882574.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000003	263176	maternal	paternal	6	49	86624	59867	chr21	44762566.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000003	14329034	paternal	maternal	289	5	294400	64394	chr21	30699440.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000003	14416414	maternal	paternal	5	50	64394	103402	chr21	30573117.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000003	15393837	paternal	maternal	6	5	10410	59208	chr21	29640369.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000003	15499922	maternal	paternal	5	23	59208	94918	chr21	29498647.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000003	29351806	paternal	maternal	17	5	41416	113346	chr21	15635491.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000003	33853379	paternal	maternal	16	11	74667	6471	chr21	11243060.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000003	34831122	maternal	paternal	51	98	86689	183801	chr21	10088583.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000004	52502	paternal	maternal	17	7	38988	148243	chr10	49260.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000004	21344329	maternal	paternal	5	7	10156	32060	chr10	21345251.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000004	40345738	maternal	paternal	16	65	48916	78828	chr10	40350376.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000004	41378523	maternal	paternal	10	6	59642	52201	chr10	41383363.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000004	42114623	paternal	maternal	81	10	279062	35829	chr10	42119607.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000004	42165308	maternal	paternal	10	40	35829	59676	chr10	42170302.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000004	86707067	paternal	maternal	6	5	133798	142641	chr10	86720772.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000004	102378869	paternal	maternal	105	5	66490	4270	chr10	102395639.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000004	102387912	maternal	paternal	5	9	4270	78129	chr10	102404684.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000004	122469856	maternal	paternal	5	9	59130	227817	chr10	122490555.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000005	29402402	paternal	maternal	81	6	91407	32897	chr3	29389295.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000005	29444479	maternal	paternal	6	10	32897	97985	chr3	29431340.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000005	79639488	paternal	maternal	7	6	126451	3299	chr3	79587789.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000005	92001404	paternal	maternal	64	20	354367	22660	chr3	91940208.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000005	92875752	maternal	paternal	51	140	61980	451905	chr3	92813885.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000005	106194263	maternal	paternal	5	25	56898	42444	chr3	106122164.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000005	130489630	maternal	paternal	5	138	184439	245118	chr3	130398867.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000005	133164987	maternal	paternal	6	5	34051	102395	chr3	133072169.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000005	151791997	paternal	maternal	259	6	506258	23447	chr3	151684870.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000005	151829697	maternal	paternal	6	5	23447	62731	chr3	151722541.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000005	169349327	paternal	maternal	15	6	577290	529	chr3	169228712.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000005	169361872	maternal	paternal	6	5	529	49238	chr3	169241247.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000006	1190074	maternal	paternal	33	5	12434	103387	chr17	82797944.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000006	6351915	maternal	paternal	72	5	50258	27497	chr17	77716310.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000006	8950494	maternal	paternal	91	5	142978	8537	chr17	75138880.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000006	18116186	maternal	paternal	113	5	152163	44409	chr17	65945126.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000006	34978684	maternal	paternal	21	5	117201	1323	chr17	49139991.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000006	34982358	paternal	maternal	5	19	1323	12858	chr17	49124795.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000006	39463388	paternal	maternal	5	7	85931	33397	chr17	44627046.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000006	42897055	paternal	maternal	5	24	68815	56445	chr17	41173265.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000006	56029362	maternal	paternal	15	5	109302	35088	chr17	28073444.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000006	57567396	paternal	maternal	6	15	4309	23669	chr17	26548125.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000006	57601346	paternal	maternal	6	11	3041	55058	chr17	26482841.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000006	58160719	maternal	paternal	19	7	295923	35721	chr17	25943263.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000006	58262583	paternal	maternal	7	27	35721	605369	chr17	25272321.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000006	63940213	maternal	paternal	100	5	124913	26951	chr17	20177438.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000006	65168619	paternal	maternal	7	5	85921	27284	chr17	18949742.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000006	80311010	maternal	paternal	9	6	61100	24980	chr17	3822505.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000007	106497959	maternal	paternal	6	6	67298	35259	chr2	136143247.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000007	180553718	paternal	maternal	5	18	2285	197291	chr2	61905484.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000007	213575278	maternal	paternal	70	5	52385	82636	chr2	28989723.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000007	216514730	paternal	maternal	5	12	9214	134225	chr2	25997878.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000008	13821838	paternal	maternal	9	5	33722	25861	chr7	147054883.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000008	13866158	maternal	paternal	5	214	25861	291967	chr7	146744619.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000008	28052305	maternal	paternal	6	11	86448	95225	chr7	132762501.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000008	60283635	paternal	maternal	13	5	105176	33768	chr7	100609386.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000008	60319711	maternal	paternal	5	8	33768	65150	chr7	100541964.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000008	64887744	paternal	maternal	8	5	181836	161990	chr7	95879521.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000008	83949275	paternal	maternal	109	5	91883	22368	chr7	76967468.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000008	92634236	paternal	maternal	79	6	83807	57604	chr7	68251814.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000008	92692344	maternal	paternal	6	8	57604	8588	chr7	68242727.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000008	97248625	paternal	maternal	97	9	135655	13029	chr7	63684381.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000008	97296353	maternal	paternal	30	18	8893	58830	chr7	63590900.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000008	97371690	paternal	maternal	18	5	58830	11246	chr7	63563162.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000008	97552679	paternal	maternal	10	14	18053	10424	chr7	63383089.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000008	98944079	maternal	paternal	20	56	6125	21409	chr7	61981434.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000008	156664617	paternal	maternal	57	5	75641	42645	chr7	4269739.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000010	4572337	paternal	maternal	152	5	428577	68768	chr15	95057700.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000010	4652477	maternal	paternal	5	143	68768	407375	chr15	94640059.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000010	33851448	paternal	maternal	8	5	151934	30609	chr15	65894008.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000010	33891628	maternal	paternal	5	6	30609	28383	chr15	65856154.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000010	49528651	maternal	paternal	7	5	239941	76930	chr15	50212029.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000010	59111437	maternal	paternal	7	5	65997	157252	chr15	40574453.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000010	85041893	paternal	maternal	99	10	27444	16140	chr15	14853249.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000010	92152022	maternal	paternal	7	5	6326	4685	chr15	7773331.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000010	92162938	paternal	maternal	5	8	3887	6181	chr15	7760952.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000010	92451149	maternal	paternal	8	5	4371	4256	chr15	7475422.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000010	94570277	paternal	maternal	24	6	95389	60177	chr15	5306120.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000010	96579430	maternal	paternal	5	44	1970	145756	chr15	3216923.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000010	99318948	paternal	maternal	663	9	1695868	66783	chr15	563408.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000011	729652	paternal	maternal	8	14	10977	3185	chrY	702517.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000011	736756	maternal	paternal	5	33	573	32425	chrY	709886.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000011	872623	maternal	paternal	8	53	2685	39312	chrY	850830.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000011	915367	paternal	maternal	53	10	39312	3208	chrY	895171.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000011	1027305	maternal	paternal	6	71	1414	33865	chrY	1011292.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000011	1246259	paternal	maternal	146	6	45806	539	chrY	1238427.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000011	1268502	maternal	paternal	6	49	539	37192	chrY	1261501.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000011	2252350	paternal	maternal	25	5	33785	2407	chrY	2282111.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000011	2263968	maternal	paternal	5	6	2407	5567	chrY	2294163.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000011	3514377	paternal	maternal	2463	6	277051	3203	chrY	3591294.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000011	3524271	maternal	paternal	6	1996	3203	240670	chrY	3601557.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000011	4855235	paternal	maternal	2339	5	314542	10533	chrY	4982253.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000011	4880567	maternal	paternal	5	85	10533	9280	chrY	5008532.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000011	52547397	maternal	paternal	6	142	2494	151614	chrY	54456445.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000013	8290194	maternal	paternal	7	6	50448	57867	chr22	42999113.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000013	8366918	paternal	maternal	6	6	57867	17325	chr22	42962929.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000013	8384949	maternal	paternal	6	6	17325	15445	chr22	42946777.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000013	34324395	paternal	maternal	5	76	12536	28008	chr22	16993056.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000014	20891189	paternal	maternal	7	30	65167	56929	chr19	40759568.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000014	23370150	paternal	maternal	5	121	47684	118907	chr19	38219310.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000015	35431862	paternal	maternal	5	13	47665	106583	chr8	36000379.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000015	45056064	maternal	paternal	7	6	7822	2436	chr8	45539323.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000015	60946263	maternal	paternal	38	13	205978	19914	chr8	61288755.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000015	102327487	maternal	paternal	7	5	60749	40488	chr8	102303395.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000015	125083105	maternal	paternal	30	5	68553	94737	chr8	124857427.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000015	125206536	paternal	maternal	5	21	94737	19564	chr8	124979765.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000016	30093705	maternal	paternal	9	5	66919	17561	chr20	35519199.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000016	30128833	paternal	maternal	5	5	17561	87723	chr20	35413894.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000016	35148479	maternal	paternal	8	7	71651	10186	chr20	30471104.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000016	35166452	paternal	maternal	7	142	10186	616912	chr20	29846319.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000016	61638373	maternal	paternal	9	5	100180	54032	chr20	3933706.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000016	62959245	maternal	paternal	35	6	51542	83179	chr20	2583500.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000016	63047146	paternal	maternal	6	6	83179	20292	chr20	2558483.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000017	18757476	maternal	paternal	46	9	57872	123609	chr13	29448024.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000017	18895165	paternal	maternal	9	14	123609	70617	chr13	29585655.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000017	83123633	maternal	paternal	25	19	114109	4717	chr13	93787055.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000018	69430	paternal	maternal	20	892	5568	602696	chr14	100401068.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000018	4921747	paternal	maternal	5	5	39225	73347	chr14	96083333.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000018	89117232	paternal	maternal	15	27	28436	30098	chr14	12032964.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000018	89221732	maternal	paternal	25	10	30586	19695	chr14	11938981.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000018	89242086	paternal	maternal	10	5	19695	4240	chr14	11934088.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000018	89290165	maternal	paternal	44	5	34630	9304	chr14	11881009.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000019	16692006	paternal	maternal	8	5	30445	19958	chr11	118541942.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000019	59227486	paternal	maternal	9	6	214125	42815	chr11	75696471.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000019	67351426	paternal	maternal	5	6	242008	51783	chr11	67508692.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000019	67412778	maternal	paternal	6	44	51783	39189	chr11	67459605.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000019	68975722	paternal	maternal	21	5	108360	24923	chr11	65900478.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000019	69023070	maternal	paternal	5	21	24923	35648	chr11	65842013.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000019	80929156	paternal	maternal	10	5	18721	14691	chr11	53876697.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000019	86895823	paternal	maternal	3222	6	1021788	2479	chr11	47882069.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000019	86899841	maternal	paternal	6	1086	2479	525487	chr11	47351487.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000019	103749563	paternal	maternal	5	5	97833	36241	chr11	30880630.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000019	103820659	maternal	paternal	5	18	36241	175067	chr11	30669291.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000019	119063126	paternal	maternal	19	5	23402	4470	chr11	15495734.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000019	119071319	maternal	paternal	5	84	4470	142121	chr11	15348906.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000020	8124668	maternal	paternal	35	5	43872	29086	chr12	125372031.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000020	20218854	maternal	paternal	12	5	124992	35604	chr12	113271382.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000020	20269011	paternal	maternal	5	5	35604	18164	chr12	113238665.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000020	52125102	paternal	maternal	5	10	83284	433732	chr12	80967152.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000020	102759100	paternal	maternal	7	394	42446	304404	chr12	30462711.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000020	104255066	paternal	maternal	6	96	1846	134795	chr12	29136360.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000020	114513013	maternal	paternal	44	5	130364	8260	chr12	19004993.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000020	127231401	maternal	paternal	28	6	58432	21190	chr12	6273733.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000021	98447042	maternal	paternal	15	8	394200	76134	chr5	98439098.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000021	166336886	maternal	paternal	17	6	77898	1492	chr5	166277437.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000021	166365454	paternal	maternal	6	48	1492	258446	chr5	166305983.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000022	29086150	paternal	maternal	50	14	136162	8617	chr4	30763013.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000022	29099371	maternal	paternal	14	73	8617	91372	chr4	30776226.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000022	34037934	paternal	maternal	20	5	465896	92835	chr4	35711680.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000022	49951967	paternal	maternal	348	26	448000	31043	chr4	51615695.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000022	50030318	maternal	paternal	16	20	30855	29168	chr4	51693996.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000022	50450383	paternal	maternal	29	13	105515	33634	chr4	52113797.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000022	50835975	paternal	maternal	8	5	7425	4856	chr4	52499146.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000022	55930559	maternal	paternal	5	24	16364	15299	chr4	57590523.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000022	88609899	paternal	maternal	6	5	80679	24894	chr4	90249291.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000022	103094444	paternal	maternal	6	14	58107	5522	chr4	104724718.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000022	103103959	maternal	paternal	14	6	5522	50844	chr4	104734227.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000022	152617658	paternal	maternal	17	5	280976	12942	chr4	154216757.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000022	152634437	maternal	paternal	5	5	12942	47900	chr4	154233526.0	+
T2T00	verkko_porec	haplotype1	haplotype1-0000023	23562803	paternal	maternal	10	6	126617	47235	chr16	72690045.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000023	44220099	paternal	maternal	36	16	167325	43793	chr16	51981453.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000023	44555405	maternal	paternal	11	11	10770	13362	chr16	51675770.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000023	44642267	paternal	maternal	12	9	16541	13280	chr16	51588760.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000023	44954236	maternal	paternal	10	11	10770	13362	chr16	51275882.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000023	45041972	paternal	maternal	5	12	16822	27782	chr16	51173456.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000023	45375226	paternal	maternal	13	12	21616	34116	chr16	50832968.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000023	45412890	maternal	paternal	12	20	34116	48141	chr16	50781142.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000023	45526071	maternal	paternal	5	93	5829	188924	chr16	50526505.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000023	45905996	paternal	maternal	35	40	95841	63973	chr16	50270855.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000023	46063927	paternal	maternal	5	6	44938	16738	chr16	50159865.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000023	46095903	maternal	paternal	6	6	16738	37063	chr16	50107426.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000023	46138239	paternal	maternal	6	13	37063	30618	chr16	50071440.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000023	46363214	maternal	paternal	9	16	8785	44894	chr16	49831555.0	-
T2T00	verkko_porec	haplotype1	haplotype1-0000023	46592131	maternal	paternal	5	6	4544	38686	chr16	49608255.0	-
