contig_name	contig_length_bp	haplotype	primary_chrom	aligned_bp	satellite_bp	satellite_fraction	classification
unassigned-0000461	98919	unassigned	chrX	87239	0	0	non_satellite
unassigned-0000464	143601	unassigned	chr11	143625	0	0	non_satellite
haplotype1-0000023	2617249	haplotype1	chr15	9862546	1475161	0.149572	non_satellite
unassigned-0000252	159445	unassigned	chr13	164636	164636	1	satellite
unassigned-0000500	160840	unassigned	chr11	160858	0	0	non_satellite
haplotype1-0000025	1437005	haplotype1	chr3	1426462	1426462	1	satellite
haplotype1-0000026	145914	haplotype1	chr3	171801	171801	1	satellite
unassigned-0000483	129772	unassigned	chr4	129792	0	0	non_satellite
haplotype1-0000027	188814	haplotype1	chr3	227303	227303	1	satellite
haplotype1-0000040	238036	haplotype1	chr1	232704	232704	1	satellite
haplotype1-0000028	208566	haplotype1	chr10	208581	0	0	non_satellite
unassigned-0000484	154788	unassigned	chr1	144275	0	0	non_satellite
haplotype1-0000041	185832	haplotype1	chr1	180504	180504	1	satellite
haplotype1-0000029	174137	haplotype1	chr7	174428	0	0	non_satellite
unassigned-0000485	117137	unassigned	chr1	110225	0	0	non_satellite
haplotype1-0000042	456062	haplotype1	chr1	461582	461582	1	satellite
unassigned-0000486	196489	unassigned	chr16	196450	0	0	non_satellite
haplotype1-0000043	249405	haplotype1	chr1	259324	259324	1	satellite
unassigned-0000487	106695	unassigned	chr15	61312	61312	1	satellite
unassigned-0000488	150300	unassigned	chr5	150255	0	0	non_satellite
haplotype1-0000045	170346	haplotype1	chr2	170330	0	0	non_satellite
haplotype1-0000046	209555	haplotype1	chr1	171580	171580	1	satellite
haplotype1-0000047	39087	haplotype1	chr11	38986	0	0	non_satellite
unassigned-0000278	58997	unassigned	chr14	58846	58846	1	satellite
haplotype2-0000082	121358	haplotype2	chr1	122630	0	0	non_satellite
haplotype2-0000083	25298	haplotype2	chr2	25269	25269	1	satellite
unassigned-0000541	70486	unassigned	chr22	286720	71680	0.25	non_satellite
unassigned-0000542	63293	unassigned	chr22	193314	64438	0.333333	non_satellite
unassigned-0000101	60668	unassigned	chr13	60602	60602	1	satellite
unassigned-0000295	205613	unassigned	chr13	92984	92984	1	satellite
unassigned-0000543	181739	unassigned	chr22	1473184	184148	0.125	non_satellite
unassigned-0000331	147635	unassigned	chr22	606364	151591	0.25	non_satellite
unassigned-0000084	60575	unassigned	chr14	241772	60443	0.25	non_satellite
unassigned-0000085	199139	unassigned	chr21	77575	77575	1	satellite
unassigned-0000105	314354	unassigned	chr17	279230	0	0	non_satellite
unassigned-0000546	68187	unassigned	chr14	106263	66453	0.625363	satellite
unassigned-0000086	51396	unassigned	chr21	24593	24593	1	satellite
unassigned-0000333	93953	unassigned	chr12	93886	0	0	non_satellite
unassigned-0000107	245715	unassigned	chr21	47214	47214	1	satellite
unassigned-0000120	105908	unassigned	chr21	19981	19981	1	satellite
unassigned-0000087	125460	unassigned	chr21	52233	52233	1	satellite
unassigned-0000562	128340	unassigned	chr13	134017	134017	1	satellite
unassigned-0000089	168699	unassigned	chr22	171823	171823	1	satellite
unassigned-0000580	143729	unassigned	chrX	143742	0	0	non_satellite
unassigned-0000140	108413	unassigned	chr14	108401	108401	1	satellite
unassigned-0000354	256454	unassigned	chr13	269054	269054	1	satellite
unassigned-0000355	271535	unassigned	chr13	284140	284140	1	satellite
unassigned-0000129	69206	unassigned	chr14	69097	69097	1	satellite
unassigned-0000143	172116	unassigned	chr20	172103	0	0	non_satellite
unassigned-0000604	49359	unassigned	chr14	49302	49302	1	satellite
unassigned-0000144	57013	unassigned	chr2	56995	56995	1	satellite
unassigned-0000146	4451673	unassigned	chr22	36310801	3674652	0.1012	non_satellite
unassigned-0000587	120014	unassigned	chr13	12218	12218	1	satellite
unassigned-0000374	110518	unassigned	chr19	110490	0	0	non_satellite
unassigned-0000147	125881	unassigned	chr14	248800	124400	0.5	satellite
unassigned-0000588	107140	unassigned	chr13	102957	102957	1	satellite
unassigned-0000622	110075	unassigned	chr13	72007	72007	1	satellite
unassigned-0000148	67531	unassigned	chr10	67504	0	0	non_satellite
unassigned-0000149	117551	unassigned	chr20	117546	0	0	non_satellite
unassigned-0000390	2955528	unassigned	chr15	5551984	1782100	0.320984	non_satellite
unassigned-0000391	86392	unassigned	chr22	172652	86326	0.5	satellite
unassigned-0000392	64573	unassigned	chr15	127106	63553	0.5	satellite
unassigned-0000412	183718	unassigned	chr15	15125	15125	1	satellite
unassigned-0000413	182369	unassigned	chr15	15700	15700	1	satellite
unassigned-0000627	64758	unassigned	chr14	64490	64490	1	satellite
unassigned-0000394	140421	unassigned	chr14	277464	138732	0.5	satellite
unassigned-0000200	227168	unassigned	chr14	898384	224596	0.25	non_satellite
unassigned-0000168	104111	unassigned	chr17	104087	0	0	non_satellite
unassigned-0000396	69307	unassigned	chr4	69223	0	0	non_satellite
unassigned-0000182	96728	unassigned	chr21	195644	97822	0.5	satellite
unassigned-0000430	68671	unassigned	chr20	68632	0	0	non_satellite
unassigned-0000433	146167	unassigned	chr5	145968	0	0	non_satellite
unassigned-0000220	229552	unassigned	chr5	233759	0	0	non_satellite
unassigned-0000207	203777	unassigned	chr20	203728	0	0	non_satellite
unassigned-0000435	84922	unassigned	chr22	60085	60085	1	satellite
unassigned-0000222	130927	unassigned	chr6	131105	131105	1	satellite
unassigned-0000450	132217	unassigned	chr1	133492	0	0	non_satellite
unassigned-0000439	164476	unassigned	chr9	164505	0	0	non_satellite
unassigned-0000459	2495475	unassigned	chr15	10481495	1981342	0.189032	non_satellite
haplotype1-0000030	275701	haplotype1	chr1	279208	0	0	non_satellite
haplotype1-0000031	135815	haplotype1	chr1	142925	142925	1	satellite
haplotype1-0000032	394864	haplotype1	chr1	421852	421852	1	satellite
haplotype1-0000033	368417	haplotype1	chr1	393505	393505	1	satellite
haplotype1-0000034	191046	haplotype1	chr1	222267	222267	1	satellite
unassigned-0000264	222037	unassigned	chr14	895280	223820	0.25	non_satellite
haplotype1-0000035	137272	haplotype1	chr1	159558	159558	1	satellite
haplotype1-0000036	310800	haplotype1	chr1	334186	334186	1	satellite
haplotype1-0000037	147556	haplotype1	chr1	169842	169842	1	satellite
unassigned-0000266	3045979	unassigned	chr21	20464977	2460993	0.120254	non_satellite
haplotype2-0000057	1755731	haplotype2	chr13	12638455	1677139	0.132701	non_satellite
haplotype1-0000038	279582	haplotype1	chr1	291877	291877	1	satellite
unassigned-0000495	213206	unassigned	chr14	452969	211466	0.466844	non_satellite
haplotype2-0000058	1553343	haplotype2	chr13	12224638	1576778	0.128984	non_satellite
haplotype1-0000039	325462	haplotype1	chr1	315244	315244	1	satellite
unassigned-0000497	160828	unassigned	chr21	1469254	217096	0.147759	non_satellite
unassigned-0000303	111725	unassigned	chr2	111682	0	0	non_satellite
haplotype2-0000073	61868	haplotype2	chr17	61862	0	0	non_satellite
unassigned-0000498	122729	unassigned	chr21	943186	118802	0.125958	non_satellite
haplotype2-0000074	190450	haplotype2	chr20	183705	0	0	non_satellite
unassigned-0000518	5939334	unassigned	chr22	24963518	2362585	0.0946415	non_satellite
haplotype2-0000075	197952	haplotype2	chr4	74268	74268	1	satellite
unassigned-0000499	77164	unassigned	chr21	312483	73223	0.234326	non_satellite
haplotype2-0000076	245625	haplotype2	chr4	245303	245303	1	satellite
haplotype2-0000078	808377	haplotype2	chr21	8158616	800910	0.0981674	non_satellite
unassigned-0000309	56384	unassigned	chr5	56463	0	0	non_satellite
unassigned-0000536	113151	unassigned	chr15	221204	110602	0.5	satellite
haplotype2-0000079	568235	haplotype2	chr13	6155188	473476	0.0769231	non_satellite
unassigned-0000091	171942	unassigned	chr21	48283	48283	1	satellite
