contig	color
contig-0000110	#808080	chr21
contig-0000111	#CC8DB3	chr11
contig-0000112	#808080	chr21
contig-0000113	#808080	chr21
contig-0000114	#E6C47F	chr22
contig-0000115	#D57533	chr13
contig-0000116	#E6C47F	chr22
contig-0000117	#E6C47F	chr22
contig-0000118	#D57533	chr13
contig-0000119	#CC8DB3	chr11
contig-0000121	#D57533	chr13
contig-0000122	#D57533	chr13
contig-0000123	#666666	chr7
contig-0000124	#666666	chr7
contig-0000125	#666666	chr7
contig-0000126	#666666	chr7
contig-0000127	#737373	chr14
contig-0000128	#666666	chr7
contig-0000130	#00B28C	chr17
contig-0000131	#00B28C	chr17
contig-0000132	#00B28C	chr17
contig-0000133	#00B28C	chr17
contig-0000136	#56B4E9	chr2
contig-0000137	#56B4E9	chr2
contig-0000138	#56B4E9	chr2
contig-0000139	#56B4E9	chr2
contig-0000140	#56B4E9	chr2
contig-0000141	#56B4E9	chr2
contig-0000142	#56B4E9	chr2
contig-0000143	#D57533	chr13
contig-0000144	#737373	chr14
contig-0000145	#808080	chr21
contig-0000146	#D57533	chr13
contig-0000147	#D57533	chr13
contig-0000148	#D57533	chr13
contig-0000149	#E6B847	chr15
contig-0000150	#E6C47F	chr22
contig-0000151	#808080	chr21
contig-0000152	#808080	chr21
contig-0000153	#808080	chr21
contig-0000154	#808080	chr21
contig-0000155	#CC79A7	chr4
contig-0000156	#808080	chr21
contig-0000157	#E6C47F	chr22
contig-0000158	#808080	chr21
contig-0000159	#E6C47F	chr22
contig-0000160	#E6C47F	chr22
contig-0000161	#E6C47F	chr22
contig-0000162	#808080	chr21
contig-0000163	#808080	chr21
contig-0000164	#CC79A7	chr4
contig-0000165	#808080	chr21
contig-0000166	#E6C47F	chr22
contig-0000167	#E6C47F	chr22
contig-0000168	#E6C47F	chr22
contig-0000169	#808080	chr21
contig-0000170	#808080	chr21
contig-0000171	#808080	chr21
contig-0000172	#808080	chr21
contig-0000173	#808080	chr21
contig-0000174	#808080	chr21
contig-0000175	#CC79A7	chr4
contig-0000176	#808080	chr21
contig-0000177	#808080	chr21
contig-0000178	#808080	chr21
contig-0000179	#808080	chr21
contig-0000180	#808080	chr21
contig-0000181	#808080	chr21
contig-0000184	#E69F00	chr1
contig-0000185	#CC79A7	chr4
contig-0000186	#808080	chr21
contig-0000188	#9467BD	chrX
contig-0000189	#9467BD	chrX
contig-0000190	#9467BD	chrX
contig-0000191	#9467BD	chrX
contig-0000192	#9467BD	chrX
contig-0000193	#9467BD	chrX
contig-0000194	#00B28C	chr17
contig-0000195	#CC79A7	chr4
contig-0000196	#9467BD	chrX
contig-0000197	#9467BD	chrX
contig-0000198	#E6C47F	chr22
contig-0000199	#808080	chr21
contig-0000200	#E6C47F	chr22
contig-0000201	#9467BD	chrX
contig-0000202	#CC79A7	chr4
contig-0000203	#9467BD	chrX
contig-0000204	#9467BD	chrX
contig-0000205	#808080	chr21
contig-0000206	#E6B847	chr15
contig-0000207	#D57533	chr13
contig-0000208	#D57533	chr13
contig-0000209	#D57533	chr13
contig-0000210	#E6C47F	chr22
contig-0000211	#666666	chr7
contig-0000212	#D57533	chr13
contig-0000213	#808080	chr21
contig-0000214	#808080	chr21
contig-0000217	#808080	chr21
contig-0000218	#D57533	chr13
contig-0000219	#666666	chr7
contig-0000222	#D57533	chr13
contig-0000224	#00B28C	chr17
contig-0000225	#00B28C	chr17
contig-0000226	#00B28C	chr17
contig-0000227	#00B28C	chr17
contig-0000228	#00B28C	chr17
contig-0000229	#E6C47F	chr22
contig-0000230	#666666	chr7
contig-0000231	#808080	chr21
contig-0000232	#E6C47F	chr22
contig-0000233	#E6C47F	chr22
contig-0000234	#808080	chr21
contig-0000235	#E6B847	chr15
contig-0000236	#E6B847	chr15
contig-0000237	#009E73	chr3
contig-0000238	#D57533	chr13
contig-0000239	#D57533	chr13
contig-0000240	#666666	chr7
contig-0000241	#E6B847	chr15
contig-0000242	#D57533	chr13
contig-0000243	#808080	chr21
contig-0000244	#E6C47F	chr22
contig-0000245	#808080	chr21
contig-0000246	#666666	chr7
contig-0000247	#56B4E9	chr2
contig-0000248	#56B4E9	chr2
contig-0000249	#D57533	chr13
contig-0000250	#D57533	chr13
contig-0000251	#E6B847	chr15
contig-0000252	#808080	chr21
contig-0000253	#808080	chr21
contig-0000254	#1A7FBA	chr12
contig-0000255	#808080	chr21
contig-0000256	#808080	chr21
contig-0000257	#D57533	chr13
contig-0000258	#D57533	chr13
contig-0000259	#D57533	chr13
contig-0000260	#D57533	chr13
contig-0000261	#9467BD	chrX
contig-0000262	#9467BD	chrX
contig-0000263	#1A7FBA	chr12
contig-0000264	#D57533	chr13
contig-0000265	#D57533	chr13
contig-0000266	#D57533	chr13
contig-0000267	#737373	chr14
contig-0000268	#1A7FBA	chr12
contig-0000269	#E6B847	chr15
contig-0000270	#E6C47F	chr22
contig-0000271	#E6C47F	chr22
contig-0000272	#E69F00	chr1
contig-0000273	#E69F00	chr1
contig-0000274	#E69F00	chr1
contig-0000275	#E69F00	chr1
contig-0000276	#E69F00	chr1
contig-0000277	#1A7FBA	chr12
contig-0000278	#737373	chr14
contig-0000279	#1A7FBA	chr12
contig-0000280	#737373	chr14
contig-0000281	#E6C47F	chr22
contig-0000282	#D57533	chr13
contig-0000283	#808080	chr21
contig-0000284	#808080	chr21
contig-0000285	#808080	chr21
contig-0000286	#808080	chr21
contig-0000287	#808080	chr21
contig-0000288	#808080	chr21
contig-0000289	#E6AB23	chr8
contig-0000290	#E6AB23	chr8
contig-0000291	#E6AB23	chr8
contig-0000292	#E6AB23	chr8
contig-0000293	#E6AB23	chr8
contig-0000294	#E6C47F	chr22
contig-0000295	#E6C47F	chr22
contig-0000296	#D57533	chr13
contig-0000297	#1A7FBA	chr12
contig-0000298	#D57533	chr13
contig-0000299	#CC79A7	chr4
contig-0000300	#CC79A7	chr4
contig-0000301	#CC79A7	chr4
contig-0000302	#CC79A7	chr4
contig-0000303	#56B4E9	chr2
contig-0000304	#56B4E9	chr2
contig-0000305	#56B4E9	chr2
contig-0000306	#1A7FBA	chr12
contig-0000307	#56B4E9	chr2
contig-0000308	#56B4E9	chr2
contig-0000309	#E69F00	chr1
contig-0000310	#E69F00	chr1
contig-0000312	#009E73	chr3
contig-0000313	#009E73	chr3
contig-0000314	#009E73	chr3
contig-0000315	#009E73	chr3
contig-0000316	#009E73	chr3
contig-0000317	#1A7FBA	chr12
contig-0000319	#E6C47F	chr22
contig-0000320	#E6C47F	chr22
contig-0000321	#E6C47F	chr22
contig-0000322	#E6C47F	chr22
contig-0000323	#E6C47F	chr22
contig-0000324	#E69F00	chr1
contig-0000325	#338CC2	chr19
contig-0000326	#338CC2	chr19
contig-0000327	#808080	chr21
contig-0000328	#808080	chr21
contig-0000329	#808080	chr21
contig-0000330	#808080	chr21
contig-0000331	#808080	chr21
contig-0000332	#808080	chr21
contig-0000333	#E6B847	chr15
contig-0000334	#1A7FBA	chr12
contig-0000335	#E6B847	chr15
contig-0000336	#E6B847	chr15
contig-0000337	#E6B847	chr15
contig-0000339	#E6C47F	chr22
contig-0000341	#808080	chr21
contig-0000342	#E6C47F	chr22
contig-0000343	#808080	chr21
contig-0000344	#1A7FBA	chr12
contig-0000345	#D57533	chr13
contig-0000346	#D57533	chr13
contig-0000347	#E6C47F	chr22
contig-0000348	#E6C47F	chr22
contig-0000349	#808080	chr21
contig-0000350	#1A7FBA	chr12
contig-0000351	#D57533	chr13
contig-0000352	#D57533	chr13
contig-0000354	#D57533	chr13
contig-0000355	#D57533	chr13
contig-0000356	#D57533	chr13
contig-0000357	#D57533	chr13
contig-0000358	#737373	chr14
contig-0000359	#1A7FBA	chr12
contig-0000360	#D57533	chr13
contig-0000362	#9467BD	chrX
contig-0000363	#9467BD	chrX
contig-0000364	#9467BD	chrX
contig-0000365	#1A7FBA	chr12
contig-0000366	#0072B2	chr5
contig-0000368	#567DE9	chr16
contig-0000369	#567DE9	chr16
contig-0000370	#567DE9	chr16
contig-0000371	#567DE9	chr16
contig-0000372	#567DE9	chr16
contig-0000373	#567DE9	chr16
contig-0000374	#1A7FBA	chr12
contig-0000375	#567DE9	chr16
contig-0000376	#666666	chr7
contig-0000377	#9467BD	chrX
contig-0000378	#9467BD	chrX
contig-0000380	#E6B847	chr15
contig-0000381	#808080	chr21
contig-0000382	#808080	chr21
contig-0000383	#1A7FBA	chr12
contig-0000384	#E6AB23	chr8
contig-0000385	#D55E00	chr6
contig-0000386	#D55E00	chr6
contig-0000387	#D55E00	chr6
contig-0000388	#D55E00	chr6
contig-0000389	#D55E00	chr6
contig-0000390	#1A7FBA	chr12
contig-0000391	#D55E00	chr6
contig-0000392	#E6C47F	chr22
contig-0000394	#666666	chr7
contig-0000395	#666666	chr7
contig-0000396	#D57533	chr13
contig-0000397	#D57533	chr13
contig-0000398	#D57533	chr13
contig-0000399	#D57533	chr13
contig-0000400	#0072B2	chr5
contig-0000401	#E6C47F	chr22
contig-0000402	#808080	chr21
contig-0000403	#D57533	chr13
contig-0000404	#737373	chr14
contig-0000405	#00B28C	chr17
contig-0000406	#00B28C	chr17
contig-0000407	#00B28C	chr17
contig-0000408	#0072B2	chr5
contig-0000409	#00B28C	chr17
contig-0000410	#00B28C	chr17
contig-0000411	#E69F00	chr1
contig-0000412	#E69F00	chr1
contig-0000413	#E69F00	chr1
contig-0000414	#E69F00	chr1
contig-0000415	#E69F00	chr1
contig-0000417	#E69F00	chr1
contig-0000418	#0072B2	chr5
contig-0000419	#E69F00	chr1
contig-0000420	#E69F00	chr1
contig-0000421	#E69F00	chr1
contig-0000422	#E69F00	chr1
contig-0000423	#CC79A7	chr4
contig-0000424	#E6C47F	chr22
contig-0000425	#D57533	chr13
contig-0000426	#D57533	chr13
contig-0000427	#D57533	chr13
contig-0000428	#0072B2	chr5
contig-0000429	#56B4E9	chr2
contig-0000430	#56B4E9	chr2
contig-0000431	#56B4E9	chr2
contig-0000432	#56B4E9	chr2
contig-0000433	#56B4E9	chr2
contig-0000435	#D57533	chr13
contig-0000436	#808080	chr21
contig-0000437	#0072B2	chr5
contig-0000438	#808080	chr21
contig-0000439	#737373	chr14
contig-0000440	#737373	chr14
contig-0000441	#737373	chr14
contig-0000442	#D57533	chr13
contig-0000443	#737373	chr14
contig-0000444	#737373	chr14
contig-0000445	#737373	chr14
contig-0000446	#737373	chr14
contig-0000447	#737373	chr14
contig-0000448	#0072B2	chr5
contig-0000449	#737373	chr14
contig-0000452	#5699E9	chr9
contig-0000453	#5699E9	chr9
contig-0000454	#5699E9	chr9
contig-0000455	#5699E9	chr9
contig-0000456	#D55E00	chr6
contig-0000457	#D55E00	chr6
contig-0000458	#D55E00	chr6
contig-0000459	#D57533	chr13
contig-0000461	#009E73	chr3
contig-0000462	#009E73	chr3
contig-0000463	#CC79A7	chr4
contig-0000464	#009E73	chr3
contig-0000465	#D55E00	chr6
contig-0000466	#D55E00	chr6
contig-0000467	#D55E00	chr6
contig-0000468	#D55E00	chr6
contig-0000469	#D55E00	chr6
contig-0000470	#D55E00	chr6
contig-0000471	#D55E00	chr6
contig-0000472	#737373	chr14
contig-0000473	#737373	chr14
contig-0000474	#808080	chr21
contig-0000475	#E6B847	chr15
contig-0000476	#E6B847	chr15
contig-0000478	#00A880	chr10
contig-0000479	#CC8DB3	chr11
contig-0000480	#CC8DB3	chr11
contig-0000481	#CC8DB3	chr11
contig-0000482	#CC8DB3	chr11
contig-0000483	#737373	chr14
contig-0000484	#9467BD	chrX
contig-0000485	#E6C47F	chr22
contig-0000486	#CC8DB3	chr11
contig-0000487	#CC8DB3	chr11
contig-0000488	#CC8DB3	chr11
contig-0000489	#CC8DB3	chr11
contig-0000490	#CC8DB3	chr11
contig-0000491	#5699E9	chr9
contig-0000492	#737373	chr14
contig-0000493	#E6C47F	chr22
contig-0000494	#D57533	chr13
contig-0000495	#D57533	chr13
contig-0000496	#00B28C	chr17
contig-0000497	#00B28C	chr17
contig-0000498	#00B28C	chr17
contig-0000499	#00B28C	chr17
contig-0000500	#00B28C	chr17
contig-0000501	#567DE9	chr16
contig-0000502	#567DE9	chr16
contig-0000503	#338CC2	chr19
contig-0000504	#567DE9	chr16
contig-0000505	#567DE9	chr16
contig-0000506	#567DE9	chr16
contig-0000507	#9467BD	chrX
contig-0000508	#9467BD	chrX
contig-0000509	#338CC2	chr19
contig-0000510	#9467BD	chrX
contig-0000511	#9467BD	chrX
contig-0000512	#9467BD	chrX
contig-0000513	#9467BD	chrX
contig-0000514	#808080	chr21
contig-0000515	#338CC2	chr19
contig-0000516	#737373	chr14
contig-0000517	#808080	chr21
contig-0000520	#009E73	chr3
contig-0000521	#009E73	chr3
contig-0000522	#E6AB23	chr8
contig-0000523	#009E73	chr3
contig-0000524	#009E73	chr3
contig-0000525	#009E73	chr3
contig-0000526	#CCA0BF	chr18
contig-0000527	#CCA0BF	chr18
contig-0000528	#CCA0BF	chr18
contig-0000529	#CCA0BF	chr18
contig-0000530	#CCA0BF	chr18
contig-0000531	#0072B2	chr5
contig-0000532	#E6AB23	chr8
contig-0000533	#E6C47F	chr22
contig-0000534	#E6C47F	chr22
contig-0000535	#737373	chr14
contig-0000536	#737373	chr14
contig-0000537	#737373	chr14
contig-0000538	#567DE9	chr16
contig-0000539	#E6AB23	chr8
contig-0000540	#567DE9	chr16
contig-0000542	#00B28C	chr17
contig-0000543	#00B28C	chr17
contig-0000544	#00B28C	chr17
contig-0000545	#E6C47F	chr22
contig-0000546	#D57533	chr13
contig-0000547	#808080	chr21
contig-0000548	#D57533	chr13
contig-0000549	#D57533	chr13
contig-0000550	#E6AB23	chr8
contig-0000552	#5699E9	chr9
contig-0000553	#CC79A7	chr4
contig-0000554	#CC79A7	chr4
contig-0000555	#D57533	chr13
contig-0000556	#E6B847	chr15
contig-0000557	#D57533	chr13
contig-0000558	#E6AB23	chr8
contig-0000559	#D57533	chr13
contig-0000560	#CC79A7	chr4
contig-0000561	#CC79A7	chr4
contig-0000562	#CC79A7	chr4
contig-0000563	#CC79A7	chr4
contig-0000564	#E6B847	chr15
contig-0000565	#CC79A7	chr4
contig-0000566	#CC79A7	chr4
contig-0000567	#CC79A7	chr4
contig-0000568	#E6C47F	chr22
contig-0000569	#CC79A7	chr4
contig-0000570	#D57533	chr13
contig-0000571	#E6B847	chr15
contig-0000575	#D57533	chr13
contig-0000576	#D57533	chr13
contig-0000577	#D57533	chr13
contig-0000578	#E6AB23	chr8
contig-0000580	#E6C47F	chr22
contig-0000581	#E6C47F	chr22
contig-0000582	#E6B847	chr15
contig-0000583	#808080	chr21
contig-0000584	#D57533	chr13
contig-0000585	#808080	chr21
contig-0000586	#666666	chr7
contig-0000587	#666666	chr7
contig-0000588	#666666	chr7
contig-0000589	#666666	chr7
contig-0000590	#666666	chr7
contig-0000591	#D57533	chr13
contig-0000592	#009E73	chr3
contig-0000593	#009E73	chr3
contig-0000594	#D57533	chr13
contig-0000595	#009E73	chr3
contig-0000596	#009E73	chr3
contig-0000597	#009E73	chr3
contig-0000598	#737373	chr14
contig-0000599	#737373	chr14
contig-0000600	#E6B847	chr15
contig-0000601	#E6C47F	chr22
contig-0000602	#D57533	chr13
contig-0000603	#D57533	chr13
contig-0000604	#1A7FBA	chr12
contig-0000606	#E69F00	chr1
contig-0000607	#CC8DB3	chr11
contig-0000608	#CC8DB3	chr11
contig-0000609	#CC8DB3	chr11
contig-0000611	#D55E00	chr6
contig-0000612	#D55E00	chr6
contig-0000613	#1A7FBA	chr12
contig-0000614	#D55E00	chr6
contig-0000617	#00A880	chr10
contig-0000618	#00A880	chr10
contig-0000619	#00A880	chr10
contig-0000620	#00A880	chr10
contig-0000621	#00A880	chr10
contig-0000622	#567DE9	chr16
contig-0000623	#0072B2	chr5
contig-0000624	#1A7FBA	chr12
contig-0000625	#567DE9	chr16
contig-0000626	#567DE9	chr16
contig-0000627	#567DE9	chr16
contig-0000628	#567DE9	chr16
contig-0000629	#D57533	chr13
contig-0000630	#D57533	chr13
contig-0000631	#E6C47F	chr22
contig-0000632	#737373	chr14
contig-0000633	#E6C47F	chr22
contig-0000634	#1A7FBA	chr12
contig-0000635	#00A880	chr10
contig-0000636	#00A880	chr10
contig-0000637	#00A880	chr10
contig-0000638	#00A880	chr10
contig-0000639	#00A880	chr10
contig-0000640	#00A880	chr10
contig-0000641	#E6C47F	chr22
contig-0000645	#1A7FBA	chr12
contig-0000646	#E69F00	chr1
contig-0000647	#56B4E9	chr2
contig-0000648	#56B4E9	chr2
contig-0000649	#56B4E9	chr2
contig-0000650	#E6C47F	chr22
contig-0000651	#CC8DB3	chr11
contig-0000652	#CC8DB3	chr11
contig-0000653	#CC8DB3	chr11
contig-0000654	#1A7FBA	chr12
contig-0000655	#CC8DB3	chr11
contig-0000656	#CC8DB3	chr11
contig-0000657	#808080	chr21
contig-0000658	#D58C66	chr20
contig-0000659	#D58C66	chr20
contig-0000661	#567DE9	chr16
contig-0000662	#567DE9	chr16
contig-0000663	#567DE9	chr16
contig-0000664	#567DE9	chr16
contig-0000665	#567DE9	chr16
contig-0000666	#567DE9	chr16
contig-0000667	#00B28C	chr17
contig-0000668	#00B28C	chr17
contig-0000669	#00B28C	chr17
contig-0000670	#00B28C	chr17
contig-0000671	#00B28C	chr17
contig-0000673	#D57533	chr13
contig-0000674	#E6C47F	chr22
contig-0000676	#808080	chr21
contig-0000678	#E6C47F	chr22
contig-0000679	#808080	chr21
contig-0000680	#808080	chr21
contig-0000681	#0072B2	chr5
contig-0000682	#808080	chr21
contig-0000683	#338CC2	chr19
contig-0000684	#338CC2	chr19
contig-0000685	#338CC2	chr19
contig-0000686	#338CC2	chr19
contig-0000687	#338CC2	chr19
contig-0000688	#CC8DB3	chr11
contig-0000689	#CC8DB3	chr11
contig-0000690	#E6B847	chr15
contig-0000691	#CC8DB3	chr11
contig-0000692	#CC8DB3	chr11
contig-0000693	#CC8DB3	chr11
contig-0000694	#CC8DB3	chr11
contig-0000695	#CC8DB3	chr11
contig-0000696	#D57533	chr13
contig-0000697	#D57533	chr13
contig-0000699	#D57533	chr13
contig-0000700	#808080	chr21
contig-0000701	#E6B847	chr15
contig-0000702	#D57533	chr13
contig-0000703	#808080	chr21
contig-0000704	#E6AB23	chr8
contig-0000705	#E6AB23	chr8
contig-0000706	#56B4E9	chr2
contig-0000707	#56B4E9	chr2
contig-0000708	#E6AB23	chr8
contig-0000709	#E6B847	chr15
contig-0000710	#D58C66	chr20
contig-0000714	#CCA0BF	chr18
contig-0000715	#CCA0BF	chr18
contig-0000716	#CCA0BF	chr18
contig-0000717	#0072B2	chr5
contig-0000718	#E6B847	chr15
contig-0000719	#CCA0BF	chr18
contig-0000720	#CCA0BF	chr18
contig-0000721	#808080	chr21
contig-0000722	#666666	chr7
contig-0000723	#1A7FBA	chr12
contig-0000724	#1A7FBA	chr12
contig-0000725	#1A7FBA	chr12
contig-0000726	#CC79A7	chr4
contig-0000727	#009E73	chr3
contig-0000728	#E6B847	chr15
contig-0000729	#338CC2	chr19
contig-0000730	#338CC2	chr19
contig-0000731	#338CC2	chr19
contig-0000732	#338CC2	chr19
contig-0000733	#338CC2	chr19
contig-0000734	#338CC2	chr19
contig-0000736	#5699E9	chr9
contig-0000737	#D57533	chr13
contig-0000738	#5699E9	chr9
contig-0000739	#5699E9	chr9
contig-0000741	#D57533	chr13
contig-0000742	#808080	chr21
contig-0000743	#338CC2	chr19
contig-0000744	#00B28C	chr17
contig-0000745	#E69F00	chr1
contig-0000746	#00B28C	chr17
contig-0000747	#666666	chr7
contig-0000748	#666666	chr7
contig-0000749	#666666	chr7
contig-0000750	#666666	chr7
contig-0000751	#CCA0BF	chr18
contig-0000752	#5699E9	chr9
contig-0000753	#5699E9	chr9
contig-0000754	#5699E9	chr9
contig-0000755	#5699E9	chr9
contig-0000756	#E69F00	chr1
contig-0000757	#5699E9	chr9
contig-0000758	#5699E9	chr9
contig-0000759	#5699E9	chr9
contig-0000760	#5699E9	chr9
contig-0000761	#5699E9	chr9
contig-0000762	#567DE9	chr16
contig-0000763	#567DE9	chr16
contig-0000765	#D57533	chr13
contig-0000766	#E69F00	chr1
contig-0000768	#808080	chr21
contig-0000769	#D55E00	chr6
contig-0000770	#CCA0BF	chr18
contig-0000771	#CCA0BF	chr18
contig-0000772	#CCA0BF	chr18
contig-0000773	#CCA0BF	chr18
contig-0000774	#CCA0BF	chr18
contig-0000775	#E6C47F	chr22
contig-0000776	#E6B847	chr15
contig-0000777	#E69F00	chr1
contig-0000778	#737373	chr14
contig-0000779	#D55E00	chr6
contig-0000780	#737373	chr14
contig-0000781	#56B4E9	chr2
contig-0000782	#56B4E9	chr2
contig-0000783	#56B4E9	chr2
contig-0000784	#56B4E9	chr2
contig-0000785	#56B4E9	chr2
contig-0000786	#E6AB23	chr8
contig-0000787	#E6AB23	chr8
contig-0000788	#E69F00	chr1
contig-0000789	#E6AB23	chr8
contig-0000790	#E6AB23	chr8
contig-0000791	#E6AB23	chr8
contig-0000792	#E6AB23	chr8
contig-0000793	#00A880	chr10
contig-0000794	#00A880	chr10
contig-0000795	#00A880	chr10
contig-0000796	#00A880	chr10
contig-0000797	#00A880	chr10
contig-0000798	#CC79A7	chr4
contig-0000799	#CC79A7	chr4
contig-0000800	#CC79A7	chr4
contig-0000801	#CC79A7	chr4
contig-0000802	#CC79A7	chr4
contig-0000803	#D57533	chr13
contig-0000804	#737373	chr14
contig-0000805	#5699E9	chr9
contig-0000806	#737373	chr14
contig-0000807	#56B4E9	chr2
contig-0000808	#56B4E9	chr2
contig-0000809	#56B4E9	chr2
contig-0000810	#56B4E9	chr2
contig-0000811	#56B4E9	chr2
contig-0000812	#56B4E9	chr2
contig-0000813	#56B4E9	chr2
contig-0000814	#E6AB23	chr8
contig-0000815	#0072B2	chr5
contig-0000816	#D58C66	chr20
contig-0000817	#D58C66	chr20
contig-0000818	#D58C66	chr20
contig-0000819	#D58C66	chr20
contig-0000820	#D58C66	chr20
contig-0000821	#CC8DB3	chr11
contig-0000822	#CC8DB3	chr11
contig-0000823	#CC8DB3	chr11
contig-0000825	#CC79A7	chr4
contig-0000826	#CC79A7	chr4
contig-0000827	#CC79A7	chr4
contig-0000828	#CC79A7	chr4
contig-0000829	#CC79A7	chr4
contig-0000830	#D57533	chr13
contig-0000831	#D57533	chr13
contig-0000832	#D57533	chr13
contig-0000833	#E6B847	chr15
contig-0000834	#D55E00	chr6
contig-0000835	#E6B847	chr15
contig-0000836	#D57533	chr13
contig-0000837	#D57533	chr13
contig-0000838	#E6B847	chr15
contig-0000839	#338CC2	chr19
contig-0000840	#338CC2	chr19
contig-0000841	#666666	chr7
contig-0000842	#666666	chr7
contig-0000843	#666666	chr7
contig-0000844	#666666	chr7
contig-0000845	#D55E00	chr6
contig-0000846	#CCA0BF	chr18
contig-0000847	#CCA0BF	chr18
contig-0000848	#CCA0BF	chr18
contig-0000849	#E6B847	chr15
contig-0000850	#808080	chr21
contig-0000851	#808080	chr21
contig-0000852	#0072B2	chr5
contig-0000853	#CC8DB3	chr11
contig-0000854	#CCA0BF	chr18
contig-0000855	#CCA0BF	chr18
contig-0000856	#D55E00	chr6
contig-0000857	#CCA0BF	chr18
contig-0000858	#CCA0BF	chr18
contig-0000859	#CCA0BF	chr18
contig-0000860	#E6B847	chr15
contig-0000861	#E6B847	chr15
contig-0000862	#D57533	chr13
contig-0000863	#D57533	chr13
contig-0000864	#808080	chr21
contig-0000865	#E6B847	chr15
contig-0000866	#E6B847	chr15
contig-0000867	#E6B847	chr15
contig-0000868	#E6AB23	chr8
contig-0000869	#56B4E9	chr2
contig-0000871	#666666	chr7
contig-0000872	#666666	chr7
contig-0000873	#666666	chr7
contig-0000874	#E6C47F	chr22
contig-0000875	#1A7FBA	chr12
contig-0000876	#E6B847	chr15
contig-0000877	#1A7FBA	chr12
contig-0000878	#1A7FBA	chr12
contig-0000879	#1A7FBA	chr12
contig-0000880	#1A7FBA	chr12
contig-0000882	#E69F00	chr1
contig-0000883	#E69F00	chr1
contig-0000884	#E69F00	chr1
contig-0000885	#E69F00	chr1
contig-0000886	#E69F00	chr1
contig-0000887	#E6B847	chr15
contig-0000888	#CC79A7	chr4
contig-0000889	#CC79A7	chr4
contig-0000890	#CC79A7	chr4
contig-0000891	#E6B847	chr15
contig-0000892	#56B4E9	chr2
contig-0000893	#56B4E9	chr2
contig-0000894	#56B4E9	chr2
contig-0000895	#E6AB23	chr8
contig-0000896	#E6AB23	chr8
contig-0000897	#D57533	chr13
contig-0000898	#737373	chr14
contig-0000899	#D57533	chr13
contig-0000900	#D57533	chr13
