contig_name	contig_length_bp	haplotype	primary_chrom	aligned_bp	satellite_bp	satellite_fraction	classification
unassigned-0000277	54467	unassigned	chr18	54470	0	0	non_satellite
unassigned-0000237	29667	unassigned	chr3	29673	0	0	non_satellite
unassigned-0000279	45078	unassigned	chr6	44971	0	0	non_satellite
unassigned-0000238	52410	unassigned	chr21	19475	19475	1	satellite
unassigned-0000239	105342	unassigned	chr13	117618	39206	0.333333	non_satellite
haplotype1-0000080	60262	haplotype1	chr9	45844	45844	1	satellite
haplotype1-0000081	267921	haplotype1	chr9	192435	192435	1	satellite
haplotype1-0000040	368529	haplotype1	chr15	368055	368055	1	satellite
haplotype1-0000082	770693	haplotype1	chr3	97780	97780	1	satellite
haplotype1-0000042	428333	haplotype1	chr18	429342	429342	1	satellite
haplotype1-0000043	428036	haplotype1	chr9	72145	72145	1	satellite
haplotype1-0000084	877848	haplotype1	chr3	143840	71920	0.5	satellite
haplotype1-0000085	171330	haplotype1	chr2	171333	0	0	non_satellite
haplotype1-0000086	346959	haplotype1	chr16	67242	67242	1	satellite
haplotype1-0000087	176060	haplotype1	chr16	176742	0	0	non_satellite
haplotype1-0000047	22916	haplotype1	chr19	22780	0	0	non_satellite
haplotype1-0000048	133548	haplotype1	chr19	135608	0	0	non_satellite
unassigned-0000930	52191	unassigned	chr15	52164	52164	1	satellite
unassigned-0000976	114245	unassigned	chr10	114478	0	0	non_satellite
unassigned-0000935	33595	unassigned	chr12	33386	0	0	non_satellite
unassigned-0000661	153143	unassigned	chr18	152099	152099	1	satellite
unassigned-0000621	31132	unassigned	chr4	31095	0	0	non_satellite
unassigned-0000977	80514	unassigned	chr15	80516	80516	1	satellite
unassigned-0000978	37526	unassigned	chr15	37504	37504	1	satellite
unassigned-0000937	272203	unassigned	chr13	136332	136332	1	satellite
unassigned-0000664	135088	unassigned	chr15	240666	120333	0.5	satellite
unassigned-0000624	67949	unassigned	chr5	67924	0	0	non_satellite
unassigned-0000391	29720	unassigned	chr15	58876	29438	0.5	satellite
unassigned-0000351	33925	unassigned	chr10	33883	0	0	non_satellite
unassigned-0000393	40977	unassigned	chr16	40948	0	0	non_satellite
unassigned-0000394	102371	unassigned	chr16	102333	102333	1	satellite
unassigned-0000395	191888	unassigned	chr16	47128	47128	1	satellite
unassigned-0000396	108852	unassigned	chr15	1088470	108847	0.1	non_satellite
unassigned-0000356	34882	unassigned	chr1	34767	0	0	non_satellite
unassigned-0000398	34499	unassigned	chr15	34500	34500	1	satellite
unassigned-0000357	118508	unassigned	chr1	118958	0	0	non_satellite
unassigned-0000399	106109	unassigned	chr14	106116	0	0	non_satellite
unassigned-0000358	54058	unassigned	chr1	54058	0	0	non_satellite
unassigned-0000359	49193	unassigned	chr20	49229	0	0	non_satellite
haplotype2-0000160	228380	haplotype2	chr6	376730	376730	1	satellite
haplotype2-0000161	157910	haplotype2	chr6	141559	141559	1	satellite
haplotype2-0000162	266010	haplotype2	chr6	255937	255937	1	satellite
haplotype2-0000122	1881482	haplotype2	chr15	1879260	1879260	1	satellite
haplotype2-0000125	1077773	haplotype2	chr10	1089970	0	0	non_satellite
haplotype2-0000167	33528	haplotype2	chrY	28140	28140	1	satellite
haplotype2-0000168	115980	haplotype2	chrY	103151	103151	1	satellite
haplotype2-0000127	3501262	haplotype2	chr13	81358743	3306400	0.0406398	non_satellite
haplotype2-0000169	49167	haplotype2	chrY	40386	40386	1	satellite
unassigned-0001080	39613	unassigned	chr13	39563	39563	1	satellite
unassigned-0001083	29435	unassigned	chr4	29406	0	0	non_satellite
unassigned-0001043	32930	unassigned	chr9	32904	0	0	non_satellite
unassigned-0001084	65024	unassigned	chr4	64855	0	0	non_satellite
unassigned-0001002	68475	unassigned	chr10	61442	0	0	non_satellite
unassigned-0001086	187520	unassigned	chr16	187431	0	0	non_satellite
unassigned-0001005	44880	unassigned	chr12	45005	0	0	non_satellite
unassigned-0001089	30520	unassigned	chr14	30517	0	0	non_satellite
unassigned-0001048	96983	unassigned	chr22	84932	84932	1	satellite
unassigned-0000781	37165	unassigned	chr17	37173	0	0	non_satellite
unassigned-0000741	232488	unassigned	chr8	232516	0	0	non_satellite
unassigned-0000470	28612	unassigned	chr15	28562	28562	1	satellite
unassigned-0000703	112673	unassigned	chr14	40631	40631	1	satellite
unassigned-0000785	43294	unassigned	chr13	42995	42995	1	satellite
unassigned-0000430	207737	unassigned	chr9	202866	0	0	non_satellite
unassigned-0000471	78293	unassigned	chr18	78284	0	0	non_satellite
unassigned-0000704	33619	unassigned	chr2	33594	0	0	non_satellite
unassigned-0000786	214859	unassigned	chr15	214660	214660	1	satellite
unassigned-0000787	53136	unassigned	chr15	53004	53004	1	satellite
unassigned-0000706	143713	unassigned	chr13	103819	103819	1	satellite
unassigned-0000788	110155	unassigned	chr15	110089	110089	1	satellite
unassigned-0000433	55269	unassigned	chr9	55203	0	0	non_satellite
unassigned-0000707	2703522	unassigned	chr15	19317284	1554373	0.0804654	non_satellite
unassigned-0000475	139228	unassigned	chr7	139137	0	0	non_satellite
unassigned-0000436	80660	unassigned	chr2	241962	80654	0.333333	non_satellite
unassigned-0000437	36584	unassigned	chr2	36590	36590	1	satellite
unassigned-0000479	39745	unassigned	chr22	119184	39728	0.333333	non_satellite
unassigned-0000438	31843	unassigned	chr2	31844	31844	1	satellite
unassigned-0000439	31935	unassigned	chr1	31864	0	0	non_satellite
haplotype2-0000201	79345	haplotype2	chr8	79354	79354	1	satellite
haplotype2-0000205	186663	haplotype2	chr9	150161	150161	1	satellite
haplotype2-0000207	68445	haplotype2	chr4	68333	0	0	non_satellite
haplotype2-0000208	97094	haplotype2	chr21	102193	102193	1	satellite
haplotype2-0000209	212451	haplotype2	chr21	248621	248621	1	satellite
unassigned-0001120	40745	unassigned	chr13	41384	41384	1	satellite
unassigned-0001121	121974	unassigned	chr13	121983	0	0	non_satellite
unassigned-0001163	65455	unassigned	chr21	392754	65459	0.166667	non_satellite
unassigned-0001122	76620	unassigned	chr13	76624	0	0	non_satellite
unassigned-0001164	51078	unassigned	chr21	255400	51080	0.2	non_satellite
unassigned-0001123	59897	unassigned	chr13	59902	0	0	non_satellite
unassigned-0001165	45333	unassigned	chr6	45335	0	0	non_satellite
unassigned-0001124	74868	unassigned	chr13	74766	0	0	non_satellite
unassigned-0001166	119609	unassigned	chr21	24593	24593	1	satellite
unassigned-0001125	99275	unassigned	chr13	99259	0	0	non_satellite
unassigned-0001129	38696	unassigned	chr21	13305	13305	1	satellite
unassigned-0000820	66339	unassigned	chr21	24593	24593	1	satellite
unassigned-0000863	35167	unassigned	chr7	35116	0	0	non_satellite
unassigned-0000822	42363	unassigned	chr21	14286	14286	1	satellite
unassigned-0000864	39762	unassigned	chr7	39750	0	0	non_satellite
unassigned-0000823	50981	unassigned	chr14	50951	0	0	non_satellite
unassigned-0000865	19869	unassigned	chr7	19812	0	0	non_satellite
unassigned-0000550	150090	unassigned	chr5	150093	0	0	non_satellite
unassigned-0000591	74314	unassigned	chr16	222732	74244	0.333333	non_satellite
unassigned-0000824	101738	unassigned	chr14	102046	0	0	non_satellite
unassigned-0000592	96360	unassigned	chr9	96302	96302	1	satellite
unassigned-0000551	130040	unassigned	chr5	130045	0	0	non_satellite
unassigned-0000825	68328	unassigned	chr14	68327	0	0	non_satellite
unassigned-0000552	150532	unassigned	chr5	150505	0	0	non_satellite
unassigned-0000511	48790	unassigned	chr2	48763	0	0	non_satellite
unassigned-0000827	48159	unassigned	chr17	48131	48131	1	satellite
unassigned-0000513	188988	unassigned	chr7	189036	0	0	non_satellite
unassigned-0000829	32347	unassigned	chr6	32365	0	0	non_satellite
unassigned-0000556	133043	unassigned	chr8	931301	133043	0.142857	non_satellite
unassigned-0000282	153543	unassigned	chr16	1259096	157387	0.125	non_satellite
unassigned-0000515	40440	unassigned	chr20	40410	0	0	non_satellite
unassigned-0000557	95028	unassigned	chr7	95027	0	0	non_satellite
unassigned-0000242	20986	unassigned	chr1	20954	0	0	non_satellite
unassigned-0000598	150682	unassigned	chr16	1053304	150472	0.142857	non_satellite
unassigned-0000599	315253	unassigned	chr15	455945	314252	0.689232	satellite
unassigned-0000244	168696	unassigned	chr19	168739	0	0	non_satellite
unassigned-0000286	33357	unassigned	chr5	33332	0	0	non_satellite
unassigned-0000245	65577	unassigned	chr19	65575	0	0	non_satellite
unassigned-0000246	53295	unassigned	chr13	54748	54748	1	satellite
unassigned-0000288	78006	unassigned	chr13	79521	79521	1	satellite
unassigned-0000247	59914	unassigned	chr19	59909	0	0	non_satellite
unassigned-0000248	17512	unassigned	chr19	17554	0	0	non_satellite
haplotype1-0000050	115104	haplotype1	chr19	117389	0	0	non_satellite
haplotype1-0000052	81168	haplotype1	chr12	68917	68917	1	satellite
haplotype1-0000053	88434	haplotype1	chr7	88340	0	0	non_satellite
haplotype1-0000094	144408	haplotype1	chr4	147609	0	0	non_satellite
haplotype1-0000054	202545	haplotype1	chr2	202389	0	0	non_satellite
haplotype1-0000095	192233	haplotype1	chr21	187122	187122	1	satellite
haplotype1-0000055	270179	haplotype1	chr16	219093	219093	1	satellite
haplotype1-0000096	173482	haplotype1	chr21	190265	190265	1	satellite
haplotype1-0000056	202024	haplotype1	chr19	202060	0	0	non_satellite
haplotype1-0000098	74156	haplotype1	chr5	74175	0	0	non_satellite
haplotype1-0000057	107727	haplotype1	chr15	105735	105735	1	satellite
haplotype1-0000058	217110	haplotype1	chr15	215105	215105	1	satellite
haplotype1-0000017	1328174	haplotype1	chr16	1327849	0	0	non_satellite
haplotype1-0000099	158085	haplotype1	chr19	157506	0	0	non_satellite
haplotype1-0000059	358695	haplotype1	chr21	465015	465015	1	satellite
haplotype1-0000018	1029777	haplotype1	chr22	13145955	1139129	0.0866524	non_satellite
unassigned-0000900	16026	unassigned	chr15	15999	15999	1	satellite
unassigned-0000983	62175	unassigned	chr2	62186	0	0	non_satellite
unassigned-0000984	55683	unassigned	chr2	55671	0	0	non_satellite
unassigned-0000903	45959	unassigned	chr9	45944	0	0	non_satellite
unassigned-0000904	29225	unassigned	chr9	29226	0	0	non_satellite
unassigned-0000945	95978	unassigned	chr15	96262	96262	1	satellite
unassigned-0000671	104061	unassigned	chr13	108362	108362	1	satellite
unassigned-0000905	150777	unassigned	chr9	150805	0	0	non_satellite
unassigned-0000631	22294	unassigned	chr21	22213	22213	1	satellite
unassigned-0000673	123024	unassigned	chr14	243170	121585	0.5	satellite
unassigned-0000906	60965	unassigned	chr20	54400	0	0	non_satellite
unassigned-0000907	162977	unassigned	chr6	25865	25865	1	satellite
unassigned-0000949	108130	unassigned	chr7	104507	0	0	non_satellite
unassigned-0000360	31233	unassigned	chr19	31221	0	0	non_satellite
unassigned-0000676	110650	unassigned	chr1	110610	0	0	non_satellite
unassigned-0000909	75351	unassigned	chr2	75234	0	0	non_satellite
unassigned-0000361	28629	unassigned	chr22	28605	0	0	non_satellite
unassigned-0000321	49493	unassigned	chr1	49218	0	0	non_satellite
unassigned-0000677	29544	unassigned	chr16	29515	0	0	non_satellite
unassigned-0000362	82167	unassigned	chr22	82154	0	0	non_satellite
unassigned-0000322	106099	unassigned	chr5	106094	0	0	non_satellite
unassigned-0000678	162435	unassigned	chr16	162420	0	0	non_satellite
unassigned-0000363	340895	unassigned	chr1	340885	0	0	non_satellite
unassigned-0000323	51005	unassigned	chr5	50914	0	0	non_satellite
unassigned-0000324	91376	unassigned	chr5	91302	0	0	non_satellite
unassigned-0000366	105086	unassigned	chr5	105084	0	0	non_satellite
unassigned-0000367	33536	unassigned	chr19	33507	0	0	non_satellite
unassigned-0000326	106439	unassigned	chr12	106475	0	0	non_satellite
unassigned-0000368	45826	unassigned	chr17	45717	0	0	non_satellite
unassigned-0000328	14345	unassigned	chr10	14261	0	0	non_satellite
unassigned-0000329	43608	unassigned	chr2	43602	0	0	non_satellite
haplotype2-0000170	279658	haplotype2	chr16	269912	0	0	non_satellite
haplotype2-0000171	34292	haplotype2	chr16	34267	0	0	non_satellite
haplotype2-0000172	144468	haplotype2	chr1	144552	0	0	non_satellite
haplotype2-0000173	144219	haplotype2	chr11	148093	148093	1	satellite
haplotype2-0000132	250950	haplotype2	chr13	2026056	253420	0.12508	non_satellite
haplotype2-0000133	28623	haplotype2	chr6	28627	0	0	non_satellite
haplotype2-0000174	185222	haplotype2	chr19	185243	0	0	non_satellite
haplotype2-0000175	440884	haplotype2	chr15	439004	439004	1	satellite
haplotype2-0000134	212745	haplotype2	chr4	47876	47876	1	satellite
haplotype2-0000176	468988	haplotype2	chr15	467157	467157	1	satellite
haplotype2-0000136	71481	haplotype2	chrY	71417	71417	1	satellite
haplotype2-0000177	198399	haplotype2	chr15	198563	198563	1	satellite
haplotype2-0000137	59589	haplotype2	chrY	59560	59560	1	satellite
haplotype2-0000178	192474	haplotype2	chr15	190654	190654	1	satellite
haplotype2-0000138	173789	haplotype2	chrY	173775	173775	1	satellite
unassigned-0001090	123559	unassigned	chr14	123564	0	0	non_satellite
unassigned-0001091	86866	unassigned	chr14	86889	0	0	non_satellite
unassigned-0001092	133168	unassigned	chr7	133150	0	0	non_satellite
unassigned-0001094	120911	unassigned	chr7	114377	0	0	non_satellite
unassigned-0001096	323366	unassigned	chr15	322919	322919	1	satellite
unassigned-0001099	60612	unassigned	chr21	302905	60581	0.2	non_satellite
unassigned-0001018	289236	unassigned	chr6	289255	0	0	non_satellite
unassigned-0000750	102327	unassigned	chr9	102290	102290	1	satellite
unassigned-0000751	75197	unassigned	chr13	75141	0	0	non_satellite
unassigned-0000710	157920	unassigned	chr15	157740	157740	1	satellite
unassigned-0000711	65928	unassigned	chr4	65925	0	0	non_satellite
unassigned-0000480	137646	unassigned	chr22	825696	137616	0.166667	non_satellite
unassigned-0000714	72669	unassigned	chr13	74144	74144	1	satellite
unassigned-0000440	99518	unassigned	chr1	99499	0	0	non_satellite
unassigned-0000441	41034	unassigned	chr9	41031	41031	1	satellite
unassigned-0000400	43667	unassigned	chr5	43654	0	0	non_satellite
unassigned-0000715	32055	unassigned	chr11	32038	0	0	non_satellite
unassigned-0000401	128789	unassigned	chr5	128791	0	0	non_satellite
unassigned-0000442	56627	unassigned	chr15	56593	56593	1	satellite
unassigned-0000758	35895	unassigned	chr6	35874	0	0	non_satellite
unassigned-0000443	41119	unassigned	chr5	41130	0	0	non_satellite
unassigned-0000759	327926	unassigned	chr6	294540	0	0	non_satellite
unassigned-0000718	174894	unassigned	chr22	34273	34273	1	satellite
unassigned-0000444	133053	unassigned	chr17	133038	0	0	non_satellite
unassigned-0000445	36025	unassigned	chr17	36029	0	0	non_satellite
unassigned-0000404	31288	unassigned	chr1	31608	31608	1	satellite
unassigned-0000405	40167	unassigned	chr1	40439	40439	1	satellite
unassigned-0000447	12149	unassigned	chr5	12120	0	0	non_satellite
unassigned-0000407	152645	unassigned	chr15	152625	152625	1	satellite
unassigned-0000449	72154	unassigned	chr16	72169	0	0	non_satellite
unassigned-0000408	220593	unassigned	chr15	220367	220367	1	satellite
unassigned-0000409	344913	unassigned	chr15	344368	344368	1	satellite
haplotype2-0000210	40619	haplotype2	chrY	40585	40585	1	satellite
haplotype2-0000211	63671	haplotype2	chr1	63597	0	0	non_satellite
haplotype2-0000212	224198	haplotype2	chr8	220591	0	0	non_satellite
haplotype2-0000213	98298	haplotype2	chr17	74125	74125	1	satellite
haplotype2-0000215	21551	haplotype2	chr13	21551	21551	1	satellite
haplotype2-0000216	81133	haplotype2	chr13	81129	81129	1	satellite
haplotype2-0000217	145906	haplotype2	chr10	145661	0	0	non_satellite
haplotype2-0000218	160199	haplotype2	chr6	55147	55147	1	satellite
unassigned-0001171	35129	unassigned	chr14	35132	0	0	non_satellite
unassigned-0001131	45452	unassigned	chr21	10158	10158	1	satellite
unassigned-0001173	28871	unassigned	chr8	28872	0	0	non_satellite
unassigned-0001133	171453	unassigned	chr21	149557	149557	1	satellite
unassigned-0001176	62303	unassigned	chr13	66642	66642	1	satellite
unassigned-0001177	61574	unassigned	chr13	61251	61251	1	satellite
unassigned-0000872	38484	unassigned	chr14	39157	39157	1	satellite
unassigned-0000831	126092	unassigned	chr17	126089	126089	1	satellite
unassigned-0000833	33657	unassigned	chr15	33649	33649	1	satellite
unassigned-0000834	44389	unassigned	chr15	44373	44373	1	satellite
unassigned-0000835	23203	unassigned	chr15	23157	23157	1	satellite
unassigned-0000878	89396	unassigned	chr16	89416	0	0	non_satellite
unassigned-0000290	48400	unassigned	chr13	49630	49630	1	satellite
unassigned-0000291	45933	unassigned	chr1	45941	0	0	non_satellite
unassigned-0000250	497747	unassigned	chr15	837079	438663	0.52404	satellite
unassigned-0000292	106257	unassigned	chr1	106238	0	0	non_satellite
unassigned-0000525	17484	unassigned	chr16	17472	0	0	non_satellite
unassigned-0000251	28715	unassigned	chr17	28762	0	0	non_satellite
unassigned-0000567	89163	unassigned	chr2	89141	0	0	non_satellite
unassigned-0000526	35426	unassigned	chr21	18779	18779	1	satellite
unassigned-0000294	138023	unassigned	chr17	137069	0	0	non_satellite
unassigned-0000527	228154	unassigned	chr21	87820	87820	1	satellite
unassigned-0000295	91726	unassigned	chr8	91725	0	0	non_satellite
unassigned-0000528	188561	unassigned	chr15	176560	176560	1	satellite
unassigned-0000255	29937	unassigned	chr15	29864	0	0	non_satellite
