chrom	gap_start	gap_end	gap_type	gap_size	strand	nearest_gene_chrom	nearest_gene_start	nearest_gene_end	nearest_gene_name	distance
chr19	7328427	7335921	N_region_windowed	7500	+	chr19	7341414	7480656	ARHGEF18	5494
chr19	40005623	40103560	N_region_windowed	100000	-	chr19	40114360	40165968	ZNF875	10801
chr19	40086290	40086291	N_region	1500	+	chr19	40114360	40165968	ZNF875	28070
chr19	61469781	61476411	N_region_windowed	6652	+	chr19	61609522	61640205	ZBTB45	133112
chr2	122013570	122013571	N_region	7500	+	chr2	122084933	122163835	NIFK-AS1	71363
chr2	124110457	124118252	N_region_windowed	7500	-	chr2	122337669	122868364	LOC105373592	1242094
chr21	3110869	3194436	N_region_windowed	100000	-	chr21	3112035	3125409	RNA45S4	0
chr21	3110869	3194436	N_region_windowed	100000	-	chr21	3115701	3117570	RNA18S4	0
chr21	3110869	3194436	N_region_windowed	100000	-	chr21	3118647	3118804	RNA5-8S4	0
chr21	3110869	3194436	N_region_windowed	100000	-	chr21	3119971	3125048	RNA28S4	0
chr21	3110869	3194436	N_region_windowed	100000	-	chr21	3156890	3170233	RNA45S4	0
chr21	3110869	3194436	N_region_windowed	100000	-	chr21	3160530	3162399	RNA18S4	0
chr21	3110869	3194436	N_region_windowed	100000	-	chr21	3163476	3163633	RNA5-8S4	0
chr21	3110869	3194436	N_region_windowed	100000	-	chr21	3164804	3169872	RNA28S4	0
chr21	10966654	10969688	N_region_windowed	4540	-	chr21	10795863	10796910	EIF3FP1	169745
chr21	11086782	11146429	N_region_windowed	100000	-	chr21	11382460	11462603	ANKRD30BP2	236032
chr21	41282899	41290394	N_region_windowed	7500	-	chr21	41800235	42015031	HSF2BP	509842
chr22	8724176	8724177	N_region	7500	+	chr22	9169861	9174926	ZNF73P	445685
chr22	11912944	11948056	N_region_windowed	37668	-	chr22	12241054	12252393	FRG1GP	292999
chr3	46402474	46409974	N_region	7500	-	chr3	46158034	46159562	FLT1P1	242913
chr3	56345919	56347419	N_region_windowed	1500	-	chr3	53527879	53846976	CACNA1D	2498944
chr3	95975712	95976246	N_region_windowed	7500	-	chr3	95739422	95750144	LOC107984037	225569
chr4	114401378	114408876	N_region_windowed	7500	+	chr4	114246478	114247439	LYPLA1P2	153940
chr4	118239207	118246707	N_region_windowed	7500	+	chr4	119223655	119225033	KRT18P21	976949
chr4	192822493	192916061	N_region_windowed	100000	+	chr4	192829527	192832472	HSP90AA4P	0
chr4	192822493	192916061	N_region_windowed	100000	+	chr4	192907479	192908787	LOC105377615	0
chr4	193008223	193014060	N_region_windowed	5882	+	chr4	193019450	193021331	LINC01262	5391
chr5	5744490	5759154	N_region_windowed	7500	-	chr5	5186136	5349691	LOC101929200	394800
chr5	70598090	70681499	N_region_windowed	83394	+	chr5	70628678	70647449	LOC105379021	0
chr5	70598090	70681499	N_region_windowed	83394	+	chr5	70647743	70679043	LOC105379016	0
chr5	79983138	80085734	N_region_windowed	100000	-	chr5	79856811	79998313	HOMER1	0
chr5	122412650	122422127	N_region	7500	-	chr5	123145815	123247427	LINC02201	723689
chr6	58324083	58418311	N_region_windowed	100000	-	chr6	57800229	58017709	LOC101927293	306375
chr6	58434190	58435436	N_region_windowed	7500	-	chr6	57800229	58017709	LOC101927293	416482
chr6	58720134	58724333	N_region_windowed	7500	-	chr6	57800229	58017709	LOC101927293	702426
chr6	58734190	58749813	N_region_windowed	13432	-	chr6	57800229	58017709	LOC101927293	716482
chr6	58747047	58844715	N_region_windowed	100000	-	chr6	57800229	58017709	LOC101927293	729339
chr6	81731857	81824829	N_region_windowed	100000	-	chr6	81271917	81279005	LOC643562	452853
chr7	63428023	63528354	N_region_windowed	100000	-	chr7	64207454	64207561	RNU6-417P	679101
chr7	76018605	76034258	N_region_windowed	16269	+	chr7	75998466	76053913	GTF2IRD2	0
chr7	77814563	77907722	N_region_windowed	100000	-	chr7	77810548	77822535	SPDYE16	0
chr7	77814563	77907722	N_region_windowed	100000	-	chr7	77828572	77906904	LINC03009	0
chr7	77814563	77907722	N_region_windowed	100000	-	chr7	77889198	77906201	POMZP3	0
chr7	105569848	105573300	N_region	7500	-	chr7	105642865	106223396	LHFPL3	69566
chr7	155211261	155236498	N_region_windowed	7500	-	chr7	154922683	156069555	DPP6	0
chr7	155211261	155236498	N_region_windowed	7500	-	chr7	155230066	155235052	LOC101929998	0
chr8	1137761	1230280	N_region_windowed	100000	-	chr8	529207	1487141	DLGAP2	0
chr8	1137761	1230280	N_region_windowed	100000	-	chr8	1109853	1146905	LOC124901869	0
chr8	143045848	143053350	N_region_windowed	7500	+	chr8	142561182	142635781	MROH5	410068
chrX	58943294	58996101	N_region_windowed	58790	-	chrX	57284276	57286003	KRT8P17	1657292
chrY	1994539	2003017	N_region_windowed	7500	-	chrY	1894159	2177723	DHRSX	0
chrY	1994539	2003017	N_region_windowed	7500	-	chrY	1997271	2014329	LOC124905239	0
chrY	10123523	10135883	N_region_windowed	16388	-	chrY	10129861	10145284	RBMY2GP	0
chrY	35701437	35818777	N_region_windowed	100000	-	chrY	27406618	27446611	PARP4P1	8254827
chrY	48351009	48358189	N_region_windowed	7500	-	chrY	62090905	62092033	CTBP2P1	13732717
