contig	color
contig-0000072	#009E73	chr3
contig-0000073	#009E73	chr3
contig-0000074	#E6B847	chr15
contig-0000075	#E6B847	chr15
contig-0000076	#E6B847	chr15
contig-0000077	#E6B847	chr15
contig-0000078	#E6B847	chr15
contig-0000079	#56B4E9	chr2
contig-0000080	#E6B847	chr15
contig-0000081	#E6B847	chr15
contig-0000082	#E6B847	chr15
contig-0000083	#567DE9	chr16
contig-0000084	#567DE9	chr16
contig-0000085	#CC8DB3	chr11
contig-0000086	#56B4E9	chr2
contig-0000087	#CC8DB3	chr11
contig-0000088	#D55E00	chr6
contig-0000089	#D55E00	chr6
contig-0000090	#D55E00	chr6
contig-0000091	#D55E00	chr6
contig-0000092	#D55E00	chr6
contig-0000093	#56B4E9	chr2
contig-0000094	#56B4E9	chr2
contig-0000095	#56B4E9	chr2
contig-0000096	#E69F00	chr1
contig-0000097	#56B4E9	chr2
contig-0000098	#E69F00	chr1
contig-0000099	#E69F00	chr1
contig-0000100	#E69F00	chr1
contig-0000101	#E69F00	chr1
contig-0000102	#E69F00	chr1
contig-0000103	#5699E9	chr9
contig-0000104	#56B4E9	chr2
contig-0000105	#56B4E9	chr2
contig-0000106	#56B4E9	chr2
contig-0000107	#E69F00	chr1
contig-0000108	#CC79A7	chr4
contig-0000109	#56B4E9	chr2
contig-0000110	#E69F00	chr1
contig-0000111	#666666	chr7
contig-0000112	#666666	chr7
contig-0000113	#666666	chr7
contig-0000114	#009E73	chr3
contig-0000115	#009E73	chr3
contig-0000116	#009E73	chr3
contig-0000117	#009E73	chr3
contig-0000118	#56B4E9	chr2
contig-0000119	#CC79A7	chr4
contig-0000120	#CC79A7	chr4
contig-0000121	#CC79A7	chr4
contig-0000122	#CC79A7	chr4
contig-0000123	#CC79A7	chr4
contig-0000124	#D58C66	chr20
contig-0000125	#D58C66	chr20
contig-0000126	#D58C66	chr20
contig-0000127	#D58C66	chr20
contig-0000128	#D58C66	chr20
contig-0000130	#CCA0BF	chr18
contig-0000131	#CCA0BF	chr18
contig-0000132	#CCA0BF	chr18
contig-0000133	#CCA0BF	chr18
contig-0000134	#CCA0BF	chr18
contig-0000135	#D57533	chr13
contig-0000136	#D57533	chr13
contig-0000137	#D57533	chr13
contig-0000138	#D57533	chr13
contig-0000139	#D57533	chr13
contig-0000140	#E69F00	chr1
contig-0000141	#D55E00	chr6
contig-0000142	#D55E00	chr6
contig-0000143	#D55E00	chr6
contig-0000144	#1A7FBA	chr12
contig-0000145	#1A7FBA	chr12
contig-0000146	#1A7FBA	chr12
contig-0000147	#1A7FBA	chr12
contig-0000148	#1A7FBA	chr12
contig-0000149	#00A880	chr10
contig-0000150	#E6B847	chr15
contig-0000151	#E69F00	chr1
contig-0000152	#E6B847	chr15
contig-0000153	#E6B847	chr15
contig-0000154	#56B4E9	chr2
contig-0000155	#56B4E9	chr2
contig-0000156	#56B4E9	chr2
contig-0000157	#00B28C	chr17
contig-0000158	#00B28C	chr17
contig-0000159	#00B28C	chr17
contig-0000160	#E69F00	chr1
contig-0000161	#D55E00	chr6
contig-0000162	#D55E00	chr6
contig-0000163	#D55E00	chr6
contig-0000164	#D55E00	chr6
contig-0000165	#D55E00	chr6
contig-0000166	#D55E00	chr6
contig-0000167	#737373	chr14
contig-0000168	#737373	chr14
contig-0000169	#737373	chr14
contig-0000170	#E69F00	chr1
contig-0000171	#56B4E9	chr2
contig-0000172	#56B4E9	chr2
contig-0000173	#56B4E9	chr2
contig-0000174	#56B4E9	chr2
contig-0000175	#009E73	chr3
contig-0000176	#009E73	chr3
contig-0000177	#009E73	chr3
contig-0000178	#009E73	chr3
contig-0000179	#009E73	chr3
contig-0000180	#E69F00	chr1
contig-0000181	#00B28C	chr17
contig-0000182	#00B28C	chr17
contig-0000183	#00B28C	chr17
contig-0000184	#00B28C	chr17
contig-0000185	#CC79A7	chr4
contig-0000186	#CC79A7	chr4
contig-0000187	#CC79A7	chr4
contig-0000188	#CC79A7	chr4
contig-0000189	#CC79A7	chr4
contig-0000190	#CC79A7	chr4
contig-0000191	#E6AB23	chr8
contig-0000192	#CC79A7	chr4
contig-0000193	#D58C66	chr20
contig-0000194	#D58C66	chr20
contig-0000195	#D58C66	chr20
contig-0000196	#D58C66	chr20
contig-0000197	#D58C66	chr20
contig-0000198	#D58C66	chr20
contig-0000199	#D58C66	chr20
contig-0000200	#666666	chr7
contig-0000201	#666666	chr7
contig-0000202	#E6AB23	chr8
contig-0000203	#666666	chr7
contig-0000204	#009E73	chr3
contig-0000205	#009E73	chr3
contig-0000206	#009E73	chr3
contig-0000207	#E6B847	chr15
contig-0000208	#E6B847	chr15
contig-0000209	#E6B847	chr15
contig-0000210	#E6B847	chr15
contig-0000211	#E6B847	chr15
contig-0000212	#56B4E9	chr2
contig-0000213	#56B4E9	chr2
contig-0000214	#E6AB23	chr8
contig-0000215	#E69F00	chr1
contig-0000216	#E69F00	chr1
contig-0000217	#E69F00	chr1
contig-0000218	#CCA0BF	chr18
contig-0000219	#CCA0BF	chr18
contig-0000220	#CCA0BF	chr18
contig-0000221	#56B4E9	chr2
contig-0000222	#56B4E9	chr2
contig-0000223	#E6AB23	chr8
contig-0000224	#56B4E9	chr2
contig-0000225	#E6AB23	chr8
contig-0000226	#D57533	chr13
contig-0000227	#D57533	chr13
contig-0000228	#D57533	chr13
contig-0000229	#E6B847	chr15
contig-0000230	#8C564B	chrY
contig-0000231	#8C564B	chrY
contig-0000232	#CCA0BF	chr18
contig-0000233	#CCA0BF	chr18
contig-0000234	#E6AB23	chr8
contig-0000235	#CCA0BF	chr18
contig-0000236	#CCA0BF	chr18
contig-0000237	#CCA0BF	chr18
contig-0000238	#1A7FBA	chr12
contig-0000239	#1A7FBA	chr12
contig-0000240	#1A7FBA	chr12
contig-0000241	#1A7FBA	chr12
contig-0000242	#CC8DB3	chr11
contig-0000243	#CCA0BF	chr18
contig-0000244	#CCA0BF	chr18
contig-0000245	#009E73	chr3
contig-0000246	#CCA0BF	chr18
contig-0000247	#9467BD	chrX
contig-0000248	#9467BD	chrX
contig-0000249	#9467BD	chrX
contig-0000250	#9467BD	chrX
contig-0000251	#5699E9	chr9
contig-0000252	#5699E9	chr9
contig-0000253	#5699E9	chr9
contig-0000254	#5699E9	chr9
contig-0000255	#5699E9	chr9
contig-0000256	#009E73	chr3
contig-0000257	#666666	chr7
contig-0000258	#666666	chr7
contig-0000259	#666666	chr7
contig-0000260	#0072B2	chr5
contig-0000261	#0072B2	chr5
contig-0000262	#0072B2	chr5
contig-0000263	#0072B2	chr5
contig-0000264	#0072B2	chr5
contig-0000265	#0072B2	chr5
contig-0000266	#0072B2	chr5
contig-0000267	#009E73	chr3
contig-0000268	#0072B2	chr5
contig-0000269	#CC8DB3	chr11
contig-0000270	#CC8DB3	chr11
contig-0000271	#CC8DB3	chr11
contig-0000272	#CC8DB3	chr11
contig-0000273	#CC8DB3	chr11
contig-0000274	#00A880	chr10
contig-0000275	#009E73	chr3
contig-0000276	#D55E00	chr6
contig-0000277	#D55E00	chr6
contig-0000278	#009E73	chr3
contig-0000279	#D55E00	chr6
contig-0000280	#D55E00	chr6
contig-0000281	#D55E00	chr6
contig-0000282	#D55E00	chr6
contig-0000283	#D55E00	chr6
contig-0000284	#D55E00	chr6
contig-0000285	#E69F00	chr1
contig-0000286	#E69F00	chr1
contig-0000287	#E69F00	chr1
contig-0000288	#1A7FBA	chr12
contig-0000289	#009E73	chr3
contig-0000290	#1A7FBA	chr12
contig-0000291	#1A7FBA	chr12
contig-0000292	#1A7FBA	chr12
contig-0000293	#1A7FBA	chr12
contig-0000294	#56B4E9	chr2
contig-0000295	#56B4E9	chr2
contig-0000296	#56B4E9	chr2
contig-0000297	#E6AB23	chr8
contig-0000298	#E6AB23	chr8
contig-0000299	#E6AB23	chr8
contig-0000300	#56B4E9	chr2
contig-0000301	#E6AB23	chr8
contig-0000302	#E6AB23	chr8
contig-0000303	#E6AB23	chr8
contig-0000304	#E6AB23	chr8
contig-0000305	#E6AB23	chr8
contig-0000306	#009E73	chr3
contig-0000307	#009E73	chr3
contig-0000308	#009E73	chr3
contig-0000309	#E69F00	chr1
contig-0000310	#E69F00	chr1
contig-0000311	#56B4E9	chr2
contig-0000312	#E69F00	chr1
contig-0000313	#009E73	chr3
contig-0000314	#009E73	chr3
contig-0000315	#009E73	chr3
contig-0000316	#E69F00	chr1
contig-0000317	#E6B847	chr15
contig-0000318	#E6B847	chr15
contig-0000319	#E6B847	chr15
contig-0000320	#E6B847	chr15
contig-0000321	#E6B847	chr15
contig-0000322	#56B4E9	chr2
contig-0000323	#E6AB23	chr8
contig-0000324	#E6AB23	chr8
contig-0000325	#E6AB23	chr8
contig-0000326	#D55E00	chr6
contig-0000327	#D55E00	chr6
contig-0000328	#D55E00	chr6
contig-0000329	#D55E00	chr6
contig-0000330	#D55E00	chr6
contig-0000331	#D55E00	chr6
contig-0000332	#D55E00	chr6
contig-0000333	#56B4E9	chr2
contig-0000334	#D55E00	chr6
contig-0000335	#D55E00	chr6
contig-0000336	#D55E00	chr6
contig-0000337	#737373	chr14
contig-0000338	#737373	chr14
contig-0000339	#737373	chr14
contig-0000340	#737373	chr14
contig-0000341	#737373	chr14
contig-0000342	#737373	chr14
contig-0000343	#0072B2	chr5
contig-0000344	#56B4E9	chr2
contig-0000345	#0072B2	chr5
contig-0000346	#0072B2	chr5
contig-0000347	#0072B2	chr5
contig-0000348	#D55E00	chr6
contig-0000349	#D55E00	chr6
contig-0000350	#D55E00	chr6
contig-0000351	#5699E9	chr9
contig-0000352	#CC79A7	chr4
contig-0000353	#CC79A7	chr4
contig-0000354	#5699E9	chr9
contig-0000355	#CC79A7	chr4
contig-0000356	#56B4E9	chr2
contig-0000357	#56B4E9	chr2
contig-0000358	#56B4E9	chr2
contig-0000359	#00B28C	chr17
contig-0000360	#00A880	chr10
contig-0000361	#00A880	chr10
contig-0000362	#00A880	chr10
contig-0000363	#00A880	chr10
contig-0000364	#5699E9	chr9
contig-0000365	#009E73	chr3
contig-0000366	#009E73	chr3
contig-0000367	#009E73	chr3
contig-0000368	#009E73	chr3
contig-0000369	#009E73	chr3
contig-0000370	#009E73	chr3
contig-0000371	#009E73	chr3
contig-0000372	#5699E9	chr9
contig-0000373	#CCA0BF	chr18
contig-0000374	#CCA0BF	chr18
contig-0000375	#CCA0BF	chr18
contig-0000376	#CCA0BF	chr18
contig-0000377	#56B4E9	chr2
contig-0000378	#56B4E9	chr2
contig-0000379	#56B4E9	chr2
contig-0000380	#E6AB23	chr8
contig-0000381	#E6AB23	chr8
contig-0000382	#5699E9	chr9
contig-0000383	#E6AB23	chr8
contig-0000384	#D55E00	chr6
contig-0000385	#D55E00	chr6
contig-0000386	#D55E00	chr6
contig-0000387	#D55E00	chr6
contig-0000388	#D55E00	chr6
contig-0000389	#CC8DB3	chr11
contig-0000390	#CC8DB3	chr11
contig-0000391	#CC8DB3	chr11
contig-0000392	#CC8DB3	chr11
contig-0000393	#5699E9	chr9
contig-0000394	#CC8DB3	chr11
contig-0000395	#567DE9	chr16
contig-0000396	#567DE9	chr16
contig-0000397	#567DE9	chr16
contig-0000398	#567DE9	chr16
contig-0000399	#567DE9	chr16
contig-0000400	#737373	chr14
contig-0000401	#737373	chr14
contig-0000402	#5699E9	chr9
contig-0000403	#737373	chr14
contig-0000404	#737373	chr14
contig-0000405	#737373	chr14
contig-0000406	#338CC2	chr19
contig-0000407	#338CC2	chr19
contig-0000408	#338CC2	chr19
contig-0000409	#D57533	chr13
contig-0000410	#D57533	chr13
contig-0000411	#D57533	chr13
contig-0000412	#E6AB23	chr8
contig-0000413	#009E73	chr3
contig-0000414	#E6AB23	chr8
contig-0000415	#E6AB23	chr8
contig-0000416	#E6AB23	chr8
contig-0000417	#E6AB23	chr8
contig-0000418	#CCA0BF	chr18
contig-0000419	#CCA0BF	chr18
contig-0000420	#CCA0BF	chr18
contig-0000421	#CCA0BF	chr18
contig-0000422	#5699E9	chr9
contig-0000423	#56B4E9	chr2
contig-0000424	#E69F00	chr1
contig-0000425	#E69F00	chr1
contig-0000426	#E69F00	chr1
contig-0000427	#E69F00	chr1
contig-0000428	#E69F00	chr1
contig-0000429	#E6AB23	chr8
contig-0000430	#E6AB23	chr8
contig-0000431	#E6AB23	chr8
contig-0000432	#009E73	chr3
contig-0000433	#009E73	chr3
contig-0000434	#009E73	chr3
contig-0000435	#009E73	chr3
contig-0000436	#009E73	chr3
contig-0000437	#CC79A7	chr4
contig-0000438	#00A880	chr10
contig-0000439	#666666	chr7
contig-0000440	#666666	chr7
contig-0000441	#666666	chr7
contig-0000442	#009E73	chr3
contig-0000443	#D58C66	chr20
contig-0000444	#D58C66	chr20
contig-0000445	#D58C66	chr20
contig-0000446	#D58C66	chr20
contig-0000447	#D58C66	chr20
contig-0000448	#E6C47F	chr22
contig-0000449	#E6C47F	chr22
contig-0000450	#E6C47F	chr22
contig-0000451	#009E73	chr3
contig-0000452	#00A880	chr10
contig-0000453	#00A880	chr10
contig-0000454	#00A880	chr10
contig-0000455	#00A880	chr10
contig-0000456	#00A880	chr10
contig-0000457	#E69F00	chr1
contig-0000458	#E69F00	chr1
contig-0000459	#E69F00	chr1
contig-0000460	#E69F00	chr1
contig-0000461	#E69F00	chr1
contig-0000462	#D55E00	chr6
contig-0000463	#D57533	chr13
contig-0000464	#D57533	chr13
contig-0000465	#D57533	chr13
contig-0000466	#D57533	chr13
contig-0000467	#D57533	chr13
contig-0000468	#E6AB23	chr8
contig-0000469	#E6AB23	chr8
contig-0000470	#E6AB23	chr8
contig-0000471	#E6AB23	chr8
contig-0000472	#D55E00	chr6
contig-0000473	#56B4E9	chr2
contig-0000474	#56B4E9	chr2
contig-0000475	#56B4E9	chr2
contig-0000476	#56B4E9	chr2
contig-0000477	#56B4E9	chr2
contig-0000478	#338CC2	chr19
contig-0000479	#338CC2	chr19
contig-0000480	#338CC2	chr19
contig-0000481	#009E73	chr3
contig-0000482	#009E73	chr3
contig-0000483	#D55E00	chr6
contig-0000484	#009E73	chr3
contig-0000485	#009E73	chr3
contig-0000486	#009E73	chr3
contig-0000487	#E69F00	chr1
contig-0000488	#CC79A7	chr4
contig-0000489	#CC79A7	chr4
contig-0000490	#CC79A7	chr4
contig-0000491	#CC79A7	chr4
contig-0000492	#CC8DB3	chr11
contig-0000493	#CC8DB3	chr11
contig-0000494	#D55E00	chr6
contig-0000495	#CC8DB3	chr11
contig-0000496	#CC8DB3	chr11
contig-0000497	#CC8DB3	chr11
contig-0000498	#56B4E9	chr2
contig-0000499	#56B4E9	chr2
contig-0000500	#56B4E9	chr2
contig-0000501	#56B4E9	chr2
contig-0000502	#E69F00	chr1
contig-0000503	#D55E00	chr6
contig-0000504	#E69F00	chr1
contig-0000505	#E69F00	chr1
contig-0000506	#E69F00	chr1
contig-0000507	#56B4E9	chr2
contig-0000508	#56B4E9	chr2
contig-0000509	#56B4E9	chr2
contig-0000510	#56B4E9	chr2
contig-0000511	#56B4E9	chr2
contig-0000512	#0072B2	chr5
contig-0000513	#0072B2	chr5
contig-0000514	#CC79A7	chr4
contig-0000515	#0072B2	chr5
contig-0000516	#0072B2	chr5
contig-0000517	#0072B2	chr5
contig-0000518	#567DE9	chr16
contig-0000519	#567DE9	chr16
contig-0000520	#567DE9	chr16
contig-0000521	#56B4E9	chr2
contig-0000522	#56B4E9	chr2
contig-0000523	#56B4E9	chr2
contig-0000524	#666666	chr7
contig-0000525	#56B4E9	chr2
contig-0000526	#CC79A7	chr4
contig-0000527	#666666	chr7
contig-0000528	#666666	chr7
contig-0000529	#737373	chr14
contig-0000530	#CC8DB3	chr11
contig-0000531	#CC8DB3	chr11
contig-0000532	#CC8DB3	chr11
contig-0000533	#CC8DB3	chr11
contig-0000534	#CC8DB3	chr11
contig-0000535	#56B4E9	chr2
contig-0000536	#56B4E9	chr2
contig-0000537	#CC79A7	chr4
contig-0000538	#56B4E9	chr2
contig-0000539	#56B4E9	chr2
contig-0000540	#56B4E9	chr2
contig-0000541	#009E73	chr3
contig-0000542	#009E73	chr3
contig-0000543	#009E73	chr3
contig-0000544	#CC8DB3	chr11
contig-0000545	#D58C66	chr20
contig-0000546	#D58C66	chr20
contig-0000547	#CC79A7	chr4
contig-0000548	#D58C66	chr20
contig-0000549	#D58C66	chr20
contig-0000550	#D58C66	chr20
contig-0000551	#0072B2	chr5
contig-0000552	#0072B2	chr5
contig-0000553	#E6AB23	chr8
contig-0000554	#E6AB23	chr8
contig-0000555	#E6AB23	chr8
contig-0000556	#1A7FBA	chr12
contig-0000557	#1A7FBA	chr12
contig-0000558	#CC79A7	chr4
contig-0000559	#1A7FBA	chr12
contig-0000560	#1A7FBA	chr12
contig-0000561	#1A7FBA	chr12
contig-0000562	#D58C66	chr20
contig-0000563	#D58C66	chr20
contig-0000564	#D58C66	chr20
contig-0000565	#D58C66	chr20
contig-0000566	#666666	chr7
contig-0000567	#666666	chr7
contig-0000568	#666666	chr7
contig-0000569	#737373	chr14
contig-0000570	#E69F00	chr1
contig-0000571	#E69F00	chr1
contig-0000572	#E69F00	chr1
contig-0000573	#D58C66	chr20
contig-0000574	#009E73	chr3
contig-0000575	#0072B2	chr5
contig-0000576	#0072B2	chr5
contig-0000577	#0072B2	chr5
contig-0000578	#737373	chr14
contig-0000579	#0072B2	chr5
contig-0000580	#0072B2	chr5
contig-0000581	#E69F00	chr1
contig-0000582	#E69F00	chr1
contig-0000583	#E69F00	chr1
contig-0000584	#E69F00	chr1
contig-0000585	#E69F00	chr1
contig-0000586	#E69F00	chr1
contig-0000587	#E69F00	chr1
contig-0000588	#D57533	chr13
contig-0000589	#737373	chr14
contig-0000590	#D57533	chr13
contig-0000591	#D57533	chr13
contig-0000592	#CC8DB3	chr11
contig-0000593	#CC8DB3	chr11
contig-0000594	#CC8DB3	chr11
contig-0000595	#CC8DB3	chr11
contig-0000596	#CC8DB3	chr11
contig-0000597	#5699E9	chr9
contig-0000598	#5699E9	chr9
contig-0000599	#5699E9	chr9
contig-0000600	#737373	chr14
contig-0000601	#5699E9	chr9
contig-0000602	#5699E9	chr9
contig-0000603	#5699E9	chr9
contig-0000604	#D55E00	chr6
contig-0000605	#D55E00	chr6
contig-0000606	#D55E00	chr6
contig-0000607	#CC79A7	chr4
contig-0000608	#CC79A7	chr4
contig-0000609	#CC79A7	chr4
contig-0000610	#737373	chr14
contig-0000611	#CC79A7	chr4
contig-0000612	#CC79A7	chr4
contig-0000613	#CC79A7	chr4
contig-0000614	#CC79A7	chr4
contig-0000615	#CC79A7	chr4
contig-0000616	#D55E00	chr6
contig-0000617	#D55E00	chr6
contig-0000618	#D55E00	chr6
contig-0000619	#D55E00	chr6
contig-0000620	#D55E00	chr6
contig-0000621	#E6C47F	chr22
contig-0000622	#56B4E9	chr2
contig-0000623	#56B4E9	chr2
contig-0000624	#56B4E9	chr2
contig-0000625	#56B4E9	chr2
contig-0000626	#56B4E9	chr2
contig-0000627	#E6B847	chr15
contig-0000628	#E6B847	chr15
contig-0000629	#E6B847	chr15
contig-0000630	#E6B847	chr15
contig-0000631	#E6B847	chr15
contig-0000632	#56B4E9	chr2
contig-0000633	#E6C47F	chr22
contig-0000634	#00B28C	chr17
contig-0000635	#00B28C	chr17
contig-0000636	#00B28C	chr17
contig-0000637	#00B28C	chr17
contig-0000638	#00B28C	chr17
contig-0000639	#009E73	chr3
contig-0000640	#009E73	chr3
contig-0000641	#009E73	chr3
contig-0000642	#009E73	chr3
contig-0000643	#009E73	chr3
contig-0000644	#E6C47F	chr22
contig-0000645	#E6B847	chr15
contig-0000646	#E6B847	chr15
contig-0000647	#E6B847	chr15
contig-0000648	#E6B847	chr15
contig-0000649	#E6B847	chr15
contig-0000650	#D55E00	chr6
contig-0000651	#D55E00	chr6
contig-0000652	#D55E00	chr6
contig-0000653	#0072B2	chr5
contig-0000654	#0072B2	chr5
contig-0000655	#0072B2	chr5
contig-0000656	#0072B2	chr5
contig-0000657	#0072B2	chr5
contig-0000658	#0072B2	chr5
contig-0000659	#CC8DB3	chr11
contig-0000660	#CC8DB3	chr11
contig-0000661	#CC8DB3	chr11
contig-0000662	#CC8DB3	chr11
contig-0000663	#CC8DB3	chr11
contig-0000664	#CC8DB3	chr11
contig-0000665	#CCA0BF	chr18
contig-0000666	#0072B2	chr5
contig-0000667	#CCA0BF	chr18
contig-0000668	#CCA0BF	chr18
contig-0000669	#CCA0BF	chr18
contig-0000670	#CCA0BF	chr18
contig-0000671	#E6B847	chr15
contig-0000672	#E6B847	chr15
contig-0000673	#E6B847	chr15
contig-0000674	#D55E00	chr6
contig-0000675	#D55E00	chr6
contig-0000676	#0072B2	chr5
contig-0000677	#D55E00	chr6
contig-0000678	#D55E00	chr6
contig-0000679	#00A880	chr10
contig-0000680	#00A880	chr10
contig-0000681	#00A880	chr10
contig-0000682	#00A880	chr10
contig-0000683	#00A880	chr10
contig-0000684	#0072B2	chr5
contig-0000685	#0072B2	chr5
contig-0000686	#0072B2	chr5
contig-0000687	#0072B2	chr5
contig-0000688	#338CC2	chr19
contig-0000689	#338CC2	chr19
contig-0000690	#338CC2	chr19
contig-0000691	#00A880	chr10
contig-0000692	#00A880	chr10
contig-0000693	#00A880	chr10
contig-0000694	#00A880	chr10
contig-0000695	#00A880	chr10
contig-0000696	#CC8DB3	chr11
contig-0000697	#CC8DB3	chr11
contig-0000698	#0072B2	chr5
contig-0000699	#CC8DB3	chr11
contig-0000700	#666666	chr7
contig-0000701	#666666	chr7
contig-0000702	#666666	chr7
contig-0000703	#E69F00	chr1
contig-0000704	#E69F00	chr1
contig-0000705	#E69F00	chr1
contig-0000706	#E69F00	chr1
contig-0000707	#E69F00	chr1
contig-0000708	#E6B847	chr15
contig-0000709	#E6B847	chr15
contig-0000710	#E6B847	chr15
contig-0000711	#E6B847	chr15
contig-0000712	#00A880	chr10
contig-0000713	#E6AB23	chr8
contig-0000714	#E6AB23	chr8
contig-0000715	#E69F00	chr1
contig-0000716	#E6AB23	chr8
contig-0000717	#E6AB23	chr8
contig-0000718	#E6AB23	chr8
contig-0000719	#D57533	chr13
contig-0000720	#D57533	chr13
contig-0000721	#D57533	chr13
contig-0000722	#56B4E9	chr2
contig-0000723	#56B4E9	chr2
contig-0000724	#56B4E9	chr2
contig-0000725	#00A880	chr10
contig-0000726	#E69F00	chr1
contig-0000727	#00A880	chr10
contig-0000728	#00A880	chr10
contig-0000729	#009E73	chr3
contig-0000730	#009E73	chr3
contig-0000731	#009E73	chr3
contig-0000732	#009E73	chr3
contig-0000733	#009E73	chr3
contig-0000734	#E6B847	chr15
contig-0000735	#E6B847	chr15
contig-0000736	#E6B847	chr15
contig-0000737	#808080	chr21
contig-0000738	#E69F00	chr1
contig-0000739	#E6B847	chr15
contig-0000740	#0072B2	chr5
contig-0000741	#0072B2	chr5
contig-0000742	#0072B2	chr5
contig-0000743	#56B4E9	chr2
contig-0000744	#56B4E9	chr2
contig-0000745	#56B4E9	chr2
contig-0000746	#56B4E9	chr2
contig-0000747	#E69F00	chr1
contig-0000748	#56B4E9	chr2
contig-0000749	#5699E9	chr9
contig-0000750	#5699E9	chr9
contig-0000751	#5699E9	chr9
contig-0000752	#5699E9	chr9
contig-0000753	#5699E9	chr9
contig-0000754	#737373	chr14
contig-0000755	#E6AB23	chr8
contig-0000756	#E6AB23	chr8
contig-0000757	#E6AB23	chr8
contig-0000758	#E69F00	chr1
contig-0000759	#CC79A7	chr4
contig-0000760	#737373	chr14
contig-0000761	#737373	chr14
contig-0000762	#737373	chr14
contig-0000763	#737373	chr14
contig-0000764	#737373	chr14
contig-0000765	#737373	chr14
contig-0000766	#737373	chr14
contig-0000767	#737373	chr14
contig-0000768	#CCA0BF	chr18
contig-0000769	#E69F00	chr1
contig-0000770	#CCA0BF	chr18
contig-0000771	#CCA0BF	chr18
contig-0000772	#E6AB23	chr8
contig-0000773	#E6AB23	chr8
contig-0000774	#E6AB23	chr8
contig-0000775	#CC8DB3	chr11
contig-0000776	#CC8DB3	chr11
contig-0000777	#CC8DB3	chr11
contig-0000778	#E69F00	chr1
contig-0000779	#CC8DB3	chr11
contig-0000780	#56B4E9	chr2
contig-0000781	#56B4E9	chr2
contig-0000782	#56B4E9	chr2
contig-0000783	#0072B2	chr5
contig-0000784	#0072B2	chr5
contig-0000785	#0072B2	chr5
contig-0000786	#0072B2	chr5
contig-0000787	#0072B2	chr5
contig-0000788	#E69F00	chr1
contig-0000789	#1A7FBA	chr12
contig-0000790	#1A7FBA	chr12
contig-0000791	#1A7FBA	chr12
contig-0000792	#1A7FBA	chr12
contig-0000793	#567DE9	chr16
contig-0000794	#567DE9	chr16
contig-0000795	#567DE9	chr16
contig-0000796	#567DE9	chr16
contig-0000797	#567DE9	chr16
contig-0000798	#E6C47F	chr22
contig-0000799	#E69F00	chr1
contig-0000800	#E6C47F	chr22
contig-0000801	#E6C47F	chr22
contig-0000802	#E6C47F	chr22
contig-0000803	#E6C47F	chr22
contig-0000804	#56B4E9	chr2
contig-0000805	#56B4E9	chr2
contig-0000806	#56B4E9	chr2
contig-0000807	#567DE9	chr16
contig-0000808	#567DE9	chr16
contig-0000809	#567DE9	chr16
contig-0000810	#666666	chr7
contig-0000811	#567DE9	chr16
contig-0000812	#567DE9	chr16
contig-0000813	#E6B847	chr15
