contig_name	contig_length_bp	haplotype	primary_chrom	aligned_bp	satellite_bp	satellite_fraction	classification
unassigned-0000158	61223	unassigned	chr14	112770	56385	0.5	satellite
unassigned-0000171	222942	unassigned	chr11	222886	0	0	non_satellite
unassigned-0000407	116600	unassigned	chr15	160424	120859	0.753372	satellite
unassigned-0000420	90221	unassigned	chr14	268194	89398	0.333333	non_satellite
unassigned-0000173	67705	unassigned	chr11	67700	0	0	non_satellite
unassigned-0000174	88114	unassigned	chr6	88120	0	0	non_satellite
unassigned-0000408	54221	unassigned	chr21	10172	10172	1	satellite
unassigned-0000388	79058	unassigned	chr13	92016	92016	1	satellite
unassigned-0000176	98964	unassigned	chr6	98962	0	0	non_satellite
unassigned-0000423	144374	unassigned	chr21	86903	86903	1	satellite
unassigned-0000178	70092	unassigned	chr6	70062	0	0	non_satellite
unassigned-0000191	126304	unassigned	chr21	24593	24593	1	satellite
unassigned-0000440	114681	unassigned	chr21	26371	26371	1	satellite
unassigned-0000442	171120	unassigned	chr13	161300	161300	1	satellite
unassigned-0000197	46338	unassigned	chr13	46269	46269	1	satellite
unassigned-0000198	80320	unassigned	chr21	75697	75697	1	satellite
unassigned-0000462	112404	unassigned	chr22	108618	108618	1	satellite
unassigned-0000236	99956	unassigned	chr15	56246	56246	1	satellite
unassigned-0000250	88717	unassigned	chr21	86755	86755	1	satellite
unassigned-0000238	111076	unassigned	chr13	112304	112304	1	satellite
unassigned-0000239	127265	unassigned	chr15	129782	129782	1	satellite
unassigned-0000466	100998	unassigned	chr13	91538	91538	1	satellite
unassigned-0000270	73266	unassigned	chr22	122592	61296	0.5	satellite
haplotype1-0000028	306953	haplotype1	chr1	17340	17340	1	satellite
unassigned-0000505	61095	unassigned	chr13	61016	61016	1	satellite
unassigned-0000271	146529	unassigned	chr15	142467	142467	1	satellite
unassigned-0000272	72251	unassigned	chr21	71419	71419	1	satellite
unassigned-0000273	123069	unassigned	chr15	77089	77089	1	satellite
unassigned-0000274	155469	unassigned	chr15	82510	82510	1	satellite
haplotype1-0000047	168920	haplotype1	chr4	130890	130890	1	satellite
unassigned-0000276	219834	unassigned	chr15	76361	76361	1	satellite
unassigned-0000311	167220	unassigned	chr21	54108	54108	1	satellite
unassigned-0000278	60678	unassigned	chr13	62028	62028	1	satellite
unassigned-0000312	219821	unassigned	chr15	76361	76361	1	satellite
unassigned-0000293	124933	unassigned	chr21	33079	33079	1	satellite
unassigned-0000527	74908	unassigned	chr15	69144	69144	1	satellite
unassigned-0000313	203671	unassigned	chr15	141460	141460	1	satellite
unassigned-0000541	149372	unassigned	chr21	26956	26956	1	satellite
unassigned-0000314	67478	unassigned	chr15	68701	68701	1	satellite
unassigned-0000315	169916	unassigned	chr22	333814	166907	0.5	satellite
unassigned-0000542	205215	unassigned	chr21	53667	53667	1	satellite
haplotype2-0000085	78781	haplotype2	chr1	78761	0	0	non_satellite
unassigned-0000529	2728269	unassigned	chr15	6618798	1684681	0.25453	non_satellite
unassigned-0000316	3524951	unassigned	chr21	14063057	2162468	0.153769	non_satellite
unassigned-0000103	126609	unassigned	chr21	26889	26889	1	satellite
unassigned-0000297	98172	unassigned	chr15	77770	77770	1	satellite
unassigned-0000317	95944	unassigned	chr15	74985	74985	1	satellite
unassigned-0000104	255013	unassigned	chr5	257938	0	0	non_satellite
unassigned-0000331	96450	unassigned	chr22	31426	31426	1	satellite
unassigned-0000318	79454	unassigned	chr21	36832	36832	1	satellite
unassigned-0000105	95082	unassigned	chr2	94970	0	0	non_satellite
unassigned-0000108	76186	unassigned	chr21	26889	26889	1	satellite
unassigned-0000563	103887	unassigned	chr22	95796	95796	1	satellite
unassigned-0000122	120893	unassigned	chr21	13451	13451	1	satellite
unassigned-0000565	66944	unassigned	chr7	66257	0	0	non_satellite
unassigned-0000566	62865	unassigned	chr7	62833	0	0	non_satellite
unassigned-0000567	113065	unassigned	chr7	113050	0	0	non_satellite
unassigned-0000354	208563	unassigned	chr21	22175	22175	1	satellite
unassigned-0000140	243224	unassigned	chr14	1842798	270403	0.146735	non_satellite
unassigned-0000569	167672	unassigned	chr22	180778	180778	1	satellite
unassigned-0000582	79493	unassigned	chr15	79397	79397	1	satellite
unassigned-0000141	4184492	unassigned	chr22	36772080	2690441	0.0731653	non_satellite
unassigned-0000142	162105	unassigned	chr2	162168	0	0	non_satellite
unassigned-0000356	214697	unassigned	chr15	81095	81095	1	satellite
unassigned-0000603	150008	unassigned	chr13	152206	152206	1	satellite
unassigned-0000143	80449	unassigned	chr13	75965	75965	1	satellite
unassigned-0000585	60229	unassigned	chr3	60232	0	0	non_satellite
unassigned-0000586	35517	unassigned	chr3	35522	0	0	non_satellite
unassigned-0000359	89946	unassigned	chr21	21079	21079	1	satellite
unassigned-0000587	72882	unassigned	chr3	72852	0	0	non_satellite
unassigned-0000146	113550	unassigned	chr21	42283	42283	1	satellite
unassigned-0000148	140364	unassigned	chr21	43603	43603	1	satellite
unassigned-0000161	95483	unassigned	chr13	190388	95194	0.5	satellite
unassigned-0000162	173807	unassigned	chr21	76810	76810	1	satellite
unassigned-0000149	132052	unassigned	chr17	132073	0	0	non_satellite
unassigned-0000163	166421	unassigned	chr12	166304	0	0	non_satellite
unassigned-0000411	139236	unassigned	chr21	16214	16214	1	satellite
unassigned-0000378	43436	unassigned	chr15	43437	43437	1	satellite
unassigned-0000165	197346	unassigned	chr11	197299	0	0	non_satellite
unassigned-0000167	63695	unassigned	chr5	63689	0	0	non_satellite
unassigned-0000200	129111	unassigned	chr16	123830	0	0	non_satellite
unassigned-0000180	103664	unassigned	chr15	66906	66906	1	satellite
unassigned-0000415	94386	unassigned	chr21	12583	12583	1	satellite
unassigned-0000181	128230	unassigned	chr15	52019	52019	1	satellite
unassigned-0000201	115977	unassigned	chr22	141570	141570	1	satellite
unassigned-0000182	78369	unassigned	chr15	76471	76471	1	satellite
unassigned-0000202	94703	unassigned	chr13	89228	89228	1	satellite
unassigned-0000183	207000	unassigned	chr15	51187	51187	1	satellite
unassigned-0000399	43306	unassigned	chr13	42531	42531	1	satellite
unassigned-0000186	102792	unassigned	chr15	51858	51858	1	satellite
unassigned-0000220	105562	unassigned	chr22	140312	109142	0.777852	satellite
unassigned-0000221	78627	unassigned	chr22	40671	40671	1	satellite
unassigned-0000188	146855	unassigned	chr15	76500	76500	1	satellite
unassigned-0000223	137735	unassigned	chr19	137684	0	0	non_satellite
unassigned-0000224	64834	unassigned	chr21	23012	23012	1	satellite
unassigned-0000225	206686	unassigned	chr14	309422	208940	0.675259	satellite
unassigned-0000453	113674	unassigned	chr13	108969	108969	1	satellite
unassigned-0000227	77590	unassigned	chr21	55068	55068	1	satellite
unassigned-0000240	169513	unassigned	chr15	127161	127161	1	satellite
unassigned-0000229	76900	unassigned	chr13	77387	77387	1	satellite
unassigned-0000458	66556	unassigned	chr15	22999	22999	1	satellite
unassigned-0000246	147864	unassigned	chr3	147848	0	0	non_satellite
haplotype1-0000030	191774	haplotype1	chr1	10591	10591	1	satellite
unassigned-0000473	288297	unassigned	chr13	82239	82239	1	satellite
haplotype1-0000018	2267893	haplotype1	chr7	734588	734588	1	satellite
unassigned-0000477	83792	unassigned	chr13	83714	83714	1	satellite
unassigned-0000263	71249	unassigned	chr13	75799	75799	1	satellite
unassigned-0000479	86338	unassigned	chr17	55596	0	0	non_satellite
haplotype1-0000036	119583	haplotype1	chr10	119588	0	0	non_satellite
unassigned-0000513	71859	unassigned	chr21	24723	24723	1	satellite
haplotype1-0000037	61439	haplotype1	chr1	36206	36206	1	satellite
unassigned-0000280	88741	unassigned	chr21	133702	133702	1	satellite
unassigned-0000267	36579	unassigned	chr13	36498	36498	1	satellite
haplotype1-0000038	418591	haplotype1	chr1	165810	165810	1	satellite
haplotype1-0000051	178741	haplotype1	chr11	178699	0	0	non_satellite
unassigned-0000268	131094	unassigned	chr15	87139	87139	1	satellite
haplotype1-0000039	401035	haplotype1	chr1	149727	149727	1	satellite
unassigned-0000302	348197	unassigned	chr21	27640	27640	1	satellite
unassigned-0000269	160698	unassigned	chr15	76499	76499	1	satellite
unassigned-0000303	113247	unassigned	chr21	21122	21122	1	satellite
unassigned-0000283	2478991	unassigned	chr15	12914811	1713988	0.132715	non_satellite
unassigned-0000530	3818766	unassigned	chr22	17055103	3307990	0.193959	non_satellite
unassigned-0000531	229910	unassigned	chr15	353481	262680	0.743123	satellite
unassigned-0000284	185214	unassigned	chr22	164585	164585	1	satellite
unassigned-0000518	70404	unassigned	chr13	70322	70322	1	satellite
unassigned-0000305	65951	unassigned	chr15	64772	64772	1	satellite
unassigned-0000532	215355	unassigned	chr21	153596	153596	1	satellite
unassigned-0000519	66319	unassigned	chr13	66236	66236	1	satellite
unassigned-0000285	61566	unassigned	chr13	63016	63016	1	satellite
unassigned-0000306	64439	unassigned	chr21	17004	17004	1	satellite
haplotype1-0000057	360240	haplotype1	chr1	33347	33347	1	satellite
unassigned-0000320	90537	unassigned	chr21	14061	14061	1	satellite
haplotype1-0000058	373347	haplotype1	chr1	65209	65209	1	satellite
unassigned-0000321	198854	unassigned	chr21	25159	25159	1	satellite
haplotype2-0000091	240969	haplotype2	chr10	240997	0	0	non_satellite
unassigned-0000309	125404	unassigned	chr13	127817	127817	1	satellite
unassigned-0000323	77839	unassigned	chr20	146506	73253	0.5	satellite
unassigned-0000324	98294	unassigned	chr15	66546	66546	1	satellite
unassigned-0000325	72829	unassigned	chr13	74119	74119	1	satellite
