contig	color	chromosome
haplotype2-0000062	#56B4E9	chr2
haplotype2-0000063	#00A880	chr10
haplotype2-0000064	#0072B2	chr5
haplotype2-0000065	#808080	chr21
haplotype2-0000066	#00B28C	chr17
haplotype2-0000067	#D55E00	chr6
haplotype2-0000068	#666666	chr7
haplotype2-0000069	#E6B847	chr15
haplotype2-0000070	#CC8DB3	chr11
haplotype2-0000071	#567DE9	chr16
haplotype2-0000072	#5699E9	chr9
haplotype2-0000073	#D58C66	chr20
haplotype2-0000074	#009E73	chr3
haplotype2-0000075	#8C564B	chrY
haplotype2-0000076	#8C564B	chrY
haplotype2-0000077	#8C564B	chrY
haplotype2-0000078	#8C564B	chrY
haplotype2-0000079	#E6B847	chr15
haplotype2-0000080	#8C564B	chrY
haplotype2-0000081	#E6AB23	chr8
haplotype2-0000082	#9467BD	chrX
haplotype2-0000083	#8C564B	chrY
haplotype2-0000084	#D57533	chr13
haplotype2-0000085	#D57533	chr13
haplotype2-0000086	#9467BD	chrX
haplotype2-0000087	#9467BD	chrX
haplotype2-0000088	#00B28C	chr17
haplotype2-0000089	#00B28C	chr17
haplotype2-0000090	#00B28C	chr17
haplotype2-0000091	#8C564B	chrY
haplotype2-0000092	#8C564B	chrY
haplotype2-0000093	#E6C47F	chr22
haplotype2-0000094	#808080	chr21
haplotype2-0000095	#009E73	chr3
haplotype2-0000096	#009E73	chr3
haplotype2-0000097	#009E73	chr3
haplotype2-0000098	#009E73	chr3
haplotype2-0000099	#00B28C	chr17
haplotype2-0000100	#00B28C	chr17
haplotype2-0000101	#00B28C	chr17
haplotype2-0000102	#00B28C	chr17
haplotype2-0000103	#E6B847	chr15
haplotype2-0000104	#00B28C	chr17
haplotype2-0000105	#E6B847	chr15
haplotype2-0000106	#00B28C	chr17
haplotype2-0000107	#009E73	chr3
haplotype2-0000108	#00B28C	chr17
haplotype2-0000109	#567DE9	chr16
haplotype2-0000110	#567DE9	chr16
haplotype2-0000111	#CCA0BF	chr18
haplotype2-0000112	#CCA0BF	chr18
haplotype2-0000113	#8C564B	chrY
haplotype2-0000114	#00B28C	chr17
haplotype2-0000115	#E6AB23	chr8
haplotype2-0000116	#E6AB23	chr8
haplotype2-0000117	#CC79A7	chr4
haplotype2-0000118	#8C564B	chrY
haplotype2-0000119	#8C564B	chrY
haplotype2-0000120	#CC79A7	chr4
haplotype2-0000121	#808080	chr21
haplotype2-0000122	#808080	chr21
haplotype2-0000123	#567DE9	chr16
haplotype2-0000124	#567DE9	chr16
haplotype2-0000125	#E6B847	chr15
haplotype2-0000126	#8C564B	chrY
haplotype2-0000127	#8C564B	chrY
haplotype2-0000128	#8C564B	chrY
haplotype2-0000129	#8C564B	chrY
haplotype2-0000130	#8C564B	chrY
haplotype2-0000131	#8C564B	chrY
haplotype2-0000132	#8C564B	chrY
haplotype2-0000133	#8C564B	chrY
haplotype2-0000134	#E6B847	chr15
haplotype2-0000135	#8C564B	chrY
haplotype2-0000136	#8C564B	chrY
haplotype2-0000137	#CCA0BF	chr18
haplotype2-0000138	#8C564B	chrY
haplotype2-0000139	#8C564B	chrY
haplotype2-0000140	#8C564B	chrY
haplotype2-0000141	#8C564B	chrY
haplotype2-0000142	#8C564B	chrY
haplotype2-0000143	#E6AB23	chr8
haplotype2-0000144	#D55E00	chr6
haplotype2-0000145	#00B28C	chr17
haplotype2-0000146	#8C564B	chrY
haplotype2-0000147	#8C564B	chrY
haplotype2-0000148	#8C564B	chrY
unassigned-0000149	#808080	chr21
unassigned-0000151	#737373	chr14
unassigned-0000152	#D57533	chr13
unassigned-0000153	#737373	chr14
unassigned-0000154	#E6C47F	chr22
unassigned-0000155	#E6C47F	chr22
unassigned-0000157	#808080	chr21
unassigned-0000158	#808080	chr21
unassigned-0000159	#808080	chr21
unassigned-0000160	#808080	chr21
unassigned-0000161	#808080	chr21
unassigned-0000162	#D57533	chr13
unassigned-0000163	#808080	chr21
unassigned-0000164	#808080	chr21
unassigned-0000165	#808080	chr21
unassigned-0000166	#CC79A7	chr4
unassigned-0000167	#CC79A7	chr4
unassigned-0000168	#CC79A7	chr4
unassigned-0000169	#CC79A7	chr4
unassigned-0000170	#D57533	chr13
unassigned-0000171	#CC8DB3	chr11
unassigned-0000172	#D57533	chr13
unassigned-0000173	#808080	chr21
unassigned-0000174	#808080	chr21
unassigned-0000175	#D57533	chr13
unassigned-0000176	#D57533	chr13
unassigned-0000177	#737373	chr14
unassigned-0000178	#E6C47F	chr22
unassigned-0000179	#737373	chr14
unassigned-0000180	#808080	chr21
unassigned-0000181	#737373	chr14
unassigned-0000182	#737373	chr14
unassigned-0000183	#CCA0BF	chr18
unassigned-0000184	#CCA0BF	chr18
unassigned-0000186	#D57533	chr13
unassigned-0000187	#D57533	chr13
unassigned-0000189	#808080	chr21
unassigned-0000190	#E6B847	chr15
unassigned-0000191	#E6B847	chr15
unassigned-0000192	#E6B847	chr15
unassigned-0000193	#00B28C	chr17
unassigned-0000195	#808080	chr21
unassigned-0000196	#808080	chr21
unassigned-0000198	#808080	chr21
unassigned-0000199	#E6C47F	chr22
unassigned-0000200	#808080	chr21
unassigned-0000201	#808080	chr21
unassigned-0000202	#808080	chr21
unassigned-0000203	#737373	chr14
unassigned-0000204	#D57533	chr13
unassigned-0000205	#E6C47F	chr22
unassigned-0000206	#D57533	chr13
unassigned-0000207	#D57533	chr13
unassigned-0000208	#D57533	chr13
unassigned-0000209	#D57533	chr13
unassigned-0000210	#E6C47F	chr22
unassigned-0000211	#D57533	chr13
unassigned-0000212	#D57533	chr13
unassigned-0000213	#D57533	chr13
unassigned-0000214	#808080	chr21
unassigned-0000215	#808080	chr21
unassigned-0000216	#808080	chr21
unassigned-0000218	#00B28C	chr17
unassigned-0000219	#D57533	chr13
unassigned-0000220	#CCA0BF	chr18
unassigned-0000221	#CCA0BF	chr18
unassigned-0000222	#D57533	chr13
unassigned-0000223	#E6C47F	chr22
unassigned-0000224	#E6C47F	chr22
unassigned-0000225	#00B28C	chr17
unassigned-0000226	#009E73	chr3
unassigned-0000228	#E69F00	chr1
unassigned-0000229	#D57533	chr13
unassigned-0000231	#D57533	chr13
unassigned-0000232	#E6C47F	chr22
unassigned-0000233	#D57533	chr13
unassigned-0000234	#D57533	chr13
unassigned-0000235	#D57533	chr13
unassigned-0000236	#D57533	chr13
unassigned-0000237	#808080	chr21
unassigned-0000238	#808080	chr21
unassigned-0000239	#E6C47F	chr22
unassigned-0000240	#E6C47F	chr22
unassigned-0000241	#737373	chr14
unassigned-0000242	#E6B847	chr15
unassigned-0000243	#808080	chr21
unassigned-0000244	#808080	chr21
unassigned-0000245	#E6B847	chr15
unassigned-0000246	#D57533	chr13
unassigned-0000247	#E6B847	chr15
unassigned-0000248	#D57533	chr13
unassigned-0000249	#D57533	chr13
unassigned-0000250	#737373	chr14
unassigned-0000251	#808080	chr21
unassigned-0000252	#808080	chr21
unassigned-0000253	#808080	chr21
unassigned-0000254	#808080	chr21
unassigned-0000255	#808080	chr21
unassigned-0000256	#808080	chr21
unassigned-0000257	#808080	chr21
unassigned-0000258	#737373	chr14
unassigned-0000259	#808080	chr21
unassigned-0000260	#808080	chr21
unassigned-0000261	#808080	chr21
unassigned-0000262	#567DE9	chr16
unassigned-0000263	#808080	chr21
unassigned-0000264	#808080	chr21
unassigned-0000265	#808080	chr21
unassigned-0000266	#808080	chr21
unassigned-0000267	#808080	chr21
unassigned-0000268	#808080	chr21
unassigned-0000269	#808080	chr21
unassigned-0000270	#808080	chr21
unassigned-0000271	#737373	chr14
unassigned-0000272	#808080	chr21
unassigned-0000273	#808080	chr21
unassigned-0000274	#808080	chr21
unassigned-0000275	#808080	chr21
unassigned-0000276	#808080	chr21
unassigned-0000277	#808080	chr21
unassigned-0000278	#808080	chr21
unassigned-0000279	#808080	chr21
unassigned-0000280	#E6C47F	chr22
unassigned-0000281	#E6B847	chr15
unassigned-0000282	#808080	chr21
unassigned-0000283	#808080	chr21
unassigned-0000285	#E6C47F	chr22
unassigned-0000286	#00A880	chr10
unassigned-0000287	#00A880	chr10
unassigned-0000288	#00A880	chr10
unassigned-0000289	#00A880	chr10
unassigned-0000293	#D57533	chr13
unassigned-0000294	#D57533	chr13
unassigned-0000295	#737373	chr14
unassigned-0000296	#E6B847	chr15
unassigned-0000297	#E6B847	chr15
unassigned-0000298	#E6C47F	chr22
unassigned-0000299	#E6B847	chr15
unassigned-0000300	#E6B847	chr15
unassigned-0000301	#E6B847	chr15
unassigned-0000302	#808080	chr21
unassigned-0000303	#E6B847	chr15
unassigned-0000304	#D57533	chr13
unassigned-0000305	#D57533	chr13
unassigned-0000306	#D57533	chr13
unassigned-0000307	#D57533	chr13
unassigned-0000308	#D57533	chr13
unassigned-0000309	#E6B847	chr15
unassigned-0000310	#1A7FBA	chr12
unassigned-0000312	#D57533	chr13
unassigned-0000313	#338CC2	chr19
unassigned-0000315	#D57533	chr13
unassigned-0000316	#E6B847	chr15
unassigned-0000317	#808080	chr21
unassigned-0000318	#D57533	chr13
unassigned-0000319	#D57533	chr13
unassigned-0000320	#808080	chr21
unassigned-0000322	#CC8DB3	chr11
unassigned-0000323	#808080	chr21
unassigned-0000324	#56B4E9	chr2
unassigned-0000325	#E6C47F	chr22
unassigned-0000326	#E6C47F	chr22
unassigned-0000327	#E6C47F	chr22
unassigned-0000328	#D57533	chr13
unassigned-0000329	#E6C47F	chr22
unassigned-0000330	#E6C47F	chr22
unassigned-0000331	#D57533	chr13
unassigned-0000332	#E6C47F	chr22
unassigned-0000333	#D57533	chr13
unassigned-0000334	#E6C47F	chr22
unassigned-0000335	#E6C47F	chr22
unassigned-0000336	#D57533	chr13
unassigned-0000337	#808080	chr21
unassigned-0000338	#E6B847	chr15
unassigned-0000339	#0072B2	chr5
unassigned-0000340	#0072B2	chr5
unassigned-0000341	#0072B2	chr5
unassigned-0000342	#0072B2	chr5
unassigned-0000343	#737373	chr14
unassigned-0000344	#737373	chr14
unassigned-0000345	#E6B847	chr15
unassigned-0000346	#737373	chr14
unassigned-0000348	#808080	chr21
unassigned-0000349	#808080	chr21
unassigned-0000350	#808080	chr21
unassigned-0000351	#808080	chr21
unassigned-0000352	#808080	chr21
unassigned-0000353	#808080	chr21
unassigned-0000354	#737373	chr14
unassigned-0000355	#808080	chr21
unassigned-0000357	#D57533	chr13
unassigned-0000358	#00B28C	chr17
unassigned-0000359	#D57533	chr13
unassigned-0000360	#808080	chr21
unassigned-0000361	#737373	chr14
unassigned-0000362	#808080	chr21
unassigned-0000366	#808080	chr21
unassigned-0000367	#737373	chr14
unassigned-0000368	#8C564B	chrY
unassigned-0000370	#808080	chr21
unassigned-0000371	#0072B2	chr5
unassigned-0000372	#0072B2	chr5
unassigned-0000374	#E6B847	chr15
unassigned-0000375	#808080	chr21
unassigned-0000376	#D57533	chr13
unassigned-0000377	#D57533	chr13
unassigned-0000379	#737373	chr14
unassigned-0000380	#E6B847	chr15
unassigned-0000381	#E6B847	chr15
unassigned-0000382	#808080	chr21
unassigned-0000383	#E6B847	chr15
unassigned-0000384	#808080	chr21
unassigned-0000385	#E6B847	chr15
unassigned-0000386	#D57533	chr13
unassigned-0000387	#808080	chr21
unassigned-0000388	#808080	chr21
unassigned-0000389	#808080	chr21
unassigned-0000390	#D57533	chr13
unassigned-0000391	#E69F00	chr1
unassigned-0000394	#808080	chr21
unassigned-0000395	#808080	chr21
unassigned-0000396	#808080	chr21
unassigned-0000397	#D57533	chr13
unassigned-0000398	#D57533	chr13
unassigned-0000399	#D57533	chr13
unassigned-0000400	#D57533	chr13
unassigned-0000401	#D57533	chr13
unassigned-0000402	#D57533	chr13
unassigned-0000403	#D57533	chr13
unassigned-0000404	#D57533	chr13
unassigned-0000405	#D57533	chr13
unassigned-0000406	#D57533	chr13
unassigned-0000407	#D57533	chr13
unassigned-0000408	#D57533	chr13
unassigned-0000409	#E6C47F	chr22
unassigned-0000410	#D57533	chr13
unassigned-0000413	#808080	chr21
unassigned-0000414	#E6C47F	chr22
unassigned-0000415	#56B4E9	chr2
unassigned-0000417	#567DE9	chr16
unassigned-0000418	#00A880	chr10
unassigned-0000419	#56B4E9	chr2
unassigned-0000420	#E6C47F	chr22
unassigned-0000422	#D57533	chr13
unassigned-0000423	#00A880	chr10
unassigned-0000424	#E6C47F	chr22
unassigned-0000426	#D57533	chr13
unassigned-0000428	#808080	chr21
unassigned-0000429	#808080	chr21
unassigned-0000430	#E6C47F	chr22
unassigned-0000431	#D57533	chr13
unassigned-0000433	#808080	chr21
unassigned-0000434	#D57533	chr13
unassigned-0000436	#56B4E9	chr2
unassigned-0000438	#8C564B	chrY
unassigned-0000439	#D57533	chr13
unassigned-0000440	#737373	chr14
unassigned-0000441	#D57533	chr13
unassigned-0000442	#D57533	chr13
unassigned-0000443	#D57533	chr13
unassigned-0000444	#737373	chr14
unassigned-0000445	#D57533	chr13
unassigned-0000446	#D57533	chr13
unassigned-0000447	#D57533	chr13
unassigned-0000448	#737373	chr14
unassigned-0000449	#737373	chr14
unassigned-0000450	#E6C47F	chr22
unassigned-0000451	#737373	chr14
unassigned-0000452	#808080	chr21
unassigned-0000453	#808080	chr21
unassigned-0000454	#E6B847	chr15
unassigned-0000455	#D57533	chr13
unassigned-0000458	#808080	chr21
unassigned-0000460	#D57533	chr13
unassigned-0000461	#D57533	chr13
unassigned-0000462	#D57533	chr13
unassigned-0000464	#338CC2	chr19
unassigned-0000465	#D57533	chr13
unassigned-0000467	#737373	chr14
unassigned-0000468	#808080	chr21
unassigned-0000469	#808080	chr21
unassigned-0000470	#E6C47F	chr22
unassigned-0000471	#56B4E9	chr2
unassigned-0000472	#D57533	chr13
unassigned-0000473	#E6C47F	chr22
unassigned-0000474	#D57533	chr13
unassigned-0000475	#E6C47F	chr22
unassigned-0000476	#D57533	chr13
unassigned-0000477	#808080	chr21
unassigned-0000478	#808080	chr21
unassigned-0000479	#737373	chr14
unassigned-0000480	#D57533	chr13
unassigned-0000483	#E6AB23	chr8
unassigned-0000486	#737373	chr14
unassigned-0000487	#737373	chr14
unassigned-0000488	#D57533	chr13
unassigned-0000489	#808080	chr21
unassigned-0000491	#808080	chr21
unassigned-0000492	#D57533	chr13
unassigned-0000493	#737373	chr14
unassigned-0000494	#D57533	chr13
unassigned-0000495	#D57533	chr13
unassigned-0000497	#E6C47F	chr22
unassigned-0000499	#808080	chr21
unassigned-0000500	#D57533	chr13
unassigned-0000502	#D57533	chr13
unassigned-0000503	#D57533	chr13
unassigned-0000504	#D57533	chr13
unassigned-0000505	#D57533	chr13
unassigned-0000506	#D57533	chr13
unassigned-0000507	#D57533	chr13
unassigned-0000508	#D57533	chr13
unassigned-0000509	#D57533	chr13
unassigned-0000510	#D57533	chr13
unassigned-0000511	#E6B847	chr15
unassigned-0000512	#E6C47F	chr22
unassigned-0000513	#E6C47F	chr22
unassigned-0000514	#E6C47F	chr22
unassigned-0000515	#D57533	chr13
unassigned-0000516	#E6C47F	chr22
unassigned-0000517	#737373	chr14
unassigned-0000518	#E6C47F	chr22
unassigned-0000519	#1A7FBA	chr12
unassigned-0000520	#E6C47F	chr22
unassigned-0000521	#1A7FBA	chr12
unassigned-0000522	#1A7FBA	chr12
unassigned-0000523	#808080	chr21
unassigned-0000524	#E6B847	chr15
unassigned-0000525	#D57533	chr13
unassigned-0000526	#808080	chr21
unassigned-0000528	#E6B847	chr15
unassigned-0000529	#D57533	chr13
unassigned-0000530	#E6B847	chr15
unassigned-0000533	#D57533	chr13
unassigned-0000534	#E6C47F	chr22
unassigned-0000535	#D57533	chr13
unassigned-0000536	#E6C47F	chr22
unassigned-0000537	#E6B847	chr15
unassigned-0000538	#D57533	chr13
unassigned-0000539	#E69F00	chr1
unassigned-0000540	#E69F00	chr1
unassigned-0000541	#E69F00	chr1
unassigned-0000543	#808080	chr21
unassigned-0000544	#737373	chr14
unassigned-0000545	#D57533	chr13
unassigned-0000546	#D57533	chr13
unassigned-0000548	#D57533	chr13
unassigned-0000549	#D57533	chr13
unassigned-0000550	#D57533	chr13
unassigned-0000551	#737373	chr14
unassigned-0000552	#D57533	chr13
unassigned-0000553	#666666	chr7
unassigned-0000554	#808080	chr21
unassigned-0000555	#E6B847	chr15
unassigned-0000556	#737373	chr14
unassigned-0000557	#737373	chr14
unassigned-0000558	#D57533	chr13
unassigned-0000559	#D57533	chr13
unassigned-0000560	#666666	chr7
unassigned-0000564	#D57533	chr13
unassigned-0000565	#D57533	chr13
unassigned-0000566	#D57533	chr13
unassigned-0000568	#D57533	chr13
unassigned-0000570	#E6C47F	chr22
unassigned-0000571	#D57533	chr13
unassigned-0000572	#D57533	chr13
unassigned-0000573	#E6C47F	chr22
unassigned-0000574	#808080	chr21
unassigned-0000575	#E6B847	chr15
unassigned-0000576	#E6B847	chr15
unassigned-0000577	#E6B847	chr15
unassigned-0000580	#D57533	chr13
unassigned-0000581	#D57533	chr13
unassigned-0000583	#737373	chr14
unassigned-0000584	#737373	chr14
unassigned-0000586	#1A7FBA	chr12
unassigned-0000587	#808080	chr21
unassigned-0000588	#808080	chr21
unassigned-0000589	#808080	chr21
unassigned-0000590	#1A7FBA	chr12
unassigned-0000591	#1A7FBA	chr12
unassigned-0000594	#E6C47F	chr22
unassigned-0000597	#E6B847	chr15
unassigned-0000598	#D57533	chr13
unassigned-0000599	#808080	chr21
unassigned-0000600	#808080	chr21
unassigned-0000602	#D57533	chr13
unassigned-0000603	#D57533	chr13
unassigned-0000604	#737373	chr14
unassigned-0000605	#737373	chr14
unassigned-0000606	#808080	chr21
unassigned-0000607	#E6B847	chr15
unassigned-0000608	#808080	chr21
unassigned-0000609	#808080	chr21
unassigned-0000610	#CC8DB3	chr11
unassigned-0000611	#E6C47F	chr22
unassigned-0000612	#D57533	chr13
unassigned-0000614	#D57533	chr13
unassigned-0000615	#D57533	chr13
unassigned-0000616	#D57533	chr13
unassigned-0000617	#D57533	chr13
unassigned-0000618	#D57533	chr13
unassigned-0000620	#737373	chr14
unassigned-0000621	#E6AB23	chr8
unassigned-0000622	#0072B2	chr5
unassigned-0000623	#E6C47F	chr22
unassigned-0000624	#D57533	chr13
unassigned-0000625	#D57533	chr13
unassigned-0000626	#D57533	chr13
unassigned-0000627	#808080	chr21
unassigned-0000628	#808080	chr21
unassigned-0000629	#808080	chr21
unassigned-0000630	#808080	chr21
unassigned-0000631	#808080	chr21
unassigned-0000632	#D57533	chr13
unassigned-0000633	#D57533	chr13
unassigned-0000634	#D57533	chr13
unassigned-0000635	#D57533	chr13
unassigned-0000637	#808080	chr21
unassigned-0000639	#D57533	chr13
unassigned-0000640	#E6C47F	chr22
unassigned-0000641	#808080	chr21
unassigned-0000642	#808080	chr21
unassigned-0000643	#D57533	chr13
unassigned-0000644	#D57533	chr13
unassigned-0000645	#D57533	chr13
unassigned-0000646	#D57533	chr13
unassigned-0000647	#D57533	chr13
unassigned-0000648	#808080	chr21
unassigned-0000649	#808080	chr21
unassigned-0000650	#808080	chr21
unassigned-0000651	#808080	chr21
unassigned-0000652	#808080	chr21
unassigned-0000653	#808080	chr21
unassigned-0000654	#808080	chr21
unassigned-0000655	#808080	chr21
unassigned-0000656	#808080	chr21
unassigned-0000657	#808080	chr21
unassigned-0000658	#808080	chr21
unassigned-0000659	#D57533	chr13
unassigned-0000660	#5699E9	chr9
unassigned-0000661	#808080	chr21
unassigned-0000662	#D57533	chr13
unassigned-0000663	#666666	chr7
unassigned-0000664	#338CC2	chr19
unassigned-0000665	#338CC2	chr19
unassigned-0000666	#E6AB23	chr8
unassigned-0000667	#D57533	chr13
unassigned-0000668	#737373	chr14
unassigned-0000669	#737373	chr14
unassigned-0000672	#808080	chr21
unassigned-0000673	#808080	chr21
unassigned-0000674	#808080	chr21
unassigned-0000675	#808080	chr21
unassigned-0000676	#808080	chr21
unassigned-0000677	#808080	chr21
unassigned-0000679	#808080	chr21
unassigned-0000680	#D57533	chr13
unassigned-0000682	#E6B847	chr15
unassigned-0000683	#808080	chr21
unassigned-0000684	#D57533	chr13
unassigned-0000686	#D57533	chr13
unassigned-0000687	#E6C47F	chr22
unassigned-0000688	#E6B847	chr15
unassigned-0000689	#D57533	chr13
unassigned-0000690	#D57533	chr13
unassigned-0000691	#D57533	chr13
unassigned-0000692	#D57533	chr13
unassigned-0000693	#D57533	chr13
unassigned-0000694	#D55E00	chr6
unassigned-0000695	#D55E00	chr6
unassigned-0000696	#E69F00	chr1
unassigned-0000698	#00B28C	chr17
unassigned-0000699	#E6C47F	chr22
unassigned-0000700	#E6C47F	chr22
unassigned-0000701	#E6B847	chr15
unassigned-0000702	#737373	chr14
unassigned-0000703	#E6B847	chr15
unassigned-0000704	#D57533	chr13
unassigned-0000705	#E69F00	chr1
unassigned-0000706	#808080	chr21
unassigned-0000707	#808080	chr21
unassigned-0000708	#D57533	chr13
unassigned-0000709	#E69F00	chr1
unassigned-0000711	#1A7FBA	chr12
unassigned-0000712	#338CC2	chr19
unassigned-0000713	#338CC2	chr19
unassigned-0000714	#338CC2	chr19
unassigned-0000715	#E6C47F	chr22
unassigned-0000717	#737373	chr14
unassigned-0000718	#1A7FBA	chr12
unassigned-0000719	#1A7FBA	chr12
unassigned-0000720	#1A7FBA	chr12
unassigned-0000722	#737373	chr14
unassigned-0000723	#00A880	chr10
unassigned-0000724	#808080	chr21
unassigned-0000725	#0072B2	chr5
unassigned-0000726	#CCA0BF	chr18
unassigned-0000727	#0072B2	chr5
unassigned-0000728	#808080	chr21
unassigned-0000729	#808080	chr21
unassigned-0000730	#009E73	chr3
unassigned-0000731	#CC79A7	chr4
unassigned-0000732	#808080	chr21
unassigned-0000733	#808080	chr21
unassigned-0000734	#808080	chr21
unassigned-0000735	#808080	chr21
unassigned-0000736	#808080	chr21
unassigned-0000737	#808080	chr21
unassigned-0000738	#808080	chr21
unassigned-0000739	#808080	chr21
unassigned-0000740	#808080	chr21
unassigned-0000741	#E6B847	chr15
unassigned-0000742	#E6C47F	chr22
unassigned-0000743	#808080	chr21
unassigned-0000744	#808080	chr21
unassigned-0000745	#808080	chr21
unassigned-0000746	#808080	chr21
unassigned-0000747	#808080	chr21
unassigned-0000748	#808080	chr21
unassigned-0000749	#E6B847	chr15
unassigned-0000750	#D57533	chr13
unassigned-0000751	#737373	chr14
unassigned-0000752	#D57533	chr13
unassigned-0000753	#CCA0BF	chr18
unassigned-0000754	#56B4E9	chr2
unassigned-0000755	#808080	chr21
unassigned-0000756	#808080	chr21
unassigned-0000757	#808080	chr21
unassigned-0000758	#567DE9	chr16
unassigned-0000759	#E6B847	chr15
unassigned-0000760	#E6B847	chr15
unassigned-0000761	#E6C47F	chr22
unassigned-0000762	#808080	chr21
unassigned-0000763	#737373	chr14
unassigned-0000764	#E69F00	chr1
unassigned-0000765	#E6B847	chr15
unassigned-0000766	#009E73	chr3
unassigned-0000767	#E6B847	chr15
unassigned-0000768	#E6C47F	chr22
unassigned-0000769	#E6C47F	chr22
unassigned-0000770	#E6C47F	chr22
unassigned-0000771	#D57533	chr13
unassigned-0000772	#E6C47F	chr22
unassigned-0000773	#808080	chr21
unassigned-0000774	#E6B847	chr15
unassigned-0000775	#338CC2	chr19
unassigned-0000776	#567DE9	chr16
unassigned-0000777	#567DE9	chr16
unassigned-0000778	#E6B847	chr15
unassigned-0000779	#E6B847	chr15
unassigned-0000780	#E6B847	chr15
unassigned-0000781	#00B28C	chr17
unassigned-0000782	#808080	chr21
unassigned-0000783	#E6B847	chr15
unassigned-0000784	#808080	chr21
unassigned-0000785	#E6B847	chr15
unassigned-0000786	#E6B847	chr15
unassigned-0000787	#E6B847	chr15
unassigned-0000788	#CCA0BF	chr18
unassigned-0000789	#E6B847	chr15
unassigned-0000790	#E69F00	chr1
unassigned-0000791	#CC79A7	chr4
unassigned-0000792	#808080	chr21
unassigned-0000793	#808080	chr21
unassigned-0000794	#56B4E9	chr2
unassigned-0000795	#CC8DB3	chr11
unassigned-0000796	#E6C47F	chr22
unassigned-0000797	#D57533	chr13
unassigned-0000798	#D57533	chr13
unassigned-0000799	#CC79A7	chr4
unassigned-0000800	#D57533	chr13
unassigned-0000801	#CC79A7	chr4
unassigned-0000802	#E6B847	chr15
unassigned-0000803	#CC79A7	chr4
unassigned-0000804	#D57533	chr13
unassigned-0000805	#808080	chr21
unassigned-0000806	#E6C47F	chr22
unassigned-0000807	#808080	chr21
unassigned-0000808	#D57533	chr13
unassigned-0000809	#CCA0BF	chr18
unassigned-0000810	#808080	chr21
unassigned-0000811	#D57533	chr13
unassigned-0000812	#CC8DB3	chr11
unassigned-0000813	#D57533	chr13
unassigned-0000814	#E6C47F	chr22
unassigned-0000815	#E6C47F	chr22
unassigned-0000816	#E6B847	chr15
unassigned-0000817	#D57533	chr13
unassigned-0000818	#D57533	chr13
unassigned-0000819	#CCA0BF	chr18
unassigned-0000820	#808080	chr21
unassigned-0000821	#E6C47F	chr22
unassigned-0000822	#1A7FBA	chr12
unassigned-0000823	#737373	chr14
unassigned-0000824	#CCA0BF	chr18
unassigned-0000825	#CC8DB3	chr11
unassigned-0000826	#D57533	chr13
unassigned-0000827	#D57533	chr13
unassigned-0000828	#D57533	chr13
unassigned-0000829	#D57533	chr13
unassigned-0000830	#D57533	chr13
unassigned-0000831	#D57533	chr13
unassigned-0000832	#00A880	chr10
