contig	color	chromosome
unassigned-0000172	#D57533	chr13
unassigned-0000173	#D57533	chr13
unassigned-0000174	#D57533	chr13
unassigned-0000175	#D57533	chr13
unassigned-0000176	#D57533	chr13
unassigned-0000177	#D57533	chr13
unassigned-0000178	#D57533	chr13
unassigned-0000179	#D57533	chr13
unassigned-0000180	#D57533	chr13
unassigned-0000181	#9467BD	chrX
unassigned-0000182	#E6C47F	chr22
unassigned-0000183	#D57533	chr13
unassigned-0000184	#D57533	chr13
unassigned-0000186	#D57533	chr13
unassigned-0000187	#737373	chr14
unassigned-0000188	#737373	chr14
unassigned-0000189	#737373	chr14
unassigned-0000190	#E69F00	chr1
unassigned-0000191	#00A880	chr10
unassigned-0000192	#00A880	chr10
unassigned-0000193	#D57533	chr13
unassigned-0000194	#D57533	chr13
unassigned-0000195	#D57533	chr13
unassigned-0000196	#E6B847	chr15
unassigned-0000197	#E6C47F	chr22
unassigned-0000198	#808080	chr21
unassigned-0000199	#808080	chr21
unassigned-0000200	#808080	chr21
unassigned-0000201	#737373	chr14
unassigned-0000202	#737373	chr14
unassigned-0000203	#737373	chr14
unassigned-0000204	#E6C47F	chr22
unassigned-0000206	#808080	chr21
unassigned-0000207	#808080	chr21
unassigned-0000210	#D57533	chr13
unassigned-0000211	#D57533	chr13
unassigned-0000212	#808080	chr21
unassigned-0000213	#E6B847	chr15
unassigned-0000214	#D57533	chr13
unassigned-0000215	#E6B847	chr15
unassigned-0000216	#808080	chr21
unassigned-0000217	#D57533	chr13
unassigned-0000218	#D57533	chr13
unassigned-0000219	#D57533	chr13
unassigned-0000220	#D57533	chr13
unassigned-0000221	#D57533	chr13
unassigned-0000223	#D57533	chr13
unassigned-0000224	#D57533	chr13
unassigned-0000225	#D57533	chr13
unassigned-0000226	#D57533	chr13
unassigned-0000228	#E6C47F	chr22
unassigned-0000229	#D57533	chr13
unassigned-0000230	#D57533	chr13
unassigned-0000232	#D57533	chr13
unassigned-0000233	#D57533	chr13
unassigned-0000234	#E6C47F	chr22
unassigned-0000235	#E6C47F	chr22
unassigned-0000236	#E6C47F	chr22
unassigned-0000237	#D57533	chr13
unassigned-0000239	#D57533	chr13
unassigned-0000240	#338CC2	chr19
unassigned-0000241	#338CC2	chr19
unassigned-0000242	#808080	chr21
unassigned-0000243	#808080	chr21
unassigned-0000244	#D57533	chr13
unassigned-0000245	#D57533	chr13
unassigned-0000246	#E6C47F	chr22
unassigned-0000247	#D57533	chr13
unassigned-0000248	#808080	chr21
unassigned-0000249	#808080	chr21
unassigned-0000250	#808080	chr21
unassigned-0000251	#E6C47F	chr22
unassigned-0000252	#808080	chr21
unassigned-0000253	#808080	chr21
unassigned-0000254	#808080	chr21
unassigned-0000255	#808080	chr21
unassigned-0000256	#808080	chr21
unassigned-0000257	#666666	chr7
unassigned-0000258	#808080	chr21
unassigned-0000259	#808080	chr21
unassigned-0000260	#808080	chr21
unassigned-0000261	#E6C47F	chr22
unassigned-0000262	#808080	chr21
unassigned-0000263	#808080	chr21
unassigned-0000264	#E6C47F	chr22
unassigned-0000265	#808080	chr21
unassigned-0000266	#808080	chr21
unassigned-0000267	#808080	chr21
unassigned-0000268	#808080	chr21
unassigned-0000269	#808080	chr21
unassigned-0000270	#808080	chr21
unassigned-0000271	#808080	chr21
unassigned-0000272	#808080	chr21
unassigned-0000273	#808080	chr21
unassigned-0000274	#808080	chr21
unassigned-0000275	#808080	chr21
unassigned-0000276	#808080	chr21
unassigned-0000277	#808080	chr21
unassigned-0000278	#808080	chr21
unassigned-0000279	#808080	chr21
unassigned-0000280	#808080	chr21
unassigned-0000281	#808080	chr21
unassigned-0000282	#808080	chr21
unassigned-0000283	#808080	chr21
unassigned-0000284	#808080	chr21
unassigned-0000285	#808080	chr21
unassigned-0000286	#808080	chr21
unassigned-0000287	#808080	chr21
unassigned-0000288	#D57533	chr13
unassigned-0000289	#808080	chr21
unassigned-0000290	#808080	chr21
unassigned-0000291	#808080	chr21
unassigned-0000292	#808080	chr21
unassigned-0000293	#808080	chr21
unassigned-0000294	#808080	chr21
unassigned-0000295	#E6B847	chr15
unassigned-0000296	#808080	chr21
unassigned-0000297	#808080	chr21
unassigned-0000298	#808080	chr21
unassigned-0000299	#E6C47F	chr22
unassigned-0000300	#E6C47F	chr22
unassigned-0000301	#D57533	chr13
unassigned-0000302	#E6C47F	chr22
unassigned-0000303	#D57533	chr13
unassigned-0000304	#D57533	chr13
unassigned-0000305	#D57533	chr13
unassigned-0000306	#E6C47F	chr22
unassigned-0000307	#D57533	chr13
unassigned-0000308	#E6C47F	chr22
unassigned-0000309	#E6C47F	chr22
unassigned-0000310	#E6C47F	chr22
unassigned-0000311	#E6C47F	chr22
unassigned-0000312	#E6C47F	chr22
unassigned-0000313	#E6C47F	chr22
unassigned-0000314	#E6C47F	chr22
unassigned-0000315	#D57533	chr13
unassigned-0000316	#9467BD	chrX
unassigned-0000317	#9467BD	chrX
unassigned-0000318	#9467BD	chrX
unassigned-0000319	#9467BD	chrX
unassigned-0000320	#9467BD	chrX
unassigned-0000321	#9467BD	chrX
unassigned-0000322	#D57533	chr13
unassigned-0000323	#D57533	chr13
unassigned-0000324	#E6B847	chr15
unassigned-0000325	#737373	chr14
unassigned-0000326	#E6C47F	chr22
unassigned-0000327	#D57533	chr13
unassigned-0000328	#E6C47F	chr22
unassigned-0000329	#E6C47F	chr22
unassigned-0000330	#E6C47F	chr22
unassigned-0000331	#D57533	chr13
unassigned-0000332	#E6C47F	chr22
unassigned-0000333	#D57533	chr13
unassigned-0000334	#D57533	chr13
unassigned-0000335	#D57533	chr13
unassigned-0000337	#D57533	chr13
unassigned-0000338	#D57533	chr13
unassigned-0000339	#9467BD	chrX
unassigned-0000340	#D57533	chr13
unassigned-0000341	#9467BD	chrX
unassigned-0000342	#338CC2	chr19
unassigned-0000343	#E6B847	chr15
unassigned-0000344	#808080	chr21
unassigned-0000345	#D57533	chr13
unassigned-0000346	#E6B847	chr15
unassigned-0000347	#E6B847	chr15
unassigned-0000348	#D57533	chr13
unassigned-0000349	#E6B847	chr15
unassigned-0000350	#737373	chr14
unassigned-0000351	#D57533	chr13
unassigned-0000352	#808080	chr21
unassigned-0000353	#D57533	chr13
unassigned-0000354	#E6B847	chr15
unassigned-0000355	#808080	chr21
unassigned-0000356	#808080	chr21
unassigned-0000357	#D57533	chr13
unassigned-0000358	#D57533	chr13
unassigned-0000359	#D57533	chr13
unassigned-0000360	#D57533	chr13
unassigned-0000361	#808080	chr21
unassigned-0000362	#737373	chr14
unassigned-0000363	#737373	chr14
unassigned-0000364	#808080	chr21
unassigned-0000365	#D57533	chr13
unassigned-0000366	#808080	chr21
unassigned-0000367	#808080	chr21
unassigned-0000368	#808080	chr21
unassigned-0000369	#808080	chr21
unassigned-0000370	#808080	chr21
unassigned-0000371	#808080	chr21
unassigned-0000372	#D57533	chr13
unassigned-0000373	#D57533	chr13
unassigned-0000374	#808080	chr21
unassigned-0000375	#808080	chr21
unassigned-0000376	#808080	chr21
unassigned-0000377	#808080	chr21
unassigned-0000378	#808080	chr21
unassigned-0000379	#808080	chr21
unassigned-0000380	#808080	chr21
unassigned-0000381	#808080	chr21
unassigned-0000382	#808080	chr21
unassigned-0000383	#808080	chr21
unassigned-0000384	#808080	chr21
unassigned-0000385	#808080	chr21
unassigned-0000386	#808080	chr21
unassigned-0000387	#D57533	chr13
unassigned-0000388	#D57533	chr13
unassigned-0000389	#D57533	chr13
unassigned-0000390	#D57533	chr13
unassigned-0000391	#E6B847	chr15
unassigned-0000393	#808080	chr21
unassigned-0000394	#808080	chr21
unassigned-0000395	#808080	chr21
unassigned-0000396	#737373	chr14
unassigned-0000397	#737373	chr14
unassigned-0000398	#808080	chr21
unassigned-0000399	#E6C47F	chr22
unassigned-0000400	#9467BD	chrX
unassigned-0000401	#8C564B	chrY
unassigned-0000402	#8C564B	chrY
unassigned-0000403	#737373	chr14
unassigned-0000404	#808080	chr21
unassigned-0000405	#E69F00	chr1
unassigned-0000407	#808080	chr21
unassigned-0000408	#808080	chr21
unassigned-0000409	#E6C47F	chr22
unassigned-0000411	#D57533	chr13
unassigned-0000412	#338CC2	chr19
unassigned-0000413	#808080	chr21
unassigned-0000414	#E6B847	chr15
unassigned-0000415	#E6B847	chr15
unassigned-0000416	#D57533	chr13
unassigned-0000417	#D57533	chr13
unassigned-0000418	#D57533	chr13
unassigned-0000419	#D57533	chr13
unassigned-0000421	#D57533	chr13
unassigned-0000423	#D57533	chr13
unassigned-0000424	#D57533	chr13
unassigned-0000425	#D57533	chr13
unassigned-0000426	#D57533	chr13
unassigned-0000427	#737373	chr14
unassigned-0000430	#D57533	chr13
unassigned-0000431	#D57533	chr13
unassigned-0000432	#808080	chr21
unassigned-0000433	#808080	chr21
unassigned-0000434	#E6C47F	chr22
unassigned-0000435	#808080	chr21
unassigned-0000436	#E6C47F	chr22
unassigned-0000437	#E6C47F	chr22
unassigned-0000438	#E6C47F	chr22
unassigned-0000439	#E6C47F	chr22
unassigned-0000440	#737373	chr14
unassigned-0000441	#9467BD	chrX
unassigned-0000442	#9467BD	chrX
unassigned-0000443	#9467BD	chrX
unassigned-0000444	#9467BD	chrX
unassigned-0000445	#9467BD	chrX
unassigned-0000446	#808080	chr21
unassigned-0000447	#D57533	chr13
unassigned-0000448	#9467BD	chrX
unassigned-0000449	#9467BD	chrX
unassigned-0000450	#338CC2	chr19
unassigned-0000451	#E6B847	chr15
unassigned-0000452	#808080	chr21
unassigned-0000453	#E6B847	chr15
unassigned-0000454	#E6B847	chr15
unassigned-0000455	#808080	chr21
unassigned-0000456	#737373	chr14
unassigned-0000457	#D57533	chr13
unassigned-0000458	#808080	chr21
unassigned-0000459	#808080	chr21
unassigned-0000460	#808080	chr21
unassigned-0000461	#E6C47F	chr22
unassigned-0000462	#E6B847	chr15
unassigned-0000463	#D57533	chr13
unassigned-0000464	#E6C47F	chr22
unassigned-0000465	#D57533	chr13
unassigned-0000466	#D57533	chr13
unassigned-0000467	#E6C47F	chr22
unassigned-0000468	#00A880	chr10
unassigned-0000469	#D57533	chr13
unassigned-0000470	#808080	chr21
unassigned-0000471	#808080	chr21
unassigned-0000472	#808080	chr21
unassigned-0000473	#E6C47F	chr22
unassigned-0000474	#808080	chr21
unassigned-0000475	#E6C47F	chr22
unassigned-0000476	#808080	chr21
unassigned-0000477	#808080	chr21
unassigned-0000478	#D57533	chr13
unassigned-0000479	#00A880	chr10
unassigned-0000480	#D57533	chr13
unassigned-0000481	#D57533	chr13
unassigned-0000482	#D57533	chr13
unassigned-0000483	#E6C47F	chr22
unassigned-0000484	#808080	chr21
unassigned-0000485	#808080	chr21
unassigned-0000487	#D57533	chr13
unassigned-0000489	#D57533	chr13
unassigned-0000490	#D57533	chr13
unassigned-0000492	#E6C47F	chr22
unassigned-0000493	#808080	chr21
unassigned-0000494	#808080	chr21
unassigned-0000495	#808080	chr21
unassigned-0000496	#D57533	chr13
unassigned-0000497	#D57533	chr13
unassigned-0000498	#D57533	chr13
unassigned-0000499	#D57533	chr13
unassigned-0000500	#D57533	chr13
unassigned-0000501	#D57533	chr13
unassigned-0000502	#E6C47F	chr22
unassigned-0000503	#808080	chr21
unassigned-0000504	#567DE9	chr16
unassigned-0000505	#D57533	chr13
unassigned-0000506	#D57533	chr13
unassigned-0000507	#D57533	chr13
unassigned-0000508	#D57533	chr13
unassigned-0000509	#D57533	chr13
unassigned-0000510	#808080	chr21
unassigned-0000511	#808080	chr21
unassigned-0000512	#808080	chr21
unassigned-0000513	#E6B847	chr15
unassigned-0000514	#E6B847	chr15
unassigned-0000515	#737373	chr14
unassigned-0000516	#737373	chr14
unassigned-0000517	#D57533	chr13
unassigned-0000519	#D57533	chr13
unassigned-0000520	#D57533	chr13
unassigned-0000521	#D57533	chr13
unassigned-0000523	#E6B847	chr15
unassigned-0000524	#D57533	chr13
unassigned-0000525	#D57533	chr13
unassigned-0000527	#808080	chr21
unassigned-0000528	#808080	chr21
unassigned-0000529	#808080	chr21
unassigned-0000530	#808080	chr21
unassigned-0000531	#808080	chr21
unassigned-0000532	#808080	chr21
unassigned-0000533	#808080	chr21
unassigned-0000534	#808080	chr21
unassigned-0000535	#808080	chr21
unassigned-0000536	#808080	chr21
unassigned-0000537	#808080	chr21
unassigned-0000538	#808080	chr21
unassigned-0000539	#808080	chr21
unassigned-0000540	#808080	chr21
unassigned-0000541	#808080	chr21
unassigned-0000542	#808080	chr21
unassigned-0000543	#808080	chr21
unassigned-0000544	#808080	chr21
unassigned-0000545	#808080	chr21
unassigned-0000546	#808080	chr21
unassigned-0000547	#808080	chr21
unassigned-0000548	#808080	chr21
unassigned-0000549	#808080	chr21
unassigned-0000551	#808080	chr21
unassigned-0000552	#808080	chr21
unassigned-0000553	#808080	chr21
unassigned-0000554	#E6C47F	chr22
unassigned-0000555	#808080	chr21
unassigned-0000556	#D57533	chr13
unassigned-0000557	#D57533	chr13
unassigned-0000558	#D57533	chr13
unassigned-0000559	#D57533	chr13
unassigned-0000561	#E6C47F	chr22
unassigned-0000563	#D57533	chr13
unassigned-0000564	#D57533	chr13
unassigned-0000565	#E6C47F	chr22
unassigned-0000566	#D57533	chr13
unassigned-0000567	#E6C47F	chr22
unassigned-0000568	#D57533	chr13
unassigned-0000570	#808080	chr21
unassigned-0000571	#808080	chr21
unassigned-0000572	#808080	chr21
unassigned-0000573	#808080	chr21
unassigned-0000574	#D57533	chr13
unassigned-0000575	#808080	chr21
unassigned-0000576	#808080	chr21
unassigned-0000577	#808080	chr21
unassigned-0000578	#808080	chr21
unassigned-0000579	#808080	chr21
unassigned-0000580	#808080	chr21
unassigned-0000581	#808080	chr21
unassigned-0000582	#808080	chr21
unassigned-0000583	#808080	chr21
unassigned-0000584	#D57533	chr13
unassigned-0000585	#E6B847	chr15
unassigned-0000586	#D57533	chr13
unassigned-0000587	#D57533	chr13
unassigned-0000588	#808080	chr21
unassigned-0000589	#D57533	chr13
unassigned-0000590	#D57533	chr13
unassigned-0000591	#808080	chr21
unassigned-0000592	#D57533	chr13
unassigned-0000593	#D57533	chr13
unassigned-0000594	#D57533	chr13
unassigned-0000595	#D57533	chr13
unassigned-0000596	#D57533	chr13
unassigned-0000597	#D57533	chr13
unassigned-0000598	#D57533	chr13
unassigned-0000599	#D57533	chr13
unassigned-0000600	#E6C47F	chr22
unassigned-0000602	#808080	chr21
unassigned-0000603	#737373	chr14
unassigned-0000604	#E6B847	chr15
unassigned-0000605	#D57533	chr13
unassigned-0000606	#808080	chr21
unassigned-0000607	#D57533	chr13
unassigned-0000608	#D57533	chr13
unassigned-0000609	#E6C47F	chr22
unassigned-0000610	#E6C47F	chr22
unassigned-0000611	#D57533	chr13
unassigned-0000612	#E6C47F	chr22
unassigned-0000613	#E6B847	chr15
unassigned-0000614	#E6C47F	chr22
unassigned-0000615	#D57533	chr13
unassigned-0000617	#808080	chr21
unassigned-0000619	#808080	chr21
unassigned-0000620	#D57533	chr13
unassigned-0000621	#808080	chr21
unassigned-0000622	#E6C47F	chr22
unassigned-0000623	#E6C47F	chr22
unassigned-0000624	#808080	chr21
unassigned-0000625	#D57533	chr13
unassigned-0000626	#D57533	chr13
unassigned-0000627	#D57533	chr13
unassigned-0000628	#D57533	chr13
unassigned-0000629	#D57533	chr13
unassigned-0000630	#D57533	chr13
unassigned-0000631	#E6C47F	chr22
unassigned-0000633	#D57533	chr13
unassigned-0000634	#D57533	chr13
unassigned-0000635	#D57533	chr13
unassigned-0000636	#D57533	chr13
unassigned-0000637	#808080	chr21
unassigned-0000638	#808080	chr21
unassigned-0000639	#D57533	chr13
unassigned-0000640	#808080	chr21
unassigned-0000641	#E6C47F	chr22
unassigned-0000642	#808080	chr21
unassigned-0000643	#808080	chr21
unassigned-0000644	#808080	chr21
unassigned-0000645	#808080	chr21
unassigned-0000646	#808080	chr21
unassigned-0000647	#808080	chr21
unassigned-0000648	#808080	chr21
unassigned-0000649	#808080	chr21
unassigned-0000650	#808080	chr21
unassigned-0000651	#E6C47F	chr22
unassigned-0000652	#D57533	chr13
unassigned-0000653	#D57533	chr13
unassigned-0000657	#D57533	chr13
unassigned-0000658	#D57533	chr13
unassigned-0000659	#737373	chr14
unassigned-0000660	#808080	chr21
unassigned-0000662	#E6B847	chr15
unassigned-0000663	#808080	chr21
unassigned-0000664	#CC79A7	chr4
unassigned-0000665	#D57533	chr13
unassigned-0000666	#808080	chr21
unassigned-0000668	#D57533	chr13
unassigned-0000669	#D57533	chr13
unassigned-0000670	#737373	chr14
unassigned-0000671	#737373	chr14
unassigned-0000672	#D57533	chr13
unassigned-0000673	#737373	chr14
unassigned-0000674	#808080	chr21
unassigned-0000675	#D57533	chr13
unassigned-0000677	#E6C47F	chr22
unassigned-0000678	#D57533	chr13
unassigned-0000680	#E6B847	chr15
unassigned-0000681	#D57533	chr13
unassigned-0000682	#808080	chr21
unassigned-0000683	#808080	chr21
unassigned-0000684	#808080	chr21
unassigned-0000685	#808080	chr21
unassigned-0000686	#808080	chr21
unassigned-0000687	#808080	chr21
unassigned-0000688	#808080	chr21
unassigned-0000689	#808080	chr21
unassigned-0000690	#808080	chr21
unassigned-0000691	#E6C47F	chr22
unassigned-0000692	#D57533	chr13
unassigned-0000694	#D57533	chr13
unassigned-0000695	#D57533	chr13
unassigned-0000696	#E6C47F	chr22
unassigned-0000697	#E6C47F	chr22
unassigned-0000698	#D57533	chr13
unassigned-0000699	#D57533	chr13
unassigned-0000700	#D57533	chr13
unassigned-0000701	#D57533	chr13
unassigned-0000702	#808080	chr21
unassigned-0000703	#D57533	chr13
unassigned-0000704	#D57533	chr13
unassigned-0000706	#D57533	chr13
unassigned-0000707	#808080	chr21
unassigned-0000708	#E69F00	chr1
unassigned-0000709	#808080	chr21
unassigned-0000710	#808080	chr21
unassigned-0000711	#808080	chr21
unassigned-0000713	#D57533	chr13
unassigned-0000714	#E6B847	chr15
unassigned-0000715	#D57533	chr13
unassigned-0000719	#D57533	chr13
unassigned-0000720	#808080	chr21
unassigned-0000721	#D57533	chr13
unassigned-0000722	#E6B847	chr15
unassigned-0000723	#808080	chr21
unassigned-0000724	#D57533	chr13
unassigned-0000725	#808080	chr21
unassigned-0000726	#808080	chr21
unassigned-0000727	#D57533	chr13
unassigned-0000728	#D57533	chr13
unassigned-0000729	#D57533	chr13
unassigned-0000731	#E6B847	chr15
unassigned-0000732	#D57533	chr13
unassigned-0000733	#D57533	chr13
unassigned-0000734	#D57533	chr13
unassigned-0000735	#D57533	chr13
unassigned-0000736	#D57533	chr13
unassigned-0000738	#D57533	chr13
unassigned-0000739	#D57533	chr13
unassigned-0000740	#D57533	chr13
unassigned-0000742	#D57533	chr13
unassigned-0000743	#E6B847	chr15
unassigned-0000744	#D57533	chr13
unassigned-0000745	#E6B847	chr15
unassigned-0000746	#D57533	chr13
unassigned-0000747	#00B28C	chr17
unassigned-0000748	#D57533	chr13
unassigned-0000749	#D57533	chr13
unassigned-0000751	#808080	chr21
unassigned-0000752	#737373	chr14
unassigned-0000753	#D57533	chr13
unassigned-0000754	#E6C47F	chr22
unassigned-0000755	#E6AB23	chr8
unassigned-0000756	#E6C47F	chr22
unassigned-0000757	#D57533	chr13
unassigned-0000758	#E6B847	chr15
unassigned-0000759	#E6C47F	chr22
unassigned-0000760	#00B28C	chr17
unassigned-0000761	#E6B847	chr15
unassigned-0000762	#E6C47F	chr22
unassigned-0000763	#808080	chr21
unassigned-0000764	#808080	chr21
unassigned-0000765	#808080	chr21
unassigned-0000766	#D57533	chr13
unassigned-0000767	#D57533	chr13
unassigned-0000768	#808080	chr21
unassigned-0000769	#808080	chr21
unassigned-0000770	#808080	chr21
unassigned-0000771	#737373	chr14
unassigned-0000773	#D57533	chr13
unassigned-0000774	#E69F00	chr1
unassigned-0000775	#808080	chr21
unassigned-0000776	#808080	chr21
unassigned-0000777	#E6B847	chr15
unassigned-0000778	#E6B847	chr15
unassigned-0000779	#E6B847	chr15
unassigned-0000780	#808080	chr21
unassigned-0000781	#808080	chr21
unassigned-0000782	#E6C47F	chr22
unassigned-0000783	#808080	chr21
unassigned-0000784	#808080	chr21
unassigned-0000785	#1A7FBA	chr12
unassigned-0000786	#808080	chr21
unassigned-0000787	#808080	chr21
unassigned-0000788	#737373	chr14
unassigned-0000789	#E6C47F	chr22
unassigned-0000790	#D57533	chr13
unassigned-0000791	#808080	chr21
unassigned-0000792	#808080	chr21
unassigned-0000793	#808080	chr21
unassigned-0000794	#E6AB23	chr8
unassigned-0000795	#737373	chr14
unassigned-0000796	#808080	chr21
unassigned-0000797	#808080	chr21
unassigned-0000798	#D57533	chr13
unassigned-0000799	#D57533	chr13
unassigned-0000800	#D57533	chr13
unassigned-0000801	#D57533	chr13
unassigned-0000802	#D57533	chr13
unassigned-0000803	#D57533	chr13
