contig	color	chromosome
unassigned-0000184	#E6B847	chr15
unassigned-0000185	#E6B847	chr15
unassigned-0000186	#D57533	chr13
unassigned-0000187	#808080	chr21
unassigned-0000188	#E6C47F	chr22
unassigned-0000189	#D57533	chr13
unassigned-0000190	#D57533	chr13
unassigned-0000191	#D55E00	chr6
unassigned-0000192	#E6C47F	chr22
unassigned-0000193	#D57533	chr13
unassigned-0000194	#E6B847	chr15
unassigned-0000195	#D57533	chr13
unassigned-0000196	#737373	chr14
unassigned-0000197	#D57533	chr13
unassigned-0000198	#D57533	chr13
unassigned-0000199	#D57533	chr13
unassigned-0000200	#D57533	chr13
unassigned-0000201	#D57533	chr13
unassigned-0000202	#D57533	chr13
unassigned-0000204	#D57533	chr13
unassigned-0000205	#D57533	chr13
unassigned-0000206	#00A880	chr10
unassigned-0000207	#E69F00	chr1
unassigned-0000208	#808080	chr21
unassigned-0000209	#D57533	chr13
unassigned-0000210	#D57533	chr13
unassigned-0000211	#00A880	chr10
unassigned-0000212	#00A880	chr10
unassigned-0000213	#E6B847	chr15
unassigned-0000214	#E6C47F	chr22
unassigned-0000215	#E6C47F	chr22
unassigned-0000216	#E6C47F	chr22
unassigned-0000217	#808080	chr21
unassigned-0000218	#808080	chr21
unassigned-0000219	#E69F00	chr1
unassigned-0000220	#E6C47F	chr22
unassigned-0000221	#E6C47F	chr22
unassigned-0000222	#E6C47F	chr22
unassigned-0000224	#CC8DB3	chr11
unassigned-0000226	#D57533	chr13
unassigned-0000227	#E69F00	chr1
unassigned-0000228	#808080	chr21
unassigned-0000229	#808080	chr21
unassigned-0000230	#808080	chr21
unassigned-0000231	#808080	chr21
unassigned-0000232	#808080	chr21
unassigned-0000233	#808080	chr21
unassigned-0000234	#808080	chr21
unassigned-0000235	#808080	chr21
unassigned-0000236	#808080	chr21
unassigned-0000237	#808080	chr21
unassigned-0000238	#E6AB23	chr8
unassigned-0000239	#9467BD	chrX
unassigned-0000240	#9467BD	chrX
unassigned-0000241	#00B28C	chr17
unassigned-0000242	#00B28C	chr17
unassigned-0000243	#CC79A7	chr4
unassigned-0000244	#D57533	chr13
unassigned-0000245	#E6C47F	chr22
unassigned-0000246	#D57533	chr13
unassigned-0000247	#808080	chr21
unassigned-0000249	#5699E9	chr9
unassigned-0000250	#D57533	chr13
unassigned-0000251	#D57533	chr13
unassigned-0000252	#D57533	chr13
unassigned-0000253	#D57533	chr13
unassigned-0000254	#E69F00	chr1
unassigned-0000255	#D57533	chr13
unassigned-0000256	#808080	chr21
unassigned-0000257	#D57533	chr13
unassigned-0000258	#737373	chr14
unassigned-0000259	#D57533	chr13
unassigned-0000260	#D57533	chr13
unassigned-0000261	#D57533	chr13
unassigned-0000262	#D57533	chr13
unassigned-0000263	#D57533	chr13
unassigned-0000264	#D57533	chr13
unassigned-0000265	#D57533	chr13
unassigned-0000266	#D57533	chr13
unassigned-0000267	#D57533	chr13
unassigned-0000268	#D57533	chr13
unassigned-0000269	#D57533	chr13
unassigned-0000270	#D57533	chr13
unassigned-0000271	#D57533	chr13
unassigned-0000272	#D57533	chr13
unassigned-0000273	#D57533	chr13
unassigned-0000274	#D57533	chr13
unassigned-0000275	#D57533	chr13
unassigned-0000276	#D57533	chr13
unassigned-0000277	#808080	chr21
unassigned-0000278	#808080	chr21
unassigned-0000279	#E6B847	chr15
unassigned-0000281	#808080	chr21
unassigned-0000282	#808080	chr21
unassigned-0000283	#D57533	chr13
unassigned-0000284	#D57533	chr13
unassigned-0000285	#D57533	chr13
unassigned-0000286	#D57533	chr13
unassigned-0000287	#D57533	chr13
unassigned-0000288	#D57533	chr13
unassigned-0000289	#E6C47F	chr22
unassigned-0000290	#D57533	chr13
unassigned-0000291	#E6C47F	chr22
unassigned-0000292	#E6C47F	chr22
unassigned-0000293	#E6C47F	chr22
unassigned-0000294	#E6C47F	chr22
unassigned-0000295	#D57533	chr13
unassigned-0000296	#D57533	chr13
unassigned-0000297	#E6C47F	chr22
unassigned-0000298	#D57533	chr13
unassigned-0000299	#E6C47F	chr22
unassigned-0000300	#D57533	chr13
unassigned-0000301	#D57533	chr13
unassigned-0000302	#E6C47F	chr22
unassigned-0000303	#D57533	chr13
unassigned-0000304	#808080	chr21
unassigned-0000305	#808080	chr21
unassigned-0000306	#808080	chr21
unassigned-0000307	#808080	chr21
unassigned-0000308	#808080	chr21
unassigned-0000309	#808080	chr21
unassigned-0000310	#808080	chr21
unassigned-0000311	#E6C47F	chr22
unassigned-0000312	#808080	chr21
unassigned-0000313	#808080	chr21
unassigned-0000314	#808080	chr21
unassigned-0000315	#808080	chr21
unassigned-0000316	#808080	chr21
unassigned-0000317	#808080	chr21
unassigned-0000318	#808080	chr21
unassigned-0000319	#808080	chr21
unassigned-0000320	#E6C47F	chr22
unassigned-0000321	#808080	chr21
unassigned-0000322	#E6C47F	chr22
unassigned-0000323	#D57533	chr13
unassigned-0000324	#D57533	chr13
unassigned-0000325	#D57533	chr13
unassigned-0000326	#D57533	chr13
unassigned-0000327	#D57533	chr13
unassigned-0000328	#737373	chr14
unassigned-0000329	#D57533	chr13
unassigned-0000330	#D57533	chr13
unassigned-0000331	#D57533	chr13
unassigned-0000332	#D57533	chr13
unassigned-0000333	#D57533	chr13
unassigned-0000334	#D57533	chr13
unassigned-0000335	#D57533	chr13
unassigned-0000336	#D57533	chr13
unassigned-0000337	#D57533	chr13
unassigned-0000338	#D57533	chr13
unassigned-0000339	#D57533	chr13
unassigned-0000340	#D57533	chr13
unassigned-0000341	#D57533	chr13
unassigned-0000342	#D57533	chr13
unassigned-0000343	#D57533	chr13
unassigned-0000344	#D57533	chr13
unassigned-0000345	#D57533	chr13
unassigned-0000346	#D57533	chr13
unassigned-0000347	#737373	chr14
unassigned-0000348	#808080	chr21
unassigned-0000349	#E6B847	chr15
unassigned-0000350	#D57533	chr13
unassigned-0000351	#D57533	chr13
unassigned-0000352	#737373	chr14
unassigned-0000353	#808080	chr21
unassigned-0000354	#D57533	chr13
unassigned-0000355	#D57533	chr13
unassigned-0000356	#808080	chr21
unassigned-0000357	#D57533	chr13
unassigned-0000358	#E6B847	chr15
unassigned-0000359	#D57533	chr13
unassigned-0000360	#E6C47F	chr22
unassigned-0000361	#D57533	chr13
unassigned-0000362	#D57533	chr13
unassigned-0000363	#D57533	chr13
unassigned-0000364	#D57533	chr13
unassigned-0000365	#E6AB23	chr8
unassigned-0000366	#E6AB23	chr8
unassigned-0000367	#737373	chr14
unassigned-0000368	#D57533	chr13
unassigned-0000369	#E6C47F	chr22
unassigned-0000370	#D57533	chr13
unassigned-0000371	#D57533	chr13
unassigned-0000372	#D57533	chr13
unassigned-0000374	#E6C47F	chr22
unassigned-0000375	#E6C47F	chr22
unassigned-0000376	#E6B847	chr15
unassigned-0000377	#D57533	chr13
unassigned-0000378	#D57533	chr13
unassigned-0000379	#00A880	chr10
unassigned-0000380	#338CC2	chr19
unassigned-0000381	#338CC2	chr19
unassigned-0000382	#338CC2	chr19
unassigned-0000383	#D57533	chr13
unassigned-0000384	#338CC2	chr19
unassigned-0000385	#D55E00	chr6
unassigned-0000386	#1A7FBA	chr12
unassigned-0000389	#1A7FBA	chr12
unassigned-0000390	#737373	chr14
unassigned-0000391	#D57533	chr13
unassigned-0000392	#737373	chr14
unassigned-0000393	#E6B847	chr15
unassigned-0000394	#737373	chr14
unassigned-0000395	#737373	chr14
unassigned-0000396	#D57533	chr13
unassigned-0000397	#D57533	chr13
unassigned-0000398	#D57533	chr13
unassigned-0000399	#D57533	chr13
unassigned-0000400	#D57533	chr13
unassigned-0000401	#D57533	chr13
unassigned-0000402	#E69F00	chr1
unassigned-0000403	#737373	chr14
unassigned-0000404	#737373	chr14
unassigned-0000405	#808080	chr21
unassigned-0000406	#737373	chr14
unassigned-0000407	#D57533	chr13
unassigned-0000408	#D57533	chr13
unassigned-0000409	#D57533	chr13
unassigned-0000410	#D57533	chr13
unassigned-0000411	#D57533	chr13
unassigned-0000412	#D57533	chr13
unassigned-0000413	#E69F00	chr1
unassigned-0000414	#E69F00	chr1
unassigned-0000415	#D57533	chr13
unassigned-0000416	#9467BD	chrX
unassigned-0000417	#9467BD	chrX
unassigned-0000418	#9467BD	chrX
unassigned-0000419	#9467BD	chrX
unassigned-0000420	#9467BD	chrX
unassigned-0000421	#808080	chr21
unassigned-0000422	#808080	chr21
unassigned-0000423	#808080	chr21
unassigned-0000424	#808080	chr21
unassigned-0000425	#808080	chr21
unassigned-0000426	#D57533	chr13
unassigned-0000427	#E6C47F	chr22
unassigned-0000428	#808080	chr21
unassigned-0000429	#338CC2	chr19
unassigned-0000430	#338CC2	chr19
unassigned-0000431	#737373	chr14
unassigned-0000432	#737373	chr14
unassigned-0000433	#D57533	chr13
unassigned-0000434	#808080	chr21
unassigned-0000435	#808080	chr21
unassigned-0000436	#9467BD	chrX
unassigned-0000437	#9467BD	chrX
unassigned-0000438	#808080	chr21
unassigned-0000439	#808080	chr21
unassigned-0000440	#808080	chr21
unassigned-0000441	#E6C47F	chr22
unassigned-0000442	#808080	chr21
unassigned-0000443	#808080	chr21
unassigned-0000444	#808080	chr21
unassigned-0000445	#808080	chr21
unassigned-0000446	#E6C47F	chr22
unassigned-0000447	#808080	chr21
unassigned-0000448	#E6C47F	chr22
unassigned-0000449	#808080	chr21
unassigned-0000450	#808080	chr21
unassigned-0000451	#E69F00	chr1
unassigned-0000452	#808080	chr21
unassigned-0000453	#E6C47F	chr22
unassigned-0000454	#E6B847	chr15
unassigned-0000455	#D57533	chr13
unassigned-0000456	#D57533	chr13
unassigned-0000457	#D57533	chr13
unassigned-0000459	#D57533	chr13
unassigned-0000460	#808080	chr21
unassigned-0000461	#808080	chr21
unassigned-0000462	#D57533	chr13
unassigned-0000463	#808080	chr21
unassigned-0000465	#E6B847	chr15
unassigned-0000466	#D57533	chr13
unassigned-0000467	#D57533	chr13
unassigned-0000469	#D57533	chr13
unassigned-0000470	#D57533	chr13
unassigned-0000471	#E6B847	chr15
unassigned-0000474	#808080	chr21
unassigned-0000475	#D57533	chr13
unassigned-0000476	#E6C47F	chr22
unassigned-0000479	#E6AB23	chr8
unassigned-0000480	#808080	chr21
unassigned-0000481	#808080	chr21
unassigned-0000482	#E6B847	chr15
unassigned-0000484	#E6C47F	chr22
unassigned-0000485	#E6C47F	chr22
unassigned-0000486	#D57533	chr13
unassigned-0000492	#808080	chr21
unassigned-0000493	#808080	chr21
unassigned-0000494	#E6B847	chr15
unassigned-0000495	#808080	chr21
unassigned-0000496	#808080	chr21
unassigned-0000497	#808080	chr21
unassigned-0000498	#808080	chr21
unassigned-0000499	#D57533	chr13
unassigned-0000500	#E6C47F	chr22
unassigned-0000501	#E6C47F	chr22
unassigned-0000502	#E6C47F	chr22
unassigned-0000503	#808080	chr21
unassigned-0000504	#E6C47F	chr22
unassigned-0000505	#737373	chr14
unassigned-0000506	#D57533	chr13
unassigned-0000507	#808080	chr21
unassigned-0000508	#808080	chr21
unassigned-0000509	#D57533	chr13
unassigned-0000510	#D57533	chr13
unassigned-0000511	#D57533	chr13
unassigned-0000512	#D57533	chr13
unassigned-0000513	#D57533	chr13
unassigned-0000515	#D57533	chr13
unassigned-0000516	#D57533	chr13
unassigned-0000517	#D57533	chr13
unassigned-0000518	#E6B847	chr15
unassigned-0000519	#D57533	chr13
unassigned-0000521	#E6B847	chr15
unassigned-0000522	#737373	chr14
unassigned-0000523	#808080	chr21
unassigned-0000526	#D57533	chr13
unassigned-0000527	#338CC2	chr19
unassigned-0000528	#D57533	chr13
unassigned-0000531	#E6C47F	chr22
unassigned-0000532	#D57533	chr13
unassigned-0000533	#D57533	chr13
unassigned-0000534	#808080	chr21
unassigned-0000535	#808080	chr21
unassigned-0000536	#E6C47F	chr22
unassigned-0000537	#808080	chr21
unassigned-0000538	#D57533	chr13
unassigned-0000540	#808080	chr21
unassigned-0000541	#808080	chr21
unassigned-0000542	#808080	chr21
unassigned-0000543	#D57533	chr13
unassigned-0000544	#808080	chr21
unassigned-0000545	#9467BD	chrX
unassigned-0000546	#9467BD	chrX
unassigned-0000547	#9467BD	chrX
unassigned-0000548	#D57533	chr13
unassigned-0000549	#E6C47F	chr22
unassigned-0000550	#D57533	chr13
unassigned-0000552	#D57533	chr13
unassigned-0000553	#D57533	chr13
unassigned-0000554	#E6C47F	chr22
unassigned-0000557	#E6AB23	chr8
unassigned-0000558	#808080	chr21
unassigned-0000560	#808080	chr21
unassigned-0000561	#808080	chr21
unassigned-0000562	#808080	chr21
unassigned-0000563	#D57533	chr13
unassigned-0000564	#737373	chr14
unassigned-0000565	#D57533	chr13
unassigned-0000566	#808080	chr21
unassigned-0000567	#808080	chr21
unassigned-0000568	#D57533	chr13
unassigned-0000569	#E6C47F	chr22
unassigned-0000570	#1A7FBA	chr12
unassigned-0000571	#1A7FBA	chr12
unassigned-0000573	#D57533	chr13
unassigned-0000574	#D57533	chr13
unassigned-0000575	#D57533	chr13
unassigned-0000576	#D57533	chr13
unassigned-0000578	#D57533	chr13
unassigned-0000579	#D57533	chr13
unassigned-0000580	#D57533	chr13
unassigned-0000581	#D57533	chr13
unassigned-0000582	#D57533	chr13
unassigned-0000583	#D57533	chr13
unassigned-0000584	#D57533	chr13
unassigned-0000585	#808080	chr21
unassigned-0000586	#808080	chr21
unassigned-0000587	#808080	chr21
unassigned-0000588	#808080	chr21
unassigned-0000589	#808080	chr21
unassigned-0000592	#D57533	chr13
unassigned-0000593	#D57533	chr13
unassigned-0000594	#E6C47F	chr22
unassigned-0000595	#E6C47F	chr22
unassigned-0000599	#D57533	chr13
unassigned-0000600	#D57533	chr13
unassigned-0000601	#808080	chr21
unassigned-0000602	#E6C47F	chr22
unassigned-0000603	#E6C47F	chr22
unassigned-0000604	#E6C47F	chr22
unassigned-0000605	#D57533	chr13
unassigned-0000606	#D57533	chr13
unassigned-0000607	#D57533	chr13
unassigned-0000608	#D57533	chr13
unassigned-0000609	#D57533	chr13
unassigned-0000610	#808080	chr21
unassigned-0000611	#808080	chr21
unassigned-0000612	#E69F00	chr1
unassigned-0000614	#808080	chr21
unassigned-0000615	#808080	chr21
unassigned-0000616	#808080	chr21
unassigned-0000617	#808080	chr21
unassigned-0000618	#808080	chr21
unassigned-0000619	#808080	chr21
unassigned-0000620	#808080	chr21
unassigned-0000621	#D57533	chr13
unassigned-0000622	#D57533	chr13
unassigned-0000623	#D57533	chr13
unassigned-0000624	#D57533	chr13
unassigned-0000625	#808080	chr21
unassigned-0000627	#808080	chr21
unassigned-0000628	#808080	chr21
unassigned-0000630	#E6C47F	chr22
unassigned-0000631	#D57533	chr13
unassigned-0000633	#D57533	chr13
unassigned-0000634	#E6C47F	chr22
unassigned-0000635	#E6B847	chr15
unassigned-0000637	#D57533	chr13
unassigned-0000638	#737373	chr14
unassigned-0000639	#808080	chr21
unassigned-0000640	#D57533	chr13
unassigned-0000641	#808080	chr21
unassigned-0000642	#E6C47F	chr22
unassigned-0000643	#808080	chr21
unassigned-0000644	#808080	chr21
unassigned-0000645	#737373	chr14
unassigned-0000646	#D57533	chr13
unassigned-0000648	#D57533	chr13
unassigned-0000649	#E6C47F	chr22
unassigned-0000650	#737373	chr14
unassigned-0000651	#808080	chr21
unassigned-0000653	#808080	chr21
unassigned-0000654	#D57533	chr13
unassigned-0000655	#D57533	chr13
unassigned-0000656	#D57533	chr13
unassigned-0000658	#808080	chr21
unassigned-0000659	#D57533	chr13
unassigned-0000660	#D57533	chr13
unassigned-0000661	#D57533	chr13
unassigned-0000663	#D55E00	chr6
unassigned-0000664	#D57533	chr13
unassigned-0000665	#D57533	chr13
unassigned-0000667	#D57533	chr13
unassigned-0000668	#D57533	chr13
unassigned-0000669	#D57533	chr13
unassigned-0000670	#808080	chr21
unassigned-0000671	#808080	chr21
unassigned-0000672	#808080	chr21
unassigned-0000674	#E6C47F	chr22
unassigned-0000675	#D57533	chr13
unassigned-0000676	#D57533	chr13
unassigned-0000678	#E69F00	chr1
unassigned-0000679	#56B4E9	chr2
unassigned-0000680	#808080	chr21
unassigned-0000681	#00A880	chr10
unassigned-0000682	#00A880	chr10
unassigned-0000683	#E69F00	chr1
unassigned-0000684	#808080	chr21
unassigned-0000685	#808080	chr21
unassigned-0000686	#808080	chr21
unassigned-0000687	#808080	chr21
unassigned-0000688	#E69F00	chr1
unassigned-0000689	#00B28C	chr17
unassigned-0000690	#737373	chr14
unassigned-0000691	#009E73	chr3
unassigned-0000693	#737373	chr14
unassigned-0000695	#808080	chr21
unassigned-0000696	#737373	chr14
unassigned-0000697	#E6C47F	chr22
unassigned-0000698	#E6C47F	chr22
unassigned-0000699	#D57533	chr13
unassigned-0000700	#D57533	chr13
unassigned-0000701	#D57533	chr13
unassigned-0000702	#D57533	chr13
unassigned-0000703	#CC79A7	chr4
unassigned-0000704	#D57533	chr13
unassigned-0000706	#D57533	chr13
unassigned-0000707	#D57533	chr13
unassigned-0000708	#E6C47F	chr22
unassigned-0000709	#E6C47F	chr22
unassigned-0000710	#808080	chr21
unassigned-0000711	#808080	chr21
unassigned-0000712	#808080	chr21
unassigned-0000713	#D57533	chr13
unassigned-0000714	#808080	chr21
unassigned-0000715	#338CC2	chr19
unassigned-0000716	#E6AB23	chr8
unassigned-0000717	#56B4E9	chr2
unassigned-0000718	#1A7FBA	chr12
unassigned-0000719	#D57533	chr13
unassigned-0000720	#D57533	chr13
unassigned-0000721	#CC79A7	chr4
unassigned-0000722	#D57533	chr13
unassigned-0000723	#D57533	chr13
unassigned-0000724	#D57533	chr13
unassigned-0000725	#E6AB23	chr8
unassigned-0000726	#E6AB23	chr8
unassigned-0000727	#E69F00	chr1
unassigned-0000728	#E69F00	chr1
unassigned-0000729	#D57533	chr13
unassigned-0000730	#D57533	chr13
unassigned-0000731	#D57533	chr13
unassigned-0000732	#D57533	chr13
unassigned-0000733	#D57533	chr13
unassigned-0000734	#D57533	chr13
unassigned-0000735	#D57533	chr13
unassigned-0000736	#808080	chr21
unassigned-0000737	#00B28C	chr17
unassigned-0000738	#808080	chr21
unassigned-0000739	#808080	chr21
unassigned-0000740	#D57533	chr13
unassigned-0000741	#D57533	chr13
unassigned-0000742	#CCA0BF	chr18
unassigned-0000743	#D57533	chr13
unassigned-0000744	#D57533	chr13
unassigned-0000745	#D57533	chr13
unassigned-0000746	#CCA0BF	chr18
