contig	color	chromosome
haplotype1-0000144	#00B28C	chr17
haplotype1-0000145	#9467BD	chrX
haplotype1-0000146	#9467BD	chrX
haplotype1-0000147	#9467BD	chrX
haplotype1-0000148	#9467BD	chrX
haplotype1-0000149	#D55E00	chr6
haplotype1-0000150	#9467BD	chrX
haplotype1-0000151	#9467BD	chrX
haplotype1-0000152	#9467BD	chrX
haplotype1-0000153	#D57533	chr13
haplotype1-0000154	#9467BD	chrX
haplotype1-0000155	#9467BD	chrX
haplotype1-0000156	#9467BD	chrX
haplotype1-0000157	#9467BD	chrX
haplotype1-0000158	#9467BD	chrX
haplotype1-0000159	#9467BD	chrX
haplotype1-0000160	#9467BD	chrX
haplotype1-0000161	#9467BD	chrX
haplotype1-0000162	#9467BD	chrX
haplotype1-0000163	#9467BD	chrX
haplotype1-0000164	#9467BD	chrX
haplotype1-0000165	#9467BD	chrX
haplotype1-0000166	#9467BD	chrX
haplotype1-0000167	#9467BD	chrX
haplotype1-0000168	#9467BD	chrX
haplotype1-0000169	#9467BD	chrX
haplotype1-0000170	#9467BD	chrX
haplotype1-0000171	#9467BD	chrX
haplotype1-0000172	#9467BD	chrX
haplotype1-0000173	#00B28C	chr17
haplotype1-0000174	#9467BD	chrX
haplotype1-0000175	#5699E9	chr9
haplotype1-0000176	#D57533	chr13
haplotype1-0000177	#9467BD	chrX
haplotype1-0000178	#9467BD	chrX
haplotype1-0000179	#9467BD	chrX
haplotype1-0000180	#9467BD	chrX
haplotype1-0000181	#9467BD	chrX
haplotype1-0000182	#808080	chr21
haplotype1-0000183	#808080	chr21
haplotype1-0000184	#9467BD	chrX
haplotype1-0000185	#9467BD	chrX
haplotype1-0000186	#E6C47F	chr22
haplotype1-0000187	#D57533	chr13
haplotype1-0000188	#D57533	chr13
haplotype1-0000189	#E6C47F	chr22
haplotype1-0000190	#9467BD	chrX
haplotype1-0000191	#9467BD	chrX
haplotype1-0000192	#E6C47F	chr22
haplotype1-0000193	#9467BD	chrX
haplotype1-0000194	#9467BD	chrX
haplotype1-0000195	#E6C47F	chr22
haplotype1-0000196	#E6C47F	chr22
haplotype1-0000197	#E6C47F	chr22
haplotype1-0000198	#9467BD	chrX
haplotype1-0000199	#9467BD	chrX
haplotype1-0000200	#00A880	chr10
haplotype1-0000201	#808080	chr21
haplotype1-0000202	#9467BD	chrX
haplotype1-0000203	#338CC2	chr19
haplotype1-0000204	#9467BD	chrX
haplotype1-0000205	#9467BD	chrX
haplotype1-0000206	#9467BD	chrX
haplotype1-0000207	#00A880	chr10
haplotype1-0000208	#5699E9	chr9
haplotype2-0000209	#338CC2	chr19
haplotype2-0000210	#9467BD	chrX
haplotype2-0000211	#9467BD	chrX
haplotype2-0000212	#666666	chr7
haplotype2-0000213	#E6B847	chr15
haplotype2-0000214	#009E73	chr3
haplotype2-0000215	#9467BD	chrX
haplotype2-0000216	#9467BD	chrX
haplotype2-0000217	#CCA0BF	chr18
haplotype2-0000218	#D55E00	chr6
haplotype2-0000219	#00A880	chr10
haplotype2-0000220	#9467BD	chrX
haplotype2-0000221	#CC79A7	chr4
haplotype2-0000222	#1A7FBA	chr12
haplotype2-0000223	#D58C66	chr20
haplotype2-0000224	#9467BD	chrX
haplotype2-0000225	#9467BD	chrX
haplotype2-0000226	#D57533	chr13
haplotype2-0000227	#E6C47F	chr22
haplotype2-0000228	#9467BD	chrX
haplotype2-0000229	#0072B2	chr5
haplotype2-0000230	#CC8DB3	chr11
haplotype2-0000231	#E69F00	chr1
haplotype2-0000232	#E6AB23	chr8
haplotype2-0000233	#9467BD	chrX
haplotype2-0000234	#9467BD	chrX
haplotype2-0000235	#5699E9	chr9
haplotype2-0000236	#E6B847	chr15
haplotype2-0000237	#9467BD	chrX
haplotype2-0000238	#9467BD	chrX
haplotype2-0000239	#9467BD	chrX
haplotype2-0000240	#9467BD	chrX
haplotype2-0000241	#00B28C	chr17
haplotype2-0000242	#808080	chr21
haplotype2-0000243	#737373	chr14
haplotype2-0000244	#567DE9	chr16
haplotype2-0000245	#56B4E9	chr2
haplotype2-0000246	#0072B2	chr5
haplotype2-0000247	#9467BD	chrX
haplotype2-0000248	#9467BD	chrX
haplotype2-0000249	#9467BD	chrX
haplotype2-0000250	#9467BD	chrX
haplotype2-0000251	#9467BD	chrX
haplotype2-0000252	#9467BD	chrX
haplotype2-0000253	#9467BD	chrX
haplotype2-0000254	#009E73	chr3
haplotype2-0000255	#9467BD	chrX
haplotype2-0000256	#9467BD	chrX
haplotype2-0000257	#9467BD	chrX
haplotype2-0000258	#9467BD	chrX
haplotype2-0000259	#9467BD	chrX
haplotype2-0000260	#009E73	chr3
haplotype2-0000261	#009E73	chr3
haplotype2-0000262	#9467BD	chrX
haplotype2-0000263	#9467BD	chrX
haplotype2-0000264	#00B28C	chr17
haplotype2-0000265	#00B28C	chr17
haplotype2-0000266	#00B28C	chr17
haplotype2-0000267	#9467BD	chrX
haplotype2-0000268	#9467BD	chrX
haplotype2-0000269	#9467BD	chrX
haplotype2-0000270	#9467BD	chrX
haplotype2-0000271	#9467BD	chrX
haplotype2-0000272	#9467BD	chrX
haplotype2-0000273	#9467BD	chrX
haplotype2-0000274	#9467BD	chrX
haplotype2-0000275	#9467BD	chrX
haplotype2-0000276	#9467BD	chrX
haplotype2-0000277	#9467BD	chrX
haplotype2-0000278	#9467BD	chrX
haplotype2-0000279	#9467BD	chrX
haplotype2-0000280	#9467BD	chrX
haplotype2-0000281	#9467BD	chrX
haplotype2-0000282	#9467BD	chrX
haplotype2-0000283	#E6B847	chr15
haplotype2-0000284	#E6B847	chr15
haplotype2-0000285	#E6B847	chr15
haplotype2-0000286	#9467BD	chrX
haplotype2-0000287	#9467BD	chrX
haplotype2-0000288	#9467BD	chrX
haplotype2-0000289	#9467BD	chrX
haplotype2-0000290	#9467BD	chrX
haplotype2-0000291	#9467BD	chrX
haplotype2-0000292	#0072B2	chr5
haplotype2-0000293	#0072B2	chr5
haplotype2-0000294	#0072B2	chr5
haplotype2-0000295	#0072B2	chr5
haplotype2-0000296	#9467BD	chrX
haplotype2-0000297	#0072B2	chr5
haplotype2-0000298	#0072B2	chr5
haplotype2-0000299	#9467BD	chrX
haplotype2-0000300	#9467BD	chrX
haplotype2-0000301	#9467BD	chrX
haplotype2-0000302	#9467BD	chrX
haplotype2-0000303	#9467BD	chrX
haplotype2-0000304	#9467BD	chrX
haplotype2-0000305	#9467BD	chrX
haplotype2-0000306	#9467BD	chrX
haplotype2-0000307	#9467BD	chrX
haplotype2-0000308	#9467BD	chrX
haplotype2-0000309	#9467BD	chrX
haplotype2-0000310	#9467BD	chrX
haplotype2-0000311	#9467BD	chrX
haplotype2-0000312	#E69F00	chr1
haplotype2-0000313	#9467BD	chrX
haplotype2-0000314	#9467BD	chrX
haplotype2-0000315	#9467BD	chrX
haplotype2-0000316	#9467BD	chrX
haplotype2-0000317	#9467BD	chrX
haplotype2-0000318	#9467BD	chrX
haplotype2-0000319	#9467BD	chrX
haplotype2-0000320	#9467BD	chrX
haplotype2-0000321	#9467BD	chrX
haplotype2-0000322	#9467BD	chrX
haplotype2-0000323	#9467BD	chrX
haplotype2-0000324	#9467BD	chrX
haplotype2-0000325	#9467BD	chrX
haplotype2-0000326	#9467BD	chrX
haplotype2-0000327	#9467BD	chrX
haplotype2-0000328	#666666	chr7
haplotype2-0000329	#666666	chr7
haplotype2-0000330	#9467BD	chrX
haplotype2-0000331	#9467BD	chrX
haplotype2-0000332	#9467BD	chrX
haplotype2-0000333	#9467BD	chrX
haplotype2-0000334	#9467BD	chrX
haplotype2-0000335	#9467BD	chrX
haplotype2-0000336	#9467BD	chrX
haplotype2-0000337	#9467BD	chrX
haplotype2-0000338	#9467BD	chrX
haplotype2-0000339	#0072B2	chr5
haplotype2-0000340	#666666	chr7
haplotype2-0000341	#00B28C	chr17
haplotype2-0000342	#00B28C	chr17
haplotype2-0000343	#9467BD	chrX
haplotype2-0000344	#9467BD	chrX
haplotype2-0000345	#9467BD	chrX
haplotype2-0000346	#9467BD	chrX
haplotype2-0000347	#666666	chr7
haplotype2-0000348	#666666	chr7
haplotype2-0000349	#9467BD	chrX
haplotype2-0000350	#9467BD	chrX
haplotype2-0000351	#9467BD	chrX
haplotype2-0000352	#9467BD	chrX
haplotype2-0000353	#5699E9	chr9
haplotype2-0000354	#9467BD	chrX
haplotype2-0000355	#9467BD	chrX
haplotype2-0000356	#9467BD	chrX
haplotype2-0000357	#9467BD	chrX
haplotype2-0000358	#9467BD	chrX
haplotype2-0000359	#9467BD	chrX
haplotype2-0000360	#9467BD	chrX
haplotype2-0000361	#9467BD	chrX
haplotype2-0000362	#9467BD	chrX
haplotype2-0000363	#9467BD	chrX
haplotype2-0000364	#9467BD	chrX
haplotype2-0000365	#9467BD	chrX
haplotype2-0000366	#E69F00	chr1
haplotype2-0000367	#9467BD	chrX
haplotype2-0000368	#9467BD	chrX
haplotype2-0000369	#9467BD	chrX
haplotype2-0000370	#9467BD	chrX
haplotype2-0000371	#9467BD	chrX
haplotype2-0000372	#9467BD	chrX
haplotype2-0000373	#9467BD	chrX
haplotype2-0000374	#9467BD	chrX
haplotype2-0000375	#9467BD	chrX
haplotype2-0000376	#9467BD	chrX
haplotype2-0000377	#9467BD	chrX
haplotype2-0000378	#666666	chr7
haplotype2-0000379	#666666	chr7
haplotype2-0000380	#666666	chr7
haplotype2-0000381	#00B28C	chr17
haplotype2-0000382	#666666	chr7
haplotype2-0000383	#9467BD	chrX
haplotype2-0000384	#9467BD	chrX
haplotype2-0000385	#9467BD	chrX
haplotype2-0000386	#9467BD	chrX
haplotype2-0000387	#9467BD	chrX
haplotype2-0000388	#9467BD	chrX
haplotype2-0000389	#9467BD	chrX
haplotype2-0000390	#9467BD	chrX
haplotype2-0000391	#9467BD	chrX
haplotype2-0000392	#9467BD	chrX
haplotype2-0000393	#9467BD	chrX
haplotype2-0000394	#9467BD	chrX
haplotype2-0000395	#9467BD	chrX
haplotype2-0000396	#9467BD	chrX
haplotype2-0000397	#9467BD	chrX
haplotype2-0000398	#9467BD	chrX
haplotype2-0000399	#9467BD	chrX
haplotype2-0000400	#9467BD	chrX
haplotype2-0000401	#9467BD	chrX
haplotype2-0000402	#9467BD	chrX
haplotype2-0000403	#9467BD	chrX
haplotype2-0000404	#9467BD	chrX
haplotype2-0000405	#9467BD	chrX
haplotype2-0000406	#9467BD	chrX
haplotype2-0000407	#9467BD	chrX
haplotype2-0000408	#9467BD	chrX
haplotype2-0000409	#9467BD	chrX
haplotype2-0000410	#9467BD	chrX
haplotype2-0000411	#9467BD	chrX
haplotype2-0000412	#9467BD	chrX
haplotype2-0000413	#9467BD	chrX
haplotype2-0000414	#9467BD	chrX
haplotype2-0000415	#9467BD	chrX
haplotype2-0000416	#9467BD	chrX
haplotype2-0000417	#9467BD	chrX
haplotype2-0000418	#E6AB23	chr8
haplotype2-0000419	#9467BD	chrX
haplotype2-0000420	#9467BD	chrX
haplotype2-0000421	#9467BD	chrX
haplotype2-0000422	#9467BD	chrX
haplotype2-0000423	#9467BD	chrX
haplotype2-0000424	#9467BD	chrX
haplotype2-0000425	#9467BD	chrX
haplotype2-0000426	#9467BD	chrX
haplotype2-0000427	#9467BD	chrX
haplotype2-0000428	#9467BD	chrX
haplotype2-0000429	#9467BD	chrX
haplotype2-0000430	#9467BD	chrX
haplotype2-0000431	#9467BD	chrX
haplotype2-0000432	#9467BD	chrX
haplotype2-0000433	#9467BD	chrX
haplotype2-0000434	#9467BD	chrX
haplotype2-0000435	#9467BD	chrX
haplotype2-0000436	#9467BD	chrX
haplotype2-0000437	#9467BD	chrX
haplotype2-0000438	#9467BD	chrX
haplotype2-0000439	#9467BD	chrX
haplotype2-0000440	#9467BD	chrX
haplotype2-0000441	#9467BD	chrX
haplotype2-0000442	#9467BD	chrX
haplotype2-0000443	#9467BD	chrX
haplotype2-0000444	#9467BD	chrX
haplotype2-0000445	#9467BD	chrX
haplotype2-0000446	#9467BD	chrX
haplotype2-0000447	#9467BD	chrX
haplotype2-0000448	#9467BD	chrX
haplotype2-0000449	#00B28C	chr17
haplotype2-0000450	#9467BD	chrX
haplotype2-0000451	#9467BD	chrX
haplotype2-0000452	#9467BD	chrX
haplotype2-0000453	#9467BD	chrX
haplotype2-0000454	#9467BD	chrX
haplotype2-0000455	#9467BD	chrX
haplotype2-0000456	#9467BD	chrX
haplotype2-0000457	#9467BD	chrX
haplotype2-0000458	#9467BD	chrX
haplotype2-0000459	#9467BD	chrX
haplotype2-0000460	#9467BD	chrX
haplotype2-0000461	#9467BD	chrX
haplotype2-0000462	#9467BD	chrX
haplotype2-0000463	#9467BD	chrX
haplotype2-0000464	#9467BD	chrX
haplotype2-0000465	#9467BD	chrX
haplotype2-0000466	#9467BD	chrX
haplotype2-0000467	#9467BD	chrX
haplotype2-0000468	#9467BD	chrX
haplotype2-0000469	#9467BD	chrX
haplotype2-0000470	#9467BD	chrX
haplotype2-0000471	#9467BD	chrX
haplotype2-0000472	#9467BD	chrX
haplotype2-0000473	#9467BD	chrX
haplotype2-0000474	#9467BD	chrX
haplotype2-0000475	#9467BD	chrX
haplotype2-0000476	#9467BD	chrX
haplotype2-0000477	#E6B847	chr15
haplotype2-0000478	#9467BD	chrX
haplotype2-0000479	#9467BD	chrX
haplotype2-0000480	#9467BD	chrX
haplotype2-0000481	#9467BD	chrX
haplotype2-0000482	#9467BD	chrX
haplotype2-0000483	#9467BD	chrX
haplotype2-0000484	#9467BD	chrX
haplotype2-0000485	#9467BD	chrX
haplotype2-0000486	#9467BD	chrX
haplotype2-0000487	#9467BD	chrX
haplotype2-0000488	#9467BD	chrX
haplotype2-0000489	#9467BD	chrX
haplotype2-0000490	#9467BD	chrX
haplotype2-0000491	#9467BD	chrX
haplotype2-0000492	#9467BD	chrX
haplotype2-0000493	#9467BD	chrX
haplotype2-0000494	#9467BD	chrX
haplotype2-0000495	#9467BD	chrX
haplotype2-0000496	#9467BD	chrX
haplotype2-0000497	#9467BD	chrX
haplotype2-0000498	#E69F00	chr1
haplotype2-0000499	#E69F00	chr1
haplotype2-0000500	#E69F00	chr1
haplotype2-0000501	#9467BD	chrX
haplotype2-0000502	#9467BD	chrX
haplotype2-0000503	#9467BD	chrX
haplotype2-0000504	#9467BD	chrX
haplotype2-0000505	#9467BD	chrX
haplotype2-0000506	#9467BD	chrX
haplotype2-0000507	#9467BD	chrX
haplotype2-0000508	#9467BD	chrX
haplotype2-0000509	#9467BD	chrX
haplotype2-0000510	#9467BD	chrX
haplotype2-0000511	#9467BD	chrX
haplotype2-0000512	#E69F00	chr1
haplotype2-0000513	#E69F00	chr1
haplotype2-0000514	#E69F00	chr1
haplotype2-0000515	#5699E9	chr9
haplotype2-0000516	#5699E9	chr9
haplotype2-0000517	#9467BD	chrX
haplotype2-0000518	#9467BD	chrX
haplotype2-0000519	#9467BD	chrX
haplotype2-0000520	#5699E9	chr9
haplotype2-0000521	#9467BD	chrX
haplotype2-0000522	#9467BD	chrX
haplotype2-0000523	#9467BD	chrX
haplotype2-0000524	#00B28C	chr17
haplotype2-0000525	#E6B847	chr15
haplotype2-0000526	#E6B847	chr15
haplotype2-0000527	#E6B847	chr15
haplotype2-0000528	#E6B847	chr15
haplotype2-0000529	#E6B847	chr15
haplotype2-0000530	#00B28C	chr17
haplotype2-0000531	#E6B847	chr15
haplotype2-0000532	#E6B847	chr15
haplotype2-0000533	#E6B847	chr15
haplotype2-0000534	#9467BD	chrX
haplotype2-0000535	#9467BD	chrX
haplotype2-0000536	#9467BD	chrX
haplotype2-0000537	#9467BD	chrX
haplotype2-0000538	#9467BD	chrX
haplotype2-0000539	#9467BD	chrX
haplotype2-0000540	#9467BD	chrX
haplotype2-0000541	#9467BD	chrX
haplotype2-0000542	#9467BD	chrX
haplotype2-0000543	#567DE9	chr16
haplotype2-0000544	#E6B847	chr15
haplotype2-0000545	#9467BD	chrX
haplotype2-0000546	#9467BD	chrX
haplotype2-0000547	#9467BD	chrX
haplotype2-0000548	#9467BD	chrX
haplotype2-0000549	#E69F00	chr1
haplotype2-0000550	#9467BD	chrX
haplotype2-0000551	#9467BD	chrX
haplotype2-0000552	#9467BD	chrX
haplotype2-0000553	#0072B2	chr5
haplotype2-0000554	#0072B2	chr5
haplotype2-0000555	#00B28C	chr17
haplotype2-0000556	#9467BD	chrX
haplotype2-0000557	#9467BD	chrX
haplotype2-0000558	#009E73	chr3
haplotype2-0000559	#009E73	chr3
haplotype2-0000560	#9467BD	chrX
haplotype2-0000561	#9467BD	chrX
haplotype2-0000562	#9467BD	chrX
haplotype2-0000563	#9467BD	chrX
haplotype2-0000564	#9467BD	chrX
haplotype2-0000565	#9467BD	chrX
haplotype2-0000566	#9467BD	chrX
haplotype2-0000567	#9467BD	chrX
haplotype2-0000568	#9467BD	chrX
haplotype2-0000569	#9467BD	chrX
haplotype2-0000570	#9467BD	chrX
haplotype2-0000571	#9467BD	chrX
haplotype2-0000572	#9467BD	chrX
haplotype2-0000573	#5699E9	chr9
haplotype2-0000574	#5699E9	chr9
haplotype2-0000575	#5699E9	chr9
haplotype2-0000576	#5699E9	chr9
haplotype2-0000577	#5699E9	chr9
haplotype2-0000578	#9467BD	chrX
haplotype2-0000579	#00B28C	chr17
haplotype2-0000580	#9467BD	chrX
haplotype2-0000581	#9467BD	chrX
haplotype2-0000582	#E69F00	chr1
haplotype2-0000583	#E69F00	chr1
haplotype2-0000584	#E69F00	chr1
haplotype2-0000585	#666666	chr7
haplotype2-0000586	#666666	chr7
haplotype2-0000587	#666666	chr7
haplotype2-0000588	#666666	chr7
haplotype2-0000589	#666666	chr7
haplotype2-0000590	#9467BD	chrX
haplotype2-0000591	#9467BD	chrX
unassigned-0000592	#D57533	chr13
unassigned-0000593	#E6B847	chr15
unassigned-0000594	#808080	chr21
unassigned-0000595	#808080	chr21
unassigned-0000596	#D57533	chr13
unassigned-0000597	#D57533	chr13
unassigned-0000598	#E6B847	chr15
unassigned-0000599	#E69F00	chr1
unassigned-0000600	#9467BD	chrX
unassigned-0000601	#9467BD	chrX
unassigned-0000602	#E69F00	chr1
unassigned-0000603	#E69F00	chr1
unassigned-0000604	#E6B847	chr15
unassigned-0000605	#808080	chr21
unassigned-0000606	#CC8DB3	chr11
unassigned-0000607	#CC8DB3	chr11
unassigned-0000608	#E69F00	chr1
unassigned-0000609	#E6C47F	chr22
unassigned-0000610	#CC8DB3	chr11
unassigned-0000611	#CC8DB3	chr11
unassigned-0000612	#CC8DB3	chr11
unassigned-0000613	#CC8DB3	chr11
unassigned-0000614	#CC8DB3	chr11
unassigned-0000615	#9467BD	chrX
unassigned-0000616	#9467BD	chrX
unassigned-0000617	#9467BD	chrX
unassigned-0000618	#9467BD	chrX
unassigned-0000619	#9467BD	chrX
unassigned-0000620	#D57533	chr13
unassigned-0000621	#D57533	chr13
unassigned-0000622	#D57533	chr13
unassigned-0000623	#D57533	chr13
unassigned-0000624	#D57533	chr13
unassigned-0000625	#9467BD	chrX
unassigned-0000626	#D57533	chr13
unassigned-0000627	#E6C47F	chr22
unassigned-0000628	#808080	chr21
unassigned-0000629	#737373	chr14
unassigned-0000630	#E6B847	chr15
unassigned-0000631	#808080	chr21
unassigned-0000632	#737373	chr14
unassigned-0000633	#737373	chr14
unassigned-0000634	#9467BD	chrX
unassigned-0000635	#737373	chr14
unassigned-0000636	#737373	chr14
unassigned-0000637	#808080	chr21
unassigned-0000638	#9467BD	chrX
unassigned-0000639	#737373	chr14
unassigned-0000640	#E6C47F	chr22
unassigned-0000641	#E6B847	chr15
unassigned-0000642	#E6C47F	chr22
unassigned-0000643	#737373	chr14
unassigned-0000644	#9467BD	chrX
unassigned-0000645	#D57533	chr13
unassigned-0000646	#808080	chr21
unassigned-0000647	#808080	chr21
unassigned-0000648	#E6B847	chr15
unassigned-0000649	#808080	chr21
unassigned-0000650	#9467BD	chrX
unassigned-0000651	#9467BD	chrX
unassigned-0000652	#E6B847	chr15
unassigned-0000653	#E6B847	chr15
unassigned-0000654	#E6B847	chr15
unassigned-0000655	#D57533	chr13
unassigned-0000656	#808080	chr21
unassigned-0000657	#E6B847	chr15
unassigned-0000658	#737373	chr14
unassigned-0000659	#737373	chr14
unassigned-0000660	#737373	chr14
unassigned-0000661	#737373	chr14
unassigned-0000662	#808080	chr21
unassigned-0000663	#737373	chr14
unassigned-0000664	#9467BD	chrX
unassigned-0000665	#737373	chr14
unassigned-0000666	#737373	chr14
unassigned-0000667	#737373	chr14
unassigned-0000668	#737373	chr14
unassigned-0000669	#9467BD	chrX
unassigned-0000670	#D57533	chr13
unassigned-0000671	#737373	chr14
unassigned-0000672	#9467BD	chrX
unassigned-0000674	#9467BD	chrX
unassigned-0000675	#56B4E9	chr2
unassigned-0000676	#D57533	chr13
unassigned-0000677	#D57533	chr13
unassigned-0000678	#9467BD	chrX
unassigned-0000680	#E6B847	chr15
unassigned-0000681	#737373	chr14
unassigned-0000682	#D57533	chr13
unassigned-0000683	#737373	chr14
unassigned-0000684	#9467BD	chrX
unassigned-0000685	#737373	chr14
unassigned-0000686	#808080	chr21
unassigned-0000687	#E6C47F	chr22
unassigned-0000688	#808080	chr21
unassigned-0000689	#808080	chr21
unassigned-0000690	#808080	chr21
unassigned-0000691	#808080	chr21
unassigned-0000692	#808080	chr21
unassigned-0000693	#9467BD	chrX
unassigned-0000694	#D57533	chr13
unassigned-0000695	#D57533	chr13
unassigned-0000696	#D57533	chr13
unassigned-0000697	#D57533	chr13
unassigned-0000698	#D57533	chr13
unassigned-0000699	#D57533	chr13
unassigned-0000700	#737373	chr14
unassigned-0000701	#737373	chr14
unassigned-0000703	#CC8DB3	chr11
unassigned-0000704	#808080	chr21
unassigned-0000705	#D57533	chr13
unassigned-0000709	#9467BD	chrX
unassigned-0000710	#9467BD	chrX
unassigned-0000713	#E6B847	chr15
unassigned-0000714	#CC79A7	chr4
unassigned-0000715	#CC79A7	chr4
unassigned-0000717	#9467BD	chrX
unassigned-0000718	#9467BD	chrX
unassigned-0000719	#9467BD	chrX
