Chromosome	Start	End	Methylated_allele	Name	Reference	All_CpGs_At_iDMR_CouldBeExaminedInBothHaplotypes	DifferentiallyMethylatedCpGs_HypermethylatedOnHP1	DifferentiallyMethylatedCpGs_HypermethylatedOnHP2	MeanDiffMethylationOf_DifferentiallyMethylatedCpGs_HypermethylatedOnHP1	MeanDiffMethylationOf_DifferentiallyMethylatedCpGs_HypermethylatedOnHP2	MethylationFrequency_HP1	MethylationFrequency_HP2	Included_Or_Ignored_For_PofO_Assignment
chr14	46476152	46476528	Maternal	PTGDR	Akbari	18	0	0	0	0	0.2282	0.42086	Ignored:DidNotMeet_cpg_difference
chr14	94961427	94961490	Paternal	DLK1	Joshi,Zink	7	0	0	0	0	0.34785	0.28108	Ignored:DidNotMeet_cpg_difference
chr14	95042558	95046625	Paternal	IG-DMR,MEG3,MEG3/DLK1	Akbari,Court,Hernandez,Zink	96	56	0	0.54992	0	0.91647	0.5445	Included
chr14	95058592	95063118	Paternal	MEG3,AL117190.1	Akbari,Court,Hernandez,Joshi,Zink	246	239	0	0.73166	0	0.93489	0.21705	Included
chr14	95135834	95136700	Maternal	MEG8,SNHG23	Zink	26	0	12	0	0.3626	0.19409	0.41434	Included
chr14	95139591	95140676	Maternal	MEG8,SNHG23	Akbari,Court,Hernandez,Zink	52	0	51	0	0.73785	0.10343	0.83277	Included
chr14	100719510	100719614	Maternal	IGHV3-37	Hernandez	10	0	0	0	0	0.78051	0.65852	Ignored:DidNotMeet_cpg_difference
chr15	21296256	21301762	Maternal	MIR4508,MKRN3	Akbari,Court,Hernandez,Joshi	109	25	0	0.43367	0	0.84332	0.73856	Included
chr15	21341062	21343880	Paternal	MKRN3	Zink	14	0	0	0	0	0.64551	0.80412	Ignored:DidNotMeet_cpg_difference
chr15	21363464	21363638	Maternal	MKRN3	Zink	10	10	0	0.35598	0	0.67895	0.32298	Included
chr15	21368503	21368715	Maternal	MKRN3	Zink	8	0	0	0	0	0.85744	0.68703	Ignored:DidNotMeet_cpg_difference
chr15	21377299	21377524	Maternal	MAGEL2	Zink	6	0	0	0	0	0.47765	0.25591	Ignored:DidNotMeet_cpg_difference
chr15	21381510	21383473	Maternal	MAGEL2	Akbari,Court,Hernandez,Joshi,Zink	64	58	0	0.69967	0	0.86838	0.21826	Included
chr15	21420762	21422619	Maternal	NDN	Akbari,Court,Hernandez,Joshi,Zink	116	95	0	0.50804	0	0.69543	0.25869	Included
chr15	21532265	21532875	Maternal	RNU6-741P	Zink	22	2	0	0.1992	0	0.79238	0.60072	Ignored:DidNotMeet_cpg_difference
chr15	21563910	21564305	Paternal	RNU6-741P	Zink	6	0	0	0	0	0.70725	0.80072	Ignored:DidNotMeet_cpg_difference
chr15	21589212	21590074	Maternal	RP11-484P15.1	Zink	9	5	0	0.39025	0	0.52745	0.18121	Included
chr15	21591584	21596455	Maternal	RP11-484P15.1	Akbari,Zink,Zink	84	43	0	0.47334	0	0.74291	0.46932	Included
chr15	21603570	21604377	Maternal	RP11-484P15.1	Akbari,Zink	36	35	0	0.52478	0	0.65717	0.1382	Included
chr15	21611867	21613067	Maternal	RP11-484P15.1	Akbari,Zink	40	34	0	0.40706	0	0.4903	0.12082	Included
chr15	21617488	21617845	Paternal	RP11-484P15.1	Zink	11	0	0	0	0	0.81046	0.88421	Ignored:DidNotMeet_cpg_difference
chr15	21630697	21633011	Maternal	PWRN4,RP11-484P15.1	Akbari,Joshi,Zink	59	31	0	0.46739	0	0.75164	0.49708	Included
chr15	21648478	21650220	Paternal	RP11-484P15.1	Zink	11	0	0	0	0	0.64241	0.79979	Ignored:DidNotMeet_cpg_difference
chr15	21674147	21675281	Paternal	RP11-484P15.1	Zink	12	0	0	0	0	0.63554	0.81796	Ignored:DidNotMeet_cpg_difference
chr15	21743102	21743985	Paternal	PWRN4	Zink	7	0	0	0	0	0.4743	0.70843	Ignored:DidNotMeet_cpg_difference
chr15	21763297	21763709	Paternal	PWRN4	Zink	5	0	0	0	0	0.65726	0.68635	Ignored:DidNotMeet_cpg_difference
chr15	21784164	21785579	Paternal	PWRN4	Zink	12	0	4	0	0.43569	0.56717	0.83083	Included
chr15	21835134	21836136	Maternal	SNRPN_intragenic_CpG32,PWRN2	Akbari,Court,Zink	46	34	0	0.35188	0	0.52757	0.26384	Included
chr15	21890432	21891180	Paternal	PWRN2	Zink	7	0	0	0	0	0.58894	0.73477	Ignored:DidNotMeet_cpg_difference
chr15	21897209	21897954	Paternal	PWRN2	Zink	8	0	0	0	0	0.59179	0.74183	Ignored:DidNotMeet_cpg_difference
chr15	21908292	21909250	Paternal	PWRN2	Zink	9	0	6	0	0.44931	0.4766	0.84436	Included
chr15	22008923	22009869	Paternal	RP11-580I1.2	Zink	10	0	0	0	0	0.69342	0.82067	Ignored:DidNotMeet_cpg_difference
chr15	22160590	22161837	Maternal	SNRPN_intragenic_CpG29,PWRN3	Akbari,Court,Zink	53	37	0	0.34079	0	0.50025	0.28468	Included
chr15	22211722	22212175	Maternal	SNRPN_intragenic_CpG30	Akbari,Court	31	25	0	0.2435	0	0.39626	0.1672	Included
chr15	22310237	22311050	Paternal	PWRN1	Zink	8	0	0	0	0	0.69307	0.83339	Ignored:DidNotMeet_cpg_difference
chr15	22312618	22313135	Paternal	PWRN1	Zink	7	0	2	0	0.32693	0.54444	0.81769	Included
chr15	22505473	22506455	Paternal	PWRN1,SNRPN	Hernandez,Zink	14	0	0	0	0	0.69881	0.84854	Ignored:DidNotMeet_cpg_difference
chr15	22508944	22510547	Maternal	SNRPN_intragenic_CpG40,SNRPN	Akbari,Court,Hernandez,Joshi,Zink	81	74	0	0.52285	0	0.66868	0.18342	Included
chr15	22560068	22561411	Maternal	SNRPN	Akbari,Court,Hernandez,Joshi,Zink	22	15	0	0.64407	0	0.80371	0.31802	Included
chr15	22583384	22585283	Maternal	SNRPN,RP11-385H1.1	Akbari,Court,Hernandez,Joshi,Zink	78	78	0	0.46653	0	0.70109	0.23456	Included
chr15	22593074	22595820	Maternal	SNRPN	Joshi,Zink	38	27	0	0.55526	0	0.83966	0.40363	Included
chr15	22614163	22616870	Maternal	SNRPN	Akbari,Court,Hernandez,Joshi,Zink	88	44	0	0.42052	0	0.75277	0.51378	Included
chr15	22647266	22647904	Paternal	SNRPN,AC090602.2	Zink	8	0	0	0	0	0.77633	0.79385	Ignored:DidNotMeet_cpg_difference
chr15	22688234	22693913	Maternal	SNURF,SNRPN,RP11-701H24.9	Akbari,Court,Hernandez,Joshi,Zink	149	119	0	0.89121	0	0.90849	0.20385	Included
chr15	22693914	22738212	Paternal	PWAR5,PWARSN,SNORD107,SNORD64,SNORD108,RP11-701H24.9,SNHG14	Akbari,Joshi,Zink,Akbari,Zink	385	0	25	0	0.4487	0.79995	0.9395	Ignored:DidNotMeet_cpg_difference
chr15	22739217	22767775	Paternal	SNHG14	Akbari,Zink	210	0	27	0	0.36116	0.75669	0.9397	Included
chr15	22775157	22793910	Paternal	SNORD116Cluster,SNHG14	Akbari,Joshi,Zink,Akbari,Zink	215	0	2	0	0.37159	0.84243	0.9373	Ignored:DidNotMeet_cpg_difference
chr15	22796137	22837398	Paternal	SNORD116Cluster,SNHG14	Akbari,Joshi,Zink,Akbari,Zink	574	0	23	0	0.35207	0.80801	0.94297	Ignored:DidNotMeet_cpg_difference
chr15	22877695	22880669	Paternal	SNHG14	Akbari	17	0	7	0	0.35575	0.46904	0.7966	Included
chr15	22917914	22920700	Paternal	SNORD115Cluster	Joshi,Zink	49	0	0	0	0	0.85355	0.88832	Ignored:DidNotMeet_cpg_difference
chr15	27466585	27466749	Maternal	AC022613.1	Hernandez	17	0	0	0	0	0.68641	0.55363	Ignored:DidNotMeet_cpg_difference
chr15	42830610	42830766	Maternal	SORD	Hernandez,Joshi,Zink	12	12	0	0.27772	0	0.51533	0.2376	Included
chr15	48716873	48717145	Maternal	AP4E1	Zink	19	0	0	0	0	0.70064	0.72486	Ignored:DidNotMeet_cpg_difference
chr15	60148414	60148894	Paternal	MIR6085	Akbari	19	0	19	0	0.48298	0.07064	0.55361	Included
chr15	78982358	78982976	Paternal	CFAP161	Akbari	44	0	44	0	0.54501	0.13867	0.68368	Included
chr15	96629415	96631475	Maternal	IGF1R	Akbari,Court,Hernandez,Joshi,Zink	70	67	0	0.74781	0	0.8504	0.12741	Included
chr16	811704	813589	Maternal	PRR25	Akbari,Zink	141	0	23	0	0.24333	0.14401	0.22074	Included
chr16	821900	823268	Maternal	PRR25	Akbari,Zink	83	0	72	0	0.40331	0.32225	0.68518	Included
chr16	3281461	3281826	Paternal	MEFV	Zink	34	30	0	0.23675	0	0.64928	0.41702	Included
chr16	3322511	3322654	Maternal	TIGD7	Joshi	19	0	0	0	0	0.66045	0.58789	Ignored:DidNotMeet_cpg_difference
chr16	3391703	3393524	Paternal	MTRNR2L4,LA16c-306E5.2	Akbari,Joshi,Zink	84	53	0	0.22978	0	0.50578	0.32678	Included
chr16	3441035	3441528	Paternal	LA16c-306E5.2	Zink	27	1	0	0.2038	0	0.45961	0.27479	Ignored:DidNotMeet_cpg_difference
chr16	3458714	3468983	Maternal	ZNF597,LA16c-306E5.2	Akbari,Court,Hernandez,Joshi,Zink	131	0	45	0	0.69784	0.60126	0.91731	Included
chr16	3470097	3472038	Paternal	NAA60,ZNF597,LA16c-306E5.2	Akbari,Court,Hernandez,Joshi,Zink	78	73	0	0.83487	0	0.85677	0.06229	Included
chr17	4790606	4792558	Maternal	CHRNE,C17orf107	Akbari,Zink	139	0	0	0	0	0.26765	0.28452	Ignored:DidNotMeet_cpg_difference
chr18	47858673	47859226	Maternal	RP11-767C4.1	Zink	23	0	0	0	0	0.30555	0.50018	Ignored:DidNotMeet_cpg_difference
chr18	60172271	60172582	Maternal	NFE2L3P1	Akbari	42	0	42	0	0.21099	0.3992	0.61019	Included
chr18	79873008	79873927	Maternal	AC068473.4	Akbari,Hernandez	91	0	91	0	0.57949	0.08359	0.66307	Included
chr18	80423625	80425712	Maternal	ADNP2,PARD6G-AS1	Akbari,Zink	99	0	93	0	0.46412	0.11705	0.56315	Included
chr19	4770231	4771096	Maternal	MIR7-3HG	Akbari	56	0	21	0	0.21269	0.39097	0.57533	Included
chr19	17458059	17459138	Maternal	DDA1	Akbari	65	0	51	0	0.21696	0.22769	0.42965	Included
chr19	21220736	21221486	Maternal	ZNF714	Akbari	38	0	0	0	0	0.46595	0.60787	Ignored:DidNotMeet_cpg_difference
chr19	39096790	39096912	Paternal	AC092296.3	Akbari	20	0	0	0	0	0.25878	0.16732	Ignored:DidNotMeet_cpg_difference
chr19	41329684	41330758	Maternal	RYR1,AC067969.1	Zink	52	0	34	0	0.41369	0.56602	0.88292	Included
chr19	41345884	41346651	Maternal	RYR1	Akbari,Zink	26	0	15	0	0.25096	0.52371	0.74334	Included
chr19	56616549	56618747	Maternal	ZNF331	Akbari,Court,Hernandez,Zink	133	0	130	0	0.84473	0.12046	0.94923	Included
chr19	56632968	56635239	Maternal	ZNF331	Akbari,Court,Hernandez,Zink	124	0	110	0	0.83964	0.19055	0.94605	Included
chr19	59932193	59936971	Maternal	PEG3,MIMT1,ZIM2,PEG3	Akbari,Court,Hernandez,Zink	219	0	217	0	0.81601	0.08511	0.89579	Included
chr19	59959876	59960104	Maternal	MIMT1	Zink	20	0	20	0	0.31104	0.51063	0.82167	Included
chr19	61152004	61152621	Paternal	ZSCAN1	Zink	26	0	0	0	0	0.33798	0.18969	Ignored:DidNotMeet_cpg_difference
chr2	37542728	37543329	Maternal	AC007391.3	Akbari	27	0	27	0	0.76696	0.16034	0.9273	Included
chr2	39252404	39252862	Maternal	MAP4K3	Hernandez	54	0	0	0	0	0.76898	0.81279	Ignored:DidNotMeet_cpg_difference
chr2	95377831	95378577	Paternal	TEKT4,AC097374.2	Zink	56	0	0	0	0	0.50084	0.53128	Ignored:DidNotMeet_cpg_difference
chr2	130015734	130016047	Paternal	LOC151121	Joshi	37	0	0	0	0	0.65722	0.58804	Ignored:DidNotMeet_cpg_difference
chr2	131734853	131735206	Maternal	FAR2P4,KLF2P4,PLEKHB2	Zink	32	0	0	0	0	0.42636	0.40088	Ignored:DidNotMeet_cpg_difference
chr2	132265092	132265797	Paternal	C2orf27B	Joshi	91	0	0	0	0	0.3186	0.39051	Ignored:DidNotMeet_cpg_difference
chr2	206731612	206755969	Paternal	ZDBF2,GPR1-AS	Akbari,Court,Hernandez,Joshi,Zink	475	475	0	0.65006	0	0.88699	0.23693	Included
chr2	206758117	206759140	Paternal	ZDBF2	Akbari	16	16	0	0.54377	0	0.78615	0.24238	Included
chr2	209688185	209689718	Maternal	MEAF6P1	Zink	66	0	0	0	0	0.87765	0.88999	Ignored:DidNotMeet_cpg_difference
chr2	232838377	232838828	Maternal	ECEL1P3	Akbari,Zink	35	0	23	0	0.23746	0.22311	0.43566	Included
chr20	33270910	33272750	Maternal	HM13,MCTS2P	Akbari,Court,Hernandez,Joshi,Zink	60	53	0	0.76439	0	0.92922	0.23202	Included
chr20	35394117	35394664	Maternal	ACTL10,NECAB3	Akbari	51	51	0	0.27557	0	0.31081	0.03524	Included
chr20	39243846	39246355	Maternal	BLCAP,NNAT	Akbari,Court,Hernandez,Joshi,Zink	145	140	0	0.63205	0	0.93675	0.32147	Included
chr20	45246628	45249468	Maternal	L3MBTL1	Akbari,Court,Hernandez,Joshi,Zink	93	88	0	0.79343	0	0.86043	0.11206	Included
chr20	50153200	50154157	Maternal	RP1-66N13.1	Akbari,Zink	50	0	0	0	0	0.8585	0.79812	Ignored:DidNotMeet_cpg_difference
chr20	60619350	60630515	Paternal	GNAS,GNAS-AS1	Akbari,Court,Hernandez,Joshi,Zink	331	0	260	0	0.81914	0.25202	0.90912	Included
chr20	60633235	60639710	Maternal	GNAS-AS1,GNAS,GNAS-XL	Akbari,Court,Hernandez,Joshi,Zink	362	336	0	0.78826	0	0.85703	0.12186	Included
chr20	60671085	60673567	Maternal	GNAS_Ex1A,GNAS,LOC101927932	Akbari,Court,Hernandez,Joshi,Zink	243	242	0	0.77053	0	0.81401	0.04608	Included
chr20	61310202	61310679	Maternal	RP11-164D18.2	Zink	25	25	0	0.41246	0	0.66746	0.25499	Included
chr20	65030021	65030481	Maternal	AL096828.3	Akbari	16	0	0	0	0	0.38511	0.39306	Ignored:DidNotMeet_cpg_difference
chr20	65758266	65759319	Maternal	UCKL1	Akbari,Zink	96	96	0	0.44352	0	0.83863	0.39511	Included
chr21	12407958	12408119	Maternal	LIPI	Joshi	21	0	21	0	0.91327	0.02898	0.94225	Included
chr21	37770066	37771384	Maternal	WRB	Akbari,Court,Hernandez,Joshi,Zink	59	0	58	0	0.58591	0.33995	0.91724	Included
chr21	45047466	45048210	Maternal	PRMT2	Akbari,Zink	54	0	53	0	0.32863	0.4757	0.80232	Included
chr22	21798922	21799586	Paternal	RIMBP3	Akbari	64	0	0	0	0	0.58399	0.56046	Ignored:DidNotMeet_cpg_difference
chr22	32507282	32507589	Maternal	SLC5A1	Akbari	22	0	0	0	0	0.34507	0.41188	Ignored:DidNotMeet_cpg_difference
chr22	42160534	42162792	Maternal	NHP2L1,SNU13	Akbari,Court,Hernandez,Joshi,Zink	82	0	70	0	0.80631	0.22292	0.92407	Included
chr3	39514775	39515873	Maternal	MOBP	Akbari,Hernandez,Zink	57	1	0	0.17433	0	0.22713	0.09294	Ignored:DidNotMeet_cpg_difference
chr3	195267123	195267736	Maternal	FGF12	Akbari,Zink	27	21	0	0.22828	0	0.37187	0.14963	Included
chr4	5980877	5981527	Maternal	C4orf50	Akbari	59	57	0	0.29359	0	0.48176	0.1916	Included
chr4	6078696	6079854	Maternal	JAKMIP1	Akbari,Hernandez,Joshi,Zink	78	73	0	0.40425	0	0.85941	0.47312	Included
chr4	17624235	17624518	Maternal	FAM184B	Zink	29	0	0	0	0	0.84591	0.83066	Ignored:DidNotMeet_cpg_difference
chr4	92028524	92029856	Maternal	NAP1L5,HERC3	Akbari,Court,Hernandez,Joshi,Zink	62	61	0	0.86441	0	0.94311	0.08874	Included
chr4	125236257	125237219	Maternal	TRPC3	Akbari,Hernandez,Zink	67	67	0	0.41376	0	0.80181	0.38805	Included
chr4	158113274	158113803	Maternal	RBM46	Hernandez	51	0	0	0	0	0.67381	0.75395	Ignored:DidNotMeet_cpg_difference
chr4	173134512	173135071	Maternal	PTGES3P3	Akbari,Zink	31	31	0	0.27513	0	0.56885	0.29372	Included
chr5	561353	562753	Paternal	MIR4456	Akbari	106	0	0	0	0	0.73677	0.66819	Ignored:DidNotMeet_cpg_difference
chr5	37458597	37459310	Maternal	CPLANE1	Akbari	35	31	0	0.22028	0	0.95111	0.73669	Included
chr5	111236976	111237741	Maternal	TMEM232	Akbari	21	0	0	0	0	0.29833	0.3331	Ignored:DidNotMeet_cpg_difference
chr5	117967773	117967929	Maternal	LINC00992	Hernandez	5	0	0	0	0	0.07714	0.09762	Ignored:DidNotMeet_cpg_difference
chr5	136601303	136603696	Maternal	VTRNA2-1	Akbari,Hernandez,Joshi,Zink	87	81	0	0.65873	0	0.79124	0.1726	Included
chr5	138415651	138415958	Maternal	PKD2L2	Hernandez	38	0	0	0	0	0.13145	0.09745	Ignored:DidNotMeet_cpg_difference
chr5	138659249	138659851	Maternal	NME5	Akbari	21	0	0	0	0	0.38588	0.28723	Ignored:DidNotMeet_cpg_difference
chr6	3718149	3719860	Maternal	FAM50B,RP11-420L9.4	Akbari,Court,Hernandez,Joshi,Zink	110	0	110	0	0.64487	0.29458	0.93944	Included
chr6	29555331	29556045	Maternal	ZFP57	Hernandez	49	0	0	0	0	0.86661	0.95539	Ignored:DidNotMeet_cpg_difference
chr6	31425008	31425410	Maternal	LTA	Hernandez	16	0	0	0	0	0.40221	0.59465	Ignored:DidNotMeet_cpg_difference
chr6	145199421	145201738	Maternal	PLAGL1,HYMAI	Akbari,Court,Hernandez,Joshi,Zink	156	0	153	0	0.85465	0.09285	0.93594	Included
chr6	160184517	160185088	Paternal	RNU6-293P	Akbari	28	0	0	0	0	0.62764	0.68208	Ignored:DidNotMeet_cpg_difference
chr6	161251417	161252899	Maternal	IGF2R,AIRN	Akbari,Court,Hernandez,Joshi,Zink	107	0	107	0	0.57812	0.346	0.92412	Included
chr6	169727799	169727970	Maternal	SMOC2	Joshi	8	0	0	0	0	0.55549	0.67454	Ignored:DidNotMeet_cpg_difference
chr6	171008085	171009630	Maternal	WDR27	Akbari,Court,Hernandez,Joshi,Zink	69	0	0	0	0	0.85883	0.9474	Ignored:DidNotMeet_cpg_difference
chr7	16980167	16981214	Maternal	RP11-455J15.1	Akbari,Zink	46	43	0	0.38579	0	0.6398	0.26862	Included
chr7	23626787	23627861	Maternal	RPS2P32	Akbari,Joshi,Zink	62	62	0	0.75155	0	0.80453	0.05298	Included
chr7	43014610	43015863	Maternal	AC010132.10	Akbari,Zink	58	58	0	0.45277	0	0.66752	0.21474	Included
chr7	50942206	50944802	Maternal	GRB10	Akbari,Court,Hernandez,Joshi,Zink	171	146	0	0.86801	0	0.89705	0.14562	Included
chr7	65134148	65134309	Maternal	AC092634.8	Akbari	16	0	0	0	0	0.19253	0.1085	Ignored:DidNotMeet_cpg_difference
chr7	95892113	95894859	Maternal	PEG10,SGCE	Akbari,Court,Hernandez,Joshi	122	121	0	0.82876	0	0.85434	0.03248	Included
chr7	131803479	131808268	Maternal	MEST,MESTIT1	Akbari,Court,Hernandez,Joshi,Zink	229	221	0	0.85968	0	0.91385	0.08319	Included
chr7	136139397	136139823	Maternal	CALD1	Zink	20	0	0	0	0	0.87248	0.77271	Ignored:DidNotMeet_cpg_difference
chr7	139976260	139977741	Maternal	SVOPL	Akbari,Hernandez,Joshi,Zink	89	89	0	0.65145	0	0.74741	0.09595	Included
chr7	156246412	156247762	Maternal	HTR5A,HTR5A-AS1	Akbari,Court,Hernandez,Joshi,Zink	66	60	0	0.42892	0	0.7301	0.33531	Included
chr8	2481367	2482359	Maternal	LOC101927815	Joshi	77	0	0	0	0	0.26543	0.17913	Ignored:DidNotMeet_cpg_difference
chr8	2487234	2487616	Maternal	LOC101927815	Akbari,Joshi	21	21	0	0.49853	0	0.55655	0.05802	Included
chr8	38023830	38025061	Maternal	ERLIN2,LOC728024,CXORF56_pseudogene	Akbari,Court,Hernandez,Joshi	41	41	0	0.76399	0	0.92557	0.16158	Included
chr8	39591596	39591695	Maternal	ADAM5P	Hernandez	12	0	0	0	0	0.73204	0.74466	Ignored:DidNotMeet_cpg_difference
chr8	61137435	61138271	Maternal	CHD7	Akbari,Joshi,Zink	57	55	0	0.48301	0	0.89598	0.42418	Included
chr8	95243985	95245657	Maternal	CDH17	Akbari,Zink	44	20	0	0.41428	0	0.90179	0.66792	Included
chr8	103653910	103655995	Maternal	KB-1980E6.3	Akbari,Zink	60	32	0	0.33576	0	0.63025	0.41974	Included
chr8	141217642	141221375	Maternal	TRAPPC9,PEG13	Akbari,Court,Hernandez,Joshi,Zink	223	202	0	0.83775	0	0.94117	0.1759	Included
chr8	141468978	141469691	Maternal	TRAPPC9	Akbari,Joshi	53	51	0	0.31782	0	0.74374	0.43092	Included
chr8	144884219	144885051	Maternal	FAM83H	Akbari	116	105	0	0.20729	0	0.66226	0.4587	Included
chr9	41939693	41940117	Maternal	CDRT15P6	Akbari	0	0	0	0	0	0	0	Ignored:No_CpG
chr9	104264526	104264928	Maternal	SPTLC1	Akbari	26	0	0	0	0	0.83718	0.68079	Ignored:DidNotMeet_cpg_difference
chr9	107482378	107483147	Maternal	FANCC,FANCC_Int1-DMR	Akbari,Hernandez	34	0	34	0	0.74736	0.16373	0.91109	Included
chr9	109746840	109747389	Maternal	TMOD1	Akbari	22	0	0	0	0	0.24914	0.20232	Ignored:DidNotMeet_cpg_difference
chr9	125287844	125289117	Maternal	AL449105.5	Hernandez	82	79	0	0.38442	0	0.80422	0.42655	Included
chr9	134423466	134424180	Maternal	LHX6	Akbari	63	0	0	0	0	0.14722	0.21487	Ignored:DidNotMeet_cpg_difference
chr9	149667453	149669193	Maternal	EXD3	Akbari,Zink	142	0	133	0	0.37053	0.54918	0.90669	Included
