chrom	gap_start	gap_end	gap_type	gap_size	strand	nearest_gene_chrom	nearest_gene_start	nearest_gene_end	nearest_gene_name	distance
chr16	15106985	15115980	N_region_windowed	7500	-	chr16	15105773	15132561	PKD1P6-NPIPP1	0
chr16	21450449	21550355	N_region_windowed	100000	+	chr16	21452650	21455202	SLC7A5P2	0
chr16	21450449	21550355	N_region_windowed	100000	+	chr16	21467627	21485116	LOC646828	0
chr16	23401956	23489272	N_region_windowed	100000	-	chr16	23554124	23657344	SCNN1B	64853
chr16	32603906	32603944	N_region	9819	+	chr16	32587345	32590475	ABHD17AP8	13432
chr16	33208062	33308033	N_region_windowed	100000	+	chr16	33208631	33218059	LOC101929814	0
chr16	33208062	33308033	N_region_windowed	100000	+	chr16	33224290	33227179	LOC107984809	0
chr16	33208062	33308033	N_region_windowed	100000	+	chr16	33256366	33257702	LOC112268181	0
chr16	33208062	33308033	N_region_windowed	100000	+	chr16	33275037	33275560	IGHV3OR16-8	0
chr16	33208062	33308033	N_region_windowed	100000	+	chr16	33282058	33282347	IGHV1-12	0
chr16	33208062	33308033	N_region_windowed	100000	+	chr16	33289176	33289467	IGHV3OR16-10	0
chr16	33208062	33308033	N_region_windowed	100000	+	chr16	33290523	33296762	LOC105371174	0
chr16	33208062	33308033	N_region_windowed	100000	+	chr16	33302284	33302583	IGHVIII-13-1	0
chr16	33208062	33308033	N_region_windowed	100000	+	chr16	33305790	33306047	IGHV1OR16-1	0
chr16	33373521	33473494	N_region_windowed	100000	+	chr16	33380775	33381066	IGHV3OR16-15	0
chr16	33373521	33473494	N_region_windowed	100000	+	chr16	33387058	33387365	IGHVIII-16-1	0
chr16	33373521	33473494	N_region_windowed	100000	+	chr16	33399528	33407199	SLC6A10P	0
chr16	33373521	33473494	N_region_windowed	100000	+	chr16	33411099	33414689	BCAP31P2	0
chr16	33373521	33473494	N_region_windowed	100000	+	chr16	33436418	33436960	IGHV2OR16-5	0
chr16	33373521	33473494	N_region_windowed	100000	+	chr16	33472670	33473953	LOC101060048	0
chr16	33886322	33920243	N_region	24300	-	chr16	33899882	33901832	LOC105379544	0
chr16	33886322	33920243	N_region	24300	-	chr16	33908250	33932526	LOC102723869	0
chr16	34100186	34174616	N_region_windowed	100000	-	chr16	34082333	34125090	LOC102723999	0
chr16	34100186	34174616	N_region_windowed	100000	-	chr16	34129245	34129552	IGHVIII-16-1	0
chr16	34100186	34174616	N_region_windowed	100000	-	chr16	34132252	34142136	LOC105379539	0
chr16	34100186	34174616	N_region_windowed	100000	-	chr16	34143194	34151253	SLC6A10PB	0
chr16	34100186	34174616	N_region_windowed	100000	-	chr16	34155143	34158733	BCAP31P2	0
chr16	34222907	34325310	N_region_windowed	100000	-	chr16	34224847	34234268	LOC101929814	0
chr16	34222907	34325310	N_region_windowed	100000	-	chr16	34253415	34289399	LOC102723753	0
chr16	34222907	34325310	N_region_windowed	100000	-	chr16	34289570	34296123	LOC112268315	0
chr16	34222907	34325310	N_region_windowed	100000	-	chr16	34301166	34304105	LOC102723964	0
chr16	35605428	35612928	N_region	7500	-	chr16	35585687	35586229	IGHV2OR16-5	19200
chr16	35841410	35914172	N_region	60726	-	chr16	35841971	35844892	BCLAF1P2	0
chr17	25843086	25845182	N_region_windowed	7500	-	chr17	27922280	27922871	LOC100422478	2077099
chr17	45816674	45829601	N_region	7500	-	chr17	45500305	45504291	LINC01180	312384
chr18	17835526	17843026	N_region_windowed	7500	-	chr18	15474787	15491495	LOC644669	2344032
chr18	17895351	17971203	N_region_windowed	100000	-	chr18	15474787	15491495	LOC644669	2403857
chr18	40036039	40084038	N_region	7500	-	chr18	39402580	39947279	MIR924HG	88761
chr18	47584482	47590759	N_region_windowed	7500	-	chr18	47476013	47784604	MIR4527HG	0
chr19	11399517	11407741	N_region	7500	-	chr19	11793906	11795260	HNRNPA1P10	386166
chr19	16192075	16198428	N_region_windowed	7500	-	chr19	16201541	16237074	TPM4	3114
chr19	22052728	22053133	N_region_windowed	7500	-	chr19	22078234	22149333	ZNF208	25102
chr19	41947613	41950185	N_region_windowed	2944	-	chr19	42039663	42042104	LOC124904717	89479
chr2	71509190	71607132	N_region_windowed	100000	-	chr2	71193791	71238156	PAIP2B	271035
chr2	76072442	76080000	N_region_windowed	7500	-	chr2	74557670	74566117	DOK1	1506326
chr2	87599958	87605038	N_region	5080	-	chr2	87577741	87579358	PAFAH1B1P1	20601
chr2	88192942	88208843	N_region_windowed	7500	-	chr2	88028184	88032696	LOC105374852	160247
chr20	26850110	26857614	N_region_windowed	7500	+	chr20	26253600	26255335	LOC124904967	594776
chr21	2912836	3014932	N_region_windowed	100000	-	chr21	2915670	2930638	LOC105379499	0
chr21	2912836	3014932	N_region_windowed	100000	-	chr21	2919994	2920880	LOC102724822	0
chr21	2912836	3014932	N_region_windowed	100000	-	chr21	2936289	2959379	LOC102723360	0
chr21	2912836	3014932	N_region_windowed	100000	-	chr21	2961392	3006055	CTBP2P9	0
chr21	2912836	3014932	N_region_windowed	100000	-	chr21	3007483	3014502	LOC124904991	0
chr21	11055113	11063984	N_region_windowed	7500	-	chr21	10795863	10796910	EIF3FP1	258204
chr22	4871513	4879033	N_region_windowed	7500	+	chr22	4884381	4897745	RNA45S5	5349
chr3	96217659	96225159	N_region_windowed	7500	-	chr3	96541949	96542048	RNU6-488P	316791
chr3	198343053	198349792	N_region_windowed	7500	-	chr3	198338502	198364123	LOC112268458	0
chr4	14754795	14756379	N_region	7500	-	chr4	14889862	14983825	CPEB2-DT	133484
chr4	147294799	147394774	N_region_windowed	100000	+	chr4	147229702	147299893	LOC101927636	0
chr4	147294799	147394774	N_region_windowed	100000	+	chr4	147307016	147311668	LOC124900790	0
chr4	147294799	147394774	N_region_windowed	100000	+	chr4	147312610	147336796	GYPB	0
chr5	129522410	129529909	N_region_windowed	7500	+	chr5	128031138	128032739	HNRNPKP1	1489672
chr6	4814126	4815626	N_region_windowed	1500	+	chr6	4872801	5109711	LYRM4-AS1	57176
chr7	74556276	74656632	N_region_windowed	100000	+	chr7	74528331	74558802	FKBP6	0
chr7	74556276	74656632	N_region_windowed	100000	+	chr7	74612498	74620604	LOC124901672	0
chr7	74556276	74656632	N_region_windowed	100000	+	chr7	74640899	74722781	BAZ1B	0
chr7	140514147	140521647	N_region_windowed	7500	+	chr7	140356422	140423001	ZC3HAV1	91147
chr8	6260118	6271916	N_region_windowed	7500	-	chr8	6722805	6723778	DEFA10P	450890
chr8	7139328	7146832	N_region_windowed	7500	+	chr8	7143840	7145853	DEFB4B	0
chr8	39642281	39650704	N_region_windowed	1500	-	chr8	39728310	39800254	ADAM3A	77607
chr8	44916324	45018299	N_region_windowed	100000	+	chr8	43566548	43639364	POTEA	1276961
chr8	97039982	97047482	N_region_windowed	7500	+	chr8	96394091	96935851	CFAP418-AS1	104132
chr8	121001124	121008617	N_region_windowed	7500	+	chr8	120608440	120609914	LOC392264	391211
chr8	144364105	144455245	N_region_windowed	100000	+	chr8	144587222	144690776	ZC3H3	131978
chr9	36144386	36146122	N_region	1736	-	chr9	35992613	35994131	YBX1P10	150256
chrX	48767646	48767648	N_region	7500	+	chrX	48762486	48912657	GAGE12B	0
chrX	114242874	114242875	N_region	7500	+	chrX	114251983	114315153	DANT1	9109
chrX	152372977	152472953	N_region_windowed	100000	+	chrX	152417895	152432685	OPN1LW	0
chrX	152372977	152472953	N_region_windowed	100000	+	chrX	152432859	152453816	TEX28P1	0
chrX	152372977	152472953	N_region_windowed	100000	+	chrX	152456257	152470523	OPN1MW	0
chrX	152372977	152472953	N_region_windowed	100000	+	chrX	152469982	152490933	TEX28P2	0
chrY	18595378	18602879	N_region_windowed	7500	+	chrY	18595060	18595861	LOC105377218	0
chrY	18595378	18602879	N_region_windowed	7500	+	chrY	18599478	18606339	LOC124905302	0
chrY	26567886	26667906	N_region_windowed	100000	+	chrY	26619709	26621040	CDY16P	0
chrY	26567886	26667906	N_region_windowed	100000	+	chrY	26624997	26628239	CDY15P	0
chrY	26927256	27027261	N_region_windowed	100000	+	chrY	26933498	26945628	RBMY2CP	0
chrY	26927256	27027261	N_region_windowed	100000	+	chrY	27005777	27047281	REREP2Y	0
chrY	30841067	30935134	N_region_windowed	100000	+	chrY	27406618	27446611	PARP4P1	3394457
chrY	32389939	32397504	N_region_windowed	7500	+	chrY	27406618	27446611	PARP4P1	4943329
