contig	color	chromosome
haplotype2-0000105	#567DE9	chr16
haplotype2-0000106	#567DE9	chr16
haplotype2-0000107	#E69F00	chr1
haplotype2-0000108	#1A7FBA	chr12
haplotype2-0000109	#1A7FBA	chr12
haplotype2-0000110	#CC79A7	chr4
haplotype2-0000111	#737373	chr14
haplotype2-0000112	#E69F00	chr1
haplotype2-0000113	#E6C47F	chr22
haplotype2-0000114	#E6B847	chr15
haplotype2-0000115	#567DE9	chr16
haplotype2-0000116	#737373	chr14
haplotype2-0000117	#737373	chr14
haplotype2-0000118	#567DE9	chr16
haplotype2-0000119	#0072B2	chr5
haplotype2-0000120	#0072B2	chr5
haplotype2-0000121	#0072B2	chr5
haplotype2-0000122	#E69F00	chr1
haplotype2-0000123	#737373	chr14
haplotype2-0000124	#E69F00	chr1
haplotype2-0000125	#666666	chr7
haplotype2-0000126	#666666	chr7
haplotype2-0000127	#009E73	chr3
haplotype2-0000128	#E6B847	chr15
haplotype2-0000129	#E6B847	chr15
haplotype2-0000130	#E6B847	chr15
haplotype2-0000131	#0072B2	chr5
haplotype2-0000132	#0072B2	chr5
haplotype2-0000133	#0072B2	chr5
haplotype2-0000134	#0072B2	chr5
haplotype2-0000135	#0072B2	chr5
haplotype2-0000136	#0072B2	chr5
haplotype2-0000137	#E69F00	chr1
haplotype2-0000138	#E69F00	chr1
haplotype2-0000139	#D55E00	chr6
haplotype2-0000140	#CC8DB3	chr11
haplotype2-0000141	#737373	chr14
haplotype2-0000142	#737373	chr14
haplotype2-0000143	#737373	chr14
haplotype2-0000144	#737373	chr14
haplotype2-0000145	#E69F00	chr1
haplotype2-0000146	#0072B2	chr5
haplotype2-0000147	#E6B847	chr15
haplotype2-0000148	#CC8DB3	chr11
haplotype2-0000149	#0072B2	chr5
haplotype2-0000150	#0072B2	chr5
haplotype2-0000151	#0072B2	chr5
haplotype2-0000152	#0072B2	chr5
haplotype2-0000153	#0072B2	chr5
haplotype2-0000154	#E69F00	chr1
haplotype2-0000155	#0072B2	chr5
haplotype2-0000156	#0072B2	chr5
haplotype2-0000157	#0072B2	chr5
haplotype2-0000158	#0072B2	chr5
haplotype2-0000159	#E6B847	chr15
haplotype2-0000160	#E6B847	chr15
haplotype2-0000161	#CC8DB3	chr11
haplotype2-0000162	#E69F00	chr1
haplotype2-0000163	#E69F00	chr1
haplotype2-0000164	#0072B2	chr5
haplotype2-0000165	#567DE9	chr16
haplotype2-0000166	#0072B2	chr5
haplotype2-0000167	#E6B847	chr15
haplotype2-0000168	#0072B2	chr5
haplotype2-0000169	#0072B2	chr5
haplotype2-0000170	#0072B2	chr5
haplotype2-0000171	#E6B847	chr15
haplotype2-0000172	#737373	chr14
haplotype2-0000173	#737373	chr14
haplotype2-0000174	#737373	chr14
haplotype2-0000175	#737373	chr14
haplotype2-0000176	#E69F00	chr1
haplotype2-0000177	#E6C47F	chr22
haplotype2-0000178	#00B28C	chr17
haplotype2-0000179	#00B28C	chr17
haplotype2-0000180	#0072B2	chr5
haplotype2-0000181	#0072B2	chr5
haplotype2-0000182	#0072B2	chr5
haplotype2-0000183	#0072B2	chr5
haplotype2-0000184	#0072B2	chr5
haplotype2-0000185	#0072B2	chr5
haplotype2-0000186	#56B4E9	chr2
haplotype2-0000187	#666666	chr7
haplotype2-0000188	#E6C47F	chr22
haplotype2-0000189	#E6AB23	chr8
haplotype2-0000190	#0072B2	chr5
haplotype2-0000191	#1A7FBA	chr12
haplotype2-0000192	#0072B2	chr5
haplotype2-0000193	#0072B2	chr5
haplotype2-0000194	#0072B2	chr5
unassigned-0000195	#D57533	chr13
unassigned-0000196	#00B28C	chr17
unassigned-0000197	#CCA0BF	chr18
unassigned-0000198	#CCA0BF	chr18
unassigned-0000199	#D58C66	chr20
unassigned-0000200	#1A7FBA	chr12
unassigned-0000201	#E6C47F	chr22
unassigned-0000202	#CC8DB3	chr11
unassigned-0000204	#567DE9	chr16
unassigned-0000205	#56B4E9	chr2
unassigned-0000207	#56B4E9	chr2
unassigned-0000208	#D57533	chr13
unassigned-0000209	#E6B847	chr15
unassigned-0000210	#00B28C	chr17
unassigned-0000211	#808080	chr21
unassigned-0000212	#CC8DB3	chr11
unassigned-0000213	#CC8DB3	chr11
unassigned-0000214	#CC8DB3	chr11
unassigned-0000215	#CC79A7	chr4
unassigned-0000216	#808080	chr21
unassigned-0000217	#808080	chr21
unassigned-0000218	#E6C47F	chr22
unassigned-0000219	#D58C66	chr20
unassigned-0000220	#5699E9	chr9
unassigned-0000222	#D58C66	chr20
unassigned-0000223	#D58C66	chr20
unassigned-0000224	#E6C47F	chr22
unassigned-0000225	#E6C47F	chr22
unassigned-0000226	#E6C47F	chr22
unassigned-0000227	#E6C47F	chr22
unassigned-0000228	#E6C47F	chr22
unassigned-0000229	#808080	chr21
unassigned-0000230	#D57533	chr13
unassigned-0000231	#D57533	chr13
unassigned-0000232	#D55E00	chr6
unassigned-0000233	#D57533	chr13
unassigned-0000234	#808080	chr21
unassigned-0000235	#D57533	chr13
unassigned-0000236	#D57533	chr13
unassigned-0000237	#E69F00	chr1
unassigned-0000239	#E6B847	chr15
unassigned-0000240	#56B4E9	chr2
unassigned-0000242	#D57533	chr13
unassigned-0000243	#E6C47F	chr22
unassigned-0000244	#E6C47F	chr22
unassigned-0000245	#E6C47F	chr22
unassigned-0000246	#E6C47F	chr22
unassigned-0000247	#E6C47F	chr22
unassigned-0000248	#737373	chr14
unassigned-0000249	#808080	chr21
unassigned-0000250	#808080	chr21
unassigned-0000251	#808080	chr21
unassigned-0000252	#808080	chr21
unassigned-0000253	#808080	chr21
unassigned-0000254	#808080	chr21
unassigned-0000255	#D57533	chr13
unassigned-0000256	#D57533	chr13
unassigned-0000257	#737373	chr14
unassigned-0000258	#D57533	chr13
unassigned-0000259	#808080	chr21
unassigned-0000260	#D57533	chr13
unassigned-0000261	#D57533	chr13
unassigned-0000262	#D57533	chr13
unassigned-0000263	#808080	chr21
unassigned-0000264	#737373	chr14
unassigned-0000265	#808080	chr21
unassigned-0000266	#D57533	chr13
unassigned-0000267	#808080	chr21
unassigned-0000268	#808080	chr21
unassigned-0000269	#737373	chr14
unassigned-0000270	#E6B847	chr15
unassigned-0000271	#D57533	chr13
unassigned-0000272	#D57533	chr13
unassigned-0000273	#D57533	chr13
unassigned-0000274	#D57533	chr13
unassigned-0000275	#00B28C	chr17
unassigned-0000276	#00B28C	chr17
unassigned-0000277	#808080	chr21
unassigned-0000278	#808080	chr21
unassigned-0000279	#D57533	chr13
unassigned-0000280	#D57533	chr13
unassigned-0000282	#E6B847	chr15
unassigned-0000283	#737373	chr14
unassigned-0000284	#D57533	chr13
unassigned-0000285	#D57533	chr13
unassigned-0000286	#D57533	chr13
unassigned-0000287	#D57533	chr13
unassigned-0000288	#737373	chr14
unassigned-0000290	#E6B847	chr15
unassigned-0000291	#D57533	chr13
unassigned-0000292	#E6B847	chr15
unassigned-0000293	#808080	chr21
unassigned-0000294	#808080	chr21
unassigned-0000295	#808080	chr21
unassigned-0000296	#808080	chr21
unassigned-0000297	#808080	chr21
unassigned-0000298	#808080	chr21
unassigned-0000299	#808080	chr21
unassigned-0000300	#808080	chr21
unassigned-0000301	#E6B847	chr15
unassigned-0000302	#00B28C	chr17
unassigned-0000303	#D57533	chr13
unassigned-0000305	#808080	chr21
unassigned-0000306	#D57533	chr13
unassigned-0000307	#737373	chr14
unassigned-0000308	#808080	chr21
unassigned-0000309	#D57533	chr13
unassigned-0000310	#56B4E9	chr2
unassigned-0000311	#808080	chr21
unassigned-0000312	#737373	chr14
unassigned-0000313	#CCA0BF	chr18
unassigned-0000314	#E6C47F	chr22
unassigned-0000315	#E6C47F	chr22
unassigned-0000316	#E6C47F	chr22
unassigned-0000317	#E6C47F	chr22
unassigned-0000318	#737373	chr14
unassigned-0000319	#808080	chr21
unassigned-0000320	#808080	chr21
unassigned-0000321	#808080	chr21
unassigned-0000322	#808080	chr21
unassigned-0000323	#808080	chr21
unassigned-0000324	#808080	chr21
unassigned-0000325	#808080	chr21
unassigned-0000326	#808080	chr21
unassigned-0000327	#808080	chr21
unassigned-0000328	#808080	chr21
unassigned-0000329	#00B28C	chr17
unassigned-0000330	#808080	chr21
unassigned-0000331	#5699E9	chr9
unassigned-0000332	#808080	chr21
unassigned-0000333	#808080	chr21
unassigned-0000334	#E6C47F	chr22
unassigned-0000335	#E6C47F	chr22
unassigned-0000336	#D58C66	chr20
unassigned-0000337	#D58C66	chr20
unassigned-0000338	#737373	chr14
unassigned-0000339	#737373	chr14
unassigned-0000340	#D57533	chr13
unassigned-0000341	#737373	chr14
unassigned-0000342	#737373	chr14
unassigned-0000344	#808080	chr21
unassigned-0000345	#D57533	chr13
unassigned-0000346	#D57533	chr13
unassigned-0000347	#D57533	chr13
unassigned-0000348	#D57533	chr13
unassigned-0000349	#D57533	chr13
unassigned-0000350	#737373	chr14
unassigned-0000351	#808080	chr21
unassigned-0000352	#808080	chr21
unassigned-0000353	#808080	chr21
unassigned-0000355	#CC8DB3	chr11
unassigned-0000356	#D57533	chr13
unassigned-0000357	#D57533	chr13
unassigned-0000358	#D57533	chr13
unassigned-0000359	#D57533	chr13
unassigned-0000360	#D57533	chr13
unassigned-0000361	#D57533	chr13
unassigned-0000362	#808080	chr21
unassigned-0000363	#808080	chr21
unassigned-0000364	#808080	chr21
unassigned-0000366	#E6B847	chr15
unassigned-0000367	#E6C47F	chr22
unassigned-0000368	#E6C47F	chr22
unassigned-0000369	#E6C47F	chr22
unassigned-0000370	#E6C47F	chr22
unassigned-0000371	#E6C47F	chr22
unassigned-0000372	#E6C47F	chr22
unassigned-0000373	#D55E00	chr6
unassigned-0000374	#D55E00	chr6
unassigned-0000375	#D55E00	chr6
unassigned-0000376	#D55E00	chr6
unassigned-0000377	#737373	chr14
unassigned-0000378	#E6C47F	chr22
unassigned-0000379	#666666	chr7
unassigned-0000380	#E6C47F	chr22
unassigned-0000381	#E6C47F	chr22
unassigned-0000382	#E6C47F	chr22
unassigned-0000383	#E6B847	chr15
unassigned-0000384	#D57533	chr13
unassigned-0000385	#808080	chr21
unassigned-0000386	#D57533	chr13
unassigned-0000387	#808080	chr21
unassigned-0000388	#737373	chr14
unassigned-0000389	#808080	chr21
unassigned-0000390	#D57533	chr13
unassigned-0000391	#808080	chr21
unassigned-0000392	#808080	chr21
unassigned-0000393	#737373	chr14
unassigned-0000394	#737373	chr14
unassigned-0000395	#D57533	chr13
unassigned-0000396	#56B4E9	chr2
unassigned-0000397	#D57533	chr13
unassigned-0000398	#E6B847	chr15
unassigned-0000399	#D57533	chr13
unassigned-0000400	#737373	chr14
unassigned-0000401	#D57533	chr13
unassigned-0000402	#E6B847	chr15
unassigned-0000403	#E6B847	chr15
unassigned-0000404	#D57533	chr13
unassigned-0000405	#D57533	chr13
unassigned-0000406	#D57533	chr13
unassigned-0000407	#808080	chr21
unassigned-0000409	#00B28C	chr17
unassigned-0000410	#D57533	chr13
unassigned-0000411	#D57533	chr13
unassigned-0000412	#D57533	chr13
unassigned-0000413	#D57533	chr13
unassigned-0000414	#D57533	chr13
unassigned-0000415	#E6B847	chr15
unassigned-0000416	#00B28C	chr17
unassigned-0000417	#D57533	chr13
unassigned-0000418	#CC8DB3	chr11
unassigned-0000419	#D57533	chr13
unassigned-0000420	#808080	chr21
unassigned-0000421	#808080	chr21
unassigned-0000422	#808080	chr21
unassigned-0000423	#808080	chr21
unassigned-0000424	#D57533	chr13
unassigned-0000425	#808080	chr21
unassigned-0000426	#D57533	chr13
unassigned-0000427	#D57533	chr13
unassigned-0000428	#E6B847	chr15
unassigned-0000429	#808080	chr21
unassigned-0000430	#808080	chr21
unassigned-0000431	#D57533	chr13
unassigned-0000432	#D57533	chr13
unassigned-0000433	#808080	chr21
unassigned-0000434	#56B4E9	chr2
unassigned-0000437	#00B28C	chr17
unassigned-0000438	#00B28C	chr17
unassigned-0000439	#00B28C	chr17
unassigned-0000440	#D57533	chr13
unassigned-0000441	#D57533	chr13
unassigned-0000442	#E6B847	chr15
unassigned-0000443	#D57533	chr13
unassigned-0000444	#808080	chr21
unassigned-0000445	#D57533	chr13
unassigned-0000446	#D57533	chr13
unassigned-0000447	#D57533	chr13
unassigned-0000448	#808080	chr21
unassigned-0000449	#D57533	chr13
unassigned-0000450	#D57533	chr13
unassigned-0000451	#D57533	chr13
unassigned-0000453	#808080	chr21
unassigned-0000454	#808080	chr21
unassigned-0000455	#CC8DB3	chr11
unassigned-0000456	#D57533	chr13
unassigned-0000457	#D57533	chr13
unassigned-0000458	#D57533	chr13
unassigned-0000459	#808080	chr21
unassigned-0000460	#D57533	chr13
unassigned-0000461	#808080	chr21
unassigned-0000462	#D57533	chr13
unassigned-0000463	#D57533	chr13
unassigned-0000464	#E6C47F	chr22
unassigned-0000465	#E6C47F	chr22
unassigned-0000466	#D57533	chr13
unassigned-0000467	#009E73	chr3
unassigned-0000468	#E6C47F	chr22
unassigned-0000469	#CC79A7	chr4
unassigned-0000470	#E6B847	chr15
unassigned-0000471	#808080	chr21
unassigned-0000472	#D57533	chr13
unassigned-0000473	#00B28C	chr17
unassigned-0000474	#00B28C	chr17
unassigned-0000475	#D57533	chr13
unassigned-0000476	#D57533	chr13
unassigned-0000477	#D57533	chr13
unassigned-0000478	#E6B847	chr15
unassigned-0000479	#D57533	chr13
unassigned-0000480	#D57533	chr13
unassigned-0000481	#00B28C	chr17
unassigned-0000482	#E6B847	chr15
unassigned-0000483	#D57533	chr13
unassigned-0000484	#D57533	chr13
unassigned-0000485	#737373	chr14
unassigned-0000486	#D57533	chr13
unassigned-0000487	#00B28C	chr17
unassigned-0000488	#808080	chr21
unassigned-0000489	#E6C47F	chr22
unassigned-0000490	#1A7FBA	chr12
unassigned-0000491	#D57533	chr13
unassigned-0000492	#E6B847	chr15
unassigned-0000493	#737373	chr14
unassigned-0000494	#808080	chr21
unassigned-0000495	#808080	chr21
unassigned-0000496	#E6B847	chr15
unassigned-0000497	#808080	chr21
unassigned-0000498	#9467BD	chrX
unassigned-0000499	#808080	chr21
unassigned-0000500	#9467BD	chrX
unassigned-0000501	#D57533	chr13
unassigned-0000502	#00B28C	chr17
unassigned-0000503	#D57533	chr13
unassigned-0000504	#D57533	chr13
unassigned-0000505	#808080	chr21
unassigned-0000506	#D57533	chr13
unassigned-0000507	#E6C47F	chr22
unassigned-0000508	#808080	chr21
unassigned-0000509	#808080	chr21
unassigned-0000510	#D57533	chr13
unassigned-0000511	#D57533	chr13
unassigned-0000512	#D57533	chr13
unassigned-0000513	#E6C47F	chr22
unassigned-0000514	#D57533	chr13
unassigned-0000515	#D57533	chr13
unassigned-0000516	#E6C47F	chr22
unassigned-0000517	#E6C47F	chr22
unassigned-0000518	#D57533	chr13
unassigned-0000519	#808080	chr21
unassigned-0000521	#D57533	chr13
unassigned-0000522	#D57533	chr13
unassigned-0000523	#D57533	chr13
unassigned-0000524	#D57533	chr13
unassigned-0000525	#D57533	chr13
unassigned-0000527	#808080	chr21
unassigned-0000528	#808080	chr21
unassigned-0000529	#808080	chr21
unassigned-0000530	#D57533	chr13
unassigned-0000531	#808080	chr21
unassigned-0000532	#D57533	chr13
unassigned-0000533	#D57533	chr13
unassigned-0000534	#808080	chr21
unassigned-0000535	#00B28C	chr17
unassigned-0000536	#737373	chr14
unassigned-0000537	#E6B847	chr15
unassigned-0000538	#D57533	chr13
unassigned-0000539	#E6B847	chr15
unassigned-0000542	#E6C47F	chr22
unassigned-0000546	#D57533	chr13
unassigned-0000547	#E6B847	chr15
unassigned-0000548	#D57533	chr13
unassigned-0000549	#D57533	chr13
unassigned-0000550	#D57533	chr13
unassigned-0000551	#00B28C	chr17
unassigned-0000552	#808080	chr21
unassigned-0000553	#D57533	chr13
unassigned-0000554	#D57533	chr13
unassigned-0000557	#808080	chr21
unassigned-0000559	#D57533	chr13
unassigned-0000560	#D57533	chr13
unassigned-0000561	#808080	chr21
unassigned-0000563	#D57533	chr13
unassigned-0000564	#D57533	chr13
unassigned-0000565	#D57533	chr13
unassigned-0000566	#808080	chr21
unassigned-0000567	#808080	chr21
unassigned-0000568	#808080	chr21
unassigned-0000569	#E6AB23	chr8
unassigned-0000570	#D57533	chr13
unassigned-0000571	#D57533	chr13
unassigned-0000572	#E6AB23	chr8
unassigned-0000575	#D57533	chr13
unassigned-0000576	#E6B847	chr15
unassigned-0000577	#808080	chr21
unassigned-0000578	#808080	chr21
unassigned-0000579	#808080	chr21
unassigned-0000582	#E6C47F	chr22
unassigned-0000583	#00A880	chr10
unassigned-0000584	#808080	chr21
unassigned-0000585	#808080	chr21
unassigned-0000586	#808080	chr21
unassigned-0000587	#808080	chr21
unassigned-0000588	#808080	chr21
unassigned-0000589	#808080	chr21
unassigned-0000590	#E6B847	chr15
unassigned-0000591	#808080	chr21
unassigned-0000592	#E6B847	chr15
unassigned-0000593	#808080	chr21
unassigned-0000594	#00A880	chr10
unassigned-0000595	#E6B847	chr15
unassigned-0000596	#808080	chr21
unassigned-0000597	#808080	chr21
unassigned-0000598	#00A880	chr10
unassigned-0000599	#E6B847	chr15
unassigned-0000601	#808080	chr21
unassigned-0000602	#D57533	chr13
unassigned-0000603	#D57533	chr13
unassigned-0000604	#D57533	chr13
unassigned-0000605	#666666	chr7
unassigned-0000606	#808080	chr21
unassigned-0000607	#808080	chr21
unassigned-0000608	#808080	chr21
unassigned-0000609	#567DE9	chr16
unassigned-0000610	#737373	chr14
unassigned-0000611	#808080	chr21
unassigned-0000612	#E6B847	chr15
unassigned-0000613	#E6B847	chr15
unassigned-0000614	#808080	chr21
unassigned-0000615	#E6B847	chr15
unassigned-0000617	#D57533	chr13
unassigned-0000618	#D57533	chr13
unassigned-0000619	#D57533	chr13
unassigned-0000620	#D57533	chr13
unassigned-0000622	#D57533	chr13
unassigned-0000623	#D57533	chr13
unassigned-0000624	#E6B847	chr15
unassigned-0000625	#D57533	chr13
unassigned-0000626	#D57533	chr13
unassigned-0000627	#D57533	chr13
unassigned-0000628	#D57533	chr13
unassigned-0000629	#D57533	chr13
unassigned-0000630	#E69F00	chr1
unassigned-0000631	#D57533	chr13
unassigned-0000632	#D57533	chr13
unassigned-0000633	#D57533	chr13
unassigned-0000634	#00A880	chr10
unassigned-0000635	#D57533	chr13
unassigned-0000636	#D57533	chr13
unassigned-0000637	#808080	chr21
unassigned-0000638	#CCA0BF	chr18
unassigned-0000639	#00A880	chr10
unassigned-0000640	#E6B847	chr15
unassigned-0000641	#D57533	chr13
unassigned-0000643	#E69F00	chr1
unassigned-0000644	#808080	chr21
unassigned-0000645	#808080	chr21
unassigned-0000646	#D57533	chr13
unassigned-0000647	#D57533	chr13
unassigned-0000650	#D57533	chr13
unassigned-0000651	#D57533	chr13
unassigned-0000653	#D57533	chr13
unassigned-0000655	#E6C47F	chr22
unassigned-0000657	#808080	chr21
unassigned-0000658	#D57533	chr13
unassigned-0000659	#D57533	chr13
unassigned-0000660	#808080	chr21
unassigned-0000661	#737373	chr14
unassigned-0000662	#00A880	chr10
unassigned-0000663	#D57533	chr13
unassigned-0000665	#338CC2	chr19
unassigned-0000666	#E6C47F	chr22
unassigned-0000667	#D57533	chr13
unassigned-0000668	#D57533	chr13
unassigned-0000669	#E6B847	chr15
unassigned-0000670	#D57533	chr13
unassigned-0000671	#D57533	chr13
unassigned-0000672	#D57533	chr13
unassigned-0000673	#D57533	chr13
unassigned-0000674	#D57533	chr13
unassigned-0000675	#808080	chr21
unassigned-0000677	#666666	chr7
unassigned-0000679	#808080	chr21
unassigned-0000680	#E6B847	chr15
unassigned-0000682	#808080	chr21
unassigned-0000683	#E69F00	chr1
unassigned-0000684	#D57533	chr13
unassigned-0000685	#E6AB23	chr8
unassigned-0000686	#D57533	chr13
unassigned-0000687	#E6C47F	chr22
unassigned-0000688	#E6C47F	chr22
unassigned-0000689	#666666	chr7
unassigned-0000690	#E6C47F	chr22
unassigned-0000692	#666666	chr7
unassigned-0000693	#1A7FBA	chr12
unassigned-0000694	#D55E00	chr6
unassigned-0000695	#56B4E9	chr2
unassigned-0000696	#56B4E9	chr2
unassigned-0000697	#E6C47F	chr22
unassigned-0000698	#D57533	chr13
unassigned-0000699	#D57533	chr13
unassigned-0000700	#D57533	chr13
unassigned-0000701	#009E73	chr3
unassigned-0000702	#E69F00	chr1
unassigned-0000703	#E6B847	chr15
unassigned-0000704	#D57533	chr13
unassigned-0000706	#D57533	chr13
unassigned-0000707	#D57533	chr13
unassigned-0000708	#D57533	chr13
unassigned-0000711	#E6B847	chr15
unassigned-0000712	#E6B847	chr15
unassigned-0000713	#808080	chr21
unassigned-0000714	#808080	chr21
unassigned-0000716	#D57533	chr13
unassigned-0000717	#D57533	chr13
unassigned-0000718	#D57533	chr13
unassigned-0000719	#D57533	chr13
unassigned-0000720	#D57533	chr13
unassigned-0000721	#D57533	chr13
unassigned-0000722	#D57533	chr13
unassigned-0000723	#D57533	chr13
unassigned-0000724	#D57533	chr13
unassigned-0000725	#E6C47F	chr22
unassigned-0000726	#D57533	chr13
unassigned-0000727	#D57533	chr13
unassigned-0000728	#E6B847	chr15
unassigned-0000729	#E6B847	chr15
unassigned-0000730	#808080	chr21
unassigned-0000731	#808080	chr21
unassigned-0000732	#808080	chr21
unassigned-0000733	#808080	chr21
unassigned-0000734	#808080	chr21
unassigned-0000735	#CC79A7	chr4
unassigned-0000736	#E6B847	chr15
unassigned-0000737	#56B4E9	chr2
unassigned-0000738	#808080	chr21
unassigned-0000739	#808080	chr21
unassigned-0000740	#808080	chr21
unassigned-0000741	#E6B847	chr15
unassigned-0000742	#E6B847	chr15
unassigned-0000743	#567DE9	chr16
unassigned-0000744	#0072B2	chr5
unassigned-0000745	#808080	chr21
unassigned-0000746	#808080	chr21
unassigned-0000747	#808080	chr21
unassigned-0000748	#808080	chr21
unassigned-0000749	#E6B847	chr15
unassigned-0000750	#808080	chr21
unassigned-0000751	#808080	chr21
unassigned-0000752	#D57533	chr13
unassigned-0000753	#E6B847	chr15
unassigned-0000754	#D57533	chr13
unassigned-0000755	#D57533	chr13
unassigned-0000757	#808080	chr21
unassigned-0000758	#666666	chr7
unassigned-0000761	#D57533	chr13
unassigned-0000762	#D57533	chr13
unassigned-0000763	#D57533	chr13
unassigned-0000764	#D57533	chr13
unassigned-0000765	#D57533	chr13
unassigned-0000766	#E6C47F	chr22
unassigned-0000767	#666666	chr7
unassigned-0000771	#808080	chr21
unassigned-0000774	#5699E9	chr9
unassigned-0000776	#D57533	chr13
unassigned-0000777	#5699E9	chr9
unassigned-0000778	#D57533	chr13
unassigned-0000779	#D55E00	chr6
unassigned-0000780	#D58C66	chr20
unassigned-0000781	#567DE9	chr16
unassigned-0000782	#567DE9	chr16
unassigned-0000783	#E69F00	chr1
unassigned-0000784	#1A7FBA	chr12
unassigned-0000785	#8C564B	chrY
unassigned-0000786	#E6C47F	chr22
unassigned-0000787	#D57533	chr13
unassigned-0000788	#E69F00	chr1
unassigned-0000789	#CC79A7	chr4
unassigned-0000790	#808080	chr21
unassigned-0000791	#E6B847	chr15
unassigned-0000792	#E6B847	chr15
unassigned-0000793	#E6B847	chr15
unassigned-0000794	#D58C66	chr20
unassigned-0000795	#D58C66	chr20
unassigned-0000796	#E6B847	chr15
unassigned-0000797	#E6B847	chr15
unassigned-0000798	#567DE9	chr16
unassigned-0000799	#E6B847	chr15
unassigned-0000800	#E6B847	chr15
unassigned-0000801	#E6B847	chr15
unassigned-0000802	#E6B847	chr15
unassigned-0000803	#E6B847	chr15
unassigned-0000804	#E6B847	chr15
unassigned-0000805	#E6B847	chr15
