chrom	gap_start	gap_end	gap_type	gap_size	strand	nearest_gene_chrom	nearest_gene_start	nearest_gene_end	nearest_gene_name	distance
chr22	4667172	4764978	N_region_windowed	96504	-	chr22	4693238	4699934	LOC124904992	0
chr22	4667172	4764978	N_region_windowed	96504	-	chr22	4750979	4751132	VN1R112P	0
chr22	43762334	43766865	N_region_windowed	7500	-	chr22	43893097	43990288	MPPED1	126233
chr5	34667604	34727445	N_region_windowed	59530	+	chr5	34619775	34620574	LOC100132524	47031
chr5	45824164	45831669	N_region_windowed	7500	+	chr5	43778979	43811059	PAIP1	2013106
chr7	2045011	2053174	N_region_windowed	7500	-	chr7	1928870	2346389	MAD1L1	0
chr7	73350075	73364175	N_region	7500	-	chr7	72996290	73722754	CALN1	0
chr8	24520089	24527589	N_region_windowed	7500	+	chr8	25188913	25194246	NEFM	661325
chr9	80159979	80199775	N_region_windowed	39796	+	chr9	80162404	80162485	MIR4477A	0
chr9	80159979	80199775	N_region_windowed	39796	+	chr9	80162404	80162485	MIR4477B	0
chr9	80159979	80199775	N_region_windowed	39796	+	chr9	80167209	80168727	LOC107987020	0
chr9	80159979	80199775	N_region_windowed	39796	+	chr9	80168686	80168804	RNA5SP283	0
chr9	80159979	80199775	N_region_windowed	39796	+	chr9	80186878	80192728	LOC107986999	0
chr9	80159979	80199775	N_region_windowed	39796	+	chr9	80188714	80192728	LOC105376060	0
chr9	80159979	80199775	N_region_windowed	39796	+	chr9	80192790	80201556	PTGER4P2-CDK2AP2P2	0
chr9	80159979	80199775	N_region_windowed	39796	+	chr9	80198138	80198521	PTGER4P2	0
chr9	80159979	80199775	N_region_windowed	39796	+	chr9	80199087	80199961	CDK2AP2P2	0
chr9	96379975	96398793	N_region	7500	-	chr9	96213766	96244968	LOC101927575	135008
chrX	11173322	11173323	N_region	1500	+	chrX	10720021	11248464	ARHGAP6	0
