contig	color	chromosome
unassigned-0000283	#D57533	chr13
unassigned-0000286	#737373	chr14
unassigned-0000287	#E6B847	chr15
unassigned-0000288	#D57533	chr13
unassigned-0000289	#D57533	chr13
unassigned-0000290	#D57533	chr13
unassigned-0000291	#E6B847	chr15
unassigned-0000293	#808080	chr21
unassigned-0000294	#808080	chr21
unassigned-0000295	#808080	chr21
unassigned-0000296	#808080	chr21
unassigned-0000297	#808080	chr21
unassigned-0000298	#808080	chr21
unassigned-0000300	#808080	chr21
unassigned-0000301	#808080	chr21
unassigned-0000302	#D57533	chr13
unassigned-0000303	#E6C47F	chr22
unassigned-0000304	#808080	chr21
unassigned-0000305	#E6B847	chr15
unassigned-0000306	#D57533	chr13
unassigned-0000308	#56B4E9	chr2
unassigned-0000309	#56B4E9	chr2
unassigned-0000310	#56B4E9	chr2
unassigned-0000311	#E6C47F	chr22
unassigned-0000312	#808080	chr21
unassigned-0000313	#E6C47F	chr22
unassigned-0000314	#D57533	chr13
unassigned-0000315	#E6C47F	chr22
unassigned-0000316	#E6C47F	chr22
unassigned-0000317	#E6C47F	chr22
unassigned-0000318	#E6C47F	chr22
unassigned-0000319	#E6C47F	chr22
unassigned-0000320	#E6C47F	chr22
unassigned-0000321	#E6C47F	chr22
unassigned-0000322	#808080	chr21
unassigned-0000323	#D57533	chr13
unassigned-0000324	#E6C47F	chr22
unassigned-0000325	#E6C47F	chr22
unassigned-0000326	#808080	chr21
unassigned-0000327	#E6C47F	chr22
unassigned-0000328	#E6C47F	chr22
unassigned-0000329	#E6C47F	chr22
unassigned-0000331	#808080	chr21
unassigned-0000333	#E6C47F	chr22
unassigned-0000334	#808080	chr21
unassigned-0000335	#E69F00	chr1
unassigned-0000337	#E6C47F	chr22
unassigned-0000338	#D57533	chr13
unassigned-0000341	#737373	chr14
unassigned-0000342	#808080	chr21
unassigned-0000343	#E6B847	chr15
unassigned-0000344	#567DE9	chr16
unassigned-0000345	#D57533	chr13
unassigned-0000346	#808080	chr21
unassigned-0000347	#56B4E9	chr2
unassigned-0000348	#808080	chr21
unassigned-0000350	#E6C47F	chr22
unassigned-0000352	#E6C47F	chr22
unassigned-0000354	#E6B847	chr15
unassigned-0000355	#808080	chr21
unassigned-0000356	#00B28C	chr17
unassigned-0000357	#00B28C	chr17
unassigned-0000358	#808080	chr21
unassigned-0000359	#D57533	chr13
unassigned-0000360	#E6C47F	chr22
unassigned-0000361	#E6C47F	chr22
unassigned-0000362	#E6C47F	chr22
unassigned-0000363	#E6C47F	chr22
unassigned-0000364	#E6C47F	chr22
unassigned-0000366	#E6C47F	chr22
unassigned-0000367	#E6C47F	chr22
unassigned-0000368	#D57533	chr13
unassigned-0000369	#808080	chr21
unassigned-0000370	#E6C47F	chr22
unassigned-0000373	#808080	chr21
unassigned-0000374	#E6C47F	chr22
unassigned-0000375	#E6C47F	chr22
unassigned-0000376	#E6B847	chr15
unassigned-0000377	#808080	chr21
unassigned-0000378	#808080	chr21
unassigned-0000379	#808080	chr21
unassigned-0000380	#808080	chr21
unassigned-0000381	#E6C47F	chr22
unassigned-0000382	#D57533	chr13
unassigned-0000383	#D57533	chr13
unassigned-0000384	#D57533	chr13
unassigned-0000385	#E6C47F	chr22
unassigned-0000386	#E6C47F	chr22
unassigned-0000387	#E6C47F	chr22
unassigned-0000389	#E6C47F	chr22
unassigned-0000390	#E6C47F	chr22
unassigned-0000391	#E6C47F	chr22
unassigned-0000392	#E6C47F	chr22
unassigned-0000393	#E6C47F	chr22
unassigned-0000395	#808080	chr21
unassigned-0000396	#808080	chr21
unassigned-0000397	#E6B847	chr15
unassigned-0000398	#E6B847	chr15
unassigned-0000399	#E6C47F	chr22
unassigned-0000400	#5699E9	chr9
unassigned-0000402	#737373	chr14
unassigned-0000403	#737373	chr14
unassigned-0000405	#E6C47F	chr22
unassigned-0000406	#808080	chr21
unassigned-0000408	#E6C47F	chr22
unassigned-0000410	#808080	chr21
unassigned-0000411	#E6C47F	chr22
unassigned-0000412	#808080	chr21
unassigned-0000413	#808080	chr21
unassigned-0000414	#808080	chr21
unassigned-0000415	#56B4E9	chr2
unassigned-0000416	#808080	chr21
unassigned-0000417	#808080	chr21
unassigned-0000418	#E69F00	chr1
unassigned-0000420	#808080	chr21
unassigned-0000421	#D57533	chr13
unassigned-0000422	#D57533	chr13
unassigned-0000423	#737373	chr14
unassigned-0000424	#737373	chr14
unassigned-0000426	#808080	chr21
unassigned-0000427	#808080	chr21
unassigned-0000428	#808080	chr21
unassigned-0000429	#808080	chr21
unassigned-0000430	#E6C47F	chr22
unassigned-0000432	#E6C47F	chr22
unassigned-0000435	#E6C47F	chr22
unassigned-0000436	#E6C47F	chr22
unassigned-0000437	#E6C47F	chr22
unassigned-0000438	#808080	chr21
unassigned-0000439	#0072B2	chr5
unassigned-0000441	#D57533	chr13
unassigned-0000442	#808080	chr21
unassigned-0000443	#737373	chr14
unassigned-0000444	#E6C47F	chr22
unassigned-0000445	#666666	chr7
unassigned-0000446	#666666	chr7
unassigned-0000447	#666666	chr7
unassigned-0000448	#E6B847	chr15
unassigned-0000449	#808080	chr21
unassigned-0000450	#E6C47F	chr22
unassigned-0000451	#808080	chr21
unassigned-0000452	#808080	chr21
unassigned-0000453	#E6C47F	chr22
unassigned-0000457	#808080	chr21
unassigned-0000458	#00A880	chr10
unassigned-0000459	#00A880	chr10
unassigned-0000460	#D57533	chr13
unassigned-0000462	#D57533	chr13
unassigned-0000463	#D57533	chr13
unassigned-0000464	#D57533	chr13
unassigned-0000465	#D57533	chr13
unassigned-0000466	#00B28C	chr17
unassigned-0000467	#009E73	chr3
unassigned-0000468	#E6C47F	chr22
unassigned-0000469	#808080	chr21
unassigned-0000472	#D58C66	chr20
unassigned-0000473	#D57533	chr13
unassigned-0000474	#D57533	chr13
unassigned-0000475	#8C564B	chrY
unassigned-0000476	#D57533	chr13
unassigned-0000477	#D57533	chr13
unassigned-0000478	#D57533	chr13
unassigned-0000479	#D57533	chr13
unassigned-0000480	#D57533	chr13
unassigned-0000481	#D57533	chr13
unassigned-0000482	#808080	chr21
unassigned-0000483	#808080	chr21
unassigned-0000484	#E6C47F	chr22
unassigned-0000485	#808080	chr21
unassigned-0000486	#808080	chr21
unassigned-0000487	#E6C47F	chr22
unassigned-0000488	#D57533	chr13
unassigned-0000489	#E6AB23	chr8
unassigned-0000490	#E6AB23	chr8
unassigned-0000491	#E6C47F	chr22
unassigned-0000492	#E6C47F	chr22
unassigned-0000493	#E6C47F	chr22
unassigned-0000494	#E6C47F	chr22
unassigned-0000495	#E6C47F	chr22
unassigned-0000496	#D57533	chr13
unassigned-0000497	#D57533	chr13
unassigned-0000498	#D57533	chr13
unassigned-0000499	#D55E00	chr6
unassigned-0000500	#D57533	chr13
unassigned-0000501	#D57533	chr13
unassigned-0000502	#5699E9	chr9
unassigned-0000503	#D57533	chr13
unassigned-0000504	#D57533	chr13
unassigned-0000505	#D57533	chr13
unassigned-0000506	#5699E9	chr9
unassigned-0000507	#808080	chr21
unassigned-0000508	#808080	chr21
unassigned-0000509	#D57533	chr13
unassigned-0000510	#D55E00	chr6
unassigned-0000511	#E6B847	chr15
unassigned-0000512	#56B4E9	chr2
unassigned-0000513	#009E73	chr3
unassigned-0000514	#E69F00	chr1
unassigned-0000515	#808080	chr21
unassigned-0000516	#D55E00	chr6
unassigned-0000517	#56B4E9	chr2
unassigned-0000518	#808080	chr21
unassigned-0000519	#808080	chr21
unassigned-0000520	#808080	chr21
unassigned-0000521	#E6C47F	chr22
unassigned-0000522	#E6C47F	chr22
unassigned-0000523	#808080	chr21
unassigned-0000524	#808080	chr21
unassigned-0000525	#808080	chr21
unassigned-0000526	#808080	chr21
unassigned-0000528	#D57533	chr13
unassigned-0000529	#338CC2	chr19
unassigned-0000530	#E69F00	chr1
unassigned-0000531	#1A7FBA	chr12
unassigned-0000532	#CC79A7	chr4
unassigned-0000533	#D57533	chr13
unassigned-0000534	#737373	chr14
unassigned-0000535	#E6B847	chr15
unassigned-0000536	#56B4E9	chr2
unassigned-0000537	#1A7FBA	chr12
unassigned-0000538	#D55E00	chr6
unassigned-0000539	#808080	chr21
unassigned-0000540	#808080	chr21
unassigned-0000541	#808080	chr21
unassigned-0000543	#E6C47F	chr22
unassigned-0000544	#1A7FBA	chr12
unassigned-0000545	#808080	chr21
unassigned-0000546	#E6B847	chr15
unassigned-0000547	#D57533	chr13
unassigned-0000548	#E6B847	chr15
unassigned-0000549	#D57533	chr13
unassigned-0000550	#1A7FBA	chr12
unassigned-0000551	#666666	chr7
unassigned-0000552	#E6C47F	chr22
unassigned-0000553	#E6C47F	chr22
unassigned-0000554	#E6C47F	chr22
unassigned-0000555	#D57533	chr13
unassigned-0000556	#D57533	chr13
unassigned-0000557	#D57533	chr13
unassigned-0000558	#D57533	chr13
unassigned-0000559	#D57533	chr13
unassigned-0000560	#D57533	chr13
unassigned-0000561	#D57533	chr13
unassigned-0000562	#E6C47F	chr22
unassigned-0000563	#8C564B	chrY
unassigned-0000564	#E6C47F	chr22
unassigned-0000565	#E6C47F	chr22
unassigned-0000566	#E6C47F	chr22
unassigned-0000567	#E6C47F	chr22
unassigned-0000569	#0072B2	chr5
unassigned-0000570	#808080	chr21
unassigned-0000571	#808080	chr21
unassigned-0000572	#E6C47F	chr22
unassigned-0000573	#D57533	chr13
unassigned-0000574	#808080	chr21
unassigned-0000576	#808080	chr21
unassigned-0000577	#808080	chr21
unassigned-0000578	#E6C47F	chr22
unassigned-0000579	#808080	chr21
unassigned-0000580	#0072B2	chr5
unassigned-0000581	#D57533	chr13
unassigned-0000582	#808080	chr21
unassigned-0000583	#808080	chr21
unassigned-0000584	#808080	chr21
unassigned-0000585	#E6C47F	chr22
unassigned-0000586	#D55E00	chr6
unassigned-0000587	#1A7FBA	chr12
unassigned-0000588	#D55E00	chr6
unassigned-0000589	#D57533	chr13
unassigned-0000590	#E6C47F	chr22
unassigned-0000591	#E6AB23	chr8
unassigned-0000592	#E6C47F	chr22
unassigned-0000593	#D57533	chr13
unassigned-0000594	#737373	chr14
unassigned-0000595	#D57533	chr13
unassigned-0000596	#E6C47F	chr22
unassigned-0000597	#E6C47F	chr22
unassigned-0000598	#00A880	chr10
unassigned-0000599	#E6B847	chr15
unassigned-0000600	#E6C47F	chr22
unassigned-0000601	#00B28C	chr17
unassigned-0000602	#00B28C	chr17
unassigned-0000603	#567DE9	chr16
unassigned-0000605	#D57533	chr13
unassigned-0000606	#D57533	chr13
unassigned-0000608	#338CC2	chr19
unassigned-0000609	#D55E00	chr6
unassigned-0000610	#808080	chr21
unassigned-0000611	#D57533	chr13
unassigned-0000612	#808080	chr21
unassigned-0000613	#D57533	chr13
unassigned-0000614	#5699E9	chr9
unassigned-0000615	#E69F00	chr1
unassigned-0000616	#8C564B	chrY
unassigned-0000617	#8C564B	chrY
unassigned-0000618	#8C564B	chrY
unassigned-0000619	#8C564B	chrY
unassigned-0000620	#5699E9	chr9
unassigned-0000622	#8C564B	chrY
unassigned-0000623	#8C564B	chrY
unassigned-0000624	#8C564B	chrY
unassigned-0000625	#E6C47F	chr22
unassigned-0000626	#E6C47F	chr22
unassigned-0000627	#808080	chr21
unassigned-0000628	#E6C47F	chr22
unassigned-0000629	#808080	chr21
unassigned-0000630	#808080	chr21
unassigned-0000631	#808080	chr21
unassigned-0000632	#808080	chr21
unassigned-0000633	#808080	chr21
unassigned-0000634	#E6C47F	chr22
unassigned-0000635	#808080	chr21
unassigned-0000636	#808080	chr21
unassigned-0000637	#8C564B	chrY
unassigned-0000638	#808080	chr21
unassigned-0000639	#E6C47F	chr22
unassigned-0000640	#808080	chr21
unassigned-0000641	#E6C47F	chr22
unassigned-0000642	#808080	chr21
unassigned-0000643	#E6C47F	chr22
unassigned-0000644	#E6C47F	chr22
unassigned-0000645	#E6C47F	chr22
unassigned-0000649	#E6C47F	chr22
unassigned-0000650	#E6C47F	chr22
unassigned-0000651	#8C564B	chrY
unassigned-0000652	#808080	chr21
unassigned-0000653	#808080	chr21
unassigned-0000654	#E69F00	chr1
unassigned-0000655	#E69F00	chr1
unassigned-0000657	#567DE9	chr16
unassigned-0000658	#E6C47F	chr22
unassigned-0000659	#E6C47F	chr22
unassigned-0000660	#E6C47F	chr22
unassigned-0000661	#E6C47F	chr22
unassigned-0000662	#E6C47F	chr22
unassigned-0000663	#E6C47F	chr22
unassigned-0000664	#808080	chr21
unassigned-0000665	#E6B847	chr15
unassigned-0000666	#808080	chr21
unassigned-0000667	#D57533	chr13
unassigned-0000668	#E6C47F	chr22
unassigned-0000669	#737373	chr14
unassigned-0000670	#808080	chr21
unassigned-0000671	#E6C47F	chr22
unassigned-0000672	#E6C47F	chr22
unassigned-0000673	#E6C47F	chr22
unassigned-0000674	#D57533	chr13
unassigned-0000675	#E6C47F	chr22
unassigned-0000676	#D57533	chr13
unassigned-0000677	#808080	chr21
unassigned-0000678	#E6C47F	chr22
unassigned-0000679	#E6C47F	chr22
unassigned-0000680	#E6B847	chr15
unassigned-0000681	#D57533	chr13
unassigned-0000682	#808080	chr21
unassigned-0000683	#D57533	chr13
unassigned-0000684	#D57533	chr13
unassigned-0000685	#E69F00	chr1
unassigned-0000686	#00A880	chr10
unassigned-0000687	#D57533	chr13
unassigned-0000688	#E6C47F	chr22
unassigned-0000689	#E6C47F	chr22
unassigned-0000690	#E6B847	chr15
unassigned-0000691	#808080	chr21
unassigned-0000692	#808080	chr21
unassigned-0000693	#808080	chr21
unassigned-0000694	#E6B847	chr15
unassigned-0000695	#E6C47F	chr22
unassigned-0000696	#E6C47F	chr22
unassigned-0000697	#808080	chr21
unassigned-0000698	#D57533	chr13
unassigned-0000699	#808080	chr21
unassigned-0000700	#737373	chr14
unassigned-0000701	#808080	chr21
unassigned-0000702	#E6AB23	chr8
unassigned-0000703	#737373	chr14
unassigned-0000704	#808080	chr21
unassigned-0000705	#E6C47F	chr22
unassigned-0000706	#E6C47F	chr22
unassigned-0000707	#E6C47F	chr22
unassigned-0000708	#D57533	chr13
unassigned-0000709	#808080	chr21
unassigned-0000710	#808080	chr21
unassigned-0000711	#E6C47F	chr22
unassigned-0000712	#E6C47F	chr22
unassigned-0000713	#737373	chr14
unassigned-0000714	#D57533	chr13
unassigned-0000715	#737373	chr14
unassigned-0000716	#E6B847	chr15
unassigned-0000717	#D57533	chr13
unassigned-0000718	#D58C66	chr20
unassigned-0000719	#D57533	chr13
unassigned-0000720	#D57533	chr13
unassigned-0000721	#D57533	chr13
unassigned-0000722	#E6C47F	chr22
unassigned-0000723	#5699E9	chr9
unassigned-0000724	#E6C47F	chr22
unassigned-0000725	#56B4E9	chr2
unassigned-0000726	#D57533	chr13
unassigned-0000727	#D57533	chr13
unassigned-0000729	#D57533	chr13
unassigned-0000731	#D57533	chr13
unassigned-0000732	#567DE9	chr16
unassigned-0000733	#D55E00	chr6
unassigned-0000734	#E69F00	chr1
unassigned-0000735	#D57533	chr13
unassigned-0000737	#338CC2	chr19
unassigned-0000738	#808080	chr21
unassigned-0000739	#808080	chr21
unassigned-0000740	#808080	chr21
unassigned-0000741	#E6C47F	chr22
unassigned-0000742	#E6B847	chr15
unassigned-0000743	#E6B847	chr15
unassigned-0000744	#D57533	chr13
unassigned-0000745	#737373	chr14
unassigned-0000746	#D55E00	chr6
unassigned-0000748	#E6B847	chr15
unassigned-0000749	#737373	chr14
unassigned-0000750	#E6B847	chr15
unassigned-0000751	#E6C47F	chr22
unassigned-0000752	#009E73	chr3
unassigned-0000753	#009E73	chr3
unassigned-0000755	#737373	chr14
unassigned-0000756	#E6AB23	chr8
unassigned-0000757	#1A7FBA	chr12
unassigned-0000758	#0072B2	chr5
unassigned-0000763	#567DE9	chr16
unassigned-0000764	#567DE9	chr16
unassigned-0000765	#808080	chr21
unassigned-0000766	#808080	chr21
unassigned-0000767	#808080	chr21
unassigned-0000768	#808080	chr21
unassigned-0000769	#808080	chr21
unassigned-0000770	#8C564B	chrY
unassigned-0000771	#8C564B	chrY
unassigned-0000772	#D58C66	chr20
unassigned-0000773	#5699E9	chr9
unassigned-0000774	#E69F00	chr1
unassigned-0000776	#1A7FBA	chr12
unassigned-0000784	#E6C47F	chr22
unassigned-0000786	#E6C47F	chr22
unassigned-0000787	#8C564B	chrY
unassigned-0000788	#E69F00	chr1
unassigned-0000789	#5699E9	chr9
unassigned-0000791	#737373	chr14
unassigned-0000792	#D57533	chr13
unassigned-0000793	#D55E00	chr6
unassigned-0000795	#D55E00	chr6
unassigned-0000797	#E6C47F	chr22
unassigned-0000798	#D57533	chr13
unassigned-0000799	#D57533	chr13
unassigned-0000800	#D57533	chr13
unassigned-0000801	#D57533	chr13
unassigned-0000802	#D57533	chr13
unassigned-0000803	#E6B847	chr15
unassigned-0000804	#CC79A7	chr4
unassigned-0000805	#D57533	chr13
unassigned-0000806	#D57533	chr13
unassigned-0000807	#E6C47F	chr22
unassigned-0000808	#E6C47F	chr22
unassigned-0000809	#E6C47F	chr22
unassigned-0000810	#E6C47F	chr22
unassigned-0000811	#D57533	chr13
unassigned-0000812	#D57533	chr13
unassigned-0000813	#E6C47F	chr22
unassigned-0000814	#E6C47F	chr22
unassigned-0000815	#E6C47F	chr22
unassigned-0000816	#E6C47F	chr22
unassigned-0000817	#D57533	chr13
unassigned-0000818	#808080	chr21
