contig_name	contig_length_bp	haplotype	primary_chrom	aligned_bp	satellite_bp	satellite_fraction	classification
unassigned-0000340	211436	unassigned	chr17	211326	0	0	non_satellite
unassigned-0000382	56099	unassigned	chr1	56054	56054	1	satellite
unassigned-0000384	123138	unassigned	chr21	24313	24313	1	satellite
unassigned-0000385	78692	unassigned	chr5	78684	0	0	non_satellite
unassigned-0000386	111179	unassigned	chr5	111148	0	0	non_satellite
unassigned-0000387	65596	unassigned	chr22	65567	0	0	non_satellite
unassigned-0000346	23748	unassigned	chr3	23716	0	0	non_satellite
unassigned-0000347	158000	unassigned	chr13	157936	0	0	non_satellite
unassigned-0000307	86271	unassigned	chr7	514002	85667	0.166667	non_satellite
unassigned-0000389	26807	unassigned	chr3	26798	0	0	non_satellite
unassigned-0000309	53074	unassigned	chr22	424464	53058	0.125	non_satellite
haplotype2-0000150	172889	haplotype2	chr6	166263	166263	1	satellite
haplotype2-0000111	1224622	haplotype2	chr22	10505440	1245235	0.118532	non_satellite
haplotype2-0000152	249695	haplotype2	chr6	455479	417211	0.915983	satellite
haplotype2-0000153	419397	haplotype2	chr17	194509	194509	1	satellite
haplotype2-0000154	605491	haplotype2	chr17	274555	274555	1	satellite
haplotype2-0000114	3166761	haplotype2	chr15	15272965	2031443	0.133009	non_satellite
haplotype2-0000155	54190	haplotype2	chr3	54193	0	0	non_satellite
haplotype2-0000156	38133	haplotype2	chr17	38135	0	0	non_satellite
haplotype2-0000116	320645	haplotype2	chr8	84871	84871	1	satellite
haplotype2-0000159	36932	haplotype2	chr17	26157	0	0	non_satellite
unassigned-0001034	88447	unassigned	chr21	353380	88345	0.25	non_satellite
unassigned-0001036	35765	unassigned	chr11	32950	0	0	non_satellite
unassigned-0001037	15486	unassigned	chr11	15501	0	0	non_satellite
unassigned-0001039	78751	unassigned	chr16	60025	0	0	non_satellite
unassigned-0000777	62848	unassigned	chr21	35933	35933	1	satellite
unassigned-0000462	256480	unassigned	chr21	692087	271295	0.391996	non_satellite
unassigned-0000421	33863	unassigned	chr5	33833	0	0	non_satellite
unassigned-0000778	127011	unassigned	chr21	51694	51694	1	satellite
unassigned-0000422	82456	unassigned	chr5	82471	0	0	non_satellite
unassigned-0000464	814047	unassigned	chr14	3213988	703523	0.218894	non_satellite
unassigned-0000423	327586	unassigned	chr14	857235	418901	0.488665	non_satellite
unassigned-0000739	1065184	unassigned	chr21	246507	172605	0.700203	satellite
unassigned-0000424	176183	unassigned	chr22	1248842	178406	0.142857	non_satellite
unassigned-0000425	45024	unassigned	chr4	45025	0	0	non_satellite
unassigned-0000467	66344	unassigned	chr1	66312	0	0	non_satellite
unassigned-0000426	69077	unassigned	chr4	69082	0	0	non_satellite
unassigned-0000468	148545	unassigned	chr21	136588	136588	1	satellite
unassigned-0000427	54671	unassigned	chr21	44767	44767	1	satellite
unassigned-0000428	104336	unassigned	chr13	254238	84746	0.333333	non_satellite
unassigned-0000429	85230	unassigned	chr22	170380	85190	0.5	satellite
unassigned-0000890	93226	unassigned	chr5	93226	0	0	non_satellite
unassigned-0000891	63705	unassigned	chr17	63698	0	0	non_satellite
unassigned-0000892	176597	unassigned	chr17	176544	0	0	non_satellite
unassigned-0000893	98813	unassigned	chr7	98874	0	0	non_satellite
unassigned-0000894	10093	unassigned	chr7	10088	0	0	non_satellite
unassigned-0000812	22746	unassigned	chr10	22720	0	0	non_satellite
unassigned-0000895	22278	unassigned	chr7	22353	0	0	non_satellite
unassigned-0000896	37257	unassigned	chr7	37318	0	0	non_satellite
unassigned-0000897	86281	unassigned	chr7	86267	0	0	non_satellite
unassigned-0000856	60332	unassigned	chr21	16219	16219	1	satellite
unassigned-0000500	12241	unassigned	chr21	11689	11689	1	satellite
unassigned-0000583	49492	unassigned	chr9	51275	0	0	non_satellite
unassigned-0000857	125451	unassigned	chr21	26341	26341	1	satellite
unassigned-0000816	70921	unassigned	chr10	75500	0	0	non_satellite
unassigned-0000501	66092	unassigned	chr2	198258	66086	0.333333	non_satellite
unassigned-0000899	93001	unassigned	chr14	93009	93009	1	satellite
unassigned-0000858	221006	unassigned	chr14	26908	26908	1	satellite
unassigned-0000584	167526	unassigned	chr13	169898	169898	1	satellite
unassigned-0000817	132210	unassigned	chr10	129682	0	0	non_satellite
unassigned-0000543	25868	unassigned	chr1	25868	0	0	non_satellite
unassigned-0000502	40531	unassigned	chr20	40519	40519	1	satellite
unassigned-0000544	51604	unassigned	chr1	51538	0	0	non_satellite
unassigned-0000545	30520	unassigned	chr9	30486	30486	1	satellite
unassigned-0000819	88799	unassigned	chr21	26344	26344	1	satellite
unassigned-0000230	340026	unassigned	chr21	1037645	366117	0.352835	non_satellite
unassigned-0000272	18696	unassigned	chr8	18675	0	0	non_satellite
unassigned-0000231	125249	unassigned	chr22	231252	121956	0.527373	satellite
unassigned-0000273	32921	unassigned	chr8	32920	0	0	non_satellite
unassigned-0000274	210996	unassigned	chr8	210847	0	0	non_satellite
unassigned-0000507	274915	unassigned	chr21	11309	11309	1	satellite
unassigned-0000233	76368	unassigned	chr15	98734	0	0	non_satellite
unassigned-0000275	219546	unassigned	chr8	221688	0	0	non_satellite
unassigned-0000234	87690	unassigned	chr15	87700	0	0	non_satellite
unassigned-0000236	232078	unassigned	chr16	232026	0	0	non_satellite
unassigned-0000278	26305	unassigned	chr4	26305	0	0	non_satellite
unassigned-0000237	30726	unassigned	chr16	30710	0	0	non_satellite
unassigned-0000279	40730	unassigned	chr22	40721	0	0	non_satellite
unassigned-0000238	19760	unassigned	chr16	19771	19771	1	satellite
haplotype1-0000080	41220	haplotype1	chr17	41212	0	0	non_satellite
haplotype1-0000082	55617	haplotype1	chr22	43678	43678	1	satellite
haplotype1-0000041	88533	haplotype1	chr13	88498	0	0	non_satellite
haplotype1-0000083	228344	haplotype1	chr3	52234	52234	1	satellite
haplotype1-0000042	194355	haplotype1	chr22	199104	0	0	non_satellite
haplotype1-0000084	305971	haplotype1	chr5	144750	144750	1	satellite
haplotype1-0000043	254054	haplotype1	chr14	202454	202454	1	satellite
haplotype1-0000044	140163	haplotype1	chr14	172473	172473	1	satellite
haplotype1-0000045	692540	haplotype1	chr14	469062	469062	1	satellite
haplotype1-0000047	502847	haplotype1	chr22	3542790	684470	0.193201	non_satellite
haplotype1-0000006	2041151	haplotype1	chr15	11649209	1825300	0.156689	non_satellite
haplotype1-0000007	4103667	haplotype1	chr22	5087819	2737920	0.538132	satellite
unassigned-0000970	84686	unassigned	chr16	84638	0	0	non_satellite
unassigned-0000971	133439	unassigned	chr7	133365	0	0	non_satellite
unassigned-0000930	61971	unassigned	chr16	61983	61983	1	satellite
unassigned-0000972	28324	unassigned	chr7	28302	0	0	non_satellite
unassigned-0000931	46299	unassigned	chr19	46269	46269	1	satellite
unassigned-0000932	39774	unassigned	chr13	39733	39733	1	satellite
unassigned-0000933	25192	unassigned	chr9	25163	0	0	non_satellite
unassigned-0000974	66941	unassigned	chr19	66961	66961	1	satellite
unassigned-0000934	32756	unassigned	chr9	32601	0	0	non_satellite
unassigned-0000975	65941	unassigned	chr7	65908	0	0	non_satellite
unassigned-0000976	33834	unassigned	chr10	33805	0	0	non_satellite
unassigned-0000935	77120	unassigned	chr14	77025	0	0	non_satellite
unassigned-0000977	78474	unassigned	chr10	78482	0	0	non_satellite
unassigned-0000936	16379	unassigned	chr5	16374	0	0	non_satellite
unassigned-0000978	37041	unassigned	chr7	36919	0	0	non_satellite
unassigned-0000937	155336	unassigned	chr6	155057	0	0	non_satellite
unassigned-0000664	15927	unassigned	chr9	15897	15897	1	satellite
unassigned-0000938	19696	unassigned	chr9	19664	19664	1	satellite
unassigned-0000979	65739	unassigned	chr1	65714	0	0	non_satellite
unassigned-0000351	102291	unassigned	chr13	102263	0	0	non_satellite
unassigned-0000310	36712	unassigned	chr22	146712	36678	0.25	non_satellite
unassigned-0000352	45065	unassigned	chr5	45057	0	0	non_satellite
unassigned-0000668	76460	unassigned	chr9	76361	0	0	non_satellite
unassigned-0000353	152874	unassigned	chr21	419535	139845	0.333333	non_satellite
unassigned-0000312	58831	unassigned	chr7	291005	58201	0.2	non_satellite
unassigned-0000669	166606	unassigned	chr22	666920	166730	0.25	non_satellite
unassigned-0000354	74405	unassigned	chr1	74396	0	0	non_satellite
unassigned-0000313	113339	unassigned	chr19	107300	0	0	non_satellite
unassigned-0000396	149448	unassigned	chr3	149450	0	0	non_satellite
unassigned-0000355	67134	unassigned	chr5	67133	0	0	non_satellite
unassigned-0000356	41568	unassigned	chr5	41558	0	0	non_satellite
unassigned-0000357	31675	unassigned	chr5	31630	0	0	non_satellite
unassigned-0000358	101114	unassigned	chr5	101132	0	0	non_satellite
unassigned-0000359	74624	unassigned	chr5	74600	0	0	non_satellite
unassigned-0000318	54860	unassigned	chr21	23948	23948	1	satellite
unassigned-0000319	34392	unassigned	chr14	34362	0	0	non_satellite
haplotype2-0000120	123460	haplotype2	chr8	65334	65334	1	satellite
haplotype2-0000161	396254	haplotype2	chr6	747363	747363	1	satellite
haplotype2-0000163	35880	haplotype2	chr1	35846	0	0	non_satellite
haplotype2-0000164	30385	haplotype2	chr4	30361	0	0	non_satellite
haplotype2-0000123	16386	haplotype2	chr16	16369	0	0	non_satellite
haplotype2-0000165	579043	haplotype2	chr9	637619	637619	1	satellite
haplotype2-0000166	110490	haplotype2	chr9	110574	110574	1	satellite
haplotype2-0000167	270959	haplotype2	chr18	246970	246970	1	satellite
haplotype2-0000127	326862	haplotype2	chr6	459145	459145	1	satellite
haplotype2-0000169	23899	haplotype2	chr10	23901	0	0	non_satellite
haplotype2-0000129	170299	haplotype2	chr6	50648	50648	1	satellite
unassigned-0001000	64063	unassigned	chr6	64080	0	0	non_satellite
unassigned-0001001	16676	unassigned	chr19	16628	0	0	non_satellite
unassigned-0001002	57276	unassigned	chr19	56986	0	0	non_satellite
unassigned-0001044	218008	unassigned	chr1	215609	0	0	non_satellite
unassigned-0001003	13947	unassigned	chr1	13948	0	0	non_satellite
unassigned-0001045	26352	unassigned	chr1	26353	0	0	non_satellite
unassigned-0001004	10875	unassigned	chr1	10877	0	0	non_satellite
unassigned-0001005	43308	unassigned	chr1	43273	0	0	non_satellite
unassigned-0001006	11180	unassigned	chr16	11121	11121	1	satellite
unassigned-0001007	37370	unassigned	chr19	37372	0	0	non_satellite
unassigned-0001049	97681	unassigned	chr7	97718	0	0	non_satellite
unassigned-0001009	25927	unassigned	chr7	25882	0	0	non_satellite
unassigned-0000740	30155	unassigned	chr13	30042	0	0	non_satellite
unassigned-0000784	63875	unassigned	chr1	60685	0	0	non_satellite
unassigned-0000744	99417	unassigned	chr22	110203	110203	1	satellite
unassigned-0000470	293501	unassigned	chr22	189920	144371	0.760167	satellite
unassigned-0000430	73820	unassigned	chr22	73789	73789	1	satellite
unassigned-0000786	140066	unassigned	chr14	140079	0	0	non_satellite
unassigned-0000472	193105	unassigned	chr22	381462	190731	0.5	satellite
unassigned-0000431	145219	unassigned	chr2	1013971	144853	0.142857	non_satellite
unassigned-0000473	90960	unassigned	chr2	90962	0	0	non_satellite
unassigned-0000432	139580	unassigned	chr11	139577	0	0	non_satellite
unassigned-0000474	259870	unassigned	chr22	141772	70886	0.5	satellite
unassigned-0000433	213590	unassigned	chr11	213599	0	0	non_satellite
unassigned-0000789	28058	unassigned	chr16	28050	0	0	non_satellite
unassigned-0000434	37280	unassigned	chr19	37169	37169	1	satellite
unassigned-0000476	45089	unassigned	chr17	45074	0	0	non_satellite
unassigned-0000709	235845	unassigned	chr20	235880	235880	1	satellite
unassigned-0000477	306873	unassigned	chr15	401582	263742	0.656758	satellite
unassigned-0000436	88509	unassigned	chr19	88511	0	0	non_satellite
unassigned-0000439	66769	unassigned	chr22	542246	83673	0.154308	non_satellite
unassigned-0000862	5129639	unassigned	chr21	73575743	4759563	0.0646893	non_satellite
unassigned-0000823	19596	unassigned	chr3	19596	0	0	non_satellite
unassigned-0000550	53990	unassigned	chr6	53966	53966	1	satellite
unassigned-0000824	136666	unassigned	chr22	263294	131647	0.5	satellite
unassigned-0000825	51000	unassigned	chr16	51009	0	0	non_satellite
unassigned-0000826	132984	unassigned	chr13	270068	135034	0.5	satellite
unassigned-0000827	67046	unassigned	chr9	67035	67035	1	satellite
unassigned-0000512	42819	unassigned	chr21	12843	12843	1	satellite
unassigned-0000868	155755	unassigned	chr22	77662	77662	1	satellite
unassigned-0000280	70296	unassigned	chr22	70238	0	0	non_satellite
unassigned-0000869	388692	unassigned	chr14	13595	13595	1	satellite
unassigned-0000828	32054	unassigned	chr2	32056	0	0	non_satellite
unassigned-0000554	18782	unassigned	chr18	18752	18752	1	satellite
unassigned-0000241	39811	unassigned	chr9	39771	39771	1	satellite
unassigned-0000282	119729	unassigned	chr22	478824	119706	0.25	non_satellite
unassigned-0000200	32797	unassigned	chr13	33428	33428	1	satellite
unassigned-0000556	21735	unassigned	chr22	21754	0	0	non_satellite
unassigned-0000242	37296	unassigned	chr9	37343	37343	1	satellite
unassigned-0000283	80915	unassigned	chr4	80903	0	0	non_satellite
unassigned-0000201	32889	unassigned	chr13	33562	33562	1	satellite
unassigned-0000284	13911	unassigned	chr4	13796	0	0	non_satellite
unassigned-0000243	97794	unassigned	chr13	293211	97737	0.333333	non_satellite
unassigned-0000285	35214	unassigned	chr14	34600	34600	1	satellite
unassigned-0000244	44013	unassigned	chr17	43937	43937	1	satellite
unassigned-0000286	31859	unassigned	chr6	31858	0	0	non_satellite
unassigned-0000245	24246	unassigned	chr17	24254	24254	1	satellite
unassigned-0000246	133060	unassigned	chr21	322906	161453	0.5	satellite
unassigned-0000247	1030725	unassigned	chr13	524313	253697	0.483866	non_satellite
unassigned-0000248	759804	unassigned	chr22	6344044	734788	0.115823	non_satellite
unassigned-0000249	47079	unassigned	chr22	94160	47080	0.5	satellite
unassigned-0000209	26132	unassigned	chr1	26135	26135	1	satellite
haplotype1-0000050	36454	haplotype1	chr19	41445	0	0	non_satellite
haplotype1-0000051	167077	haplotype1	chr19	184712	0	0	non_satellite
haplotype1-0000053	53426	haplotype1	chr21	61861	61861	1	satellite
haplotype1-0000057	29094	haplotype1	chr5	29070	0	0	non_satellite
haplotype1-0000016	3079920	haplotype1	chr15	19139673	2063941	0.107836	non_satellite
unassigned-0000980	16334	unassigned	chr1	16278	0	0	non_satellite
unassigned-0000940	56236	unassigned	chr9	55634	55634	1	satellite
unassigned-0000981	148990	unassigned	chr1	148911	0	0	non_satellite
unassigned-0000982	46570	unassigned	chr3	46577	0	0	non_satellite
unassigned-0000900	154811	unassigned	chr21	40981	40981	1	satellite
unassigned-0000983	45932	unassigned	chr11	45925	45925	1	satellite
unassigned-0000901	151218	unassigned	chr21	42069	42069	1	satellite
unassigned-0000984	73202	unassigned	chr11	73200	73200	1	satellite
unassigned-0000902	137175	unassigned	chr21	26341	26341	1	satellite
unassigned-0000670	159568	unassigned	chr9	158990	158990	1	satellite
unassigned-0000986	12770	unassigned	chr16	12771	12771	1	satellite
unassigned-0000904	150639	unassigned	chr22	231386	137255	0.593186	satellite
unassigned-0000987	156173	unassigned	chr14	1805220	150435	0.0833333	non_satellite
unassigned-0000905	72860	unassigned	chr7	72741	0	0	non_satellite
unassigned-0000947	65700	unassigned	chr17	65703	65703	1	satellite
unassigned-0000906	90402	unassigned	chr7	90467	0	0	non_satellite
unassigned-0000989	21985	unassigned	chr1	21998	0	0	non_satellite
unassigned-0000948	128159	unassigned	chr13	72550	72550	1	satellite
unassigned-0000907	138559	unassigned	chr14	35867	35867	1	satellite
unassigned-0000675	110218	unassigned	chr9	110260	110260	1	satellite
unassigned-0000949	43883	unassigned	chr17	43800	43800	1	satellite
unassigned-0000360	191597	unassigned	chr20	191677	0	0	non_satellite
unassigned-0000677	112083	unassigned	chr9	112095	112095	1	satellite
unassigned-0000362	113258	unassigned	chr10	113217	0	0	non_satellite
unassigned-0000322	55170	unassigned	chr1	54871	0	0	non_satellite
unassigned-0000637	23762	unassigned	chr6	23736	23736	1	satellite
unassigned-0000363	88115	unassigned	chr20	88196	0	0	non_satellite
unassigned-0000323	59531	unassigned	chr20	59549	0	0	non_satellite
unassigned-0000364	94863	unassigned	chr20	94852	0	0	non_satellite
unassigned-0000324	121709	unassigned	chr3	121796	0	0	non_satellite
unassigned-0000365	93411	unassigned	chr1	93373	0	0	non_satellite
unassigned-0000366	32893	unassigned	chr11	32887	32887	1	satellite
unassigned-0000367	249117	unassigned	chr15	249051	249051	1	satellite
unassigned-0000368	44545	unassigned	chr15	44448	44448	1	satellite
unassigned-0000327	171023	unassigned	chr16	854890	170978	0.2	non_satellite
unassigned-0000369	63765	unassigned	chr22	63775	0	0	non_satellite
unassigned-0000328	151488	unassigned	chr16	454431	151477	0.333333	non_satellite
unassigned-0000329	30828	unassigned	chr17	30822	0	0	non_satellite
haplotype2-0000170	598399	haplotype2	chr8	339331	339331	1	satellite
haplotype2-0000171	466313	haplotype2	chr8	593291	0	0	non_satellite
haplotype2-0000130	207480	haplotype2	chr6	326952	326952	1	satellite
haplotype2-0000131	296307	haplotype2	chr6	324253	324253	1	satellite
haplotype2-0000173	119849	haplotype2	chr21	239500	119750	0.5	satellite
haplotype2-0000174	581119	haplotype2	chr21	9105992	650428	0.0714286	non_satellite
haplotype2-0000133	155541	haplotype2	chr6	15191	15191	1	satellite
haplotype2-0000175	98054	haplotype2	chr16	67510	0	0	non_satellite
haplotype2-0000135	828443	haplotype2	chr9	4808496	843256	0.175368	non_satellite
haplotype2-0000136	259363	haplotype2	chr2	558091	239296	0.428776	non_satellite
haplotype2-0000138	211385	haplotype2	chr16	211563	0	0	non_satellite
haplotype2-0000139	22265	haplotype2	chr21	88620	22155	0.25	non_satellite
unassigned-0001010	43261	unassigned	chr7	43129	0	0	non_satellite
unassigned-0001012	67853	unassigned	chr7	67804	0	0	non_satellite
unassigned-0001054	45527	unassigned	chr7	45555	45555	1	satellite
unassigned-0001013	66808	unassigned	chr1	66830	0	0	non_satellite
unassigned-0001014	102781	unassigned	chr7	96938	0	0	non_satellite
unassigned-0001015	64207	unassigned	chr22	138471	56347	0.406923	non_satellite
unassigned-0001016	102487	unassigned	chr22	248769	93113	0.374295	non_satellite
unassigned-0001017	62256	unassigned	chr7	61956	0	0	non_satellite
unassigned-0001019	36707	unassigned	chr16	36706	0	0	non_satellite
unassigned-0000790	258471	unassigned	chr3	258480	0	0	non_satellite
unassigned-0000791	36657	unassigned	chr21	36487	36487	1	satellite
unassigned-0000792	76907	unassigned	chr21	76775	76775	1	satellite
unassigned-0000793	112061	unassigned	chr1	112024	0	0	non_satellite
unassigned-0000795	150726	unassigned	chr7	144468	0	0	non_satellite
unassigned-0000480	271182	unassigned	chr15	356662	227447	0.63771	satellite
unassigned-0000796	37949	unassigned	chr8	37939	0	0	non_satellite
unassigned-0000481	31368	unassigned	chr17	31337	0	0	non_satellite
unassigned-0000441	196097	unassigned	chr22	588384	196128	0.333333	non_satellite
unassigned-0000798	33637	unassigned	chr10	33599	0	0	non_satellite
unassigned-0000442	39228	unassigned	chr1	39201	39201	1	satellite
unassigned-0000799	20478	unassigned	chr1	20476	0	0	non_satellite
unassigned-0000443	53744	unassigned	chr1	61075	0	0	non_satellite
unassigned-0000759	125561	unassigned	chr21	125666	125666	1	satellite
unassigned-0000718	302278	unassigned	chr3	302225	0	0	non_satellite
unassigned-0000719	132003	unassigned	chr10	136585	0	0	non_satellite
unassigned-0000445	161675	unassigned	chr6	161674	0	0	non_satellite
unassigned-0000446	23221	unassigned	chr14	23101	0	0	non_satellite
unassigned-0000449	40149	unassigned	chr14	40157	0	0	non_satellite
unassigned-0000176	162584	unassigned	chr9	162594	162594	1	satellite
unassigned-0000177	54260	unassigned	chr10	54252	0	0	non_satellite
unassigned-0000831	99733	unassigned	chr13	86523	86523	1	satellite
unassigned-0000833	99212	unassigned	chr7	99035	0	0	non_satellite
unassigned-0000834	13545	unassigned	chr7	13575	0	0	non_satellite
unassigned-0000835	79676	unassigned	chr1	79603	0	0	non_satellite
unassigned-0000562	44536	unassigned	chr6	44486	44486	1	satellite
unassigned-0000522	94455	unassigned	chr21	43914	43914	1	satellite
unassigned-0000290	12118	unassigned	chr7	12068	0	0	non_satellite
unassigned-0000250	114983	unassigned	chr22	806375	162925	0.202046	non_satellite
unassigned-0000566	21053	unassigned	chr22	63186	21062	0.333333	non_satellite
unassigned-0000251	255781	unassigned	chr13	301299	100433	0.333333	non_satellite
unassigned-0000210	31729	unassigned	chr2	31734	0	0	non_satellite
unassigned-0000293	67948	unassigned	chr15	59409	0	0	non_satellite
unassigned-0000252	28698	unassigned	chr13	28646	28646	1	satellite
unassigned-0000212	26874	unassigned	chr14	26854	0	0	non_satellite
unassigned-0000295	53058	unassigned	chr20	53071	53071	1	satellite
unassigned-0000213	71986	unassigned	chr2	71985	0	0	non_satellite
unassigned-0000297	48905	unassigned	chr11	48866	0	0	non_satellite
unassigned-0000298	41333	unassigned	chr1	41307	0	0	non_satellite
unassigned-0000258	18239	unassigned	chr1	18477	0	0	non_satellite
haplotype1-0000065	13279	haplotype1	chr8	13215	0	0	non_satellite
haplotype1-0000066	19462	haplotype1	chr19	19288	0	0	non_satellite
haplotype1-0000027	884170	haplotype1	chr15	2876480	691593	0.24043	non_satellite
haplotype1-0000029	1490311	haplotype1	chr9	75941	75941	1	satellite
unassigned-0000990	29334	unassigned	chr6	29302	29302	1	satellite
unassigned-0000950	238141	unassigned	chr22	1447850	205623	0.14202	non_satellite
unassigned-0000951	77651	unassigned	chr22	551336	68917	0.125	non_satellite
unassigned-0000954	105804	unassigned	chr3	105813	0	0	non_satellite
unassigned-0000995	48994	unassigned	chr1	49653	49653	1	satellite
unassigned-0000955	24053	unassigned	chr3	24029	0	0	non_satellite
unassigned-0000681	81965	unassigned	chr21	154368	77184	0.5	satellite
unassigned-0000996	15251	unassigned	chr11	15248	0	0	non_satellite
unassigned-0000956	23406	unassigned	chr3	23257	0	0	non_satellite
unassigned-0000915	84632	unassigned	chr22	78086	0	0	non_satellite
unassigned-0000997	37503	unassigned	chr4	37367	0	0	non_satellite
unassigned-0000998	91695	unassigned	chr4	91675	0	0	non_satellite
unassigned-0000917	59109	unassigned	chr9	59131	0	0	non_satellite
unassigned-0000958	80713	unassigned	chr5	80713	0	0	non_satellite
unassigned-0000643	17174	unassigned	chr5	17135	0	0	non_satellite
unassigned-0000999	53160	unassigned	chr4	53160	0	0	non_satellite
unassigned-0000918	14397	unassigned	chr9	14406	0	0	non_satellite
unassigned-0000959	99256	unassigned	chr5	99237	0	0	non_satellite
unassigned-0000644	28843	unassigned	chr5	28815	0	0	non_satellite
unassigned-0000919	105619	unassigned	chr9	105652	0	0	non_satellite
unassigned-0000331	56187	unassigned	chr15	56222	0	0	non_satellite
unassigned-0000647	41618	unassigned	chr10	41388	0	0	non_satellite
unassigned-0000332	17734	unassigned	chr17	17708	0	0	non_satellite
unassigned-0000607	43465	unassigned	chr9	43433	0	0	non_satellite
unassigned-0000689	45511	unassigned	chr14	47347	47347	1	satellite
unassigned-0000333	78737	unassigned	chr22	472476	78746	0.166667	non_satellite
unassigned-0000335	53257	unassigned	chr13	52154	52154	1	satellite
unassigned-0000336	12917	unassigned	chr22	25834	12917	0.5	satellite
unassigned-0000378	107319	unassigned	chr18	107280	0	0	non_satellite
unassigned-0000337	95339	unassigned	chr4	95223	0	0	non_satellite
unassigned-0000338	135755	unassigned	chr9	135713	135713	1	satellite
unassigned-0000379	13149	unassigned	chr1	13047	0	0	non_satellite
